{'短评内容': '早餐一般', '短评打分': 3}
{'短评内容': '服务还算热情,就是周边咨询的问题都回答不上来,总体感受不好,还是住其它地方吧', '短评打分': 1}
{'短评内容': '一般般,条件不好，和价格补相符，知道有其他好地方的话就补住这里了。', '短评打分': 5}
{'短评内容': '房间没有窗户 房间内味道太大了 一宿睡下来很不舒服', '短评打分': 1}
{'短评内容': '很好的 房间很大 但是床不是太大的 不是大床 是个单人床 餐点还可以 这个价算不错了就', '短评打分': 5}
{'短评内容': '服务很不错，欢迎也不错。。。。\n网订的价格很实惠，', '短评打分': 5}
{'短评内容': '该酒店档次较高，但主营是洗浴，房间卫生，设施条件都不错，不过有点比较不满意，158元的豪华单人间，尽然是窗户对着走廊。不通风，房间家具味太重，建议在预计的过程中，请明示，什么价位住什么样的房间，', '短评打分': 5}
{'短评内容': '酒店早餐还不错，周围交通环境良好，下次来同还会选择这家。', '短评打分': 5}
{'短评内容': '性价比很高，地下停车场，停车也很方便，服务态度好。房间设施也较新', '短评打分': 5}
{'短评内容': '此价位物有所值，服务不错，早餐很棒，房间很好，饭店很气派，但饭店后面在施工，房间(158元/天）在楼层中间，推开窗子只能看见过道，酒店位置相对有点偏。', '短评打分': 5}
{'短评内容': '房间还不错，就是隔音不大好，早餐还不错，就是比较少', '短评打分': 5}
{'短评内容': '酒店提供每天四餐自助餐餐饮服务，饮食起居相对便捷。性价比较高。', '短评打分': 5}
{'短评内容': '房间舒适.', '短评打分': 3}
{'短评内容': '酒店很好,位置太偏.', '短评打分': 3}
{'短评内容': '虽然是4星级，但是酒店太旧太老，价格倒是不错', '短评打分': 1}
{'短评内容': '已经入驻', '短评打分': 3}
{'短评内容': '环境不错，交通也好，里面也很干净.服务也不错，总体料件还行下次还会住', '短评打分': 5}
{'短评内容': '＋性价比还行，房间隔音还行，但酒店主业是洗浴，对酒店环境要求较高的不建议选。', '短评打分': 3}
{'短评内容': '一般般吧也就', '短评打分': 3}
{'短评内容': '酒店设施不错，早餐也丰盛，下次还去。', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '该店环境好饭菜好，是游客居住的好地方，设施齐全价格合理服务好，我们住后很满意', '短评打分': 5}
{'短评内容': '该酒店档次较高，但主营是洗浴，房间卫生，设施条件都不错，不过有点比较不满意，158元的豪华单人间，尽然是窗户对着走廊。不通风，房间家具味太重，建议在预计的过程中，请明示，什么价位住什么样的房间，', '短评打分': 5}
{'短评内容': '性价比较高...卫生状况良好...就是离火车站较远，推荐给时间充足的人入住', '短评打分': 5}
{'短评内容': '环境非常好，很舒适。', '短评打分': 3}
{'短评内容': '不错的酒店，但是大床房在过道，隔音效果不是很好，也不太习惯，总体给80分。', '短评打分': 5}
{'短评内容': '这家酒店在网上预订比较好！经济实惠！就是有点偏远', '短评打分': 5}
{'短评内容': '性价比很好', '短评打分': 3}
{'短评内容': '8623房间很破，不值，早餐时都是洗澡的，整个一个澡堂子', '短评打分': 1}
{'短评内容': '灯和电视都不好使。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '价格可以，不太干净。里面有蟑螂，离机场比较近。', '短评打分': 1}
{'短评内容': '酒店环境不错 价格也不贵 ', '短评打分': 3}
{'短评内容': '除了大堂外设施很陈旧，服务很一般，四星级太高了，也就是两星吧！', '短评打分': 1}
{'短评内容': '地方不错，离高速近，方便', '短评打分': 3}
{'短评内容': '服务人员的态度不错，吃喝玩乐一条龙，还有健身设施。', '短评打分': 5}
{'短评内容': '环境比较干净，吃住娱乐一条龙形式的，很方便，价格也还能接受。', '短评打分': 5}
{'短评内容': '房间不大，卫生打扫很好，卫生间也很干净，基本设施都有，洗漱用品也挺齐全的。', '短评打分': 5}
{'短评内容': '房间设计的简洁大方，卫生很好，电视冰箱等设施都有，有种家的感觉住的很舒适。', '短评打分': 5}
{'短评内容': '酒店环境有些杂乱，室内设施比较陈旧了些，地理位置非常好交通出行很便利.其它一般.', '短评打分': 3}
{'短评内容': '房间非常干净，电视、空调都有，卫生间设施也挺齐全，服务人员办事效率还不错，住的挺舒适的。', '短评打分': 5}
{'短评内容': '酒店位于繁华地区，马路挺宽敞，打车很容易，停车也挺方便。硬件设施还不错，挺新挺齐全的。', '短评打分': 5}
{'短评内容': '酒店的位置还不错，出门就有公交车，打车也很方便，服务卫生方面也不错。', '短评打分': 5}
{'短评内容': '酒店的配套设施挺齐全的，游泳、健身都有，房间卫生很好，也挺宽敞，住的挺舒适。', '短评打分': 5}
{'短评内容': '酒店装修的挺现代化的，服务卫生方面都挺达标的，整体感觉挺不错。', '短评打分': 5}
{'短评内容': '酒店很不错，娱乐住宿一体化，很方便，位置也很好，周边交通很便利的。', '短评打分': 5}
{'短评内容': '房间挺大的，设施挺齐全，卫生也很好，住的挺舒适，价格还合适。', '短评打分': 5}
{'短评内容': '娱乐设施比较完善   环境比较好   房间装修比较陈旧   服务一般', '短评打分': 1}
{'短评内容': '根本不是4星酒店，除了大厅，其他都跟不上~  房间硬件实在太差，不如一般经济酒店！', '短评打分': 1}
{'短评内容': '      不错', '短评打分': 3}
{'短评内容': '四星级的酒店，159还是性价比挺高的，去新南站不远，回太原的话挺方便的', '短评打分': 5}
