{'短评内容': '总体感觉很不错，早餐很好', '短评打分': 5}
{'短评内容': '酒店位置不错，早餐也不错，比较丰富，就是床太小了，不好，其它不错，前台服务也好', '短评打分': 5}
{'短评内容': '老酒店，离火车站和闹市区很近，地理位置甚佳。', '短评打分': 5}
{'短评内容': '总体不错，下次还考虑再住！但设施有点旧，没开空调有点闷，早餐不够丰富。', '短评打分': 3}
{'短评内容': '地理位置优越，交通方便，房间也很舒适，安静，早餐不错。下次还会入住这家酒店。', '短评打分': 5}
{'短评内容': '    床小了点   价格对于四星级来说还算相当便宜', '短评打分': 3}
{'短评内容': '服务很好，还送茶和水果，就是相对于其他豪华的四星级有点点旧', '短评打分': 3}
{'短评内容': '—凤凰宾馆服务和环境都很不错！赞！', '短评打分': 3}
{'短评内容': ' 住的双标，虽然是一楼但环境还可以，就是床太短了', '短评打分': 3}
{'短评内容': '地理位置相当好,服务也很不错,入住后感觉很舒服.就是设施有点旧,但还过得去.如果来南宁,还会选择这里的', '短评打分': 5}
{'短评内容': '服务较好', '短评打分': 3}
{'短评内容': '服务很好 人性服务?入住有点心和茶 晚上还送水果', '短评打分': 3}
{'短评内容': '服务好', '短评打分': 3}
{'短评内容': '去年住过一次。机场大巴到火车站，走几步就是这家酒店了。酒店开业至今时间很长了，银奖装潢几乎一致没变过，内饰什么的真的建议酒店可以考虑重新装潢下了。酒店服务很不错，吃饭也方便。', '短评打分': 5}
{'短评内容': '非常舒适', '短评打分': 3}
{'短评内容': '舒适方便', '短评打分': 3}
{'短评内容': '服务好!', '短评打分': 3}
{'短评内容': '人员服务很好，房间虽然有点旧但还不错，周边吃饭、买东西、交通方便，值得推荐', '短评打分': 5}
{'短评内容': '酒店就在商业街朝阳路上，闹中取静，特别是赠送的水果、饮料真是礼轻情意重，总之值得推荐。美中不足的是：1）电脑键盘上的数字和字母标识已模糊不清，小孩子会无从下手；2）8天的自由行住了4家酒店，在早上的自助餐中这是唯一一家要对小孩子（小学三年级）收费（18元）的酒店，且餐厅的一位姓李的大堂自始至终板着脸，似乎就餐的客户都欠着她，作为餐厅的第一印象，建议加强培训。', '短评打分': 5}
{'短评内容': '~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~!会再去', '短评打分': 5}
{'短评内容': '还不错,挺干净的~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '交通方便，毗邻火车站、机场大巴站以及商业中心。卫生和环境都挺好，服务也到位。入住时还赠送点心，感觉不错。', '短评打分': 5}
{'短评内容': '迎宾的方式有点特别，一杯饮料，几个点心伺候。房间冷气不足，有点潮。酒店位置好。', '短评打分': 5}
{'短评内容': '酒店环境很好，房间大，电脑是一体机。有机会还住这。', '短评打分': 3}
{'短评内容': '310的豪标比288的好不少 值得推荐 早饭由2楼改到4楼了 品种还是和以前一样丰盛 不错', '短评打分': 5}
{'短评内容': '干净舒适，尤其是服务到位，是南宁市的优质酒店，值得入住！', '短评打分': 5}
{'短评内容': '每次去南宁首选的就是这家酒店，不错，下次还住那里', '短评打分': 5}
{'短评内容': '比较老的宾馆了，感觉床太短。周围乱糟糟的。其它都还不错。', '短评打分': 5}
{'短评内容': '酒店行政楼层的下午茶品种极少，只有饼干和比较一般的水果，但服务小姐的态度很好。', '短评打分': 5}
{'短评内容': '我们已经入住谢谢了!', '短评打分': 3}
{'短评内容': '宾馆服务好，有水果和糕点送，离火车站和民航车近，房间装修一般，里面有电脑可以上网，性价比一般', '短评打分': 5}
{'短评内容': '小孩入住后马上送来玩具，还算人性化，\n\n但室内陈设略显陈旧，简陋~~', '短评打分': 5}
{'短评内容': '非常不错的酒店，非常值得推荐大家去哪里入住。离市中心很近，交通挺方便。', '短评打分': 5}
{'短评内容': '闹市中的酒店，离火车站很近。进出比较方便，价格还算合理！', '短评打分': 5}
{'短评内容': '环境不错，推荐', '短评打分': 3}
{'短评内容': '凤凰的房间可以,服务也不错,还送免费水果,下次去还住那', '短评打分': 3}
{'短评内容': '酒店不错。刚到房间门前，服务员已经在等候，虽然只有一杯果汁，两块饼干，却倍感温馨', '短评打分': 3}
{'短评内容': '酒店服务员态度不错，但酒店的行政楼层虽然有独特的服务，但下午茶的食品非常寒酸，在外的牌子还写着35元一位。各位想知道有什么吗？有法式薄饼（包装的那种），香蕉，苹果，饮品有不冻的橙汁，太烂了。。。。', '短评打分': 5}
{'短评内容': '不错早餐好去机场大巴方便', '短评打分': 3}
{'短评内容': '服务不错，但是房间网速不快，早餐一般，没有其他评论的那么好。另外因为附近正在施工，有些乱。', '短评打分': 5}
{'短评内容': '酒店服务真的很好，办完入住手续会有一个服务人员把你带到房间，给你介绍房间环境，让人感到很有亲切感，没有到一个新城市的陌生感。还有水果.茶点.饮料送.房间也很舒适.酒店对面就是机场大巴终点站.很方便.', '短评打分': 5}
{'短评内容': '离火车站近，其他没什么，酒店比较旧，凑合住', '短评打分': 5}
{'短评内容': '房间较新净，新装修的，很安静，环境很好，交通方便，购物方便。', '短评打分': 5}
{'短评内容': '非常好 服务好早餐好环境好 地方很方便！！', '短评打分': 5}
{'短评内容': '服务不错，位置交通方便，还可以免费水洗一件衣服与免费饮料，早餐较丰富，值得推荐~', '短评打分': 5}
{'短评内容': '凤凰宾馆条件较好，离民航饭店（大巴车终点）步行5分钟即到。房间大、早餐丰富。', '短评打分': 5}
{'短评内容': '第二次入住了，真的不错，服务到位，设备较齐全。早餐不错。', '短评打分': 3}
{'短评内容': '蛮好的，服务到位，卫生好，早餐好，交通方便。以后还来。', '短评打分': 5}
{'短评内容': '感觉还蛮好的，比较舒适，卫生条件好好，设备也较齐全。还赠送饮料。', '短评打分': 5}
{'短评内容': '价廉物美,早餐很好,出行方便,离南宁百货大楼200米,火车站3分钟就到.', '短评打分': 5}
{'短评内容': '酒店卫生很好，服务很周到。交通也很方便。价格还可以。下次还会住这里！', '短评打分': 5}
{'短评内容': '位置和价格都不错。虽然陈旧了点，但交通还可以。希望能提供更好的服务！\n', '短评打分': 5}
{'短评内容': '相当好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很不错的房间。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '服务质量很高，客房温馨，有水果赠送，很注重细节，管理水平非常高。', '短评打分': 5}
{'短评内容': '酒店比想象中好。刚到酒店前台的接待部是很满意。但随后的酒店服务很满意。12楼楼层的服务很好，很满意。尤其要提的是房间情节的服务员农蓉娣还帮着把换下的袜子给清洗了，并且晾在卫生间，很感动，很温馨。12层餐饮的的2位服务员也很好，服务很周到礼貌。反正下次还会继续选择该酒店。', '短评打分': 5}
{'短评内容': '还不错，房间里面有免费水，牛奶和水果，下次还会住这里', '短评打分': 5}
{'短评内容': '环境还不错。', '短评打分': 3}
{'短评内容': '不错。已经是第二次入住了。以后还会继续选择这家。', '短评打分': 1}
{'短评内容': '这个酒店环境不错，交通也比较方便，房间设施一般，但总体来说还是可以的，下次再来可以考虑住这家酒店', '短评打分': 5}
{'短评内容': '很好!!很好!!很好!!很好!!很好!!很好!!很好!!很好!!很好!!很好!!v很好!!很好!!很好!!很好!!很好!!很好!! \n', '短评打分': 5}
{'短评内容': '凤凰酒店服务确实不错  赞一个', '短评打分': 3}
{'短评内容': '酒店早餐挺丰富，卫生间很大。但26度气温，酒店不开中央空调，说有排风，但也不觉得舒服，闷 热无法入睡，只好借了电风扇才能勉强过一夜。', '短评打分': 1}
{'短评内容': '\r\n钟仰训', '短评打分': 3}
{'短评内容': '酒店服务员态度良好,酒店房间小了点.还是不错...', '短评打分': 5}
{'短评内容': '我五天两次入住，中途去桂林旅游，行礼就寄存在酒店，行李员，总台，迎宾都很热情，而且没有任何费用，存取便捷。酒店员工素质很高，见面问候，用语礼貌规范，不难看出酒店管理水平较高。地理位置闹中有静。火车站很近，步行五分钟，机场大巴车站三分钟，就在路对面。步行20分钟就是中山路小吃街和朝阳广场商圈，购物，品尝地方风味都很方便。酒店房间宽敞，比北京国际饭店的商务房还要宽敞。酒店设施虽不算新但是齐全完备，欧式', '短评打分': 5}
{'短评内容': ' 服务很好 训练有素质 位置方便 性价比较高', '短评打分': 3}
{'短评内容': '性价比不错但有些旧', '短评打分': 3}
{'短评内容': '\n钟仰训', '短评打分': 5}
{'短评内容': '服务态度挺好，但是希望可以提高网络的速度，而且房间电脑打不开办公室软件，不方便，房间电脑不好用', '短评打分': 5}
{'短评内容': '酒店赠送每个房间每天两个饮料两个矿泉水,住了那么多酒店,没碰上过,赞一个,早餐很好,勘比五星级酒店的早餐,就是结帐是服务员态度差了点.', '短评打分': 5}
{'短评内容': '设施较旧了，位置好，离火车站近，服务还不错，如果不考虑车站的因素，到南宁住琅东比较好', '短评打分': 5}
{'短评内容': '位置和设施都比较好，但房间内潮湿气很重，卫生间没有排风扇，窗户上了锁不能开。', '短评打分': 1}
{'短评内容': '绝对性价比很高的酒店，而且搭乘机场巴士也十分方便。服务生亲切的笑容和细心周到，很温馨。唯一遗憾是酒店的西餐厅，贵且口感很差。', '短评打分': 3}
{'短评内容': '你们的服务很好很快价格也很满意', '短评打分': 5}
{'短评内容': '地理位置很好，离机场大巴较近，方便商务旅行的人。\r\n干净，比较舒服。', '短评打分': 5}
{'短评内容': '凤凰宾馆的服务很不错，环境也很好\r\n下次还是希望继续入住凤凰', '短评打分': 3}
{'短评内容': '房间不错位置也好，刚好碰到有公司开会感觉稍微乱点！', '短评打分': 5}
{'短评内容': '酒店很不错\r\n酒店很不错\r\n酒店很不错\r\n酒店很不错\r\n酒店很不错\r\n酒店很不错\r\n', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '酒店服务好', '短评打分': 5}
{'短评内容': '服务态度好，不错~~离火车站近，很方便，```酒店往右就有公交车站，一个站就到百盛，沃尔玛```到机场也很方便，对面就可坐民航的大巴车，每三十分钟一班。', '短评打分': 3}
{'短评内容': '服务态度好，不错~~离火车站近，很方便，```酒店往右就有公交车站，一个站就到百盛，沃尔玛```', '短评打分': 5}
{'短评内容': '服务周到，服务员收拾房间看到孩子的脏袜子主动帮洗并留言。花洒龙头漏水报修后马上修理好。虽然是老酒店但房间开间宽大，标间床也宽过1.2米，带孩子睡一点问题没有。提供液晶电脑省去带手提电脑的负担，这点很不错。性价比高，值得推荐', '短评打分': 5}
{'短评内容': '环境不错。还有免费饮料喝。服务态度不错。', '短评打分': 5}
{'短评内容': '还行！', '短评打分': 5}
{'短评内容': '入住期间气温38度，房内中央空调效果不好，不够凉爽。', '短评打分': 5}
{'短评内容': '机场大巴到站对面左边，好近，有电脑，288元，传统宾馆装修，只是家具有点老四星的感觉，不够现代，也不够古老', '短评打分': 3}
{'短评内容': '最便宜的房间也有电脑，送4个水果，前台有服务生送杯开水', '短评打分': 5}
{'短评内容': '服务非常专业，设施、卫生一流。', '短评打分': 3}
{'短评内容': '一家不错的酒店', '短评打分': 5}
{'短评内容': '连续住了2晚，感觉不错，交通方便', '短评打分': 5}
{'短评内容': '越南回来后还是住在这个酒店了，价格适中，地段不错，服务非常满意，住店登记的时候应该是领班之类的还送了凉茶过来，感觉不错。', '短评打分': 3}
{'短评内容': '第一次住，虽然很晚（凌晨2点多）才到酒店，但门口2个服务员（年纪比较大，应该是打扫卫生的阿姨）忙前忙后的帮我们行李送到了房间，酒店虽然老，但价格比较合理，周边吃饭、娱乐比较方便。', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 5}
{'短评内容': '酒店正在装修，有点气味。不过相信装修好了以后还是不错的。位置、服务都不错', '短评打分': 3}
{'短评内容': '服务不错，还能免费洗一件衣服，位置也可以，值得再住。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '方便、不错的酒店', '短评打分': 5}
{'短评内容': '老牌的四星宾馆，服务水平高，房间大而舒适，早餐丰富，是我南宁出差的首选。', '短评打分': 3}
{'短评内容': '服务不错，性价比也高，有机会还会再住。\r\n\r\n住了三天，自助早餐有两次没有牛奶喝，水果供应也不及时。', '短评打分': 3}
{'短评内容': '位置非常好，靠近火车站，服务业非常好，但毕竟是老宾馆了，设施比较陈旧，房间内有电脑可以上网倒是非常方便，性价比还是不错的~', '短评打分': 5}
{'短评内容': '住的是凤雅阁，感觉性价比很高，服务员很周到细心。酒店早餐有蛮多选择，只是感觉牛奶老是凉凉的，冲泡不了玉米片。\r\n\r\n在二楼西餐厅吃过一次晚餐，服务、菜式，很不专业，是入住三天感觉最遗憾的地方。', '短评打分': 5}
{'短评内容': '交通方便, 有水果吃, 这是亮点...整体还行吧, 对男的来说', '短评打分': 5}
{'短评内容': '我入住的是13层行政大床间，房间设施尚可。楼道有明显的潮味，二层的自助餐厅环境较乱。没有游泳池和健身设施。\r\n值得特别表扬的是酒店的服务意识和热情，让人感到温馨愉快。我那两天有些感冒，打扫房间的服务员看到了我的药，就主动帮我跑了一大暖壶的姜糖水，还写了留言祝我身体健康；12层行政酒廊（实际上没有酒的）的服务员看到我喝了不少的罗汉果水，还特意送了我两个罗汉果带走。这些小事让我感到了她们服务的主动和真', '短评打分': 5}
{'短评内容': '非常不错的酒店，特别是坐机场班车很方便。', '短评打分': 5}
{'短评内容': '住很多次了，到南宁首选', '短评打分': 5}
{'短评内容': '大堂服务细心亲切，酒店位置很好出入极方便。', '短评打分': 5}
{'短评内容': '酒店有点老，所以服务很好很有人情味。交通也很方便。这是真正可以住的酒店。', '短评打分': 3}
{'短评内容': '这家店就在市中心朝阳广场旁边，离火车站很近，民航大巴站也在旁边，赶早飞机，火车住这里非常好。', '短评打分': 5}
{'短评内容': '不错，下次还会住。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '位置好，早餐不错，服务热情有礼，值得推荐', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错的酒店 设施服务都不错', '短评打分': 3}
{'短评内容': '不错的酒店 设施服务都不错', '短评打分': 5}
{'短评内容': '比较好的一个酒店,特别是服务方面。在办入住手续时，礼貌地给你奉上一杯暖和的饮料，让顾客有家的感觉。', '短评打分': 5}
{'短评内容': '酒店的位置还不错，但是早餐有待加强', '短评打分': 1}
{'短评内容': '经常入住，各方面都很满意。。。', '短评打分': 5}
{'短评内容': '酒店的位置和工作人员的服务态度真的很不错，酒店的设施也很齐全，电脑、网速都挺快的。酒店每天有水果、牛奶、矿泉水赠送，早餐挺丰富，晚上48元的自助餐更好。', '短评打分': 5}
{'短评内容': '干净，方便，免费上网很不错', '短评打分': 5}
{'短评内容': '早餐不错，桂林米粉很好吃，地理位置离商业区很近，附近很多好吃的，满意。', '短评打分': 5}
{'短评内容': '酒店位置不错，交通方便，比较舒适！', '短评打分': 5}
{'短评内容': '酒店地理位置很好，到机场很方便。', '短评打分': 5}
{'短评内容': '刚到酒店.首先给我们发了一个红包.虽然只有2元钱,但很令人温暖,房间有一束鲜花,四个苹果,2瓶矿泉水.2听可乐.不过卫生间有味,服务员拿来清新剂,总之,我很满意.', '短评打分': 5}
{'短评内容': '人性化得服务，不错！不错', '短评打分': 5}
