{'descr': '刚刚入住是139的 后来京东网上订购  118元  一样的房间 一样的服务 实惠', 'star': 5}
{'descr': '环境非常的不错，离火车站也近510大床房很好', 'star': 5}
{'descr': '交通便利，步行大约10分钟可至火车站，附近餐厅，小超市等应有尽有，价钱也比较合理，不过设施看起来有点儿陈旧。', 'star': 5}
{'descr': '房间一般', 'star': 3}
{'descr': '，接待员及服务员很热情，耐心替我们调换房间直至满意。下回还来。', 'star': 3}
{'descr': '环境不错  很干净', 'star': 3}
{'descr': '房间还可以，前台的服务态度不是很好，都不爱理人。', 'star': 5}
{'descr': '这里更像一个汽车旅馆，叫商务酒店有点糟践商务酒店的称号，房间都有麻将桌但是烟味也很大，开房的时候房门没有钥匙也没有房卡，结账的时候却要跟我们要房卡和钥匙，无语啊。卫生间的窗户很大是铝合金的而且也没有锁，晚上睡觉老婆把椅子堵到卫生间门生怕半夜爬进来人。总之一点安全感都没有。价位和如家差不多但是软件硬件都没法和如家比。', 'star': 1}
{'descr': '地点位置不好，相对偏僻点，虽然离火车站还不算太远。灯光最不好，主照明居然没有，只是用两个床头灯，超级无语。电热水炉接触也不好，还有就是厕所居然没纸巾。无语啊。', 'star': 1}
{'descr': '感觉房间还好。', 'star': 3}
{'descr': '距离火车站较近，不过性价比一般，如果价格再便宜一点的话，可以考虑下次入住', 'star': 5}
{'descr': '住房还行，这个价格这个房子还不错的了，有两个问题：1、暖气的确是不太好，有点冷2、网速好慢呀，看个电影都卡的要死', 'star': 5}
{'descr': '还不错，离车站很近，步行即可，如果能含早餐就好了，服务也不错', 'star': 5}
{'descr': '还是一如既往的实惠，热水依旧很热，但是被子盖着冷，空调不好用，望改进', 'star': 5}
{'descr': '晚上睡觉很冷啊…………暖气没有，空调不好用………………', 'star': 1}
{'descr': '环境还不错，比较方便。床还可以，挺舒服的地方。服务也可以。', 'star': 5}
{'descr': '酒店还可以,不过通过网上订一点也不便宜', 'star': 3}
{'descr': '距离火车站较近，设施一般，不过饭菜实惠可口。', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '房间太小，周边环境很差，购物餐饮都不方便，服务质量有待提高', 'star': 1}
{'descr': '房间很冷！服务员态度也是一般，不算好！问她们要吹风机，说都借出去了，说了老半天，说第二天早上尽可能给我们一个。这么冷的天，暖气又不足，湿着头发，导致我们第二天出现明显感冒症状！\n', 'star': 1}
{'descr': '房间很冷！服务员态度也是一般，不算好！问她们要吹风机，说都借出去了，说了老半天，说第二天早上尽可能给我们一个。这么冷的天，暖气又不足，湿着头发，导致我们第二天出现明显感冒症状！', 'star': 1}
{'descr': '房间干净   服务不错 价格合理  但是房间的隔音有待改善', 'star': 5}
{'descr': '位置很好，但条件设施一般，空间大，但床上物品简单', 'star': 5}
{'descr': '挨着太原火车站，交通还是比较便利的。环境、卫生还行吧，没有早餐不是很理想。', 'star': 5}
{'descr': '已经入住捷程商务酒店', 'star': 3}
{'descr': '离火车站还是稍微远点，不过性价比还是很不错的，床和窗户都很大。', 'star': 5}
{'descr': '特别容易就找到地址，服务蛮好的，有什么需要解决得还是很快的，性价比也挺高的，最喜欢的就是热水，洗得很舒服，唯一不足的是有的房间机顶盒接受不到频道，但是也很快调换了合适的房间，希望在这个上面再完善', 'star': 5}
{'descr': '总体感觉还可以，就是服务员打扫房间时候不是很好，还有冬天时候去的时候房间有些冷，不知道是中央空调供暖还是暖气，最好要是能告知就好了，位置比较好，很靠近火车站，步行也就10多分钟！', 'star': 5}
{'descr': '酒店很干净，服务人员态度也不错，感觉住在这里比较轻松，离火车站有1公里左右吧', 'star': 5}
{'descr': '这是太原最便宜的经济酒店了。。。。女的服务态度还行。。。男的就显得不太专业。。。。', 'star': 5}
{'descr': '酒店地理位置不错，交通便利，酒店工作人员服务态度也很好，早餐也不错！', 'star': 5}
{'descr': '酒店的位置很好，交通很便利，价格合理，早餐也很不错哦。', 'star': 5}
{'descr': '总体不错，就是没有中餐有点欠缺,交通也方便', 'star': 5}
{'descr': '      挺不错的，服务态度很好。交通也方便。', 'star': 5}
{'descr': '不错不错，地理位置超级方便，就是吃饭不方便', 'star': 5}
{'descr': '交通便利，购物方便，闹市区小吃很多，银行也很多，而价格很实惠，性价比极高，值得推荐！', 'star': 5}
{'descr': '距离火车站近，价格便宜，但附近小偷较多，多注意自己财务', 'star': 5}
{'descr': '价钱合适，\r\n位置也方便，离建南汽车站和火车站以及汽车总站都蛮方便的，\r\n到了太原两次，都是住这个酒店，\r\n赞一个，\r\n当场预订的房价较贵，死活的经理砍价也只有160；\r\n网上预订当时是特价128，直接入住，条件还是一样，\r\n很不错的，建议入住，蛮不错的，适合经济一点，到太原出差的人士。', 'star': 5}
{'descr': '位置很好离火车很近', 'star': 5}
{'descr': '位置好，离火车站很近', 'star': 5}
{'descr': '服务好，地理位置很好', 'star': 5}
{'descr': '\r\n很一般，没有中央五台，体育节目看不到', 'star': 1}
{'descr': '交通方便，服务不错，早餐种类丰富，住着确实性价比很高，下次还来！', 'star': 3}
{'descr': '条件还可以，交通方便~距市区很近，到各景点玩也方便，气候干燥要多喝水', 'star': 3}
{'descr': '价格比较好 吃饭有餐厅，不贵 很干净 出门也比较方便', 'star': 5}
{'descr': '房间很大，特别是热水，很舒服，性价比很高！', 'star': 5}
{'descr': '屋内设施很简单，便宜的价格就不要有过高的要求啦。入住时，无热水壶，但是给服务台说过之后，立刻送上来一个电热水壶，服务员也很热情。', 'star': 5}
{'descr': '电话打不通，走廊像迷宫。房间靠餐厅，晚上闹哄哄。', 'star': 1}
{'descr': '                      酒店可以就是前台服务态度有待改善', 'star': 3}
{'descr': '酒店挺好挺干净,挺安静。服务比较周道到', 'star': 5}
{'descr': '入住的特价房，虽然有点潮湿但是基于这个价位是很合算的了。', 'star': 3}
{'descr': '符合经济型酒店的基本标准，就是早餐有点晚7：30才开始，每人10元，会员才能免费。种类少了一些没有煮鸡蛋，但根据要求给煎了荷包蛋还是不错的，炒白菜和炒饭很好吃。', 'star': 5}
{'descr': '卫生情况还可以，床单什么的挺干净，也没发现小强。服务稍微慢点，毕竟服务员少点，有时候有什么要求都得给前台打两次电话，一般前台只有一个人，check in/out的时候要等很久。设施比较差，没有空调，马桶冲不了水，电视数字信号差，遥控也不好使。位置还不错，离火车站走着就10Min多点。临街，还好有双层窗户，隔音，要是夏天不能开窗了就。总之，觉得一般，要是如家没满，不会定这的。', 'star': 1}
{'descr': '酒店的卫浴设施太简单，只有一条毛巾，晚上还有蚊子但没有配防蚊设施，网速比较慢，看电影断断续续，看网页还行。其他方面还可以。总的来说性价比一般。', 'star': 5}
{'descr': '+酒店装修不错, 但有气味, 床很硬, 而且不平, 街边比较吵!', 'star': 5}
{'descr': '满意，', 'star': 5}
{'descr': '房间感觉比较舒适，床和被褥也很舒服，同价位酒店中算是比较好的。', 'star': 5}
{'descr': '酒店本身硬件还是很不错的， 位置很好， 屋子不算新， 但也还整洁。 就是这里员工的素质比较差。 入住时总共没有说过4句话， 好像还正和一个同事吵架， 我问什么都不解释， 对我态度很生硬', 'star': 1}
{'descr': '位置.境不错，服务态度也很好,就是夜晚街边太吵', 'star': 5}
{'descr': '总体不错，离火车站很近。虽然在路边，但是很安静。', 'star': 3}
{'descr': '离火车站不是很远，去建南车站也近，中秋节送的月饼和睡过不错哈。', 'star': 5}
{'descr': '卫生一般，隔音太差，餐厅就在二楼客房边上，晚上十一点来了一个团，太吵，孩子在楼道里来回追逐玩耍，没人管，房间电话也坏了，吵得简直无法入睡。', 'star': 3}
{'descr': '整体感觉还是不错的，就是床硬了点，总台服务员太少了。我早上退房时就有、一个服务员。退房时间等了20分钟，', 'star': 5}
{'descr': '：捷程设施虽简单但实用、方便，就象回到家一样。不足之处就是房间里有蚊子。', 'star': 5}
{'descr': '除了离火车站近之外，没有任何可取之处，房子临街太吵，房间设施陈旧，像20年前的招待所', 'star': 1}
{'descr': '+还可以', 'star': 3}
{'descr': '还可以', 'star': 5}
{'descr': '性价比较高的酒店，房间布置简洁，干净，中央空调声音有点大，房间的液晶电视看起来不是很舒服，卫生间感觉差点，如果浴室可以隔开就好点的', 'star': 3}
{'descr': '该酒店交通便利，地处火车站附近，步行10分钟，环境干净卫生，性价比高，值得推荐。', 'star': 3}
{'descr': '已入住，环境和服务都挺好，空调声音有点大，洗手间地面容易积水。', 'star': 5}
{'descr': '除了墙上的污迹给人印象深刻外，其他感觉都还好。希望店里看到此评论后能够把602的墙上的污迹处理干净，无论哪家店卫生都应该是第一位的！总体感觉不错推荐给其他朋友！！！', 'star': 5}
{'descr': '性价比高，服务也还可以。', 'star': 5}
{'descr': '性价比还不错，就是走廊有味，地毯有点脏，希望改进', 'star': 5}
{'descr': '订的是连住两晚的大床房，刚进去感觉还不错的，就是后来看到电梯边上质监站贴的电梯隐患通知感觉不爽。里面的配置比较简洁干净，空调用起来效果不是特别好。卫生间有待提高。整体来说还不错的，方便性对于本人来说很方便，离火车站两站路，如果开窗，外面的车流很大，所以感觉很吵，关窗之后会好恨多。不错的酒店，如果连住两晚再送早餐就完美了，这样连住了四天也没早餐', 'star': 3}
{'descr': '整体来说不错的酒店，离火车站也就是两站路，走过去有十分钟吧，房间的配置比较简洁，卫生间如果有个浴室房就好了，或者用玻璃隔开也好，现在只是一个浴帘，服务挺好的，卫生还行', 'star': 5}
{'descr': '价格合理，第一次到太原能有这样的酒店挺满意。这边坐车方便，建议如果大家要吃太原的特色小吃，还有买东西的话，就在酒店对面的并东东口公交站坐车到青年路口下（柳巷步行街）。总体感觉不错，如果空调的声音能搞成无声的最哈啦。', 'star': 3}
{'descr': '空调不好，服务不错。位置离火车站走路远，打车近。周围是大马路交通很方便。', 'star': 3}
{'descr': '性价比较高，这是第二次住，但服务员还不是很热情，尤其是前台！', 'star': 5}
{'descr': '已经住宿回来，还不错。值得推荐。如果房间能收拾的更浪漫些就更好了。', 'star': 3}
{'descr': '酒店活动期间住的，感觉不错，各方面条件跟如家差不多，价格比如家便宜许多，性价比很高。缺点：1、因为临街不能开窗户（太原的司机好像超级喜欢按喇叭......），不过酒店特意做的双层玻璃，关上窗户基本没噪音；2、没有架子或台子，行李只能放地上。\r\n特别表扬一位穿蓝衬衫的小伙子，非常热情，看我们行李多，主动帮我们拎到楼上', 'star': 5}
{'descr': '位置不错，房间宽绰，就是床单不太干净，建议经常晒晒床单。', 'star': 5}
{'descr': '离火车站很近，走路也就10分钟，房间设施不错，干净卫生，性价比还是比较高的。', 'star': 5}
{'descr': '里面的商品都卖的太贵了，比三四星级酒店还贵。。。然后再就是饮食方面的，差的真是没法说了。吃了一次就永远不想再吃第二次了。。。。', 'star': 1}
{'descr': '已经入住。 ', 'star': 5}
{'descr': '房间挺干净的，网速也还可以，就是空调的声音有点儿大。', 'star': 3}
{'descr': '还不错，挺方便的，就是房子是老房子改新的，还是有点味道。', 'star': 3}
{'descr': '不错，挺好的，就是空调声音大了点儿，附近吃饭什么的不怎么方便！', 'star': 5}
{'descr': '已入住好评', 'star': 5}
{'descr': '条件不错服务也行', 'star': 5}
{'descr': '不错，因有了比较，前日来太原出差，未定上房间，去别家类似酒店住的，一比较发现，干净，服务，还是如家好', 'star': 5}
{'descr': '还行，目前的性价比在太原火车站附近还算行，但还有需要改进的地方', 'star': 3}
{'descr': '总体感觉还行，要是都能达到特价88元的房价，就不错！', 'star': 3}
{'descr': '住过几次，感觉还行，如果价格在一百左右还是比较有竞争力的。', 'star': 5}
{'descr': '空调声音很大啊！好像网上说有电脑，实际却只有网线没电脑！', 'star': 5}
{'descr': '位置不错，安静。出行比较方便，周围设施齐全，离市区不远。房间装修一般，但不是重点，性价比很好，有网，速度很好', 'star': 5}
{'descr': '总体感觉很不错，以后还会来的。距离火车站也比较近，挺方便的，要是卫生条件能再提高就更好了。', 'star': 5}
{'descr': '特价房比较潮湿，隔音效果也不好，能听见机器的声音。其他还可以，位置不错，房间也干净。基于这个价位给个好评 \r\n', 'star': 3}
{'descr': '特价房比较潮湿，隔音效果也不好，能听见机器的声音。其他还可以，位置不错，房间也干净。基于这个价位给个好评', 'star': 5}
{'descr': '我住的是特价房间。只有88，能住那么个环境，很是不错啊。比较喜欢。呵呵。。。。。。。设施比较时尚吧，很有快捷酒店的味道。。', 'star': 5}
{'descr': '设施差点，卫生差点，还是餐厅改的房间，门都坏了，服务还是很好，价格算是周围比较便宜的，离火车站稍微远一点', 'star': 1}
{'descr': '酒店从地理位置，还有交通等各方面都不错，离火车站只有一站路，甚是方便。唯一遗憾就是旁边没有山西特色小吃街，酒店服务员的态度有待提高。', 'star': 5}
{'descr': '＋酒店性价比不错，就是卫生间不干净', 'star': 5}
{'descr': '100人民币内较合适，房间内配置不行。 缺少一些东西，服务和卫生还是不错。住的房间也不是很吵。但是隔音效果希望再好点。', 'star': 1}
{'descr': '感觉不错，前台主动给更换了大床间，比较舒适。', 'star': 3}
{'descr': '灯光太暗了   不过床蛮大  挺舒服的  价钱也比较便宜 我觉得不错哦', 'star': 5}
{'descr': '如果有特价房间还行，如没有就一般了，房间普通，但是交通还算便利。', 'star': 1}
{'descr': '还行吧。楼道里堆着换下来的床单什么的，很显眼的地方。要是再专业点就好了', 'star': 3}
{'descr': '和其他酒店相比，捷程商务酒店各方面条件都不错，服务也很好，就是应该提高早餐质量。', 'star': 5}
{'descr': '房间的设施还行，床挺大的，但是有些设备要改进，像房卡太烂，卫生间的管道需要改进，开水时有异味。', 'star': 3}
{'descr': '地理位置还行，出去都挺方便，就是在卫生方面要改进，有蚊子。', 'star': 3}
{'descr': '总体一般，服务还需改进，不过设施位置还行，比较方便', 'star': 5}
{'descr': '不错，出门挺方便的，床很大，挺舒适的。', 'star': 5}
{'descr': '地理位置不错，条件也算可以！住着还是很舒服的！', 'star': 5}
{'descr': '地理位置不错，条件也算可以！住着还是很舒服的！', 'star': 3}
{'descr': '性价比不错', 'star': 3}
{'descr': '酒店位置不错，也很干净，性价比合理，只是没有早餐', 'star': 5}
{'descr': '  还好啦', 'star': 5}
{'descr': '总体一般，价格如果在一百应该会合理点，目前的价格性价比不是太高', 'star': 3}
{'descr': '总体一般，价格如果在一百应该会合理点，目前的价格性价比不是太高', 'star': 5}
{'descr': '订的特价房，房间没有窗户有点潮，但是房间很干净，感觉88元的价格是我见到的性价比最高的标间了，向旅行的朋友们推荐。', 'star': 5}
{'descr': '卫生太差还有死蚊子和蟑螂，晕我都不知道打扫房间了没有，设施也一般电视没有遥控器还需手动，房间灯太暗，空调声音也挺大的，床太硬了应该有个褥子或者什么，房间也小，根本就不值这么价格', 'star': 1}
{'descr': '马马虎虎，地理位置将就，服务一般，要是再便宜点就更好了', 'star': 5}
{'descr': '8月10日至12日入住该宾馆，这几天不知道宾馆是怎么回事，居然有线电视有问题，害得晚上没电视看，很无聊，不知道以后会有这种情况不？', 'star': 3}
{'descr': '酒店不错 就是服务态度不好有待改进的地方还是很多 ', 'star': 5}
{'descr': '  该酒店设施很好  整洁卫生 不错', 'star': 5}
{'descr': '总体一般，不过在太原目前的酒店价格普遍偏高的情况下性价比还是不错的。如果会员价能在100就比较有竞争力了。', 'star': 5}
{'descr': '基本满意就是晚上值班应该留个铺床的。基本满意就是晚上值班应该留个铺床的。', 'star': 3}
{'descr': '总体来说还可以，但就是没有早餐，另外离市中心有4个公交站。', 'star': 5}
{'descr': '房间挺好，设施还比较好，干净整洁，价格适中，性价比高。', 'star': 5}
{'descr': '感觉还不错，重新装修的。挺干净整洁。就是服务人员不够专业', 'star': 5}
{'descr': '插房卡处太脏，建议重新刷一下，还有毛巾总觉得黑黑的，希望换一批新的。', 'star': 5}
{'descr': '感觉不错，环境不亚于七天酒店，服务也不错，住着舒适，性价比很高。', 'star': 3}
{'descr': '很好！离火车站也近，离我办事地方近，交通便利，下次还会光临！', 'star': 3}
{'descr': '性价比超高,而且服务各方面条件行件都不错.综合水平挺高的,而且房间住起来也舒服.', 'star': 5}
{'descr': '房间不错，卫生条件都可以。就是洗漱用具质量太差。整体感觉这个价位，值！', 'star': 5}
{'descr': '早上来的时候没有热水！有点无言。', 'star': 1}
{'descr': '连住三晚上，每天晚上回去，想换套床单，前台不给换，说换床单的人下班了。客房部竟然没有晚上值班的！！！', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '\u3000\u3000离火车站和机场大巴停车处还算近，主要的是服务态度很好。', 'star': 5}
{'descr': '环境不错，性价比极高，值得推荐！', 'star': 3}
{'descr': '离火车站很近，出行比较方便。卫生条件也不错，只是靠路边的房间噪音较大，服务人员态度不错，住了一个星期，感觉还不错，不过我们房间其中的一个床垫睡的不舒服，可能之前睡的人比较多，体重比较大吧，压得床垫有点塌陷，里面的钢丝之类的东东，睡的人肩膀疼。\r\n总之还是值得推荐的。', 'star': 5}
{'descr': '空调不是很凉.声音有些大,休息不好.服务还算周到热情.性价比不错.', 'star': 5}
{'descr': '有些吵。', 'star': 5}
{'descr': '感觉不错，做活动时候的性价比非常高，值得推荐', 'star': 5}
{'descr': '离火车站比较方便。', 'star': 5}
{'descr': '我现在正在酒店中点评，嘿嘿，这也是我第一次在网上订的酒店，总体感觉不错，因为酒店位置不错，离火车站近，卫生不错，服务也不错，网络不通叫了服务员，很快就上来帮我调好，态度很好，关键是性价比不错，在周边的同类快捷酒店来说，性价比相当优惠，两晚连住，每晚127元，值得一住。', 'star': 5}
{'descr': '环境是一般但是价格还可以，卫生设施都还不错，就是感觉店面前台是挺小的但是楼上的房间还可以，价格还行吧。', 'star': 5}
{'descr': ' 住的太恶心了', 'star': 1}
{'descr': '还不错', 'star': 5}
{'descr': '性价比还可以 就是有个别前台服务人员素质有待提高', 'star': 3}
{'descr': '性价比还可以', 'star': 5}
{'descr': '非常满意！！！', 'star': 5}
{'descr': '位置偏，环境太吵，餐厅就在客房一层，太吵。晚上十一点还在大吵大闹，空调巨响，换了提个房间。', 'star': 1}
{'descr': '有一个服务员态度很差', 'star': 3}
{'descr': '性价比还可以', 'star': 5}
{'descr': '还可以，交通便利，就是空调声音很大，希望改进', 'star': 3}
{'descr': '很不错 性价比很高', 'star': 3}
{'descr': '性价比还可以，是一个不错的宾馆', 'star': 5}
{'descr': '房间还不错，就服务有点跟不上', 'star': 5}
{'descr': '不错的，只是空调是中央空调，噪音大些', 'star': 5}
