{'descr': '连锁酒店都差不多吧', 'star': 5}
{'descr': '配置有点落后，电视太小，但是装饰风格还挺好的，换个一次房间一次是粉色的一次是草绿色的~', 'star': 5}
{'descr': '我是这家酒店的常客，每次来都有回到家的感觉，很温馨，服务周到，因临时出差，朋友忘了带身份证，晚上十点到的，', 'star': 3}
{'descr': '我是这家酒店的常客，每次来都有回到家的感觉，很温馨，服务周到，因临时出差，朋友忘了带身份证，晚上十点到的，', 'star': 3}
{'descr': '明明没开空调，可是却很暖和，服务很好，又有创口贴，又有矿泉水，床很干净。', 'star': 5}
{'descr': '明明没开空调，可是却很暖和，服务很好，又有创口贴，又有矿泉水，床很干净。', 'star': 5}
{'descr': '服务一般，不热情。只是地点不错方便。', 'star': 3}
{'descr': '服务一般，不热情。只是地点不错方便。', 'star': 3}
{'descr': '比较新的酒店，有底下停车场，房间也很干净，价格也适中，都还不错', 'star': 5}
{'descr': '比较新的酒店，有底下停车场，房间也很干净，价格也适中，都还不错', 'star': 5}
{'descr': '酒店很不错，周边买东西之类的也很方便。顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶              ', 'star': 5}
{'descr': '酒店很不错，周边买东西之类的也很方便。顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶              ', 'star': 5}
{'descr': '地理位置相当好，去哪都方便！住宿环境也可以，网速很OK！至于不好的地方嘛，电视机太小了点吧，怎么看都像是电脑显示屏！总之，选汉庭不会错的！', 'star': 5}
{'descr': '地理位置相当好，去哪都方便！住宿环境也可以，网速很OK！至于不好的地方嘛，电视机太小了点吧，怎么看都像是电脑显示屏！总之，选汉庭不会错的！', 'star': 5}
{'descr': '酒店的门面很小，要坐电梯至4楼前台。结果一天内电梯多次停运维修？？不得不爬楼梯，而且那里灯光昏暗，很不安全。入住时还莫明奇妙在他们自己取消了订单，没有空房间，说要等半小时以上有时候给服务员打扫房间？？？管理太混乱了！！', 'star': 1}
{'descr': '酒店的门面很小，要坐电梯至4楼前台。结果一天内电梯多次停运维修？？不得不爬楼梯，而且那里灯光昏暗，很不安全。入住时还莫明奇妙在他们自己取消了订单，没有空房间，说要等半小时以上有时候给服务员打扫房间？？？管理太混乱了！！', 'star': 1}
{'descr': '房间很干净，符合连锁酒店标准化规程。周围用餐、娱乐、购物很方便，而且能满足不同层次人员的需要，下次去金山还会考虑入住。', 'star': 5}
{'descr': '房间很干净，符合连锁酒店标准化规程。周围用餐、娱乐、购物很方便，而且能满足不同层次人员的需要，下次去金山还会考虑入住。', 'star': 5}
{'descr': '在湖南路，出来就是狮子桥步行街，吃饭购物都不错，酒店靠近地铁，去周围的景点都比较方便，就是酒店比较旧，隔音不好啊半夜鬼叫啊。。。', 'star': 5}
{'descr': '在湖南路，出来就是狮子桥步行街，吃饭购物都不错，酒店靠近地铁，去周围的景点都比较方便，就是酒店比较旧，隔音不好啊半夜鬼叫啊。。。', 'star': 5}
{'descr': '这个价位这个位置也只有这样的酒店了。房间小，没窗户，有人从门下塞小广告，早餐品种少，味道一般，豆浆里面漂着一只虫子...', 'star': 5}
{'descr': '这个价位这个位置也只有这样的酒店了。房间小，没窗户，有人从门下塞小广告，早餐品种少，味道一般，豆浆里面漂着一只虫子...', 'star': 5}
{'descr': '离狮子桥美食城，玄武湖，火车站都近，交通较方便，房间隔音效果不太好，太晚洗澡（1，2点）可能会没水，总体来说性价比还可以！', 'star': 5}
{'descr': '离狮子桥美食城，玄武湖，火车站都近，交通较方便，房间隔音效果不太好，太晚洗澡（1，2点）可能会没水，总体来说性价比还可以！', 'star': 5}
{'descr': '酒店地段还可以，但是室内的装修太旧了，水压也比较小，马桶也是塞住了，门卡门也打不开，隔音效果不好，很吵。', 'star': 1}
{'descr': '酒店地段还可以，但是室内的装修太旧了，水压也比较小，马桶也是塞住了，门卡门也打不开，隔音效果不好，很吵。', 'star': 1}
{'descr': '地理位置不错，交通方便。店内环境一般，房间地面卫生不好。', 'star': 1}
{'descr': '地理位置不错，交通方便。店内环境一般，房间地面卫生不好。', 'star': 1}
{'descr': '干净清爽，性价比高', 'star': 3}
{'descr': '干净清爽，性价比高', 'star': 3}
{'descr': '酒店设施比较新，酒店干净。酒店地段也比较热闹，出行方便。', 'star': 5}
{'descr': '酒店设施比较新，酒店干净。酒店地段也比较热闹，出行方便。', 'star': 5}
{'descr': '服务好  卫生干净  早餐也不错  挺方便的地段   好评', 'star': 5}
{'descr': '服务好  卫生干净  早餐也不错  挺方便的地段   好评', 'star': 5}
{'descr': '在湖南路上交通方便，比较干净，比较舒服。服务态度比较好、', 'star': 5}
{'descr': '在湖南路上交通方便，比较干净，比较舒服。服务态度比较好、', 'star': 5}
{'descr': '位置很好，下了湖南路的地铁站走个10分钟就到了，离狮子桥美食城也近，出门就是，吃饭逛街都很方便。', 'star': 5}
{'descr': '位置很好，下了湖南路的地铁站走个10分钟就到了，离狮子桥美食城也近，出门就是，吃饭逛街都很方便。', 'star': 5}
{'descr': '挺好的一家店，就是有点贵，或许是南京物价较高吧', 'star': 5}
{'descr': '挺好的一家店，就是有点贵，或许是南京物价较高吧', 'star': 5}
{'descr': '汉庭快捷酒店一直是个很好的选择，干净，安静，卫生，服务好', 'star': 5}
{'descr': '汉庭快捷酒店一直是个很好的选择，干净，安静，卫生，服务好', 'star': 5}
{'descr': '酒店靠近狮子桥小吃一条街，吃饭比较方便，离地铁玄武门站也比较近', 'star': 5}
{'descr': '酒店靠近狮子桥小吃一条街，吃饭比较方便，离地铁玄武门站也比较近', 'star': 5}
{'descr': '地理位置好，靠近湖南路美食街，房间也一如既往的给人家的感觉，不错！', 'star': 1}
{'descr': '地理位置好，靠近湖南路美食街，房间也一如既往的给人家的感觉，不错！', 'star': 1}
{'descr': ' 服务和卫生都还可以 位置也还好 就是窗帘不太隔光 房间不太隔音', 'star': 3}
{'descr': ' 服务和卫生都还可以 位置也还好 就是窗帘不太隔光 房间不太隔音', 'star': 3}
{'descr': '地段不错 离湖南路狮子桥很近 房间一般般～', 'star': 5}
{'descr': '地段不错 离湖南路狮子桥很近 房间一般般～', 'star': 5}
{'descr': '该酒店位置不错，吃饭很方便', 'star': 3}
{'descr': '该酒店位置不错，吃饭很方便', 'star': 3}
{'descr': '网站上说的那么好，有点被欺骗的感觉，希望能够改变', 'star': 1}
{'descr': '网站上说的那么好，有点被欺骗的感觉，希望能够改变', 'star': 1}
{'descr': '干净而且便宜，位置也好，周围很多吃饭的地儿，很不错', 'star': 5}
{'descr': '干净而且便宜，位置也好，周围很多吃饭的地儿，很不错', 'star': 5}
{'descr': '还不错  性价比不错\n在南京算不错了\n干净卫生', 'star': 5}
{'descr': '还不错  性价比不错\n在南京算不错了\n干净卫生', 'star': 5}
{'descr': '汉庭的服务很不错 酒店设置也还可以的 以后还会考虑入住', 'star': 5}
{'descr': '汉庭的服务很不错 酒店设置也还可以的 以后还会考虑入住', 'star': 5}
{'descr': '位于商业中心，很方便。我所住房间的书桌上有较多灰尘，估计有段时间没擦了。', 'star': 5}
{'descr': '位于商业中心，很方便。我所住房间的书桌上有较多灰尘，估计有段时间没擦了。', 'star': 5}
{'descr': '很好．干净．方便．只是茶包都没有', 'star': 3}
{'descr': '很好．干净．方便．只是茶包都没有', 'star': 3}
{'descr': '总体来说还不错，就是电视机竟然不是液晶的。。。呵呵\n', 'star': 5}
{'descr': '总体来说还不错，就是电视机竟然不是液晶的。。。呵呵\n', 'star': 5}
{'descr': '位于商业街（山西路湖南路），吃饭及其方便，就是房间隔音效果很差', 'star': 5}
{'descr': '位于商业街（山西路湖南路），吃饭及其方便，就是房间隔音效果很差', 'star': 5}
{'descr': '很不错', 'star': 3}
{'descr': '很不错', 'star': 3}
{'descr': '酒店总体感觉还行，不过早餐不是很丰盛', 'star': 3}
{'descr': '酒店总体感觉还行，不过早餐不是很丰盛', 'star': 3}
{'descr': '已经几次入住了 感觉还真有点眷恋了   前台那戴眼镜的 估计象经理  很和气 不错 ', 'star': 5}
{'descr': '已经几次入住了 感觉还真有点眷恋了   前台那戴眼镜的 估计象经理  很和气 不错 ', 'star': 5}
{'descr': '酒店位置很不错,工作人员也很热情,环境也算安静,还有免费停车库,总体感觉很不错的一个地方喔', 'star': 5}
{'descr': '刚离开该酒店 8442房  个人感觉 虽然只是快捷类型的经济酒店 但 是我所接触过 服务最好的一家 不论是后勤清洁人员 还是前台服务人员 微笑服务意识绝对强  说明汉庭有着强烈的竞争意识  真的不错 下次出行  我还是选择汉庭', 'star': 5}
{'descr': '性价比很好的酒店，硬件设施齐全，服务到位。酒店周边出行很方便，住宿条件不错', 'star': 5}
{'descr': '还不错，服务很好', 'star': 3}
{'descr': '所处位置在湖南路与山西路交界处  地段十分繁华  出门很便利  离狮子桥小吃街也不远 但房间有点异味', 'star': 5}
{'descr': '所处位置在湖南路与山西路交界处  地段十分繁华  出门很便利  离狮子桥小吃街也不远 但房间有点异味', 'star': 5}
{'descr': '好～～～～～～～～～～～～～～～～～～～～～～～～～～', 'star': 5}
{'descr': '好～～～～～～～～～～～～～～～～～～～～～～～～～～', 'star': 5}
{'descr': '+房间隔音很差！早饭更差！', 'star': 5}
{'descr': '+房间隔音很差！早饭更差！', 'star': 5}
{'descr': '房间超好，很满意，就是离上海需一小时车程、再上海做4元地铁8号线到江月站下车后再出站口就有世博39路 专线12元的出票，到汉庭门口有站，全部满意就是太远，这样成本上升了N多。', 'star': 5}
{'descr': '床确实大 拉拉大 睡着很舒服 房间总体小了一点', 'star': 3}
{'descr': '床相当大 非常舒服 房间还是小了一点 窗帘不严实', 'star': 5}
{'descr': '酒店简洁干净，交通还算便利，周边距离卖场较近，缺点房间面积较小。', 'star': 5}
{'descr': '定了豪华大床房，入房恍然大悟，是大床豪华不是房间豪华，大床的确很大，将整个房间撑得满满的，其他设施一般。前台服务人员很热情，还专门配了地下停车库，不错的', 'star': 5}
{'descr': '地理位置不错，离海滩较近 周围还算繁华 去金山海滩玩的话还是值得一住的 ', 'star': 5}
{'descr': '+不错的～～～', 'star': 5}
{'descr': '+不错的～～～', 'star': 5}
{'descr': '地理位置很好…交通方便…附近店也很多…吃飯什麼的都很方便', 'star': 5}
{'descr': '地理位置很好…交通方便…附近店也很多…吃飯什麼的都很方便', 'star': 5}
{'descr': '酒店地理位置优越床很大就是房间相对小点推荐', 'star': 5}
{'descr': '酒店地理位置优越床很大就是房间相对小点推荐', 'star': 5}
{'descr': '逛湖南路的好地方，一直常驻如家，只是有好几次订不到', 'star': 5}
{'descr': '逛湖南路的好地方，一直常驻如家，只是有好几次订不到', 'star': 5}
{'descr': '酒店最大的卖点也就是位置了，还有12元的早餐还所得过去。其它的真的是太差了，房间小的可怜不说，地板上还非常的脏。早晨7点多就听到很多的嘈杂声，严重影响休息。', 'star': 1}
{'descr': '酒店最大的卖点也就是位置了，还有12元的早餐还所得过去。其它的真的是太差了，房间小的可怜不说，地板上还非常的脏。早晨7点多就听到很多的嘈杂声，严重影响休息。', 'star': 1}
{'descr': '出行购物等确实方便，房间大小还可以，不仅大而且卫生。电视机是否可以换成液晶的？房间的隔音确实存在问题', 'star': 5}
{'descr': '出行购物等确实方便，房间大小还可以，不仅大而且卫生。电视机是否可以换成液晶的？房间的隔音确实存在问题', 'star': 5}
{'descr': '感觉还不错  ', 'star': 5}
{'descr': '感觉还不错  ', 'star': 5}
{'descr': '电脑配置低点，应该在前台有视频和麦租用，这样就更好了。', 'star': 5}
{'descr': '电脑配置低点，应该在前台有视频和麦租用，这样就更好了。', 'star': 5}
{'descr': '不错，在湖南路中心，交通方便，出门就是商业街，太好了。', 'star': 5}
{'descr': '不错，在湖南路中心，交通方便，出门就是商业街，太好了。', 'star': 5}
{'descr': '环境还可以，就是停车不方便', 'star': 3}
{'descr': '环境还可以，就是停车不方便', 'star': 3}
{'descr': '服务态度比较好', 'star': 5}
{'descr': '服务态度比较好', 'star': 5}
{'descr': '不错，性价比蛮高的酒店，交通便利，旁边就是狮子桥，好多美食，很开心', 'star': 5}
{'descr': '不错，性价比蛮高的酒店，交通便利，旁边就是狮子桥，好多美食，很开心', 'star': 5}
{'descr': '卫    生： 非常好 很好 好 一般 差 \r\n服    务： 非常好 很好 好 一般 差 \r\n设    施： 非常好 很好 好 一般 差 \r\n位    置： 非常好 很好 好 一般 差 \r\n舒适度： 非常好 很好 好 一般 差 \r\n性价比： 非常好 很好 好 一般 差 \r\n', 'star': 5}
{'descr': '卫    生： 非常好 很好 好 一般 差 \r\n服    务： 非常好 很好 好 一般 差 \r\n设    施： 非常好 很好 好 一般 差 \r\n位    置： 非常好 很好 好 一般 差 \r\n舒适度： 非常好 很好 好 一般 差 \r\n性价比： 非常好 很好 好 一般 差 \r\n', 'star': 5}
{'descr': '对了，以上一条点评忘了说了，我订的是大床房，也就是普通的单人房~', 'star': 3}
{'descr': '对了，以上一条点评忘了说了，我订的是大床房，也就是普通的单人房~', 'star': 3}
{'descr': '隔音效果不是一般的差，住了一晚之后发现了原因，关门后还有好大好大的门缝，所以导致隔音效果很差。整个房间没有一个抽屉或者橱柜，挂衣服的也只是很普通的墙上的挂钩~这个价格的酒店，不应该只具备这点设施~不推荐！', 'star': 1}
{'descr': '隔音效果不是一般的差，住了一晚之后发现了原因，关门后还有好大好大的门缝，所以导致隔音效果很差。整个房间没有一个抽屉或者橱柜，挂衣服的也只是很普通的墙上的挂钩~这个价格的酒店，不应该只具备这点设施~不推荐！', 'star': 1}
{'descr': '定的商务房，还不错', 'star': 5}
{'descr': '定的商务房，还不错', 'star': 5}
{'descr': '房间还好，附近是商业街还有餐饮街，很繁华。早餐去吃了一次，很难吃！', 'star': 5}
{'descr': '房间还好，附近是商业街还有餐饮街，很繁华。早餐去吃了一次，很难吃！', 'star': 5}
{'descr': '自己旅游住这里比较合适,交通方便,就在湖南路上', 'star': 5}
{'descr': '自己旅游住这里比较合适,交通方便,就在湖南路上', 'star': 5}
{'descr': '性价比不高。虽然服务态度不错，也算干净。但感觉是旧居民楼改造的，只有垂直电梯，没有步行楼梯，前台居然在4楼。房间的窗户或者面对天井，或者面对广告牌，隔音差。位置确实是湖南路的核心地段，离狮子楼只有几十米。另外，狮子桥的那个南京大排档很宰人——味道不怎么样，价格还很高，为了让你买酒水，连茶水都不给，千万不要去。', 'star': 1}
{'descr': '性价比不高。虽然服务态度不错，也算干净。但感觉是旧居民楼改造的，只有垂直电梯，没有步行楼梯，前台居然在4楼。房间的窗户或者面对天井，或者面对广告牌，隔音差。位置确实是湖南路的核心地段，离狮子楼只有几十米。另外，狮子桥的那个南京大排档很宰人——味道不怎么样，价格还很高，为了让你买酒水，连茶水都不给，千万不要去。', 'star': 1}
{'descr': '出行很方便，就在湖南路最繁华的地带，楼下就是商业街，旁边就是狮子桥，吃喝玩乐都很方便。', 'star': 5}
{'descr': '出行很方便，就在湖南路最繁华的地带，楼下就是商业街，旁边就是狮子桥，吃喝玩乐都很方便。', 'star': 5}
{'descr': '服务还好，地理位置很好', 'star': 3}
{'descr': '服务还好，地理位置很好', 'star': 3}
{'descr': '环境很热闹的地方。', 'star': 3}
{'descr': '环境很热闹的地方。', 'star': 3}
{'descr': '买东西到是很方便', 'star': 3}
{'descr': '买东西到是很方便', 'star': 3}
{'descr': '很不错的地方，下次一定还去。', 'star': 3}
{'descr': '很不错的地方，下次一定还去。', 'star': 3}
{'descr': '停车太不方便了', 'star': 1}
{'descr': '停车太不方便了', 'star': 1}
{'descr': '方便、环境不错，隔音稍差，停车不方便！其他都不错，服务也好，就是服务员只有2人，忙不过来！', 'star': 3}
{'descr': '方便、环境不错，隔音稍差，停车不方便！其他都不错，服务也好，就是服务员只有2人，忙不过来！', 'star': 3}
{'descr': '酒店还不错,价格和服务都挺好的,卫生也很干净,很不错的一家酒店.', 'star': 3}
{'descr': '酒店还不错,价格和服务都挺好的,卫生也很干净,很不错的一家酒店.', 'star': 3}
{'descr': '总的来说还不错，可接受。', 'star': 5}
{'descr': '总的来说还不错，可接受。', 'star': 5}
{'descr': '每次进入室内都有很大的烟味，因为我和朋友都不吸烟，估计是通风不好造成的烟雾倒灌。窗外半米处是一堵墙，完全无景观、光线可言。住着没有绍兴如家感觉好。设施和服务尚可，如果是去一个陌生的城市，去如家是个比较保险的选择。', 'star': 1}
{'descr': '每次进入室内都有很大的烟味，因为我和朋友都不吸烟，估计是通风不好造成的烟雾倒灌。窗外半米处是一堵墙，完全无景观、光线可言。住着没有绍兴如家感觉好。设施和服务尚可，如果是去一个陌生的城市，去如家是个比较保险的选择。', 'star': 1}
{'descr': '处于闹市区  交通挺方便的', 'star': 5}
{'descr': '处于闹市区  交通挺方便的', 'star': 5}
{'descr': '房间较小，交通比较方便，附近餐饮、购物都比较方便。', 'star': 5}
{'descr': '房间较小，交通比较方便，附近餐饮、购物都比较方便。', 'star': 5}
{'descr': '房间比较干净，位置也很不错，就在闹市区，外出方便，价格也比较适中，值得推荐 ', 'star': 5}
{'descr': '房间比较干净，位置也很不错，就在闹市区，外出方便，价格也比较适中，值得推荐 ', 'star': 5}
{'descr': '位置很方便,酒店的环境也不错,住着很舒适,物有所值', 'star': 5}
{'descr': '位置很方便,酒店的环境也不错,住着很舒适,物有所值', 'star': 5}
{'descr': '地理位置不错,美中不足的是闷头太小,外地人第一次来,几乎不仔细,都找不到它!', 'star': 5}
{'descr': '地理位置不错,美中不足的是闷头太小,外地人第一次来,几乎不仔细,都找不到它!', 'star': 5}
{'descr': '服务不必预期，房间及其狭小。除了位置不错，住得极其不舒适。没啥可说的了！', 'star': 1}
{'descr': '服务不必预期，房间及其狭小。除了位置不错，住得极其不舒适。没啥可说的了！', 'star': 1}
{'descr': '简洁，舒适', 'star': 5}
{'descr': '简洁，舒适', 'star': 5}
