{'descr': '毛巾被子，都成黑的', 'star': 1}
{'descr': '交通很方便，房间小，但床很大。含早的话就完美了。', 'star': 5}
{'descr': '入住了大床房，房间比较局促，走路空间比较小，洗手间也不是很大，但是相当干净，颜色明亮，设施和用具都比较新，床和被子都挺舒服的。只是有一点不舒服，前台的接待员都不会笑的，不是说一定要微笑服务，就是不温和，冷冷地感觉。\n这家如家离机场快轨有一段距离，走路是有点远的。\n到机场打车用了57块。', 'star': 5}
{'descr': '入住了大床房，房间比较局促，走路空间比较小，洗手间也不是很大，但是相当干净，颜色明亮，设施和用具都比较新，床和被子都挺舒服的。只是有一点不舒服，前台的接待员都不会笑的，不是说一定要微笑服务，就是不温和，冷冷地感觉。\n这家如家离机场快轨有一段距离，走路是有点远的。\n到机场打车用了57块。', 'star': 5}
{'descr': '非常方便的一家酒店，距离使馆很近，办理签证时住这儿很好', 'star': 5}
{'descr': '非常方便的一家酒店，距离使馆很近，办理签证时住这儿很好', 'star': 5}
{'descr': '还不错，就是位置不太好找，离德国使馆很近，就一站公交~', 'star': 5}
{'descr': '还不错，就是位置不太好找，离德国使馆很近，就一站公交~', 'star': 5}
{'descr': '第一天去的时候听信了网上的介绍 地铁10号线走过去的, 好远... \n但是酒店的公交线路还是挺方便的, 到后海,天坛和机场快轨都有直达线路\n', 'star': 5}
{'descr': '第一天去的时候听信了网上的介绍 地铁10号线走过去的, 好远... \n但是酒店的公交线路还是挺方便的, 到后海,天坛和机场快轨都有直达线路\n', 'star': 5}
{'descr': '比较干净，交通比较便利~~~就是房间有点小。', 'star': 5}
{'descr': '比较干净，交通比较便利~~~就是房间有点小。', 'star': 5}
{'descr': '\u3000还好.就是房间太小.', 'star': 3}
{'descr': '\u3000还好.就是房间太小.', 'star': 3}
{'descr': '位置比较难找', 'star': 3}
{'descr': '位置比较难找', 'star': 3}
{'descr': '恩，不错，看上去比较干净卫生。周围环境也好', 'star': 3}
{'descr': '恩，不错，看上去比较干净卫生。周围环境也好', 'star': 3}
{'descr': '交通方便 旁边就是地铁 价格也公道 离公司也近', 'star': 5}
{'descr': '交通方便 旁边就是地铁 价格也公道 离公司也近', 'star': 5}
{'descr': '不错，就是房间小呃，真的小啊～', 'star': 3}
{'descr': '不错，就是房间小呃，真的小啊～', 'star': 3}
{'descr': '不错!', 'star': 3}
{'descr': '不错!', 'star': 3}
{'descr': '优点：有早餐，餐厅菜品味道还好也不贵，晚上安静，空调好用，房间不小；大堂和走廊挺干净，有院子好停车，房间清扫人员态度不错。\n缺点：地方偏僻，周围环境脏乱差，窗外2米即面对墙--应叫墙景房；房间烟味够大，床不舒服，就一个枕头，抽屉打开时化学味浓烈，浴室无浴巾，房间无网线；清扫人员态度不错，但不退房不主动换床单；前台人员态度冷淡，办事消极死板，结账后也没半句话---太少见！怀疑是老国营宾馆。', 'star': 1}
{'descr': '不错，房间挺干净的，卫生条件也不错，叫餐挺方便的，就是房间里有蚊子，哈哈。交通也挺方便的，位置也算好找，不错，可以推荐一下，哈哈', 'star': 5}
{'descr': '不错，房间挺干净的，卫生条件也不错，叫餐挺方便的，就是房间里有蚊子，哈哈。交通也挺方便的，位置也算好找，不错，可以推荐一下，哈哈', 'star': 5}
{'descr': '服务不错，我们定的是家庭房，房间干净舒适，周围购物也比较方便，对面有一家超市。只是第一次去比较难找，出租车司机也不清楚具体的位置。建议网上标的酒店位置更清楚些，其实酒店靠近新东路，这样便于寻找。', 'star': 5}
{'descr': '服务不错，我们定的是家庭房，房间干净舒适，周围购物也比较方便，对面有一家超市。只是第一次去比较难找，出租车司机也不清楚具体的位置。建议网上标的酒店位置更清楚些，其实酒店靠近新东路，这样便于寻找。', 'star': 5}
{'descr': '贵酒店干净整洁，地理位置好，离机场近，很是方便。', 'star': 3}
{'descr': '贵酒店干净整洁，地理位置好，离机场近，很是方便。', 'star': 3}
{'descr': '位置不错\n出行还方便\n周遍也热闹\n商务出差不错', 'star': 5}
{'descr': '位置不错\n出行还方便\n周遍也热闹\n商务出差不错', 'star': 5}
{'descr': '很干净，服务员态度也很好，性价比不错，不过地方不太好找', 'star': 5}
{'descr': '很干净，服务员态度也很好，性价比不错，不过地方不太好找', 'star': 5}
{'descr': '还是挺方便干净的，可是停车费要另外考虑，在三环内停车还是挺贵。', 'star': 1}
{'descr': '还是挺方便干净的，可是停车费要另外考虑，在三环内停车还是挺贵。', 'star': 1}
{'descr': '房间较小，但是性价比很好，房间干净，服务很好', 'star': 5}
{'descr': '房间较小，但是性价比很好，房间干净，服务很好', 'star': 5}
{'descr': '一切都好,就是大床房靠马路很吵. 不过不靠近地铁,还是有点不方便的', 'star': 5}
{'descr': '一切都好,就是大床房靠马路很吵. 不过不靠近地铁,还是有点不方便的', 'star': 5}
{'descr': '不错不错，3口之家住这个很合适的！要不还要住2间，性价比很高的。', 'star': 5}
{'descr': '不错不错，3口之家住这个很合适的！要不还要住2间，性价比很高的。', 'star': 5}
{'descr': '服务还可以吧。就是不太好找，北京的出租车司机都很难找。其实位置也不算太偏', 'star': 5}
{'descr': '服务还可以吧。就是不太好找，北京的出租车司机都很难找。其实位置也不算太偏', 'star': 5}
{'descr': '酒店所在的地理位置坐公交很方便，一出酒店门就是公交站牌。我们住的大床房里面空间很小，这一点可以理解，在北京毕竟寸土寸金，但是不能忍受的是室内的窗户只有一窄块，而且没有装纱窗，不能开窗通风。', 'star': 5}
{'descr': '酒店所在的地理位置坐公交很方便，一出酒店门就是公交站牌。我们住的大床房里面空间很小，这一点可以理解，在北京毕竟寸土寸金，但是不能忍受的是室内的窗户只有一窄块，而且没有装纱窗，不能开窗通风。', 'star': 5}
{'descr': '性价比还行，安静并干净。距离肿瘤医院近，很方便。吃饭有点贵。', 'star': 5}
{'descr': '环境还好', 'star': 3}
{'descr': '环境还好', 'star': 3}
{'descr': '还可以比较干净阳光也很充足', 'star': 3}
{'descr': '还可以比较干净阳光也很充足', 'star': 3}
{'descr': '价格适中，适合商务出游，特别是办理各大使馆的业务。很方便。\n酒店的中晚餐不错，北方人比较适合。\n', 'star': 5}
{'descr': '价格适中，适合商务出游，特别是办理各大使馆的业务。很方便。\n酒店的中晚餐不错，北方人比较适合。\n', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '房间很干净,就是外面小区不知道什么声音有点吵,附近有便利店,很方便', 'star': 3}
{'descr': '房间很干净,就是外面小区不知道什么声音有点吵,附近有便利店,很方便', 'star': 3}
{'descr': '挺干净的，位置也好，服务员的态度也不错。不足的就是房间小了点，比较挤。', 'star': 5}
{'descr': '挺干净的，位置也好，服务员的态度也不错。不足的就是房间小了点，比较挤。', 'star': 5}
{'descr': '房间干净整洁，交通方便。晚上周边的噪音小，休息还可以。', 'star': 5}
{'descr': '房间干净整洁，交通方便。晚上周边的噪音小，休息还可以。', 'star': 5}
{'descr': '位置和价格都不错，硬件级服务就是如家的标准，还可以', 'star': 5}
{'descr': '位置和价格都不错，硬件级服务就是如家的标准，还可以', 'star': 5}
{'descr': '挺干净的位置也好，只是房间挺小', 'star': 3}
{'descr': '挺干净的位置也好，只是房间挺小', 'star': 3}
{'descr': '今天刚刚入住了商务数码房。总的来说还可以，比较简单，整洁，房间里除了大床还有一个小床挺有意思的。', 'star': 5}
{'descr': '今天刚刚入住了商务数码房。总的来说还可以，比较简单，整洁，房间里除了大床还有一个小床挺有意思的。', 'star': 5}
{'descr': '快捷方便，谢谢！', 'star': 3}
{'descr': '快捷方便，谢谢！', 'star': 3}
{'descr': '房间小但很干净，周边交通便利，东三环以里这个价格还是很便宜的，稍微往使馆区走走酒店价格都上去了，蛮喜欢的', 'star': 5}
{'descr': '房间小但很干净，周边交通便利，东三环以里这个价格还是很便宜的，稍微往使馆区走走酒店价格都上去了，蛮喜欢的', 'star': 5}
{'descr': '房间很干净，周围交通非常便利。\n楼道里有烟味，我不喜欢。', 'star': 5}
{'descr': '房间很干净，周围交通非常便利。\n楼道里有烟味，我不喜欢。', 'star': 5}
{'descr': '房间不是很大但是住着很温馨，隔音效果差了点。这里的安全措施做的很到位！下次来还会入住', 'star': 5}
{'descr': '房间不是很大但是住着很温馨，隔音效果差了点。这里的安全措施做的很到位！下次来还会入住', 'star': 5}
{'descr': '客人说还不错！交通很方便，打车起步费可以到使馆！', 'star': 5}
{'descr': '客人说还不错！交通很方便，打车起步费可以到使馆！', 'star': 5}
{'descr': '请客户去居住，客户反映还不错，办事也方便，经济实惠', 'star': 5}
{'descr': '请客户去居住，客户反映还不错，办事也方便，经济实惠', 'star': 5}
{'descr': '交通方便.但是设施一般.价格没什么优惠.', 'star': 5}
{'descr': '交通方便.但是设施一般.价格没什么优惠.', 'star': 5}
{'descr': '  不错', 'star': 3}
{'descr': '  不错', 'star': 3}
{'descr': '房间很小， 机场过来还算出行方便，靠近地铁，什么都一般，不要指望太多，快捷型酒店都开烂了！', 'star': 1}
{'descr': '房间很小， 机场过来还算出行方便，靠近地铁，什么都一般，不要指望太多，快捷型酒店都开烂了！', 'star': 1}
{'descr': '干净、卫生、环境优雅、服务态度好、位置好、交通方便', 'star': 5}
{'descr': '干净、卫生、环境优雅、服务态度好、位置好、交通方便', 'star': 5}
{'descr': '房间挺干净，电视空调基本设施都有，就是有些陈旧，但整体感觉还不错。', 'star': 3}
{'descr': '地理位置很好，周边逛街购物都比较方便，不过室内条件一般，主要是设施有待提高.', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '服务人员热情，位置中心交通便利，整体条件挺好的.适合商务出差及旅游.', 'star': 5}
{'descr': '优点是：房间很干净设施很新是刚装修的，很安静，服务态度也很好。\n缺点是：位置有点偏不好打车。', 'star': 5}
{'descr': '位置挺好，在迎泽大街，交通挺便利，出行挺方便的。', 'star': 5}
{'descr': '酒店服务挺到位，餐厅的饭菜挺可口的。', 'star': 3}
{'descr': '客房装修有些陈旧，不是很时尚，毕竟是老酒店，这点还有待软提高，不过服务没得说，很不错.', 'star': 5}
{'descr': '房间设施有些老化，卫生方面还不错，床上用品更换挺及时的。', 'star': 3}
{'descr': '酒店住过几次，感觉挺干净，位置挺好，出行挺方便的。', 'star': 3}
{'descr': '该酒店优点干净，整洁。缺点是位置较为偏僻，单人间不带网线，浴室只有一条毛巾，没有浴巾，没有一次性拖鞋。', 'star': 1}
{'descr': '背景：这家宾馆以前来过，但没住，不过那时第一印象在这一带的宾馆中还是不错的，这次平安夜考虑玩为主，住为辅，于是经济实惠的宾馆为考虑对象，然后看Elong有了这家，就电话预定了。\n入住后感受，客观点吧，优点：老板很热情，得知是刚刚接待Elong（也包括C…P的）单子，很上心，因为我是第一个入住的Elong客人，送我和老婆还有朋友一人一个大苹果；房间不大，因为我订的就是最便宜的，但是挺干净整洁；房间里', 'star': 5}
{'descr': '比较安静，但是也比较偏远，就在太原三院的附近，也比较干净，是刚装修的。', 'star': 5}
{'descr': '客房干净卫生，而且服务人员热情周到，对我们都挺照顾的，而且室内配置齐备，使用方便.', 'star': 5}
{'descr': '服务上挺好，随叫随到，卫生做的也不错，房间收拾的挺干净，床单被子也挺干净的。', 'star': 5}
