{'短评内容': '好，地理位置优越', '短评打分': 5}
{'短评内容': '酒店很干净，窗子大，光线好，床也够大，服务很不错。一楼有免费上网电脑。酒店的位置不临街，出去玩比较方便。唯一不理想的是吹风机要到前台去借', '短评打分': 3}
{'短评内容': '酒店很干净，窗子大，光线好，床也够大，服务很不错。一楼有免费上网电脑。洗发沐浴用的是六神。酒店的位置不临街，比较安静，很超值', '短评打分': 3}
{'短评内容': '很安静的酒店。停车很方便。一般快捷酒店标准。前台服务态度很好\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店不错比较干净位置也不错，性价比高。', '短评打分': 3}
{'短评内容': '很安静的酒店。停车很方便。一般快捷酒店标准。前台服务态度很好', '短评打分': 5}
{'短评内容': '不错，挺安静的，服务也很好！！！！！！！！', '短评打分': 5}
{'短评内容': '在老年大学里面，环境比较安静，交通也算方便，出去就有公交，离海边也比较近，但房间床睡起来一般，房间还有一点味道。', '短评打分': 5}
{'短评内容': '孩子的书掉在床头柜后面，落在酒店了，结账时酒店没有提醒，不知有无责任，服务感觉一般，前台咨询不够仔细，一般吧，有院子，小孩可以玩耍', '短评打分': 5}
{'短评内容': '环境不错，就是电视机好差，网络不是无线的很不方便。离我办事的地方也近，方便', '短评打分': 5}
{'短评内容': '干净，面积大，安静，感觉很好，价格不贵，下次还会在去', '短评打分': 5}
{'短评内容': '小感动，午餐点了份面，居然加赠了两只蛋！偶的生日！', '短评打分': 3}
{'短评内容': '干净干净干净干净干净干净干净干净干净干净干净干净干净', '短评打分': 5}
{'短评内容': '环境还好，交通方便，但是房间很小还有些味道，不是太推荐。', '短评打分': 3}
{'短评内容': '很好的酒店，在淡季去价格很低，环境好房间大舒适，安静', '短评打分': 5}
{'短评内容': '房间干净，周边环境十分安静，事宜家庭出行选择', '短评打分': 5}
{'短评内容': '价格便宜，地处安静。周围交通还算方便。房间内有点潮湿和异味。。。\n服务不错。忘记带数据线了，酒店总经理很是热心帮忙。人也很漂亮。。呵呵。。', '短评打分': 5}
{'短评内容': '房间不错，很大也很安静，不过在老年大学内，打车不是很方便', '短评打分': 5}
{'短评内容': '还可以吧，就是酒店在老年大学院内，白天他们有活动有点吵。', '短评打分': 5}
{'短评内容': '离湛山寺和青岛植物园很近，离五四广场和海边儿也不远，在老年大学院内，周边环境非常安静。总体还是非常棒的，特别是服务意识方面，无论是经理，前台，还是打扫房间的服务员大姐，都很亲切，替客人着想。看来“涉外酒店”的服务真是不一样，以此价位提供此水平的服务，绝对物超所值。\n\n问题：\n\n有的房间隔音不好，刚开始入住506，旁边那间502房里的人说话就象在自己身边一样，想不偷听都不行，他们又是年轻人，打牌玩游', '短评打分': 5}
{'短评内容': '不错！就是有早饭送就好了', '短评打分': 3}
{'短评内容': '服务态度很好。整洁，价位合适。不错。', '短评打分': 3}
{'短评内容': '很不错的酒店，干净，服务好，安静。地理位置也不错，如果电视能好点就好了，隔音一般', '短评打分': 5}
{'短评内容': '房间很大，很安静，停车很方便。楼下的三旺炉烧烤推荐！', '短评打分': 3}
{'短评内容': '138的大床房，都是阴面的，没有阳面的，房间面积还算可以，但是有些潮湿味道。。\n网络比较稳定。房间可以点餐。算作房费里。\n前台小姐白天的没有晚上的服务态度好，白天的女的需要更换个，从来不怎么笑脸的，要个一次性杯子都不给。\n反而晚上的前台服务态度还不错。', '短评打分': 5}
{'短评内容': '还不错，环境好，卫生。', '短评打分': 3}
{'短评内容': '2月份入住的，现在才来评论。感觉还行，房间不是很大，晚上的时候开始感觉暖气还行，半夜的时候感觉会稍微有点冷。卫生间挺干净的，玻璃式的隔断，很适合情侣入住。感觉饭菜挺好吃的，而且相比于青岛的饭菜价格来说，算是便宜的。就是床单不是很干净，有点毛发，可能是没有更换。希望继续改进。', '短评打分': 5}
{'短评内容': '去青岛出差时入住的,酒店离海边很近,房间设施很好,周围很安静,下次去青岛出差的时候一定还要入住', '短评打分': 5}
{'短评内容': '很好，很舒适~价格也很优惠~great value!', '短评打分': 5}
{'短评内容': '房间还算干净，阴面比阳面房子小很多，价格也有差异', '短评打分': 5}
{'短评内容': '挺好的，房间很安静，卫生也还不错，就是不知道答应的返现啥时候给返呢。。。', '短评打分': 5}
{'短评内容': '房间较大，比较干净，在老年大学内，很安静，住起来很舒服', '短评打分': 5}
{'短评内容': '住过很多次了 觉得真不错啊  就是淋浴小了点。。。价钱一直再涨。。。不停的涨。。。', '短评打分': 5}
{'短评内容': '环境相当舒服，院子里面很安静，不过就是每次坐公交要走比较远。出门就是一个便利店和来一份。就是淋浴水很小，相当不舒服。房间很大，很明亮。网线很不错', '短评打分': 5}
{'短评内容': '性价比很高！好评！', '短评打分': 3}
{'短评内容': '比较干净，很清静，在老年大学院里，步行可以去海边，坐车也方便。服务态度也很好。', '短评打分': 5}
{'短评内容': '酒店很干净。。不错', '短评打分': 3}
{'短评内容': '位置很不错，服务态度很好，有停车位，很安全。', '短评打分': 5}
{'短评内容': '环境不错，在老年大学里，很安静、房间不大，但很干净，价格实惠，坐车还是挺方便的', '短评打分': 5}
{'短评内容': '价格实惠，环境安静，有停车场，不错。。。', '短评打分': 5}
{'短评内容': '很干净，服务态度也很好，住了两天，环境很安静。相当的不错，下次还会选择这家的', '短评打分': 5}
{'短评内容': '隔音效果不佳', '短评打分': 3}
{'短评内容': '在老年大学内比较幽静。离五四广场还有两站路。房间内比较干净，卫生间比较大。', '短评打分': 5}
{'短评内容': '很干净，服务也很好。。前台说话办事干净利落，关键是价格公道', '短评打分': 5}
{'短评内容': '服务态度很好  房间也不错  还算好找 附近的人都不知道 不过按街道找很容易', '短评打分': 5}
{'短评内容': '＋挺好的，还算干净，下次继续来住', '短评打分': 3}
{'短评内容': '服务迅速，给前台一个电话2分钟就将需要物品送到了。问路时前台服务人员讲解详实全面。性价比很高，只是觉得一些细节方面比如在电话前标注好前台电话，水龙头冷暖等方面标注详细些就更好了！', '短评打分': 5}
{'短评内容': '房间挺好的。也很干净。就是隔音差了点。办理入房登记的时候服务态度也不太好。', '短评打分': 3}
{'短评内容': '还算不错的！！干净舒适整洁。。。就是电视效果不太好有雪花!!!前台服务还不错 ', '短评打分': 5}
{'短评内容': '房间比同价位的酒店要大，卫生比较干净清爽，比较安静，交通方便。\n餐厅可能是外包的吧，早餐中，煮鸡蛋蛋壳表面竟然有...（此处省略若干字）。\n总体来讲，性价比不错。', '短评打分': 5}
{'短评内容': '房间干净,但偏小.本来订了3晚,后来还续了一晚,主要是交通方便和上网方便,去火车站25路,去崂山104,离机场快线路701也不算太远.\n\n住的6楼大床房,有两次洗澡的时候突然没水,等了1分钟左右水又来了.', '短评打分': 5}
{'短评内容': '优点 1 地理位置方便\n     2 有房间里边有宽带网络线,直接可插电脑,网速比较稳定.\n    3 问前台问题,一般都能解答.\n缺点 1 电视基本是雪花,图象和和声音都模糊\n     2 水漏有问题,洗澡的时候会从侧边的小孔流出.\n    3 隔音效果不好,楼道上的声音基本都能听到.\n\n我2012年3月住的6楼的大床房.', '短评打分': 5}
{'短评内容': '不再多说了，推荐入驻。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间比较干净，给免费升级的房间，服务还不错', '短评打分': 5}
{'短评内容': '值得推荐。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '已经多次入住了，还算不错的，就是冬天暖气不太给力。', '短评打分': 5}
{'短评内容': '房间还比较干净，周围环境还不错，挺安静。', '短评打分': 5}
{'短评内容': '完全超出我的想象，性价比超高！网上预定的大床房，加上返现，相当于80一天。到了之后免费升级的超级大床房，房间面积很大，除了床还有一张躺椅。周边环境很好，在老年大学的院子里，很安静，也很安全！房间窗子很大，浴室也不小，热水很足。只不过空调不能吹热风，但是暖气就很足了！真的很喜欢，下次还会毫不犹豫的选择这一家！性价比真是没得说！', '短评打分': 5}
{'短评内容': '挺棒的地方、繁华、位置 好 干净啊啊啊啊啊啊啊啊啊', '短评打分': 5}
{'短评内容': '还行 就是里面有点潮湿 环境非常安静 基本没什么声音晚上 靠近湛山寺 附近有很多佛具点 佛教声音比较多 周围有个菜市场吃点水果什么的比较方便 床单有点不好 身上有点过敏 打扫卫生非常及时 而且比较干净 ', '短评打分': 5}
{'短评内容': '水温很有问题，一会冷一会热的', '短评打分': 3}
{'短评内容': '很安静 服务人员的态度相当的好\n打车去山东路起步价就到了。\n很不错', '短评打分': 5}
{'短评内容': '同事出差，点名要订这家酒店，说各方面都不错...', '短评打分': 5}
{'短评内容': '环境优雅，安静，服务态度好！价格公道，出行地点方便', '短评打分': 5}
{'短评内容': '房间隔音效果不是很好，环境清静，房间简单。', '短评打分': 5}
{'短评内容': '第三次住了还是不错的！挺安静的也挺温馨的！服务态度也不错！就是毛巾旧了些！', '短评打分': 5}
{'短评内容': ' 交通方便，相对安静，但房间实际与图片有差距，空间小，前台服务态度很好，很人性化，期待下次入住', '短评打分': 3}
{'短评内容': '还不错，出差来的。位置也方便，总之比较满意，但是隔音效果不好', '短评打分': 5}
{'短评内容': '服务态度很好', '短评打分': 3}
{'短评内容': '闹中取静，有公交直通火车站，挺不错的，以后还会去的。', '短评打分': 5}
{'短评内容': '酒店在青岛市老年大学内，比较安全，比较干净，非常安静，在市中心市南区，出行比较方便。', '短评打分': 5}
{'短评内容': '总体不错,比较方便,卫生服务都可以.就是餐饮花样能多些就好了', '短评打分': 5}
{'短评内容': '价格,服务都还可以,就是暖气不是太到位.感到有点冷.', '短评打分': 5}
{'短评内容': '多次入住了，感觉很不错，尤其是服务和环境', '短评打分': 5}
{'短评内容': '服务不错，环境也不错，就是卫生间的水不太稳定，可能楼层有点高吧', '短评打分': 5}
{'短评内容': '房间太大了，暖气不太好，服务人员很热情！', '短评打分': 1}
{'短评内容': '环境还可以，就是位置稍偏了点，前台服务员服务态度不是太好，希望贵酒店的管理层好好培训一下员工。', '短评打分': 5}
{'短评内容': '房间大小可以，有停车场，比较安静，就是暖气不是很足。。。', '短评打分': 5}
{'短评内容': '环境很好，也很干净，服务态度不错，女朋友很喜欢。就是一楼檀香味道比较重。', '短评打分': 5}
{'短评内容': '很干净，设施齐全。非常满意........................', '短评打分': 5}
{'短评内容': '服务态度很好，卫生条件也不错，价格也合适', '短评打分': 5}
{'短评内容': '酒店很安静，在老年大学旁边，房间空间很大卫生条件也非常好，唯一的缺点就是电视不是很清楚，总之，很不错，值得再次光临，有机会来青岛还来。', '短评打分': 5}
{'短评内容': '酒店不错，房间卫生干净，面积也很理想，值得下次再来，同时也会推荐来青岛出差的朋友入住，不错。', '短评打分': 5}
{'短评内容': '酒店的餐点味道很好，也很实惠', '短评打分': 3}
{'短评内容': '酒店环境特别好，在老年大学里面，特别安静，晚上休息的时候一点声音都没有，真是休息的好去处。服务也不错，每天房间打扫的都很及时，懒得出去的时候在房间里点点吃的也特别方便。对面有个24小时的小超市，买东西也挺方便的。去哪都不是特别远，台东，香港路的都不远。房间里也挺干净，别人说的屋里有味道，至少我住的房间没有。唯一不足的就是空调不能用，服务员说空调只能制冷，屋里只是用暖气取暖，不过温度还可以，不是太冷', '短评打分': 5}
{'短评内容': '同等级的酒店相比，价格合理，房间宽敞，装修也不错哦！', '短评打分': 5}
{'短评内容': '感觉很不错，卫生好，服务态度也很好，环境也不错', '短评打分': 5}
{'短评内容': '位置很好，蛮安静', '短评打分': 3}
{'短评内容': '酒店用餐很实惠', '短评打分': 3}
{'短评内容': '很安静，位置不错，服务也很好，房间稍小点，整体上是非常满意', '短评打分': 5}
{'短评内容': '非常满意！太好啦！', '短评打分': 3}
{'短评内容': '酒店挺好就是空调有点不好其它一切很好。', '短评打分': 3}
{'短评内容': '挺好的，卫生服务都可以，就是冬天暖气不好，开着空调好些。', '短评打分': 5}
{'短评内容': '酒店很干净，卫生，服务也很好', '短评打分': 3}
{'短评内容': '环境很好，很安静，设施都很新，服务也不错，９８这个价钱性比价很高了。', '短评打分': 5}
{'短评内容': '服务很好环境也不错。安静。美中不足就是下雨了，没带伞，酒店也没有临时伞。', '短评打分': 5}
{'短评内容': '暖气很给力！', '短评打分': 3}
{'短评内容': '前台服务态度非常好！', '短评打分': 3}
{'短评内容': '物美价廉，非常不错，环境很好，交通便利，', '短评打分': 5}
{'短评内容': '给朋友预订的，反应较好，安静、卫生，唯一的缺点就是隔音效果不很理想，也许是隔壁电视机声音太大的缘故', '短评打分': 5}
{'短评内容': '环境一如既往的好，就是暖气不热，向前台要了空调的遥控器', '短评打分': 3}
{'短评内容': '比第一次订时的好。再个头上。暖气不是很热，晚上有点冷，尤其是洗澡和早晨的时候。感觉不爽！', '短评打分': 1}
{'短评内容': '电视性能不佳，频道少 且杂音多…', '短评打分': 3}
{'短评内容': '服务人员态度很好，入住很愉快！', '短评打分': 3}
{'短评内容': '环境安静，卫生不错，是个商务居住的好地方。值得一住，…', '短评打分': 3}
{'短评内容': '很好，很满意', '短评打分': 3}
{'短评内容': '还可以吧！只是晚上有点冷空调我那屋还不太好用', '短评打分': 3}
{'短评内容': '很好啊,很不错！离海边也不远，就是附近的饭馆较少，吃饭不方便。', '短评打分': 5}
{'短评内容': '干净卫生，闹中取静，交通也方便，附近小吃也较多，住过以后感觉很舒适，值得推荐，以后还来', '短评打分': 5}
{'短评内容': '酒店环境还很干净,性价比不错,朝南的房间比较暖和,朝北就比较冷,酒店的位置也还可以,离五四广场打车也就十块钱的距离!', '短评打分': 3}
{'短评内容': '酒店很好，比我想象中的好很多。暖气很足，坐车也很方便，在老年大学里很安静', '短评打分': 3}
{'短评内容': '挺好的！！服务态度好 环境好！住的比较舒服', '短评打分': 5}
{'短评内容': '简洁，温馨。紧邻湛山寺，繁华社区和海边，便于出行！非常好的环境！', '短评打分': 5}
{'短评内容': '价格实惠（淡季入住的，其他季节不清楚），环境不错，位置优越，服务态度很好！', '短评打分': 5}
{'短评内容': '很干净，服务也很好，去啤酒街和海洋馆都很近，不过冬天去的朋友睡觉时要多要一创被子，暖气有点冷。', '短评打分': 3}
{'短评内容': '订过好几次了。每次都很满意/\n硬件很新，所以房间干净，卫生。在老年大学院内，晚上很安静。这都是很满意的地方。\n今后仍会继续入住。', '短评打分': 5}
{'短评内容': '服务很好，屋子干净整洁。位置离台东不远，和女朋友压马路就压过去了，哈哈', '短评打分': 5}
{'短评内容': '还好，就是位置较偏，坐公交车不方便', '短评打分': 3}
{'短评内容': '挺好的 干净 舒适。服务员态度也很好。周边环境也不错。', '短评打分': 5}
{'短评内容': '还行挺不错的，房间也大，还提供免费寄存，就是不是太好找！！', '短评打分': 5}
{'短评内容': '总体感觉还不错，出行比较方便，就是电视信号不太好，需要改进！', '短评打分': 5}
{'短评内容': '洗浴的热水晚上十点就没了', '短评打分': 3}
{'短评内容': '前台服务态度很好，但阿姨态度较差。', '短评打分': 3}
{'短评内容': '电视频道和质量较差，网络速度尚可。', '短评打分': 3}
{'短评内容': '硬件不错，地点也很好，环境安静。买东西吃饭都很方便。不远还有去机场的大巴', '短评打分': 5}
{'短评内容': '没空调，暖气不热，这个冬天住进去会很冷。暖气片太少了。', '短评打分': 5}
{'短评内容': '酒店价格随青岛旅游淡旺季浮动的，10月份入住性价比很高的', '短评打分': 5}
{'短评内容': '第三次住了，每次都觉得很干净，我就是冲着这家店的卫生区的，很不错', '短评打分': 5}
{'短评内容': '酒店很好，卫生干净，服务态度也好，很舒心', '短评打分': 5}
{'短评内容': '非常满意！前台服务很好！房间干净舒适！温馨！', '短评打分': 5}
{'短评内容': '坐落在老年大学旁，晚上睡觉很安静，冬天暖气很足，很暖！早餐品种较少，饭菜交咸，如果口味重的人，还可以！', '短评打分': 5}
{'短评内容': '挺好的   卫生不错  服务周到   环境也不错    在老年大学里面', '短评打分': 5}
{'短评内容': '酒店整体环境还算不错，房间设施很简单，房间比较阴冷，', '短评打分': 5}
{'短评内容': '这个季节来住性价比很高的，酒店网络快迅雷下载峰值1.5M，24小时热水哦，房间干净', '短评打分': 5}
{'短评内容': '不错，，挺安静的。。。。在老年大学院内。。', '短评打分': 5}
{'短评内容': '酒店的优势是离台东近，价位比旁边的7天、汉庭便宜不少。但就是设施太简陋了，吹风机要问前台要；冬天不能开空调，只能用市政暖气；最无法忍受的是房间到处散发着难闻的异味。', '短评打分': 1}
{'短评内容': '条件很好，出门办事很方便！这是第二次入住了！', '短评打分': 5}
{'短评内容': '多次入住 感觉跟不错 停车也很方便 服务也很好 ', '短评打分': 5}
{'短评内容': '酒店服务很好，还给免费升级了，房间干净、温馨，还有送餐服务，重要的是价位很合适，是个性价比不错的酒店。', '短评打分': 5}
{'短评内容': '很好，干净整洁，服务态度好，虽然设施中规中矩', '短评打分': 5}
{'短评内容': '便宜酒店，连着两天住，对得起价钱，但是也要加强改进，比如很多顾客提到的有很多地方长毛，有的设计不合理房间大，暖气片少，加一床被子有明显的不干净，都要加强！！！', '短评打分': 5}
{'短评内容': '房间宽敞明亮，也蛮干净', '短评打分': 3}
{'短评内容': '地理位置好，闹中取静，商圈、旅游圈都有，房间性价比高，就是不知为什么，我的房间没有空调遥控器，到是不冷，但是窗外的空调挂机响一晚上，很是郁闷，顺便说一下，还是不错，今天又回来住了！！：）', '短评打分': 5}
{'短评内容': '说实话，我住的那间大床实在是有点小，上次入住的那个房间享受的携程价118，那个还是蛮大的，所以说对酒店不是很满意', '短评打分': 5}
{'短评内容': '不错的，宽敞明亮，环境也非常不错，值得推荐', '短评打分': 5}
{'短评内容': '高级大床房很宽敞，色调明快。就是电视信号不好，频道也很少。', '短评打分': 3}
{'短评内容': ',不错,但是98元的是一楼', '短评打分': 3}
{'短评内容': '还不错 就是暖气不是很热 这个价格很合算了', '短评打分': 5}
{'短评内容': '酒店坐落在老年大学内，不近主干道路，比较安静。。。。。', '短评打分': 5}
{'短评内容': '性价比很高，前台的服务员态度超级好，非常喜欢，环境也很不错滴', '短评打分': 5}
{'短评内容': '交通方便，环境安静，性价比很高，推荐入住~！', '短评打分': 5}
{'短评内容': '这次出差是自费，所以选择的标准是经济、干净、安静、交通便利。就这个价格能享受大床房，24小时热水，我已经很满足了。第一晚，过的不够低碳，空调温度跳到25度，睡得有点high，第二天空调遥控器就找不着了，囧。。。\n如果夏天能享受到这个价格，我会考虑夏天去度假。\n需要改进的地方是，卫生间的毛巾有的已经开始掉线了，洗浴用的洗发水和沐浴露虽说是大瓶家庭装，但是感觉质量不是很好，是不是可以换成小瓶装的质量好', '短评打分': 5}
{'短评内容': '房间比较干净，安静，晚上暖气不是很足，早上洗澡有点冷。。。', '短评打分': 5}
{'短评内容': '清静，干净，祥和，服务也不错，缺点是电视信号不太好，早餐每日都一样，如能变点花样就更不错了！', '短评打分': 5}
{'短评内容': '地方可能感觉偏点，不过环境不错，舒适安静。下次还会去。', '短评打分': 5}
{'短评内容': '比相像中好', '短评打分': 3}
{'短评内容': '性价比较高，位置也不错。冬天有暖气，房间不会冷。', '短评打分': 5}
{'短评内容': '住的一楼的房间，略有点吵。', '短评打分': 3}
{'短评内容': '房间户型方正，美中不足的是，毛巾有点旧。', '短评打分': 3}
{'短评内容': '房间比较干净，也很清静。有暖气，一点也不觉得冷。', '短评打分': 3}
{'短评内容': '帮客户订已经不是第一次了，环境不错，客户点名要订他家 \n', '短评打分': 5}
{'短评内容': '海天e家挺好的。房间不错。设施齐全。最有特点的是床头木有安全套！住过的宾馆就这一家木有！', '短评打分': 3}
{'短评内容': '硬件设施不错，电视只有声音没有画面，不过去的时候已经很晚了，也没时间看电视。', '短评打分': 5}
{'短评内容': '今年11月入住感觉没有去年的好，总体还行，早点可多收些钱丰富一些', '短评打分': 5}
{'短评内容': '是一所老人大学里面的招待所，环境还是可以的。这里似乎是市中心商务区的后院，如果是初次来旅游的旅客可能会觉得太安静。推荐理由：旁边有家很有特色的烧烤店。', '短评打分': 5}
{'短评内容': '环境很好，就是吃的不是很好，推荐', '短评打分': 3}
{'短评内容': '坐落在青岛延安三路附近，老年大学院内。好的地方是酒店够安静，网速挺不错。不足的地方时房间内设施较为简陋。负一层的早餐不错，中午和晚餐就不敢恭维了，菜品口味太一般了。整体来说，适合喜欢晚上安静的人士选择。', '短评打分': 5}
{'短评内容': '超值啊，这个房间很大，而且有一个大床和一个小床，非常适合一家人出来旅游。酒店离海边不远，走了15分钟就到了，附件交通也方便。下次来青岛还是会住这里的！！', '短评打分': 5}
{'短评内容': '酒店很干净,环境幽静,比想象中好。', '短评打分': 3}
{'短评内容': '很安静，但房间布草该换了，污渍太多，不敢使用。', '短评打分': 5}
{'短评内容': '订的套间和单间各一。单间还行，套间房型不好，不能称之为套间。很安静，卫生不好，床单及毛巾污渍多。', '短评打分': 1}
{'短评内容': '在老干部活动中心里，湛山寺旁，环境安静，位置不错。高峰时车较难打。干净、服务也不错，颇具性价比。', '短评打分': 5}
{'短评内容': '性价比很高！已入住n次！推荐！性价比很高！已入住n次！推荐性价比很高！已入住n次！推荐', '短评打分': 5}
{'短评内容': '   一般   卫生间气味太难闻', '短评打分': 3}
{'短评内容': '酒店干净,房间大,设施简单，床舒服', '短评打分': 3}
{'短评内容': '第一次入住这个酒店，感觉还行，比原来想象的要好。', '短评打分': 5}
{'短评内容': '住的二楼，说是商务大床房，其实就是单人床，房间有霉味，可能是房间利用率不高、通风不够导致的，没有电吹风。', '短评打分': 1}
{'短评内容': '房间配置简单，整洁。老年大学院内，地理位置也算不错。早餐确实很一般，比较落分。\n各项服务也算比较让人满意。', '短评打分': 5}
{'短评内容': '还算符合228的价格标准。如果想花低价格享受五星级的服务，那么不推荐此酒店。\n\n\n\n\n              ', '短评打分': 5}
{'短评内容': '服务很好！态度十分不错！很幽静，不过就是卫生间面积比较小！价格上比平时贵多了！就似乎有点不够经济了。', '短评打分': 5}
