{'短评内容': '订单失败没有住怎么让我评论呢', '短评打分': 5}
{'短评内容': '不错，感觉很小资，处于鼓浪屿的中段，属于闹中取静的旅馆，唯一不足的是卫生间干湿分离做的不合理，抽水马桶在淋浴房里的；还有一个让我不满的是，隔天早上我们去海边游泳怕来不及回来退房就早早先办了退房手续，结果回来拿寄存的行李，还没到12：:00退房时间，要求让我们在没打扫的房间冲洗一下都不肯，主要是有小孩，太死相了，一点人情味都没。', '短评打分': 5}
{'短评内容': '入住两晚，旅馆环境不错，早餐也不错，最贴心的是有免费洗衣房提供旅客！', '短评打分': 3}
{'短评内容': '酒店很安静，院子很舒服，唯一就是早饭8点半才开始，宝宝等不及了，三明治味道不错，做的精致可口', '短评打分': 5}
{'短评内容': '旅馆环境不错，安静，确实不错！', '短评打分': 3}
{'短评内容': '这间房不推荐大家住，双床房主要是卫生间没有门，离床太近，下水道的味道不好，而且虽然在二楼，隐秘性不强，而且比较闹，不适合休息，但是酒店的外观装修和配套还是不错的，在这里拍的照比较有小资情调，这里的早餐都是认为本餐上档次，其实也不一定啊，在上海五星级酒店都是中餐啊，主要是吃了人热热的舒服，不象西餐干干的。', '短评打分': 5}
{'短评内容': '元祖房的浴室让人印象深刻，象电视剧里的富豪家里用得一样，不错。这间房在一楼最里面，比较安静', '短评打分': 5}
{'短评内容': '房间要比想象的大许多，在鼓浪屿上不多见那么大的房间的，双人床足够3个女生睡的了，卫生间空间也很大，离龙头路很近，属于闹中取静，店家不允许游客随便参观，相对四周环境很清幽，当然各位帅哥美女的服务也非常到位哟~~~非常喜欢，下次有机会去还会的~~~~', '短评打分': 5}
{'短评内容': ':闹中取静，非常棒。特别是中间的花园，听鳄梨花落下，妙级。', '短评打分': 3}
{'短评内容': '酒店地理位置很适宜，周围环境很安静，很喜欢那的早餐。', '短评打分': 5}
{'短评内容': '很nice的酒店，装修很好，虽然入住有小波折，店家很痛快的解决了，早上院子的阳光真棒。', '短评打分': 3}
{'短评内容': '实在太漂亮啦', '短评打分': 3}
{'短评内容': '环境不错，比较幽静。比起商业街旁边的家庭旅馆好很多。早餐是三明治+咖啡牛奶。其他西餐一般，烤牛排不是很入味。房款结账只能用现金，这点比较麻烦。', '短评打分': 5}
{'短评内容': '挺适合情侣的，喜欢圆形浴缸~下次试试大公主', '短评打分': 5}
{'短评内容': '环境非常好，感觉相当不错', '短评打分': 3}
{'短评内容': '我们住的是一楼的普拉提，就在前台边上，有点吵，其它都很满意!下次还会选择这里，当然普拉提除外。', '短评打分': 3}
{'短评内容': '环境不错，很满意。很有特点的，下次还会去的', '短评打分': 5}
{'短评内容': '很古色古香的一栋红楼，精心设置的花园座和咖啡厅，感觉很舒服。入住赠送厦门旅游观光巴士票，早餐是简单美味的三明治和很香浓的现磨咖啡。', '短评打分': 3}
{'短评内容': '很有风格的建筑，院子很大，布置也很精致、精心，早餐的三明治很好吃，咖啡也独具风味，去龙头路商业街很方便，就是不能刷信用卡，必须用现金结算。', '短评打分': 5}
{'短评内容': '第二次入住了，还是很喜欢，闹中取静。。上次住的标间，感觉有点局促，这次没定上黑森林，住了元祖房，不错，喜欢，有机会一定再来', '短评打分': 5}
{'短评内容': '住的一楼芭提雅，外部院子不错，屋内设施一般，郁闷的是旁边在施工，早上七点就开始，晚上还有野猫叫，闹得睡不着', '短评打分': 3}
{'短评内容': '酒店是由重点文物单位装修而成，设施不错，环境很好，在院子里面坐下很舒服。位置也算方便，在鼓浪屿中心地带。就是隔壁还在装修改造新酒店房间，有些吵。', '短评打分': 5}
{'短评内容': '环境幽雅，安静，非常适合度假，尤其早晨的空气，清新，点一杯咖啡，享受鼓浪屿的感觉，非常不错的酒店。', '短评打分': 5}
{'短评内容': '硬件不错，软件实在不怎么样。办入住的速度真是不敢恭维。\n房间的床褥铺的实在是业余的业余。\n不过总的来说环境还是不错的。去哪里也都方便。', '短评打分': 5}
{'短评内容': '鼓浪屿上的酒店还是比较贵的，总体感觉满意，就是不能刷卡结账，有点小不便利。', '短评打分': 5}
{'短评内容': '非常雅致的一家店，店主和服务员mm人都超nice，不巧碰到隔壁楼正在大翻修，噪音无比。。但店家贴心地帮忙升级了房间，屋子很赞！整个院子的角角落落感觉都可以拍写真和明信片，楼顶的天台还可以看到日光岩！是风景如画的店店啊！园丁GG也很帅气啊~~（缺点：卫生间设计安排略显不足，台盆非常容易溢水，然后搞的整个卫生间地板就一直潮湿无比。。。。）', '短评打分': 5}
{'短评内容': '酒店带一个小花园，感觉很温馨，房间隔音比较好，早餐的三明治不错，整体价格再低些就更好了！', '短评打分': 5}
{'短评内容': '很棒的酒店哦！就算是标房也很简洁很漂亮哦！喜欢浴室的大镜子，喜欢双床中间的地毯，喜欢温馨的灯光，还有前台的帅小伙！早餐咖啡很棒哦！院子晚上大家一起聊天很开心！', '短评打分': 5}
{'短评内容': '环境不错，但是服务一般，房间的排水系统很差，加上卫生间和卧室没有隔开，房间的空气不是很好。', '短评打分': 5}
{'短评内容': '环境很好，尤其早餐很好，就是标间，没有窗户，有味，厕所窗没沙窗，晚上没发开窗。', '短评打分': 3}
{'短评内容': '位置可以，标间比我想像的好，老爷房赞的。', '短评打分': 5}
{'短评内容': '超不错的家庭旅馆，有很漂亮的庭院，有晾晒衣服的大阳台，就是节假日期间价位好高，客房不大，但是很精致，所有的洗漱用品都很质优的样子，总体来说很不错。', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '  房间很不借。很满意', '短评打分': 3}
{'短评内容': '去的时候正好赶上旁边酒店装修 整场的施工 前台服务人员还不给升级，，，哎，，，，不过房间确实环境还不错的。。。。希望旁边赶紧完工', '短评打分': 5}
{'短评内容': '环境、地理位置都不错，只是前台接待的态度稍差', '短评打分': 5}
{'短评内容': '心若倦了，去李家庄住住。环境依旧好，服务体贴，就是老歌没听到～～\n我们不能生活于世外，但可以找到属于你的桃源，哪怕是短暂的。\n', '短评打分': 5}
{'短评内容': '住房环境不错，只是从轮渡到李家庄的路标指引不够清楚明白', '短评打分': 3}
{'短评内容': '环境不错,有点小资.可能我定了最便宜的房间,屋子里始终有股霉味,房间没窗是没想到得.总体还不错,方便安静,建议定稍贵的房间', '短评打分': 5}
{'短评内容': '李家庄位置很好，闹中取静，十分便利，房间的设施较新，不过毕意是家庭旅馆和同价位的星级酒店还是没法比，我最后一天住的鹭江宾馆海景房，价格六百三，但是早餐十分丰富，硬件设施高不止一个档次。', '短评打分': 5}
{'短评内容': '还算不错，房间设施很新，而且位置很好，到哪里都非常方便，闹中取静，早餐的咖啡不错，三明冶相对一般，不过对于七百块的房价，还是小贵了。', '短评打分': 5}
{'短评内容': '个人比较喜欢，位置闹中取静，建筑自有特色。区别于鼓浪屿泛滥的所谓小资小调，这里不做作不扭捏。虽然入住的是普拉提，就在入住柜台旁，晚上睡觉还是很安静。早餐有待提高，咖啡还不错。', '短评打分': 5}
{'短评内容': '真是家很不错的酒店，景色很美，前台态度也很好，虽然有点小矛盾，最后还是合理解决了，给免费升级到了老爷房，赞一个，谢谢！', '短评打分': 5}
{'短评内容': '不错啊.很干净.早餐也很好..服务生很热情会帮我们搬东西', '短评打分': 5}
{'短评内容': '房子蛮有特色， 就是房间内有味道也不知道是装修的味道还是空气流通不畅。其他都很好。早餐是西式的。', '短评打分': 5}
{'短评内容': '很好很舒适，很安静，服务很好。满分，值得推荐', '短评打分': 5}
{'短评内容': '酒店环境不错，离龙头路也比较近，美中不足是房间打扫有待提高，厕所有很大一股味道，又没有门，睡觉的时候只能开抽风抽走臭味了！', '短评打分': 5}
{'短评内容': '＋环境很不错，房间干净，服务周到', '短评打分': 3}
{'短评内容': '酒店很漂亮。有单独的地方可以上网，很给力。环境和热水供应都很给力。早餐的三明治很好吃', '短评打分': 5}
{'短评内容': '其实离龙头路很近，可是我们却沿着漳州路从头走了一遍，“李家庄”的大门低调得一不小心就会错过，院落不大，却安静优雅，绿色郁郁。', '短评打分': 5}
{'短评内容': '环境还不错，闹中取静，对于这么高的价位来说室内卫生情况有待加强，下水有反味而且房间较小。', '短评打分': 3}
{'短评内容': '早上太早装修…有点吵…', '短评打分': 3}
{'短评内容': '很不错的一家店啊，位置很安静。环境也很棒。房间的设施什么都很好，而且前台的服务生很帅哦，哈哈哈哈！', '短评打分': 5}
{'短评内容': '好的', '短评打分': 3}
{'短评内容': '很不错。下次再去鼓浪屿还是会选择李家庄的~~', '短评打分': 5}
{'短评内容': '房间比预期小，不过环境还不错', '短评打分': 3}
{'短评内容': '李家庄的房间很不错，早上提供的早餐也可以。', '短评打分': 3}
{'短评内容': '位置一般，环境不错，床上有蚂蚁，早餐太晚', '短评打分': 5}
{'短评内容': '房间还是不错的，老婆很满意，估计女孩都会喜欢这种房间。还是值得推荐的，只是价格有些高。', '短评打分': 5}
{'短评内容': 'very expensive and not worth the penny, RMY700 for small room size,bathroom facilities not up to std we paid for. The room should just worth RMB300-400 also consider bit expensive. No free bottled dri', '短评打分': 1}
{'短评内容': '酒店总体环境还不错，订的房间就在总台的旁边外面，房门还有条大缝，外面有点声音听得很清楚，尤其第二天临晨5点多有人退房。。。直接影响了睡眠，可能二楼的房间会好些，另外酒店位置其实还不错，在离龙头路很近的小路上，还算好找。                                                                             ', '短评打分': 5}
{'短评内容': '环境很好的酒店，长着高大的树，茂盛植物的庭院尤其让人找到宁静，放松的感觉。清晨被小鸟的叫声唤醒，让人惊喜。不过有些细节需待改善，比如房间没有纸笔，结帐不能刷卡，发票不能马上开出等。希望能在软件，管理方面尽快提高。', '短评打分': 5}
{'短评内容': '厦门鼓浪屿李家庄咖啡休闲旅馆很好，逛鼓浪屿很方便。', '短评打分': 5}
{'短评内容': '很不错，环境很好，很有情调，不错，环境很好，很有情调', '短评打分': 3}
{'短评内容': ' 很喜欢李家庄的风格！下次再去再住那里！和音乐厅很近，出行方便。早餐cappcino,连牛奶上面也浮着一层鲜奶！喜欢', '短评打分': 3}
{'短评内容': '环境超赞，院子太美了，强烈推荐！房间住的是最便宜的标房，但是也比想象中的好多了，性价比很高，干净整洁，卫生间也很大，就是电热水器不好，顶多只能洗十分钟。早餐也不错，咖啡+三明治，在那美丽的院子里享用早餐实在太美妙了！', '短评打分': 5}
{'短评内容': '春节前住了两天,酒店非常漂亮,唯一不足的是房间离前台太近,有点吵', '短评打分': 3}
{'短评内容': '看了鼓浪屿那么多酒店、旅馆，这家绝对是最好的几家之一……\n在一条陡坡的巷子里，二层的老红砖楼，白窗子，四周都是绿。咖啡在院子的平台上，一棵大树下面。花园里郁郁葱葱的，冬天里也开着花，二楼的走廊种的好像是薰衣草？早晨在院子里喝咖啡吃早餐，听着鸟叫，有点微冷，但很舒服。。。\n\n我订的老爷房，房间不大，但卫浴间真的特别爽，一排百叶窗外面都是树，浴缸两个人泡也宽宽的，我还吃了好多前台的宝路薄荷糖…… 对了', '短评打分': 5}
{'短评内容': '感觉不值。之前住的船屋，很有特色的一家家庭旅馆，价钱要比李家庄便宜的多，之后住的林氏府，价格和李家庄好房间的价格差不多，但内在条件就好了太多了，比较下来，建议不要入住。', '短评打分': 1}
{'短评内容': '帮朋友定的，反映很不错，非常满意，看来我下次去厦门，一定去住这家酒店。', '短评打分': 5}
{'短评内容': '情调不错。喜欢那里的咖啡馆。房间一般，通风不太好。', '短评打分': 5}
{'短评内容': '整体环境挺好，位置也不错，是岛上比较热闹的地方。房间整洁，早餐也挺OK的，咖啡+三明治，感觉挺小资，不错的', '短评打分': 5}
{'短评内容': '帮朋友订的，听她说还不错，下次有谁再去会推荐的。', '短评打分': 5}
{'短评内容': '普拉提隔音非常差，竟然有4个房间就在前台旁边，不知道怎么设计的。前台服务员得态度也比较差，很不热情。第一晚入住发现普拉提是这样的，马上产生要换房间的念头了，而且450的价位，在岛内能住到4星级酒店了', '短评打分': 1}
{'短评内容': '环境不错 早饭咖啡很好喝 老板还蛮帅的哦', '短评打分': 5}
{'短评内容': '环境优雅，闹中取静，让人觉得很舒服\n但西式早餐，三明冶和咖啡/牛奶，不适合小孩子', '短评打分': 5}
{'短评内容': '入住了黑森林，房间比较大，但卫生间空间太小，鼓浪屿估计太原生态，这次住的两个旅馆都发现小动物……床比较舒适，白天隔壁小学有点吵，价格稍贵', '短评打分': 5}
{'短评内容': '每次去鼓浪屿都会住在那里，已经去了3.4次了吧。相对房间而言，我更加喜欢外面的庭院，无法用语言去形容那种美和宁静，只有亲自住过才会知道吧', '短评打分': 5}
{'短评内容': '很有情调，但早餐单调，参观鼓浪屿位置还是比较便利的，幽静，不建议住一楼，比较阴暗，二楼比较舒服。价格有点小贵', '短评打分': 5}
{'短评内容': '感觉不错的，内部装修好，套房很舒服，订了黑森林，还有公用电脑，在阳台。经理服务很好哦，因为门锁不是很好用，经理主动打了折。价格虽然比较高，但是情调很好，早餐比较少，这个有点郁闷。', '短评打分': 5}
{'短评内容': '鼓浪屿的路的确不能按照地图来找 第一次去的时候我们沿着码头边一直走去漳州路 经过了上坡下坡 好不容易才来到李家庄 老公还抱怨我说怎么找了个那么偏僻的地方 没想到其实应该出门右转走出去 那边就是人民体育场 其实离很近的 只怪我们不熟悉路啊 李家庄的环境绝对OK的 订了大公主房 应该女孩子都比较喜欢这种风格的房间吧', '短评打分': 5}
{'短评内容': '＋环静不错，店员非常热情，入住的标房，到了才发现只有卫生间有个小窗户，建议在房型介绍时注明一下', '短评打分': 3}
{'短评内容': '被葱郁的大树包围着的庭院，古朴的建筑，房间内里却是现代化的设施。虽然地处中心位置却非常幽静，能够体会鼓浪屿的真实魅力的人就一定会爱上这里。\r\n在这里住了两天，却有点舍不得离开，怀念和着张国荣的轻歌曼语喝咖啡的感觉，微风拂面，伴着树叶的沙沙声，我想我会再来。\r\n', '短评打分': 5}
{'短评内容': '老宅新饰，庭院式家庭旅店，也就3星标准。\r\n城市胡同、弄堂的感觉，但院子树木茂盛。\r\n非海边、无海景。\r\n稍像样的房间要700元，性价比差，这还是在淡季---10月长假后的一周。\r\n不好刷卡，还没发票\r\n', '短评打分': 1}
{'短评内容': '很满意旅馆的环境，下次还会选择这里。', '短评打分': 5}
{'短评内容': '好喜欢鼓浪屿的环境 很安静很世外桃源 这个酒店也不错 特别舒服 就是潮了一点', '短评打分': 3}
{'短评内容': '李家庄真的好棒！', '短评打分': 5}
{'短评内容': '服务热情，环境优美，入住舒适，值得推荐~', '短评打分': 5}
{'短评内容': '真的非常好~~超有爱~~推荐，觉得适合新婚夫妇去呢~小资', '短评打分': 5}
{'短评内容': '酒店整体来说还可以。差不多4星吧。早餐确实比较简单或者说不符合东方人习惯吧。毕竟800块的酒店。也许生意太好不愁赚钱。导致服务人员的义务水平和服务理念还是需要提高的。在好多城市可以住2晚5星了。', '短评打分': 5}
{'短评内容': '房间安静，早餐蛮好吃的，设施不错，距离5星级有一定的距离。', '短评打分': 5}
{'短评内容': '离龙头路很近，挺干静整洁的！服务水平一般，', '短评打分': 5}
{'短评内容': '由于订单系统出问题，酒店把我的房间免费升级到了少爷房，赞一个。\r\n酒店是个老宅子改的，里面的硬件设施都不错，但说到底还是个家庭旅馆，软件服务上和五星酒店还是没法比的，也就如家的水平，屋里有些霉味，也不赠送矿泉水，早餐也挺简单的，但好在味道还不错。还是值得一去的。', '短评打分': 5}
{'短评内容': '很有情调\r\n但洗手间的地漏装的位置很高，水下不去', '短评打分': 5}
{'短评内容': '不错，床超级舒服，环境也挺安静的，下次会再去', '短评打分': 3}
{'短评内容': '这是一次浪漫美好的经历，8月15日从泉州看完蔡琴演唱会回到厦门鼓浪屿。当我踏入李家庄旅馆，迎宾花园里正放着蔡琴的《情人的眼泪》，那刻我欣喜不已。。。干脆拖著行李在花园坐下。古老的树下，阳光照著草坪，音箱是嵌入一根老树桩中，喜欢老歌、喜欢那样安静的时光。。。晚上回来又是独自享受到咖啡屋前的花园，甚至树上的果实也为我掉下一颗，是梦是真！\r\n', '短评打分': 5}
{'短评内容': '非常有情调的酒店，很多游客路过都要拍照的！！！', '短评打分': 5}
{'短评内容': '+这是家很有感觉的民宿，会再次选择', '短评打分': 5}
{'短评内容': '装修很有特色，也干净，宾馆环境很好，很安静，就是早餐时间晚了点，8点半才开始，因为赶火车，没吃到早餐', '短评打分': 5}
{'短评内容': '鼓浪屿最贵的家庭个旅馆，物有所值，床好舒服啊', '短评打分': 5}
{'短评内容': '非常有意义 非常温馨 非常美的一家酒店 完美', '短评打分': 5}
{'短评内容': '位置挺好，到各处都方便，晚上很安静，服务也不错', '短评打分': 5}
{'短评内容': '就是贵了点，其他感觉还不错，大公主在2楼，卫生间里的窗户大到隔壁楼都可以看到里面，把纱帘全拉上也没用。。。要有牺牲精神的朋友可以去里面洗澡。。。', '短评打分': 5}
{'短评内容': '环境不错，闹中取静，离景点不远。貌似房间比较难定的。。。要入住一定要提前。。。相对价格来说，服务还有很大提升空间哦。', '短评打分': 5}
{'短评内容': '我入住的小公主，没窗户，感觉装修很华贵的。卫生也不错，毕竟是家庭旅馆，服务一般，价格也贵', '短评打分': 5}
{'短评内容': '非常有情调，设施应该算是岛上最好的旅馆了。坐在玻璃房里喝咖啡聊天很是惬意。价格稍微高了些。总之还是很喜欢这家旅馆的。', '短评打分': 5}
{'短评内容': '装修的俗，房间的小，无语', '短评打分': 3}
{'短评内容': '蛮有情调的精品小酒店，不过普拉提房间着实小了点。。', '短评打分': 5}
{'短评内容': '质价不符，太差\r\n', '短评打分': 1}
{'短评内容': '我对无窗房很感冒,除此以外很满意,酒店很有情调.', '短评打分': 1}
{'短评内容': '我住的是标准间，和前面的普拉提的房间，差的太多，价格差不多，可是里面装修就差大了，标准间里太简陋了，而且墙壁都发霉了，感觉不好。店主的服务不错，下次去的话还想再体验一次，想去感受一下普拉提的房间是什么感觉，希望比标准间的感觉好。', '短评打分': 5}
{'短评内容': '还是不错的，温馨', '短评打分': 5}
{'短评内容': '一家能让你惊喜的酒店。\r\n鼓浪屿上的最佳选择之一。', '短评打分': 5}
{'短评内容': '目前鼓浪屿上最好的家庭旅馆之一，庭院美丽且静谧，在这里你的体味到时间的轮回，那是一种神秘的感觉。。。李家庄的早餐很美味，尤其是这里的咖啡，一定要品味一番！距离上次的鼓浪屿之旅几近两年，李家庄让我心心念念了很久，这次去终于如愿！美好的记忆。。。', '短评打分': 5}
{'短评内容': '定的是标间~~唯一有点不满足的就是房间有点小~~不过卫生间倒是很大~~\r\n卫生、位置倒还不错~~还有就是早饭~就是一杯牛奶~两小块三明治~有点吃不饱吖~~', '短评打分': 5}
{'短评内容': '地点不错，床很大，瘦点的话可以睡4个人，但是房间显得很拥挤，而且下雨天房间里的虫子多的看到就能减肥！不过服务态度还算停不错吧~可是个人不觉得有性价比可言！早餐就是皮蛋瘦肉粥和油条……', '短评打分': 1}
{'短评内容': '酒店整体环境很不错，院子里布置的很温馨，而且好像厦门岛上的酒店都不能刷卡，很不方便，其他都蛮好的，酒店设计的很不错，早餐太单一了，就一碗粥和一根油条，太简单了。', '短评打分': 5}
{'短评内容': '环境挺不错的，但是服务差点，定了双床房，但是说住3个人要加100块钱，350的房费基本是厦门4星级的标准了，但是房间里没有矿泉水，没有任何茶包或者咖啡包，相比房间，花园的感觉确实不错，但妈妈想在庭院里坐一下居然说要最低消费，这个本来就是酒店的一部分，住店的客人居然还要消费才能享受，实在不太能接受。免费的早餐就是一碗粥 一根油条。唯一比其他酒店好的地方是有电脑可以免费使用和上网，但是网速较慢。位置离', '短评打分': 5}
{'短评内容': '热水供给不太足，其他都很好，服务很到位', '短评打分': 5}
{'短评内容': '我是晚上入住的，去酒店的路标不是很清晰，找了很久，房间有些创意，早上起来时是鸟鸣把我叫醒，这是在城里不多见的，我很满意。早餐很简单，一根油条和一碗皮蛋瘦肉粥，呵呵。早餐后在不大的酒店随意走走，环境让我很舒服。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '喜欢那里的院子，离龙头路日光岩都不远，闹中取静！', '短评打分': 5}
{'短评内容': '环境布置非常宜人，内部设施也很好，住得很满意', '短评打分': 5}
{'短评内容': '李家庄真的很棒，环境清净优雅，房间也干净舒适，我很喜欢～', '短评打分': 5}
{'短评内容': '环境真的很好，院子里小桥流水，绿荫如盖。房间很新，老爷房卫生间的大浴缸着实舒服！只是二、三月的天气还是有些凉，开了整晚空调。\n早餐是一个软肋，一碗鸭肉粥——陈的；一根油条——硬的。点杯奶——15元！建议改进！！！', '短评打分': 5}
{'短评内容': '酒店布置很喜欢，但是洗澡麻烦，是用电的。', '短评打分': 5}
{'短评内容': '一个很有个性化的休闲旅馆 尤其我家女儿喜欢大公主的装修风格', '短评打分': 5}
{'短评内容': '不错，下次还会入住。', '短评打分': 5}
{'短评内容': '环境还行，服务一般。', '短评打分': 5}
{'短评内容': '环境很好，硬件一般，早餐不敢恭维！', '短评打分': 5}
{'短评内容': '整个酒店的氛围确实不错，老房子也很有历史的感觉。闹中取静的环境。\n唯一要提的一个建议是：卫生间的玻璃门实在是太......没有隐私了吧......', '短评打分': 5}
