{'descr': '房间很干净，环境很好', 'star': 5}
{'descr': '第一次住汉庭，知道汉庭牌子挺响，结果期望越大，失望越大\n\n------\n先说点优点吧，离上外虹口校区近，考试方便；有免费早饭；电梯也需要刷卡，安全；有免费WIFI；烟灰缸里有薄荷糖\n------\n\n下面是缺点：\n\n总的来说最大的缺点是设施非常陈旧落后。\n进门发现开关上的字都已磨掉，只能自己摸索对应的灯头；\n水龙头竟然还是是一热一冷式的，洗澡时一旦关水再开就得重新再调整，一个水龙头部件已经脱落；\n防', 'star': 1}
{'descr': '很不错，挺干净的，环境也比较的安静，还有停车和早饭', 'star': 5}
{'descr': '温馨舒适可与家媲美', 'star': 3}
{'descr': '酒店就在机场大巴的始发站，到机场的大巴半小时一班，40分钟左右到达机场（出机场俨然），非常方便。酒店的茶餐厅用餐也很方便。\n不足之处就是酒店门口就是停车场，没有给客人留出出入的通道，只能在所停的车辆缝隙中穿行（缝隙很窄），拖着大件行李或是体型较胖的人十分不便（万一蹭坏了汽车，责任谁负啊？），希望酒店能给客人疏通出一条比较宽敞的、正对着对你大门的出入通道，也避免日后产生一些不必要的纠纷。', 'star': 5}
{'descr': '＋房间不错，早餐也不错，就是房间隔音效果不太好', 'star': 3}
{'descr': '该酒店地理位置很好，紧邻民航巴士站点，去机场只要40分钟，房间干净，服务态度好。办事很方便，推荐。', 'star': 5}
{'descr': '不错 挺干净', 'star': 3}
{'descr': '位置稍微偏了些，写的是虹口足球场一店，实际距离要走10分钟。早餐比较差，不过客房还是不错的 ', 'star': 5}
{'descr': '酒店位置不错，离我们办事的地点很近~~~下次还住', 'star': 5}
{'descr': '环境不错，下次还会住的。就是小纸片多了点', 'star': 5}
{'descr': '房间小小的，床也不是很软，但是挺干净的。还可以。', 'star': 1}
{'descr': '房间较小 其它挺好  经济实用 离机场巴士近', 'star': 5}
{'descr': '服务态度好，酒店很安静，也很暖和，周围交通很便利，唯一美中不足的是早餐质量如果能再丰富一点就更好了。', 'star': 5}
{'descr': '整体不错，就是隔音效果略差，可听到隔壁电视声，热水空调都给力', 'star': 5}
{'descr': '不错，离机场巴士很方便，停车方便，交通方便', 'star': 5}
{'descr': '很方便，就在民航宾馆旁边，干净整洁，下次有需要继续住它家', 'star': 5}
{'descr': '房间挺干净的，电视有点老，房间有点小', 'star': 3}
{'descr': '房间很干净，很温暖。就在机场大巴站点的旁边。值得推荐', 'star': 5}
{'descr': '很干净。', 'star': 3}
{'descr': '热水还可以，就是空调不太给力', 'star': 3}
{'descr': '环境还不错 就是找起来有点麻烦 隔音效果有点差', 'star': 5}
{'descr': '房间干净简洁。坐机场发巴很方便。附近饭馆也不错。', 'star': 3}
{'descr': '很好 不错的酒店，会向朋友推荐的，下次还来 我一直住汉庭比较温馨\n\n', 'star': 5}
{'descr': '不错，挺温馨的~~~服务态度也很好~就是有点冷，需要开空调', 'star': 5}
{'descr': '很好  不错的酒店，会向朋友推荐的，下次还来', 'star': 5}
{'descr': '地方有点偏僻，床比较硬，其他设施还可以，停车位置比较小', 'star': 5}
{'descr': '态度很好…卫生一般…还可以。', 'star': 3}
{'descr': '不错，我喜欢阳光照在身上的感觉。。。。。。就是暖气不好，其他都可以，而且就在机场大坝旁边，来回机场很方便\n', 'star': 5}
{'descr': '还可以，就是位置较偏僻，。。。。隔音不好！！', 'star': 5}
{'descr': '干净整洁，餐厅味道还行！', 'star': 3}
{'descr': '这里距我办事儿的地方很近，房间也很干净舒适很不错。下次还会住', 'star': 5}
{'descr': '从机场来交通方便', 'star': 3}
{'descr': '挺干净的，就是房间不大，但床很大，还不错的。', 'star': 5}
{'descr': '房间还行，但有些吵，隔音效果不好，还有乱发小广告的', 'star': 5}
{'descr': '地方有点偏，不好找，屋内空调还不给力，大冷天的，不制热', 'star': 1}
{'descr': '还不错，房间很大，热水也热\n', 'star': 3}
{'descr': '这个酒店位置挺好，服务也好，临近机场大巴，可以方便的去机场。', 'star': 5}
{'descr': '干净卫生 价格适中 地理位置优越 不过比较嘈杂 三楼有条狼狗', 'star': 5}
{'descr': '打扫房间的阿姨和蔼，每次见到都主动问好。木地板看上去不够干净。其他都可以。毕竟价格不算贵。', 'star': 5}
{'descr': '服务还可以,不太好找.\n', 'star': 3}
{'descr': '交通还算方便，公交地铁都有，周边是小区，安静也蛮安全的。', 'star': 5}
{'descr': '感觉很好', 'star': 3}
{'descr': '还行吧，态度不错，就是房间隔音效果不大好、', 'star': 5}
{'descr': '交通挺方便的，就是房间隔音效果不太好。总体来说，性价比还是不错的。作为一个歇脚点还算可以的。', 'star': 5}
{'descr': '环境不错，服务也好！顶', 'star': 3}
{'descr': '感觉还行吧，就是隔音不太好哦。。。。其他都OK的', 'star': 5}
{'descr': '适合去机场的人住 坐机场大巴超方便\n缺点是餐厅上菜超慢 我们带了一个14个月大的小孩去吃饭 给服务员说了 小孩饿了 先帮我们做个菜 但是没有给予满意的答复 还是按照顺序做的 等我们的做好了 孩子闹的都没有心思吃了 一点也不人性化', 'star': 5}
{'descr': '下车很快就到了 就是要能含早餐最好了888888888', 'star': 5}
{'descr': '还不错 蛮干净的 下次继续 ,,,,,,,', 'star': 5}
{'descr': '电视非常古老，坐机场大巴方便', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '床很大环境很好，总体满意', 'star': 3}
{'descr': '早餐都比较咸………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………', 'star': 5}
{'descr': '502汉庭连锁酒店', 'star': 3}
{'descr': '酒店位置很好，离公司很近。从虹桥地铁那边过来也很快，附近还有新开的大超市，性价比都满高的。\n下次入住还会选择住这里\n', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '酒店很不错，很满意，谢谢！', 'star': 3}
{'descr': '酒店的位置很好，其他方面就是如家风格……………………', 'star': 5}
{'descr': '离民航大巴下车点很近，不过不要坐到终点，要坐到全安广场站下', 'star': 5}
{'descr': '服务不错挺周到的，环境也不错。都ok，下次还来住 ', 'star': 5}
{'descr': '从机场搭巴士过来很方便，楼下就是机场巴士搭乘点 ，估计1小时以内都可以到达。\n房间也还干净整洁，缺点就是电视比较旧，然后电脑桌比较小。这还是商务房。然后就是走廊到电梯太绕太远了。', 'star': 5}
{'descr': '酒店位置不错，出门就是机场大巴。而且环境也很好，干净卫生。是我每次去必住的酒店。', 'star': 5}
{'descr': '酒店位置不错，去机场很方便，一贯的如家风格。', 'star': 5}
{'descr': '地理位置不错，去机场很方便，出门就可以坐机场大巴，房间很干净，服务也很好，就是房间小一点。', 'star': 5}
{'descr': '位置我觉得非常方便，楼下就是机场大巴，周边环境也可以，小吃也比较多！', 'star': 5}
{'descr': '总体感觉不错吧。挺干净,服务也好.就是隔音不太好,楼道里声音有点大...房间有点小...', 'star': 3}
{'descr': '性价比很高，服务也不错，以后还会去！订购方便！', 'star': 5}
{'descr': '交通方便，干净整洁，服务周到。我每次来长春基本都住这，是个不错的酒店。', 'star': 5}
{'descr': '酒店位置很好：机场大巴的下客站和上客站就在酒店门口，进出机场非常方便。\n房间较干净。\n', 'star': 5}
{'descr': '很不错啊 很适合小住下 很不错啊 很适合小住下 很不错啊 很适合小住下', 'star': 5}
{'descr': '距离虹口足球场还是挺近的，很干净，就是隔音效果不太好。。', 'star': 5}
{'descr': '酒店还是不错的，位置也可以，地铁很近，吃饭什么的也很方便。推荐。', 'star': 5}
{'descr': '乘坐机场大巴比较方便就在楼下，房间略小，隔音不太好。', 'star': 5}
{'descr': ' 网速暴慢！', 'star': 3}
{'descr': '很干净 虽然小 但是整洁大方 淋浴水很大 床也很大 电视机有点小 不过节目很多 空调效果也很好 很满意 100实在很便宜', 'star': 5}
{'descr': '酒店很好', 'star': 3}
{'descr': '环境很好，电视可以点播电影点播综艺节目', 'star': 3}
{'descr': '很不错 楼下就是机场 大巴 挺方便 周围吃饭也好找', 'star': 5}
{'descr': '交通方便。是一家很正常的连锁出差酒店。只是感觉酒店有点太大，客房太多了。', 'star': 1}
{'descr': '客户没有入住！酒店预定的到店时间是上午9~11点，客户上午8点45分左右到店，结果等了约半个小时被酒店告知由于客人多，要下午接近2点才能入住，客户非常不满意，另外找酒店入住了。以后再也不预定这个酒店了！', 'star': 1}
{'descr': '酒店服务很好，挺周到的，还给乘坐机场大巴的客人提供特殊的服务。', 'star': 5}
{'descr': '离办公事的地方特别近，但是房间实在是冷，本来预定2天，住了一天就换地方了。', 'star': 1}
{'descr': '房间小，隔音差，半夜有人打电话，很晚才睡着。不过确实坐机场大巴很方便，对长春不了解，又或者要赶飞机的可以选择下。在性价比上不推荐。', 'star': 1}
{'descr': '还不错，房间很多，就是空间狭隘了，楼下就是去龙嘉机场的大巴站点，做中转旅店很合适！', 'star': 5}
{'descr': '房间比较干净，就是房内有点冷，空调的制热也比不太好，其他方面还可以，另外洗手间最好能有个一次性刮胡刀', 'star': 5}
{'descr': '酒店位置很好 下楼就是机场巴士 需提前预定 不然很容易没房', 'star': 5}
{'descr': '交通方便，房间也不错，就是我住的对门是工作间，早上工作人员有些吵，没睡成懒觉', 'star': 5}
{'descr': '坐机场大巴方便，服务态度好，但房间有点冷。', 'star': 3}
{'descr': '地理位置不错，挺方便。服务态度也很好。但是，隔音比较差，酒店的餐厅价格也太高。暖气的话稍微差一点。', 'star': 5}
{'descr': '因为对面酒店装修，所有有装修的味道……其他都挺好的。机场大巴就在酒店院子里发车，非常方便', 'star': 5}
{'descr': '房间比较简陋，隔音效果是最大的一个问题，需要改进', 'star': 1}
{'descr': '机场大巴终点站，交通方便，环境不错。早餐很一般。', 'star': 5}
{'descr': '住在九楼，二部电梯只开一部，去的时候是走上去，因为电梯在搬运东西，能理解。但第二天上午离店结账，电梯又不开，我从九楼走到大堂的。为啥有二部电梯，还会发生这样情况，是否管理上有缺陷吗？', 'star': 5}
{'descr': '交通方便，卫生好，就是九楼会议室隔音差，有影响休息。应加强管理。', 'star': 5}
{'descr': '很方便，离机场大巴近在咫尺，酒店很干净，感觉不错', 'star': 5}
{'descr': '条件不错，快捷酒店自己出差时经常住，感觉很好，饭菜也可以。', 'star': 5}
{'descr': '各方面还行吧，就是隔音比较差一点，位置也蛮好。性价比也挺高的。', 'star': 5}
{'descr': '如家一贯的风格，温馨，服务也不错，离机场大巴站很近', 'star': 5}
{'descr': '环境，房间设施，服务太差。可惜了如家的品牌，再也不会去了！', 'star': 1}
{'descr': '还可以，世博期间，酒店人手有些不够,希望再提高服务质量！', 'star': 5}
{'descr': '房间还可以，只是上海世博会期间价格太高了，不值。', 'star': 5}
{'descr': '基本都不错，就是隔音效果不好！走道说话的声音，在房间都听得很清楚！', 'star': 5}
{'descr': '..', 'star': 5}
{'descr': '  成功入住.非常感谢', 'star': 5}
{'descr': '性价比来说，是不错的。只住一晚，没有太深刻的体验。总体来说还行。', 'star': 5}
{'descr': '世博期间这种价钱的已经算便宜的了~~1楼的房间是在太吵，隔音一塌糊涂。', 'star': 1}
{'descr': '交通方便，地理位置优越，坐机场大巴方便。', 'star': 5}
{'descr': '很方便.\r\n机场大巴的下车处.\r\n很干净.', 'star': 3}
{'descr': '很好的.很方便...坐机场大巴可以直达...在全安广场下...下车后.对面就是.', 'star': 3}
{'descr': ' 服务很好, 离机场大巴非常近', 'star': 5}
{'descr': '挺好的建议其他朋友入住,机场巴士非常的方便', 'star': 3}
{'descr': '酒店设施一般，订的商务大床房，房间比较小，但是离机场巴士近，去机场非常方便', 'star': 1}
{'descr': '    酒店附近吃饭很方便', 'star': 5}
{'descr': '房间布置很贴心。而且很干净。像我这样挑剔的人都没办法找到缺点啊。难怪可以做到全国连锁。如果下次出去旅游。我一定还选择如家。', 'star': 3}
{'descr': '干净，整洁，紧凑，服务贴心。真的跟到了家一样。', 'star': 5}
{'descr': '服务不错。环境可以。', 'star': 5}
{'descr': '地理位置不错，边上有机场大巴，但是附近没有大型商业中心。房间是标准的如家设施。现在如家都不提供茶叶包了，对习惯喝茶的人来说很不方便。', 'star': 5}
{'descr': '很旧 房间小 服务还行 吃饭交通也还行 ', 'star': 3}
{'descr': '环境还不错咯，卫生设施也不错，就是比想象中小点。离地铁站也不是很远，下次如果还去的话，会再去入住的', 'star': 5}
{'descr': '位置不错 服务也好 设施较新 性价比高 比较舒适', 'star': 5}
{'descr': '现在上海的酒店太贵了。\n原本100多远，涨了三倍。\n出了个插曲，昨天离开酒店用信用卡刷卡，酒店服务员忘记把现金押金退了。\n到了半路才想起，最后还好，服务员能帮我送到指定地点。', 'star': 5}
{'descr': '早餐再丰富些更好。电梯一部太少。其他满意。', 'star': 5}
{'descr': '非常好 还会继续光顾的 就是房间小了点 早上的热水不热   ', 'star': 5}
{'descr': '因为离办事的地点很近，所以订了这间酒店。房间给人的感觉比较陈旧，而且很吵。如果不是世博会导致房源紧张，平时根本不值这个价钱！', 'star': 1}
{'descr': '有点破旧，卫生状况一般，地理位置也一般，就是停车还算方便', 'star': 1}
{'descr': '出酒店门口就能坐上机场大巴,很方便!只是附近美食太少了,总体还不错!', 'star': 5}
{'descr': '酒店给人一种很温馨的感觉，很干净舒适，也很安静。设备齐全，最赞的是地理位置非常好，坐机场大巴超级方便！', 'star': 5}
{'descr': '还不错，只是临街，不是跟安静', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '名副其实的经济型酒店，价格不经济，但卫生、实施都很经济。设施已经很陈旧了', 'star': 1}
{'descr': '条件和价格还可以，就是位置不太好找。二店离地铁很近，应该会好些。', 'star': 5}
{'descr': '有点旧 房间略小 市口不错 服务也OK 门口就有机场大巴（有时间段）', 'star': 3}
{'descr': '环境还不错,预定时要求安排安静的房间,还比较满意。', 'star': 5}
{'descr': '就是房间小了一点。那天晚饭的菜有点偏咸。', 'star': 5}
{'descr': '酒店的位置很好，下面就有机场巴士。房间很干净，装饰很有家的感觉，就是有点小，总体上感觉很好！', 'star': 5}
{'descr': '酒店位置很好，楼下就有民航班车早6；30就有车去机场啦。吃也方便，对马路有个全安烤鸭店价格实惠量大，六楼的餐厅也蛮好的味好价也不贵，卫生间干净洗澡水很大很舒服的，去长春的朋友选那值得啊。', 'star': 5}
{'descr': '反正，还算不错吧，就是第二次入住时到店太晚被取消了，不知道这如家火成何种程度', 'star': 5}
{'descr': '很不错~', 'star': 5}
{'descr': 'good', 'star': 5}
{'descr': '还可以吧，出差凑合，早饭一般，下次可以考虑入住。', 'star': 5}
{'descr': '基本还可以。', 'star': 3}
{'descr': '基本还可以。', 'star': 3}
{'descr': '总体还可以', 'star': 5}
{'descr': '还算比较安静，房间不大，很干净。', 'star': 1}
{'descr': '总体不错', 'star': 5}
{'descr': '很好，性价比高\r\n', 'star': 5}
{'descr': '房间小，卫生差，但是位置极佳，门口就有机场巴士', 'star': 5}
{'descr': '房间很干净，位置也不错，枕头再舒服点就更好了！推荐！哈哈', 'star': 5}
{'descr': '交通方便，位置好。服务也可以，可以考虑。但是门的问题就像大家说的，形同虚设。', 'star': 5}
{'descr': '不错.干净宽敞温馨.下次还要去住.性价比高', 'star': 3}
{'descr': '周边比较安静，同样商铺不多\r\n\r\n需要走20分钟左右可到附件延长路用餐。', 'star': 3}
{'descr': '房间非常干净，周日百元房很值得', 'star': 5}
{'descr': '周边交通，餐饮不是很便捷。\r\n\r\n走到上海大学延长路30分钟左右。', 'star': 3}
{'descr': '1，房间太小（大床房）\r\n2，设施太差，卫生间门没有扶手，无台灯\r\n3，噪音大，包括房间隔音，卫生间上下水\r\n4，不会再住了，原谅我的点评', 'star': 1}
{'descr': '朋友需要的帮忙订的，价格是不错的。100现在能住这样的只能说很超值。但是酒店好坏就说不上了', 'star': 3}
{'descr': '如果不是在酒店内吃早饭 附近很难找到吃的。交通不是很方便。离开地铁等都有一段距离，比较吵闹。', 'star': 1}
{'descr': '在百元宾馆里它是最好的很不错的我喜欢', 'star': 3}
{'descr': '酒店不错很干净下次我还会订这个酒店', 'star': 5}
{'descr': '住的新春百元房，房间通风照明都很好，非常超值，但是地方稍微偏了点，早知道住虹口足球场二店了，离地铁线更近', 'star': 5}
{'descr': '价钱很值，地方差了点', 'star': 5}
{'descr': '还行吧。\r\n附近有虹口体育场&amp;延长路（上大）一条街。', 'star': 5}
{'descr': '酒店地理位置比较好,离当时要去的地方比较近,而且当时价格也不贵,入住条件也都还算可以吧,没什么问题.', 'star': 3}
{'descr': '性价比不错的一家快捷酒店,是帮来上海玩的朋友订的,朋友很满意', 'star': 5}
{'descr': '我感觉就是房间面积小了点,其它方面还是蛮不错的,价格方面也比较合适的,值得推荐', 'star': 3}
{'descr': '酒店的环境硬件设施都还不错，卫生服务也很好，价格合理适中，位置地段不是很好，出行交通不是很方便，其它都很不错，整体来讲还是很达标的连锁型酒店值得推荐入住。', 'star': 5}
{'descr': '入住那天因为下雨导致一楼楼道渗水，客房中浴室下水不好，搞得屋里潮气很重，因为只住宿一晚所以就凑合了。值得推荐的是，服务很好，很贴心，我们向前台提出的问题都得到了很好的解决，服务人员一直很耐心。', 'star': 5}
{'descr': '首先是性价比非常高，非常适合穷游迷．另外就是酒店的服务，房间的格局和布置非常舒适合理．这样的价格，没有缺点．', 'star': 5}
