{'descr': '垃圾，连热水都没有。', 'star': 1}
{'descr': '感觉不错', 'star': 3}
{'descr': '感觉不错', 'star': 3}
{'descr': ' 很好很干净', 'star': 3}
{'descr': ' 很好很干净', 'star': 3}
{'descr': '简单的设备很齐全,离景点都蛮近的,对面还有家肴肉馆和锅盖面的菜馆,很不错', 'star': 5}
{'descr': '简单的设备很齐全,离景点都蛮近的,对面还有家肴肉馆和锅盖面的菜馆,很不错', 'star': 5}
{'descr': '还好，住的特价大床，不错，就是停车位紧张', 'star': 5}
{'descr': '还好，住的特价大床，不错，就是停车位紧张', 'star': 5}
{'descr': '区位有优势，但价格不低；餐厅需要改进。建议价格148.', 'star': 5}
{'descr': '区位有优势，但价格不低；餐厅需要改进。建议价格148.', 'star': 5}
{'descr': '位置不错，周边环境也好，房间也比较大，性价比可以', 'star': 5}
{'descr': '位置不错，周边环境也好，房间也比较大，性价比可以', 'star': 5}
{'descr': '酒店还是不错的，服务也还可以，交通也比较方便，下次还会入住。', 'star': 5}
{'descr': '酒店还是不错的，服务也还可以，交通也比较方便，下次还会入住。', 'star': 5}
{'descr': '交通方便,停车不方便.第二次去了.\n大床房太小，比特价大床房小很多。\n服务不错，带了小孩，多要了床被子，很快就送来了。\n停车时，保安态度也不错。', 'star': 5}
{'descr': '交通方便,停车不方便.第二次去了.\n大床房太小，比特价大床房小很多。\n服务不错，带了小孩，多要了床被子，很快就送来了。\n停车时，保安态度也不错。', 'star': 5}
{'descr': '还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受', 'star': 5}
{'descr': '还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受，还不错，住了一晚上，可以接受', 'star': 5}
{'descr': '很好！', 'star': 3}
{'descr': '很好！', 'star': 3}
{'descr': '房间偏小了点，电视打开有点麻烦，空调的效果也不是很好，总体来说，还行，同类的快捷酒店中，还算不错。希望办理入住的速度能够更快一点，入住那天等了有半个小时。', 'star': 5}
{'descr': '房间偏小了点，电视打开有点麻烦，空调的效果也不是很好，总体来说，还行，同类的快捷酒店中，还算不错。希望办理入住的速度能够更快一点，入住那天等了有半个小时。', 'star': 5}
{'descr': 'good locations in the middle of city, clean room, reasonable price', 'star': 5}
{'descr': 'good locations in the middle of city, clean room, reasonable price', 'star': 5}
{'descr': ' clean room n good location', 'star': 3}
{'descr': ' clean room n good location', 'star': 3}
{'descr': '环境不错，很舒适！', 'star': 3}
{'descr': '环境不错，很舒适！', 'star': 3}
{'descr': '隔音差', 'star': 3}
{'descr': '隔音差', 'star': 3}
{'descr': '有网线，环境干净整洁，但是以房间的大小来看的话，这个价格有点高。\r\n         *Ginny*', 'star': 3}
{'descr': '有网线，环境干净整洁，但是以房间的大小来看的话，这个价格有点高。\r\n         *Ginny*', 'star': 3}
{'descr': '住的很舒服了  提供早中晚餐  对于不想出门吃饭的人  莫泰是个好选择', 'star': 5}
{'descr': '住的很舒服了  提供早中晚餐  对于不想出门吃饭的人  莫泰是个好选择', 'star': 5}
{'descr': '入住148元的特价房,房间比较小设施一般要是价格再便宜一点就好了,还有20元的券可以送.', 'star': 5}
{'descr': '入住148元的特价房,房间比较小设施一般要是价格再便宜一点就好了,还有20元的券可以送.', 'star': 5}
{'descr': '干净 卫生 服务态度也很好 周边吃的不多', 'star': 5}
{'descr': '干净 卫生 服务态度也很好 周边吃的不多', 'star': 5}
{'descr': '服务，环境都不错，房间的布置蛮干净的，挺满意的', 'star': 5}
{'descr': '服务，环境都不错，房间的布置蛮干净的，挺满意的', 'star': 5}
{'descr': '一定要带窗的房间，虽然房间小点。其他都不错', 'star': 5}
{'descr': '一定要带窗的房间，虽然房间小点。其他都不错', 'star': 5}
{'descr': '在10楼很安静！不错房间也大。就是门头太小拉', 'star': 5}
{'descr': '在10楼很安静！不错房间也大。就是门头太小拉', 'star': 5}
{'descr': '总体来说还可以，不过我住的房间临街。。。比较吵。。。。', 'star': 5}
{'descr': '总体来说还可以，不过我住的房间临街。。。比较吵。。。。', 'star': 5}
{'descr': '听出租车司机说以前是饭店，住进去发现可能真的是呢。。。。。像个小迷宫。。。', 'star': 5}
{'descr': '听出租车司机说以前是饭店，住进去发现可能真的是呢。。。。。像个小迷宫。。。', 'star': 5}
{'descr': '一般。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '一般。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '点评过一次了。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '点评过一次了。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '还可以的酒店，性价比还不错，下次来的话还会去住的。', 'star': 5}
{'descr': '还可以的酒店，性价比还不错，下次来的话还会去住的。', 'star': 5}
{'descr': '超值的酒店，很人性化，服务和位置都很好，住的也很好，干净卫生，强烈推荐', 'star': 5}
{'descr': '超值的酒店，很人性化，服务和位置都很好，住的也很好，干净卫生，强烈推荐', 'star': 5}
{'descr': '酒店餐厅不错，比一般的快捷酒店好多了，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '酒店餐厅不错，比一般的快捷酒店好多了，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '说起莫泰168酒店呵呵 又便宜又好~~ 客户和老板最喜欢的一家酒店之一，去到哪都说要预定这一家酒店，非常的推荐。', 'star': 5}
{'descr': '说起莫泰168酒店呵呵 又便宜又好~~ 客户和老板最喜欢的一家酒店之一，去到哪都说要预定这一家酒店，非常的推荐。', 'star': 5}
{'descr': '位置不错，停车场的师傅服务真热情，热水来的太慢。旁边工地在施工晚上有些吵', 'star': 5}
{'descr': '位置不错，停车场的师傅服务真热情，热水来的太慢。旁边工地在施工晚上有些吵', 'star': 5}
{'descr': '酒店一般，只是性价比不错。交通很方便。下次还会参考选择。', 'star': 5}
{'descr': '酒店一般，只是性价比不错。交通很方便。下次还会参考选择。', 'star': 5}
{'descr': '服务一般，房间有点小。。。。。。。。。。。。', 'star': 1}
{'descr': '服务一般，房间有点小。。。。。。。。。。。。', 'star': 1}
{'descr': '性价比比较高，低成本的自助游选这里挺合适的', 'star': 5}
{'descr': '性价比比较高，低成本的自助游选这里挺合适的', 'star': 5}
{'descr': '太吵，吵得一夜没睡着。性价比不高。建议住其他酒店。', 'star': 1}
{'descr': '太吵，吵得一夜没睡着。性价比不高。建议住其他酒店。', 'star': 1}
{'descr': '还行，就是网络一直不太好，经常一晚上都不能上网......', 'star': 1}
{'descr': '还行，就是网络一直不太好，经常一晚上都不能上网......', 'star': 1}
{'descr': '十地理位置好,购物很方便。房间设施简陋,但干净,舒适。', 'star': 3}
{'descr': '十地理位置好,购物很方便。房间设施简陋,但干净,舒适。', 'star': 3}
{'descr': '还不错！', 'star': 3}
{'descr': '还不错！', 'star': 3}
{'descr': '价格还可以，环境还不错，我已经住了2次了', 'star': 5}
{'descr': '价格还可以，环境还不错，我已经住了2次了', 'star': 5}
{'descr': '一切俱佳!', 'star': 3}
{'descr': '一切俱佳!', 'star': 3}
{'descr': ' 前台服务好,原订的特价房,到后发现没窗户,给予及时建议并调换!', 'star': 3}
{'descr': ' 前台服务好,原订的特价房,到后发现没窗户,给予及时建议并调换!', 'star': 3}
{'descr': '房间大小还可以,就是太矮了点,有点压抑,本次住的三楼,不知道上面情况如何?', 'star': 5}
{'descr': '房间大小还可以,就是太矮了点,有点压抑,本次住的三楼,不知道上面情况如何?', 'star': 5}
{'descr': '酒店设施不错', 'star': 3}
{'descr': '酒店设施不错', 'star': 3}
{'descr': ' 感觉很干净…市中心很好！！', 'star': 3}
{'descr': ' 感觉很干净…市中心很好！！', 'star': 3}
{'descr': '差点忘记来点评  帮同事订的 不错的，下次还在这里定 ，对于常常出差的倒是很方便呢', 'star': 5}
{'descr': '差点忘记来点评  帮同事订的 不错的，下次还在这里定 ，对于常常出差的倒是很方便呢', 'star': 5}
{'descr': '一般，卫生间堵塞，而且被褥有点脏。电视机都不是平板的，空调都没有，是什么空天换气扇，真的一般！只是交通方便点！', 'star': 1}
{'descr': '一般，卫生间堵塞，而且被褥有点脏。电视机都不是平板的，空调都没有，是什么空天换气扇，真的一般！只是交通方便点！', 'star': 1}
{'descr': '环境不错、很干净、服务员态度也很好、离市中心很近、下次还会住的。', 'star': 3}
{'descr': '环境不错、很干净、服务员态度也很好、离市中心很近、下次还会住的。', 'star': 3}
{'descr': '一个不错的酒店 值得信赖 环境 交通都可以', 'star': 5}
{'descr': '一个不错的酒店 值得信赖 环境 交通都可以', 'star': 5}
{'descr': '酒店的设施服务都不错，但现在边上就是工地，正在施工。对于这一点请大家注意。我来顶的时候就没有看到有设个说明。', 'star': 5}
{'descr': '酒店的设施服务都不错，但现在边上就是工地，正在施工。对于这一点请大家注意。我来顶的时候就没有看到有设个说明。', 'star': 5}
{'descr': '好评', 'star': 3}
{'descr': '好评', 'star': 3}
{'descr': '服务态度不好，房间太小，一个人住都觉得拥挤，其他还好！', 'star': 5}
{'descr': '服务态度不好，房间太小，一个人住都觉得拥挤，其他还好！', 'star': 5}
{'descr': '地点不错，很好找。\n交通也很方便，门口就是主干道。', 'star': 5}
{'descr': '地点不错，很好找。\n交通也很方便，门口就是主干道。', 'star': 5}
{'descr': '交通还不错，空间很大，也很干净，赞一个，只是隔音效果好像不是太好', 'star': 5}
{'descr': '交通还不错，空间很大，也很干净，赞一个，只是隔音效果好像不是太好', 'star': 5}
{'descr': '环境可以  交通方面  正好在大市口  虽然靠大街 但是很安静', 'star': 5}
{'descr': '环境可以  交通方面  正好在大市口  虽然靠大街 但是很安静', 'star': 5}
{'descr': '服务不错，很干净，就是由于旁边在盖楼，会有点影响', 'star': 5}
{'descr': '服务不错，很干净，就是由于旁边在盖楼，会有点影响', 'star': 5}
{'descr': '蛮不错的，就是浴室的玻璃是透明的，让人有点不太舒服，其他的还好~', 'star': 5}
{'descr': '蛮不错的，就是浴室的玻璃是透明的，让人有点不太舒服，其他的还好~', 'star': 5}
{'descr': '不错,很干净,还可以免费停车,地理位置也方便,下次再来', 'star': 5}
{'descr': '不错,很干净,还可以免费停车,地理位置也方便,下次再来', 'star': 5}
{'descr': '蛮好的，环境不错，很干净', 'star': 3}
{'descr': '蛮好的，环境不错，很干净', 'star': 3}
{'descr': '从交通、卫生、房型、舒适度等方面都很不错，只是旁边有工地施工，晚上较吵。', 'star': 5}
{'descr': '从交通、卫生、房型、舒适度等方面都很不错，只是旁边有工地施工，晚上较吵。', 'star': 5}
{'descr': '很不错 隔音效果很好 环境也很好 值得一去', 'star': 5}
{'descr': '很不错 隔音效果很好 环境也很好 值得一去', 'star': 5}
{'descr': '干净 菜味道不错～～～～～～～～～推荐！！！！！！！！！！！！！', 'star': 5}
{'descr': '干净 菜味道不错～～～～～～～～～推荐！！！！！！！！！！！！！', 'star': 5}
{'descr': '还不错，环境不错，但是隔音效果不是太好，对客服务还可以。', 'star': 5}
{'descr': '还不错，环境不错，但是隔音效果不是太好，对客服务还可以。', 'star': 5}
{'descr': '离市中心近，交通方便', 'star': 3}
{'descr': '离市中心近，交通方便', 'star': 3}
{'descr': '离火车站蛮近的，打车就起步价。服务也很好！物有所值！', 'star': 5}
{'descr': '离火车站蛮近的，打车就起步价。服务也很好！物有所值！', 'star': 5}
{'descr': '中央空调很暖和，房间干净整洁，整体来说不错。', 'star': 5}
{'descr': '中央空调很暖和，房间干净整洁，整体来说不错。', 'star': 5}
{'descr': '房间很大很宽敞，电脑桌下面这个隔板很不好，不注意的情况很容易碰膝盖。电视比较落后啦，其他感觉很不错！', 'star': 5}
{'descr': '房间很大很宽敞，电脑桌下面这个隔板很不好，不注意的情况很容易碰膝盖。电视比较落后啦，其他感觉很不错！', 'star': 5}
{'descr': '地点不错，环境差一些（附近是一个大工地），价格一般，但据说过几天要提价，不知为什么？', 'star': 5}
{'descr': '地点不错，环境差一些（附近是一个大工地），价格一般，但据说过几天要提价，不知为什么？', 'star': 5}
{'descr': '不錯,是外地人到鎮江的好住所,環境很舒適', 'star': 5}
{'descr': '不錯,是外地人到鎮江的好住所,環境很舒適', 'star': 5}
{'descr': '不错，性价比高，比想象中的干净了许多。就是店里没吃的，吃饭得到外边较远的地方。', 'star': 5}
{'descr': '不错，性价比高，比想象中的干净了许多。就是店里没吃的，吃饭得到外边较远的地方。', 'star': 5}
{'descr': '地处闹市区周围还有施工，可是关了窗户就一点不受影响，订的商务大床，很干净很舒服，推荐', 'star': 3}
{'descr': '地处闹市区周围还有施工，可是关了窗户就一点不受影响，订的商务大床，很干净很舒服，推荐', 'star': 3}
{'descr': '还好！！！！！！！！！还好还好还好还好还好还好还好还好还好', 'star': 5}
{'descr': '还好！！！！！！！！！还好还好还好还好还好还好还好还好还好', 'star': 5}
{'descr': '条件比较好，房子非常大。床睡着也舒服，值得再次入住。', 'star': 5}
{'descr': '条件比较好，房子非常大。床睡着也舒服，值得再次入住。', 'star': 5}
{'descr': '这里的被子很薄，空调是中央的 不太暖和 晚上睡着冷', 'star': 5}
{'descr': '这里的被子很薄，空调是中央的 不太暖和 晚上睡着冷', 'star': 5}
{'descr': '房间很舒服，住的方便，值得再次入住。可以推荐给朋友', 'star': 5}
{'descr': '房间很舒服，住的方便，值得再次入住。可以推荐给朋友', 'star': 5}
{'descr': '房间很好，很舒适。环境 卫生都让人很满意。', 'star': 5}
{'descr': '房间很好，很舒适。环境 卫生都让人很满意。', 'star': 5}
{'descr': '好得卵都跌好得卵都跌好得卵都跌好得卵都跌', 'star': 5}
{'descr': '好得卵都跌好得卵都跌好得卵都跌好得卵都跌', 'star': 5}
{'descr': '卫生，硬件实施，服务等等各方面都不错！地理位置在市中心，很方便！', 'star': 5}
{'descr': '卫生，硬件实施，服务等等各方面都不错！地理位置在市中心，很方便！', 'star': 5}
{'descr': '环境设施都不错，就是停车位太少，没地方停车', 'star': 5}
{'descr': '环境设施都不错，就是停车位太少，没地方停车', 'star': 5}
{'descr': '环境很好，服务一般', 'star': 3}
{'descr': '环境很好，服务一般', 'star': 3}
{'descr': '价格便宜, 别的没有特别的, 不是很喜欢', 'star': 5}
{'descr': '价格便宜, 别的没有特别的, 不是很喜欢', 'star': 5}
{'descr': '性价比很高的酒店！特别是商务间，房间很大，很舒服！', 'star': 5}
{'descr': '性价比很高的酒店！特别是商务间，房间很大，很舒服！', 'star': 5}
{'descr': '服务态度还可以，就是效率有点慢，加上最近有工地施工，晚上睡觉会比较吵！', 'star': 5}
{'descr': '服务态度还可以，就是效率有点慢，加上最近有工地施工，晚上睡觉会比较吵！', 'star': 5}
