{'descr': '交通方便，还可以。。', 'star': 3}
{'descr': '交通方便，闹中有静。\n汉庭统一的风格，大堂的书吧很好，非常适合经常出差的人。每天从外面回来，可以在书吧坐一会，喝杯咖啡，避免了回来就躺着。\n服务员很热情，服务周到。', 'star': 5}
{'descr': '房间还凑合，比较破旧，价格比较便宜，适合短期住宿的旅客', 'star': 5}
{'descr': '房间还凑合，比较破旧，价格比较便宜，适合短期住宿的旅客', 'star': 5}
{'descr': '房间环境很一般，装修也比较旧了，基本没什么人去，上网很慢，基本上网页都打不开。\n', 'star': 1}
{'descr': '房间环境很一般，装修也比较旧了，基本没什么人去，上网很慢，基本上网页都打不开。\n', 'star': 1}
{'descr': '还是比较干净，就是房间小点，就这价格也就这样了。', 'star': 5}
{'descr': '还是比较干净，就是房间小点，就这价格也就这样了。', 'star': 5}
{'descr': '很一般 ，还凑合。房间太小，还是一楼 ，早餐有点贵 ，明天吃吃看。\n', 'star': 5}
{'descr': '很一般 ，还凑合。房间太小，还是一楼 ，早餐有点贵 ，明天吃吃看。\n', 'star': 5}
{'descr': '服务态度很好，环境也不错，连锁店很方便，下一次还会选择。', 'star': 5}
{'descr': '服务态度很好，环境也不错，连锁店很方便，下一次还会选择。', 'star': 5}
{'descr': '地理位置不是很好 但是性价比相对较高 值得推荐', 'star': 5}
{'descr': '地理位置不是很好 但是性价比相对较高 值得推荐', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '酒店的位置挺方便，住得也很舒服，因为处理完事情后，很忙，所以才想到回复。', 'star': 5}
{'descr': '酒店的位置挺方便，住得也很舒服，因为处理完事情后，很忙，所以才想到回复。', 'star': 5}
{'descr': '在网上预定非常的方便，而且还可以修改时间，很方便，比较人性化~', 'star': 5}
{'descr': '在网上预定非常的方便，而且还可以修改时间，很方便，比较人性化~', 'star': 5}
{'descr': '房间小，透光不好，地理位置和价格还可以。', 'star': 3}
{'descr': '房间小，透光不好，地理位置和价格还可以。', 'star': 3}
{'descr': '因为妈妈在医大医院住院，所以很方便、房间很温馨且安全，价格也比周边几家差不多的酒店便宜。', 'star': 5}
{'descr': '因为妈妈在医大医院住院，所以很方便、房间很温馨且安全，价格也比周边几家差不多的酒店便宜。', 'star': 5}
{'descr': '性价比好，环境还行，也很干净，就是房间太小', 'star': 5}
{'descr': '性价比好，环境还行，也很干净，就是房间太小', 'star': 5}
{'descr': '价格很实惠，单人间很单人间，就洗手间有点小，总体来说挺不错的', 'star': 5}
{'descr': '价格很实惠，单人间很单人间，就洗手间有点小，总体来说挺不错的', 'star': 5}
{'descr': '酒店位置离机场大巴挺近，记得看介绍说有公交车，但是问前台怎么走的时候，只是不耐烦的告诉我打车，感觉服务态度不是很到位，房间很整洁，但是很冷，空调也不太好使，一开机就跟拖拉机一样，要么冷，要么被吵的睡不着觉', 'star': 1}
{'descr': '酒店位置离机场大巴挺近，记得看介绍说有公交车，但是问前台怎么走的时候，只是不耐烦的告诉我打车，感觉服务态度不是很到位，房间很整洁，但是很冷，空调也不太好使，一开机就跟拖拉机一样，要么冷，要么被吵的睡不着觉', 'star': 1}
{'descr': '感觉挺好，服务员的态度也不错，希望能在跟客人问好的时候要面向客人。', 'star': 5}
{'descr': '感觉挺好，服务员的态度也不错，希望能在跟客人问好的时候要面向客人。', 'star': 5}
{'descr': '真挺舒适', 'star': 3}
{'descr': '真挺舒适', 'star': 3}
{'descr': '汉庭总体感觉还不错，服务也很好，但卫生间太小，不足的是房间不隔音！', 'star': 3}
{'descr': '汉庭总体感觉还不错，服务也很好，但卫生间太小，不足的是房间不隔音！', 'star': 3}
{'descr': '服务很好，让宾客感觉到家的温暖！会向朋友介绍！', 'star': 5}
{'descr': '服务很好，让宾客感觉到家的温暖！会向朋友介绍！', 'star': 5}
{'descr': '也就是一个方便kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 5}
{'descr': '也就是一个方便kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 5}
{'descr': '设施陈旧  卫生让人觉得很脏 空间很小 无语了', 'star': 1}
{'descr': '设施陈旧  卫生让人觉得很脏 空间很小 无语了', 'star': 1}
{'descr': '房间环境还行，服务挺好，就是灯光有点暗。', 'star': 5}
{'descr': '房间环境还行，服务挺好，就是灯光有点暗。', 'star': 5}
{'descr': '非常差的一家店，可以说根本不值151元这个价位，不管早餐，服务冷漠，房间极小，几乎进门除了上床没有地方呆，顶多值100元以下的价位，这次被ELONG忽悠了。', 'star': 1}
{'descr': '非常差的一家店，可以说根本不值151元这个价位，不管早餐，服务冷漠，房间极小，几乎进门除了上床没有地方呆，顶多值100元以下的价位，这次被ELONG忽悠了。', 'star': 1}
{'descr': '设施陈旧，房间极小,连张椅子都放不下，必须坐在床上玩电脑，真的很差', 'star': 1}
{'descr': '设施陈旧，房间极小,连张椅子都放不下，必须坐在床上玩电脑，真的很差', 'star': 1}
{'descr': '不错的经济型酒店， 交通很方便， 每次都住这里', 'star': 5}
{'descr': '不错的经济型酒店， 交通很方便， 每次都住这里', 'star': 5}
{'descr': '房间很好，下次还来。服务比较不错，汉庭一贯风格', 'star': 3}
{'descr': '房间很好，下次还来。服务比较不错，汉庭一贯风格', 'star': 3}
{'descr': '房间稍微小点，但是汉庭在沈阳的客房当中属于价钱比较实惠的了。', 'star': 5}
{'descr': '房间稍微小点，但是汉庭在沈阳的客房当中属于价钱比较实惠的了。', 'star': 5}
{'descr': '酒店感觉一般', 'star': 5}
{'descr': '酒店感觉一般', 'star': 5}
{'descr': '房间虽然小了点，但是还不错的，值得推荐。', 'star': 5}
{'descr': '房间虽然小了点，但是还不错的，值得推荐。', 'star': 5}
{'descr': '干净，服务不错！地理位置便捷，去市中心非常的方便！！！！！！！！！', 'star': 5}
{'descr': '干净，服务不错！地理位置便捷，去市中心非常的方便！！！！！！！！！', 'star': 5}
{'descr': '很满意，服务员很热情，离太原街非常近。', 'star': 5}
{'descr': '很满意，服务员很热情，离太原街非常近。', 'star': 5}
{'descr': '还好吧~~推荐你们来。。。环境也可以，服务也行啊~~自己住着也蛮舒服的~~~', 'star': 5}
{'descr': '还好吧~~推荐你们来。。。环境也可以，服务也行啊~~自己住着也蛮舒服的~~~', 'star': 5}
{'descr': '装修的不是很好.昨天进去住还发现好多蚊子，配套设施不是很好。尽然连个刮胡刀都没有，郁闷！', 'star': 1}
{'descr': '装修的不是很好.昨天进去住还发现好多蚊子，配套设施不是很好。尽然连个刮胡刀都没有，郁闷！', 'star': 1}
{'descr': '还是挺不错的，位置方便一些，朋友找工作面试的时候帮朋友定的', 'star': 5}
{'descr': '还是挺不错的，位置方便一些，朋友找工作面试的时候帮朋友定的', 'star': 5}
{'descr': '房间布局比较有意思，服务态度非常不错。', 'star': 5}
{'descr': '房间布局比较有意思，服务态度非常不错。', 'star': 5}
{'descr': '酒店不错，服务态度好', 'star': 5}
{'descr': '酒店不错，服务态度好', 'star': 5}
{'descr': '很不错，房间的布局很有趣，就是位置稍微有点隐蔽。', 'star': 5}
{'descr': '很不错，房间的布局很有趣，就是位置稍微有点隐蔽。', 'star': 5}
{'descr': '中山广场附近小马路里，还算好找，标识很清楚；\r\n房间小了点', 'star': 3}
{'descr': '中山广场附近小马路里，还算好找，标识很清楚；\r\n房间小了点', 'star': 3}
{'descr': '地段还可以，附近吃饭的地方比较多，房间小了点。', 'star': 5}
{'descr': '地段还可以，附近吃饭的地方比较多，房间小了点。', 'star': 5}
{'descr': '适合去医大看病的外地人住，比较经济实惠', 'star': 5}
{'descr': '适合去医大看病的外地人住，比较经济实惠', 'star': 5}
{'descr': '交通很方便', 'star': 5}
{'descr': '交通很方便', 'star': 5}
{'descr': '位置较一般，其他还好。', 'star': 5}
{'descr': '位置较一般，其他还好。', 'star': 5}
{'descr': '服务态度很好，交通也很方便，人员也不吵，', 'star': 5}
{'descr': '服务态度很好，交通也很方便，人员也不吵，', 'star': 5}
{'descr': '交通方便很喜欢一个人入住汉庭干净卫生服务态度好', 'star': 5}
{'descr': '交通方便很喜欢一个人入住汉庭干净卫生服务态度好', 'star': 5}
{'descr': '酒店干净卫生，交通极其便利，出门就是地铁口，购物也方便，如果提供公用电脑使用服务就好了。室内有异味,空调异响。', 'star': 5}
{'descr': '酒店干净卫生，交通极其便利，出门就是地铁口，购物也方便，如果提供公用电脑使用服务就好了。室内有异味,空调异响。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '隔音效果不好', 'star': 1}
{'descr': '隔音效果不好', 'star': 1}
{'descr': '总体来说比较不错，距离医科大学比较近，服务一流，上下电梯也要刷卡，安全系数比较高，就是房间不太隔音', 'star': 5}
{'descr': '总体来说比较不错，距离医科大学比较近，服务一流，上下电梯也要刷卡，安全系数比较高，就是房间不太隔音', 'star': 5}
{'descr': '房间很小！没有衣柜！衣服就挂在墙上！房间不是一般的小！除了在床上，连放个板凳的地方都没有！房间很潮！真不忍心在说什么不好了', 'star': 1}
{'descr': '房间很小！没有衣柜！衣服就挂在墙上！房间不是一般的小！除了在床上，连放个板凳的地方都没有！房间很潮！真不忍心在说什么不好了', 'star': 1}
{'descr': '地点很好，经济实惠。', 'star': 5}
{'descr': '地点很好，经济实惠。', 'star': 5}
{'descr': '仅入住一次,服务不错,交通方便,但房间太小了,刚入住后就发现被罩是脏的,后又重新更换的房间.', 'star': 1}
{'descr': '仅入住一次,服务不错,交通方便,但房间太小了,刚入住后就发现被罩是脏的,后又重新更换的房间.', 'star': 1}
{'descr': '还行吧', 'star': 3}
{'descr': '还行吧', 'star': 3}
{'descr': '就是房间太小了', 'star': 5}
{'descr': '就是房间太小了', 'star': 5}
{'descr': '卫生还行，就是房间太小了', 'star': 3}
{'descr': '卫生还行，就是房间太小了', 'star': 3}
{'descr': 'bucuo  就是有点偏', 'star': 3}
{'descr': 'bucuo  就是有点偏', 'star': 3}
{'descr': '很不错，相当满意', 'star': 3}
{'descr': '很不错，相当满意', 'star': 3}
{'descr': '性价比很高的一家酒店，非常适合出差人士入住，房间干净，也很大，总之下回我还会继续入住。', 'star': 5}
{'descr': '性价比很高的一家酒店，非常适合出差人士入住，房间干净，也很大，总之下回我还会继续入住。', 'star': 5}
{'descr': '整体感觉汉庭是不错的连锁经济型酒店，再有能免费早餐就好了', 'star': 5}
{'descr': '整体感觉汉庭是不错的连锁经济型酒店，再有能免费早餐就好了', 'star': 5}
{'descr': '房间空间很小，室温也不太理想，春节期间入住的，屋子里有点冷。\r\n床品是最让我失望的地方，被套有破损，床单上还有没洗干净的血渍……', 'star': 1}
{'descr': '房间空间很小，室温也不太理想，春节期间入住的，屋子里有点冷。\r\n床品是最让我失望的地方，被套有破损，床单上还有没洗干净的血渍……', 'star': 1}
