{'短评内容': '没有早餐', '短评打分': 4}
{'短评内容': '日用品很好，就是电视差了一些，总体来说是首选', '短评打分': 5}
{'短评内容': '挺便宜，不过旁边在修地铁有点吵，前台客服倒是挺礼貌耐心', '短评打分': 5}
{'短评内容': '性价比很高的酒店，服务态度也不错，唯一的缺点是旁边的大厦在施工，稍微有点吵。', '短评打分': 5}
{'短评内容': '房间的床舒服，热水足~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '挺不错的，价格不贵，整体设施还可以。地理位置也算是常平挺热闹的地带，周边设施挺多。', '短评打分': 5}
{'短评内容': '挺不错的酒店，干净，也很安静。。。。。。。。。。', '短评打分': 5}
{'短评内容': '住宿环境不错，服务员态度很好，就是在数码房里面登录QQ后被盗了，靠，纵横Q十多年第一次被盗~~~郁闷了', '短评打分': 5}
{'短评内容': '干净，卫生，如家的感觉，缺点：房间的隔音不怎么好', '短评打分': 5}
{'短评内容': '环境不错，地理位置佳，服务态度好，就是隔音效果有点不是很好，不论早晚隔壁是不是有XXOO的声音会传到自己房间来……', '短评打分': 5}
{'短评内容': '很干净，交通方便', '短评打分': 3}
{'短评内容': '房間大小還行，就是燈光暗了些，另外隔音效果不好', '短评打分': 3}
{'短评内容': '比较干劲，房间没有描述那么大，酒店隔音确实不太好，旁边建筑工地有点吵。', '短评打分': 5}
{'短评内容': '酒店环境一般，价格高了点。服务可以。', '短评打分': 3}
{'短评内容': '房间很好，性价比很高，空间比较大，地理位置很好', '短评打分': 5}
{'短评内容': '还不错，价格适当，也还安静,离火车站也不是很远，', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '环境不错，干净整洁', '短评打分': 3}
{'短评内容': '离闹区还是比较近的，还是比较方便的。房间够大，不会那么挤。就是插座少点，尤其是床边有个插座更好。', '短评打分': 5}
{'短评内容': '干净，舒适，服务态度好，还会来入住的', '短评打分': 3}
{'短评内容': '住的不错，干净~~但是隔音效果不怎么样~~~还会去住的~~', '短评打分': 5}
{'短评内容': '地方不错，住的也挺好的，但是隔音效果真不怎么样~~~', '短评打分': 5}
{'短评内容': '服务员态度很好，进出都会打招呼，商务房很大，就是隔音效果不太好，走道上的声音听的很清楚。', '短评打分': 5}
{'短评内容': '交通方便，吃饭也还行，就是最近在刷油漆，走廊有味道。', '短评打分': 5}
{'短评内容': '干净卫生 服务良好 安全舒适 前台的态度服务很好', '短评打分': 5}
{'短评内容': '酒店很一般，没有暖气且隔音不好。', '短评打分': 3}
{'短评内容': '莱斯\n不错蛮好的，酒店环境不错，附近吃的也不少，就是没有无线网', '短评打分': 5}
{'短评内容': '挺好的，房间够大够安静，服务也不错，本来的房间有些吵，说换就给换了', '短评打分': 5}
{'短评内容': '环境不错！和我出差的公司在一栋楼上！省事！', '短评打分': 5}
{'短评内容': '房间是靠街的，附近在修地铁，吃饭还比较方便。是加盟店。', '短评打分': 5}
{'短评内容': '很喜欢。还想办张会员卡来着.就是隔壁施工晚上有点不好。', '短评打分': 5}
{'短评内容': '很干净，很舒适，很温馨，安全，服务态度很好，价格比较适中，但是入住客人有的很吵，服务员可以了解客人什么时候退房，不然打扰人家休息，尤其深夜，很可惜没有浴缸，大道修路，外出吃饭有点不方便，', '短评打分': 5}
{'短评内容': '特价房都是靠马路的，晚上睡觉比较吵。床单上还残留有毛发', '短评打分': 3}
{'短评内容': '房间窗户挺大，比火车站没有窗户的舒服多了，房间面积也比较大，卫生条件可以，就是旁边现在在搞建设，有点吵，可以要求安排相对安静的房间', '短评打分': 5}
{'短评内容': '满干净的、服务还好。价格满便宜的。以后还会在来的。', '短评打分': 5}
{'短评内容': '服务员态度差，洗脸盆不出水。', '短评打分': 3}
{'短评内容': '1)Good Services, 2)Clean Room, 3)Good location.\nNeed to improve: 1) Front Desk need to be tidy, coz a bit messy.\n2)Need to buy some new towels.\n    ', '短评打分': 5}
{'短评内容': 'A very good accomodation hotel, strongly recommend! For the price you pay, worth it!', '短评打分': 5}
{'短评内容': '很好！会再回去住！近乐购，去天湖打的20而已！', '短评打分': 5}
{'短评内容': '要的是特惠房，感觉挺超值的，卫生还行，交通也方便。', '短评打分': 5}
{'短评内容': '房间非常大，干净，服务好，是我住的最舒服一次的如家快捷酒店。', '短评打分': 5}
{'短评内容': '整体环境不错，唯一不足就是床有点小。', '短评打分': 3}
{'短评内容': '酒店干净，安静，服务到位。卫生间的热水很充足，洗浴方便。位处镇中心地带，周边商店很多，购物方便。\n不足：网速太慢，有时连网页都打不开。\n总体来说，对于一家经济型酒店，是比较值得的入住选择。', '短评打分': 5}
{'短评内容': '房间不错，相当大，服务很好!', '短评打分': 3}
{'短评内容': '酒店服务态度开不错，房间比较干净，美中不足的是房间太小', '短评打分': 5}
{'短评内容': '总体不错，还可以，实惠，就是没有刮胡刀,有胡子的人就不方便', '短评打分': 5}
{'短评内容': '大床房房间小，异味重、被子、酒店残旧，房间隔音差。', '短评打分': 1}
{'短评内容': '十入住后房间温馨、整洁、下干净，下次我继续考虑住如家！', '短评打分': 3}
{'短评内容': '房间很干净也很便宜。', '短评打分': 3}
{'短评内容': '房间不错，不过服务员太不熟练，但是态度都不错', '短评打分': 5}
{'短评内容': '服务态度很不错的', '短评打分': 3}
{'短评内容': '小地方价格便宜！连锁店舒适度有保证！房间很大！出门方便！早餐很差！不如吃泡面！', '短评打分': 5}
{'短评内容': '\r\n定好了特惠房\r\n到了之后高说没有了', '短评打分': 3}
{'短评内容': '感觉还不错！', '短评打分': 3}
{'短评内容': '环境还不错，价格实惠。服务也可以，我还是比较喜欢的。', '短评打分': 5}
{'短评内容': '房间是标准的如家房间，但是好多房间没有窗户，我住的房间是豪华商务房，只有朝透光井的一扇小窗。比较憋屈。\n\n另外，这里没有如家早餐。', '短评打分': 1}
{'短评内容': '环境跟价钱都非常不错，房内设置方便人性化，服务也不错。\n只是抽水马桶坐着不太舒服，洗漱台窄了点。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '干净，房间大，就是电视不怎么大.......', '短评打分': 5}
{'短评内容': '经济型的酒店相对来说还行，就是办入住速度有点过慢。其他的都还一般。', '短评打分': 5}
{'短评内容': '位置比较方便，交通便利，价格适中，下次还会来住', '短评打分': 5}
{'短评内容': '第一次去东莞常平就选的这家酒店，性价比很高的酒店，交通便利，服务热情', '短评打分': 5}
{'短评内容': '環境不錯，環境乾淨衛生，服務人員很親切也能常替客人著想，藝龍網的訂房比他們貴了一些，若有會員卡及現在他們有推新活動，房價就差了二十幾塊，不過藝龍網就是方便吧，賣的是服務跟便利。', '短评打分': 5}
{'短评内容': '靠马路的房间有点吵，总之在经济酒店中还行。', '短评打分': 5}
{'短评内容': '近期价格变动大，希望加以改进················', '短评打分': 5}
{'短评内容': '房间里还好，就是靠街那边稍微有点吵，价格倒是实惠的', '短评打分': 3}
{'短评内容': '卫生不错，环境舒适。附近有超市购物方便。', '短评打分': 5}
{'短评内容': '经常住这酒店，主要是价格适中     ····', '短评打分': 5}
{'短评内容': '也蛮干净的，价格合理，以后还还还还还还还还还还还还还还还还会住', '短评打分': 5}
{'短评内容': '酒店蛮干净交通算方便', '短评打分': 3}
{'短评内容': '环境很好的 相当不错 离乐购很近的 方便的很', '短评打分': 5}
{'短评内容': '酒店感觉还是很干净·································', '短评打分': 5}
{'短评内容': '位置偏了点\n房间卫生不是很好 桌子下面还有垃圾\n进门那一块空落落的 没有进门就觉得舒适的感觉。\n不过服务人员态度不错 赞！', '短评打分': 1}
{'短评内容': '整体给人感觉不错，房间也比较舒服，但是就是酒店位置稍微有些偏', '短评打分': 5}
{'短评内容': '很安静，卫生也不错，环境感觉很舒适，下次去还住这里', '短评打分': 5}
{'短评内容': '本来预定的是标准间，后来改成商务大床房了，房间很干净的，服务态度也不错', '短评打分': 5}
{'短评内容': '+房间挺好挺干净，价位也合理', '短评打分': 5}
{'短评内容': '酒店环境很好，房间布局不错，墙体颜色是黄山和粉色的，被褥和床单是粉红色的，房间卫生很干净，服务员很热情周到。', '短评打分': 5}
{'短评内容': '环境很好，干净，舒适，价格也很合理，交通也比较便利。', '短评打分': 5}
{'短评内容': '我住的是商務房，房間很大。也很整潔。前台服務人員工作效率也快。', '短评打分': 5}
{'短评内容': '    卫生、服务、房间的隔音不错，不足之处：\r\n    1、我所住的房间面积虽然不小，但床与电视桌之间的通道太窄！——行走不便；\r\n    2、早餐品种少，宁可走远些到外面吃早餐。', '短评打分': 5}
{'短评内容': '本来在外地用如家不错，结果这家如家大失所望。房间又小。影响如家品牌的形象', '短评打分': 1}
{'短评内容': '房间很大，干净卫生', '短评打分': 5}
{'短评内容': '酒店位置还不错，住的特价房，房间稍小了一点，还不错，就是枕头太高了。', '短评打分': 5}
{'短评内容': '酒店的位置虽然离市中心有些远，但离我们考察的地方比较近，酒店的服务，环境也还说的过去，毕竟经济型酒店，这样的环境也挺好的了', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都很一般,位置也很偏.', '短评打分': 1}
{'短评内容': '本人2009年1月30日和31日住宿，感觉环境还不错。交通也还挺方便的。坐车去东莞火车站和常平汽车站就10来分钟，购物的也挺方便，附近有一个乐购超市，走路5，6分钟的样子就可以到。', '短评打分': 5}
{'短评内容': '酒店的位置很好，而且感觉很舒服，位置方便。', '短评打分': 5}
{'短评内容': '作为宇龙队员，我也常上网看网友对该酒店的评价后才会入住，由于很多地方的网友入住后对于该酒店的评价由于各种原因没有入写下来给后来人做个参考，造成了其它人的不方便，因此本着对大家负责任的原则呼吁大家入住后，无论发与否都将其写入来给后来者一个中肯的参考，那将会令我们的旅游质量越来越好！&lt;br /&gt;\n&lt;br /&gt;\n本人是08年10月26日入住的，发觉是如家在中国地区最大的面积的客房', '短评打分': 3}
