{'短评内容': '差', '短评打分': 2}
{'短评内容': '酒店整体服务令人满意。周边是春园海鲜广场和海鲜大排档一条街，离明珠广场也十分近。很方便。客房和楼道装修别致，很亲民。蜜月房设计优雅，空气流通好。唯一缺点就是洗澡水压很小，洗手池水龙头没有热水。', '短评打分': 5}
{'短评内容': '看了网上的点评，抱着试试看的心态订了该酒店，因为第二天要转去亚龙湾住，所以选择了这家又经济又方便的酒店，位置很好找，就在春园海鲜广场的斜对面，吃海鲜非常的方便，当天我是晚班机到的酒店，房间非常干净、卫生，服务员态度也很好，我需要吹风筒、棉签等额外服务，他们都有求必应，而且他们的枕头也很舒服，酒店的左手边大概30米的位置就有正宗的后安粉汤，才4元每碗。去海边也很近，走路也就10分钟左右。下次还会选择', '短评打分': 5}
{'短评内容': '房间还算好 就是有点吵 外出很方便 就是不好找', '短评打分': 5}
{'短评内容': '位置还不错，住的也比较舒服，就是觉得房间灯光暗点', '短评打分': 5}
{'短评内容': '订这个房间的目的是结束亚龙湾之旅中午酒店结帐后到三亚机场坐晚上7：30的飞机回家，顺便慕名到三亚玩半天吃吃海鲜，同时也好让宝宝有个地方睡个午觉，所以挑了个近第一市场和海鲜街的酒店，总的说来到168吃海鲜还是挺方便的，就在旁边不远，街没什么可逛的，丽莱就是经济型的这个价格也是可以的，不能有太高要求，房间还算干净，也不大（可能刚住完亚龙湾酒店的套房有点落差），由于只待在房间时间不长，吃完海鲜6：00就', '短评打分': 5}
{'短评内容': '不错啊', '短评打分': 5}
{'短评内容': '酒店屋子很小，在两个楼的中间建的酒店，打开窗户就是隔壁楼的墙，所以没有说“窗户”；只有一盏红色的灯，屋子里面昏昏暗暗的，适合于年轻的小男女，和互相不认识的男女在一起住，那是相当有情调啊；标准间的床中间有个平板，所以两个床可以合并在一起；价格上和附近旅店相比较高，性价比非常差。不推荐', '短评打分': 1}
{'短评内容': '出门即到春园还是很方便的！', '短评打分': 5}
{'短评内容': '这个酒店的位置就在春园海鲜的斜对面，晚上这边真的是灯红酒绿推杯换盏的繁华啊，旁边还有明珠广场也算是当地上些档次的商场了，楼下还有12路车5站就可以到第一市场，一路沿河，风景好不惬意。\r\n酒店里的卫生和客房服务都不错，装潢也很有些风格，不像一般酒店那般死板，闹中取静，也没有恼人的噪声从街上传来，很好。\r\n再说说不足，酒店的电视有些老化了，屏幕上有一大块红色的色差。\r\n酒店不能刷卡，浪费我现金。\r\n最', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '601就是空调不够凉，性价比好，', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境能，位置都不错', '短评打分': 5}
{'短评内容': '611房间空调极差！！！只有风没制冷！！！卫生纸一点点！没有浴巾！中午办入住等了30多分钟，没有空调，没有风扇。服务员人手少。总机打不进，网线不能上网。服务员是慢性子，结账的时候都不知道怎么开发票（估计新手）。门卡都非常有历史沧桑感。我只是作为钟点房入住，纯粹是为了等夜班飞机找个地方歇脚放行李而已。\r\n\r\n优点是离第一市场打车6块。', '短评打分': 1}
{'短评内容': '基本没什么好的，就是价格便宜', '短评打分': 1}
{'短评内容': '还可以，楼下有海鲜排档', '短评打分': 5}
{'短评内容': '虽然看到一些客人对该酒店的点评（大部分都是不建议推荐的），在预定的时候考虑价钱还是订了两个晚上。和老公是凌晨1点多到的三亚，打车要60元到丽莱，因为记住他绿色的门帘，要不在一排旅店下还真难找啊。是一个很简约的酒店，跟网上的照片差不多，住宿环境还可以，就是临近街道早晚都有些吵，还有就是住在同一层的客人素质可不怎么样，大半夜的开始收拾东西，大人小孩一起喊，建议酒店管理人员应该提醒提前走的客人注意保持安', '短评打分': 5}
{'短评内容': '该酒店 与它的价格相比有些偏高，可能是 春节期间的原因吧。要是注重一下小的 洗漱用具的质量和层次的话  回提升一下客人的满意度吧', '短评打分': 5}
{'短评内容': '设施与家庭旅馆差不多，价格却贵了很多。早上声音很吵。', '短评打分': 1}
{'短评内容': '噪声大了点，服务还不错，到春园吃海鲜很方便，之所以选一般，是因为和 级酒没法比。', '短评打分': 1}
{'短评内容': '没见过这么恶心的酒店，严重不推荐！~', '短评打分': 1}
{'短评内容': '服务不错', '短评打分': 5}
{'短评内容': '感觉很一般', '短评打分': 1}
{'短评内容': '酒店与春园隔街相望，交通位置不错。下楼就是琼阳和明润。\n酒店设施一般，窗口离旁边的住宅相当近，不得不随时拉上窗帘。\n洗手间没有窗子和排风扇，味道不是一般的刺鼻。', '短评打分': 1}
{'短评内容': '此酒店的位置相当不错,吃的,玩的都很地道!', '短评打分': 5}
{'短评内容': '房间隔音差，走廊里进进出出吵得很', '短评打分': 1}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '很一般', '短评打分': 1}
{'短评内容': '酒店硬件条件不错，也挺干净的，出行方便，就是价格高。', '短评打分': 3}
{'短评内容': '花钱享受不到什么', '短评打分': 1}
{'短评内容': '酒店的位置很好很方便出行.服务和性价比也相对来讲不错，不过卫生和设施条件就很一般了.综合水平来讲也是过得去的', '短评打分': 3}
{'短评内容': '本以为会比住招待所之类的要好点，结果根本就是和几十块钱一晚的招待所一样。电视机都老化得不能看了；厕所里感觉脏兮兮的；窗户对着对面的旅店，一直都只能拉上窗帘，晚上或者出去时还不敢开着窗户，怕有人会爬进来（房间里也有温馨提示要客人记得关窗户）；空气不好，空调也不好，房间里有股味道，湿湿的；地面铺瓷砖，服务员做完入住前的打扫后，还能看到地面留有很多头发，感觉很脏。和招待所不同的是：配了毛巾、浴巾之类；有', '短评打分': 1}
{'短评内容': '房间没有窗户，价格比周围其他旅馆贵多了，我到吉祥街另一家单人间只有70元，还是有窗户的。', '短评打分': 1}
{'短评内容': '酒店的位置不错，硬件条件还可以，环境也算是挺不错的，价格适中，还是可以推荐的。', '短评打分': 3}
