{'短评内容': '一直在这住 还不错', '短评打分': 5}
{'短评内容': '经销商下线了，来洛阳的机会会减少了。给酒店提个建议，希望能增加简餐服务', '短评打分': 5}
{'短评内容': '一直以来喜欢这间酒店的风格，闹中取静，交通方便，值得推荐', '短评打分': 5}
{'短评内容': '开始定的是单人房，进去一看小得有点吓人了。\n后来前台给换了标间，感觉还可以了，装修很有特色，服务态度也还可以，唯一要加强的是对人员素质的培训，应该让客人觉得是住在400多一晚的酒店。\n并且酒店跟其他的楼层共用电梯，感觉不好，胎节约了萨。\n早餐一般，可以将就，能吃饱。总体感觉还是要加强投入，不管是资金还是管理精力。', '短评打分': 5}
{'短评内容': '挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好', '短评打分': 5}
{'短评内容': '这家酒店的价钱是四星级标准，可是设施和服务却连快捷酒店都不如。虽然从网上照片远远看去似乎是整个一座大楼，但实际上这家酒店和许多其他单位共用一座楼，其中只有三层是这家酒店，其余都是别的单位。网上的照片有很大的欺骗性。\n\n大堂很小，很简陋，像旅游公司的接待处，根本不像酒店。去二层一家健身中心的酒店客人之外的人也和客人一起使用到客房的电梯，客房电梯口也没有任何人把守，客房的安全性毫无保障。房间里（所谓的', '短评打分': 1}
{'短评内容': '对这家酒店只有二个字失望！！！出发之前做了很多功课，几乎把洛阳的酒店都研究了一遍才决定住这里，但是到达酒店后非常失望。订的是翠谷回声情侣房，到了酒店后前台主动询问我们要不要换到布拉格之春标间，因为布拉格之春的房间面积比翠谷回声大很多，同经理上去看了下房间，决定换到布拉格之春。酒店房间确实很大，但是一进去房间就有一股臭臭的味道，我喷了很多香水，感觉才稍微好的。酒店的热水供应是一个大问题，晚上准备洗澡', '短评打分': 1}
{'短评内容': '晚上楼下施工太吵了，也没办法解决。\n酒店发票用完了，但过了两天就寄到。', '短评打分': 5}
{'短评内容': '交通比较方便，早餐也比较好，门前正在修路，停车不是很方便。', '短评打分': 5}
{'短评内容': '酒店有点小贵，不过服务非常好，特别是早餐，九点结束，即便是你九点去也会保证有新炒的蔬菜，非常好。', '短评打分': 5}
{'短评内容': '优点：1.交通方便，去王城公园和其他景点比较方便。2.酒店内部环境比较干净整洁，服务员打扫比较仔细。3.节日期间价位比较合适。\n缺点：1.公主房面积稍小。2.房间隔音效果不是太好。', '短评打分': 5}
{'短评内容': '1、地理位置好，在老洛阳博物馆的马路对面，参观旅游、餐饮购物都很方便，而且有多路公交车到达，在市中心医院、中国银行洛阳分行下车即可。\n2、酒店各楼层的服务员态度热情，服务到位。\n3、酒店4、5、6层楼的装饰风格各有不同，在入住前可与酒店前台联系说明您要订的房型，推荐您入住朝南面的房间比较安静。\n4、酒店早餐一般，以中餐为主。\n5、酒店网速很快。\n6、出于安全的考虑，建议房间内配备逃生路线图。\n7、', '短评打分': 5}
{'短评内容': '很有特色的酒店，房间里铺的是毛茸茸的地毯，床是圆的。早餐差点', '短评打分': 5}
{'短评内容': '情侣间面积太小了吧，跟描述的不符合啊··设计可以看出是下了功夫的，很有情调', '短评打分': 5}
{'短评内容': '酒店房间太小，并且有一排房间隔间不是很好，可以听到汽车的喇叭声。空调效果不错，服务整体来讲还可以。我住了四晚，刷的信用卡，后来的预售款都没有返到我的卡上，因为我是凌晨三点走的，我朋友住到下午才退的房。酒店说是按四星级标准修建的，但并不是真正的挂牌四星。', '短评打分': 1}
{'短评内容': '快捷酒店，感觉不干净，毛巾什么的都比较脏感觉，房间还可以，枕头超级小！', '短评打分': 1}
{'短评内容': '房间布置有特色，卫生和服务也不错！地理位置还可以！', '短评打分': 5}
{'短评内容': '新开酒店，装修很好，设施新，入住感觉不错,就是性价比不是最好', '短评打分': 5}
{'短评内容': '还可以，算比较干净,离开市区比较近。。。', '短评打分': 5}
{'短评内容': '酒店非常有特色，住的挺好的，和老婆在一起很舒心。', '短评打分': 5}
{'短评内容': '酒店各个方面都非常不错，是我喜欢的类型！！！！！！！', '短评打分': 5}
{'短评内容': '还是挺不错的。下次还是会去住。。。。。。。', '短评打分': 5}
{'短评内容': '具有浓重的捷克风格，异域风情，别具一格。', '短评打分': 5}
{'短评内容': '很好，每个房间都有自己的不同风格，很有特色。', '短评打分': 5}
{'短评内容': '这家还是一家不错的酒店，就是店内设施稍显陈旧，停车场还要走到酒店另一边 \n', '短评打分': 5}
{'短评内容': '服务比以前好很多了，感觉越来越好了。。。。。。。。。。。。 \n', '短评打分': 5}
{'短评内容': '房间紧凑、略小，早餐基本没什么吃的，性价比不甚理想', '短评打分': 1}
{'短评内容': '离我办事的地方很近，下次还会再入住，装修风格挺好的。', '短评打分': 5}
{'短评内容': '  房间虽小 但温馨舒适 最好加个电脑桌', '短评打分': 3}
{'短评内容': '地段好，房间干净，就是有点紧凑，空调很暖和。楼下的健身房不是酒店的，酒店住客要使用需要50块一次，太坑爹。', '短评打分': 5}
{'短评内容': '客房服务贴心，环境干净.但酒店餐厅的服务有待改善。', '短评打分': 5}
{'短评内容': '一般般，靠近马路的那边早晨好吵，大厅比较小', '短评打分': 5}
{'短评内容': '价格不贵。装修看上去花了心思，但是细节好像不够。房间有点小。', '短评打分': 5}
{'短评内容': '小而精致,卫生间设置比较大气.总体可以. \n', '短评打分': 5}
{'短评内容': '酒店服务态度好，位置好，门口修路很难走，靠近马路的房间噪音大。', '短评打分': 5}
{'短评内容': '好像有点小！', '短评打分': 3}
{'短评内容': '酒店不错，虽然星级不高，但是装修的挺有味道。床比较大，但是枕头只给一个，不太舒服。有个别房型淋浴间太小了，脸碰墙啊', '短评打分': 5}
{'短评内容': '全景图片里的房间不会给定你，你拿到的房间会很小，打开房间门穿过一个3米左右的走廊拐个弯才能看到房间，没有通透的玻璃隔断卫生间，因为有半面隔断是建筑结构柱子，通透的玻璃隔断只有一半不到，也没有房间门口处的衣柜，有的只是一个衣服挂杆，漂亮的飘窗当然也是没有的，有的是一个窗台高度一米一左右的平窗，图片里的躺椅也没有踪影，上网。。。。您别想了。。。。无线网络信号时有时无，根部无法连接，酒店的台式机压根没接', '短评打分': 1}
{'短评内容': '住的房间和网上的图片不一致，很失望！', '短评打分': 3}
{'短评内容': '离博物馆近，比较新，还不错。', '短评打分': 3}
{'短评内容': '酒店位置不错，在繁华商业区，装修有特色，停车位在酒店外人行道上，车位少', '短评打分': 5}
{'短评内容': '酒店很漂亮，一开始因为跟我在网上选的房间样式不一样有了点争执，看最后解决，各项设施非常好，空调很暖和', '短评打分': 3}
{'短评内容': '好。服务非常人性化，同事恰巧过生日，还意外地收到了生日蛋糕！受到了大家的好评，呵呵。', '短评打分': 5}
{'短评内容': '总体感觉不错，价格偏贵。空调不知道怎么搞，很多时间都不能开，好像就是晚上开一会儿。', '短评打分': 5}
{'短评内容': '销魂的圆床啊，太柔弱太舒服了，爬上去就不想下来了。\n其它优点：\n1、免费矿泉水，好像不够可以再要，没试过。\n2、美标的水池和龙头。\n3、干湿两双拖鞋。\n4、在洛阳地区算是装修不不错的了。\n缺点：\n1、马桶太差了，居然可以左右摆动。\n2、淋浴间调水温的时候肯定会被冷水淋到。\n3、圆床房都是靠马路的。\n4、早饭一般。\n\n另外房间里都有电脑，个人觉得没有必要，应该让客人来选是否带电脑。\n第一天出门的时候', '短评打分': 5}
{'短评内容': '标准房不错，情侣房太小，还有就是情侣房的洗澡间门要改进', '短评打分': 5}
{'短评内容': '房间装修风格别具特色，干净整洁，早餐虽不丰富，但都是刚烧好的菜。缺点房间隔音效果不是很好。', '短评打分': 5}
{'短评内容': '旅游酒店，房间比较小，服务态度、装修都还可以，\n\n', '短评打分': 5}
{'短评内容': '旅游酒店，房间比较小，服务态度、装修都还可以，', '短评打分': 5}
{'短评内容': '房间很整洁，干净卫生，接待员很热情，服务态度很好。', '短评打分': 5}
{'短评内容': '酒店太小，服务设施简单，地毯有点脏。酒店太小，服务设施简单，地毯有点脏。酒店太小，服务设施简单，地毯有点脏。', '短评打分': 1}
{'短评内容': '酒店比较吵，早上很早就被吵醒了。酒店比较吵，早上很早就被吵醒了。酒店比较吵，早上很早就被吵醒了。', '短评打分': 1}
{'短评内容': '预定的翠谷回声情侣大床房，房间干净，服务不错，床也睡得舒服；但就是房间面积大约只有20平米左右，离介绍的30平米差的很远，显得房间很挤，带的包较多也无处可放；早餐很丰盛，吃起来也可口；周围有王府井百货等，购物也方便。值得推荐！', '短评打分': 5}
{'短评内容': '位置好,购物、吃饭和去景点都很方便，房间设施新。但服务有待提高。', '短评打分': 5}
{'短评内容': '还可以吧，就是第二天涨价了，不爽不爽啊！', '短评打分': 5}
{'短评内容': '是这次旅行中价格与质量相差最悬殊的一家酒店，卫生间很小，地面不干净，离四星的标准差太远，还需要加强。', '短评打分': 1}
{'短评内容': '房间很干净，风格典雅，感觉不错', '短评打分': 3}
{'短评内容': '房间比较新，比较大，装修很有特色，位置还可以，距离机场不太远', '短评打分': 5}
{'短评内容': '整体感觉不错，就是单间房间有点小，但床很舒服，热水很好', '短评打分': 5}
{'短评内容': '酒店位置不错，停车方便，周边配套齐全，6楼的标间很漂亮，尤其是床和枕头都很舒服，但单间较小。', '短评打分': 5}
{'短评内容': '服务态度还行，就是中间热水坏了一下午，555555555555555555555555555555555555555', '短评打分': 5}
{'短评内容': '位置好、房间够大、洗手间小、周围环境吵、前台效率有待提高。', '短评打分': 5}
{'短评内容': '不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店', '短评打分': 5}
{'短评内容': '位于城市黄金地段，地理位置非常好，去哪里都非常方便。房间内部装修很时尚，只是面积有些小。早餐挺不错，总之还比较不错。', '短评打分': 5}
{'短评内容': '还不错，就是房间小了些还不错，就是房间小了些还不错，就是房间小了些还不错，就是房间小了些还不错，就是房间小了些', '短评打分': 5}
{'短评内容': '环境不错，赞', '短评打分': 3}
{'短评内容': '很好的房间像星级酒店早餐也不错就是距离老城很远', '短评打分': 3}
{'短评内容': 'haohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohao', '短评打分': 5}
{'短评内容': 'haohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohao', '短评打分': 5}
{'短评内容': '酒店外观和房间标价不符，没有让人感觉不值。酒店内部设施不错，交通不方便，开车东边出不去，造成不平衡的心理。', '短评打分': 1}
{'短评内容': '精致的酒店. 设施\\服务都不错,性价比好. 就是房门隔音较差, 而且未装门镜, 不太方便............................', '短评打分': 5}
{'短评内容': '在这样的旅游城市，这样的价位和服务，个人觉得还是较不错的酒店，值得推荐。（为什么点评非得50个字以上？莫名其妙！）', '短评打分': 5}
{'短评内容': '位置很好，房间很时尚，用具比较考究，早餐也不错，但面积不大，淋浴房太小，如果价格能将100元，性价比会比较高。适合年轻情侣入住。', '短评打分': 5}
{'短评内容': '酒店房间干净整洁，布置格调优雅，早餐丰盛可口，入住客人也都很有品位，性价比绝对超值，非常满意，希望下次还能入住。\n', '短评打分': 5}
{'短评内容': '非常不错，现在有早餐了，并且品种比较丰富。酒店位置在市中心，周围景点比较多。希望下次还要入住。并且觉得双人间比大床房比较划算。', '短评打分': 5}
{'短评内容': '较好，服务员热情。房间较大，性价比较高，推荐。', '短评打分': 5}
{'短评内容': '酒店房间干净整洁，布置格调优雅，标间里还有一个可供小孩子睡觉的小沙发床，匠心独具，早餐丰盛可口，入住客人也都很有品位，性价比绝对超值，非常满意', '短评打分': 5}
{'短评内容': '很有特色,很温馨', '短评打分': 3}
{'短评内容': '此次入驻，服务的意识以及床上用品都比较差，打了折扣。没有上次感觉好', '短评打分': 5}
{'短评内容': '廁所地有積水，我只要求一張地巾鋪地，但服務員說不能給我，而旦態度極差！我從未見過這麼兇的服務員。', '短评打分': 1}
{'短评内容': '感觉小了些，门脸，服务还算可以，毕竟是在洛阳的繁华区', '短评打分': 5}
{'短评内容': '酒店房间有点小，厕所太小了，转身都有点难。酒店大堂冷冰冰的。', '短评打分': 1}
{'短评内容': '还不错。。。\n标准间比较大，但情侣房比较小\n服务态度挺好\n早餐一般', '短评打分': 5}
{'短评内容': '还不错的酒店 位置好 装修有些情调  \n换了三人间 很舒适 \n 早餐简单但吃着舒服\n酒店保安很实在', '短评打分': 5}
{'短评内容': '不错。入住赶上停电，店方很热情，减免了部分房费。', '短评打分': 5}
{'短评内容': '每次来都住这里。早餐还不错，尤其服务态度很好～！洛阳的！一般吧！', '短评打分': 5}
{'短评内容': '酒店装修挺有特点，但是服务有待提高，送一个吹风机需要四十分钟，而且吹风机风速特别小，只能凑乎用，希望酒店以后提高服务质量，最好每个房间都配有吹风机，提高酒店品质！', '短评打分': 5}
{'短评内容': '设备新环境乾净，入住时还送了一盘小苹果，早餐也还行。\n缺点是窗户隔音差，马路上的动静听的非常清楚，还有洗澡的热水温度不稳定。', '短评打分': 5}
{'短评内容': '我是第一次去，到的时候是凌晨的4点左右。车一到门口，就有工作人员跑出来帮助拿行李。并一路帮我拿到房间。服务真的很好。住的很舒服，早餐也很好。下次去洛阳肯定是首选。', '短评打分': 5}
{'短评内容': '地处市中心，交通方便，房间面积较大，设施都是新的，很不错。', '短评打分': 5}
{'短评内容': '酒店还何以，安静安全，服务还行，下次再来', '短评打分': 5}
{'短评内容': '酒店的位置很好，对面是洛阳博物馆及王城公园。订的是天鹅之梦公主房，到店后没房只好改为伏尔塔瓦行政房。波西米亚只是店名而已，能体现波西米亚风格的只有一对碎玻璃做的罐子，室内环境及卫生间设计为简约设计，家具又使用欧式设计。从设计角度看显得名不副实。但值得称赞的是从门口保安，总台，楼层服务员都很热情周到，结账离店后本以为手机拉房间了，回房间去找没有，楼层服务员帮着打手机号码找，最后还是总台帮着打电话从行', '短评打分': 5}
{'短评内容': '非常棒，房间设计很好，很时尚，就是一次性用品很小气\n下次继续入住，', '短评打分': 5}
{'短评内容': '卫生间设置不够合理，还有过一次可能弱电间出现问题，电话、电视、网络都没有信号，热水需要开启很长时间才有，早餐种类少，且缺乏洛阳特色饮食。由于同楼单位较多，夜间仍有装修声。\n值得肯定的几个方面是酒店地段不错，服务人员态度较好，整体比较干净卫生。希望尽快完善相关设施设备，要配得起房价。', '短评打分': 1}
{'短评内容': '酒店位置很好,非常近吃的地方,最好的便是那大圓床,很舒服!', '短评打分': 5}
{'短评内容': '破旧，有骚扰！破旧，有骚扰！破旧，有骚扰！破旧，有骚扰！破旧，有骚扰！破旧，有骚扰！破旧，有骚扰！', '短评打分': 1}
{'短评内容': '酒店交通位置不错，旁边就是王府井百货。装修也很有异域风情。美中不足是早餐种类很少。', '短评打分': 5}
{'短评内容': '住了所谓的公主圆床房，感觉房间的设计不是很合理，让人觉得只是一种噱头。另外酒店的软件方面还有待加强，早餐基本没什么吃的。希望以后有所改进。', '短评打分': 1}
{'短评内容': '酒店不错，环境还好。早餐简单。卫生间没有门比较奇怪。', '短评打分': 5}
{'短评内容': '房间名字有点那个啥，不过总的来说还不错，挺新的', '短评打分': 5}
{'短评内容': '价格比较有优势，总体来说还是不错的，下次还会考虑', '短评打分': 5}
{'短评内容': '到酒店已是晚上8点多，酒店的保安服务不错，一直帮助提行李到房间。进房间空调、电脑、洗脸池下水都出现问题。还好都及时解决。卫生用品一般。感觉软件比硬件好。', '短评打分': 5}
{'短评内容': '位置好，交通方便，新开张的酒店。房间隔音不够好。', '短评打分': 3}
{'短评内容': '很久没到洛阳，这个酒店环境不错，边上的烧烤很好吃\n酒店很新，好像是刚开业没多久，唯一遗憾的是离开的时候前台竟然说发票用完了。', '短评打分': 5}
{'短评内容': '酒店很新，很干净。就是门口停车不是很方便。车位很少而且何时都是满的，根本没法停车。', '短评打分': 5}
{'短评内容': '再次光临，住了不同的房间，还是要赞一下，前台服务好结账超速度', '短评打分': 3}
{'短评内容': '没有发票，开过来尽然是会务费，说只能开这个票，哎，最后好像是对方的经理才说可以给住宿票，很奇怪啊\n', '短评打分': 1}
{'短评内容': '房间很别致', '短评打分': 3}
{'短评内容': ' 住过最烂的酒店之一，房间潮湿，装修低档、早餐很少且烂！前台接待**态度恶劣！ 第一次发评论！真是！', '短评打分': 5}
{'短评内容': '房间很大，也很干净，但是没有酒店介绍的那么神秘。总体来说还可以，就是价格相对比较高', '短评打分': 5}
{'短评内容': '交了两天的押金，第一天却被问是否退房。第二天一早5点多被敲门敲醒，问我是不是有火警。这种以前想都想不到的问题都让我遇上了，彻底无语~~~', '短评打分': 1}
{'短评内容': '酒店很新，内部装修不错，服务也还可以。前台服务员指路的能力有待提高。', '短评打分': 5}
{'短评内容': '不错，房间够大，价格公道，值得一试，还会选择', '短评打分': 5}
{'短评内容': '很不错的酒店，就是没住到希望的圆床房很遗憾。', '短评打分': 5}
{'短评内容': '多次入住了，挺好的。就是早饭简单了一些。', '短评打分': 5}
{'短评内容': '总体不错，早饭有待提高', '短评打分': 3}
{'短评内容': '地理位置非常好，就是房间小了一点。早饭有些简单。', '短评打分': 5}
{'短评内容': '已经入住，酒店环境不错，服务也可以，办理入住手续很快，赞一个', '短评打分': 3}
{'短评内容': '价格算是洛阳比较实惠的了，装修很漂亮。房间里有电脑，可惜我的屋子没有冰箱，早餐种类不是很多，但是都挺好吃的，服务员也热情。', '短评打分': 5}
{'短评内容': '干净，房间布置的也有情调，服务也不错，圆床很特别。送的水果也不错。总体来讲，性价比还算比较高的。\n如果再细节方面再提高一点点，相信酒店还能提高一个档次，例如：\n- 房间内没有衣橱，只有衣架；\n- 房间内可以再放盒面巾纸；\n- 毛巾浴巾有点硬（北方水硬的关系），可以在洗涤后漂洗时可以加点柔顺剂。\n- 现在早餐在大厅里。据说很快就可以搬到三楼了，早餐品种、质量可以再提高点。\n- 卫生间沖淋房内可以增设', '短评打分': 5}
{'短评内容': '1、地点还算不错，紧挨着洛阳最好的“王城公园”；\n2、但是招牌不醒目，各位要注意找找；\n3、内部装修都很新；\n4、服务很迅速，前台特别客气，因为入住的时候，重新装修才8个月，所以，内部人员磨合还是欠缺；\n5、洗漱用品、洁净程度，值得推荐。', '短评打分': 5}
{'短评内容': '房间太小阿， 服务态度还可以，但是房间太小。关键是发票有问题，不能够给与店名一样的发票有点担心，他们可能也是不是故意的，但是正规的酒店。。。。这是起码的东西。。。', '短评打分': 1}
{'短评内容': '我们已入住洛阳波西米亚洒店，该酒店卫生好。', '短评打分': 3}
{'短评内容': '预定的标间，入住一晚赶第二天上午的飞机。空间比较合适，卫生满意，大厅一般，早餐一般，晚上没有餐饮服务。有一定的不方便性。总体还可以。', '短评打分': 5}
{'短评内容': '很好，很干净，很温馨，有家的感觉。地理位置也不错。建议价格再优惠点。最低329的价格在洛阳偏高', '短评打分': 5}
{'短评内容': '第一次入住。酒店大堂不大，但布置较为精致。前台服务人员热情周到。房间为简约风格，听说有好几种不同欧洲风格的房型。', '短评打分': 5}
{'短评内容': '门脸太小，出租车都不知道。离王府井咫尺之遥，方便。', '短评打分': 5}
{'短评内容': '不错， 干净。家具布置有风格，只是浴室是透明玻璃的墙，如果不是一家人入住，或许会有点尴尬噢！ 推荐。', '短评打分': 5}
{'短评内容': ' 新的酒店 门口不太好找 但家具用品干净 风格特别 还送来小果盘 让人开心 如果能把房间的异味除去就更好了', '短评打分': 3}
{'短评内容': '酒店比较时尚，很适合年轻人居住，要是价格再便宜一点就好了', '短评打分': 5}
{'短评内容': '很好的酒店。\n我本来定的是大床房，去了之后前台的经理说让我看看标间和大床房，让我选择，后来调成了标间，比大床房大很多。\n房间的设备也很新，房间里还有一个长沙发，可以躺的那种。房间里还有红酒的酒架和酒杯。\n前台的小姑娘也很热情。\n最后还送了一张VIP卡。\n就是有点小遗憾，卫生间的地方有点小，浴室应该再有个可以关上的门就更好了。', '短评打分': 5}
{'短评内容': '整体不错，地方也好找，靠近老洛阳博物馆和王城公园！装修挺有特色，各个楼层不一样的风格，推荐非牡丹节期间去入住，这个价格还可以！另外需要说一点，卫生间太透了，且南向有个学校，早晨会做个早操啥的！总体还是不错的！', '短评打分': 5}
{'短评内容': '酒店还可以，设施很新，还在装修中，地处繁华地段。', '短评打分': 5}
{'短评内容': '房间很欧式，不错，', '短评打分': 3}
{'短评内容': '地理位置不错，环境很好。房间很不错干净，有电脑不用自己带本本，免费上网就是网速太慢。就是门脸太小不容易找。交通比较便利，但入住的时候有的楼层正在装修有些吵。比较满意。', '短评打分': 5}
{'短评内容': '环境不错，就是早餐人太多了。价格在洛阳来说也不便宜', '短评打分': 5}
{'短评内容': '很好的酒店，服务意识很强，让人感到很亲切。唯一的缺点是洗脸间设计没有考虑到自带盥洗用品和化妆品的旅客，没有地方可放东西。', '短评打分': 5}
{'短评内容': '房间环境优雅时尚，服务也不错，就是早餐感觉太一般了。', '短评打分': 3}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '服务态度好，酒店环境不错，综合看还是很不错的。建议：酒店餐厅过小，不妨尝试大一点儿', '短评打分': 3}
{'短评内容': '很有品位的酒店，交通方便，在中州中路上，对面是王城公园和博物馆，但餐厅简陋了些。', '短评打分': 5}
{'短评内容': '风格很好，有欧洲特色，房间还有阳台，很不错，就是早餐的地方有点局促', '短评打分': 5}
{'短评内容': '位置比较便利，靠近王城公园，这几天看牡丹正当时。房间比较干净。不好的地方是：酒店不能提供午餐和晚餐，卫生间小，且没有浴缸，下次不想去了。。。', '短评打分': 5}
{'短评内容': '地理位置还可以，价格太贵!房间卫生可以，早餐很一般。', '短评打分': 3}
{'短评内容': ':我们定的情侣房，设施挺新，房间很小，转不开身。服务还行。', '短评打分': 3}
{'短评内容': '牡丹花会期间入住两个晚上，总体感觉是非常棒的酒店，设计欧洲古典风格，印象派油画装饰，很喜欢大堂墙壁的油画；设施一流，服务一流。\n\n美中不足，卫生间与四星级不符，与经济型酒店差不多大小。\n房间没有多余衣架，尤其公主房，只有两个衣架，洗衣服明显不够用，结果还是跑去附近超市买了小衣架。\n\n另外，早餐实在简单了，而且是在大堂的夹层感觉不舒服。', '短评打分': 5}
{'短评内容': '性价比很高的一家酒店，前台服务挺好，办理入住手续很快，房间很大，环境挺好，唯一不足的是衣柜很小，希望可以改善', '短评打分': 5}
{'短评内容': '设施还不错，干净整齐，交通也比较方便，就是服务人员的积极性差一些', '短评打分': 5}
{'短评内容': '不错啊……装修不错……为啥有人不推荐呢？我觉得很好……值得推荐。我住两次了……', '短评打分': 3}
{'短评内容': '刚刚装修完，酒店环境很好\n位置在市中心，早餐还需改进过于简单了。', '短评打分': 5}
{'短评内容': '还不错 就是价格贵 早艹艹艹.。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间有点小，没有主动送早餐，和网上预订时的期望差距甚大。', '短评打分': 1}
{'短评内容': '交通便利，房间大，干净！而且舒适，就是洗澡水有点小！', '短评打分': 5}
{'短评内容': '房间小，卫生还行。这个价格貌似有点贵。\n总的说来还算不错', '短评打分': 5}
{'短评内容': '酒店的设施还行，就是洗澡时放了很多凉水才变热。有些太浪费了。', '短评打分': 5}
{'短评内容': '酒店环境很不错，挺有感觉。前台服务员也很热情，离店时还送了一张价值80元的vip会员卡。', '短评打分': 5}
{'短评内容': '房间布置非常不错，走道里时刻都有清洁工在打扫，很干净。', '短评打分': 5}
{'短评内容': '房间只有早饭，没有午饭没有晚饭，但总体环境还是不错的。', '短评打分': 5}
{'短评内容': '房间名字很好听，内部装饰不错，就是房间小了一点。', '短评打分': 5}
{'短评内容': '这个酒店是我的洛阳之行感觉最不好的地方，服务极差！！\n一来就给我安排一个没有窗户的房间，我还特别订的公主房园床，这就是公主房的待遇。经过半天的交涉，终于换了个房间，他们还很有理的说，因为你没有特别注明要窗户，所以就没窗户，这是服务行业说的话？\n每次一进电梯，就有一股刺鼻的消毒水味道，酸酸的，很恶心！进了房间，味道也很难闻，开窗很久也散不掉。晚上睡觉，发现房门竟然不能反锁，让我睡得很不踏实！\n早上吃', '短评打分': 1}
{'短评内容': '酒店为欧式和新古典的装修风格，硬件设施不错，房间较大，我住的房间包含一个6~7米的飘窗，适合情侣入住，服务也不错，由于是淡季，还升级了房间。只是房间隔音稍差，墙板略薄。', '短评打分': 5}
