{'descr': '前台很差', 'star': 2}
{'descr': '服务挺好…环境也不错…整体感觉很满意…', 'star': 3}
{'descr': '在次入住,房间的下水有问题,下得非常慢,很不方便,希望酒店能检查并维护.', 'star': 5}
{'descr': '在次入住,房间的下水有问题,下得非常慢,很不方便,希望酒店能检查并维护.', 'star': 5}
{'descr': '酒店位置不错,很热闹.但晚上回来只能在外面就餐.', 'star': 5}
{'descr': '酒店位置不错,很热闹.但晚上回来只能在外面就餐.', 'star': 5}
{'descr': '房间还不错 不过房间里的电脑卡的没法用啊', 'star': 3}
{'descr': '房间还不错 不过房间里的电脑卡的没法用啊', 'star': 3}
{'descr': '环境好，位置好，卫生好，安静，舒适，服务人员及前台的服务也不错。不足的是，早餐质量应该提高。', 'star': 5}
{'descr': '环境好，位置好，卫生好，安静，舒适，服务人员及前台的服务也不错。不足的是，早餐质量应该提高。', 'star': 5}
{'descr': '环境条件不错,地理位置很好,离车站很近!就是特价房间比较旧,总体满意!', 'star': 5}
{'descr': '环境条件不错,地理位置很好,离车站很近!就是特价房间比较旧,总体满意!', 'star': 5}
{'descr': '＋确实不错 环境很好 主要是逛街方便', 'star': 3}
{'descr': '＋确实不错 环境很好 主要是逛街方便', 'star': 3}
{'descr': '安静，卫生，景色也很漂亮，值得一住，服务态度在天津这样的城市也算非常好的', 'star': 5}
{'descr': '安静，卫生，景色也很漂亮，值得一住，服务态度在天津这样的城市也算非常好的', 'star': 5}
{'descr': '此次入住热水 不错,环境安静.但电视信号不太稳定,有干扰.', 'star': 5}
{'descr': '此次入住热水 不错,环境安静.但电视信号不太稳定,有干扰.', 'star': 5}
{'descr': '很不错的连锁酒店，内部布置肯定超过如家和莫泰。但是房间不能烧热水喝，还有就是隔音实在差了点。', 'star': 3}
{'descr': '很不错的连锁酒店，内部布置肯定超过如家和莫泰。但是房间不能烧热水喝，还有就是隔音实在差了点。', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '酒店地理位置很好，前台服务态度很好，房间硬件设施不是很完善。', 'star': 5}
{'descr': '酒店地理位置很好，前台服务态度很好，房间硬件设施不是很完善。', 'star': 5}
{'descr': '房间隔的较小，虽然总的面积挺大，厕所及浴室里边挺窄的，总体一般', 'star': 1}
{'descr': '五星级服务，环境很好，就是白天热水不够给力。', 'star': 5}
{'descr': '五星级服务，环境很好，就是白天热水不够给力。', 'star': 5}
{'descr': '酒店服务热情周到，房间干净，环境不错，值得推荐。', 'star': 5}
{'descr': '酒店服务热情周到，房间干净，环境不错，值得推荐。', 'star': 5}
{'descr': '酒店的设备齐全，非常的方便', 'star': 3}
{'descr': '楼下就是步行街，酒店房间很大很干净，值得推荐。', 'star': 5}
{'descr': '楼下就是步行街，酒店房间很大很干净，值得推荐。', 'star': 5}
{'descr': '到店以后，首先遇到了停车问题，负责停车的大爷很好，也很热情，让我觉得天津人民的热情。但是这个热情几乎没有停留2分钟，就被前台的两位男服务员消失殆尽了，态度非常差，语气也不好。想想算了，反正也是出来玩，就入住了！结果房间里特别冷，没有暖风，以至于在屋里还要穿着棉服待者，跟客服反映后，客服告诉我锅炉没有问题，我觉得特别可笑，不管你锅炉有没有问题，但是让花了钱的客户在屋里受冻这难道不是事实吗？后来经过多', 'star': 1}
{'descr': '到店以后，首先遇到了停车问题，负责停车的大爷很好，也很热情，让我觉得天津人民的热情。但是这个热情几乎没有停留2分钟，就被前台的两位男服务员消失殆尽了，态度非常差，语气也不好。想想算了，反正也是出来玩，就入住了！结果房间里特别冷，没有暖风，以至于在屋里还要穿着棉服待者，跟客服反映后，客服告诉我锅炉没有问题，我觉得特别可笑，不管你锅炉有没有问题，但是让花了钱的客户在屋里受冻这难道不是事实吗？后来经过多', 'star': 1}
{'descr': '酒店位置很好，环境也不错，就是洗澡水不是很热...', 'star': 5}
{'descr': '酒店位置很好，环境也不错，就是洗澡水不是很热...', 'star': 5}
{'descr': '酒店干净、服务好、地势好、价格也比较合理，但是在服务的细节方面还是需要加强，比如餐厅服务时间，以及增加洗衣间等方面，这样会更加吸引一些长包房客户，便捷、亲切、温馨为特色！', 'star': 5}
{'descr': '酒店干净、服务好、地势好、价格也比较合理，但是在服务的细节方面还是需要加强，比如餐厅服务时间，以及增加洗衣间等方面，这样会更加吸引一些长包房客户，便捷、亲切、温馨为特色！', 'star': 5}
{'descr': '位置很好，周围也比较静，房间里面也不错！总之就是推荐！', 'star': 5}
{'descr': '位置很好，周围也比较静，房间里面也不错！总之就是推荐！', 'star': 5}
{'descr': '浴室内门没有把手，差点把自己关在里面出不来。淋浴花洒是固定的，不好用\n床具等卫生还行', 'star': 1}
{'descr': '浴室内门没有把手，差点把自己关在里面出不来。淋浴花洒是固定的，不好用\n床具等卫生还行', 'star': 1}
{'descr': '南苑e家商务连锁酒店（天津渤海店）位置很满意，房间也很不错，整体来说很不错！', 'star': 5}
{'descr': '南苑e家商务连锁酒店（天津渤海店）位置很满意，房间也很不错，整体来说很不错！', 'star': 5}
{'descr': '  浴室门居然里面没拉手 水也小  咳失望', 'star': 3}
{'descr': '  浴室门居然里面没拉手 水也小  咳失望', 'star': 3}
{'descr': '位置很满意，房间也很不错，就是我们所住的房间的窗户很小，显得很闷，不过整体来说很不错！', 'star': 5}
{'descr': '位置很满意，房间也很不错，就是我们所住的房间的窗户很小，显得很闷，不过整体来说很不错！', 'star': 5}
{'descr': '到店后，整个酒店当晚热水不能正常使用，酒店给出了还算令人满意的折扣，并上门道歉，当晚给送了两个暖瓶。第二天早上就能正常洗澡了，酒店服务态度还不错！只是办理入住时有点慢。', 'star': 5}
{'descr': '到店后，整个酒店当晚热水不能正常使用，酒店给出了还算令人满意的折扣，并上门道歉，当晚给送了两个暖瓶。第二天早上就能正常洗澡了，酒店服务态度还不错！只是办理入住时有点慢。', 'star': 5}
{'descr': '没热水 没暖气 地理位置好，离劝业场近 房间还算干净', 'star': 1}
{'descr': '没热水 没暖气 地理位置好，离劝业场近 房间还算干净', 'star': 1}
{'descr': '酒店环境还行就是刚进去的时候空调不热', 'star': 3}
{'descr': '酒店环境还行就是刚进去的时候空调不热', 'star': 3}
{'descr': '环境还不错  主要是对出差的朋友来说位置比较方便  服务不错', 'star': 5}
{'descr': '环境还不错  主要是对出差的朋友来说位置比较方便  服务不错', 'star': 5}
{'descr': '挺好～', 'star': 3}
{'descr': '挺好～', 'star': 3}
{'descr': '商務雙間夠大交通便捷。', 'star': 3}
{'descr': '商務雙間夠大交通便捷。', 'star': 3}
{'descr': '定的高级大床 屋里很冷，没有暖气 而且空调只有晚上8点到第二天早上8点有热风，晚上11点多 洗澡时热水突然没有了  哎~', 'star': 1}
{'descr': '定的高级大床 屋里很冷，没有暖气 而且空调只有晚上8点到第二天早上8点有热风，晚上11点多 洗澡时热水突然没有了  哎~', 'star': 1}
{'descr': '是一座很老的建筑，对此有兴趣的朋友一定可以考虑，几十年前的建筑内部。\n房间很小，且不规范，最无法忍受的是11月份竟没有空调，晚上很冷，也无法洗澡。不如到对面的国民饭店。', 'star': 1}
{'descr': '是一座很老的建筑，对此有兴趣的朋友一定可以考虑，几十年前的建筑内部。\n房间很小，且不规范，最无法忍受的是11月份竟没有空调，晚上很冷，也无法洗澡。不如到对面的国民饭店。', 'star': 1}
{'descr': '酒店位置还可以，位于步行街旁，但是房间卫生不太好，而且凌晨入住没有热水，空调噪音大，隔音效果也不好。', 'star': 1}
{'descr': '酒店位置还可以，位于步行街旁，但是房间卫生不太好，而且凌晨入住没有热水，空调噪音大，隔音效果也不好。', 'star': 1}
{'descr': '地理位置很优越  装修也不错~', 'star': 3}
{'descr': '地理位置很优越  装修也不错~', 'star': 3}
{'descr': '酒店位置很好，空间大，很满意。', 'star': 3}
{'descr': '酒店位置很好，空间大，很满意。', 'star': 3}
{'descr': '订了个高级大床房，空间挺小的，空调还不好使，门锁还是坏的。就是酒店地点好一点', 'star': 1}
{'descr': '订了个高级大床房，空间挺小的，空调还不好使，门锁还是坏的。就是酒店地点好一点', 'star': 1}
{'descr': '位置不错，就在步行街的入口，但没有暖风，性价比还可以，下次还住它。', 'star': 5}
{'descr': '位置不错，就在步行街的入口，但没有暖风，性价比还可以，下次还住它。', 'star': 5}
{'descr': '正好住在以前的同一个房间，还是很不错的，早餐差了点，推荐入住！', 'star': 5}
{'descr': '正好住在以前的同一个房间，还是很不错的，早餐差了点，推荐入住！', 'star': 5}
{'descr': '晚上12点多到的洒店，可是没有洗澡水不热，打电话到服务台，服务台说要开20分钟，可是开了20分钟后水还是不热，最后又困只好不洗澡了。等二天退房时，也听到别的客人在讲没有热水。', 'star': 1}
{'descr': '晚上12点多到的洒店，可是没有洗澡水不热，打电话到服务台，服务台说要开20分钟，可是开了20分钟后水还是不热，最后又困只好不洗澡了。等二天退房时，也听到别的客人在讲没有热水。', 'star': 1}
{'descr': '酒店很方便，就在步行街的入口处，很干净。', 'star': 5}
{'descr': '酒店很方便，就在步行街的入口处，很干净。', 'star': 5}
{'descr': '很悲剧啊 空调没热风 没热水', 'star': 5}
{'descr': '很悲剧啊 空调没热风 没热水', 'star': 5}
{'descr': '+好久不来这里住了，有一些变化，尾号10的房间都改成商务房了，其他房间都是鸡肋哎，不过还是蛮干净', 'star': 5}
{'descr': '+好久不来这里住了，有一些变化，尾号10的房间都改成商务房了，其他房间都是鸡肋哎，不过还是蛮干净', 'star': 5}
{'descr': '酒店整体服务还不错，就是空间小一些，价格也还不错', 'star': 5}
{'descr': '酒店整体服务还不错，就是空间小一些，价格也还不错', 'star': 5}
{'descr': '+房间太小', 'star': 5}
{'descr': '+房间太小', 'star': 5}
{'descr': '位置很好，步行去滨江道购物吃东西或者听相声都非常近，从火车站走过来也不过十分钟而已，夜景很漂亮。宾馆附近正在施工，噪音太大，不舒服。客房有Atom Ion平台的电脑可以用，很方便。不知道什么原因整个宾馆居然找不出两条毛巾给我们，最后拿来两条浴巾，莫名其妙。整体看来，还是不错的宾馆。', 'star': 5}
{'descr': '位置很好，步行去滨江道购物吃东西或者听相声都非常近，从火车站走过来也不过十分钟而已，夜景很漂亮。宾馆附近正在施工，噪音太大，不舒服。客房有Atom Ion平台的电脑可以用，很方便。不知道什么原因整个宾馆居然找不出两条毛巾给我们，最后拿来两条浴巾，莫名其妙。整体看来，还是不错的宾馆。', 'star': 5}
{'descr': '老样子吧 不是第一次去了  就是热水不太热~~ 空间声音有点卡 隔音不太好~~ 其他没什么了  环境还不错的~~', 'star': 5}
{'descr': '老样子吧 不是第一次去了  就是热水不太热~~ 空间声音有点卡 隔音不太好~~ 其他没什么了  环境还不错的~~', 'star': 5}
{'descr': '酒店的地理位置很好，离火车站很近并且在步行街上，晚上逛逛步行街很方便，周边的夜景很美，只是都到10月下旬了还不能开空调，再加上下雨有点冷了点……', 'star': 5}
{'descr': '酒店的地理位置很好，离火车站很近并且在步行街上，晚上逛逛步行街很方便，周边的夜景很美，只是都到10月下旬了还不能开空调，再加上下雨有点冷了点……', 'star': 5}
{'descr': '位置非常好，酒店设置一般，一进房间有一种潮气的味道不太好，窗户设置的太小了，窗户除了朝西的房间，感觉都不太好。', 'star': 5}
{'descr': '位置非常好，酒店设置一般，一进房间有一种潮气的味道不太好，窗户设置的太小了，窗户除了朝西的房间，感觉都不太好。', 'star': 5}
{'descr': '位置还不错，交通比较方便。房间设施齐全，很舒适。', 'star': 5}
{'descr': '离火车站和商业区都很近 就在步行街上 很方便 除了房间比想象中小 其它都不错', 'star': 5}
{'descr': '离火车站和商业区都很近 就在步行街上 很方便 除了房间比想象中小 其它都不错', 'star': 5}
{'descr': '酒店的地理位置很好，服务也不错。尤其是晚上逛步行街很方便，周边的夜景很美。', 'star': 3}
{'descr': '酒店的地理位置很好，服务也不错。尤其是晚上逛步行街很方便，周边的夜景很美。', 'star': 3}
{'descr': '房间挺好的 就是有一个问题 我订的是高级大床房，可是窗户竟然还不足1平米 而且 窗户外面就是墙  什么都看不见~~ 可能 10.1期间  房间紧张吧~~ 其他倒没什么了~~', 'star': 5}
{'descr': '房间挺好的 就是有一个问题 我订的是高级大床房，可是窗户竟然还不足1平米 而且 窗户外面就是墙  什么都看不见~~ 可能 10.1期间  房间紧张吧~~ 其他倒没什么了~~', 'star': 5}
{'descr': '最适合背包一族，到天津玩，这里是中心了。服务还行，卫生也不错。性价比高。遗憾的是车位几乎没有。\r\n 离瓷房子100多米，瓷房子向西50米听名流茶馆的相声，名流出来向西10米吃狗不理。\r\n酒店距步行街0米离南市小吃街步行20分钟。', 'star': 3}
{'descr': '最适合背包一族，到天津玩，这里是中心了。服务还行，卫生也不错。性价比高。遗憾的是车位几乎没有。\r\n 离瓷房子100多米，瓷房子向西50米听名流茶馆的相声，名流出来向西10米吃狗不理。\r\n酒店距步行街0米离南市小吃街步行20分钟。', 'star': 3}
{'descr': '最适合背包一族，到天津玩，这里是中心了。服务还行，卫生也不错。性价比高。遗憾的是车位几乎没有。', 'star': 5}
{'descr': '最适合背包一族，到天津玩，这里是中心了。服务还行，卫生也不错。性价比高。遗憾的是车位几乎没有。', 'star': 5}
{'descr': '+不错！', 'star': 5}
{'descr': '+不错！', 'star': 5}
{'descr': '坐机场大巴过去，太难找了。打了个的士才过去。房间还算舒服', 'star': 3}
{'descr': '坐机场大巴过去，太难找了。打了个的士才过去。房间还算舒服', 'star': 3}
{'descr': '总体很不错。但就是太难找了。而且附近都是单行道。我打的才找到。', 'star': 5}
{'descr': '总体很不错。但就是太难找了。而且附近都是单行道。我打的才找到。', 'star': 5}
{'descr': '位置还可以，在商业步行街旁，卫生不太好，床单上有污渍，凌晨4点入住无热水，服务响应速度也不快，噪音有点大', 'star': 3}
{'descr': '位置还可以，在商业步行街旁，卫生不太好，床单上有污渍，凌晨4点入住无热水，服务响应速度也不快，噪音有点大', 'star': 3}
{'descr': '位置还不错，就是卫生不太好，早上4点入住连热水也没有，噪音也比较大', 'star': 3}
{'descr': '位置还不错，就是卫生不太好，早上4点入住连热水也没有，噪音也比较大', 'star': 3}
{'descr': '位置还不错，出行也方便，但是卫生不太好，住的是标间，一进门就是发霉的味道，床单也不干净，还有污渍，空调也轰隆隆的想，凌晨4点多洗手间居然没有热水洗澡，打电话去问居然说多放下水就有热水了，结果放了近1个小时，实在熬不住就将就的睡觉去了。房价的隔音效果也不好。', 'star': 1}
{'descr': '位置还不错，出行也方便，但是卫生不太好，住的是标间，一进门就是发霉的味道，床单也不干净，还有污渍，空调也轰隆隆的想，凌晨4点多洗手间居然没有热水洗澡，打电话去问居然说多放下水就有热水了，结果放了近1个小时，实在熬不住就将就的睡觉去了。房价的隔音效果也不好。', 'star': 1}
{'descr': '位置很好，也不闹。适合逛街出游的人。唯一就是感觉床稍微小了点，热水到了半夜就不热了', 'star': 5}
{'descr': '位置很好，也不闹。适合逛街出游的人。唯一就是感觉床稍微小了点，热水到了半夜就不热了', 'star': 5}
{'descr': '酒店还可以，就是如果有免费早餐，并且能14点退房就更好了！', 'star': 3}
{'descr': '酒店还可以，就是如果有免费早餐，并且能14点退房就更好了！', 'star': 3}
{'descr': '房间小了点，跟图片上有所区别，但是位置绝对的好，去什么地方都方便，而且就在和平路步行街上！值得推荐', 'star': 5}
{'descr': '房间小了点，跟图片上有所区别，但是位置绝对的好，去什么地方都方便，而且就在和平路步行街上！值得推荐', 'star': 5}
{'descr': '酒店地理位置不错在繁华的商业街里,性价比也可以.', 'star': 5}
{'descr': '酒店地理位置不错在繁华的商业街里,性价比也可以.', 'star': 5}
{'descr': '位于步行街上，位置很好，房间有异味，家具设置不太合理', 'star': 3}
{'descr': '位于步行街上，位置很好，房间有异味，家具设置不太合理', 'star': 3}
{'descr': '值得入住的天津好宾馆，距离劝业场很近，去火车站也很方便', 'star': 5}
{'descr': '值得入住的天津好宾馆，距离劝业场很近，去火车站也很方便', 'star': 5}
{'descr': '酒店的位置非常好，如果想好好逛和平路和滨江道，这里是个不错的选择。但是酒店确实可能是因为年代久远的原因，设施上差了些，一进门就有一股发霉发潮的味道，想开窗户吧，没有纱窗怕进蚊子，这就和预订了个没有窗户的普通大床房是一样的了。', 'star': 5}
{'descr': '酒店的位置非常好，如果想好好逛和平路和滨江道，这里是个不错的选择。但是酒店确实可能是因为年代久远的原因，设施上差了些，一进门就有一股发霉发潮的味道，想开窗户吧，没有纱窗怕进蚊子，这就和预订了个没有窗户的普通大床房是一样的了。', 'star': 5}
{'descr': '1、酒店热水不大，温度太低；\r\n2、窗户太小，光线很暗，很难受\r\n\r\n总之，住得很不舒服，千万不要再住了', 'star': 1}
{'descr': '1、酒店热水不大，温度太低；\r\n2、窗户太小，光线很暗，很难受\r\n\r\n总之，住得很不舒服，千万不要再住了', 'star': 1}
{'descr': '酒店位置非常好，但就是房间有股怪味道，早餐很差。也值得推荐', 'star': 3}
{'descr': '酒店位置非常好，但就是房间有股怪味道，早餐很差。也值得推荐', 'star': 3}
{'descr': ' 不错了，干净卫生，条件也还行。', 'star': 5}
{'descr': ' 不错了，干净卫生，条件也还行。', 'star': 5}
{'descr': '酒店的服务、卫生及各种设施还算可以，作为地处商业中心的酒店，其房价与其它同类城市相比，可算是相当低廉。', 'star': 5}
{'descr': '酒店的服务、卫生及各种设施还算可以，作为地处商业中心的酒店，其房价与其它同类城市相比，可算是相当低廉。', 'star': 5}
{'descr': '位置不错，就在步行街。房间有股怪味道，布置不太好，桌子太小。价格合理。', 'star': 5}
{'descr': '位置不错，就在步行街。房间有股怪味道，布置不太好，桌子太小。价格合理。', 'star': 5}
{'descr': '高级大床房  房间不大  窗户不大  听说还是好房型 \r\n说只比温馨的大些 窗户大些', 'star': 1}
{'descr': '高级大床房  房间不大  窗户不大  听说还是好房型 \r\n说只比温馨的大些 窗户大些', 'star': 1}
{'descr': '+很不错', 'star': 3}
{'descr': '+很不错', 'star': 3}
{'descr': '公寓式的带餐具的房间设计很人性化，想留到晚上再洗的脏碗服务员居然直接帮忙洗好了。 对于在园区玩的游客来说，很方便的。', 'star': 5}
{'descr': '第二次住，一切都很满意，位置好，房间也很舒服，以后还会继续住这间', 'star': 5}
{'descr': '电视机太少了服务一般', 'star': 1}
{'descr': '住店时，一台电梯刷房卡不识别；结帐时，两天帐单的房价竟然不一样，在系统里查询、修改……导致离店耽误了10多分钟。\r\n\r\n除了这两个不便，其他还是比较满意的。\r\n\r\n整体觉得价格贵了点，但，也值。', 'star': 5}
{'descr': '超棒 沒話說 旁邊還有公園 服務人員感覺就像家人 唯一有附廚具的酒店公寓貼心啊', 'star': 3}
{'descr': '很干净方便的公寓，下次还会去', 'star': 5}
{'descr': '服务态度很好，酒店软硬设备都不错。值得入住', 'star': 5}
{'descr': '新加坡式管理就是不一樣啊 酒店周邊便利的無話說 還有一個公園可以散散步 真是幸福 蘇州真是個好地方 愛死', 'star': 5}
{'descr': '地段不错，但是设施有点旧了，没有中央空调，刚进房间很冷，要开挺久的空调才热起来。', 'star': 1}
{'descr': '饭店地理位置不错，离金鸡湖很近，开车5-10分钟\r\n488的房间，面积挺大，洗手间干湿分离，很人性化\r\n就是早餐的花色太少了~~~~~~~', 'star': 3}
{'descr': '不错的家庭式公寓\r\n我定的488的房间，面积挺大的，卫生间干湿分离，比较人性化\r\n酒店位置不错，自驾车推荐入住，到金鸡湖开车5分钟\r\n早餐花色很少，但是味道还不错~\r\n下次还会住', 'star': 5}
{'descr': '洗澡间浴缸那，花洒的龙头不是太好调节，会溢水，弄湿了卫生间，不好！\r\n\r\n\r\n客厅的空调对着沙发，坐在沙发会感觉很冷，不吹又很热！\r\n\r\n卫生间太小，洗手时，贴着墙，不舒服！\r\n', 'star': 1}
{'descr': '优点：在恒隆地段这个酒店算性价比高的。住的大床房，房间很干净，淋浴水很大。前台服务生态度很好。\r\n缺点：虽然已经帮我订了不靠主干道的房间，而且在22楼，但晚上外面的噪音还是很大。自助早餐很一般。\r\n', 'star': 5}
{'descr': 'keep on', 'star': 5}
