{'descr': '好', 'star': 5}
{'descr': '这家店就在金山寺对面，实在是超级方便！玩完直接回酒店了，房间也十分好，推荐大家去住！', 'star': 3}
{'descr': '在金山寺大门正对面,门口就是公交站点,去市内及扬州很方面.订的家庭房,很大,三张床,有两间房,可以住五人,窗口对面就是金山寺,很不错.', 'star': 5}
{'descr': '就在景点对面，交通也很方便，挺好的！支持', 'star': 5}
{'descr': '房间很大的，可以住5个人呢!环境也是不错的', 'star': 5}
{'descr': '住的是家庭房，房间很大，两部电视，总体比较满意。结帐时时间太长，需要改进。', 'star': 5}
{'descr': '位置不错，房间不大，总的来说对的起这价格', 'star': 5}
{'descr': '特價房是圓床有特色,但是沒有放行李的桌,只能放地上,前台對週邊旅遊及交通相關資訊服務欠佳,一問三不知,來玩的建議自己查清楚再來', 'star': 5}
{'descr': '离金山寺位置很近。服务人员态度和蔼。值得推荐。', 'star': 5}
{'descr': '离金山寺很近.对门就是.店里干净.价格适中.值得推荐的经济型酒店', 'star': 5}
{'descr': '就在金山寺的对面，价格也不高，但是楼道太窄了，跳生楼梯位置没有标明，如果发生火灾就会是大灾难了，还有本人住的房间对着马路，晚上还是比较吵的。', 'star': 1}
{'descr': '帮朋友定的，朋友觉得还行。去景区很方便。', 'star': 5}
{'descr': '不错，性价比高。交通方便，房间感觉也不错。下次还会住。\n', 'star': 5}
{'descr': '前台服务员业务不熟悉，我退个房用了12分钟，开的发票还出现错误。大房床，房间比较小，不过价位还是比较合理的，在金山公园对面，到金山寺比较方便。', 'star': 1}
{'descr': '优点：\n1.地理位置优越（放下包就去逛金山寺）\n2.价格便宜，房间也不错：订的是无窗房，因此价格就很不错。虽然无窗，但是室内布置的很合理，而且该有的都有（电视居然比同类价位的酒店好很多（大液晶的说），床也比预想的大，而且舒服）比较满意！\n\n缺点：\n1.隔音较差：隔壁大呼小叫，呼男唤女。听个清清楚楚。很吵人！房门下面门缝好大，半夜亮光透进来，上厕所不用开走廊灯的。\n2.服务人员有时不在，要扯着嗓子喊', 'star': 5}
{'descr': '住得很舒服,很干净,就是不能订餐很遗憾,对面就是金山寺', 'star': 5}
{'descr': '房间太小,服务很一般', 'star': 3}
{'descr': 'ELONG的价格和前台市面价只相差10元，不厚道！酒店白纸黑字规定有免费停车，却非但没有停车位还要自己花钱找地方停车过夜。前台服务员态度可以，但一领班的强词夺理，硬说明文规定免费停车不适用他们这个店，不适用你就不要写好伐？总之不满意！', 'star': 1}
{'descr': '位置很好。正对金山公园。酒店的走廊没有空调。没提供免费的饮水机和纯净水。', 'star': 5}
{'descr': '蛮好的，蛮安静的', 'star': 3}
{'descr': '不错，环境很好，很安静…………………………………………………………………………………………………………', 'star': 5}
{'descr': '房间还是蛮干净，价格也很合适。酒店的环境还好，服务也行。', 'star': 5}
