{'短评内容': '价格便宜，交通方便', '短评打分': 5}
{'短评内容': '很好哦  房价也不贵  住得也很舒服     服务态度也很好的   ', '短评打分': 5}
{'短评内容': '离肿瘤医院比较近，房间打扫得也比较干净，还提供比较贴心的寄存服务。', '短评打分': 5}
{'短评内容': '还好。。没有太多的想法和看法，交通比较便利。。', '短评打分': 5}
{'短评内容': '蛮好的，蛮干净的。窗户真的很大的，交通也很方便。', '短评打分': 5}
{'短评内容': '离肿瘤医院比较近，宾馆提供比较贴心的寄存服务，房间卫生搞得也不错。', '短评打分': 5}
{'短评内容': '离肿瘤医院比较近，附近购物还算方便。房间卫生搞得还可以。', '短评打分': 5}
{'短评内容': '很不错，也比较好找……就是特种服务的名片太多', '短评打分': 5}
{'短评内容': '离肿瘤医院比较近，房间卫生搞得还可以，自费的早餐不怎么好吃。', '短评打分': 5}
{'短评内容': '设施齐备有吹风，就是浴室打扫要再干净点就好了，能看到前面房客留下的头发等等。。。总体来说还行', '短评打分': 5}
{'短评内容': '离肿瘤医院比较近，看病比较方便。房间卫生还可以。', '短评打分': 5}
{'短评内容': '房间卫生还可以，离肿瘤医院比较近。南面有工地，有点吵，不过晚上还好。', '短评打分': 5}
{'短评内容': '早餐10元需要自己另外支付，不是很好吃，品种比较少。房间还可以。', '短评打分': 5}
{'短评内容': '交通方便，就在地铁口，服务热情，环境也不错\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '宾馆环境卫生都可以，离地铁站也很近，交通方便。同样的价位比一般连锁酒店要大不少，值得推荐。', '短评打分': 5}
{'短评内容': '宾馆房间很好,我要在这住十天左右。', '短评打分': 3}
{'短评内容': '还可以，交通方便，服务热情，----------------------------------------', '短评打分': 5}
{'短评内容': '已入住嘉煜宾馆', '短评打分': 3}
{'短评内容': '除了洗澡水超小忽冷忽热外 其他很好 不洗头都折腾二十多分钟 适合不洗澡的人 地铁两条线 极方便', '短评打分': 3}
{'短评内容': '房间不错，价格也实惠。住起来比较舒适。推荐！', '短评打分': 5}
{'短评内容': '交通便利，房间一般吧，总之去上海肿瘤医院看病都会选那里。', '短评打分': 5}
{'短评内容': '此酒店地理位置不错,酒店设施一般,旁边有超市,购物较为方便', '短评打分': 5}
{'短评内容': '地理位置不错,酒店设施一般,靠近地铁,和医院,打车较方便', '短评打分': 5}
{'短评内容': '酒店性价比较高,靠近地铁4号线,周边购物也比较方便', '短评打分': 5}
{'短评内容': 'OK！很好！推荐！！！周边交通也便利！！！', '短评打分': 5}
{'短评内容': '可以！宾馆总体给人感觉很明亮，很舒适！价位适宜！', '短评打分': 5}
{'短评内容': '离地铁很近，住的家庭房挺不错，下次还会来', '短评打分': 5}
{'短评内容': '\r已入住\n\n服务良好', '短评打分': 3}
{'短评内容': '很好！！！服务态度好，房间价格也不算很贵！！！', '短评打分': 5}
{'短评内容': '朋友说不错，消费经济实惠！！！整体感觉适宜！！！', '短评打分': 5}
{'短评内容': 'GOOD！交通方便！离地铁口很近！旁边还有公交站！', '短评打分': 5}
{'短评内容': '不错，卫生还可以。价格也合理，经济实惠！', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': 'DP24、交通方便、七号线旁边、旁边有二十四小时开的超市、服务不错、但是对以前住过星级酒店的人来说还是选有星级的比较好、这一类的店就是优惠不算很舒适、一般吧、就是优惠', '短评打分': 1}
{'短评内容': '总的来说性价比还行，位置很好，交通方便，地铁和公交就在门口。服务很周到，中午1点前退房也可以，卫生也很好。', '短评打分': 5}
{'短评内容': '总的来说性价比还行，位置很好，交通方便，地铁和公交就在门口。', '短评打分': 5}
{'短评内容': '可以，房间光线好，住起来感觉很舒服，有机会还回来的。', '短评打分': 5}
{'短评内容': 'K可以，帮朋友订的，说蛮好的。环境看起来不错。', '短评打分': 5}
{'短评内容': '可以，不错，卫生环境很好！价格也适宜，OK！', '短评打分': 5}
{'短评内容': 'VERY GOOD！！！不错的一家经济型酒店！周边交通便利，就是购物不太方便。', '短评打分': 5}
{'短评内容': '不错，经济实惠，服务态度很好，适合出差的商旅人士！！！', '短评打分': 5}
{'短评内容': '给朋友订的，说还可以。卫生弄的好，房间光线好。比较实惠。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错。经济又实惠。。。。。。。。。。。周边交通方便，尤其去世博园，7号线直达。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'VERY GOOD！！！环境不错！！！这家酒店经济实惠！！！服务员服务态度很好！！！客房很干净！！！感觉很明亮！！！就是硬件设施差了点！！！。。。', '短评打分': 5}
{'短评内容': 'GOOD。希望保持下去。。。。。。硬件设施略显陈旧。需要更新，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错，很好！服务热情周到，卫生打扫的不错。赞！！！！！下次有机会还住这，也会推荐朋友住这的。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '总的来说性价比还行，位置很好，交通方便，地铁和公交就在门口。总台服务很热情，卫生也很好。下次还会选择。', '短评打分': 5}
{'短评内容': '很好！！！进门厅虽然不大，但感觉很明亮、干净。。。，服务员态度很好。和周边相比，不错。。。。。。。。。。', '短评打分': 5}
{'短评内容': '*******************************************************************还行，帮朋友订的，说还可以。满实惠的！！！。。。。。。。。', '短评打分': 5}
{'短评内容': 'nice hotel close to the subway where two branches. assessment rooms 3 points', '短评打分': 5}
{'短评内容': '很好！.........................................................................................', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '不错，性价比高。卫生良好，感觉比较舒服。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好！！！ 经济又实惠。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '进门感觉很好！大厅明亮，感觉很清新。前台服务态度很好，耐心解答各个问题。\n房间总体感觉还可以，总之，这家宾馆给人感觉性价比还是很好的。', '短评打分': 5}
{'短评内容': 'good very good very very good', '短评打分': 5}
{'短评内容': '很方便呢，也很整洁，以后还推荐朋友来入住的', '短评打分': 5}
{'短评内容': '酒店很好 ，性价比很高，已经是第三次入住了。', '短评打分': 5}
{'短评内容': '感觉还是不错的！交通相当的便利，而且周围的便利店也很多！', '短评打分': 5}
{'短评内容': '交通比较便利！', '短评打分': 3}
{'短评内容': '交通便利，价格实惠，但床不太舒服。', '短评打分': 3}
{'短评内容': '出行方便，离肿瘤医院很近，就是房间小了点。', '短评打分': 5}
{'短评内容': '以这个价位来说我觉得住着也算可以了...........', '短评打分': 5}
{'短评内容': '性价比非常不错的酒店 客房也干净 下次来还会住这里哦', '短评打分': 5}
{'短评内容': '性价比非常不错的酒店 客房也干净 以后来还会住这里的哦', '短评打分': 5}
{'短评内容': '交通位置极为便利，周围就有地铁出口。房间整洁，总体感觉良好，性价比还是蛮高的。', '短评打分': 5}
{'短评内容': '交通方便，也比较安静，服务热情，总体比较满意', '短评打分': 5}
{'短评内容': '安静，交通便利，房间也够整洁。不足之处是服务员的态度太业余了点，没什么职业精神', '短评打分': 5}
{'短评内容': '环境很好,性价比很高,周围交通很方便,下次来还住这里', '短评打分': 5}
{'短评内容': '很干净，也很方便，服务人员很热情，下次还住。', '短评打分': 5}
{'短评内容': '总体还可，就是没按照网上说的给我优惠，本来订三晚，说优惠60的，结果也没遵守诺言', '短评打分': 5}
{'短评内容': '紧靠地铁站，交通方便，性价比不错。值得推荐。', '短评打分': 5}
{'短评内容': '房间小就不说了，空调声音很大。住的第2天热水供应没有，也没有标示告诉客人，半夜12点洗的冷水澡，跟总台抱怨，一句话“知道了，在修”。前台态度很差，问题都不作答，上海人也就这点素质。', '短评打分': 1}
{'短评内容': ' 又便宜又还可以，价格比较合理', '短评打分': 3}
{'短评内容': '很好,就是有点吵!', '短评打分': 3}
{'短评内容': '酒店不错，蛮干净的', '短评打分': 3}
{'短评内容': ' 酒店感觉挺干净性价比也高', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '房间大小还可以，比较干净，离东安路地铁口很近。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '地点还不错 蛮方便的。卫生还可以，房间隔音效果一般\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '地点还不错 蛮方便的。卫生还可以，房间隔音效果一般', '短评打分': 5}
{'短评内容': '房间还是很不错的 就是有点旧哦 卫生还好', '短评打分': 5}
{'短评内容': '缺点：单人房只放得下一张小床，很小哈，有点：地铁4号线直达，1号出口前50米，超方便！', '短评打分': 5}
{'短评内容': '很好很好！性价比高，靠近地铁，还能免费升级到套间~太给力了！', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '宾馆不错我已入住', '短评打分': 3}
{'短评内容': '条件还不错，就是花洒出水量太小，不知道是不是因为住在六楼的原因', '短评打分': 1}
{'短评内容': '环境还可以，也挺干净的，就是房间实在太小了，和枫叶速8的大房间没法比，性价比不高。也还算不错！', '短评打分': 5}
{'短评内容': '酒店环境不错，房间比较大，洗漱用品还可以，牙膏是中华的。旁边有兰州拉面和沙县小吃。离地铁7号线近，比较方便，晚上很安静，能睡个好觉。', '短评打分': 5}
{'短评内容': '房间比较旧了。而且空调响，有时还不灵，电视也是只看到几个台。隔音效果也一般。但服务真的不错，服务员态度非常好。', '短评打分': 1}
{'短评内容': '离地铁站很近出行方便。酒点不大，但房间和服务都还不错，。', '短评打分': 5}
{'短评内容': '安静，价位合适，地段也不错，周边配套全。', '短评打分': 5}
{'短评内容': '里面设置有点旧 \n其他方面都很不错哦。\n附近交通也比较方便。', '短评打分': 5}
{'短评内容': '不错，感觉卫生弄的很好，居住环境比附近同价位的酒店舒服。', '短评打分': 5}
{'短评内容': '酒店我是为别人订的，他觉得一般，也没说怎么差，应该还行吧。', '短评打分': 5}
{'短评内容': '总体感觉一般。适合大众，价位经济实惠。设施太陈旧。', '短评打分': 5}
{'短评内容': '经济实惠，环境还行，只是硬件设施稍显陈旧。', '短评打分': 5}
{'短评内容': '很好位置好,干净', '短评打分': 3}
{'短评内容': '可以，还行。这个价位已经不错了。就是附近购物不太方便。', '短评打分': 5}
{'短评内容': '还可以，美中不足的是空调不太好，电视频道太少，说是数字电视过渡。老板应该尽快完善硬件设施，提高竞争力。', '短评打分': 5}
{'短评内容': '交通非常方便，离四号线3分钟即到，比较干净。美中不足老子丢了块腮红，查房的也不说一声', '短评打分': 5}
{'短评内容': '酒店房间和服务都不错，交通还算方便，步行到地铁出口２分钟的路程。', '短评打分': 5}
{'短评内容': '交通便捷，房间、卫生间、设施还可以。周围小吃店少，便利店有，总的来说都蛮好的！', '短评打分': 5}
{'短评内容': '地段好，交通方便，地铁口边，卫生干净，安静。', '短评打分': 5}
{'短评内容': '服务员态度很好！房间采光好！卫生还可以，价格合理。', '短评打分': 5}
{'短评内容': '还行，性价比高，总之，这个地段价位合理。', '短评打分': 5}
{'短评内容': '房间够大，硬件一般.但是离地铁较近，比较交通方便', '短评打分': 5}
{'短评内容': '总体感觉还可以！工作人员态度比较好！按地段和硬件设施来说，价位合理！\n', '短评打分': 5}
{'短评内容': '感觉服务不错，前台态度很好！房间卫生很好！总体感觉不错。', '短评打分': 5}
{'短评内容': '交通便捷、性价比好。只是员工的服务意识还有待提高', '短评打分': 5}
{'短评内容': '旁边就是地铁口，附近也有一些小店，不错的', '短评打分': 5}
{'短评内容': '上海嘉煜宾馆很好，前台服务mm态度很 好。', '短评打分': 5}
{'短评内容': '上海嘉煜宾馆非常好，服务周到，也很热情，非常不错。', '短评打分': 5}
{'短评内容': '这个宾馆还真错，性价比不错，安静、干净，最主要是便利，离地铁站太近了。。。推荐！！', '短评打分': 5}
{'短评内容': '挺不错的小酒店，就是临街的房间隔音差了点，望加以改进', '短评打分': 5}
{'短评内容': '房间干净卫生，设施齐全，交通方便，只是网络不太好，还是较满意的。以后有机会还会再来的。谢谢', '短评打分': 5}
{'短评内容': '在上海来讲，比较舒适、空间也大些，还有洗漱用品，顶一下', '短评打分': 5}
{'短评内容': '很诚信。我预订的大房床没有了，宾馆为我免费升级套房', '短评打分': 3}
{'短评内容': '位置不错，交通方便，房间还可以，还有早餐，就是某个早餐服务员态度不太好，工作的时候吃饭，多要点东西就不耐烦了。', '短评打分': 5}
{'短评内容': '\u3000地理位置不错,离东安路很近,大床房很大.', '短评打分': 3}
{'短评内容': '因为世博期间，价钱超贵，条件一般，环境一般，唯一就是还算方便，离世博也还算近，离4,7号地铁50米的距离', '短评打分': 1}
{'短评内容': '很方便，舒适而且整洁，价格合理，建议入住', '短评打分': 5}
{'短评内容': '酒店交通方便，卫生好，设施齐全，离商业区·上海体育馆近。推荐住宿。', '短评打分': 5}
{'短评内容': '环境还可以，就是窗户是单层玻璃的，有点些吵。', '短评打分': 3}
{'短评内容': '非常干净，都不想弄脏它，非常安静，被子也非常舒服', '短评打分': 5}
{'短评内容': '交通便利，环境还算不错，就是床有点小，其他都还行。', '短评打分': 5}
{'短评内容': '不错的酒店,就是把我安排得太底楼了,不晓得是不是因为便宜点的原因,靠近中央空调外机,幸亏是秋冬去的,不然还要被蚊子咬,哎.', '短评打分': 5}
{'短评内容': '服务还可以，交通很方便，离地铁很近，靠近徐家汇商业区 ', '短评打分': 5}
{'短评内容': '比较安静，也比较卫生。\n晚上住一晚，由于没有预定的单人房间，给了一个双人房间，没有加费，很有信用。\n', '短评打分': 5}
{'短评内容': '干净，温馨，交通便利（靠地铁近），实惠，但是不提供午餐和晚饭，只提供早饭！', '短评打分': 5}
{'短评内容': '环境优雅，洁净卫生，服务周到，温馨舒适，交通便利。', '短评打分': 5}
{'短评内容': '位置好，设施陈旧，价格太高，特别世博期间。', '短评打分': 1}
{'短评内容': '位置很好，两条地铁的交界处。不过房间有点味儿，地毯也不干净。', '短评打分': 1}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '还行,床被比较干净舒适', '短评打分': 3}
{'短评内容': '從地下鐵４號線第１出口往前走５０公尺就到了，很好找的。\n房間住的是R618，空間不大，但是第一天入住後，估計是床單的問題，一整晚的打噴嚏，第二天請前臺叫保潔員換了一床全新的、帶太陽味道的床上用套，並把地毯吸了一遍，才解決了過敏反應，服務還行。給個70分吧。', '短评打分': 5}
{'短评内容': '位置极其交通方便，去世博和外滩太方便了。服务还可以，就是价钱偏贵，世博期间可以理解。', '短评打分': 3}
{'短评内容': '总体还不错，就是价钱有点贵，估计因为世博的原因吧，不过交通很方便4,7两条地铁线交叉的地方', '短评打分': 5}
{'短评内容': '交通很方便,交通很方便交通很方便交通很方便', '短评打分': 3}
{'短评内容': '在世博期间能做到最佳性价比的,并在地点, ,环境,服务方面也很好的,上海嘉煜宾馆当之无愧,值得推荐', '短评打分': 5}
{'短评内容': '交通很方便', '短评打分': 5}
{'短评内容': '位置理想，尤其是地铁4号7号线只有50米距离。', '短评打分': 5}
{'短评内容': ' 还可以吧', '短评打分': 5}
{'短评内容': '去世博最佳选择，非常近地铁站。可惜一点：卫生间热水流量太小。', '短评打分': 5}
{'短评内容': '住的是双标。最让我喜欢的是，里面放了小绿罗。前台的态度也还好。不过里面设施啥的一般，也主要是世博的缘故所以价格很高398呢。想说下那牙刷，梳子啥的可实在是…… 就塑料袋包的，都没有自己宾馆的外包装。让我觉得很不喜欢。', '短评打分': 1}
{'短评内容': '地理位置很好 离地铁站很近去世博方便 卫生一般但服务态度很好', '短评打分': 5}
{'短评内容': '地理位置很好。。。卫生也不错！！！就是房间小了点\r\n', '短评打分': 3}
{'短评内容': '地理位置很好。。。卫生也不错！！！就是房间小了点\r\n', '短评打分': 3}
{'短评内容': '卫生/交通/服务/设施/等等都很一般了.', '短评打分': 1}
{'短评内容': '还可以吧，有点古老。不过，宾馆嘛，也就那样了。没什么太大的感觉', '短评打分': 5}
{'短评内容': '环境还可以，服务态度一般。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '位置是非常好，去世博是相当方便。不过卫生状况不敢恭维，地面脏，味道不好。', '短评打分': 1}
{'短评内容': '交通方便，出门就是东安路地铁口，比较安静，环境不错。', '短评打分': 5}
{'短评内容': '还不错的酒店，地理位置很好。就是房间有点下！要不一切还OK。。。', '短评打分': 5}
{'短评内容': '家庭房较宽大，整洁干净，设施齐全，因靠北较安静，宾馆交通方便，去世博园和闹市区都很近。', '短评打分': 3}
{'短评内容': '交通方便，门口不远有地铁，49路等到外滩城隍庙，服务、设施可以，就是临街的房间晚上很吵，卫生一般，床上见有头发，房价有点贵，可能世博原因吧。', '短评打分': 5}
{'短评内容': '我国庆节入住的该酒店，整体感觉还不错，位置还算好找，离地铁站很近\r\n房间还算整洁，各种设施比较齐全\r\n唯一不爽的是，第二天去看世博会，退房后需要寄存大件行李\r\n但酒店以什么什么规定为由拒绝寄存，导致我非要坐很久的地铁先去火车站寄存\r\n然后又返回市区，有点不爽', '短评打分': 3}
{'短评内容': '位置非常好，离西湖，凤起路，市中心武林广场都在一刻钟步行范围内\r\n房间的舒适程度还算不错，比较干净。虽然我住的大床房没有朝外的窗户，但只要白天把朝室内走廊的窗户打开，房间里还是可以保持干燥的\r\n但是，房间比较狭窄，而且墙很薄，隔音效果非常非常非常不好，隔壁的浴室谈话，走廊里的人大声喧哗都听的非常清楚。\r\n所以想睡懒觉的，或者睡觉很容易被打扰的可能需要考虑。否则其他方面还是可以的\r\n另外，酒店没有电', '短评打分': 5}
{'短评内容': '很一般的酒店有点旧，服务也很一般，卫生太一般了，除了离地铁较近基本没有其他优势', '短评打分': 5}
{'短评内容': '酒店有交通方便且闹中取静的优势，服务态度热情，房间卫生及设施尚可，但我入住的409房淋浴间下水不畅，洗澡时水泡脚，不够卫生，希望能予改善。', '短评打分': 5}
{'短评内容': '實在小的可憐，但交通位置真還可以啦。。。世博期間沒事還是不要去上海的好', '短评打分': 3}
{'短评内容': '很不错 值得推荐 位置很好 离4号地铁站超级近', '短评打分': 5}
{'短评内容': '世博會期間, 什麼都貴, 這酒店除了位置好以外, 其他的都很一般.', '短评打分': 1}
{'短评内容': '\n满意', '短评打分': 5}
{'短评内容': '服务不怎样，就只是位置好近地铁。\r\n短住可、长住要考虑。我个人是不考虑再去住了。', '短评打分': 1}
{'短评内容': '交通很方便 不错的酒店 去世博会强烈推荐这家酒店', '短评打分': 5}
{'短评内容': '酒店地理位置不错,门口有公交车直接去城隍庙,城隍庙离外滩很近.另外出门就有地铁,是4号线与7号线的交汇处.去哪里都很方便.离世博园只有两站路,就要到后滩.就是价格稍微再便宜一点就好.', '短评打分': 5}
{'短评内容': '400大洋竟住进了如此宾馆！房间根本就是农家乐此类的设计，又小又不合理，不过好在离世博会比较近。', '短评打分': 1}
{'短评内容': '酒店地点较好，靠近地铁。但是房间地毯有血渍，且空气难闻，告知服务员不承认，看来服务有问题。', '短评打分': 1}
{'短评内容': '位置很好 服务一般 只是为什么明明住了查不到呢?', '短评打分': 5}
{'短评内容': '+入隹,宾馆条件可以,交通方便.', '短评打分': 5}
{'短评内容': '离地铁站很近，非常方便。', '短评打分': 5}
{'短评内容': '+房間一般,只是空調嘈音大了一點', '短评打分': 5}
{'短评内容': '  距离地铁站真的很近，去世博预定了这家宾馆，按地址坐七号线过去，本来以为出站以后要问路呢，结果出站一抬头看到了宾馆的招牌，很近很方便，去世博坐七号线也是很方便，房间还不错，热水很好。', '短评打分': 5}
{'短评内容': '位置很靠近肿瘤医院，看病很方便。', '短评打分': 5}
{'短评内容': '可能是世博会吧。。。挂羊头卖狗肉；可能是世博会吧。。。挂羊头卖狗肉可能是世博会吧。。。挂羊头卖狗肉', '短评打分': 3}
{'短评内容': '可能是世博会吧。。。挂羊头卖狗肉；可能是世博会吧。。。挂羊头卖狗肉可能是世博会吧。。。挂羊头卖狗肉', '短评打分': 1}
{'短评内容': '很舒适 位置好 去世博的话是个不错的选择 ', '短评打分': 3}
{'短评内容': '很舒适 位置好 去世博的话是个不错的选择', '短评打分': 3}
{'短评内容': '房间卫生舒适 服务态度很好 就是空调声有点大', '短评打分': 5}
{'短评内容': '很好,我会介绍朋友去入住这家酒店.我会下一次到上海一定还会这家酒店.', '短评打分': 5}
{'短评内容': '＋酒店设施有点陈旧了，并且隔音很差，隔壁说话的声音听得很清楚！', '短评打分': 5}
{'短评内容': '+价格有点高', '短评打分': 5}
{'短评内容': '到上海看世博这个宾馆是个不错的选择，地理位置不错，地铁离宾馆只有50米，相当方便！', '短评打分': 5}
{'短评内容': '这家酒店感觉各方面都不错。在上海算是性价比高的。', '短评打分': 5}
{'短评内容': '交通便利，邻近地铁4、7号线，设施比较旧，价钱有些贵，不过上海由于世博会好像酒店都涨价了，这家也算还可以啦~', '短评打分': 5}
{'短评内容': ' 交通方便是最大的优势。房间比较小，前台态度比较差，估计是上海人就那德性', '短评打分': 5}
{'短评内容': '1,不能寄存行李不太方便;\r\n2, 216房间朝向楼下每天早上6点左右收垃圾车的声音很大影响睡眠，其他均不错。', '短评打分': 5}
{'短评内容': '世博住住挺不错的，很近，房间大小适中，就是找的时候还绕了弯，希望有一些指示跟好，性价比不错', '短评打分': 5}
{'短评内容': '这里交通非常方便 附近有工行和超市   楼下就有小吃店也很好 就是前台服务太一般啦', '短评打分': 5}
{'短评内容': '交通异常方便！距离徐家汇商圈不远，生活设施便利！', '短评打分': 5}
{'短评内容': '还不错。不过个人还是喜欢简洁风格的宾馆。简单反而更能让人感觉舒服。', '短评打分': 5}
{'短评内容': '酒店离地铁很近，交通便利，商务设施就很一般，但如果你只需要睡一觉的话，算是一个不错的选择。', '短评打分': 5}
{'短评内容': '去世博非常方便，附近交通和附件都挺好挺方便的', '短评打分': 5}
{'短评内容': '入住等了不少时间，前台人手明显不够，晚上不幸碰到电梯坏掉……出行还算方便，其他都还不错', '短评打分': 5}
{'短评内容': '位置不错，看世博非常适合，在两条地铁线换乘站，离世博浦东浦西的门都十分方便。不过进门的时候，服务员因为什么原因在那里发牢骚，态度不好，说的上海话也没听懂。世博期间酒店不好定，所以这个价钱这个位置是很不错的。', '短评打分': 5}
{'短评内容': '就是有点偏，附近没什么好逛得，但是坐地铁很方便，总的来说还不错。', '短评打分': 5}
{'短评内容': '前台服务员及清洁人员的态度都很热心及帮忙，我们一家人一连住了四天，感觉很舒适，周围环境蛮安静，一百米外就是地铁站，所以到上海各处玩都十分方便，我喜欢闹中取静的环境，推荐。', '短评打分': 5}
