{'短评内容': '其他都还好，就是床有点太软，还有这是一楼有蚊子！', '短评打分': 5}
{'短评内容': '很满意啊,位置实在不错条件也不错 实惠啊', '短评打分': 5}
{'短评内容': '位置还可以，离西湖比较近，火车也还可以，就是设施陈旧。', '短评打分': 5}
{'短评内容': '在杭州这个价位很实惠，而且离西湖比较近，走路也就几分钟，服务态度也还不错~！', '短评打分': 5}
{'短评内容': '借着08年的印象住的这家酒店，印象中的安腾是不错的。这次说实话比较失望，设施比较陈旧了，住了2天，白天出去了，晚上回来床铺也没有客房服务员整理的。床单、被单也比较脏，外面不知道是餐馆的烟囱有点吵。就只有酒店的位置还是那么方便而已。', '短评打分': 1}
{'短评内容': '卫生不干净 床很差 房间很小 很不满意 空调效果也不是很好 反正很不值', '短评打分': 1}
{'短评内容': '价格实惠，交通便利。\n就是房间隔音效果不怎么好，隔壁有台打印机一直不停的响，影响人休息！', '短评打分': 5}
{'短评内容': '这个位置挺好的，出来购物，去西湖看风景都很方便，就是房间稍小了点！', '短评打分': 5}
{'短评内容': '位置好，有车位，就是一楼的比较潮湿。服务还行，属于经济商务型。旁边有快餐。', '短评打分': 5}
{'短评内容': '不错，挺好的。下次还会入住。。距离西湖挺近的', '短评打分': 5}
{'短评内容': '这酒店一个字：差！两个字：很差！因为硬件来说，阴暗潮湿、服务来说，冷冰冰。给我住的一楼大床房，卫生间洗澡不出三分钟，水就溢到室内。晚上很晚了嘛，走廊上持续很久的说话声音没有适时制止。一大早的隔壁弄餐的人说话声音来的个大。几乎可以说是一夜未睡。离店时说起，前台没有一个人表示歉意，唉！居然还看到是有：星程牌子的，晕啊！', '短评打分': 1}
{'短评内容': '在西湖边找一个这个价位的酒店很不容易，卫生条件很好，值得推荐。', '短评打分': 5}
{'短评内容': '交通便利，距离风景区很近，房间卫生情况很好。', '短评打分': 5}
{'短评内容': '离西湖很近，坐车也很方便，旁边还有一个快餐店，价格很合适。一楼有点吵。', '短评打分': 5}
{'短评内容': '酒店虽然临近西湖边，但房间太小，设施一般', '短评打分': 1}
{'短评内容': '就是房间笑了点，其他还可以。。。。。。\n里面设施比较旧，不是狠隔音。', '短评打分': 5}
{'短评内容': '距离西湖很近，反正我是走着去的 环境也还不错，隔音稍微有点不给力', '短评打分': 5}
{'短评内容': '客房有点小，设备虽然有点旧，但是还算是整洁', '短评打分': 5}
{'短评内容': '哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈呵呵呵', '短评打分': 5}
{'短评内容': '已多次帮朋友预订入住安腾,反映都不错.闹中取静,交通方便.', '短评打分': 5}
{'短评内容': '第一次去很不错的，估计以后还会去，早饭也不错，属于经济实惠型，闹中取静的地方', '短评打分': 5}
{'短评内容': '很好，位置非常好，在闹市区，离景区相当的近，房间虽然不是很大，但对于经济型酒店来说已经很好了，下次来杭州还会住在这儿。', '短评打分': 5}
{'短评内容': '闹中取静的地点，购物、游西湖、去城站都很方便。', '短评打分': 5}
{'短评内容': '七月份去玩耍，第一感是位置很佳，性价比是比较高的。卫生还行。', '短评打分': 5}
{'短评内容': '还好，离西湖较近，就是去酒店有条路是单行，找的时候费点事，总体还不错。。。', '短评打分': 5}
{'短评内容': '陈旧、隔音不好、有异味。但去西湖还算比较近。', '短评打分': 3}
{'短评内容': '房间太小，酒店位置不好找，计程车和三轮车司机都搞不清楚在那', '短评打分': 1}
{'短评内容': '哈哈，我不会在住在这里了，吵死了，房间隔音非常差，', '短评打分': 1}
{'短评内容': '房间潮得很，一天门一股很重的发霉味道。唯一一点好的就是离西湖近。', '短评打分': 1}
{'短评内容': '陈旧、吵杂、拥挤。这是一间规模很小，设施陈旧，人员慵懒的酒店，十一期间入住的，近400元住如此条件的标间，性价比非常不值。', '短评打分': 1}
{'短评内容': '总的感觉还好，一楼隔音效果一般，屋里有点潮，下雨窗外很吵。门口的快餐店很方便，也很实惠。', '短评打分': 5}
{'短评内容': '距离西湖很近，住的是1楼的房间晚上很吵。早餐很不错！', '短评打分': 5}
{'短评内容': '地理位置很不错，就是本来那个餐厅换人家了，不方便吃饭了。', '短评打分': 5}
{'短评内容': '杭州安腾商务酒店位置很好，就在解百附近，離西湖很近，属于闹中取静的好地方，酒店设施完善，楼下快餐不错，有独立小院，方便停车，下次还会去住。', '短评打分': 5}
{'短评内容': '还行，房间、设备都比较旧，服务态度不错，周边车站挺多。 ', '短评打分': 3}
{'短评内容': '房間衣架不足只有3隻,無沖涼液洗頭液卻有護髪液與潤膚液.\r\n地里位置還不錯,離西湖比較近,\r\n但火車站是在蕭山與它卻很遠.', '短评打分': 5}
{'短评内容': '房间比较潮湿，不宜多住。但地里位置还不错，离西湖比较近。', '短评打分': 3}
{'短评内容': '定了二间标A 早上9.30左右就到宾馆了 办好手续后 就入住房间 这点很好 但是 同样价格的房间 差异很大 一间房间很小 卫生间是在房间的一个角落里搭出来的一块地方 卫生间的门打开 都碰得到床 椅子拉出来 就碰到床 挡住过道 不能走路 实在是太小了 相比之下 另外一间 大很多 很宽敞', '短评打分': 5}
{'短评内容': '卫生还可以，交通比较方便，服务人员的态度也不错，离西湖挺近的。第一个房间网页打不开，换了个房间后电脑好用了，但数字电视却不能看了...... 难道每个房间都要有点问题？ 总的来说还是可以的吧，旁边有家早餐店还不错，很方便~~~', '短评打分': 5}
{'短评内容': '各个方面都很不错的酒店。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '没预订前看到一些不好的评语，但一踏进酒店，前台服务生友善和快捷的服务，酒店光亮和干净的环境，印象都改变了。', '短评打分': 5}
{'短评内容': '隔音有点差 房间小 但是卫生还算可以。。。', '短评打分': 1}
{'短评内容': '卫生条件一般，服务态度还好，就是一间空调坏了都不能及时修理！', '短评打分': 1}
{'短评内容': '不喜欢这个酒店。因为太小还因为有点味道。好像是地下污水的味道在卫生间比较明显。', '短评打分': 1}
{'短评内容': '靠近西湖，地理位置不错\n有停车场，不过比较小', '短评打分': 5}
{'短评内容': '去哪里都比较方便~对居住要求不是很高的人可以考虑！性价比不错！', '短评打分': 5}
{'短评内容': ' 杭州很大，房间很小;杭州很热，房间很潮;杭州很美，房间很臭。真是玻璃浴阁关不住，自有佳味飘出来。杭州还会再来，安腾不再入住。', '短评打分': 5}
{'短评内容': '不错，还可以。不错，还可以。但房间太小了', '短评打分': 1}
{'短评内容': '酒店离西湖很近，步行5分钟就可以到。性价比还不错，下次一定还选择这家酒店', '短评打分': 5}
{'短评内容': '被褥潮湿，盖上去不舒服。去西湖需要走10钟左右。交通比较方便。宾馆门口的速可多中式快餐店经济实惠。在此共住了三天消费654元，不知为什么却显示消费436元？', '短评打分': 5}
{'短评内容': '位置没有想象的好，虽然去西湖是可步行范围内，不过那附近没有哪个名胜，还是要搭车。 服务的反应不错，房间的网络出了问题，让他们来修，人还是来得挺快的。 不过房间设施还是比较旧了。', '短评打分': 5}
{'短评内容': '喝牛奶姑姑姑父防腐剂行货卡尽快解决freuhgergetah', '短评打分': 3}
{'短评内容': '不错！dheufgriergER恶化芙蓉稳固覅二姑而过', '短评打分': 3}
{'短评内容': '很好，下次还好入住这里！刚哈哈哈玉皇阁肥嘟嘟', '短评打分': 5}
{'短评内容': '谢谢，酒店已经入住。', '短评打分': 5}
{'短评内容': '服务态度好', '短评打分': 3}
{'短评内容': '都很好', '短评打分': 5}
{'短评内容': '房价还不错，就是面积略微小了', '短评打分': 5}
{'短评内容': '酒店离西湖和商业中心很近，交通方便。一楼有餐厅，饭菜合口，价格便宜。吃饭也很方便。', '短评打分': 3}
{'短评内容': '地理位置好，闹中取静。房间设施新、干净。出行方便。', '短评打分': 5}
{'短评内容': '住的标准A，床的确很大，隔音也不错很安静', '短评打分': 5}
{'短评内容': '几经周折终于选定了这家店 还不错  对面就有一个24小时自行车点  出门很方便 离西湖 延安路 吴山广场 河坊街都很近 ', '短评打分': 5}
{'短评内容': '附近美食，购物都很方便，就是房间挤了点！', '短评打分': 5}
{'短评内容': '感觉住得还是比较舒服的，只是当时订了两间房，一间是标双，一间是贵几十块的商务住房，当时电话联系也说是两张床的，到真正入住时才发现只是一张一米五的床。除了这点不满意外，其它各方面都还比较满意。', '短评打分': 5}
{'短评内容': '位置好，环境不错，就是街边有点闹', '短评打分': 5}
{'短评内容': '还算满意，就是普通双标比商务房A还便宜，当时将普通双标换成商务房A，没有想到商务房A居然是一个大床。', '短评打分': 5}
{'短评内容': '房间小了，不太好找，其他待定。', '短评打分': 5}
{'短评内容': '交通比较方便，离西湖比较近。其他方面没什么优势。', '短评打分': 1}
{'短评内容': '位置很好，坐车方便，离西湖近，逛街也很方便，卫生不错，性价比比较高，推荐！', '短评打分': 5}
{'短评内容': '位置不错 去西湖方便 周边吃住行都挺好', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '还可以，离西湖很近！', '短评打分': 5}
{'短评内容': '酒店离西湖近，性价比高。', '短评打分': 5}
{'短评内容': '地理位置不错,就在解百对面,很好找!房间不大,隔音效果不算好,晚上经常会听见打印机的噪音,不过以这个价格来说相对性价比挺高!!推荐下...', '短评打分': 5}
{'短评内容': '本来想住对面的锦江之星,但是满房了.只好住安腾了,价格跟一般的快捷酒店没区别,但是卫生条件差,房间里一股味道,隔音不好,晚上有些陌名其妙的女人.附近也没啥吃的.但是地理条件还是很合适的,步行去西湖一点儿也没觉得远,几分钟就到了.不过,如果有下次,我应该不会住这里了.', '短评打分': 1}
{'短评内容': '位置很好\r\n', '短评打分': 5}
{'短评内容': '按这个价位还离西湖很近算是非常不错的地方了，买东西也很方便出门就是大商场。房间有点小不过已经很好了。', '短评打分': 5}
{'短评内容': '还不错~', '短评打分': 3}
{'短评内容': '这个酒店的位置超好!', '短评打分': 5}
{'短评内容': '我的朋友到说还不错', '短评打分': 5}
{'短评内容': '如果要求不高，这个酒店还是可以的！但是马桶竟然堵住的！', '短评打分': 5}
{'短评内容': '希望以后在网上预定时,能有写具体房型及其他说明的地方.', '短评打分': 5}
{'短评内容': '该酒店设施一般，但离西湖很近，同时出行较为方便，附近餐饮、商店较多，比较方便。', '短评打分': 5}
{'短评内容': '位置不错，离西湖很近，设施略显陈旧', '短评打分': 3}
{'短评内容': '离西湖很近，设施略显陈旧', '短评打分': 5}
{'短评内容': '地理位置非常好，步行至西湖10分钟以内即可。卫生情况尚可，房间地毯有些脏，隔音效果不是很好。周边环境没得说，很棒！', '短评打分': 5}
{'短评内容': '这家酒店的位置还可以，散步到西湖15分钟左右，酒店旁边就是解百大商场，一大片品牌专卖店，可以较集中地疯狂购物，附近还有KTV和许多餐馆，街外很热闹，酒店里还是挺安静的。\r\n房间的空间不太大，摆下箱子就没地方站人了，不过洗手间还挺宽敞。\r\n这里蚊子真不少，但是酒店都给大家提供了蚊香，这点还不错。设施什么的都挺人性化的，酒店工作人员也还挺有礼貌，尽量满足客人需要。\r\n每天的早餐都不错，可选的很多，10', '短评打分': 5}
{'短评内容': '地点不错，客房设施一般，洗澡热水的水量不足，蚊子比较多', '短评打分': 1}
{'短评内容': '各方面都比较一般，就位置还可以，早饭还凑合。。', '短评打分': 1}
{'短评内容': '朋友住的，还可以', '短评打分': 5}
{'短评内容': '帮朋友订的，酒店很好！', '短评打分': 5}
{'短评内容': '位置不错，房间很小，门经常打不开，有点吵。\r\n除了位置别的都不是很推荐。', '短评打分': 5}
{'短评内容': '地理位置好，其他都一般，隔音不好！', '短评打分': 3}
{'短评内容': '最大优点：离西湖近，早餐不错。\r\n最大缺点：一点也不隔音，相当地吵。\r\n本来我订的是大床房，到了那儿变成了标准房，我和老公第一晚就那么分床睡了，郁闷死了。第二天换成了大床房，价格也由208变成了198，这点比较好，诚信服务。\r\n环境嘛，比较小的，像旅店一样的，标牌不大，不是很好找。转了一圈才找到。', '短评打分': 5}
{'短评内容': '位置较好，房间干净，边上有餐厅，吃饭很方便，房间较小，住着感觉不很舒服', '短评打分': 1}
{'短评内容': '交通方便，走到西湖很近，性价比很高，还有是早餐吃的不错。', '短评打分': 5}
{'短评内容': '位置十分好，交通很方便，以后如果有机会再去的话，一定也选择这家', '短评打分': 5}
{'短评内容': '卫生：表面上还好，但有天晚上回去后发现一只大蟑螂。希望宾馆不要只做表面文章。服务：还好，服务比较及时、热情，尤其是早餐不错，虽然品种不是很多，但干净卫生，方便，每天都吃撑。设施：非常一般，我入住的是大床间，因为宾馆设备噪音问题换了一次房间，更换后仍然有噪音，不过可以忍受了；电视小，不是液晶。位置：较好，离西湖很近，走10分钟就到湖滨公园，交通也方便。综合上述，如果普通的一家人出行到西湖游玩比较合适', '短评打分': 5}
{'短评内容': '早上起的晚，就没去吃早饭，不知会供到几点', '短评打分': 5}
{'短评内容': '这间酒店是在西湖附近，走过去就是十几分钟，出行还是非常方便的，周边有大商场，购物跟吃饭都很便捷，而且酒店的服务也不错，美中不足的就是隔音非常差，就算很累睡下去了，都还能隐约听到走动的声音，外面的汽车声音，然后早上起来想洗澡却发现没有热水，实在是等不及工程部的来修了。。。。这就是比较遗憾的～', '短评打分': 5}
{'短评内容': '我住的是大床间.房间很小.电视也很小.卫生间就是一个磨砂玻璃的淋浴房.不是透明的.主要就是隔音效果差.干净还挺干净的.我出门后他们会来打扫.更换床单.垃圾桶.床单枕头一点异味没有.我鼻子特别灵.床单的洁净度我很满意.只是材质不怎么舒服.不是全棉的.房间还配有电水壶.有宽带.但是没有电脑.总之.200块算是便宜的了.同价格的很多都很差.因为,这个地段的酒店消费水准都挺高.这个性价比最高.服务也好.', '短评打分': 5}
{'短评内容': '位置极佳，离西湖仅5分钟步行，含早餐（10元，吃不了），可以免费停车，性价比较高，建议不要住一楼，有点吵，价格好像可以降一点？会员价188，携程也是188（宣传手册看的），这里208？希望改一下', '短评打分': 5}
{'短评内容': '去的那天正好是下雨，火车站出租车好难叫，等了半个多小时出租车没等到只好找了一辆三轮车，狼狈啊，结果三轮车还不知道这个酒店，太难找了，酒店连外卖的电话也没有，其他还可以吧，离西湖比较近，但是因为下雨也没怎么玩好', '短评打分': 1}
{'短评内容': '酒店很不好找，都是坐出租车去的，房间需要付费的物品价格描述模糊。房间蛮小不过还算干净。', '短评打分': 1}
{'短评内容': '位置非常不错, 早餐也可以.第5次入住了.', '短评打分': 5}
{'短评内容': '旁边的自助餐不错', '短评打分': 3}
{'短评内容': '性价比很高,离西湖很近,酒店不远处就有自行车可以出租.早餐在一楼的餐厅,品种很多.\r\n不好有两点,一个是房间实在是很小,小到有点压抑,另一个是没有吹风机,洗完头发后只能让它自然干.', '短评打分': 5}
{'短评内容': '这个酒店性价比还是很高的，我们住了很舒服，就是过道隔音有点差', '短评打分': 5}
{'短评内容': '很温馨的快捷酒店。\r\n离西湖很近，带着孩子步行5分钟即到；\r\n洗澡水很棒；\r\n中央空调没有噪音；\r\n还送超值早餐卷，20元够一家三口的。\r\n性价比高。', '短评打分': 3}
{'短评内容': '房间有点小，其他还可以吧', '短评打分': 5}
{'短评内容': '太喜欢这家酒店了。\r\n1.位置太优越了，带着4岁半的孩子步行5分钟到西湖；\r\n2.中央空调，没有室外机的噪音；\r\n3.早餐品种丰富，我最喜欢醪糟丸子粥；赠送的20元早餐券一家三口吃不完；\r\n4.服务态度特别友好。', '短评打分': 5}
{'短评内容': '位置不错，就是车位够挤，房间也很小，但很方便！', '短评打分': 3}
{'短评内容': '位置极佳，而且还有少量车位，不需停外面，离西湖也就十分钟。缺点是房间小了点，但不影响出行，下次来杭州玩还选择这里！', '短评打分': 5}
{'短评内容': '离西湖不远闹中取静价比不错的酒店', '短评打分': 5}
{'短评内容': '宾馆着落于居民区中，车位很少先来先得感觉在玩抢车位游戏。设施一般，房间里的淋浴设备严重漏水，所提供的热水忽冷忽热，流量很小。对他们所提供的早餐很不满意，所含的早餐券金额是10元/人，不是我们所认为的自助式早餐，而是点完后计算总金额的，超出部分自己用现金补足。这个是我所住旅店中第一次遇到，所以很失望。住宿费不能拉卡的，郁闷哦。。。', '短评打分': 1}
{'短评内容': '不能洗澡水很热要么很冷，卫生也一般', '短评打分': 3}
{'短评内容': '还好吧', '短评打分': 5}
{'短评内容': '交通比较方便，各方面OK了。', '短评打分': 5}
{'短评内容': '结账太慢了。', '短评打分': 5}
{'短评内容': '这个地理位置&#183;&#183;&#183;这个价位&#183;&#183;&#183;这样的房间已经可以了&#183;&#183;确实离西湖很近&#183;&#183;公交很方便&#183;&#183;虽然房间有点小&#183;&#183;已经知足了&#183;&#183;&#183;毕竟是节假日&#183;&#183;&#183;', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '位子很好找，但房间的空调不是很好，调了很高还是觉得很冷，', '短评打分': 5}
{'短评内容': '旁边的速可达快餐不错', '短评打分': 3}
{'短评内容': '旁边的迅可达自助餐还行', '短评打分': 5}
{'短评内容': '离西湖旁边都是这样得', '短评打分': 1}
{'短评内容': '很差，洗澡水很烫，要么就冷水', '短评打分': 1}
{'短评内容': '交通方便，闹中取静', '短评打分': 3}
{'短评内容': '地理位置好，其他都很一般', '短评打分': 5}
{'短评内容': '房间蛮干净的，服务响应也蛮快的，加被子、要电吹风很快就送上来，离西湖大概步行5-10分钟，性价比蛮高，只是房间太小了，有点小压抑', '短评打分': 5}
{'短评内容': '就是隔音效果差了点', '短评打分': 5}
{'短评内容': '设施有点旧,我住的那间空调有很大的噪音.', '短评打分': 5}
{'短评内容': '早餐非常的舒适，在西湖一代地区这家的性价比时蛮高的~！推荐~！！', '短评打分': 5}
{'短评内容': '被套刚进去是很脏，后来一再要求下才更换。电视机华数宽带那线都破了，一会可以放，一会又没台了，很差劲。反映了，都没个专业修理工来修理，房间也不给更换。房间隔音效果也很差。', '短评打分': 1}
{'短评内容': '环境还算不错，不临街比较安静，楼下的快餐店就餐很方便，就是菜很咸，都发苦了。位置很适合逛街，卫生差了点，毛巾又黑又旧，床很硬，怎么睡都不暖，枕头又硬又高。隔音比较差，空调外机声音比较大。院子有停车位这点很好。总体来说，200下的价位这种房间还算可以接受。', '短评打分': 5}
{'短评内容': '酒店的性价比还是蛮不错的,这次住的挺舒适的,我觉得这样的酒店值得推荐.', '短评打分': 3}
{'短评内容': '这家酒店的服务人员很差,尤其前台人员,态度很差,房间里的卫生和设施方面还是可以的,位置还不错的,周边交通很方便的,价格方面整体感觉一般.', '短评打分': 3}
{'短评内容': '闹中取静的位置,离西湖很近,在解百边上,购物方便.经济型酒店的设施,不过挺新的,感觉对得起这个价.', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店价位还是比较合理的,地理位置也算便利,入住期间没有遇到什么不满意的地方,还不错.', '短评打分': 3}
{'短评内容': '十一涨价的厉害，平时去的话还好，地理位置不错，闹中取静。床什么比较干净。自助游住住可以的。', '短评打分': 5}
{'短评内容': '总体来说这家酒店还是挺实惠的，不是紧挨着马路，也不觉得吵。房间有点小，还挺舒适的，步行到湖滨大概最多也就20分钟吧，一路走过去正好到处都是商店可以兜兜，也不觉得累。', '短评打分': 5}
{'短评内容': '听说最近酒店换了老板，没了餐厅，电脑也没桌子放，有些不便。', '短评打分': 1}
{'短评内容': '房间的环境不是很好，设施很陈旧，卫生还可以，位置比较好，出行还是很方便的，服务还行，性价比一般', '短评打分': 3}
{'短评内容': '优点：地段离西湖近 \r\n缺点：房间小 有异味 ', '短评打分': 1}
{'短评内容': '房间内部设施不是特别好了，电脑用不了，是坏的。卫生欠缺。交通方便。对于这个价格来说还是非常便宜的。', '短评打分': 3}
{'短评内容': '位置还是不错的,交通很方便,就是酒店的周围的环境不太还,太乱了,房间的卫生和设施还是不错的,很符合酒店的价位,而且当时预订时还使用了消费券,还是有优惠的.', '短评打分': 3}
