{'descr': '酒店很简陋.不过客房还安静.交通都还方便 .', 'star': 5}
{'descr': '可能是世博的原因吧，这家酒店我们付了400多元的房价。彻底背离了如家的原则。 酒店不能接受涉外信用卡付款让我们觉得很诧异。如家是美国纳斯达克上市公司，竟不能接受美国信用卡，一定是什么地方搞错了。挂羊头卖狗肉的事情，如家是不应该搞的。酒店的设施还是可以的。如果100多元的房价那即是性价比非常合适的了。', 'star': 5}
{'descr': '房间有点小，不是很好找。', 'star': 5}
{'descr': '房间有点小，不是很好找。', 'star': 5}
{'descr': '这家店该关闭,致命原因是紧靠高架路,夜里车流量大,喇叭声不断,没法入睡。\r\n曾到前台问服务员,竟说夜里就安静了,纯粹是骗人。\r\n窗子是单层玻璃,噪音隔不住的。店是睡觉的地方,开店者连保障旅客基本睡眠最起码的一点都没做到！\r\n旅游管理部门该令其关停整改,达标后再营业。', 'star': 1}
{'descr': '这家店该关闭,致命原因是紧靠高架路,夜里车流量大,喇叭声不断,没法入睡。\r\n曾到前台问服务员,竟说夜里就安静了,纯粹是骗人。\r\n窗子是单层玻璃,噪音隔不住的。店是睡觉的地方,开店者连保障旅客基本睡眠最起码的一点都没做到！\r\n旅游管理部门该令其关停整改,达标后再营业。', 'star': 1}
{'descr': '距离火车站北广场步行约10分钟，门口有253路公交到世博1号门鲁班路，交通方便。', 'star': 5}
{'descr': '距离火车站北广场步行约10分钟，门口有253路公交到世博1号门鲁班路，交通方便。', 'star': 5}
{'descr': '+路边有点吵，位置还不错，多方便！', 'star': 5}
{'descr': '+路边有点吵，位置还不错，多方便！', 'star': 5}
{'descr': '房间布置很温馨，呵，服务也好…离火车站很近，交通超方便，', 'star': 5}
{'descr': '房间布置很温馨，呵，服务也好…离火车站很近，交通超方便，', 'star': 5}
{'descr': '帮朋友定的房间 说还可以 交通比较方便 就在上海站附近\r\n但是卫生间不是太好', 'star': 5}
{'descr': '帮朋友定的房间 说还可以 交通比较方便 就在上海站附近\r\n但是卫生间不是太好', 'star': 5}
{'descr': '地理位置优越，离上海火车站很近。交通便利，酒店环境整理卫生。总体感觉很好。', 'star': 5}
{'descr': '地理位置优越，离上海火车站很近。交通便利，酒店环境整理卫生。总体感觉很好。', 'star': 5}
{'descr': ',已顺利入住如家快捷酒店上海火车站二店。这里服务好，卫生条件好，位置好，价位高了点。很满意！', 'star': 3}
{'descr': ',已顺利入住如家快捷酒店上海火车站二店。这里服务好，卫生条件好，位置好，价位高了点。很满意！', 'star': 3}
{'descr': ',已顺利入住', 'star': 5}
{'descr': ',已顺利入住', 'star': 5}
{'descr': '  很好', 'star': 5}
{'descr': '  很好', 'star': 5}
{'descr': '价格太高，且逢周末加价，极不合理。服务态度过于牵强。房间还可以。', 'star': 5}
{'descr': '价格太高，且逢周末加价，极不合理。服务态度过于牵强。房间还可以。', 'star': 5}
{'descr': '价格高得有点离谱。这样的价格在其他城市可以住到四星以上的酒店了。而且服务很不到位。要个烧水的电水壶都不给。', 'star': 3}
{'descr': '价格高得有点离谱。这样的价格在其他城市可以住到四星以上的酒店了。而且服务很不到位。要个烧水的电水壶都不给。', 'star': 3}
{'descr': '也许是世博期间，房价太高了。另外，酒店的隔音很差。清早工作人员在走廊上走动声音影响睡眠。', 'star': 1}
{'descr': '也许是世博期间，房价太高了。另外，酒店的隔音很差。清早工作人员在走廊上走动声音影响睡眠。', 'star': 1}
{'descr': '，很不专业，先是把两间房弄成一间，又在没通知前提下把房卡失效掉，保安追问证件态度强硬，总之很烂。价格也不低，钱真好骗', 'star': 5}
{'descr': '，很不专业，先是把两间房弄成一间，又在没通知前提下把房卡失效掉，保安追问证件态度强硬，总之很烂。价格也不低，钱真好骗', 'star': 5}
{'descr': '距离火车站和地铁8号线走路都不到十分钟，位置不错。经济型酒店的问题就是不隔音，半夜听到楼上打架，空调有灯，不知道咋关掉，别的还好', 'star': 5}
{'descr': '距离火车站和地铁8号线走路都不到十分钟，位置不错。经济型酒店的问题就是不隔音，半夜听到楼上打架，空调有灯，不知道咋关掉，别的还好', 'star': 5}
{'descr': '地段好，打车方便，旁边就是火车站，是商务出差的好选择。\r\n酒店自带餐厅，晚饭也能在里面解决。', 'star': 3}
{'descr': '地段好，打车方便，旁边就是火车站，是商务出差的好选择。\r\n酒店自带餐厅，晚饭也能在里面解决。', 'star': 3}
{'descr': '离火车站近,交通便利,双地铁,出行方便~世博原因吧,价格有点高', 'star': 5}
{'descr': '离火车站近,交通便利,双地铁,出行方便~世博原因吧,价格有点高', 'star': 5}
{'descr': '自从火车站周边整治后，如家二店的性价比直线上升。交通便利，走几步就是火车站地铁站。酒店自带餐厅，吃饭也方便。', 'star': 5}
{'descr': '自从火车站周边整治后，如家二店的性价比直线上升。交通便利，走几步就是火车站地铁站。酒店自带餐厅，吃饭也方便。', 'star': 5}
{'descr': '主题感觉还好。交通挺方便，但价格比较贵。但愿世博后能恢复合理价格。', 'star': 5}
{'descr': '主题感觉还好。交通挺方便，但价格比较贵。但愿世博后能恢复合理价格。', 'star': 5}
{'descr': '在这儿住了四天，真不想回家了^-^\r\n也是世博太折腾，倒不觉的临街有啥吵，睡得香极了\r\n还有，交通太方便了', 'star': 3}
{'descr': '在这儿住了四天，真不想回家了^-^\r\n也是世博太折腾，倒不觉的临街有啥吵，睡得香极了\r\n还有，交通太方便了', 'star': 3}
{'descr': '因为世博选择这儿，临街，是有点儿噪音，不过太累，也就无所谓了', 'star': 3}
{'descr': '因为世博选择这儿，临街，是有点儿噪音，不过太累，也就无所谓了', 'star': 3}
{'descr': '临街是吵了些，不过地点真的很好，四通八达，去哪儿到方便^-^', 'star': 5}
{'descr': '临街是吵了些，不过地点真的很好，四通八达，去哪儿到方便^-^', 'star': 5}
{'descr': '酒店是如家的一贯风格，没有特别可说，想要靠近居民区的房间需要事先声明。有一件事不说如鲠在喉：由于事先没能买好世博会门票，到酒店时间又太晚，于是向前台咨询世博门票事项，结果他们建议参加一个旅行社的一日游，每人220元，我再三确认详细事项，一个主管模样的男士说，参加的是旅行社，会把我们送到世博园里，对于我提出的是否要安检事项他们以旅行社有自己的渠道回复，于是第二日早早起床，在约定的7点之前候在大厅，可', 'star': 5}
{'descr': '酒店是如家的一贯风格，没有特别可说，想要靠近居民区的房间需要事先声明。有一件事不说如鲠在喉：由于事先没能买好世博会门票，到酒店时间又太晚，于是向前台咨询世博门票事项，结果他们建议参加一个旅行社的一日游，每人220元，我再三确认详细事项，一个主管模样的男士说，参加的是旅行社，会把我们送到世博园里，对于我提出的是否要安检事项他们以旅行社有自己的渠道回复，于是第二日早早起床，在约定的7点之前候在大厅，可', 'star': 5}
{'descr': '位置很方便！去火车站世博都超级方便！卫生间和洗浴间有点小，但能忍受！虽然大家反映靠高架有点吵，但我觉得还行！可能太累！睡得很好！另外价格要是能便宜点就好了，感觉价格有点高！', 'star': 5}
{'descr': '位置很方便！去火车站世博都超级方便！卫生间和洗浴间有点小，但能忍受！虽然大家反映靠高架有点吵，但我觉得还行！可能太累！睡得很好！另外价格要是能便宜点就好了，感觉价格有点高！', 'star': 5}
{'descr': '房间比较大，干净，离火车站、客运中心也不远。旁边的火锅还蛮好吃~', 'star': 5}
{'descr': '房间比较大，干净，离火车站、客运中心也不远。旁边的火锅还蛮好吃~', 'star': 5}
{'descr': '从火车站北广场出，步行10多分钟，向路人问路很好找，酒店人员服务态度很好，我订的大床房间也很不错，虽然是靠近高架桥但因玩的累，也没有太感觉到噪音，交通也很方便，不错！', 'star': 5}
{'descr': '从火车站北广场出，步行10多分钟，向路人问路很好找，酒店人员服务态度很好，我订的大床房间也很不错，虽然是靠近高架桥但因玩的累，也没有太感觉到噪音，交通也很方便，不错！', 'star': 5}
{'descr': '唉', 'star': 3}
{'descr': '唉', 'star': 3}
{'descr': '我认为这酒店有点欺骗客人，我预定的是322元的22平方客房却给我的是15平方左右？反对欺诈。要求退还差价', 'star': 3}
{'descr': '我认为这酒店有点欺骗客人，我预定的是322元的22平方客房却给我的是15平方左右？反对欺诈。要求退还差价', 'star': 3}
{'descr': '我认为这酒店有点欺骗客人，客房明明是15平方左右却说自己是22平方？还有住了二天电视只有看了1个多小时，让他们修没修好不说还说是我们给搞坏（其他房间修好了就我这间不修），很不地到。', 'star': 1}
{'descr': '我认为这酒店有点欺骗客人，客房明明是15平方左右却说自己是22平方？还有住了二天电视只有看了1个多小时，让他们修没修好不说还说是我们给搞坏（其他房间修好了就我这间不修），很不地到。', 'star': 1}
{'descr': '给我安排的是靠近高架桥的大床房，晚上有噪音，要是靠居民区的房间就好了，交通很方便，楼下就是世博专线，我坐上一会就到鲁班路进口', 'star': 5}
{'descr': '给我安排的是靠近高架桥的大床房，晚上有噪音，要是靠居民区的房间就好了，交通很方便，楼下就是世博专线，我坐上一会就到鲁班路进口', 'star': 5}
{'descr': '店里很不错，网速也好，服务态度也都不错，最关键的是交通很方便啦，出来玩，当然要交通好才能玩的开心是不是嘛？嘻嘻', 'star': 5}
{'descr': '店里很不错，网速也好，服务态度也都不错，最关键的是交通很方便啦，出来玩，当然要交通好才能玩的开心是不是嘛？嘻嘻', 'star': 5}
{'descr': '位置不算太好找，也许是因为当时火车站周边在修路，有些路不通的缘故吧！另外就是我住的房间靠路边太吵了！其他还算不错，干净、卫生！', 'star': 5}
{'descr': '位置不算太好找，也许是因为当时火车站周边在修路，有些路不通的缘故吧！另外就是我住的房间靠路边太吵了！其他还算不错，干净、卫生！', 'star': 5}
{'descr': '本酒店算是性价比较高的酒店，配套设施齐全。虽然我入住的时候没有配送早餐，但是早餐价格也还是可以接，受的15块以位，是自助餐，菜色也算丰富的，午餐可以点套餐（最贵的22元），也可以点菜。步行20分钟就可以到达上海火车站，那里交通十分方便。住宿感觉十分卫生，店员也很有礼貌。唯一遗憾的是我入住时空调出咯点校问题~~有怪味道。所以换咯一次房间。不过他们服务很周到，换房的态度很好，我很满意。', 'star': 5}
{'descr': '本酒店算是性价比较高的酒店，配套设施齐全。虽然我入住的时候没有配送早餐，但是早餐价格也还是可以接，受的15块以位，是自助餐，菜色也算丰富的，午餐可以点套餐（最贵的22元），也可以点菜。步行20分钟就可以到达上海火车站，那里交通十分方便。住宿感觉十分卫生，店员也很有礼貌。唯一遗憾的是我入住时空调出咯点校问题~~有怪味道。所以换咯一次房间。不过他们服务很周到，换房的态度很好，我很满意。', 'star': 5}
{'descr': '很卫生 服务很好 位置交通很便利 唯一不好的就是临着高架桥 晚上睡觉的时候有点吵', 'star': 1}
{'descr': '很卫生 服务很好 位置交通很便利 唯一不好的就是临着高架桥 晚上睡觉的时候有点吵', 'star': 1}
{'descr': '值得推荐，服务很好', 'star': 5}
{'descr': '值得推荐，服务很好', 'star': 5}
{'descr': '还有一点就是，你们也太不诚实了吧，我现在才发现我定的房间和你们给我住的根本不一样，我定的是300多的22平方的特惠商务大床房，可是你们竟然给我一个15平方的280的标准大床房，真是太离谱了我以后都不会光顾你们如家的任何一间店，并会告诉我所有的朋友。我分数都给你5分，请你们好好反思', 'star': 3}
{'descr': '还有一点就是，你们也太不诚实了吧，我现在才发现我定的房间和你们给我住的根本不一样，我定的是300多的22平方的特惠商务大床房，可是你们竟然给我一个15平方的280的标准大床房，真是太离谱了我以后都不会光顾你们如家的任何一间店，并会告诉我所有的朋友。我分数都给你5分，请你们好好反思', 'star': 3}
{'descr': '本来想着所谓的商务大床房还是会不错的，我不知道300多对于这个地段算高还是低价位，反正我觉得不值这个价位，我从一进去就不满意了，房间小，然后呢，我要租吹风机，竟然没有，我都无语了，我都不知道怎么说了，在别的比这个低将近100元的浦东某宾馆，先不说房间大小吧，地段不一样价钱肯定不一样，但是人家借吹风机给我的时候可是和我说过，吹风机不是很够，如果有其他客人需要的时候可能会要回去，我觉得这个还是比较合理', 'star': 1}
{'descr': '本来想着所谓的商务大床房还是会不错的，我不知道300多对于这个地段算高还是低价位，反正我觉得不值这个价位，我从一进去就不满意了，房间小，然后呢，我要租吹风机，竟然没有，我都无语了，我都不知道怎么说了，在别的比这个低将近100元的浦东某宾馆，先不说房间大小吧，地段不一样价钱肯定不一样，但是人家借吹风机给我的时候可是和我说过，吹风机不是很够，如果有其他客人需要的时候可能会要回去，我觉得这个还是比较合理', 'star': 1}
{'descr': '非常不错 环境舒适 服务态度挺好 适合外出旅行的居住地', 'star': 5}
{'descr': '非常不错 环境舒适 服务态度挺好 适合外出旅行的居住地', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '大床房还可以，比较差点。', 'star': 5}
{'descr': '大床房还可以，比较差点。', 'star': 5}
{'descr': '近火车站，周边也有地铁，交通方便。但因临近高架噪音有些影响。店员服务态度不错。另，自助式早餐12元/人还挺好。 ', 'star': 5}
{'descr': '近火车站，周边也有地铁，交通方便。但因临近高架噪音有些影响。店员服务态度不错。另，自助式早餐12元/人还挺好。 ', 'star': 5}
{'descr': '位置好,出行方便,有噪音', 'star': 5}
{'descr': '位置好,出行方便,有噪音', 'star': 5}
{'descr': '地理位置不错，离火车站很近，出行很方便', 'star': 5}
{'descr': '地理位置不错，离火车站很近，出行很方便', 'star': 5}
{'descr': '酒店离火车站步行15分钟左右，出行还是很方便的，房间窗户对着高架，会有些许噪音', 'star': 5}
{'descr': '酒店离火车站步行15分钟左右，出行还是很方便的，房间窗户对着高架，会有些许噪音', 'star': 5}
{'descr': '帮人定的，应该不错', 'star': 5}
{'descr': '帮人定的，应该不错', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '靠近路边，就是太吵，影响休息！', 'star': 1}
{'descr': '靠近路边，就是太吵，影响休息！', 'star': 1}
{'descr': '每层特价大床房只有两间，而且不挨着，如果订两间以上的房不能保证同层，而且前台的男服务员态度很差！', 'star': 5}
{'descr': '每层特价大床房只有两间，而且不挨着，如果订两间以上的房不能保证同层，而且前台的男服务员态度很差！', 'star': 5}
{'descr': '主要是位置正好在高架以及公路边上，酒店房间内噪音非常大，半夜也不得安宁。其他方面还是说得过去的。', 'star': 1}
{'descr': '主要是位置正好在高架以及公路边上，酒店房间内噪音非常大，半夜也不得安宁。其他方面还是说得过去的。', 'star': 1}
{'descr': '环境还行 这个价格在这个价位来说不错了，服务整体质量还是不错的，需要改进的就是电视反映有点慢，灯光不是很亮。', 'star': 5}
{'descr': '环境还行 这个价格在这个价位来说不错了，服务整体质量还是不错的，需要改进的就是电视反映有点慢，灯光不是很亮。', 'star': 5}
{'descr': ' 酒店挺新的，内部设施也挺好，就是地方不太方便', 'star': 5}
{'descr': ' 酒店挺新的，内部设施也挺好，就是地方不太方便', 'star': 5}
{'descr': '酒店比较干净，服务也很好，谢谢', 'star': 5}
{'descr': '酒店比较干净，服务也很好，谢谢', 'star': 5}
{'descr': '性价比可以，躁音比较大，隔音效果不太好', 'star': 5}
{'descr': '性价比可以，躁音比较大，隔音效果不太好', 'star': 5}
{'descr': '大床房应该都是酒店里位置不太好的房间，所以才会比较便宜。\r\n这次住的在2楼，位于道路的十字路口，旁边就是南北高架。但个人感觉还可以，噪音不会影响睡眠。只是早上7\\8点的时候，车流量大了，就有点吵了。\r\n如家的装修真的不错，对得起“如家”2字。有点温馨的感觉。设施都很新，很干净，不错！总体还是很满意的。', 'star': 5}
{'descr': '大床房应该都是酒店里位置不太好的房间，所以才会比较便宜。\r\n这次住的在2楼，位于道路的十字路口，旁边就是南北高架。但个人感觉还可以，噪音不会影响睡眠。只是早上7\\8点的时候，车流量大了，就有点吵了。\r\n如家的装修真的不错，对得起“如家”2字。有点温馨的感觉。设施都很新，很干净，不错！总体还是很满意的。', 'star': 5}
{'descr': '其他都还不错 就是太吵 晚上睡觉睡不着', 'star': 5}
{'descr': '其他都还不错 就是太吵 晚上睡觉睡不着', 'star': 5}
{'descr': '定了一个特价的大床房，结果安排的是走廊最深处的一个房间，而且靠高架路，晚上吵得无法睡觉！！', 'star': 1}
{'descr': '定了一个特价的大床房，结果安排的是走廊最深处的一个房间，而且靠高架路，晚上吵得无法睡觉！！', 'star': 1}
{'descr': '酒店离火车站步行15分钟,离汽车站打车也是起步价.总的来说交通不错.楼下吃饭的地方也较多.比较方便.唯一不好的就是晚上会有&quot;是否要服务&quot;的电话打来.', 'star': 5}
{'descr': '酒店离火车站步行15分钟,离汽车站打车也是起步价.总的来说交通不错.楼下吃饭的地方也较多.比较方便.唯一不好的就是晚上会有&quot;是否要服务&quot;的电话打来.', 'star': 5}
{'descr': '位置很好,主要是离我办事的地方很近,很方便,卫生服务方面也都不错,我很满意,唯一一点就是房间的隔音效果不太好.', 'star': 3}
{'descr': '位置很好,主要是离我办事的地方很近,很方便,卫生服务方面也都不错,我很满意,唯一一点就是房间的隔音效果不太好.', 'star': 3}
{'descr': '基本可以，就是吵点', 'star': 5}
{'descr': '基本可以，就是吵点', 'star': 5}
{'descr': '下次去还会住这', 'star': 3}
{'descr': '下次去还会住这', 'star': 3}
{'descr': '地点还可以。就是临近主干道比较吵。', 'star': 5}
{'descr': '地点还可以。就是临近主干道比较吵。', 'star': 5}
{'descr': '酒店总体还不错，只是睡觉的时候因地铁或者附近施工或者路边车流等造成睡床震动，有点害怕，象遇到了小地震。', 'star': 3}
{'descr': '酒店总体还不错，只是睡觉的时候因地铁或者附近施工或者路边车流等造成睡床震动，有点害怕，象遇到了小地震。', 'star': 3}
{'descr': '服务可以 下次还会来 离办事的地方近 不错', 'star': 5}
{'descr': '服务可以 下次还会来 离办事的地方近 不错', 'star': 5}
{'descr': '晚上睡觉有时候受周边马路或者地铁的影响吧，有点象地震似的。', 'star': 1}
{'descr': '晚上睡觉有时候受周边马路或者地铁的影响吧，有点象地震似的。', 'star': 1}
