{'短评内容': '很好，服务很好', '短评打分': 5}
{'短评内容': '不错，房间超大，阳台也大。', '短评打分': 3}
{'短评内容': '酒店干净卫生，服务相当好，是旅游住宿的好去处，我已经入住本酒店两次了，对酒店的环境卫生特别满意，简直是无可挑剔。', '短评打分': 5}
{'短评内容': '房间很宽敞，落地窗采光很好，酒店服务也比较到位。外部装修很典雅，有点地中海式的风格，地理位置也很好，安静。因为位置特殊，是宝鸡市的坐标地带，所以交通很方便，想去市区的任何角落都有公交车坐', '短评打分': 5}
{'短评内容': '不错的酒店。不错的酒店。不错的酒店。不错的酒店。不错的酒店。不错的酒店。不错的酒店。不错的酒店。不错的酒店。不错的酒店。', '短评打分': 5}
{'短评内容': '隔音效果比较差', '短评打分': 3}
{'短评内容': '这是入住的快捷酒店最大的房间，超出预计，很满意，因为是新区所以人少车少，街道宽，旁边就是小区，在附近还去吃了一顿很好吃的麻辣烫，价廉物美。值得推荐。', '短评打分': 5}
{'短评内容': '靠近市政府，离西宝高速出口比较近，附近环境不错。酒店内设施比较齐全，经济实惠型的。附近有个金虎刀削面，早饭卖的水煎包、鸡蛋饼和豆花都挺好吃，推荐去尝一下。', '短评打分': 5}
{'短评内容': '房间很大，居然还有阳台。酒店旁边有美食街，马路对面是市政公共绿地，环境不错。停车场比较大，可能是离市中心远的关系，车位并不紧张。', '短评打分': 5}
{'短评内容': '位置不错，很方便，晚上门口溜达一下很好，宝鸡的行政中心真是很豪华的说，最重要的是安静，房间很大', '短评打分': 5}
{'短评内容': '地中海风格很漂亮。服务，卫生，都很不错 。推荐大家试住。', '短评打分': 5}
{'短评内容': '房间好大，比较安静。好qin', '短评打分': 3}
{'短评内容': '房间大，卫生好，服务优，性价比高，推荐入住。', '短评打分': 3}
{'短评内容': '房间大，服务好。网速稍慢一点。下次还住这里', '短评打分': 5}
{'短评内容': '距离商业区打车20元。除了政府没有其他。房间大、舒适。', '短评打分': 5}
{'短评内容': '酒店不错，比较新。早餐对外25，住客15还比较合理。就是不太晚的时候酒店总台电话没人接，不知道怎么回事', '短评打分': 5}
{'短评内容': '不错的酒店，不错的价格，下次来还会入住\n酒店比较新，早餐不错', '短评打分': 5}
{'短评内容': '一如既往的好，就是网速极慢~~慢到你无法接受！！！想骂人的地步！！建议酒店尽快解决', '短评打分': 5}
{'短评内容': '不错的酒店，地理位置好！！房间大！值得推荐，\n以后还回去', '短评打分': 5}
{'短评内容': '一如既往的优质服务，卫生干净，是商旅首选，价格建议有所优惠就完美了', '短评打分': 5}
{'短评内容': '卫生干净，但网速较慢，服务热情，环竟很好。一如既往的优质服务', '短评打分': 5}
{'短评内容': '不知道，酒店的位置算不算宝鸡的新区。外观很漂亮，欧式建筑！房间很大！非常好！住过全国10多个城市的锦江之星，这个绝对名列前三！', '短评打分': 5}
{'短评内容': '跟政府挨着也就50米~周边的环境不错~房间很新！', '短评打分': 5}
{'短评内容': '酒店服务不错，空调功率一般，交通还算方便，行政中心很大气。', '短评打分': 3}
{'短评内容': '环境不错，装修风格也喜欢！就是离市区太远！！人烟稀少。。。', '短评打分': 5}
{'短评内容': '硬件设施挺好，房间大，整洁干净，环境好，值得住。', '短评打分': 5}
{'短评内容': ' 很好的酒店，值得信赖', '短评打分': 3}
{'短评内容': '除了远点，没其他的缺点，简洁干净，住着很舒服，电视稍小了一点', '短评打分': 5}
{'短评内容': '不错 交通有点不便整体很好 值得去 地方环境比较好', '短评打分': 5}
{'短评内容': '环境非常好！！设备都很新，房间很大。由于是新区，离市中心有点远。', '短评打分': 5}
{'短评内容': '本以为锦江之星一般，没想到这家这么好。店很新，入住时正好一周年庆。去宝鸡的话，非常推荐住这家', '短评打分': 5}
{'短评内容': '锦江的床和枕头是我住过的酒店里最舒服的！', '短评打分': 5}
{'短评内容': '酒店很新，网速真慢，窄带！无法忍受的慢！', '短评打分': 5}
{'短评内容': '酒店位于新区，在新政府那边，入住的时候新区正在发展，还不是很热闹，很新、很干净的酒店，适合安静休息和有自驾车的人去入住', '短评打分': 5}
{'短评内容': '很好。紧邻恢弘的行政中心，开车的话，下次还要住这家。就是去的时候找了好久。。。。。', '短评打分': 5}
{'短评内容': '，房子一股中药味，其它还好', '短评打分': 5}
{'短评内容': '位置有点偏，如果是路过住一晚还是很不错的。', '短评打分': 5}
{'短评内容': '+位置：酒店环境很好，服务态度也不错，因为是在新的行政中心离市中心远了些。周围吃的较少。??', '短评打分': 5}
{'短评内容': '宽带的速度太慢咯，让人无法忍受，其他的一切都好。', '短评打分': 5}
{'短评内容': '房间挺宽敞，有些还有阳台，很不错。就是交通不是很方便。', '短评打分': 5}
{'短评内容': '各方面 都很好，干净 舒适，设施齐全。 唯一的缺点 就是在新市政府那。是新开发的 。离市中心远。', '短评打分': 5}
{'短评内容': '该酒店是我见过的国内锦江之星所有连锁店里房间最大的，标准间还有一个阳台，而且采光很好，酒店也很干净，唯一美中不足的地方在于位置离市区太远了，来回打车要40分钟，而且酒店前台的态度不是很好，在锦江之星所有酒店的要求中属于较差的。', '短评打分': 5}
{'短评内容': '硬件设施新，酒店布置的很温馨，住着很舒适', '短评打分': 5}
{'短评内容': '位置是有点偏，但是以后会火起来的。\r\n住在五楼，水压有点不足，热水有点小，所以洗澡不舒适', '短评打分': 5}
{'短评内容': '房间硬件很齐全，方便，快捷，很安静，住宿环境很不错', '短评打分': 5}
{'短评内容': '+设施较新,但位置太偏,出门不好打车', '短评打分': 5}
{'短评内容': '该酒店的整体条件不错,唯一的问题就是地点有点远,不是开车去的话就不太方便.', '短评打分': 5}
{'短评内容': '除了偏一点外,另外都还可以.', '短评打分': 5}
{'短评内容': '很好，很干净', '短评打分': 3}
{'短评内容': '设施非常好，都很新，真不错，就是稍贵点', '短评打分': 3}
{'短评内容': '环境好也容易找，停车也方便出行特别方便，房间也不错价格也很便宜。性价比挺高的。', '短评打分': 5}
{'短评内容': '设施非常舒适，很棒！', '短评打分': 5}
{'短评内容': '前台服务比较周到。客房干净。推荐自驾车（走青藏线的）入住。', '短评打分': 5}
{'短评内容': '很不错，房间大而舒适。', '短评打分': 5}
{'短评内容': '房间安静舒适，卫生很好。很干净的酒店。', '短评打分': 5}
{'短评内容': '酒店设施配置齐全达标，卫生服务也很好，有家的感觉。', '短评打分': 5}
{'短评内容': '位置方便快捷，卫生服务也很好。主要是安全有保障。出门在外安全最重要，锦江还不错，值得推荐入住。', '短评打分': 5}
{'短评内容': '服务态度不错，位置和价格还比较合适，但是感觉位置的话我自己是感觉稍微是一些偏，房间还不错也很干净也很舒适，个人感觉还是可以推荐的。', '短评打分': 5}
{'短评内容': '刚刚开业比较新，就这个级别来说比如家等都好，如果想省钱就住这里，洗', '短评打分': 5}
