{'descr': '旧了些，老店了', 'star': 4}
{'descr': '非常方便，近步行街。价格适中，唯一的一点就是很多房间都是内窗，不通风，希望能改善。以后出差到合肥还是会选择天庭！', 'star': 5}
{'descr': '非常方便，近步行街。价格适中，唯一的一点就是很多房间都是内窗，不通风，希望能改善。以后出差到合肥还是会选择天庭！', 'star': 5}
{'descr': '非常不错哦，环境好！干净！除了隔音效果不好。还有热水淋浴也不是很给力哦', 'star': 3}
{'descr': '非常不错哦，环境好！干净！除了隔音效果不好。还有热水淋浴也不是很给力哦', 'star': 3}
{'descr': '装修可以，房间也够大，酒店位置还不错到步行街吃饭逛街都很方便，前台服务很热情亲切！！', 'star': 5}
{'descr': '装修可以，房间也够大，酒店位置还不错到步行街吃饭逛街都很方便，前台服务很热情亲切！！', 'star': 5}
{'descr': '房间挺大，卫生还可以，房间内的设施挺好的，够人性化的。总之不错，值得推荐。', 'star': 5}
{'descr': '房间挺大，卫生还可以，房间内的设施挺好的，够人性化的。总之不错，值得推荐。', 'star': 5}
{'descr': '很不错 洗澡 超爽  就是隔音 很差 希望 可以改进', 'star': 5}
{'descr': '很不错 洗澡 超爽  就是隔音 很差 希望 可以改进', 'star': 5}
{'descr': '不错！这个价位这个位置这个设施在合肥算是比较划算的了！下次有机会还会住在这里！', 'star': 5}
{'descr': '不错！这个价位这个位置这个设施在合肥算是比较划算的了！下次有机会还会住在这里！', 'star': 5}
{'descr': '位置不错，饭店正对李鸿章故居的后门，从李府旁边的小巷穿过去，走几十米就到了淮河路步行街的繁华地段，适合喜欢逛街的同志们，酒店的环境也还挺好，干净，安静，房间还摆着赠送的矿泉水，虽然是不值几个钱的东西，但让人感觉到店家的体贴与周到，服务员的态度也都还不错，性价比还行', 'star': 5}
{'descr': '位置不错，饭店正对李鸿章故居的后门，从李府旁边的小巷穿过去，走几十米就到了淮河路步行街的繁华地段，适合喜欢逛街的同志们，酒店的环境也还挺好，干净，安静，房间还摆着赠送的矿泉水，虽然是不值几个钱的东西，但让人感觉到店家的体贴与周到，服务员的态度也都还不错，性价比还行', 'star': 5}
{'descr': ' 不错，实惠', 'star': 3}
{'descr': ' 不错，实惠', 'star': 3}
{'descr': '出行比较方便，餐饮也比较方便，唯一纳闷的是，为什么酒店里的介绍单上是178的房价，但是预定反而要181？', 'star': 5}
{'descr': '出行比较方便，餐饮也比较方便，唯一纳闷的是，为什么酒店里的介绍单上是178的房价，但是预定反而要181？', 'star': 5}
{'descr': '很好 呢~交通方便。。逛街方便。。要是可以迟点退房就好啦。。', 'star': 5}
{'descr': '很好 呢~交通方便。。逛街方便。。要是可以迟点退房就好啦。。', 'star': 5}
{'descr': '很好的酒店。', 'star': 3}
{'descr': '很好的酒店。', 'star': 3}
{'descr': '酒店干净舒适', 'star': 3}
{'descr': '酒店干净舒适', 'star': 3}
{'descr': '很不错的酒店，房间很干净，还有免费上网，值得推荐！', 'star': 3}
{'descr': '很不错的酒店，房间很干净，还有免费上网，值得推荐！', 'star': 3}
{'descr': '挺好的，挺方便的，就是房间隔音效果不是很好。', 'star': 5}
{'descr': '挺好的，挺方便的，就是房间隔音效果不是很好。', 'star': 5}
{'descr': '不错的酒店、同事很喜欢这里的早餐。房间设备好。', 'star': 5}
{'descr': '不错的酒店、同事很喜欢这里的早餐。房间设备好。', 'star': 5}
{'descr': '还不错，就是水不热', 'star': 3}
{'descr': '还不错，就是水不热', 'star': 3}
{'descr': '挺不错的，就是隔音效果确实不是很好，不过无影响。', 'star': 5}
{'descr': '挺不错的，就是隔音效果确实不是很好，不过无影响。', 'star': 5}
{'descr': '这家酒店交通很方便，就是淮海路步行街后面一条小巷里，很好找的。单人间大床上很舒服，不过就是早上想洗澡没有热水比较郁闷。卫生间少。但是不像别的快捷酒店，至少他们提供洗漱用品，省得出差麻烦带了。总体不算', 'star': 5}
{'descr': '这家酒店交通很方便，就是淮海路步行街后面一条小巷里，很好找的。单人间大床上很舒服，不过就是早上想洗澡没有热水比较郁闷。卫生间少。但是不像别的快捷酒店，至少他们提供洗漱用品，省得出差麻烦带了。总体不算', 'star': 5}
{'descr': '酒店地理环境相当不错，购物，逛街，逛公园都很方便。。环境也很卫生，也不是很吵闹的。。。以后还会再来的。。', 'star': 5}
{'descr': '酒店地理环境相当不错，购物，逛街，逛公园都很方便。。环境也很卫生，也不是很吵闹的。。。以后还会再来的。。', 'star': 5}
{'descr': '位置不错，价格也不高，卫生条件还可以，就是卫生间不太好', 'star': 5}
{'descr': '位置不错，价格也不高，卫生条件还可以，就是卫生间不太好', 'star': 5}
{'descr': '房间环境不错     酒店就是有点避了    服务也好     ', 'star': 5}
{'descr': '房间环境不错     酒店就是有点避了    服务也好     ', 'star': 5}
{'descr': '房间环境挺好，简洁大方，卫生间感觉也不错。瑕疵就是窗户关起来有点费劲，隔音不是太好把', 'star': 5}
{'descr': '房间环境挺好，简洁大方，卫生间感觉也不错。瑕疵就是窗户关起来有点费劲，隔音不是太好把', 'star': 5}
{'descr': '前台服务很好，可房间隔音太差,吵得无法入睡。', 'star': 1}
{'descr': '前台服务很好，可房间隔音太差,吵得无法入睡。', 'star': 1}
{'descr': '还不错的酒店。。。住了好几次了。。。...', 'star': 5}
{'descr': '还不错的酒店。。。住了好几次了。。。...', 'star': 5}
{'descr': '各方面都比较满意，一如既往的好，顶一个。', 'star': 5}
{'descr': '各方面都比较满意，一如既往的好，顶一个。', 'star': 5}
{'descr': '服务周到，值得推荐，早餐的种类有点少，希望改进。', 'star': 5}
{'descr': '服务周到，值得推荐，早餐的种类有点少，希望改进。', 'star': 5}
{'descr': '位置很好·逛街和车站都很近·房间配套不行·设施也老化了·隔音不行·', 'star': 1}
{'descr': '位置很好·逛街和车站都很近·房间配套不行·设施也老化了·隔音不行·', 'star': 1}
{'descr': '第二次入住了，就在步行街旁边，出门很方便。商务大床房，网速很快。下次还会住这里。', 'star': 5}
{'descr': '第二次入住了，就在步行街旁边，出门很方便。商务大床房，网速很快。下次还会住这里。', 'star': 5}
{'descr': '网上预定很方便，节省了很多时间，但对于不熟悉这个酒店的我，找地方也花了不少时间，建议设置目的地到酒店的地图', 'star': 3}
{'descr': '网上预定很方便，节省了很多时间，但对于不熟悉这个酒店的我，找地方也花了不少时间，建议设置目的地到酒店的地图', 'star': 3}
{'descr': '酒店还是不错，餐厅的早餐不错，第三次入住了。。。。', 'star': 5}
{'descr': '酒店还是不错，餐厅的早餐不错，第三次入住了。。。。', 'star': 5}
{'descr': '真的很不错，空调制热超爽…', 'star': 3}
{'descr': '真的很不错，空调制热超爽…', 'star': 3}
{'descr': '房间还是很不错的', 'star': 3}
{'descr': '房间还是很不错的', 'star': 3}
{'descr': '第二次入住这家酒店了，去年来合肥出差的时候就住的是这个酒店。地理位置靠近步行街，还是比较安静的，吃饭购物也比较方便。酒店设施之类的还可以，但是早餐很简单很简单。停车不方便。', 'star': 5}
{'descr': '第二次入住这家酒店了，去年来合肥出差的时候就住的是这个酒店。地理位置靠近步行街，还是比较安静的，吃饭购物也比较方便。酒店设施之类的还可以，但是早餐很简单很简单。停车不方便。', 'star': 5}
{'descr': '酒店内部环境还不错 就是窗子密封性能太差 一点不隔音  清晨5点不到 就被楼下收垃圾的 倒垃圾的 吵醒了  临近闹市太吵了 休息的不好 建议酒店改进窗子 最好搞双重隔音窗', 'star': 5}
{'descr': '酒店内部环境还不错 就是窗子密封性能太差 一点不隔音  清晨5点不到 就被楼下收垃圾的 倒垃圾的 吵醒了  临近闹市太吵了 休息的不好 建议酒店改进窗子 最好搞双重隔音窗', 'star': 5}
{'descr': '很好，干净，卫生，舒适，就是我当天比较悲剧', 'star': 5}
{'descr': '很好，干净，卫生，舒适，就是我当天比较悲剧', 'star': 5}
{'descr': '真的很不错，服务很好。位置极佳。环境也不错。就是隔音效果好像不怎么样。希望改进。', 'star': 5}
{'descr': '真的很不错，服务很好。位置极佳。环境也不错。就是隔音效果好像不怎么样。希望改进。', 'star': 5}
{'descr': '酒店很好，性价比高，很好！', 'star': 3}
{'descr': '酒店很好，性价比高，很好！', 'star': 3}
{'descr': '地理位置很好，环境卫生，服务到位。下次还是首选。', 'star': 5}
{'descr': '地理位置很好，环境卫生，服务到位。下次还是首选。', 'star': 5}
{'descr': '这家酒店虽然各方面服务都挺好，早餐很给力，很丰盛。可是那个浴室我受不了，以前住过别家的浴室起码地上有铺一个毯子防止洗澡的时候滑到或者脚冷，这家没有。二，浴室的水不知道怎么调，又小又冷，反正那个乱七八糟的。我们三个人都冻死了，调也调不好。能给个方面好用的设备吗？这次住的本来就够冷了，想去洗个热水澡。冲这点，把其他好的全抹杀了。全无好感。酒店最重要不就是浴室？', 'star': 1}
{'descr': '这家酒店虽然各方面服务都挺好，早餐很给力，很丰盛。可是那个浴室我受不了，以前住过别家的浴室起码地上有铺一个毯子防止洗澡的时候滑到或者脚冷，这家没有。二，浴室的水不知道怎么调，又小又冷，反正那个乱七八糟的。我们三个人都冻死了，调也调不好。能给个方面好用的设备吗？这次住的本来就够冷了，想去洗个热水澡。冲这点，把其他好的全抹杀了。全无好感。酒店最重要不就是浴室？', 'star': 1}
{'descr': '还不错，值得推荐', 'star': 3}
{'descr': '还不错，值得推荐', 'star': 3}
{'descr': '感觉环境不好，位置还不错哦！', 'star': 3}
{'descr': '感觉环境不好，位置还不错哦！', 'star': 3}
{'descr': '不错，每次来合肥都住在这里，房间很干净，环境也很好，闹中取静', 'star': 5}
{'descr': '不错，每次来合肥都住在这里，房间很干净，环境也很好，闹中取静', 'star': 5}
{'descr': '很好很方便！晚上还能出去买夜宵！', 'star': 3}
{'descr': '很好很方便！晚上还能出去买夜宵！', 'star': 3}
{'descr': '非常棒！闹中取静的好住所！干净卫生。关键是离市中心近 啊，真方便！', 'star': 5}
{'descr': '非常棒！闹中取静的好住所！干净卫生。关键是离市中心近 啊，真方便！', 'star': 5}
{'descr': '有一小点偏，周围吃的很多，方便。\n前台服务很好，值得称赞。', 'star': 5}
{'descr': '有一小点偏，周围吃的很多，方便。\n前台服务很好，值得称赞。', 'star': 5}
{'descr': '预订的商务双人房，房间设施比较新、空间足够大，配备了电脑，价格对比是非常优惠的了；去步行街逛街非常方便，晚上吃夜宵也是举步便达\n因为的士不能开进小巷，只能开到宿州路上，还好路口有指示牌，否则确实难找；顺便说说合肥的的士，到了下午4-6点真是一车难求，说是要交班，导致黑的士到处拉客，这样如何“创文”？', 'star': 5}
{'descr': '预订的商务双人房，房间设施比较新、空间足够大，配备了电脑，价格对比是非常优惠的了；去步行街逛街非常方便，晚上吃夜宵也是举步便达\n因为的士不能开进小巷，只能开到宿州路上，还好路口有指示牌，否则确实难找；顺便说说合肥的的士，到了下午4-6点真是一车难求，说是要交班，导致黑的士到处拉客，这样如何“创文”？', 'star': 5}
{'descr': '都不错~ 隔音有待加强~早餐很丰富~ 经济实惠~', 'star': 5}
{'descr': '都不错~ 隔音有待加强~早餐很丰富~ 经济实惠~', 'star': 5}
{'descr': '服务态度很好，房间很干净，很大，住得很舒心', 'star': 5}
{'descr': '服务态度很好，房间很干净，很大，住得很舒心', 'star': 5}
{'descr': '很不错，就是洗手间门槛低，洗完澡出来之后外边一层水~~', 'star': 5}
{'descr': '很不错，就是洗手间门槛低，洗完澡出来之后外边一层水~~', 'star': 5}
{'descr': '不错，设施很好。', 'star': 3}
{'descr': '不错，设施很好。', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '一直比较信赖天庭，干净卫生，而且位置特别号，适合逛街。', 'star': 5}
{'descr': '一直比较信赖天庭，干净卫生，而且位置特别号，适合逛街。', 'star': 5}
{'descr': '房间还可以，要是再大点就好了', 'star': 3}
{'descr': '房间还可以，要是再大点就好了', 'star': 3}
{'descr': '早餐牛奶喝完就不供应了，品种太少喽..........房间隔音不好.....', 'star': 1}
{'descr': '早餐牛奶喝完就不供应了，品种太少喽..........房间隔音不好.....', 'star': 1}
{'descr': '交通便利，购物方便，房间整洁，还不错。就是房间面积小点。', 'star': 5}
{'descr': '交通便利，购物方便，房间整洁，还不错。就是房间面积小点。', 'star': 5}
{'descr': '凑合吧，反正价位也不贵，就是预定和门市价格是一样的，没有什么优惠。', 'star': 5}
{'descr': '凑合吧，反正价位也不贵，就是预定和门市价格是一样的，没有什么优惠。', 'star': 5}
{'descr': '价格便宜 位置佳 很方便 连锁酒店品质 推荐', 'star': 5}
{'descr': '价格便宜 位置佳 很方便 连锁酒店品质 推荐', 'star': 5}
{'descr': '位置不错，设施也不错，而且很满意那里的服务，有一点小改进的地方呢就是晚上楼道貌似蛮吵得，希望改进不过我还是很推荐的啦，满意！', 'star': 5}
{'descr': '位置不错，设施也不错，而且很满意那里的服务，有一点小改进的地方呢就是晚上楼道貌似蛮吵得，希望改进不过我还是很推荐的啦，满意！', 'star': 5}
{'descr': '不错，各方面都还可以，提点小建议，其实装修时可以弄点暖色调，让人住了更温馨一点', 'star': 5}
{'descr': '不错，各方面都还可以，提点小建议，其实装修时可以弄点暖色调，让人住了更温馨一点', 'star': 5}
{'descr': '位置很好，离淮河路步行街和李鸿章纪念馆非常近。房间装修的也很不错，停车稍显困难。', 'star': 5}
{'descr': '位置很好，离淮河路步行街和李鸿章纪念馆非常近。房间装修的也很不错，停车稍显困难。', 'star': 5}
{'descr': '很干净，房间很大', 'star': 3}
{'descr': '很干净，房间很大', 'star': 3}
{'descr': '位置好、卫生好、服务好（特别是保安）。美中不足是毛巾、洗过的内衣无处挂，建议大床房充分利用空间，另：配备洗浴用拖鞋。', 'star': 5}
{'descr': '位置好、卫生好、服务好（特别是保安）。美中不足是毛巾、洗过的内衣无处挂，建议大床房充分利用空间，另：配备洗浴用拖鞋。', 'star': 5}
{'descr': ' 酒店很不错', 'star': 3}
{'descr': ' 酒店很不错', 'star': 3}
{'descr': '还不错呀，里面挺干净的！离步行街近，就是那天结账的时候有点小误会，房间的的杯子无缘无故不见了，搞得我们跟前台解释半天，还好旁边也有住客的房间里的杯子也不见了，不然我都说不清了。希望下次去住不会出现这样的状况了！', 'star': 5}
{'descr': '还不错呀，里面挺干净的！离步行街近，就是那天结账的时候有点小误会，房间的的杯子无缘无故不见了，搞得我们跟前台解释半天，还好旁边也有住客的房间里的杯子也不见了，不然我都说不清了。希望下次去住不会出现这样的状况了！', 'star': 5}
{'descr': '住宿环境不错服务挺好,空间么感觉有点小,总体还是不错的', 'star': 3}
{'descr': '住宿环境不错服务挺好,空间么感觉有点小,总体还是不错的', 'star': 3}
{'descr': '位置好，服务态度好，早点丰富。', 'star': 3}
{'descr': '位置好，服务态度好，早点丰富。', 'star': 3}
{'descr': '交通便利，服务态度很好，住的很舒服，出门就是步行街，买东西吃饭都很方便，不错', 'star': 5}
{'descr': '交通便利，服务态度很好，住的很舒服，出门就是步行街，买东西吃饭都很方便，不错', 'star': 5}
{'descr': '性价比很高，房间很大。。但服务人员态度一般', 'star': 5}
{'descr': '性价比很高，房间很大。。但服务人员态度一般', 'star': 5}
{'descr': '＋干净方便，旁边很多吃的。闹中有静。', 'star': 3}
{'descr': '＋干净方便，旁边很多吃的。闹中有静。', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '价格公道实惠，服务态度好，离步行街近，出行方便。就是房间没有塑料拖鞋。', 'star': 5}
{'descr': '价格公道实惠，服务态度好，离步行街近，出行方便。就是房间没有塑料拖鞋。', 'star': 5}
{'descr': '这家店环境很不错很干净，而且服务人员服务很好，比7天好恨多', 'star': 5}
{'descr': '这家店环境很不错很干净，而且服务人员服务很好，比7天好恨多', 'star': 5}
{'descr': '不错挺好的，服务也好，价格也公道不错挺好的，服务也好，价格也公道不错挺好的，服务也好，价格也公道。', 'star': 5}
{'descr': '不错挺好的，服务也好，价格也公道不错挺好的，服务也好，价格也公道不错挺好的，服务也好，价格也公道。', 'star': 5}
{'descr': '很干净环境也不错!', 'star': 3}
{'descr': '很干净环境也不错!', 'star': 3}
{'descr': '离步行街确实很近，周围吃的东西也多。酒店虽然时间久，但是还算干净。送的早饭都是中式，比同类型的酒店好', 'star': 5}
{'descr': '离步行街确实很近，周围吃的东西也多。酒店虽然时间久，但是还算干净。送的早饭都是中式，比同类型的酒店好', 'star': 5}
{'descr': '十我巳入住该酒店,认为:地理位置佳,房间干净卫生,宽敞明亮,服务态度好,价格,含理,同类洒店应数一流,期待下次入住.', 'star': 3}
{'descr': '十我巳入住该酒店,认为:地理位置佳,房间干净卫生,宽敞明亮,服务态度好,价格,含理,同类洒店应数一流,期待下次入住.', 'star': 3}
{'descr': '房间很小，不过安排的很好。卫生也还可以。就是电脑根本不能开机，电视能看的频道也不是很多。作为出差的话，性价比还可以。', 'star': 5}
{'descr': '门前修路不方便', 'star': 3}
{'descr': '卫生间还好，床具等物品过于陈旧！竞争激烈，建议定期装潢很重要！', 'star': 5}
{'descr': '酒店房间小点儿,热水供应不错,早餐一般,禧龙是连锁酒店,入住一定要看好在市区的位置,让自己出行方便.', 'star': 3}
{'descr': '环境地理位置非常好，还有价格实惠！顶一下！！', 'star': 5}
{'descr': '酒店的位置一般，但是我是去那附近办事还是挺方便的，房间配置挺好的。', 'star': 5}
{'descr': '服务挺不错的，前台还是电话效率都比较高。', 'star': 5}
{'descr': '住过很多禧龙宾馆感觉都挺不错的，是哈尔滨当地不错的经济型酒店。', 'star': 5}
{'descr': '房间装修风格很时尚，配置硬件都很好。', 'star': 5}
{'descr': '酒店里面的设施还都蛮新的，环境还不错。', 'star': 5}
{'descr': '禧龙酒店在哈尔滨有很多家，是当地非常有名的连锁型酒店。他的设施配置都比较好，比一些大的全国连锁型酒店要好。', 'star': 5}
{'descr': '酒店的设施齐全，像是电脑啊这些硬件都有，环境也很不错。', 'star': 5}
{'descr': '房间打扫的很干净，像是毛巾，被褥这些都很舒适。配置硬件设施也很达标.', 'star': 5}
{'descr': '酒店的位置很不错，交通很方便。逛街购物也可以考虑。', 'star': 5}
{'descr': '这家酒店比我入住过的连锁型酒店条件要好一些。性价比很好。', 'star': 5}
