{'短评内容': '好好好好好好好好好好', '短评打分': 5}
{'短评内容': '价廉物美，床好软。', '短评打分': 3}
{'短评内容': '号称是24小时热水. 事实是: 热水时断时续. 而且, 根本就是温水. 越冲越冷.水流小得出不来水似的. 还会猛不丁地出来一段时间的冷水. 我住的是170元的房间, 房号为348 (4/1号入住). 市内比这个价格低的酒店的热水比这里的热得多. 工程师还说就是这样的水温, 由此可见这家酒店老板的待客之道!', '短评打分': 1}
{'短评内容': '设施还行,周边商业区也很近,就是房间没窗户', '短评打分': 5}
{'短评内容': '酒店比较整洁干净，性价比高，但细节做的不足，比如卫生间洗澡排水', '短评打分': 3}
{'短评内容': '很好。。。房间干净，很温馨。。。而且物美价廉，只是床太软了。。。不过已经很满意了', '短评打分': 5}
{'短评内容': '很好，房间的布置很好的，而且态度也蛮好，已经是第二次来住了，以后去六安还住', '短评打分': 5}
{'短评内容': '条件价格很合适，就是床太软，睡不着觉。', '短评打分': 3}
{'短评内容': '床非常软，就是中央空调不行。感觉不到暖气。大致服务还是很好的。', '短评打分': 5}
{'短评内容': '性价比相当高，还是很满意的，唯一的缺憾是床太软了，睡得不舒服，影响休息。', '短评打分': 5}
{'短评内容': '很好，环境很不错。。。就是床太软了。总体而言还是很好的', '短评打分': 5}
{'短评内容': '＋不是说好有电脑吗？怎么没有呢？', '短评打分': 3}
{'短评内容': '环境挺好的，服务也挺好，感觉看起来星级满高的，离各各地方都比较近！满意！', '短评打分': 5}
{'短评内容': '环境挺好的，就是床软了一点！早餐需要改善', '短评打分': 5}
{'短评内容': '唉  不太人性化   没什么感觉  没有汉庭快捷之类的像家的感觉', '短评打分': 1}
{'短评内容': '环境挺不错，就是早餐不是太完美！希望努力改进', '短评打分': 5}
{'短评内容': '隔音条件很不好', '短评打分': 3}
{'短评内容': '位置不错，靠近沃尔玛，服务也挺好，在六安算是性价比很高的了，自助洗衣没有洗衣粉，呵呵，缺憾', '短评打分': 3}
{'短评内容': '就是床太软了，其他的都很不错，值得推荐。。。。。', '短评打分': 5}
{'短评内容': '房间干净卫生', '短评打分': 3}
{'短评内容': '挺好的，干净卫生，标间很大，入住便捷！早餐提升一些更好了', '短评打分': 5}
{'短评内容': '服务相当不错！就是打扫房间的速度稍微慢了点，挂了牌子很久才来。呵呵，不过总体很好了！', '短评打分': 5}
{'短评内容': '环境不错，服务也到位，早餐很丰盛，就是床太软，早餐的牛奶是奶粉充兑的，如果能够改善将是最佳性价比酒店', '短评打分': 5}
{'短评内容': '早餐牛奶是奶粉充的', '短评打分': 3}
{'短评内容': '设施还不错，房间卫生比较好，但有点小，隔音效果不理想，能听到隔壁的声音。地理位置很好', '短评打分': 5}
{'短评内容': '酒店位置比较好，附近有沃尔玛、商场，吃饭购物比较方便。', '短评打分': 5}
{'短评内容': '应该算六安非常不错的酒店了，性价比不错，就是床太软了，睡不习惯。', '短评打分': 5}
{'短评内容': '挺好的，价格不贵，早餐差了点，床软了点，房间空调可能不能出暖气。', '短评打分': 5}
{'短评内容': '环境干净卫生、交通便捷…\n有点小小缺憾：床太软啦~~', '短评打分': 5}
{'短评内容': '环境还可以，门头标志需要做明显点，不是太好找。', '短评打分': 5}
{'短评内容': '环境不错，也比较卫生。停车场地最好能扩大点！', '短评打分': 5}
{'短评内容': '比较下来，7+1是家性价比比较高的店吧，环境比较清静。', '短评打分': 5}
{'短评内容': '饭店位置不错，服务也还行，最大的缺点是床太软。', '短评打分': 5}
{'短评内容': '，很好', '短评打分': 3}
{'短评内容': '环境卫生俱佳，我们凌晨三点入住,应提醒有否凌晨房可住?此处有所欠缺．总体还行！', '短评打分': 3}
{'短评内容': '还不错\r\n就是没有订票服务', '短评打分': 3}
{'短评内容': '房间条件配得上这个价格。\n早餐的咖啡味道太淡了', '短评打分': 5}
{'短评内容': '酒店还不错，就是餐厅的东西太贵了', '短评打分': 3}
{'短评内容': '环境不错，\n大床挺舒服的，\n以后如果有机会到六安的话还会来这里', '短评打分': 5}
{'短评内容': '都挺好的，就是床太软了，睡不着！', '短评打分': 3}
{'短评内容': '环境不错，服务很好', '短评打分': 3}
{'短评内容': '各方面都还不错,位置也挺好,就是床太软,有点不习惯。', '短评打分': 3}
{'短评内容': '酒店外部环境还有设施都不错，就是床太软。\n另外本次入住有什么会议活动在举办，早餐7：30到餐厅已经没有吃到东西了\n既然有会议举办，早餐人数提前已经知道的，为什么还有这种失误！！！', '短评打分': 5}
{'短评内容': '这家酒店挺不错的、门面挺气派的而且房价也很实惠，价位还可以，就是地毯脏，拖鞋不是一次性的这个有点过分，房间有点味道，刚好碰到一个公司开会，早餐吃饭的人太多，有点混乱', '短评打分': 5}
{'短评内容': '整体还满意，就是地毯脏，拖鞋不是一次性的这个有点过分。。。早饭实在没有什么吃的。。。东西太少。办了会员卡，下次还可以去，前台服务一般性。', '短评打分': 5}
{'短评内容': '房间配置不错，住得开心~就是早餐供应提前一点就好了，早上赶着去考试，没吃上早餐。。。', '短评打分': 5}
{'短评内容': '房间环境很好  安静 舒适！\u3000\u3000附近购物啊\u3000都很方便', '短评打分': 5}
{'短评内容': '该酒店的房间很差，地上都是污渍，特别是地毯上。其次我住的那间，进房以后感觉气味特别难闻，到处都是油乎乎的，问了前台，给的答复是：刚才在你的房间打了灭虫剂！', '短评打分': 1}
{'短评内容': '床单，被单不是很干净！床铺太软了！软得无法适应！', '短评打分': 5}
{'短评内容': '这家酒店挺不错的、门面挺气派的而且房价也很实惠，里面入住感觉也很好，最可惜的就是我起来晚了没有吃到免费的早餐，呜呜~~~', '短评打分': 5}
{'短评内容': '订的是特色双人房，217,419的房间还可以，早餐一般，交通较方便。', '短评打分': 5}
{'短评内容': '装饰很新，环境很好，交通也很方便，早餐种类还行，再丰富点就更好。', '短评打分': 5}
{'短评内容': '设施齐全，软硬件都很满意，床真的很软。早餐蛮丰盛的，前台效率很高！OK！', '短评打分': 5}
{'短评内容': '房间挺好的 就是没电脑能上网嘛~ 床很软！ 洗手间好大 好喜欢~\n', '短评打分': 5}
{'短评内容': '周边环境不错，距沃尔玛超市挺近的，房间空调不错，很安静，服务员响应速度不太快，其它都不错', '短评打分': 5}
{'短评内容': '酒店位置很好，对面是金都购物广场，床虽然很软，但是非常舒服！房间风格也很现代，总之非常喜欢！', '短评打分': 5}
{'短评内容': '不错 设施挺好～ 交通方便 如果床头有电源插座就更好～\n', '短评打分': 5}
{'短评内容': '总体不错 环境很棒 淋浴水小了点', '短评打分': 3}
{'短评内容': '价格合理。装饰温馨。服务周到。楼下不远就有沃尔玛大型超市等商业街，交通十分便利！', '短评打分': 5}
{'短评内容': '还好 床软 我下午 4点多走的 收了半天房费  晚上打死一只小强 不知道哪边出来的 心情瞬间低落', '短评打分': 5}
{'短评内容': '入住遇到雨天，酒店外走到大厅无人接应，退房时同样如此，雨淋湿全身。\n入住时需要提供插座等物品时速度可谓慢的够呛。\n服务态度一般、早餐简单。', '短评打分': 1}
{'短评内容': '门前风景不错，客房好，不过建议换成硬床垫。早餐虽然不丰富，但牛奶做的不错。', '短评打分': 5}
{'短评内容': '硬件不错，性价比高；但是软件一般，员工服务态度有待提升啊！', '短评打分': 3}
{'短评内容': '价格适中，就是早餐时间太晚了，两次了，都没有吃上，呵呵，因为赶时间，早上6点30就要走了！', '短评打分': 5}
{'短评内容': '住的是上次住过的房间，没有变化，椅子的坐垫还是凹进去的。', '短评打分': 3}
{'短评内容': '位置不错 环境还可以\n值得推荐吧\n下次去还会住在这里', '短评打分': 5}
{'短评内容': '住普通双人房，很不错，空间很大，而且床很软，很舒服。早晨还包餐。不错！', '短评打分': 3}
{'短评内容': '床有点太软了，有点不习惯。如果不喜欢软床的建议不要住。', '短评打分': 5}
{'短评内容': '一开始住的没窗户的房间，房间很大，但空气质量实在不行。后面换了带窗户的还不错。', '短评打分': 5}
{'短评内容': '这次住的是有窗户的，环境还不错，住了两三次，感觉还是可以接受的。', '短评打分': 5}
{'短评内容': '六安没什么好酒店 这个性价比算不错 就是送餐服务的菜有点难吃。。。', '短评打分': 5}
{'短评内容': '很喜欢这家宾馆，性价比还可以，房间干净卫生，还很安静，床很软，装饰也都很新，唯一的遗憾就是没有窗户~', '短评打分': 5}
{'短评内容': '住宿环境不错，餐厅服务态度不好，饭菜难吃', '短评打分': 5}
{'短评内容': '位置不错，环境也还可以，价格相对比较适中，性价比比较高。', '短评打分': 5}
{'短评内容': '住宿环境非常好，只是床太软了。还有就是超值！', '短评打分': 3}
{'短评内容': '出行挺方便的，周围有公车站地铁站。前台态度都很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '很干净，床很软，弹性超级好呵呵。最让我欣赏的是一楼大堂有很舒服很宽敞的沙发、很干净的卫生间，以及……自助洗衣设备——很周到。总之六安的这个“7+1”很好，是合肥的“7+1”的榜样。', '短评打分': 5}
{'短评内容': '还算可以  但是靠近窗口比较吵 床太软了', '短评打分': 5}
{'短评内容': '交通比较方便，卫生条件也还可以，就是门口环境差了些，总体不错', '短评打分': 5}
{'短评内容': '自去年后这是第二次入住该店，离夫子庙、总统府、1933都很近，坐车、地铁去各景点及火车站也很方便，酒店楼下有很多好吃的，夜宵早点都很方便，尤其推荐两家面店；环境干净，服务员也很耐心热情，但美中不足的是隔音问题，入夜后，隔壁的电视声音和门口人来人往的脚步声有些恼人，不过综合来看还是物有所值。', '短评打分': 5}
{'短评内容': '环境不错，内部装修也不错，由其赠送的日用品都挺好的，跟五星一样，但就是有窗的太少，而且价格也较高', '短评打分': 5}
{'短评内容': '不错、就是标间没有窗户、空气流通不是很好、', '短评打分': 5}
{'短评内容': '很好，位置不错。。服务不错。。都不错....卫生不错', '短评打分': 5}
{'短评内容': '环境和条件不错,不过房间有点凉,洗澡时就感冒了!', '短评打分': 5}
{'短评内容': '特价单人间没有窗户，空气不好，手机信号不好，其他方面还可以。', '短评打分': 5}
{'短评内容': '还不错，离家乐福很近，去夫子庙也不远，房间比较小', '短评打分': 5}
{'短评内容': '第三次入住了，一切都好，性价比挺好的酒店。', '短评打分': 5}
{'短评内容': '每次都在这家住，每次都会是推荐的，比较喜欢如家的感觉！', '短评打分': 5}
{'短评内容': '环境很不错，很喜欢里面的装潢风格。床真的很软，不适合睡软床的朋友需要考虑了。\n', '短评打分': 5}
{'短评内容': '环境挺好的，很干净，价格适中！是出行不错的选择！', '短评打分': 5}
{'短评内容': '环境不错 就是B区的房间隔音不好  就这个', '短评打分': 5}
{'短评内容': '条件还不错。卫生、安静！\n\n下次去还住这里。', '短评打分': 5}
{'短评内容': '房间小，离夫子庙有些远，离总统府比较近。不好找，没有停车位。', '短评打分': 1}
{'短评内容': '还不错  床很软      房间设施不合理    早餐不好吃', '短评打分': 5}
{'短评内容': '什么都好，卫生、干净，就是不知道为什么床垫那么的软，向10年前床垫的柔软度，现在已经不是很习惯了，', '短评打分': 5}
{'短评内容': '环境和照片一样。。很不错~服务也很不错。', '短评打分': 5}
{'短评内容': '还是可以的就是晚上电话太多了，只好拔电话线了', '短评打分': 5}
{'短评内容': '位置不错，交通方便，购物方便，酒店不错，而且性价比较高，只是早餐一般……', '短评打分': 5}
{'短评内容': '一家不错的酒店，下次还会再去的，离工作场所也近很方便', '短评打分': 5}
{'短评内容': '会推荐  但是下次不会通过网站订了  因为网站订 也便宜不到多少，并且还要12点就退房', '短评打分': 5}
{'短评内容': '位置好。床太软。晚上太吵，总体感觉不错。周围大超市，可以买到六安特产', '短评打分': 5}
{'短评内容': '这家绝对是我所有住的酒店中性价比最高的！超好', '短评打分': 5}
{'短评内容': '挺干净的。床比较舒服，服务人员态度都很好。离新街口近。总体来说还是很不错的哦。', '短评打分': 3}
{'短评内容': '品质不错的酒店，在六安比较有名，出租车司机都知道，边上就是一个大的购物中心，比较方便', '短评打分': 5}
{'短评内容': '还可以 价格适中  早餐质量非常差 推荐入住', '短评打分': 5}
{'短评内容': '标志不明显，的士司机都差点错过了，大门开在巷子里，不容易找，房间还可以。', '短评打分': 1}
{'短评内容': '酒店房间设施还可以，早餐一般。无窗房空气质量不好，建议不要住。', '短评打分': 5}
{'短评内容': '虽然没住，但是酒店的前台小姐的服务态度真的不错，本想买了火车票叫快递在我到达那天送到酒店的，结果快递早早递送！雇佣的外地出租车竟然不认识路，没办法只好住了其他酒店，我只能去酒店找服务小姐要第二天需要用的火车票，小姐和蔼的递还给我火车票，我只能说抱歉！不过真的不错的，大家知道火车票和飞机票不同，没名没姓的，谁拿了都可以用的。支持这家！下次来一定住！大厅很干净！', '短评打分': 5}
{'短评内容': '环境很好，房间很干净，床也很舒适，隔音效果也很好，服务员也很热情。', '短评打分': 5}
{'短评内容': '交通很方便', '短评打分': 3}
{'短评内容': '床真的很软 房间很不错 以后还会去 交通方便 ', '短评打分': 5}
{'短评内容': '不错！！！！！！床很软！！！！！！！~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '服务态度较差，酒店隔音较差隔壁房间说话就像是和我说一样真的搞笑。', '短评打分': 1}
{'短评内容': ' 还不错,床很软', '短评打分': 5}
{'短评内容': '总体来说，非常不错，地理位置好，卫生服务到位，唯一美中不足的是隔音效果比较差，需要改进', '短评打分': 5}
{'短评内容': '位置不错，交通蛮方便的。离总统府超近。房间里色彩挺温馨的。', '短评打分': 5}
{'短评内容': ' 己入住，条件尚可．谢谢！', '短评打分': 5}
{'短评内容': 'This hotel is small and very noise, I will not recommend this hotel to anyone else. ', '短评打分': 3}
{'短评内容': '在六安的繁华地带，附近吃饭也比较方便。\r\n停车也还可以的。', '短评打分': 5}
{'短评内容': '房间蛮漂亮，就是有在装修，上午能听见锤墙声', '短评打分': 5}
{'短评内容': '如家很好，舒适方便，服务态度好，标准化管理，再去南京还住这里', '短评打分': 3}
{'短评内容': '+很干净舒服.', '短评打分': 5}
{'短评内容': '+位置太偏不是很好找。房间是一贯的如家风格没话说。价格适中', '短评打分': 5}
{'短评内容': '地点不错，靠近总统府，新街口，地铁站公交站也非常近，不过酒店在小巷子里，第一次去不太好找', '短评打分': 5}
{'短评内容': '虽然从酒店的外观看不是很好，但是一旦进到大堂，就感受到如家一贯的风格，舒适温馨体贴，房间很漂亮，干净，整洁，也很安静~~~很喜欢，而且出门的交通也非常便利，下次去南京，还要继续住这里', '短评打分': 5}
{'短评内容': '服务态度一般,位置还可以,卫生还行,这次南京之行,值得纪念', '短评打分': 1}
{'短评内容': '如家水准，只是同一栋楼里有装修的，早上好吵~~据前台说，持续有好几个月了~~', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '酒店外观还可以，服务态度一般，我住的房间不行，整晚上听电梯上下的声音！', '短评打分': 3}
{'短评内容': '房间手机信号太弱带来不便,希望改进,打市话也收费,有别于其它酒店', '短评打分': 5}
{'短评内容': '非常干净，管理好，早餐不好，价格当地较贵', '短评打分': 5}
{'短评内容': '挺好，蛮干净的。。。', '短评打分': 5}
{'短评内容': '位置很好，离新街口很近，地铁站不远。坐车去火车站也很方便。因为是早晨下的火车，所以和服务员商量一下提前到8点入住的，服务很好。', '短评打分': 5}
{'短评内容': '靠着沃尔玛，床很软，其他的马马虎虎的，整体上不错，值得推荐，', '短评打分': 3}
{'短评内容': '宾馆挺不错的，靠着沃尔玛，床很舒服', '短评打分': 5}
{'短评内容': '地理位置一般，离夫子庙还有2站路，周边环境也不好；房间网速很慢。', '短评打分': 1}
{'短评内容': '酒店卫生和服务都还不错,位置很好值得推荐', '短评打分': 5}
{'短评内容': '不错，就是在房间里手机信号有点不好，其它的方面还是不错的', '短评打分': 5}
{'短评内容': '比较不好找，在一条小路的巷子里面，打的都要找半天，其他方面还好', '短评打分': 5}
{'短评内容': '+酒店很干净,交通方便', '短评打分': 5}
{'短评内容': '帮朋友订的酒店，朋友反映交通挺方便，房间也不错。', '短评打分': 5}
{'短评内容': '这个酒店服务态度还行，不过特价房的硬件不行，睡在床上能不是听到电梯伤下的声音。', '短评打分': 5}
{'短评内容': '  酒店环境、卫生、服务都很不错，', '短评打分': 5}
{'短评内容': '酒店硬件设施及细节设计的很周到，考虑的很细致，与之对应的服务员的服务意识和水平有待提高，总体来说，是家性价比比较高的酒店。', '短评打分': 5}
{'短评内容': '还不错的一个酒店，服务态度不错，新开的房间内比较干净，就是地毯有点水', '短评打分': 5}
{'短评内容': 'GOOD 干净 卫生  舒适尤佳 干净 卫生  舒适尤佳 干净 卫生  舒适尤佳 干净 卫生  舒适尤佳', '短评打分': 3}
{'短评内容': '很不错  真的   有机会 我还会住这样的酒店', '短评打分': 3}
{'短评内容': '门口100米就是沃尔玛，对面就是好大一个公园！店内环境个人觉得达到4星际，地毯很厚，床是美国式的软床，非常舒服！下去出差肯定会再次选择！', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '均不错  真的  下次还要住这样的地方', '短评打分': 5}
{'短评内容': '总体来说还可以，交通挺便利。就是路口的显示牌不明显。', '短评打分': 5}
{'短评内容': '不容易找到 环境安静 还不错', '短评打分': 3}
{'短评内容': '位置很好，交通便利，，房间挺大的，总的来说住的挺舒服的。', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '无法停车', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '位置不错，在市中心，附近有沃尔玛。床非常软，突然睡起来不是很适应。', '短评打分': 5}
{'短评内容': '服务的确是很好，无论是前台还是其他工作人员，不过早餐希望可以再好些', '短评打分': 5}
{'短评内容': '不错不错，很卫生，环境确实不错，设施也完备。不足之处是商务房怎么没有电脑啊 ', '短评打分': 5}
{'短评内容': '地点蛮不错的，边上有不少美食，购物也方便，晚上出去逛逛蛮热闹的地方', '短评打分': 5}
{'短评内容': '如家太平南路店出行方便,到总统府只要步行十分钟,到大兴宫地铁站只要五分钟,出行十分便利.而且管理严格,让人住起来特别放心.服务人', '短评打分': 5}
{'短评内容': '地理位置很好，很干净，性价比挺高的。', '短评打分': 5}
{'短评内容': '床很软很软，很舒适，酒店服务不错，环境好，硬件设施也不错，性价比挺高吧，唯一感觉缺陷的就是早餐太简单了。', '短评打分': 5}
{'短评内容': '酒店的位置虽然在市中心,但是周边的环境很差. 半夜狗叫,吵得影响休息.', '短评打分': 1}
{'短评内容': '很干净的酒店，比我想象的要好，就是外部环境较差，隔音也不好。总体较满意。', '短评打分': 5}
{'短评内容': '酒店门口极为狭小，无处停车。空调开后有严重的怪味。不推荐！', '短评打分': 1}
{'短评内容': '整体都不错，就是床偏软，睡的腰酸背疼', '短评打分': 5}
{'短评内容': '位置周边环境有点不佳，晚上的话很难找，叫车也不方便，房间还可以，', '短评打分': 5}
{'短评内容': '性价比非常高,周边也有很多生活娱乐设施,在六安这个地方算很好的酒店了.\r\n感觉非常不错,下次还去住', '短评打分': 5}
{'短评内容': '优点：地理位置优越，南京中心，到夫子庙两站路。离马路有一定距离，不吵，比较整洁，房间颜色温馨\r\n缺点：没有窗户，空气不太好，旅馆所在楼房有一定年代，招牌不明显，，缺少像衣橱等设施。用品简单，洗澡水温度不稳', '短评打分': 1}
{'短评内容': '酒店的服务态度超级不好，前台那女的就好像谁欠她钱似的，可以说是我住的这么多如家中服务态度最不好的一家了。', '短评打分': 3}
{'短评内容': '酒店位置不错，去夫子庙和新街口比较方便。', '短评打分': 5}
{'短评内容': ' 设施很现代，环境也不错，值得推荐。', '短评打分': 5}
{'短评内容': '总体感觉还。，我订的是大床房，窗户很小，房间空间不大，而且没有储物柜等放行李和衣服的地方，卫生间的砖是明亮的黄色我喜欢，卫生不错', '短评打分': 5}
{'短评内容': '第二次去，不错', '短评打分': 5}
{'短评内容': '电脑收费不合理,用电脑还要另外收钱.这是我住酒店从来没有遇到过的.况且还是这样的连锁酒店.应该改进.', '短评打分': 5}
{'短评内容': '最近一直有人装修. 房间床单舒适度没那么好\r\n但是性价比很高， 也算物有所值了', '短评打分': 5}
{'短评内容': '地理位置不错，而且非常的干净，服务非常的好，对得起“如家”这个店名！', '短评打分': 5}
{'短评内容': '各方面都不错，因为出门一般都住如家连锁酒店，住习惯了，所以有家的感觉，一如既往的好。', '短评打分': 5}
{'短评内容': '还不错，就是太吵了。晚上到2、3点外面还有说话声。', '短评打分': 5}
{'短评内容': 'check in等着40分钟才进房间，很不满意!', '短评打分': 5}
{'短评内容': '地方有点难找 打车找了找了一个圈  总体来说 地理位置不错 交通便利 周围有药店 烧烤店 离夫子庙也比较近 就房间用品而言 被子透气性不好 很闷 隔音效果比较差 其他都不错 ', '短评打分': 5}
{'短评内容': '因为是‘如家’吧，还是住下了。', '短评打分': 1}
{'短评内容': '总的来说还不错\r\n很安静，房间也挺干净的，\r\n但如果是第一次入住的话不是很好找\r\n建议打车', '短评打分': 3}
{'短评内容': '朋友住过一次，这次又要求入住，很好', '短评打分': 3}
{'短评内容': '离新街口和夫子庙都很近，房间也很干净，就是临街一面的房间有点吵。', '短评打分': 5}
{'短评内容': '房间挺干净的，位置不错，就是不太好找', '短评打分': 5}
{'短评内容': '住的很舒服，位置也不错，离沃尔玛很近，挺不错的，去玩的可以住试试', '短评打分': 5}
{'短评内容': '服务质量还行，就是早餐品种不够丰富', '短评打分': 5}
{'短评内容': '交通还可以，火车站1路车能到，离夫子庙还有一点距离的，服务员挺好，', '短评打分': 5}
{'短评内容': '位置不错，到哪里都挺方便的。\r\n大堂很小，前台人服务很好。\r\n房间一如各地如家，出门在外，如家还是第一选择吧。', '短评打分': 5}
{'短评内容': '性价比好', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '不错，比小营路那边干净多了，出行也方便，以后再来', '短评打分': 5}
{'短评内容': '非常安静！早餐也不错的呀！', '短评打分': 3}
{'短评内容': '挺好的，比夫子庙的那家好多了！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '在市中心里，有点难找，但酒店不错。', '短评打分': 3}
{'短评内容': '住的还可以，就是太难找了，表示不是很清楚。', '短评打分': 5}
{'短评内容': '很不错的居住环境，值得~', '短评打分': 5}
{'短评内容': '条件不错的，软软的床，睡着很舒服', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店自己卡，可打折较多。', '短评打分': 5}
{'短评内容': '该酒店设施新，卫生、整洁。服务好！', '短评打分': 5}
{'短评内容': '很不错 服务态度很好', '短评打分': 3}
{'短评内容': '还不错 就是空调有点吵 地方还不错 到每个景点都很方便', '短评打分': 5}
{'短评内容': '性价比不错!装修很新,隔音一般!', '短评打分': 5}
{'短评内容': '外出一般都选择如家。因为感觉有些三星四星的酒店，设施陈旧的话，还不如如家比较有家的感觉。喜欢她家的小花被子……服务生的服务很热情！', '短评打分': 5}
{'短评内容': '酒店位置不错，就是没有中餐和晚餐供应，比较不方便', '短评打分': 5}
{'短评内容': '美国品牌的风格！', '短评打分': 5}
