{'短评内容': '还可以，价格实在', '短评打分': 5}
{'短评内容': '离海边的确挺近的,房间没觉得有多好,电视很小,蚊子很多', '短评打分': 3}
{'短评内容': '一般般，离海边比较近，步行十来分钟，早餐有待加强，床不够大，但还算舒服！', '短评打分': 1}
{'短评内容': '整体还不错，就是觉得性价比不高。一楼餐厅饭菜还行', '短评打分': 5}
{'短评内容': '性价比还算比较高，离海不算太远，开车要几分钟到西浴场，房间比较大，总体感觉还行，楼下秦膳宫挺好吃的', '短评打分': 5}
{'短评内容': '如意山海酒店整體感覺還不錯，早餐較豐富，就是地漏反味較重，希望改進。', '短评打分': 3}
{'短评内容': '房间大', '短评打分': 3}
{'短评内容': '房间整洁干净，早餐自助餐种类丰富，在秦皇岛海港区，去海边比较方便。唯一的一个小缺点是酒店的足疗按摩价格较贵，且态度不太好。', '短评打分': 5}
{'短评内容': ' 不错不错。就是隔音效果不好。', '短评打分': 3}
{'短评内容': '酒店还行，服务态度都挺不错，赶上了大门正在装修，只能从旁边饭店进去。', '短评打分': 5}
{'短评内容': '环境不错，服务态度好。就是厕所空间不够大！早餐比较丰盛！', '短评打分': 5}
{'短评内容': '帮朋友预定的，朋友反映该宾馆还不错，下次还会考虑入住这里的，呵呵', '短评打分': 5}
{'短评内容': '住了很多次，很满意，目前价格也是很便宜，就是希望大门尽快装修好，不太方便。下次还会住\n', '短评打分': 5}
{'短评内容': '房间很大，很舒服，位置不是特别好，但是交通很方便，推荐。', '短评打分': 5}
{'短评内容': ':房间很舒适，豪华大床房物超所值了', '短评打分': 3}
{'短评内容': '我的客人很喜欢这里，干净、安静且卫生。\n以后还会继续选择这里。', '短评打分': 5}
{'短评内容': '房间很大很好，不错~服务员态度也挺好的~赞一个', '短评打分': 5}
{'短评内容': '住了很多次，很满意，目前价格也是很便宜，下次还会住', '短评打分': 5}
{'短评内容': '酒店条件不错，不足之处是不在城市最中心，想吃点好的得打车', '短评打分': 5}
{'短评内容': '这家酒店服务很热情、到位，硬件设施完善，淡季来的，性价比很高，客房强烈推荐！晚上到餐厅消费后再发评论吧！', '短评打分': 3}
{'短评内容': '替朋友定的，据说挺好，交通方便。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店超级好  位置 装修 服务等都是五星级的享受  价格也很合理 ', '短评打分': 5}
{'短评内容': '挺不错的..也挺干净.态度也很好..住着挺温暖的..', '短评打分': 5}
{'短评内容': '条件还可以，服务也可以，就是房间有点冷，空调的声音有点大，影响休息。', '短评打分': 5}
{'短评内容': '这个期间价格很好，不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '酒店房间大，设施好，早餐丰富，服务好，但有的电视频道不清楚，离闹市远，交通方便。', '短评打分': 3}
{'短评内容': ' 前两年几乎每次来秦都住此酒店，清净舒适热情规范，这次依然是宾至如归的惬意感受，很好很满意。', '短评打分': 3}
{'短评内容': '早餐比较丰盛。在这样的商圈，这样的酒店应该是最好的。价格还能接受', '短评打分': 5}
{'短评内容': ' 升级成豪华房了 很好', '短评打分': 3}
{'短评内容': '已经住过很多次了，不错，，不错，不错，不错，不错，不错，不错，不错', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '已经住了很多次了，一直很满意，以后还会继续', '短评打分': 5}
{'短评内容': '我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！我喜欢这家酒店，支持！', '短评打分': 5}
{'短评内容': '设施不错，服务也比较满意，楼下的秦膳宫味道很好，已经住过几次了，下次还会继续', '短评打分': 5}
{'短评内容': '酒店不错，支持。', '短评打分': 3}
{'短评内容': '酒店不错，下次还住。', '短评打分': 3}
{'短评内容': '环境好 主要是服务非常好！早餐也很不错', '短评打分': 3}
{'短评内容': '还是一如既往的好', '短评打分': 3}
{'短评内容': '有点旧了，条件不是很好，价格也略高。\n所以还是住其他的吧', '短评打分': 1}
{'短评内容': '网络极慢，电视频道少，早餐还行', '短评打分': 3}
{'短评内容': '离市区远点儿，晚上噪音大点儿，早餐品种少点儿，服务机械一点儿。', '短评打分': 1}
{'短评内容': '每次来秦皇岛都会选择这家如意山海，并且在他们搞活动时已经办理了会员尊崇卡，还是很实惠的！感觉挺温馨的酒店，房间内很干净，装修是我喜欢的品味风格，住久了已经很习惯了。服务员对客人很友善看起来管理的不错。餐厅的菜可以送餐，在房间里吃比较方便也不贵。总之就是住过了会向朋友推荐的那种酒店，在秦皇岛性价比很高的。建议在酒店有活动时前台多向客人介绍以便可以更好的了解。', '短评打分': 5}
{'短评内容': '环境非常不错，早餐很有味道，要是房间再大点就好了，价位很合适', '短评打分': 5}
{'短评内容': '图片与酒店实物相符，服务员服务态度非常好。', '短评打分': 5}
{'短评内容': '2', '短评打分': 3}
{'短评内容': '据对物超所值，住宿，餐饮都不错，就是晚上没有夜宵', '短评打分': 5}
{'短评内容': '早餐就餐环境（比如分开吸烟区和禁烟区）和前台服务有待提升（礼貌用语和礼仪举止），总体感觉还是不错。会考虑以后来秦皇岛此酒店入住。', '短评打分': 5}
{'短评内容': '早餐就餐环境（比如分开吸烟区和禁烟区）和前台服务有待提升（礼貌用语和礼仪举止），总体感觉还是不错。\n', '短评打分': 5}
{'短评内容': '什么四星啊，连三星的标准都到不了，经常出差，就没有住过这么差的四星，冰箱都没有配，设施陈旧，下次千万不要住这家了，', '短评打分': 1}
{'短评内容': '给朋友推荐的，朋友回来反映还不错，就是早餐环境太一般了，因为就在宴会厅吃，所以大家都胡乱坐的，大厅里很暗。', '短评打分': 5}
{'短评内容': '秦皇岛如意山海酒店服务好，设施有点老旧，希望有所改进。好好好好好好好好好好很好好好好好好好好好好好好好好好好。', '短评打分': 5}
{'短评内容': '服务水平实在有待提高。\n很悲催，，早晨上电梯，被电梯门狠狠地夹住。\n一看是保洁大婶正在电梯里一手忙着讲私人电话，一手持续按在关门键上，我就这样华丽丽地成为她走神溜号的牺牲品。即便是我被夹住之后痛苦地叫出声，这位保洁员依然没有被我干扰，还在锲而不舍地用手机聊着家常。真是让人叹服。\n拜托酒店的管理人员，能提高一下酒店服务人员的服务意识吗？\n\n', '短评打分': 1}
{'短评内容': '每次来秦皇岛住的酒店，地理位置不错，服务也不错\n每次来秦皇岛住的酒店，地理位置不错，服务也不错\n每次来秦皇岛住的酒店，地理位置不错，服务也不错', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店离市中心有点远，房间设施一般，长头顶都不亮，淋浴间非常小，早餐品种也少一些且味道一般。服务还可以，楼道比较干净。', '短评打分': 1}
{'短评内容': '酒店确实不错。\n呵呵，拖着疲惫的身体步入客房的时候总是感觉有种温馨的感觉。----------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '早餐与酒店价格相差很远，前台服务水平有待提高，房间内地毯上有好多毛发，希望多多打扫。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '感觉该酒店可以，给客户预定的房间。客户向我反映房间内卫生有待改善，灰尘较多等\n\n。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店环境一般，前台服务态度不错，早餐有所改善~以后还会光顾的。。。。。。。。。。。。。。。。。。。。\n\n', '短评打分': 5}
{'短评内容': '酒店环境一般，前台服务态度不错，早餐有所改善~以后还会光顾的。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': ' 总体感觉还是不错的 可是看 大家点评都说送水果酸奶 可是为什么 我住了两天什么都没有呢 ？ 房间舒适度还可以 只不过电视有点小 地毯有点脏', '短评打分': 5}
{'短评内容': '环境安静，交通方便，', '短评打分': 3}
{'短评内容': '第一次来秦皇岛出差的时候就选择这里，一直到现在。\n酒店确实不错。\n酒店还经常搞一些很温馨的活动，有些小赠品啥的。\n呵呵，拖着疲惫的身体步入客房的时候总是感觉有种温馨的感觉。', '短评打分': 5}
{'短评内容': '环境很好，房间也住着舒服。周末的价格和平时不一样。', '短评打分': 5}
{'短评内容': '房间及大堂都有点小，但还算干净。。。。可能是过去的招待所改造的。。。', '短评打分': 5}
{'短评内容': '如意山海的楼很一般，大堂有点偏小，但订的是豪华大床间，很宽敞，床很大，睡得很舒服，物有所值，下次还可入住。', '短评打分': 5}
{'短评内容': '第二次入住如意山海，还是很满意。\n下次来秦皇岛还会选择这里的。', '短评打分': 5}
{'短评内容': '交通不错，酒店风格也不错，适合情侣住，推荐，就是旺季价格有点小贵，不过秦皇岛就这风格，没办法！', '短评打分': 5}
{'短评内容': '酒店位置离市区偏远，设施显得老旧，房间陈设不实用，价格偏高', '短评打分': 5}
{'短评内容': '性价比不高！房间装修的都是用石头，而且装修布局不合理，使用不方便。离海也远，也就值200！', '短评打分': 1}
{'短评内容': '酒店很干净，离西浴场很近，感觉不错！！！', '短评打分': 5}
{'短评内容': '周五价格和平时差距200RMB，同一房间延住竟有如此大的差距，无法理解', '短评打分': 5}
{'短评内容': '还好吧。位置不错，在秦皇岛算是可以接受的酒店了，但还是有硬伤，工作人员不够专业。', '短评打分': 5}
{'短评内容': '酒店除了比较旧以外，其它方面都不错。位置稍偏。性价比比较好。', '短评打分': 5}
{'短评内容': ' 酒店性价比很好', '短评打分': 3}
{'短评内容': '感觉该酒店可以，给客户预定的房间。客户向我反映房间内卫生有待改善，灰尘较多等', '短评打分': 5}
{'短评内容': '房间小，环境一般，房间格局有点奇怪，离市中心较远，没有什么可吃可玩的，不过对于出差办公的来说还算可以。', '短评打分': 5}
{'短评内容': '位置好，走到海边十几分钟。环境不错，送酸奶。干净。', '短评打分': 5}
{'短评内容': '房间还好就是比较吵，外面路上车声大', '短评打分': 3}
{'短评内容': '环境还可以，只是房间好小，不值得！卫生打扫不是很干净！', '短评打分': 5}
{'短评内容': '这个酒店已经入住多次了，和大厅的八哥都混熟了。\n很温馨很舒适，喜欢入住在这里。', '短评打分': 5}
{'短评内容': '这家酒店我已经多次预定，酒店的硬件和服务都博得入住人的好评。\n', '短评打分': 5}
{'短评内容': '酒店洗澡水很细，送酸奶，总体还行。家庭房很大。有一个海鲜馆不错，离酒店也很近，大概一站地吧', '短评打分': 5}
{'短评内容': '服务不错，装修也不错，房间很大，很安静。停车位也很多。\n唯一的缺点就是离市中心较远，周边吃饭的地方不多', '短评打分': 5}
{'短评内容': '有点特色，总体感觉还行。。。\n早餐好像比较一般。。没啥可吃的', '短评打分': 5}
{'短评内容': '早餐与酒店价格相差很远，前台服务水平有待提高，房间内地毯上有好多毛发，希望多多打扫。', '短评打分': 1}
{'短评内容': '酒店位置不错，但房间内貌似有点不太干净，值得宾馆侧考虑', '短评打分': 5}
{'短评内容': '酒店硬件设施不错，前台服务员态度很好，距离办公地点很近', '短评打分': 5}
{'短评内容': '硬件条件还可以，房间虽不大但较为实用。作为旅游景区的酒店，这个算性价比不错的了。有几个问题需要酒店注意改进：\n\n1）枕头和被子有点儿异味。\n2）因为没有大床房，我们把两个单人床拼在了一起，结果发现单人床下的地毯很脏啊。清洁卫生的时候要注意了，定期也要把床下清洁干净，否则可能就是异味和灰尘的来源。', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '硬件条件还可以，房间虽不大但较为实用。作为旅游景区的酒店，这个算性价比不错的了。有几个问题需要酒店注意改进：\n1）枕头和被子有点儿异味。\n2）因为没有大床房，我们把两个单人床拼在了一起，结果发现单人床下的地毯很脏啊。清洁卫生的时候要注意了，定期也要把床下清洁干净，否则可能就是异味和灰尘的来源。', '短评打分': 5}
{'短评内容': '住的精品大床房，环境不错，早餐也算丰富，就是上不了网，修了几次也没什么效果。总体来说很满意，以后还会入住的。服务态度相当好', '短评打分': 3}
{'短评内容': '都是给主管和客户预定的。\n到目前为止大家评价都还不错。\n', '短评打分': 5}
{'短评内容': '酒店设施还可以，就是400RMB以内的房价没有返卷不合理，建议改善', '短评打分': 5}
{'短评内容': '酒店设施不错，前台服务员服务态度很好，比较喜欢', '短评打分': 5}
{'短评内容': '服务很好，位置不错。早餐乏善可陈，觉得和酒店档次不符。', '短评打分': 5}
{'短评内容': '真的很不错，就是夏天的价格太高，离海边也近，周围的交通也很方便', '短评打分': 5}
{'短评内容': '房內設施與擺設對商務客較不便利,沒有保險箱可用阿', '短评打分': 1}
{'短评内容': '还不错的酒店，已经在这里订过很多次。\n如果下次去秦皇岛，我自己也会选择在这里入住。\n\n\n', '短评打分': 5}
{'短评内容': '前台服务程度和热情程度一般，酒店内装饰不错，特别是客房楼道很有特色，水床房很有意思，而且可以加热。 其他设备还好而已，位置不错，走路到海边10分钟，开车到这里也很好找。 下次有可能还去这里', '短评打分': 5}
{'短评内容': '酒店门面不大，楼不高，位置不在市中心。房间格局不错，离还海边近，服务不错。', '短评打分': 5}
{'短评内容': '酒店房间布置很有特点，但有些陈旧了。位置还好，就是酒店的不够气派，服务还好。', '短评打分': 5}
{'短评内容': '服务态度很好 就是房间的设置 让人很难接受，卫生间的设计不好', '短评打分': 5}
{'短评内容': '四星级的标准来说还不错，早餐挺好，服务也比较周到', '短评打分': 3}
{'短评内容': '不错的商务酒店。\n这地方我以前也住过，这次是给他人预定。\n还是不错的地方。', '短评打分': 5}
{'短评内容': '酒店服务员服务态度良好，菜价有点贵，设施还OK啦', '短评打分': 5}
{'短评内容': '酒店还是比较不错属于主题式酒店房间非常干净服务也不错早餐没有吃不知道标准如何\n', '短评打分': 5}
{'短评内容': '性价比还不错  价格不高,房间内部装修还不错.只是位置有些偏。', '短评打分': 5}
{'短评内容': ' 比较满意', '短评打分': 3}
{'短评内容': '酒店前台服务态度很好，房间内设施不错，~~~~~~~~~~', '短评打分': 5}
{'短评内容': '前台服务态度很好，酒店设施满意，交通便利', '短评打分': 5}
{'短评内容': '酒店的软硬件都不错。环境很好，房间很大，设施特别齐全，服务比较周到。交通比较便利。超级推荐 性价比高压', '短评打分': 5}
{'短评内容': '酒店是位置还可以，房间内饰不错，值得一住，呵呵大堂经理好换的说', '短评打分': 5}
{'短评内容': '酒店设施很不错，每次到秦皇岛我都会入住~', '短评打分': 5}
{'短评内容': '酒店整體還不錯、房間也好，就是離哪、都有一段距離。', '短评打分': 5}
{'短评内容': '很古色古香的宾馆，房间布置很好。浴室的水不太大，有待改善。早餐太简单了，都是些北方的小菜，基本吃不到什么。', '短评打分': 5}
{'短评内容': '酒店一般，性价比不高，而且酒店前台人员服务素质太差了，屡屡见到和客人争执。', '短评打分': 1}
{'短评内容': '除了要交押金为房费的1.5倍之外，其他还好吧\n晚上很冷，不知道是不是空调没开对的原因\n还有就是房间的门不是很好开，热水不是很足。', '短评打分': 5}
{'短评内容': '位置不错，酒店装修标准较高，设备齐全，服务到位！！！！', '短评打分': 5}
{'短评内容': '房间还不错，入住退房比较迅速，位置离市区稍远', '短评打分': 5}
{'短评内容': '没有浴缸，地毯有点旧，床铺干净，很安静。', '短评打分': 3}
{'短评内容': '跟个高级招待所一样，可能是没装修完吧，哦哦', '短评打分': 1}
{'短评内容': '感觉不错~已经入住多次，相对而言，性价比比较高啦', '短评打分': 5}
{'短评内容': '酒店不错干净安静,位置也不错,推荐入住.', '短评打分': 3}
{'短评内容': '大床标准间照明不足,地理位置不错,服务及餐饮不错.', '短评打分': 5}
{'短评内容': '我入住的是家庭间，3个大人带一个孩子，感觉很舒适，卫生间超大，卫生良好，服务人员也比较热情，本来只送3早，但孩子也没收钱。建议在卫生间中放置一些衣架便于晾晒衣物或放置一点植物。', '短评打分': 5}
{'短评内容': '我是看过许多关于该酒店的评论后经过甄选入住该酒店的。酒店位于市区，离几个著名景区虽然远些，但路况还是比较好的。酒店房间内的布置很温馨，卫生间也很宽敞整洁。唯一美中不足的是自助早餐质量不太好，品种不多。', '短评打分': 5}
{'短评内容': '酒店还是不错的，位置也好。离海边不算远。但是酒店管理有些问题，连续两天没有地巾我还以为这个酒店不配备呢！退房时却说有。还有卫生间有头发没有打扫干净，床上也有。建议酒店对自己的管家部加强监督', '短评打分': 5}
{'短评内容': '没有电脑有点不方便，还有电视机频道不是很多，也不是很清晰，空间比较窄小。但是环境还是不错的，我以后还是会选族如意山海', '短评打分': 5}
{'短评内容': '总的来说还是不错的，房间较大、床很舒服、枕头有软有硬很贴心，就是早餐品种不是很多', '短评打分': 3}
{'短评内容': '忘说了，每晚有水果送的，如果在细节上更贴心些更好了，半夜出去买了趟止疼片，', '短评打分': 3}
{'短评内容': '酒店位置在开发区，稍微远了一点点，但是很方便，房间很大，床很舒服', '短评打分': 5}
{'短评内容': '感觉整体还是不错的，有水果送（没有传说中的酸奶啊）。正好赶上有两拨结婚的，所以没有在酒店的餐厅吃饭，吃了早餐，品种还算多，质量一般吧。性价比还可以，下次去还会住。', '短评打分': 3}
{'短评内容': '+酒店干净。隔音差，临街，周边环境不好。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': ' 还可以，地毯有点脏。', '短评打分': 5}
{'短评内容': '服务非常的周到，酒店装修不错住着挺舒服的。住了两天我非常的满意，下次去还会去那住的。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '比较不错的酒店，最好的是服务，每个服务员都彬彬有礼，热情周到，酒店的公共空间都有特意的装饰，赏心悦目，相比起来有些房间里的设施有的坏了也不维修，有点减分了。餐厅也不错，饭很好吃，也不太贵。下回去还会住。', '短评打分': 5}
{'短评内容': '挺好的，干净卫生，服务态度好。那天我要乘坐7点的民航大巴到北京机场，由于未到早餐时间，我向餐厅的张小姐提出是否可以买些包子带上，她说不用买，你提前到餐厅我们为你准备，第二天早上6点半我到前台一说，值班小姐便领我到餐厅，餐厅工作人员立即为我打包早点。当热乎乎的早点递到我的双手时，我心里万分感激,那是一份浓情呀！谢谢，非常感谢如意山海酒店的工作人员。', '短评打分': 5}
{'短评内容': '与 四 星 酒 店 标 准 相 比 ,似 有 不 足 ,外 观 不 如 名 字 大 气 ,酒 店 比 较 旧 .', '短评打分': 5}
{'短评内容': '+服务态度好，但房间无行李柜，房间较旧。', '短评打分': 5}
{'短评内容': '方便舒适、服务不错，就是房间内床单有污渍', '短评打分': 5}
{'短评内容': '酒店一楼的餐厅不敢恭维，卖的东沟蟹是死的，我们向餐厅服务员、领班和大堂前台投诉，说是要给我们一个说法，结果没有人真正管这件事，也没有任何回复。欺负游客啊！希望大家小心。', '短评打分': 5}
{'短评内容': '位置在城区边上，离北戴河比较近，但其他的就不大方便了。酒店的饭菜很一般。最不能忍受的是卫生状况，墙纸上有黑，地毯已经被各种污渍弄成花的，毛巾上居然有一大片黄黄的不知为何物。鉴于是走时收拾屋子发现的，而且我根本没有使用过，不然也太令人恶心了。前台领班态度很差劲。', '短评打分': 1}
{'短评内容': '还算不错，不能和北京的比。乍一看环境还行！', '短评打分': 3}
{'短评内容': '酒店位置不错。舒适度还可以，离海边较近。', '短评打分': 5}
{'短评内容': '性价比不错，卫生间空间大，大床很舒服，工作人员的服务态度也蛮好\r\n\r\n缺点是家庭房只有一个房间有电视，建议外间也装一台液晶', '短评打分': 3}
{'短评内容': '可能因为当天下大雨，所以费了很长时间才找到酒店的位置。建议在主要的路口，设置酒店的指引路牌。', '短评打分': 5}
{'短评内容': '这个酒店的设施太差了，空调不制冷，房间有异味，并且靠近公路，隔音很差，并且早上服务人员的说话声音很大声，，，让人无法入睡，但是服务人员服务态度很好，，，对客人的要求能马上更正，很人性化服务。', '短评打分': 3}
{'短评内容': '好，小资，贵！', '短评打分': 3}
{'短评内容': '家庭房，空间非常大，住着很舒服。挺安静，还没有蚊子，大堂有个八哥会说男中音的“你好”\r\n缺点是浴缸放水的流量太小，放满一缸水得半个多小时。还有就是别人说的，毛巾看着不干净。', '短评打分': 5}
{'短评内容': '酒店位置离海边很近,外表看着由于海边天气潮湿的原因略显旧,但里面还不错,一下车就有人过来帮忙那行李,停车方便,大堂有一只会说话的八哥,偶然间听过它说&quot;你好&quot;,我们定的三人间,很大,也很干净,虽然价位偏高,但总体来说,还是很满意的,早餐很丰盛.', '短评打分': 5}
{'短评内容': '酒店很干净，饭菜也好吃。。\r\n', '短评打分': 5}
{'短评内容': '离海比较近，其余没有什么，性价比不高', '短评打分': 5}
{'短评内容': '大床房很舒服，装修和服务人员都很好，就是早餐一般。', '短评打分': 5}
{'短评内容': '不错的', '短评打分': 5}
{'短评内容': '没有想象中的好，真的还不如北京的快捷酒店，价钱还那么高，设施的档次貌似很高，但是品质差了些，浴巾尤其不干净！', '短评打分': 1}
{'短评内容': '如意山海酒店的服务生很热情,服务也很周到。酒店门前的交通很方便，距海边正常步行15分钟左右。住店的客人比较多，早餐还可以希望能更丰富些。是商务旅行的选择。', '短评打分': 5}
{'短评内容': '不错的环境和性价比。值得推荐。', '短评打分': 5}
{'短评内容': '缺点：\r\n第一：价格稍高。我要的是家庭房，八百多一晚哦\r\n第二：设施不完善。房间里没有电脑，很多地方的电脑是免费给房客用的，方便接受邮件等。\r\n优点：\r\n服务不错，特别是保安部和礼宾，让人非常感动；早餐也不错；位置好。', '短评打分': 5}
{'短评内容': '我们订的家庭房，房间很大，可能加床的缘故，没有沙发，吃东西什么的挺不方便；早餐品种还算丰富，住了2天，发现每天还有变化，就是餐台有苍蝇，感觉不好...', '短评打分': 5}
{'短评内容': '好的地方：1、交通方便\r\n2、前台的服务员态度好及客房服务员的态度超好！！！！！\r\n不足地方：\r\n1、硬件设施非常的差，根本不达到四星级标准建造\r\n2、房间与公路的隔音效果很差，让人很难休息\r\n3、空调基本不制冷。。。。。虽然调制了，但是还是制冷的强度很低。。。\r\n4、离海边远。\r\n5、房间和走廊有一种怪味道，', '短评打分': 1}
{'短评内容': '装修很小资，价格更小资。', '短评打分': 5}
{'短评内容': '卫生不错。', '短评打分': 5}
{'短评内容': '餐厅的菜肴味道很好', '短评打分': 5}
{'短评内容': '酒店布置很不错，挺有小资的情调，而且房间很大，位置也还不错，离海边走路10分钟。', '短评打分': 5}
{'短评内容': '挺好的，酒店很干净。', '短评打分': 5}
{'短评内容': '早餐较差，无西餐用的刀叉（还得找服务员现要），白切片面包面粉质量太次，洗澡后没有浴袍。\r\n总之以四星级酒店来讲性价比不错，值得推荐。', '短评打分': 5}
{'短评内容': '酒店设施还不错，服务也可以，早餐差点。\r\n这次住的是靠里的房间，下面是个垃圾堆，每天都有个整理垃圾的，在那折腾酒瓶子，很烦人。如果是临街的一面，不知道汽车声音会不会很吵。\r\n总体来说，在这个价位，是不错的酒店。', '短评打分': 5}
{'短评内容': '房间设施很好，但是旅游旺季价格比较高', '短评打分': 5}
{'短评内容': '酒店硬件设施蛮不错的，服务还可以', '短评打分': 3}
{'短评内容': '宾馆硬件设施不错', '短评打分': 3}
{'短评内容': '酒店品味比较高，卫生条件较好，住的蛮舒服的。', '短评打分': 5}
{'短评内容': '我的客人反映该酒店服务非常热情，还派专车接他们', '短评打分': 5}
{'短评内容': '服务员对网上预订的好像有点意见 当时开的410房间 我说有房间有异味 是厕所的下水道的反味 由于给朋友订的 要求换个房间 服务员给换了310同样房型 结果3楼异味更大 是装修的橡胶水味道 说再换4楼房间 就说没有房间了 不过还好住那房间的朋友没有太挑剔说就住一晚而已。。。哎。。。', '短评打分': 3}
{'短评内容': '不如08年入住那回了  估计是当时装修设施选择的一般 现在才2年已经感觉旧了好多 不过酒店离海边挺近 周围吃饭吃烧烤的地方也不少 酒店服务依旧 总体感觉不是旺季入住还行、、、、过了4月价格涨了不少 。。', '短评打分': 5}
{'短评内容': '比较新，服务也好，就是灯比较暗。', '短评打分': 5}
{'短评内容': '总体来说还不错，房间和装饰我很满意。mm也很满意。但是提几个意见吧。\r\n1，第一天到的时候水不够热，貌似是人一多就会跟不上。\r\n2，房间里没有顶灯，无法产生透亮的感觉，晚上想亮一点就必须所有灯都开着。\r\n3，宽带很好，但是人一多就非常慢。。。。人少的时候非常快。。。。\r\n4，房间里的收费bar，大部分人不会去拿，但是你也要保持食物的新鲜啊，我看到某个袋装的小食品都长白毛了。。。。\r\n5，对于顾客需', '短评打分': 5}
{'短评内容': '总体感觉相当不错，别有风味', '短评打分': 5}
{'短评内容': '还好了', '短评打分': 5}
{'短评内容': '就是早餐品种偏少.', '短评打分': 5}
{'短评内容': '酒店很不错，很新大概4星标准，住店还有赠送水果和酸奶', '短评打分': 5}
{'短评内容': '酒店的服务很好，水龙头有点坏，出水小。', '短评打分': 5}
{'短评内容': '这是第二次住这家店了，感觉挺好，就是不知清明放假时是否还是现在的价格', '短评打分': 5}
{'短评内容': '还好了', '短评打分': 3}
{'短评内容': '其他都好 就是房间的隔音效果不好 晚上旁边房间吵闹声听得很清楚', '短评打分': 5}
{'短评内容': '酒店离车站比较远，但是房间很好。因为现在是旅游淡季，所以房价比较便宜。', '短评打分': 3}
{'短评内容': '酒店地理位置离火车站、汽车站有点远，但是房间非常好。这段时间是旅游淡季，所以价格很便宜。', '短评打分': 5}
{'短评内容': '感觉很舒服，很温馨，很好', '短评打分': 5}
{'短评内容': '位置不错，环境还算卫生，房间灯光有点暗，下次还来', '短评打分': 5}
{'短评内容': '酒店外观虽然不怎么样，但是房间很不错，现代，新式装修，家具，电视也是新式的，双人床很大，自助早餐也很棒，第一次在中国喝到有自助咖啡的早餐。', '短评打分': 5}
{'短评内容': '非常不错的酒店，餐厅的早餐也很好，晚餐入住客人还有九折。下次去还会住那里。', '短评打分': 5}
{'短评内容': '我是1月份去的，不错的酒店。', '短评打分': 5}
