{'短评内容': '比较方便 学校周边', '短评打分': 5}
{'短评内容': '离中国农业大学很近，很方便，就是隔音不太好', '短评打分': 5}
{'短评内容': '农军宾馆坐落于百旺商场东侧，距离中国农业大学500米左右，房间干净、宽敞、明亮，服务热情，态度良好，竭力向外出旅行旅客推荐。', '短评打分': 5}
{'短评内容': '环境不错，性价', '短评打分': 3}
{'短评内容': '还不错，房间小的好处就是暖和。地理位置不错，住宿、吃饭、校园近在咫尺。', '短评打分': 5}
{'短评内容': '房间是小了点，不过网速挺快，隔音差，在中国农大边上，交通还算方便，有公交，总体性价比还行', '短评打分': 5}
{'短评内容': '服务挺好', '短评打分': 3}
{'短评内容': '价格不错，位置还可以。厕所有点发霉气味，屋子小。其他都还不错！', '短评打分': 5}
{'短评内容': '地毯极脏，桌子太小。窗户开向楼道，空气很不好。', '短评打分': 1}
{'短评内容': '比较小，但还算干静，周边也很方便…', '短评打分': 3}
{'短评内容': '周围交通方便。周围有超市之类的，就是宾馆内隔音效果不是太好。', '短评打分': 5}
{'短评内容': '地理位置方便，离中国农大很近，价格便宜，环境很好，周围还有百旺商城，美廉美超市。吃饭都很方便', '短评打分': 5}
{'短评内容': '位置较好出行方便，店面很大很好找，住在四楼、房间格局分布导致环境较吵，房间很小，前台服务一般，总体来讲性价比还可以', '短评打分': 1}
{'短评内容': '148的太小了 闷  其他的房间挺好的 刚刚装修完  觉得变干净了', '短评打分': 5}
{'短评内容': '不怎么样，148的是不咋地，又小又不太干净。。。', '短评打分': 5}
{'短评内容': '酒店环境不错，房型设置合理，我选择的原因是，地理位置方便，上环路很方便。', '短评打分': 5}
{'短评内容': '房间有异味，一点隔音都没有，吵得要死，前台冷若冰霜，好像大家都欠她们多少钱似的，再也不会去这家酒店了。', '短评打分': 1}
{'短评内容': '，房间挺好的，而且很干净', '短评打分': 3}
{'短评内容': '环境还可以，就是148的房间没窗户，房子太小了，我换成了标准间。', '短评打分': 3}
{'短评内容': '房间有点小，暖气太热了...............................', '短评打分': 5}
{'短评内容': '隔音不好，有点吵，我住的房间的床有点高低不平，找了烟盒自己搞定', '短评打分': 5}
{'短评内容': '没有窗户不太好，其他还行，地毯换成了地板', '短评打分': 5}
{'短评内容': '太烂了，前台只知道看热闹，不招呼客人，房间一点隔音都没有。傍晚早上都听到服务员在楼道大声吵架。无窗房出奇得小，洗手间有严重异味。一无是处的宾馆', '短评打分': 1}
{'短评内容': '还可以,干净,整洁，就是刚进去空气有些闷，过会开窗就好了\n\n\n', '短评打分': 5}
{'短评内容': '交通方便，购物方便，酒店硬件设施较陈旧，不过总体来讲不错\n', '短评打分': 5}
{'短评内容': '房间蛮小的，不过东西都比较全，洗手间的地漏有点味道，而且床的四角不稳。\n不过办理入住和退房的速度挺快，服务态度也不错，性价比比较高。', '短评打分': 5}
{'短评内容': '服务很好，多拿一个被子，服务员马上就给拿过来了。', '短评打分': 5}
{'短评内容': '对比周边地区，价格非常实惠，但推荐单价168以上套房，148的太小而且通风较差。', '短评打分': 5}
{'短评内容': '还可以吧，就是地毯有点脏了，离超市不远。', '短评打分': 5}
{'短评内容': '通过贵网预订，到了后告知无房！！最后废了九牛二虎之力才在不是很远的地方住下！！！！', '短评打分': 1}
{'短评内容': '总体还可以，住的还算便宜，但是有点偏，而且房间有点霉味', '短评打分': 5}
{'短评内容': '服务很周到，环境、地段都不错.我的朋友们都很满意。', '短评打分': 5}
{'短评内容': '房间太小，和招待所差不多，还有点脏，就是交通挺方便', '短评打分': 3}
{'短评内容': '已入住，房子挺暖和！', '短评打分': 3}
{'短评内容': '应该说还是不错的，虽然地毯是有点脏的了。', '短评打分': 5}
{'短评内容': '房间大，安静，虽然预定经济房没有了，豪华房价格也可接受。遗憾的是无早餐。总体来说，还不错。', '短评打分': 3}
{'短评内容': '在农大附近就这家宾馆好点，价格也不贵，就是房间太小。', '短评打分': 5}
{'短评内容': '不错哦，比较正规，希望价格在优惠点。交通还行，附近有大型超市，可以吃包子', '短评打分': 5}
{'短评内容': '还是不错的，就是空间太小了，保洁态度不错，但是前台服务不是很好', '短评打分': 5}
{'短评内容': '帮别人定的应该不错帮别人定的应该不错帮别人定的应该不错', '短评打分': 5}
{'短评内容': '价格还好，环境一般，就是空气质量不是很好，空调湿度太大', '短评打分': 5}
{'短评内容': '卫生比较差！刷牙的杯子全是水渍！没法使！电水杯也特脏！不过在中国农大西区考试很方便 ,便宜呀。\n', '短评打分': 5}
{'短评内容': '从没有见过这么差的酒店 太恶心了。 住宿环境很恶略~ 很脏 噪声很大 影响入住！', '短评打分': 1}
{'短评内容': '价格便宜，交通还比较方便，地理位置偏了一点，总体还可以吧。', '短评打分': 5}
{'短评内容': '性价比较高，地理位置还算方便，停车位太少了，楼下大排档可能影响休息', '短评打分': 5}
{'短评内容': '位置还可以，交通便利，到4号线地铁站也不远，卫生条件也不错，挺干净的，就是房间小了点，放个大床，有个桌子就基本没有地方了', '短评打分': 5}
{'短评内容': '服务态度差\u3000房间脏', '短评打分': 3}
{'短评内容': '：酒店卫生条件要改善.', '短评打分': 3}
{'短评内容': '隔音效果有点不好，隔音效果有点不好，隔音效果有点不好，隔音效果有点不好，隔音效果有点不好，隔音效果有点不好，隔音效果有点不好，隔音效果有点不好，', '短评打分': 5}
{'短评内容': '价位合理，就是附近没有地铁直达，公交出行。', '短评打分': 5}
{'短评内容': '房间不是很大，不过感觉还不错。就是热水不是很好用，隔音效果不是很好。服务态度还行。交通便利，只是有点远，价格还算便宜。', '短评打分': 5}
{'短评内容': '条件还算可以，交通比较方便，就是离市里面有点远', '短评打分': 5}
{'短评内容': '除了房间小店 热水 差点 其他都很好。是一家很不错的省钱的酒店', '短评打分': 5}
{'短评内容': '很方便，宾馆条件也不错，有一种回到家的感觉！谢谢', '短评打分': 5}
{'短评内容': '环境还好，东西掉了，服务员很热心帮忙找到了', '短评打分': 5}
{'短评内容': '酒店的设施配备中规中矩，但是在海淀学校密集区还是比较不错的，尤其在假期人多的时候价格不会上浮太多，服务还还算到位。', '短评打分': 5}
{'短评内容': '不错，真的很不错，感觉很安全。服务很体贴很舒服。。。', '短评打分': 5}
{'短评内容': '地毯脏 不是一般的脏 要跟长点的网线还说没有 一次足矣', '短评打分': 1}
{'短评内容': '房间还可以，在农大附近，价格不高，值得推荐！', '短评打分': 5}
{'短评内容': '环境很好，服务员态度也很不错。就是寄存的时候服务员不小心把我笔记本电脑的转轴给弄坏了，呜呜~~', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '卧室桌子太小，连个包都不能放。衣架钩也少。', '短评打分': 1}
{'短评内容': '干净，周围设施方便。楼下早上有卖早点的，晚上还有大排档。。', '短评打分': 5}
{'短评内容': '，离农大近，但设施旧，卫生条件也不好。', '短评打分': 3}
{'短评内容': '还行吧，对得起这个价钱,就是有点小，有点潮，但是工作人员服务很好，门口有很多小吃，还有个大超市。\n', '短评打分': 5}
{'短评内容': '有点旧，性价比还算高', '短评打分': 3}
{'短评内容': '还不错，就是隔音不太好', '短评打分': 3}
{'短评内容': '  宾馆服务态度好，热情周到！', '短评打分': 3}
{'短评内容': '也行吧，符合这个价钱。', '短评打分': 3}
{'短评内容': '还行值得推荐，不足是地方小，潮', '短评打分': 3}
{'短评内容': '整理来说还可以，但是觉得服务员蛮少的，宾馆设施比较陈旧，这个价钱住这样的宾馆，感觉还是很值得的，以后有机会还是会住的。', '短评打分': 5}
{'短评内容': '价格很优惠，环境不错，预定要从速，否则很难订到房', '短评打分': 5}
{'短评内容': '住的是双人间，屋子有点小，但还算干净整洁，感觉挺温馨，就是空气质量有待提高', '短评打分': 5}
{'短评内容': '房间不错，很干净，就是隔音效果没有想象的好，整体感觉不错~·', '短评打分': 5}
{'短评内容': '价低，离农业大学很近，门口就有一个早点摊位！', '短评打分': 5}
{'短评内容': '一般，就是隔音效果不大好  ', '短评打分': 3}
{'短评内容': '农大西区周边少有的的经济型酒店，不过设备相对老旧，房间相对较小。最大的优点在于网上预订加上返利仅需要128元，直接过去是168元，性价比还可以。', '短评打分': 5}
{'短评内容': '环境不错，离学校很近，中央空调挺好，就是窗户太小，洗了澡屋里比较潮', '短评打分': 3}
{'短评内容': '还好啦，离学校近，周围购物吃饭什么的比较方便，出行也算便利', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '性价比高，交通方便，但是房间有味道，是从卫生间的下水道传出来的', '短评打分': 5}
{'短评内容': '性价比高，交通方便，但是房间有味道，是从卫生间的下水道传出来的。', '短评打分': 5}
{'短评内容': '确实还算便宜，但房间太小了，148的那种，房间里的面积几乎全被床占了。。。不过要在农大西校区那住，还算实惠', '短评打分': 5}
{'短评内容': ' 住了一晚觉得还行。房间有一点脏 空气不流通 但地点好。', '短评打分': 3}
{'短评内容': '条件还可以，附近有超市，底下有庆丰包子铺', '短评打分': 5}
{'短评内容': '还不错.就房间有点旧.有个怪味', '短评打分': 3}
{'短评内容': '离学校很近，很方便，服务质量还行，酒店硬件设施也还行吧，总体上来说是可以的', '短评打分': 5}
{'短评内容': '不错，在周边算不错的宾馆了，就是装修有点老旧了', '短评打分': 5}
{'短评内容': '酒店服务态度挺好的，地理位置不错，对得起这个价。\n经济实惠，房间也不小，总体来说不错，性价比很高,周边交通方便，环境温馨\n', '短评打分': 5}
{'短评内容': '环境不错 挺干净的对得起这个价格 前台态度不好有待改进\n', '短评打分': 5}
{'短评内容': '价格便宜, 地毯有点脏, 2楼阳面洗澡的水有点冷', '短评打分': 1}
{'短评内容': '还比较干净，还比较干净，还比较干净，还比较干净，还比较干净，', '短评打分': 5}
{'短评内容': '周围只有这么一家，凑合性价比一般，房间里总有一股霉味，周边还算比较方便', '短评打分': 1}
{'短评内容': '床单很干净 床很舒服，就是房间有点味道~~', '短评打分': 5}
{'短评内容': '设施可以 服务 可以··以后可以再去！欢迎大家也去吧', '短评打分': 5}
{'短评内容': '真的棒棒棒 好好 地方大 量又足 真的好', '短评打分': 5}
{'短评内容': '环境很不错，就是洗澡时的淋浴喷头出水小，总体环境很好', '短评打分': 5}
{'短评内容': '真是不错，价格实惠，交通方便，就是隔音和卫生一般。', '短评打分': 5}
{'短评内容': '豪华标间还可以，床比较大，还算比较安静，附近有超市', '短评打分': 5}
{'短评内容': '相比之下还算可以，房间有点小，只能放下一张床一个床头柜。但在农大附近也就只有这一个还算可以。。', '短评打分': 5}
{'短评内容': '宾馆不能提供早点，不是很方便。宾馆周边环境还可以，比较安静。', '短评打分': 5}
{'短评内容': '地毯确实比较胀，客房打扫很勤快，前台服务不错，周围也比较便利', '短评打分': 5}
{'短评内容': '房间布置都还可以，周边吃饭，购物（百旺商城）也方便，就是前台mm服务态度有待提高', '短评打分': 5}
{'短评内容': '还好。如果环境在干净些就更好了，不过住着很舒服。\n', '短评打分': 5}
{'短评内容': '不好，地毯很脏，而且空气不流通，进去一股怪味儿~', '短评打分': 1}
{'短评内容': '房子很小，装修一般，空调不是很好，价钱偏高，但是吃饭交通便利', '短评打分': 5}
{'短评内容': '很干净，虽然有点小 还不错，前台换了小姐，态度好', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '单人间太小了，还没窗户，标间倒还不错，就是地毯有点脏了', '短评打分': 5}
{'短评内容': '隔音效果差了点，公交挺方便,庆丰包子挺好吃的', '短评打分': 5}
{'短评内容': '一言难尽，服务真的是不好，前台没笑容，拖拉', '短评打分': 1}
{'短评内容': '除了吵了点，其他还可以，床单比较干净，厕所有味', '短评打分': 5}
{'短评内容': '服务态度服务态度，前台小姐太拽了，不热情，不亲切，看着讨厌', '短评打分': 5}
{'短评内容': '房间内比较干净 隔音不太好 走廊有吵闹声 周围没有更好的选择\n', '短评打分': 5}
{'短评内容': '我也是这么局觉得：房间太小，床单不干净，热水不够热，但由于离学校很近，加之价格便宜，所以有亲戚朋友过来通常会选择这里。\n', '短评打分': 1}
{'短评内容': '\n我也是这么局觉得：房间太小，床单不干净，热水不够热，但由于离学校很近，加之价格便宜，所以有亲戚朋友过来通常会选择这里。\n', '短评打分': 1}
{'短评内容': '房间太小，房间太小，太压抑了,房间太小，房间太小，太压抑了,', '短评打分': 1}
{'短评内容': '房间太小，床单不干净，热水不够热，但由于离学校很近，加之价格便宜，所以有亲戚朋友过来通常会选择这里。', '短评打分': 5}
{'短评内容': '将就将就将就将就将就将就将就将就将就将就', '短评打分': 5}
{'短评内容': '简陋，小，我只能这么说，对不起这个价。。。。。。', '短评打分': 1}
{'短评内容': '房间太小了，设施比较简陋，洗澡比较不方便，有点对不起这个价位。。。。', '短评打分': 1}
{'短评内容': '交通很方便，服务态度也好，就是酒店房间小了点，基本还是很满意的~', '短评打分': 5}
{'短评内容': '＋离学校近 方便 整体凑合不好不坏吧 价格还行:-)', '短评打分': 3}
{'短评内容': '房间内比较干净    隔音不太好    走廊有吵闹声    周围没有更好的选择', '短评打分': 5}
{'短评内容': '离农大近，办事方便，环境一般，条件也不行，附近的小吃倒是不错', '短评打分': 5}
{'短评内容': ' 还好', '短评打分': 3}
{'短评内容': '＋感觉还可以，就是这次住在电梯口，有点吵', '短评打分': 5}
{'短评内容': '离农大很近，比较方便，环境一般，性价比高', '短评打分': 3}
{'短评内容': '前台和客房服务都还不错，客人提出的要求都得到回应。比如我房间的烧水壶不好用，需要更换一个，结果换的那个还漏水，再要求更换，客房服务员就拿来个新的，很好用；还有我提出需要更多的挂衣架等等，都得到响应。就这个位置，这个价格，已经算可以的了。当然，过于挑剔的客人，也许会挑出不同的毛病。我算那种比较容易对付的客人，挺知足了，呵呵。 ', '短评打分': 5}
{'短评内容': '在上地附近，比较方便。住过二次了，还不错，会推荐给朋友。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '热热热热热 非常热 厕所脏脏脏脏  非常脏  地毯特别特别特别的脏', '短评打分': 3}
{'短评内容': '前台服务太差，前台服务太差，前台服务太差，', '短评打分': 1}
{'短评内容': '+酒店一般般', '短评打分': 5}
{'短评内容': '上当一次就够了，碰哪哪坏，坏哪哪赔钱，以至于不敢碰屋内一切设施，厕所门关上就打不开，隔音更别提，太恐怖了，私家旅馆再也不敢住了', '短评打分': 1}
{'短评内容': '还可以  就是有点旧  服务态度还不错 ', '短评打分': 5}
{'短评内容': '卫浴设施比较老旧，整体还行。', '短评打分': 5}
{'短评内容': '+房间质量和价格还算匹配,服务态度很差', '短评打分': 5}
{'短评内容': '+前台服务恶劣', '短评打分': 3}
{'短评内容': '热 特别热 空气不好。148 稍显贵 厕所潮 地毯特脏。还好床很干净', '短评打分': 3}
{'短评内容': '环境很一般，离办事的地方很近.酒店门口的早餐店很受欢迎，下次有机会还会去哪里吃早餐。', '短评打分': 3}
{'短评内容': '各方面还行吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '大床房 房间太小了，服务员的态度真的是比较差，可是谁让这附近的酒店少呢', '短评打分': 5}
{'短评内容': '房间太小，条件比较差，哪怕是跟148元的低房价比起来，也显得有点亏。', '短评打分': 1}
{'短评内容': '性价比不错，交通便利，生活便利，淋浴水温适度，就是地毯有些脏，宽带很快，电视清晰', '短评打分': 3}
{'短评内容': '总体还不错，就是房间小了点，设施一般，卫生条件还不错', '短评打分': 3}
{'短评内容': '不错       停车位比较少  卫生还需要进一步的加强  服务还算不错的  价格还是偏贵一点', '短评打分': 5}
{'短评内容': '房间比较小，不过特价房么，要求没那么高，比较温馨，不过设施陈旧', '短评打分': 5}
{'短评内容': '怎么说呢，多么舒适谈不上，地理位置，交通，非常不错，紧邻百旺商场，超市，百货，吃饭都没的说，穷人一族办事首选。', '短评打分': 5}
{'短评内容': '太脏了！房间还小，空调还不凉！前台说是中央空调！买的便宜货吧？？？', '短评打分': 3}
{'短评内容': '空调不凉！厕所越来越脏！！！不过旁边的餐厅给送餐，不错！！', '短评打分': 5}
{'短评内容': '除了房间小点外  其他都不错 电视 空调一应俱全 服务也好', '短评打分': 5}
{'短评内容': '有苍蝇 其他还不错                              ', '短评打分': 5}
{'短评内容': '，还不错，就是夫妻间太小', '短评打分': 5}
{'短评内容': '一般吧。考虑比较便宜强勉接受。\r\n房间比较小，管理还算可以。', '短评打分': 5}
{'短评内容': '这个价位和服务还是蛮相符的，就是没有早餐，还好附近早餐店多。\r\n另外酒店不能做信用卡预授权，而押金又要多交，退款麻烦。。。。', '短评打分': 3}
{'短评内容': '卫生挺干净的，服务态度也挺好。就是房间小了点。', '短评打分': 5}
{'短评内容': '有点潮，地毯特脏！其他还好，找维修人员弄的空调，否则不凉！', '短评打分': 5}
{'短评内容': '总体来说是一般啦，价格低，离学校近是优势！其他就真没什么了！', '短评打分': 5}
{'短评内容': '离农大很近，价钱相对比较便宜，比较适合学生~', '短评打分': 5}
{'短评内容': '环境还行，卫生条件也不错，吃饭也挺方便的。总起来说还不错！！', '短评打分': 3}
{'短评内容': '还可以吧 ，住过很多次  性价比 在北京看 还算不错', '短评打分': 5}
{'短评内容': '+还不错!', '短评打分': 5}
{'短评内容': '感觉还不错，房子干净，就是空间小了点。有机会还会去的，一定去就是，哈哈', '短评打分': 5}
{'短评内容': '普通标间房间较小，两人住感觉比较拥挤。设备比较陈旧。不过在这个地段价位算很合理的。服务态度较好。', '短评打分': 5}
{'短评内容': '价格较便宜。交通比较方便。吃饭价格比较便宜。其他较差。适合一般游客。', '短评打分': 1}
{'短评内容': '经济房就是小了点，环境还行，周边有很多商场和小吃，不错。', '短评打分': 3}
{'短评内容': '空间小，电视不清楚。空间小，电视不清楚空间小，电视不清楚', '短评打分': 1}
{'短评内容': '这家酒店简直是我住过最差的一家，以后都不会选择。服务员的态度差到可以，要什么，没什么。开房时我问，可以帮我找一间清静一点的房间么？我睡觉很轻，服务员说：没有，就一间，要么？（特别横）后来我又问有订票的么，服务员头也不抬的说：没有，然后我说，那我可以用一下电脑么？服务员还是：没有。退房的时候我说可以帮我叫一辆出租车么（外面的雨下的很大，我还没有伞）答案：不能！简直让人无法忍受。再说卫生条件，你猜我看', '短评打分': 1}
{'短评内容': '我为客人预订了特价房，当我们到前台办理手续时，服务员说房间很小没有窜至，让我很尴尬。这些没素质的表现希望得到改善。', '短评打分': 1}
{'短评内容': '还不错，挺划算。不过屋子里有点潮，隔音效果不太好，早上能听到服务员用对讲机说话，很吵，睡不好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '洗澡没热水，而且来客访问必须要身份证登记，要不不让进入房间，发现罚款500元~太夸张了。', '短评打分': 1}
{'短评内容': '酒店还可以', '短评打分': 5}
{'短评内容': ' 房间小，不隔音，床也不平', '短评打分': 5}
{'短评内容': '位置和价格不错，适合学生，其他的方面只能说一般化了。附近有好吃的饭馆', '短评打分': 3}
{'短评内容': '性价比不错。。。。就是房子有点小。。。。。。。', '短评打分': 3}
{'短评内容': '价格和位置还可以，其他的，只能说一般般了', '短评打分': 5}
{'短评内容': '环境还行，卫生方面一般情况，价格比较适合学生！', '短评打分': 3}
{'短评内容': '算是性价比很高的酒店了，吃饭方便，交通也很便利，距离四号线打车13块钱就能到', '短评打分': 5}
{'短评内容': '+还可以，就是地方有点小，屋里地毯脏', '短评打分': 5}
{'短评内容': '还不错。也还比较好找。性价比也Ok.下次还会住的。', '短评打分': 5}
{'短评内容': '一文价钱一文货。。。。。。。。。。。。。\r\n', '短评打分': 5}
{'短评内容': '离农大近一点，周围设施还比较齐全，卫生条件差了一点，地毯有些脏', '短评打分': 5}
{'短评内容': '房间里网速有点慢', '短评打分': 5}
{'短评内容': '总体来讲性价比不错，交通方便，吃饭方便，就是标间有点小了。', '短评打分': 5}
{'短评内容': '总体而言还算不错了，价格很公道设施也不错，值得推荐呢~', '短评打分': 5}
{'短评内容': '挺好呀，还是比较适合学生的呢！环境还好，价格和合适！', '短评打分': 3}
{'短评内容': '总体上不错，性价比高', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '房间没有向外的窗户，隔音比较差', '短评打分': 5}
{'短评内容': '位置很好找，服务也算周到，只是地毯脏了，电视太小，只住了两天，别的没看出什么来', '短评打分': 5}
{'短评内容': '其他环境可以，就是前台服务小姐不太热情', '短评打分': 5}
{'短评内容': '性价比很好的一家酒店', '短评打分': 5}
{'短评内容': '为去附近的一家医院看病，专门请朋友定的这家酒店，环境不错。', '短评打分': 5}
{'短评内容': '第二次入住农军了，感觉还是比较值的！出门不远就有2个公交车站，去西客站和机场在附件都能坐到公交车，和价格相比较，还是有很好的性价比！感觉不太好的是，热水不热，洗澡空间太小，希望能够改进！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '在农大附近，周围还算比较方便，但是卫生间中有股怪味，不过这个价格还算蛮便宜的', '短评打分': 5}
{'短评内容': '还凑合，就是空调不怎么凉。有点不爽', '短评打分': 5}
{'短评内容': '洗澡的喷头水压不够。如果对酒店的要求不高的话，还是可以的', '短评打分': 5}
{'短评内容': '总体还不错。', '短评打分': 5}
{'短评内容': '马连洼地区 只好住这了', '短评打分': 5}
{'短评内容': '一般条件还是不错的，位置不算太好，门外的庆丰包子还是很赞的，呵呵。', '短评打分': 5}
{'短评内容': '性价比还算不错。除了房间有点小外其他都还不可以。地处北京，也对得起这个价钱。', '短评打分': 5}
{'短评内容': '位置一般 服务一般 就是价格还可以接受', '短评打分': 1}
{'短评内容': '总体一般吧，性价比还不错~~', '短评打分': 5}
{'短评内容': '总的来说不错，服务的也很好，但是热水有时不够热，门卡希望住几天就一起刷几天，不要每天都要刷一下', '短评打分': 5}
{'短评内容': '服务人员态度不好，设备有点旧，不过还是挺干净的。', '短评打分': 5}
{'短评内容': '上次住的时候比较冷，我的房间空调不足，房间较冷。设施也比较一般。', '短评打分': 1}
{'短评内容': '洗浴用品不太好', '短评打分': 5}
{'短评内容': '周边还算方便， 卫生状态不好，不过在那个地区性价比还可以', '短评打分': 5}
{'短评内容': '卫生条件不太好，价格便宜！', '短评打分': 5}
{'短评内容': '不用多说了，住了好多次了，主要是离要去的地方近，否则 我不会住这里。很平平，隔音很差。', '短评打分': 3}
{'短评内容': '还行吧 就是地毯脏了点', '短评打分': 5}
{'短评内容': '说真的，感觉很差，卫生间一股难闻的味道，怎么通风都不行，地摊上污迹斑斑，手纸质量极差，没有专门洗澡的地方。还是豪华标间呢，气死了。不过，无奈的是，这周围实在没有什么像样的宾馆，如果非要在这附近也只能住这里了，但真的严重不推荐，好差！', '短评打分': 1}
{'短评内容': '还好~~~', '短评打分': 5}
{'短评内容': '性价比还可以的。卫生一般。', '短评打分': 3}
{'短评内容': '帮朋友定的，小窗房的窗户面向楼道，特别小，故通风不好，如在室内抽烟就进不去人了。就是价格便宜，离颐和园、西山都近，4号线、13号线也不远。不追求舒适度的话，到不失一个好的选择。', '短评打分': 5}
