{'短评内容': '还行', '短评打分': 4}
{'短评内容': '地铁挺方便，房间虽然很小但是很干净，夜间入住时前台态度很好有耐性，可是白天的却很不耐烦，还有网速超慢。综合来说还是可以的。', '短评打分': 3}
{'短评内容': '挺舒服的。挺好的。如家的服务是很让人放心的，整体环境都是可靠的。那边大概有9栋3层高的楼群，都是如家的，呵呵。', '短评打分': 5}
{'短评内容': '隔音差。。。。。。还有点小奥。应该就是这样子。。。其他都还好 还好的', '短评打分': 5}
{'短评内容': '房间有点小，格局不太好，而且外面说话声音房间里听的很清楚，干净到是蛮干净。', '短评打分': 5}
{'短评内容': '干净舒适，性价比算好的！服务也不错！', '短评打分': 3}
{'短评内容': '不错。就是有点小。环境很幽深。隔音效果不太好。', '短评打分': 5}
{'短评内容': '该酒店交通便利，干净整洁。离上海戏剧学院很近，适合艺考的学生入住。', '短评打分': 5}
{'短评内容': '房间蛮干净的 交通也蛮方便的 附近有很多吃饭的地方 ', '短评打分': 5}
{'短评内容': '位置不错,但是人员复杂', '短评打分': 3}
{'短评内容': '挺好的 感觉很精致', '短评打分': 3}
{'短评内容': '酒店交通很方便，周围也有很多吃的。。。十分实惠。。。但是，房间进去有点味道。。电视出现问题，打了三次电话给前台才有人来修。。。。', '短评打分': 5}
{'短评内容': '性价比不错，物有所值', '短评打分': 3}
{'短评内容': '挺干净的，舒适度也不错，还会来~', '短评打分': 3}
{'短评内容': '不错，挺干净的，厕所很有家的感觉，床单也很可爱', '短评打分': 5}
{'短评内容': '位置很好，交通方便，位于市中心，房子也太有特点了，蜿蜒曲折，哈哈!', '短评打分': 5}
{'短评内容': '房间还可以，很干净温馨。服务态度也不错。不过房间里面的宽带速度很慢，而且手机偶尔会没有信号，不知道是什么原因。总体感觉如家比类似的hanting要用心。', '短评打分': 5}
{'短评内容': '酒店位置不错，里办公地点挺近，就是靠近马路，有点吵', '短评打分': 5}
{'短评内容': '入住了，相当满意，干净整洁服务态度好物超所值！', '短评打分': 3}
{'短评内容': '如家么就这样了，周边环境还算安静，还不错吧。', '短评打分': 5}
{'短评内容': '交通方便，价格也算便宜，但环境很一般，设备也比较陈旧。', '短评打分': 5}
{'短评内容': '各方面都还不错！！！有机会还会再去！！！', '短评打分': 5}
{'短评内容': '房间有点小，比较潮湿。如果没有窗户是不是该事先声明一下呢？', '短评打分': 5}
{'短评内容': '这是我住过的最郁闷的如家。预订了晚上11点到店，用信用卡作了担保。晚上11点到店后前台说房间没打扫，要我等半小时。冷啊，等了半小时后入住，给了房卡，没和我说几号房间，我看卡套上写着1102，到1102打不开，准备走回前台问，路过1101试着碰了一下，门开了。。。', '短评打分': 1}
{'短评内容': '店不错哦，前台mm态度很好入住手续办的很快，房间还不错不过不知道是不是处于餐厅上的原因始终有股腊肉味', '短评打分': 3}
{'短评内容': '太**了！空调基本不管用，受冻一夜；房间基本不隔音，吵闹一早晨。还是赶快离开吧！', '短评打分': 1}
{'短评内容': '如家酒店还是很不错，价钱很给力。', '短评打分': 3}
{'短评内容': '虽然没有窗，但是看上去还行，成功入住。', '短评打分': 3}
{'短评内容': '江苏路地铁站出来走十分钟就到了，附近设施很齐全，交通很方便，就在延安西路上', '短评打分': 5}
{'短评内容': '空调很冷', '短评打分': 3}
{'短评内容': '总体来说性价比很高，就是空调有点问题，声音很响', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '位置交通方便、也比较干净和安静，就房间小点', '短评打分': 5}
{'短评内容': '该店交通便利，位置较好，房间大小合适。早餐还可以！', '短评打分': 5}
{'短评内容': '很温馨，虽然在一楼，但是这个价位性价比很高了，被子居然不是白色的而是绿底小花的，床帘紫色小花，两盏温馨的小灯。很美好。', '短评打分': 5}
{'短评内容': '优点是方便，别的真的没什么优点了。房价很小，隔音效果不好，房间手机没有信号，设施也不是非常新。价格在上海算是比较低廉了，但是这个价格确实住不了多么好的条件', '短评打分': 1}
{'短评内容': '交通便利床铺干净不错', '短评打分': 3}
{'短评内容': '除了没窗子，其他挺好的', '短评打分': 3}
{'短评内容': '清洁可以，就是手机没信号。', '短评打分': 3}
{'短评内容': '服务还好，卫生还干净，就是房间小了点，手机信号几乎没有。退房时竞然没有发票，说补开发票后寄来，邮费却是到付！虽然钱不多但很不舒服！', '短评打分': 3}
{'短评内容': '酒店在高架桥旁边,车很多以为会很乱,前台开了一间一楼走廊最里面的房间非常安静,离地铁口大约走十分钟左右,本次入住挺满意的', '短评打分': 3}
{'短评内容': '交通还算方便，但是房间偏小，且离前台较远，房卡老是失效，下回不会选择了', '短评打分': 1}
{'短评内容': '床和被子简直太舒服了！就是房间较小。个人觉得如果卫生间和房间中间那堵墙换成玻璃的会比较好，有情调', '短评打分': 3}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '还不错！', '短评打分': 3}
{'短评内容': '个别房间手机竟然无信号？！\n房间分布很零散，里边的要走很远。。。', '短评打分': 5}
{'短评内容': '地理位置很好，旁边很多吃饭的地方，服务很热情，下次还来。', '短评打分': 5}
{'短评内容': ' 位置不错，房间太小，特价房没窗户', '短评打分': 3}
{'短评内容': '入住很顺利，地点醒目好找，房间颜色温馨，也很干净，总体感觉很不错。', '短评打分': 3}
{'短评内容': '还好。', '短评打分': 3}
{'短评内容': '还可以 就是选了无窗的四面都是墙，的确挺不透气的感觉', '短评打分': 5}
{'短评内容': '由于沟通的问题， 定的房间有点不满意,当值的经理积极热心的帮忙解决， 非常感谢， 酒店不错，地处闹市，虽然房间有点小但依旧是如家一贯的品质， 不错， 周围交通和生活也不错比较方便', '短评打分': 5}
{'短评内容': ' 干净卫生 还要住一晚', '短评打分': 3}
{'短评内容': '酒店地理位置优越，房间比较干净。 前台服务态度比较好， 早上借吹风机很快就送过来了。  性价比很不错，值得推荐一下。', '短评打分': 5}
{'短评内容': '位置便利，服务周到，非常满意！！第一次住国内的经济型酒店，没有想到会有这么舒服的服务。虽然是特价房，但依然是干净舒适。', '短评打分': 5}
{'短评内容': '。设施尽善尽美，服务员热情周到。是本人公务、出行的首选。\n\n--------------------------------------------------------------------------------', '短评打分': 5}
{'短评内容': '房间挺干净，位置还可以，距离地铁站也不远。\n预订的房间没有了，做了免费升级处理。很好。\n唯一可惜的是房间没有WIFI', '短评打分': 5}
{'短评内容': '地理位置很好,离静安寺很近,房间还蛮大/干净的.在上海以这个价住市中心,不错了.就是手机信号不佳.窗户是对着走廊的.服务员态度好是如家的特点.', '短评打分': 5}
{'短评内容': '没有信号部好，', '短评打分': 3}
{'短评内容': ' 很好非常满意', '短评打分': 3}
{'短评内容': '舊房舍改裝 , 同樓層 高度不一, 有帶大件行李,非常不方便  隔音較差     \n但附近飲食還方便.           ', '短评打分': 1}
{'短评内容': '交通较为便捷，浴室有不错的空间，热水充足供应', '短评打分': 5}
{'短评内容': '入住的总体感觉还是不错的，虽然入住时有些小问题，但酒店人员都给解决了，而且服务态度也很好。对酒店的各方面条件也比较满意，推荐哦！', '短评打分': 5}
{'短评内容': '还可以的，服务很亲切，真的有如同回家的的自由感，就是有时候可能房间协调不过来，我们住的三间中就有一间叫我们换了一种房型，我五月就定的房，到七月住的时候却没有当初定的房型。', '短评打分': 5}
{'短评内容': '还可以，服务很温馨，不过，可能是当天这里入住的人太多，房间协调不过来，我定的其中一间房，跟我商量叫我换另一种房型。', '短评打分': 5}
{'短评内容': '因为两个人住，定的标准大床房，后来升级为商务大床房，其他还好，就是屋里噪音有点大……', '短评打分': 3}
{'短评内容': '一般吧 就是交通什么的比较方便点。。。还算可以。。。', '短评打分': 5}
{'短评内容': '服务可', '短评打分': 3}
{'短评内容': '一如既往的如家温馨感觉，总体还行。但是，这家隔音不好，早上装修的噪音和外面有人大声说话的声音比较吵！电梯在最里头，不是太方便！', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '环境舒适，服务蛮好的，交通也比较方便', '短评打分': 3}
{'短评内容': '酒店的床好大啊，我感觉都两米还多呢，整体上还不错。。', '短评打分': 5}
{'短评内容': '房间很干净，性价比高。就是离地铁站有点小远', '短评打分': 5}
{'短评内容': '住过两次，每次都在装修。有的房间在外面的楼里，很没有安全感。不提供晚餐。', '短评打分': 1}
{'短评内容': '早餐单调，房价比较贵，周围环境不好，噪音比较大。', '短评打分': 1}
{'短评内容': '住了特价房，在这个地段这个价钱非常实惠，就是房间有点难找，像迷宫一样，晕头转向！', '短评打分': 5}
{'短评内容': '还不错啊~主要位置很好，交通比较方便，其他都大同小异的', '短评打分': 5}
{'短评内容': '离2号线还挺近的，就是环境太吵闹了！附近有个汉庭，那里比较幽静，下次去住那边！', '短评打分': 1}
{'短评内容': '经济型的酒店，服务态度比较好，下次还会考虑入住。', '短评打分': 5}
{'短评内容': '房间小又是一股浓重的香烟味不值得推荐', '短评打分': 3}
{'短评内容': '已住', '短评打分': 3}
{'短评内容': '酒店陈旧,房间小,异味重,但还好,比较干净。服务员态度蛮好的', '短评打分': 3}
{'短评内容': '离华山医院比较近，因为是去看病，觉得挺方便的', '短评打分': 5}
{'短评内容': '来过这家几次了，总体不错，只是觉得房间有点小。', '短评打分': 5}
{'短评内容': '服务可以的。但房间比较小。总体还是不错，推荐一下。', '短评打分': 5}
{'短评内容': '相当的差劲，宾馆房间连窗户都没有，下次再也不住这家如家了！', '短评打分': 1}
{'短评内容': '地理位置比较好，出入都很方便。出门办事什么的推荐入住。', '短评打分': 5}
{'短评内容': '地理位置还可以,但楼道里的味道很不好,同时由于是老酒店了,房间内的设施有些陈旧.', '短评打分': 5}
{'短评内容': '不错，离江苏路和华山路不远，但是没有中餐和晚餐提供的', '短评打分': 5}
{'短评内容': '网速很慢   设施一般有点旧了   隔音效果不好', '短评打分': 5}
{'短评内容': '住宿条件还不错 环境还很舒适 就是离地铁站远了点点哦', '短评打分': 5}
{'短评内容': '入住如家酒店服务态度好，环境舒适，交通便利，办理手续快捷。很是满意。', '短评打分': 3}
{'短评内容': '到武夷路上考试，这家离得很近。价格也很便宜在市中心。离延安路高架很近，就是房间小了点。', '短评打分': 5}
{'短评内容': '房间真的是太小太小了，不过可能是因为我住的是特价房的原因，但是我还是想说，特价房真的是不推荐', '短评打分': 1}
{'短评内容': '房间虽小但布置的很温馨，服务好，我住的是二楼，卫生条件不错，只是被子盖着不贴身，希望酒店改进！', '短评打分': 5}
{'短评内容': '房内手机信号太差，我的房间里根本接收不到手机信号，电话都接收不到和打不出去。', '短评打分': 1}
{'短评内容': '服务不错，就是电话按指示拨打但是怎么都拨打不出去。很郁闷，晚上热水温度不够，我洗得有点冷！大冬天的还下雪！其它卫生状况都不错', '短评打分': 3}
{'短评内容': '环境很好，位置很好。', '短评打分': 3}
{'短评内容': '条件不错，服务好', '短评打分': 3}
{'短评内容': '交通方便，性价比佳，如家标准就那样', '短评打分': 3}
{'短评内容': '周边交通还是比较方便的，房间还是如家一贯的风格，价格在市中心还是比较适中的，去质量中心上课离得蛮近的，可惜行程有变，没能更好的体验酒店的服务。', '短评打分': 5}
{'短评内容': '虽然离2号线江苏路站有一点小远。但只要不是住在1号楼，绝对属于闹中取静的舒服~ 房间很小，但8号楼还是很干净的（有朋友说1号楼感觉很旧= =）。橘黄的色系让人感觉舒服，也一定程度上舒缓了房间小带来的压抑感。还是很喜欢这个地方的啦。离静安很近，在静安附近玩很方便，离人民广场也近。附近也有夜宵店。', '短评打分': 5}
{'短评内容': '一楼隔音不好，半夜吵的要死，外面有人打一个钟头电话，一直睡不着啊', '短评打分': 3}
{'短评内容': '房间很干净，但是房间很难找走廊很怪，要绕好几个弯才能找到', '短评打分': 5}
{'短评内容': '房间到很安静，也干净，就是很小。位置还算可以。跟旁边的其他酒店比起来算是不错的。至少安静。', '短评打分': 5}
{'短评内容': '服务员态度很好，房间设施齐全，就是小了点。网店多，刚才找错了另一家', '短评打分': 5}
{'短评内容': '只有三层楼，我朋友住在一楼，房间对面正在装修，噪音、油漆气味、尘埃等都有影响。而且一楼光线不足，感觉心情会很忧郁。', '短评打分': 1}
{'短评内容': '不錯的酒店, 性價比很高, 服務亦不錯              ', '短评打分': 5}
{'短评内容': '交通方便靠近地鐵 門口有公交車站\n附近吃的很多', '短评打分': 5}
{'短评内容': '一楼的房间不是很好，有点小，不过2楼的房间就很好了，又干净又大，电脑很快', '短评打分': 5}
{'短评内容': '是是世博期间，价格贵的离谱，不看这个的话，还是不错的', '短评打分': 5}
{'短评内容': '地点位子不错，有很重的装潢味，住起来不是很舒适...', '短评打分': 1}
{'短评内容': '水大，能24小时上网，地点好。价格也算还好，楼上的房间比楼下的好，就是没电梯', '短评打分': 5}
{'短评内容': '一般  一般   一般  一般    一般  一般', '短评打分': 3}
{'短评内容': '交通便捷 ，设施齐全 \r\n希望在饮食上有所提高', '短评打分': 5}
{'短评内容': '房间很干净，服务也很好，就是卧室和客厅隔音效果太差', '短评打分': 3}
{'短评内容': '也许是世博会期间房价上涨原因，性价比差，房间太小了。', '短评打分': 1}
{'短评内容': '态度很好就是房间有点小，房价有点贵～', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '位置很好，房间也很干净，服务很好，推荐出差或旅游', '短评打分': 5}
{'短评内容': '比较满意。', '短评打分': 5}
{'短评内容': '没办法,第二天早上要去静安寺附近办事,又是世博会期间.只有忍了.还算干净.特别感谢前台一位女士(制服不一样,可能是经理?),很热情.要是所有如家的经理都能这么敬业,业绩应该还会提升.\r\n晚上睡觉前发现一只大蟑螂,比较恐怖.', '短评打分': 5}
{'短评内容': '房间超小，条件较差，里面和迷宫一样，不熟悉会迷路', '短评打分': 3}
{'短评内容': '感觉还好 在路边有点吵 环境还不错 交通比较方便', '短评打分': 5}
{'短评内容': '真的是比较差的如家，房间超小，价格超高，真的是无语了', '短评打分': 1}
{'短评内容': '+地点方便,有世博专线,推荐!', '短评打分': 5}
{'短评内容': ',入住', '短评打分': 5}
{'短评内容': '+交通方便', '短评打分': 5}
{'短评内容': '房间小的很，楼道向迷宫，服务员很迷糊', '短评打分': 5}
{'短评内容': '订了一间家庭房和大床房~大床房是帮叔叔订的~家庭房已经反馈过了~现在来说说大床房~大床房的床的确蛮大~有1.8米宽~两个人睡都刚好~环境还不错~就是有点小挤~叔叔和弟弟都是重量级，睡个大床房太将就了~没办法，预定的时候已经没有标间了~\r\n性价比还行~如家的服务照旧很好~', '短评打分': 3}
{'短评内容': '世博期间涨价厉害~所以性价比不高~看世博的话只离浦西的园区近~建议如果看世博还是订浦东那边的店~我订的是家庭房，刚开门进去有股霉味，而且首先印入眼帘的是两张矮小的木板床，着实把我吓了一跳，走进去看，里面还有两张正常的标间床，卫生间卫生还可以~家庭房的空间挺大~但是那个木板床不能睡人哪，所以我把里面的两张床拼成一张了，跟爸妈挤着睡的~总体来说，觉得不是很值~626的价格再加点就可以享受星级宾馆的待遇', '短评打分': 5}
{'短评内容': '酒店卫生间还是比较清洁，但是房间空间太小了，就一张床的空间，根本没有其他空间。床上用品看起来也不是很清洁。', '短评打分': 1}
{'短评内容': '地理位置非常好，交通便捷，到世博园很方便！', '短评打分': 3}
{'短评内容': '地理位置很好，去世博很方便！环境一般，楼层有点矮，是经济型的吧，可能是世博期间吧，房价有点高。', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '+可以', '短评打分': 5}
{'短评内容': '不考虑价格，总体还可以，但在靠马路边的房间太小太吵。性价比低', '短评打分': 3}
{'短评内容': '如果不考虑价格，该酒店服务还是比较规范，总体还可以，但房间太小，价格偏贵', '短评打分': 1}
{'短评内容': '位置很好，房间很小。', '短评打分': 5}
{'短评内容': '以前在这家店住过很多次了，感觉很好。不过这次住的房间卫生间的地漏有问题，洗了一个淋浴卫生间的地面上流出了很多水，希望以后不要遇到这样的问题。以后还会着这家店的。', '短评打分': 5}
{'短评内容': '服务意识较差！', '短评打分': 1}
{'短评内容': '房屋不错，房间确认的慢了点', '短评打分': 5}
{'短评内容': '一般般  就圖個便利性', '短评打分': 1}
{'短评内容': '极差无比！！！我在上海住过最差的酒店。', '短评打分': 1}
{'短评内容': '地点好, 去世博园方便.', '短评打分': 5}
{'短评内容': '很好的酒店！工作人员态度都很好，每次出门遇到都会打招呼！临走退房掉了两个戒指，打电话回去问竟然都找回来了！强烈推荐！', '短评打分': 5}
{'短评内容': '还可以吧，第一间给的房间非常小，后来就换了一间', '短评打分': 5}
{'短评内容': '喜欢如家的床，卫生间也很干净，但是毛巾确实可以换啦 都可以当抹布了，还有隔音效果不太好', '短评打分': 5}
{'短评内容': '房间隔音差一点，其他不错，位置很好', '短评打分': 5}
{'短评内容': '这个地理位置和价格，性价比非常的高了。酒店的卫生还算行，早餐也还算好，就是隔音效果不好，隔壁上厕所都听得一清二楚。', '短评打分': 5}
{'短评内容': '还不错，离客户公司很近，下次去还订那', '短评打分': 5}
{'短评内容': '我们定了两间房间，但有一间有异味，向前台投诉但没有回应。', '短评打分': 5}
{'短评内容': '酒店位置不错，还是值得推荐的', '短评打分': 5}
{'短评内容': '酒店比较不错，干净整洁，服务也很周到', '短评打分': 5}
{'短评内容': '没有窗户 有点脏', '短评打分': 1}
{'短评内容': '大堂到房间感觉像走迷宫.个别房间异味去不掉.', '短评打分': 5}
{'短评内容': '以前就住过好几次如家，蛮喜欢这个店的。\r\n设施啊什么的，说不上最好，但绝对是性价比蛮高了。\r\n保安啊，服务员拉，态度很好。上网的话，上网页，发发邮件，聊天工具之类的，都没问题。\r\n主要是喜欢它的被子，再也不是以前酒店都是白白的，是碎花的绿色的被套，很温馨呢。', '短评打分': 5}
{'短评内容': '酒店的服务挺好,但是卫生条件不是很理想,被子被套之类的都比较脏,住着很不是舒服.', '短评打分': 1}
{'短评内容': '1号到八号楼，晚上走过去有点害怕。性价比不是很好啊。', '短评打分': 1}
{'短评内容': '酒店的各方面都很满意，价格还很合理，能接受', '短评打分': 5}
{'短评内容': '出行不是很方便，其余还好', '短评打分': 5}
{'短评内容': '这个酒店离我要去的地方比较近，而且交通挺方便的，而且他们的服务和硬件设施来说，总体性价比还是不错的。', '短评打分': 5}
{'短评内容': '除了设施方面老旧些了,其它方便还行.', '短评打分': 5}
{'短评内容': '酒店比较不错，干净整洁，服务也很周到，唯一的缺点就是隔音不太好', '短评打分': 5}
{'短评内容': '酒店的环境很干净,设施也很舒适.位置出行也很方便.价格也很优惠.', '短评打分': 5}
{'短评内容': '住了两天的时间，整体感觉还可以，价格挺优惠的，酒店的服务也不错', '短评打分': 5}
{'短评内容': '上网不太完善，很慢，环境还行，服务也热情', '短评打分': 1}
{'短评内容': '很多细节的卫生都做的不太到位,包括卫生间的硬件设施. 个人认为,卫生间的卫生是相当重要的,但是真的不是太好.', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '晚上吵死了，隔音真的很差，旁边的过道上的声音就象在自己房间一样', '短评打分': 1}
{'短评内容': '地理位置比较好，去各个景点都很方便，房间略微偏小了一些，隔音不好，有待加强。', '短评打分': 5}
