{'descr': '隔音不怎么好，卫生服务都是挺好的。', 'star': 5}
{'descr': '，已经入住，还可以，交通比较便利。', 'star': 3}
{'descr': '卫生很干净，地理位置也好，就是房间小了点 \n', 'star': 5}
{'descr': '酒店位置不错', 'star': 3}
{'descr': '卫生很干净，地理位置也好，就是房间小了点', 'star': 3}
{'descr': '从火车站步行至酒店大约15分钟，火车站也有公交能到酒店附近，地理位置还算不错，经济型酒店设施大家也都清楚，热水量挺好的，很舒服。', 'star': 5}
{'descr': '房间不错，就是有一点点小，其他都很好。如果早餐可以免费就太好了', 'star': 5}
{'descr': '酒店位置很不错，就是停车场太小了，服务很好！', 'star': 5}
{'descr': '周边购物方便,房间挺干净,服务也很周到.以这样的房价住这样的便捷旅馆,两个字:满意', 'star': 5}
{'descr': '服务很不错，房间还蛮干净，下次还会去的。', 'star': 5}
{'descr': '挺喜欢的额。。。色调舒服。。 虽然隔音效果不好 但好在人不吵  交通很方便 以后应该还会去', 'star': 5}
{'descr': '酒店位置不错，很好找；环境也挺好，下次会再入住。', 'star': 5}
{'descr': '位置非常好,毛巾有点旧,没有讨厌的避孕套,哈哈', 'star': 5}
{'descr': '整体来说，还是具备一定水准和服务意识的。赞一个', 'star': 5}
{'descr': '如家是旅途中温暖的家。很喜欢', 'star': 3}
{'descr': '环境不错！！就是隔音不太好～\u3000如果房间里多个能放衣服的小衣柜就更好了', 'star': 5}
{'descr': '房间还行，挺干净的，就是网口有的房间不好使', 'star': 5}
{'descr': '酒店位置不错，出门就是中心区，离车站很近；挺干净，价格也还可以！', 'star': 5}
{'descr': '总的感觉还是不错的，周边有许多的大商场，大超市，比较干净，比较方便，服务态度也还可以。', 'star': 5}
{'descr': '很满意', 'star': 3}
{'descr': '还算好吧，地处繁华地段，餐饮娱乐都是非常方便的.......................................', 'star': 5}
{'descr': '还算不错吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '3432343432423432433432423432', 'star': 5}
{'descr': '1111111111111111111111', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '对面就是大润发。比价方便。想吃到镇江锅盖面也很近。就是整体的大楼比较陈旧。房间一般', 'star': 5}
{'descr': '房间还不错,蛮有特色,空间也蛮大的.就是隔音稍微差一点点', 'star': 5}
{'descr': '唉、、不说了，除了位置好一点，里面的环境设施和南京的如家没的比、、、', 'star': 1}
{'descr': ' 床也忒小点！房间也太小，性价比不高', 'star': 5}
{'descr': '楼比较旧，房间里面很干净。房间面积很小，因为在市中心的缘故，可以理解。对面是大润发，很方便。吃的有肯德基麦当劳大娘水饺，我想找个实惠点的小馆子点菜来着，没找到。房间里是无线网，我住的那个房间网络信号奇差，上个网都不安心。整体上不错。', 'star': 5}
{'descr': '酒店地处繁华位置，出行很便利。而且酒店所有楼层提供的都是无线上网，很方便。唯一不够好的就是门口停车场场地比较小。', 'star': 5}
{'descr': '服务员很不错，很热心的介绍当地好吃的，连具体路线都介绍的很认真', 'star': 3}
{'descr': '房间内空调噪音有点偏大，还有就是房间略显拥挤', 'star': 5}
{'descr': '赶上装修有点儿小吵，不过来这儿本来也不该睡懒觉。洗手间很干净 就是没有吹风机小小瑕疵。总体来说很好。', 'star': 5}
{'descr': '一般化', 'star': 1}
{'descr': '房间的卫生间比较有特色，干湿分离，空间较大。房间烟味太浓重，电视机过于迷你。车位很少，门口交通一团糟，非机动车、机动车、行人全在抢道，更离谱的是还混有逆行的非机动车，好不容易才能开进酒店所在的弄堂。无线网络不太好，要么就是登不上，要么就是断线。', 'star': 1}
{'descr': '老房子该的 设施陈旧 无行李架 无矿泉水（如家一般都有） 盥洗盆很浅 毛巾浴巾都在盥洗盆下面 看起来黄黄的（还好我一般自己带） 无线网 慢的死经常断 隔音差 由于在最繁华地段吵得死 价格也高 总之 没什么好的 到镇江再不会住这里', 'star': 1}
{'descr': '服务员很热情，房间隔音差了点，房内设施旧了些，走的时候才发现被套是坏的，希望这方面要改进，总体来说还可以', 'star': 5}
{'descr': '住的商务大床房 竟然是没得窗户的，隔音效果有点差，无线网还是挺可以的 速度也行', 'star': 5}
{'descr': '环境真的不错，住起来也非常舒服，让人感觉跟住在自己家一样。', 'star': 5}
{'descr': 'good', 'star': 5}
{'descr': '价格涨了好像', 'star': 5}
{'descr': '不错,位置很好,镇江城市不大,很方便', 'star': 3}
{'descr': '不好，', 'star': 1}
{'descr': '挺好的,干净出行方便', 'star': 5}
{'descr': '下次还住这里。', 'star': 5}
{'descr': '房间小了点，舒适度还行', 'star': 5}
{'descr': ' 位置不错  隔音不是太好', 'star': 3}
{'descr': '位置还算市中心，购物吃饭都方便，最难以忍受的是前台说要上网的话中间的房间信号好一点，中间的房窗户是向酒店走廊的，因为酒店是用WIFI的，所以我就听前台的，上网算不错，但是房间隔音差的非常离谱，以后我不一定不住那个酒店但绝对不住中间的房', 'star': 1}
{'descr': '镇江这个价位还行', 'star': 3}
{'descr': '将就。。。还可以吧  环境有点差了。。价格便宜', 'star': 5}
{'descr': '比较不错', 'star': 5}
{'descr': '住如家的前一天是住在莫泰168的，由于那边的房间靠路边很吵，一夜没睡好，于是重新预定了如家。这次如家给安排的房间位置倒还可以，不算太吵，毕竟住市区不能要求过高，但是住下来后才发现一个大问题，房间的隔音太差了，隔壁的人说话都能听的一清二楚，还很巧隔壁住的是好几个年轻人吵吵闹闹了一夜。我这个人对于房间要求不高，只要干净跟安静就好，结果该死的又一夜没睡好，本打算换旅馆，无奈有快递第二天才能收到，只好又续', 'star': 1}
{'descr': '房子的门或者墙壁很破旧了，并且小的可怜！令人惊喜的是被子是粉色的被罩，被芯也算是厚，看着还比较温馨，盖着也舒服，也比较干净，位置也不错，购物方便！', 'star': 5}
{'descr': '不错的一家店\r\n离八佰伴很近\r\n\r\n', 'star': 5}
{'descr': '交通方便（火车站还是商业区），环境干净，总体感觉价有所值', 'star': 5}
{'descr': '第二次入住了，感觉还是不错的', 'star': 5}
{'descr': '位置不错，卫生很好！', 'star': 5}
{'descr': '非常一般，我住的是时尚商务房，没觉得有多好，洗澡的地方是单独在房间里面的，有点怪怪的，性价比不好', 'star': 1}
{'descr': '说酒店周围有苏宁等其他商家不假，可是他们的停车场在前面，这个停几辆车的小停车场实际上也就是如家在用，更何况顾客是在你们那里住店，从法律上讲是和你们有联系而不是其他商家，而作为店家的你们有责任为顾客提供保障，这个也不是你们口头上说免责就免责的，这种单方面的声明根本没效。出现问题应该检查自身问题及时纠正不是找理由和借口推脱，这才是一个真正能让消费者放心安心的商家所应该做的。', 'star': 3}
{'descr': '酒店的位置还不错，但是开车前往的话就不推荐了，一是酒店门口的路本来就很窄，在让摆摊经营的一占车开进去要摁半天喇叭，二是门口本来就是酒店的停车场，有监控晚上也有保安，可是酒店方面说了，他们的监控不一定好用，停到停车场出了什么问题也不关他们事，说白了就是遇到事情酒店没有半点责任，还没怎样就先把自己脱干净，换言之客房监控也是摆设是吗？财物丢失也不关他们事是吧，走了一路我还是第一次听到这样的答复。那么你们', 'star': 1}
{'descr': '总体还是很不错，尤其是无线网络很赞的。但是我预约好，下火车过去的时候，居然告诉我没房，知道11点多才入住的', 'star': 5}
{'descr': '不隔音，隔壁调情和打呼的声音都能听到！', 'star': 5}
{'descr': '上网订镇江的房，看到回复后很气愤，没见过这么善于推卸的：\r\n酒店回复 2010-1-22 8:35:59：\r\n“我们检查了19日的巡查记录，水温保持在52度；当天酒店未有出售香烟。”\r\n请你们睁开眼睛认真调查一下吧，那几天热水器修理，晚8点之后才有热水；我是南京的，姓沈，手机号156516*****，查查我当天的房费是不是加了140元，那就是我买香烟的凭证（红南京110 指甲钳套装30）！你们的回', 'star': 3}
{'descr': '停车不是很方便。位置还行  旁边有超市和KFC，总体还不错', 'star': 5}
{'descr': '还算OK的~~', 'star': 5}
{'descr': '推荐', 'star': 5}
{'descr': '酒店比较干净，位置在市中心比较方便。', 'star': 5}
{'descr': '房子隔音太差，！', 'star': 1}
{'descr': '酒店位置可以，但设施陈旧。另外停车位很少，想停车的话只能去别处另找\n', 'star': 1}
{'descr': '位置好，比较新，房间也挺大，就是前台服务员态度稍稍差点', 'star': 5}
{'descr': '卫生很差，房间设施很不齐全，而且我到后宽带还坏了4个小时', 'star': 1}
{'descr': '位置不错，但毛病不能忍受：\r\n1.房间很小，活动磕磕绊绊；\r\n2.隔音奇差，过道、隔壁、马路上的声音清晰得仿佛隔的是一层布帘；\r\n3.热水器坏了，热水要晚上才能供应；\r\n4.宽带是无线上网，信号几乎没有，服务员还说你那房间属于信号好的！\r\n5.在一楼总台140元拿了一条红南京，第二天拆开后发现抽不动、熄火，是否假烟我想也不用评价了。如我仍然在镇江，我想我会去找质监部门查封假冒伪劣产品。\r\n这是我见', 'star': 1}
{'descr': '这个还可以拉&#183;&#183;就是装修有点旧', 'star': 5}
{'descr': '第一次住如家，感觉真的不错。', 'star': 5}
{'descr': '房间比较小，墙上有斑驳，位置还行，就是门开得找不到北，总体性价比在镇江算比较差的', 'star': 1}
{'descr': '总体来说还不错，就是服务不够到位，办事效率慢，地理位置交通方便，设施也还不错。可以考虑下次再入住', 'star': 3}
{'descr': '不错，就是房间太小了，是我见过的最小的房间，睡觉脱了衣服都没有地方放。', 'star': 5}
{'descr': '房间较小，但对于休息还是可以的，冬天空调一开，房间很暖和。卫浴很特别，全玻璃，半透明。有一个很小的桌子正好一个人用笔记本上网。服务很热情，当时洗澡有水流到房间，告诉前台后很快就有人来清洗。建议在桌子上放置上网的一些说明，方便自带笔记本者使用。另外从火车站到酒店很方便，乘出租车约10分钟就到了。而且路过镇江醋厂，有兴趣的人可以购买一些带回去。只是隔音不是很好，略大声点就能听到。', 'star': 3}
{'descr': '房间面积比较小了,卫生和设施条件也一般了,周边环境还可以,出行挺方便的,整体感觉价格还是偏高些了.', 'star': 3}
{'descr': '房间很小但是收拾得很干净,服务很好有什么事情都能及时解决,位置离火车站远了一些.', 'star': 3}
{'descr': '很好，我每次都住。', 'star': 5}
{'descr': '离会展10分钟步行。周围很多饭店，附近有家凉茶很好，一定要去看看。', 'star': 5}
{'descr': '该关门重新装修了.', 'star': 1}
{'descr': '在镇江算是还不错的一家，主要服务态度较好', 'star': 3}
{'descr': '服务态度很好，值得一住', 'star': 5}
{'descr': '酒店的服务很好，设施条件我觉得还行，地理位置很不错，交通特别方便，就是卫生条件一般点。', 'star': 3}
{'descr': '房间的淋浴设计挺好的,蛮有个性的,其他方面也都挺好的,作为经济型来讲能做到这个程度还是不错的,就是门面是背马路的,所以需要绕一下,这点比较麻烦.', 'star': 3}
{'descr': '酒店地理位置好。西距火车站、长途车站不足2公里，如果想观光，酒店边上就有到金山、北固山、焦山、小码头等景点的公交车；购物，餐饮便利。酒店对面有大润发超市、东面有镇江商业城等市场，周边有许多餐饮网点，购物、餐饮十分便捷；住宿条件方便。有电视、空调、冷热水等，基本满足出差住宿的生活需要。同时，也有不足之处。不能上网，不能满足需要；房间面积小，招待朋友时显得十分拥挤；洗手池过浅，洗洗涮涮的不方便。初次到', 'star': 5}
{'descr': '酒店的环境比较不错,服务人员各方面素质,服务都挺不错的.酒店所在市中心周边的交通还算方便.总体感觉不错', 'star': 3}
{'descr': '房间挺小的，当时住的位置不是太好，在拐角处，上网是无线的网卡，信号不是太好，因为就住两晚就没要求去调换，他们的服务态度还不错，价格也合理，周边出行也比较方便', 'star': 3}
{'descr': '有商务标准的房间的话，更好，当然，价位要合理', 'star': 5}
{'descr': '下次不会入住！', 'star': 1}
{'descr': '房间非常小，床很硬，不舒服。', 'star': 1}
{'descr': '服务很好~ 还帮我用微波炉热汤。', 'star': 5}
{'descr': '还可以吧。', 'star': 5}
{'descr': '好难找的酒店，我在门口转了10分钟才问人找到入口。', 'star': 5}
{'descr': '整体来讲还是一家很不错的酒店,卫生和服务方面非常好,很热情,不过酒店的位置不太好找,在一个胡同里,另外就是房间有点潮.', 'star': 3}
{'descr': '酒店在市中心，外出方便，本身环境也还可以，房间挺干净的，就是设施一般，房间比较小', 'star': 3}
{'descr': '酒店的环境还可以主要是位置好，出行交通方便，价格合理适中。房间的配置硬件设施也比较达标。', 'star': 3}
{'descr': '不会再去住了', 'star': 1}
{'descr': '性价比还可以，对面有大超市可以解决购物和就餐。', 'star': 5}
{'descr': '位置非常好，前台服务也不错，其余嘛就是经济型酒店档次啦，不能苛求太多。', 'star': 5}
{'descr': '感觉很失望，如家是连锁酒店，可是和南京的如家相比，价格不便宜，但是里面的设施很简陋，房间很小，房间的布局也不是很合理，但是总台的小姐很热情，表扬一下！位置在市中心，但是酒店的正门不是在马路边，却是在小巷子里，甚是煞风景！以后去镇江，不会选择该酒店，会考虑隔壁不远的格林豪泰！', 'star': 3}
{'descr': '应该不会再去住的地方，房间小而且卫生堪忧', 'star': 1}
{'descr': '如家毕竟是连锁酒店，他们的服务非常好，位置也还可以，但是酒店的设施和环境卫生确实不太好，我感觉没有南京的如家好，可以说是比较简单了点，如果是下次去，我可能会考虑他旁边的格林豪泰试一下。', 'star': 1}
{'descr': '感觉酒店还可以，房间比较干净，位置也特别方便，性价比不错，值得推荐 ', 'star': 5}
{'descr': '服务环境都很好，地理位置也不错，交通比较方便', 'star': 5}
{'descr': '酒店的服务卫生方面还可以了；周边交通也挺方便的，价格还是比较合适的，就是面积小了点，隔音效果不是很好。', 'star': 5}
{'descr': '和别的快捷酒店差不多,房间里面也很干净,位置出行很方便,只是当时住的房间,空调不能制冷了,不是特别舒服.', 'star': 5}
{'descr': '人员的服务态度很好，就是房间的面积太小了，而且靠近马路，又不是双层玻璃，所以会比较吵，不过位置还是蛮中心，交通很方便，价格也不贵。', 'star': 5}
{'descr': '周边出行还比较方便，服务也还不错，就是房间的空间小，感觉有点点压抑，当时住的豪华单人房179元，觉得有点点偏高了，在150左右更理想', 'star': 5}
{'descr': '总体还是不错的，位置离火车站很近，是条主干道。房间设施一般，隔音有点差，浴室是透明的……还好我一个人住，要不成何体统？不过，反正出来玩又不是蜜月豪华游，住的舒服就可以了。对面是大润发，东西应有尽有，四周有商业街，饭馆和银行，还有恒顺香醋厂！早餐是自助，种类不多，看到牛奶让我感激涕零！', 'star': 5}
{'descr': '地理位置不错，对面大润发，购物逛街都很方便，房间设计还比较特别，适合情侣，比较有情调，只是设施有些陈旧，装潢品味一般，卫生还可以，工作人员态度很热情，毗邻马路，噪声比较大，但旅行、商务入住比较实惠。', 'star': 5}
{'descr': '房间不错，地段不错，就是隔音差了点，有点现场直播的感觉的说……', 'star': 5}
{'descr': '酒店的装修做工太粗糙了,有些地方水泥都露出来了,还有房间里的浴室是透明的,不太适合多人入住,一个人还可以,酒店其他方面还是挺不错,地理位置非常好,价格也蛮实惠的', 'star': 5}
{'descr': '酒店工作人员服务特别热情，酒店设施时尚、清爽。', 'star': 5}
{'descr': '酒店的房间面积小了点,空调有噪音,不过房间里的环境,卫生都很干净的', 'star': 5}
{'descr': '服务人员热情周到，墙面不太干净，隔音不太好', 'star': 5}
{'descr': '酒店的服务，环境在这个价位上，性价比不高，不过他的位置不错，很好找。', 'star': 5}
{'descr': '第一次住酒店，感觉酒店挺干净的，价格也很合理，出行很方便', 'star': 5}
{'descr': '此酒店还比较满意，卫生比较好！', 'star': 5}
{'descr': '性价比还是较高的。', 'star': 5}
{'descr': '去年8月开张的酒店，地理位置在市中心很方便，服务也很周到，酒店内的设施不豪华但都很干净。对一般住宿觉得很划算。', 'star': 3}
{'descr': '该用户未发表文字评论', 'star': 5}
