{'短评内容': '早餐还行，品种不多，其他都还不错！', '短评打分': 5}
{'短评内容': '株洲新天红东大酒店d宽带先受到黑客攻击，又升级改造，导致无法上网。\n不幸中的万幸----遇到酒店的网管--据说是姓王，很热情，不但服务态度好，而且技术精。在解决网络问题同时排除了我电脑故障。非常感谢，也要特别表扬', '短评打分': 5}
{'短评内容': '株洲新天红东大酒店宽带整整有二天不能使用，据说是系统升级（这是我们无法使用，多次向酒店询问，是前台的回答），事先未被告知，我们询问也未作明确回答，似乎无所谓。酒店这样的管理太令人失望', '短评打分': 5}
{'短评内容': '地点不错，吃东西很方便，服务水平有待提高，硬件设施一般', '短评打分': 5}
{'短评内容': '酒店不错人热情', '短评打分': 3}
{'短评内容': '环境还算不错，早餐一般。附近有较多的娱乐地方，第一次住，竟然没找到，离开的时候才发现。', '短评打分': 5}
{'短评内容': '卫生差差差！服务差差差！餐厅味道还行，价格一般，总的来说酒店卫生是必须要好的！希望改进！', '短评打分': 1}
{'短评内容': '好评。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '好评。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '干净，不过拖鞋是塑料拖鞋，一次性的需要打电话给房务中心的。对于株洲这样的城市，这个酒店性价比还是可以的。', '短评打分': 5}
{'短评内容': '好评。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '好评。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还不错。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '好。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '价格合理，干净卫生，床很舒服，就是卫生间较小，有点脏', '短评打分': 5}
{'短评内容': '酒店服务不行，硬件一般，前台很小，效率很慢，', '短评打分': 1}
{'短评内容': '就是楼下的KTV晚上噪音太大了，晚上睡觉有点吵，期望能加强管理，保证住宿人员的正常休息。', '短评打分': 5}
{'短评内容': '酒店环境不错，但靠铁路一边太吵，入住时要向前台说明选择不靠铁路线的一面', '短评打分': 5}
{'短评内容': '房间很大很宽敞，早餐也还可以。就是晚上睡觉太吵了，靠近火车道这边的晚上基本上睡不着，火车声吵得要命', '短评打分': 5}
{'短评内容': '地点好、东西新、性价比可以；但是服务有待提高，管理比较落后。', '短评打分': 5}
{'短评内容': '舒适、方便。&#183;~~~~~~~~~~~~~~~~~`', '短评打分': 5}
{'短评内容': '软硬件俱佳，性价比较高，设施新，干净卫生舒适，推荐', '短评打分': 3}
{'短评内容': '交通比较方便，性价比还行,200多元一晚，出差比较合适。', '短评打分': 5}
{'短评内容': '环境还不错。但隔音效果不咋地，空调效果一般', '短评打分': 5}
{'短评内容': '這次住的是17樓行政房, 房間正好面向鐵路, 火車徹夜來回不時鳴笛, 影響睡眠. 入住時, 記得向前台要求房間的面向. ', '短评打分': 5}
{'短评内容': '房间大，睡的舒服，特别是早餐很好吃，有我爱吃的粉', '短评打分': 5}
{'短评内容': '地点好，交通便利，早餐有点差，服务水平有待提高', '短评打分': 5}
{'短评内容': '住的是高级客房 , 设施装修老旧些 , 周六当天住客很多, 凌晨房外走道上还是人来人往, 房门开开关关很吵 . ', '短评打分': 1}
{'短评内容': '舒适，大气~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '房间很大,屋内住的很舒适,推荐.\r\n就是早饭有点单调.', '短评打分': 3}
{'短评内容': '房间很大,很舒服.尤其是电视又大又清晰,超喜欢.', '短评打分': 5}
{'短评内容': '住的比较舒服,也比较安静.\r\n就是早餐的内容太单调,要是品种再多一些就好了.', '短评打分': 3}
{'短评内容': '地点偏僻，找出租车不方便。下次来不住这家酒店了。', '短评打分': 1}
{'短评内容': '宾馆还可以，就是服务员。。。。。要点什么东西都很忙，服务不是很及时', '短评打分': 5}
{'短评内容': '房间很大，双床房的床都有1.2m。软硬适中。卫生间很大，具备4星级标准。早餐环境好，食物较丰富。绝对值228房价。绝对值得推荐。', '短评打分': 5}
{'短评内容': '位置不错，其它都有待提高。', '短评打分': 3}
{'短评内容': '位置好，早餐差。但还是值得住', '短评打分': 3}
{'短评内容': '位置好，早餐差。', '短评打分': 5}
{'短评内容': '其它都可以，就是住店客人乱，早餐差', '短评打分': 5}
{'短评内容': '性价很高，餐厅价格合适，味道不错，各方面都比较方便。', '短评打分': 5}
{'短评内容': '性价比好！', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '一，优点：1、入住的行政楼层318双床房，比门市折后便宜40元！2、火车站附近地段比较好.3、服务人员接待快速，态度好.4、房间比较大.5、房间有睡袍.6有免费赠饮2瓶.7、房内有小保险箱.8、有办公文具.不足：1、行政楼层不是专用，随意可以进入该楼层.2、行政房没有赠送的水果.3、卫生间太小.4、没有洗手液.5、房内食品货架上销售的水还有赠品字样（除了赠的两瓶水以后，酒店销售的水也是动机专用的赠', '短评打分': 1}
{'短评内容': 'very good', '短评打分': 3}
{'短评内容': '各方面都不错，可是我的退房却慢的出奇，害我担心赶不上机场大巴，效率提高一下更好。', '短评打分': 5}
{'短评内容': '这家酒店去之前在ELONG网上看过点评，评定都挺不错的，去了之后感觉确实不错，酒店位置啊， 硬件软件方面都蛮不错，让客人住的很舒适。 价格也蛮实惠。我也觉得值得推荐。', '短评打分': 5}
{'短评内容': '其实，就株洲而言，早餐也是很不错的。', '短评打分': 3}
{'短评内容': '客观地说，该酒店在株洲应当是很不错的。', '短评打分': 5}
{'短评内容': '设施不错，就是空调有些小。热', '短评打分': 5}
{'短评内容': '物超所值', '短评打分': 5}
{'短评内容': '服务员素质一流,管理很好!', '短评打分': 5}
{'短评内容': '很一般', '短评打分': 1}
{'短评内容': '一般般.装修还比较新.', '短评打分': 3}
{'短评内容': '性价比高，我经常推荐客户入住。', '短评打分': 5}
{'短评内容': '性价比高，我经常推荐客户入住。', '短评打分': 5}
{'短评内容': '地理位置在市中心，出行很方便，就是晚上楼下的KTV有点吵。', '短评打分': 3}
{'短评内容': '楼下的KTV的噪音太大。晚上睡觉觉得有点吵。', '短评打分': 5}
{'短评内容': '地理位置比较好，服务员的态度也很好。房间是个套房很大哦', '短评打分': 5}
{'短评内容': '服务水平实在是差，早餐乱七八糟的，不过位置好。不考虑位置优越我下次绝对不住。', '短评打分': 1}
{'短评内容': '晚上噪音太大', '短评打分': 3}
{'短评内容': '早餐建议丰富一点内容，每次去都是一个样。', '短评打分': 3}
{'短评内容': '因为是帮同事临时在网上定的，所以住前很担心不好。不过反映好不错啦。', '短评打分': 3}
{'短评内容': '物超所值！', '短评打分': 5}
{'短评内容': '位置很好，出行方便。', '短评打分': 3}
{'短评内容': '位置出行方便，不错的酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '值得住的酒店', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 5}
{'短评内容': '其他都符合价格就是空调温度不够人性化', '短评打分': 5}
{'短评内容': '豪华房在网上预订时，无法知道是否有带电脑，应该注明。', '短评打分': 5}
{'短评内容': '在株洲是一家性价比不错的酒店。', '短评打分': 3}
{'短评内容': '噪音比较大', '短评打分': 3}
{'短评内容': '总体环境和服务还是不错的，就是楼下的歌厅营业时间太长了，晚上12点休息的时候还是感觉很吵。', '短评打分': 3}
{'短评内容': '楼下的迷城KTV晚上太吵了。', '短评打分': 5}
{'短评内容': '卫生和服务不错，性价比可以，不足之处是卫生间淋浴时，水到处流，施工有问题。', '短评打分': 3}
{'短评内容': '酒店位置很好，已多次入住，由于邻近火车站，晚上噪音较大，提醒要住北面的房间。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '总体还可以，只是个别房间的细节没有做好：如1020房的沐浴花洒插件和伸缩圆镜已坏却没有及时更换，影响使用。', '短评打分': 5}
{'短评内容': '软件还是有待提高的', '短评打分': 3}
{'短评内容': '房间的环境还是可以的', '短评打分': 3}
{'短评内容': '早餐很不好', '短评打分': 5}
{'短评内容': '入住此饭店不会错的，如果在门口的出租车扬招方面能再好一点的话，就更好了。', '短评打分': 5}
{'短评内容': '主要是交通很方便，住的很舒适呢', '短评打分': 5}
{'短评内容': '环境可以，但是噪音比较大', '短评打分': 3}
{'短评内容': '酒店的卫生很好，住的比较舒适，性价比好。', '短评打分': 5}
{'短评内容': '酒店还是不错的,卫生也很好,不过服务就稍微差了些,面巾纸用完了,打电话2次才给送来', '短评打分': 5}
{'短评内容': '服务和位置都非常不错，自助餐性价比也很不错。就是淋浴间很差，一洗澡，整个卫生间地上都是水，根本没有防水的考虑。', '短评打分': 5}
{'短评内容': '服务很好。就是离火车轨道太近了，晚上有火车通过时有点吵闹', '短评打分': 5}
{'短评内容': '卫生和服务都比较满意，地理位置也比较好，离商业街较近。尤其是西餐厅的晚餐比较丰富，值得推荐。', '短评打分': 5}
{'短评内容': '卫生、服务都不错，西餐厅的自助晚餐最近有很大的改进', '短评打分': 3}
{'短评内容': '不错，环境什么的多不错。就是楼下的KTV晚上的比较吵', '短评打分': 5}
{'短评内容': '已多次入住该酒店，交通较方便，卫生很干净，服务也很好，最近西餐厅的饭菜品种和质量有很大的改善。', '短评打分': 3}
{'短评内容': '一般.出行不方便.大堂比较小,酒店前连个像样的停车场都没有.', '短评打分': 1}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '卫生很好，服务也很好，早餐也较丰富，就是电梯较慢，总体感觉还可以。', '短评打分': 3}
{'短评内容': '很干净，在株洲算是不错的酒店！', '短评打分': 3}
{'短评内容': '性价比高，经济实惠', '短评打分': 3}
{'短评内容': '他们这个酒店就是位置还不错，硬件条件还行，服务一般，卫生条件也不是特别好，跟华天没法比，这次是因为华天没地方才住的这里。', '短评打分': 3}
{'短评内容': '不错的酒店，离火车站很近。228的房间宽敞，干净，免费上网，免费早餐。你还能要求什么呢？', '短评打分': 5}
{'短评内容': '对于株洲来说，这个酒店很不错。首先离火车站很近，打车过来竟然只要5元钱！房间比较大，干净。酒店的晚餐也不错，好吃不贵。上次晚上十点多和朋友点了一个狗肉火锅，一个小菜，一个点心，一个凉菜，2瓶啤酒才150多，最后还送了2瓶啤酒。\r\n比较不满意的是房间的暖气不足，虽然不冷，但还是喜欢那种整个房间暖暖的；早餐不够丰富，不过看在200多的房费，有免费上网还送早餐，也就不苛求了。', '短评打分': 5}
{'短评内容': '房间不错，有办公桌，这点和好，卫生间也不错。我对株洲不熟悉，不知道位置咋样。', '短评打分': 5}
{'短评内容': '经济实惠', '短评打分': 5}
{'短评内容': '位置还可以，交通还是很方便的，房间的卫生和设施还不错，就是价格有点高，服务还不错，整体感觉还是值得推荐的', '短评打分': 3}
{'短评内容': '卫生和服务都很好，设施也比较新，有中餐、西餐2个餐厅，饭菜质量换可以，丰俭由人。只是位置在旧城区的街上有些堵车，也没有停车场，开窗后能听到附近火车的鸣笛声，总的来说换可以，在商业区尤其适合有采购要求的人。', '短评打分': 5}
{'短评内容': '硬件设施不错！但服务尚跟不上，尤其是前台服务，客人占到面前了都不搭理，很多人站在那里自顾自说，客人要招呼她们先！\r\n早点搭配需要改进，荤菜几乎无有！而且是昨晚剩菜！果汁和牛奶太稀！\r\n环境，装修，卫生较好！\r\n网线太差！经常掉线或上不去！\r\n需提高主动服务意识！\r\n不知为何原因相隔一周内便涨价20元？', '短评打分': 5}
{'短评内容': '房间很干净，也很舒适。就是服务有点不到位，价格还不错。地理位置一般。相对来说还是不错的', '短评打分': 5}
{'短评内容': '酒店的卫生很差的，卫生间有异味，服务和设施还可以，酒店的位置以及交通都很方便的，酒店的价格还可以、', '短评打分': 3}
{'短评内容': '酒店的硬件设施不错，服务方面不够好，地理位置也很一般，但在株洲这边还算比较不错的', '短评打分': 3}
{'短评内容': '大堂的小姑娘又漂亮又热情，加分！', '短评打分': 1}
{'短评内容': '酒店不算是在市中心，不过交通还算方便，而且在株洲来说四星级酒店这个价格稍微高了一点，但是硬件条件确实不错，因为都比较新，服务态度也挺好的，比较满意。', '短评打分': 3}
{'短评内容': '订了三个房,16楼的就有电脑并免费上网,有咖啡;15楼的却没有了,想订房的要注意了~\r\n半夜楼上有强烈噪音,不知是在搞什么大动作~\r\n早餐算合格~', '短评打分': 5}
{'短评内容': '基本上，在株洲市的宾馆里，还不错。但是，洗衣服务还不健全，给我感觉很不方便。这一点上，与株洲国宾、金锦嘉悦等相比，差很多。', '短评打分': 5}
{'短评内容': '株洲此行让我觉得一个城市在1年内变化如此之大，原来很脏，现在道路修了，创卫，确实很棒，4月19日入住新天红东，228的房间让我感觉舒适，干净，酒店很新，设施好，位置也好，确实很棒，要说一点点瑕疵就是服务人员不是很规范，下次我一定再去。', '短评打分': 5}
{'短评内容': '酒店是在市中心但是是巷子里面的酒店,环境硬件设施都还不错,很干净的酒店,就是价格太高了.', '短评打分': 5}
