{'短评内容': '前台青青服务很好', '短评打分': 5}
{'短评内容': '宾馆舒适，服务热情', '短评打分': 3}
{'短评内容': '卫生间很舒服，服务也很到位，虽然没见到传说中的山景，但重庆的夜色确实不错。', '短评打分': 5}
{'短评内容': '房间舒适，早餐丰富', '短评打分': 3}
{'短评内容': '酒店退房速度比较快，服务态度比较好，就是早餐一般', '短评打分': 3}
{'短评内容': '房间不算大，但是设施还可以，电视有点小，洗手间要是有浴缸就好了', '短评打分': 3}
{'短评内容': '酒店整体环境和服务都还算不错，价格也还比较公道', '短评打分': 5}
{'短评内容': '这次入住出乎意料，入住和退房手续都很快，比以前好多了。中午在吃早饭的餐厅吃了一次饭，但味道不咋地。其他都还不错。', '短评打分': 5}
{'短评内容': '酒店还不错，值得推荐。周围餐厅什么的少了点，得走一段。', '短评打分': 5}
{'短评内容': '各项设施还不错，就是前台办理入住和退房的时间太长了', '短评打分': 5}
{'短评内容': '第2次住..OK!我喜欢..前台服务小姐,很热情,态度和蔼,给人感觉很受尊重。', '短评打分': 5}
{'短评内容': '酒店各项设施都不错，就是入住退房时手续时间太长了。', '短评打分': 5}
{'短评内容': '性价比蛮高，床再软一点就更完美了！', '短评打分': 3}
{'短评内容': '酒店不错，但我入住的楼层卫生间通风稍差，但酒店环境很好，室内硬件和洁具，浴巾什么的，都雪白松软，很舒适呢！', '短评打分': 5}
{'短评内容': '酒店地理位置一般，价格也没有以前有优势了，五星标间却没有浴缸。\n\n大唐不错，电梯也有点小气。。。。。', '短评打分': 1}
{'短评内容': '五星级的标准，服务也是标准化的。\n\n客房环境不错，停车方便，周围交通也方便。。。。。。\n\n值得推荐。。。。。。。。。', '短评打分': 5}
{'短评内容': '从机场到酒店交通很方便，酒店前台的接待服务很好，房间装修时尚大方，特别是大床很舒适,房间很安静，下次来重庆还会再住此酒店，并切会推荐给朋友', '短评打分': 5}
{'短评内容': '酒店设施新，服务热情，值得一提的是退房速度一流，都不查房，1分钟就搞定了手续，很痛快', '短评打分': 5}
{'短评内容': '房间比较舒服，06房型好', '短评打分': 3}
{'短评内容': '每次看来重庆都住这里，方便干净服务不错。。\n酒店的拖鞋也不错哦。。', '短评打分': 5}
{'短评内容': '性价比还不错，房间小点，早餐还是很丰盛。', '短评打分': 5}
{'短评内容': '新酒店没多久设施就坏了，要尽快维修好才五星酒店。', '短评打分': 5}
{'短评内容': '房间设施较新，早歺比较丰富，交通条件好。', '短评打分': 5}
{'短评内容': '服务不够五星级标准，网都不能上修了很多时间同样不能上。', '短评打分': 1}
{'短评内容': '位置比较偏了一些，不过周围的景色还是不错的，可以推荐一下。', '短评打分': 5}
{'短评内容': '较新不错', '短评打分': 3}
{'短评内容': '重庆欧瑞锦江大酒店环境、服务、价格都还可以，周边环境也很好。过年时看周边，感觉到了国外似的，高楼林立、道路宽阔、人还不多。', '短评打分': 5}
{'短评内容': '酒店非常的干净，服务态度也非常的好。下次还要住', '短评打分': 5}
{'短评内容': '客房环境不错，服务员服务态度也很好，停车方便，周围交通也方便，饮食都很丰富，不过客房送餐价格偏高。希望把价格调到合适范围。', '短评打分': 5}
{'短评内容': '酒店非常不错，值得推荐，下回还会考虑入住。', '短评打分': 5}
{'短评内容': '酒店还行,看个人要求了，不过总体来说还不错', '短评打分': 5}
{'短评内容': '一如既往的好!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '地方不好找\n出租车不会走\n地图上也没有\n酒店还可以', '短评打分': 5}
{'短评内容': '条件很好的新酒店，位置好，服务周到，值得推荐。价格再优惠点就好了。', '短评打分': 5}
{'短评内容': '每次来重庆都住这个酒店，感觉都还不错吧，早餐也还可以。豪华景观大床房性价比还是可以的。', '短评打分': 5}
{'短评内容': '酒店离机场近，大约30分钟，很方便。还是会推荐给朋友住的，觉得性价比挺高的。', '短评打分': 5}
{'短评内容': '酒店交通方便，酒店服务态度不多．值得推荐！', '短评打分': 5}
{'短评内容': '虽然离市中心比较远，但是环境幽静，硬件设施好，值得下次再住！', '短评打分': 5}
{'短评内容': '酒店环境与服务都不错，性价比可以，每次都会选择入住这里。也会推荐朋友住这里的。', '短评打分': 5}
{'短评内容': '入注', '短评打分': 3}
{'短评内容': '房间干净，舒服，够大，退房速度稍慢，应该改进一下', '短评打分': 5}
{'短评内容': '房间太小了 我订的豪标和照片上的完全不是一间房 但其他东西 还是很满意', '短评打分': 5}
{'短评内容': '涨了价，性价比没以前好了。不过前台的服务态度还是不错的。', '短评打分': 5}
{'短评内容': '酒店的会议客人太多了，坐个电梯都要等很久。旁边在修路，堵车好严重。', '短评打分': 1}
{'短评内容': '酒店房间和早饭都不错，就是偏了点，好多出租车司机不认识。', '短评打分': 5}
{'短评内容': '酒店隔音太差，晚上酒店内的小姐到处乱敲门，吵得无法睡觉，向前台投诉没人管', '短评打分': 1}
{'短评内容': '酒店环境、卫生状况都不错，每次去重庆都是住这里的。', '短评打分': 5}
{'短评内容': '旁边在修路，比较乱。设施一般，早餐还好。勉勉强强算五星吧。', '短评打分': 5}
{'短评内容': '酒店的商务会议多，周边修路，交通不太方便，性价比差了点。', '短评打分': 1}
{'短评内容': '商务会议多，客人十分吵闹。酒店还需要在服务上下功夫。房费又比上次涨了，性价比不好。', '短评打分': 1}
{'短评内容': '客房环境可以,最大的缺点是打车真的不好打。', '短评打分': 5}
{'短评内容': '酒店的服务态度挺好的。房间设施也很OK。就是不太好打车。', '短评打分': 5}
{'短评内容': '+环境不错，卫生间使用玻璃杯不安全，建议更换成其他的杯子。', '短评打分': 5}
{'短评内容': ':地段环境不错，酒店很新，服务一般。', '短评打分': 5}
{'短评内容': '打车还算方便，所以交通不是问题。门童的服务有礼貌，很好。', '短评打分': 3}
{'短评内容': '房间小了一点，价格比以前涨了后，性价比差了些。', '短评打分': 3}
{'短评内容': '由于最近酒店提高了价格，所以性价比有所降低。建议酒店对经常入住的客户提供优惠政策 同意这个说法！', '短评打分': 5}
{'短评内容': '性价比非常高,地理位置非常好，还是不错的选择。', '短评打分': 5}
{'短评内容': '由于最近酒店提高了价格，所以性价比有所降低。建议酒店对经常入住的客户提供优惠政策。', '短评打分': 5}
{'短评内容': '性价比高，很舒适的酒店。下次还会入住重庆欧瑞锦江大酒店的', '短评打分': 5}
{'短评内容': '+房间不错', '短评打分': 5}
{'短评内容': '性价比高。值得推荐。除了交通不是很方便，如果有车的话就无所谓了', '短评打分': 5}
{'短评内容': '还不错，可以推荐，卫生条件一般，大堂设施还不错', '短评打分': 5}
{'短评内容': ' 泳池不错 早餐没啥东西还特贵', '短评打分': 5}
{'短评内容': '价格、硬件、服务都非常好，唯一遗憾的地方是位置比较偏，出门用车不是很方便。（如果不是与前台说好用车的话。）', '短评打分': 5}
{'短评内容': '酒店的标准房比大床房要好。', '短评打分': 5}
{'短评内容': 'Good hotel with good western food and good service!!', '短评打分': 5}
{'短评内容': '还可以,尽管不算太顶级,但价钱也不顶级,所以还是性价比合理!', '短评打分': 5}
{'短评内容': ' 酒店硬件不错，就是打车不是很方便哦', '短评打分': 5}
{'短评内容': '设施服务、环境都很不错，交通方便.值得推荐！', '短评打分': 5}
{'短评内容': '酒店硬件不错，还给我免费升级了房间，非常好', '短评打分': 5}
{'短评内容': '酒店很整洁，服务挺好，值得一住。', '短评打分': 5}
{'短评内容': '除了前台入住和结账效率很低，其他都很不错！早餐特别好！', '短评打分': 5}
{'短评内容': '酒店还不错，尤其是服务态度挺好的，很亲切。\r\n下次还会去住的。', '短评打分': 5}
{'短评内容': '除了早餐比较的俭朴以外，其它都可以接受！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '还好吧,不算性价比最高也算过得去,还算不错!', '短评打分': 5}
{'短评内容': ' 好极了,下次来重庆还会再住这儿.', '短评打分': 5}
{'短评内容': '订了景观房,落地看出去很开阔,设施很新,缺点是打车非常不方便.', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错的酒店，舒适，环境好！', '短评打分': 3}
{'短评内容': '酒店新，设施很好，价格不算贵，值得推荐！', '短评打分': 5}
{'短评内容': 'Very good hotel with excelent service and big bed room and nice view!', '短评打分': 3}
{'短评内容': 'Nice location and 30 min to airport and good decor and clean room with bath and big screen T.V!!', '短评打分': 3}
{'短评内容': 'Good hotel with good service!!! ', '短评打分': 5}
{'短评内容': '前台人员的态度非常好，入住手续也办理得快。房间也很干净整洁。这个价位的5星酒店。性价比非常高。', '短评打分': 3}
{'短评内容': '性价比不错的酒店 ', '短评打分': 5}
{'短评内容': '以为在马路边会非常吵闹，结果却是很安静，按觉很舒适的一个酒店。', '短评打分': 5}
{'短评内容': '继续努力就会成功', '短评打分': 5}
{'短评内容': '整个来说还不错\r\n', '短评打分': 5}
{'短评内容': '设施还不错,就是服务人员感觉有些慢,效率低.', '短评打分': 5}
{'短评内容': '酒店很好也很新!!! 是常住酒店!!! Western food are nice and confirtable hotel!!', '短评打分': 3}
{'短评内容': 'Nice and confortable hotel!! ', '短评打分': 3}
{'短评内容': 'Very good hotel and good service the western food are nice so I stay in this hotl each time I visit Chongqing!!', '短评打分': 5}
{'短评内容': '总体服务还可以，就是前台的有个男性服务生态度不好，我打电话进去他说很忙让过会再打来！', '短评打分': 5}
{'短评内容': '很不错的酒店，值得再次入住，', '短评打分': 5}
{'短评内容': '货真价实！值得！', '短评打分': 5}
{'短评内容': '我是第二次住这家店了，不错。\r\n但是3楼中餐厅建议不要去了：桌子全部在空调口下方，服务员居然说空调不能关小；桌子脚有横杠，装到脚疼死了（而且服务员特意把客人往有横杠的两边引导！）；买单时，一碗米饭标注成“泰国香米饭”就收28元，交涉后才改成3元！', '短评打分': 5}
{'短评内容': '酒店很好，就是在机场出来的时候，有很多出租车都不知道怎么走，但是酒店本身是值得一赞的，下次还来！', '短评打分': 5}
{'短评内容': '基本上每次来重庆都要住这个酒店的，呵呵  \r\n从09年到现在，一共住了有七八次了  \r\n每次感觉都很好。房间很新颖，设施很完善，我没有见过比这个酒店大堂更棒的。\r\n一楼的自助餐相当丰盛，味道也很好，建议各位去体验下。\r\n以前用携程给酒店提意见说酒店打车不方便，现在他们真的改进了！酒店可以方便及时地给你叫车，这点真的让我很满意。\r\n以后继续入住～～～', '短评打分': 5}
{'短评内容': '集团化的管理，服务比较到位。卫生工作很细致。', '短评打分': 5}
{'短评内容': '真的不错！性价比很高', '短评打分': 5}
{'短评内容': '值得！！！', '短评打分': 5}
{'短评内容': '酒店装修设计差强人意，功能使用上常有不悦之处。不过早餐还蛮丰富，品质也还不错。', '短评打分': 1}
{'短评内容': '重庆最超值的五星酒店。每次客人来都推荐这件酒店，不过现在客人越来越多了，前台有些忙不过来了，退房稍慢', '短评打分': 5}
{'短评内容': '位置好，装修好，就是大堂人太多', '短评打分': 5}
{'短评内容': '位置比较偏，很多人不知道地方，不过交通比较方便，一般不堵车。但是门庭太小，怎么看怎么不像五星级。总体来说感觉四星差不多。', '短评打分': 1}
{'短评内容': '不错的一家酒店！价格再优惠一点的话，会更受欢迎！', '短评打分': 5}
{'短评内容': '非常不错的一家酒店。房间陈设时尚现代，单人商务间的办公用品都考虑得非常周全，床上卧具非常舒适。尤其值得一提的是，酒店退房的速度超快。都是本着以人为本、信任客人的态度，如果客人主动说房间没有任何消费，前台工作人员会立即给你办理退房退款的手续。如果客人主动说明有哪些消费，他们就会立即帮你结算费用。不象其他酒店要排着队等很久才能办理完毕退房手续。', '短评打分': 5}
{'短评内容': '位置偏了些，其他都不错', '短评打分': 3}
{'短评内容': '如果能给常旅客一些固定优惠就更好。', '短评打分': 5}
{'短评内容': '在机场和火车北站活动的话，这里是个不错的选择', '短评打分': 5}
{'短评内容': '设施和卫生都是高标准，对住店品质要求高的人士可以考虑，是龙湖花园附近的首推酒店。缺点是酒店位置离市中心区较远。', '短评打分': 5}
{'短评内容': '位置还是比较偏，除非你在渝北办事。\r\n酒店房价在重庆还是高了点。\r\n', '短评打分': 3}
{'短评内容': '价格高了点，前台服务比较慢。其余尚好。', '短评打分': 3}
{'短评内容': '酒店餐饮水准比以前好点，但是客房比以前涨了30元。', '短评打分': 1}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '设施不错，就是位置比较偏。', '短评打分': 5}
{'短评内容': '除了酒店位置不在市区繁华路段以外，所有的都让我很满意，性价比也没的说', '短评打分': 5}
{'短评内容': '如果在饭点出酒店打的士有点难，其余都不错。我东西落在了房间，也给我很快寄了来，服务不错。', '短评打分': 5}
{'短评内容': '除了远了点.. 其他都还很不错...', '短评打分': 5}
{'短评内容': '很不错的一家酒店。但在重庆来说价格偏高。', '短评打分': 5}
{'短评内容': '各方面都好，值得入住。', '短评打分': 5}
{'短评内容': '臨時出去出租車比較難叫，酒店應該想想辦法，其他都很好。', '短评打分': 3}
{'短评内容': '总体来说还是可以的，下次到附件的话，还是会考虑', '短评打分': 5}
{'短评内容': '新酒店，性价比高', '短评打分': 3}
{'短评内容': '新酒店，性价比高', '短评打分': 5}
{'短评内容': '很不错，因为没有预订时的房间，还免费给我升级了房间.', '短评打分': 5}
{'短评内容': '位置在北部新区，类似于重庆的浦东，周边已经较繁华。感觉很舒适，客房卫生好，设施很先进和智能化。如果房价能再便宜点就更好了。', '短评打分': 5}
{'短评内容': '還比較新的酒店，就是打車難了點。還有就是餐廳早餐種類少了點。', '短评打分': 5}
{'短评内容': '3楼中餐厅的服务员态度极差。我去问可不可以吃饭。她连头都不抬一下。设施比较新。还是值得住的。', '短评打分': 5}
{'短评内容': '不错的酒店，装修豪华，设施新，卫生好，住得舒适，就是自助早餐的品种少了些，希望改进。', '短评打分': 3}
{'短评内容': '酒店大堂很气派，房间也很好，装修舒适，值得推荐。', '短评打分': 3}
{'短评内容': '酒店装修及设施都比较新，感觉舒适，房间也比较大，在四星级酒店里算很好的了，性价比非常高。我近两次到重庆都入住，值得推荐。', '短评打分': 5}
{'短评内容': '新酒店，干净，性价比高', '短评打分': 5}
{'短评内容': '高级大床观景房间，感觉小了一点，不知道是不是我住得那间特别小。 其他都还不错，价格适当下调一点就更好了.可以推荐', '短评打分': 5}
{'短评内容': '我到了酒店预定的是商务大床房但是酒店给我的是双床房,服务很差劲,给他们看确认短信她们还说没有房间了,骗人,和他们理论半天还是把房间给我了,我认为作为酒店业的从业素质这点她们做的很差.', '短评打分': 3}
{'短评内容': '吃喝玩乐都很方便', '短评打分': 5}
{'短评内容': '卫生服务方面都很不错,但酒店的位置不太好,周围的设施也比较少,购物也不太方面,下次不会选择这家酒店了.', '短评打分': 3}
{'短评内容': '酒店硬件条件挺好的,不过服务感觉不是很到位,态度也不太好,地理位置稍微有些偏.', '短评打分': 3}
{'短评内容': '位置还是不错的,位于机场附近,出行都很方便,房间的卫生和设施方面也都不错,但就是前台办理有点慢.', '短评打分': 3}
{'短评内容': '房间隔音有问题。膳食准备也不到位。其他尚好。', '短评打分': 5}
{'短评内容': '酒店朝向花园的房间比较安静，美中不足的是较之其他同等星级的酒店，等电梯的时间多数比较长，服务人员响应时间稍慢，锦江贵宾计划实施与网上介绍不符。', '短评打分': 5}
{'短评内容': '酒店条件非常不错，环境也是很好的，地理位置和价格我觉得都很合适，而且他们这个酒店还能用消费券，还返还了一百多，我觉得挺不错的。', '短评打分': 3}
{'短评内容': '酒店很好，价格也不贵，但比很多老牌五星要好，房间很大，服务很好，很舒服', '短评打分': 5}
{'短评内容': '酒店地理位置还不错，周围交通很便利，还是比较好找的，卫生和设施也还行，服务也还算周到热情，是一件性价比较高的酒店，很值得推荐。', '短评打分': 3}
{'短评内容': '很不错的酒店 很干净 也很舒适 服务也很周到 订餐送的很快 就是位置有点远 打车不方便', '短评打分': 5}
{'短评内容': '酒店本身环境很不错，房间干净整洁，设施也蛮好的，就是位置有点偏', '短评打分': 5}
{'短评内容': '酒店的硬件设施不错,也很干净,性价比也还可以,就是位置有些偏.交通不太方便,没有去机场的班车.', '短评打分': 5}
{'短评内容': '如渝北出差，可住。', '短评打分': 5}
{'短评内容': '新酒店，设施好，装修风格不错，干净卫生。\r\n中餐厅菜品还可以，客房外风景为小区中庭。\r\n如在400元以下，性价比较好。', '短评打分': 5}
{'短评内容': '我在春节时住过该饭店,房间比较干净,饭店周围吃饭也很方便,不错的饭店,下次我先住一下申基再回头去住.', '短评打分': 5}
{'短评内容': '硬件设施很好。只是觉得服务跟不上。五星的酒店竟然没有人提行李。', '短评打分': 5}
