{'descr': '价格不贵 经济实惠', 'star': 5}
{'descr': '前台服务还可以，因为特价房，面积稍微小了点。但是卫生还是不错的', 'star': 5}
{'descr': '房间温度低,网速不稳,其它还好,交通方便.', 'star': 3}
{'descr': '性价比不是很好，特价房的有的话价格还算合理，198元那样的房间，不理想，五楼没有凉水。', 'star': 1}
{'descr': '干净，方便，周边环境比较繁华，交通便利，离通州商业区，餐饮区非常方便！值得推荐', 'star': 5}
{'descr': '环境不错，优雅，设施不错，比较干净，开始担心特价房是不是很差，结果挺好', 'star': 5}
{'descr': '条件一般，室内空气较闷，入住就发烧了。如果挨着公路，噪音很厉害。', 'star': 1}
{'descr': '酒店经济卫生服务也好，就是房间小了点', 'star': 3}
{'descr': '还不错啊，就是隔音有点儿差就是。', 'star': 3}
{'descr': '挺好德  隔音不是很好 网线有点短  呵呵 ', 'star': 5}
{'descr': '前台服务人员的态度真是不怎么样。而且房间床铺卫生真是够呛。。。', 'star': 5}
{'descr': '干净 环境也不错 服务态度也很好 交通也很方便 真挺好的', 'star': 5}
{'descr': '环境还好 交通方便 价格合理 特价房很值 不错 不错 ', 'star': 5}
{'descr': '还算不错 干净 环境好 价格也合理 就是房间有点小', 'star': 5}
{'descr': '地理位置不错，但是酒店设施一般，配套餐饮也相当一般。总之，没有合适的选择情况下，还是可以考虑一下的', 'star': 5}
{'descr': '作为快捷酒店，不能要求太多了，因为山西的三星酒店也就这个档次！\n服务很好，酒店也很帮忙处理一些事情，希望有预算的同志们入住！', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错不', 'star': 5}
{'descr': '就喜欢如家德风格 就喜欢如家德花花被罩 就喜欢如家德两吊灯 这次住德房子 蓬头不能用  退房德时候和姓白德服务员说了  态度挺好 呵呵 提个建议吧  牙刷太硬 住如家刷牙老出血 低碳环保 其实应该自带牙刷 ', 'star': 5}
{'descr': '速8一直印象不错。而且这次订的房间很干净也很便宜，值得推荐！', 'star': 3}
{'descr': '交通方便 有6路， 38路 等等 到火车站也快~~~ 房间卫生间挺大~~~ 床也挺大~~就是经常火爆 满房~~~~~', 'star': 5}
{'descr': '还行，离繁华街区比较近，交通便利，服务也行', 'star': 5}
{'descr': ' 商务房大床比较硬，窗户正对着马路，白天比较吵闹。', 'star': 3}
{'descr': '＋通州速8店，经济实惠，就是房间小点', 'star': 3}
{'descr': '挺舒适的，隔音挺好的，服务员也比较热情。', 'star': 5}
{'descr': '酒店的标准间过于狭窄,床铺上有没打扫干净的污渍.另外冬天入住没有暖气,只能用空调取暖.导致房间过于干燥.', 'star': 1}
{'descr': '服务好  环境好  下次有机会还会入住的', 'star': 5}
{'descr': '我住的是132的\u3000如果想住大床还得提前打招呼\u3000我就没定上大床\u3000不过还是挺好的\u3000', 'star': 3}
{'descr': '是帮朋友订的，房间有点小哦,其他的还行，', 'star': 5}
{'descr': ':没停车场不方便', 'star': 3}
{'descr': '还不错，交通方便！就是装修有点陈旧！没电梯要爬楼梯！', 'star': 5}
{'descr': '位置不错 服务态度很好          ', 'star': 5}
{'descr': '便宜！而且挺舒服的，交通也非常方便，夜里饿了还能去吃个KFC，前台服务一般。', 'star': 5}
{'descr': '不错，地点各方面都很好，服务态度好，以后还会住', 'star': 5}
{'descr': '#', 'star': 3}
{'descr': '还不错，我住的是大床房，房间挺干净的，就是稍微小了点，呵呵', 'star': 5}
{'descr': '屋内设施不错 干净 但是紧邻马路 有公车站 很吵 ', 'star': 5}
{'descr': '挺好的，比较干净，就是房间有点小。。。。。', 'star': 5}
{'descr': '服务员服务太一般.   ..............', 'star': 5}
{'descr': '这个酒店不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~&#183;&#183;', 'star': 3}
{'descr': '每次到太原都住这里,挺不错,也干净.出行都方便', 'star': 5}
{'descr': '住的时前台态度还可以，就是房间位置不好，我调整了一次，还是不理想，问他们，也说没办法。所以我觉得他们的协调能力差些，不能让顾客感觉到他们努力想帮你解决困难。', 'star': 3}
{'descr': '烂 很烂 非常烂\r\n设施陈旧 霉味扑鼻 \r\n还189呢 比8、9十的小旅馆好不到哪去\r\n说实话 这种店 砸如家的牌子呢', 'star': 1}
{'descr': '住了不止一次了，挺不错的～对的起这个价格了', 'star': 5}
{'descr': '卫生一般，房间内还有烟头。这点让人很郁闷，离柳巷比较近', 'star': 1}
{'descr': '还可以，很干净 ', 'star': 5}
{'descr': '住了，挺不错的~~~~~~~~~~~~~~~~                               ', 'star': 3}
{'descr': '服务挺好！', 'star': 5}
{'descr': '还不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': ' 房间太小，服务一般，而且房间内很多东西都要收费', 'star': 5}
{'descr': '   酒店很好', 'star': 5}
{'descr': '卫生还可以，就是枕头低了点，服务态度不是冷淡了点，总体来说，还是值得去的一家酒店！', 'star': 5}
{'descr': '网速和蜗牛一样没区别，住的几天热水泵坏了，晚上10点到11点洗不了澡。其他还不错，位置很好就是停不了车，要到马路对面，一晚20', 'star': 5}
{'descr': '刚进店服务员给我感觉很差，因为我定的大床房暂时没有床单换，可能是太原这几天下雨的原因，但服务员一直说没有打扫好，让我等，我从早晨7：30开始等，等到九点也没有房间，我期间会问前台，其中有一个男服务员一直都说辞闪烁，我就感觉不对劲，最后领班的跟我说了原因，我改成了标间，早这样办多好啊，害我在那干等了几个小时。', 'star': 1}
{'descr': '前台的接待人员态度不好，有待提升，但是一位前台管理人员服务还是不错的，卫生一般，网速很慢，床很舒服。', 'star': 1}
{'descr': '餐厅菜太少，量可以少一些，价格便宜一些。', 'star': 5}
{'descr': '+挺好的', 'star': 5}
{'descr': '在通州比较繁华的地段，但是大门在后马路上。\r\n房间比较小，室内设施不新了，但是还算好用。\r\n价格相当便宜，性价比很高。', 'star': 5}
{'descr': '交通方便、生活方便、酒店卫生干净,周围有超市和肯德基麦当劳', 'star': 3}
{'descr': '酒店位置不错，环境可以，交通挺方便', 'star': 5}
{'descr': '如家,不错,干净,就是服务有点慢,要一双拖鞋从中午要的晚上,最后还是自已去取的,希望有改进,其它的都好,下次还会入住', 'star': 3}
{'descr': '酒店服务还可以，就是我的房间太离电梯口太近。和全国连锁酒店比房子有点小。整体评价及格。', 'star': 5}
{'descr': '很干净，满意', 'star': 5}
{'descr': '交通、购物方便、周围饭店也不少，从地方小吃到中等价位的饭店、还有肯德基、麦当劳，很不错。', 'star': 5}
{'descr': '环境优雅有回家感觉', 'star': 5}
{'descr': '不错的酒店，除了没有停车位不太方便外，一切都比较满意，下次还会入住', 'star': 5}
{'descr': '走廊有股味！可能是通风不太好。', 'star': 5}
{'descr': '快捷酒店的一般标准，但位置好，去廊坊方向或进北京城，都还不错的位置。', 'star': 5}
{'descr': '好就一个字', 'star': 5}
{'descr': '从来没有住过如此之差的酒店！走廊里一股发霉的味道。位置也差，居然没有停车场，车停到楼下会被贴条，200一贴。要不然就到附近的付费停车场。\r\n', 'star': 1}
{'descr': '酒店不错，就是隔音不好', 'star': 3}
{'descr': '订的特价房，房间比较小，有股异味，除此之外都不错，淡蓝的色调很喜欢，虽然在通州，但是交通也还算方便，门口有公交到四惠，容纳后过个马路就可以倒地铁了~~', 'star': 5}
{'descr': '就是位置稍远，其它都还可以！', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '价格合理，值得考虑！交通方便！', 'star': 5}
{'descr': '好好', 'star': 5}
{'descr': '位置很好，交通便利，虽然临街，选择不临街的房间还比较安静', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '我已点评过了', 'star': 3}
{'descr': '总的来说，还是不错的。就是房间不通风。味重', 'star': 3}
{'descr': '就是房间有点小，离市区有点远，其他的还不错', 'star': 5}
{'descr': '性价比很高的店', 'star': 5}
{'descr': '总体来说，还是不错的。', 'star': 5}
{'descr': '很好，很舒适，位置也很方便，挺不错的。', 'star': 5}
{'descr': '不错，非常好，服务也好', 'star': 5}
{'descr': '酒店服务态度很好，很温馨，环境很好，房间很舒适很干净，非常适合休息。', 'star': 5}
{'descr': '经济型酒店的共同特点，房间小，隔音不好，不过这个价格在北京算是可以的', 'star': 5}
{'descr': '还不错  就是有点小', 'star': 5}
{'descr': '没有停车位，房间条件也不是很好。', 'star': 1}
{'descr': '酒店位置倒是很好，方便，就在新华大街上，入住的是5楼的一间房，洗澡的时候发现地方游离着一些小虫子，不知道是什么东西，身体能弯曲，很细 小，顿时全身起鸡皮疙瘩，立马打电话给服务台，服务员倒是马上到了，进来几乎都没去看就跟我解释说应该是下水道里的虫子爬出来了，因为他们的下水道是直的，虫很容易爬上来，没事的，我说都不打杀虫剂或者类似之类的东西的吗，回答说也打，可是只能保两三个小时，顿时无语，看来跟她争执', 'star': 1}
{'descr': '感觉还不错，这种快捷酒店，基本差不多，还行，总体满意。', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '酒店的位置不错，房间有点小，有时东西不全。', 'star': 5}
{'descr': '估计以后不会住如家了，越来越差！', 'star': 1}
{'descr': '小，装修很粗糙', 'star': 1}
{'descr': '不好，不会再去。还不如更便宜点的快捷酒店。', 'star': 1}
{'descr': '酒店的位置很好，紧邻太原的商业中心，价格合理适中，配置硬件舒适度也很达标，很干净的酒店，也非常方便，值得推荐入住。', 'star': 5}
{'descr': '地点很好，就是房间有点小。有时配套设施不是很全。', 'star': 5}
{'descr': '位置很好，但是设施有点旧了，尤其是床品，如家该改善了', 'star': 5}
{'descr': '房间还是挺不错的，酒店的位置也还不错，价格还算可以一般如家的酒店价格都差不多，酒店的卫生打扫还不错挺干净的，性价比还是挺不错的。服务态度也很好很热情很积极我真的是特别满意这家酒店。', 'star': 5}
{'descr': '一般的酒店，经济型。', 'star': 5}
{'descr': '有个满意的停车场，感觉还好', 'star': 5}
{'descr': '还不错，值得一住', 'star': 5}
{'descr': '就是房间有点小，其他的都还好。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '一个中等的酒店。打分的话是B-.', 'star': 5}
{'descr': '价格还算合理，我定的是特价房', 'star': 5}
{'descr': '我很喜欢无线宽带，方便！\r\n服务态度挺不错的！', 'star': 5}
{'descr': '感觉挺不错的！服务很好', 'star': 3}
{'descr': '   服务很不错，不过正好我赶上的房间被子上边有脏印，换了！而且还没有中巾，说是客人太多了，洗不出来,不过服务确实很好！', 'star': 5}
{'descr': '总体不错，有无线上网，很方便', 'star': 5}
{'descr': '前台服务很一般，接待客人连起码的站起来的礼貌都不懂 说话也没有个笑容\n设施 环境 还不错 周遍有很多小饭馆 价格普通 味道一般 不过还算有个吃饭的地方 地理位置不错 出门就是车站', 'star': 5}
{'descr': '有无线网络,液晶电视,非常不错', 'star': 3}
{'descr': '网络不错,无线的,可以在床上上网了,网速也很赞,屋里有一个液晶电视,就是酒店提供的毛巾七七八八都是破的,让人感觉不舒服,其它都很OK...', 'star': 5}
{'descr': '很不错的酒店，下次还会去', 'star': 3}
{'descr': '好', 'star': 5}
{'descr': '大门不好找', 'star': 3}
{'descr': '大门不好找，提示不清楚。', 'star': 5}
{'descr': '太小 ', 'star': 3}
{'descr': '服务还可以，就是服务员经常出些低级错误，电梯总坏', 'star': 5}
{'descr': '有点小！', 'star': 5}
{'descr': '北京的住宿真是贵,想不到这么偏的地方还是很贵,房间很小,但还算干净', 'star': 5}
{'descr': '第一次入住速8，感觉很不错，住的临街方向，隔音还可以，房间布置的很温馨，很漂亮，不象其他快捷酒店一样的白床白墙，淡蓝色的色调看起来很舒服！下次去哪出差，一定先找速8。', 'star': 5}
{'descr': '位置并不在正街上，不是很好早；酒店设施还可以，服务不错。', 'star': 3}
{'descr': '性价比不错', 'star': 5}
{'descr': '夜晚比较安静，周围有M，k等洋快餐和一些中式快餐，出行比较方便。酒店隔音差。房间卫生一般。', 'star': 3}
{'descr': '还不错，房间有点小。', 'star': 5}
{'descr': '方便，也比较舒适', 'star': 5}
{'descr': '地理位置很优越，周边有麦当劳和肯德基的快餐店，还有肥羊和秦妈火锅店，想吃什么都有，附近的华联超市非常方便，去太原主要中心地段也非常便捷，酒店服务很好很热情，房间干净整洁，就是稍微有点小，其他还好啦', 'star': 5}
{'descr': '太小，服务还好。', 'star': 1}
{'descr': '好   还不错 ', 'star': 3}
{'descr': '整体很好   ', 'star': 5}
{'descr': '位置不错，周围环境好。出门有公车，打车也方便，离主干道也近。对面有个华联超市。服务生态度很好。早上12块每位的自助早餐也不错，关键是方便啊。房间挺干净的。', 'star': 5}
{'descr': '冬天太原太冷了，住的时候暖气坏掉了，用空调。但是空调吹得感觉特干燥，很不舒服', 'star': 1}
{'descr': '房间有点冷，浴巾等该更换了，太陈旧。房间中有的灯不能用。总体还可以。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000', 'star': 3}
{'descr': '酒店在郊区，位置有点偏，不过服务还行，设施条件和他们的价格我觉得都是比较合适的，如果到这个附近的话，还是可以考虑的。', 'star': 3}
{'descr': '地方很好找，而且对面有家肯德基，吃早餐方便。价位和卫生都不错，毕竟是如家', 'star': 3}
{'descr': '00000000000000000000000000000000', 'star': 3}
{'descr': '很标准的快捷酒店，性价比很高。地点也挺好找的，对面还有家肯德基，呵呵，对付一顿饭很方便', 'star': 3}
{'descr': '酒店价格挺优惠的,内部的装修也还可以,感觉比较新,服务也比较周到,就是离市区有点远,可看情况选择.', 'star': 3}
{'descr': '房间特别小，卫生间很简陋，其他的都一般，位置有点偏，我觉得按现在的价格要是加上早餐会更合适一些', 'star': 3}
{'descr': '酒店的位置挺方便，环境不错，我觉得还行，值得推荐\n', 'star': 3}
{'descr': '气氛还算是比较温馨的，但是房间的清洁工作稍有欠缺哦，刚入住时，房间床单有一处污渍，地面不够干净。还有就是隔音效果不太好。但是值得一提的是他的地理位置非常好，酒店门口就是肯德基，大概往北走、过了十字路口不到十米的地方就是必胜客、麦当劳、华联超市，十分便利。\r\n\r\n当时我入住为了考雅思方便的，结果发现有不少雅思考生也是家长陪同入住这里的。因为这里距太原理工大学也很近，关键是她的治安靠谱一些。毗邻了迎泽', 'star': 3}
{'descr': '环境很次，房间床上有女人的长发，并且马桶直流水，，，，', 'star': 3}
{'descr': '卫生很次，服务员态度很一般，我手机忘记再床上，结帐时候服务员没人看见，还是我自己想起来没拿上去才找到，，，', 'star': 1}
{'descr': '环境不错，住的还算舒服，抽水马桶不会进水，叫了几次，都没来修。', 'star': 5}
{'descr': '总体还不错', 'star': 5}
{'descr': '以前在其他地方住过如家酒店，在太原还是第一次住，桃园店位置很好，服务也不错，就是房间不大，有点挤。', 'star': 5}
{'descr': '不错，房间空间小了点', 'star': 3}
{'descr': '很温馨,房间不大.但很干净.一个人住很好!', 'star': 5}
{'descr': '酒店门口没有停车场停车不方便,位置在市中心很方便.内部的设施,环境,卫生还是很好的.', 'star': 3}
{'descr': '房间太小了，比别的城市小。', 'star': 5}
{'descr': '酒店服务挺周到的，卫生条件一般，房间地面上有些灰尘，打扫不是特干净。房间隔音效果不是很好，其他设施都很完善和齐全，服务也很周到，性价比很好，值得推荐的一家酒店。', 'star': 3}
{'descr': '一般出行都住经济型酒店,这家速8感觉性价比很好比较如家还要舒适一些,位置也不错就在通州的新华大街上.', 'star': 3}
{'descr': '还不错,就是正门没对着街,找的时候有点费劲', 'star': 5}
