{'短评内容': 'Hh', '短评打分': 5}
{'短评内容': '真的什么都还可以呢！真的什么都还可以呢！真的什么都还可以呢！真的什么都还可以呢！真的什么都还可以呢！真的什么都还可以呢！真的什么都还可以呢！真的什么都还可以呢！', '短评打分': 5}
{'短评内容': '离银泰、杭百就3三分钟路程，逛街很方便。房间设施比较旧，但还是比较干净。\n如果只是在杭州购物、逛西湖，住上1-2晚还是比较合适的选择', '短评打分': 5}
{'短评内容': '不太好，有点像宿舍。。。希望再改进把~~~~~~。。。。。。。。。。。。。。。。。。字数太难凑了  iiiiiiiiiiiiiii\n', '短评打分': 1}
{'短评内容': '价格相对实惠，交通还可以。在这附近应该算是性价比比较高的了。经济房挺好，没必要住商务的，里面摆设都是一样的，个别房间还没有经济房大', '短评打分': 5}
{'短评内容': '这次是和老公去的，酒店出门就是杭百和银泰，周边的交通非常方便，无论是去旅游景点还是去机场很便捷，就是装修有的旧。如果有机会再去，还会光顾。', '短评打分': 5}
{'短评内容': '相对周围的酒店还算是性价比较高的', '短评打分': 3}
{'短评内容': '加个地毯就更好了，其他还行。一楼水龙头有时会出黄水。还有，商务房竟然比经济房要小，里面都是一样的', '短评打分': 3}
{'短评内容': '购物非常方便，就是装修太旧了，几年前就开始住了。这次好像已经开始装修，不知道效果怎么样。。。。。。。。。', '短评打分': 5}
{'短评内容': '每一次杭州出差都是住假日之星武林广场店，酒店卫生，设施都比较令人满意，还算干净，出行业比较方便！下次会继续光临！', '短评打分': 5}
{'短评内容': '地处市中心，交通非常便利，对于来杭游玩的朋友很合适，可以节省很多时间下来。\n装修，可能年代久了，也或许是特价房原因，墙纸有几处脱开，看着不是很舒服，其他方面，总体还可以的。', '短评打分': 5}
{'短评内容': '除了位置优越,没别的优点了!太脏了!毛巾浴巾都是洞!!!地看上去也很脏,墙壁发霉,建议你们可以重新装修一下了!进去感觉像住四五十块的小旅馆!', '短评打分': 1}
{'短评内容': '性价比较高，距离商业中心银泰百货，杭州大厦都很方便', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '一个字“脏”二个字“很脏”，本来不想再说什么，可是实在忍不住', '短评打分': 1}
{'短评内容': '方便，便利，价格优惠是这家酒店的最佳评价。', '短评打分': 5}
{'短评内容': '一直都住这家酒店，无论地段的便利性还是舒适度都是值得。', '短评打分': 5}
{'短评内容': '位置不错，市中心，但是卫生条件很一般。休息一晚还行。', '短评打分': 1}
{'短评内容': '酒店介绍提供360度实景，从这点说店家诚意十足，内部还是卫生，走廊狭窄。只求干净睡个觉可入住，追求档次就找别处吧。周边施工，有点吵。', '短评打分': 1}
{'短评内容': '向内街的房间很宁静，服务快捷到位，比较上年的经验更佳，整体不错。', '短评打分': 5}
{'短评内容': '酒店位置不错，靠近武林门，到西湖方便，也比较安静，床比较大，性价比较高。', '短评打分': 5}
{'短评内容': '位置极佳，房间略微陈旧，其他都还可以，算是尚可。', '短评打分': 5}
{'短评内容': '整体还好，交通挺方便的，服务也不错，好像没什么不好的，都还行吧', '短评打分': 5}
{'短评内容': '位置挺好的，就在杭州百货大楼天桥过来这边。房间设施还行，因为不是沿街的所以也挺安静的。下次还会选择的！', '短评打分': 5}
{'短评内容': '入住的特价房，性价比应该还是不错，尤其是这样的城市中心位置，出门就是银泰百货，很方便。但是床单的卫生确实不敢恭维，和众多网友的感觉一样污渍斑斑，还有异味，让服务员换了才敢睡下，服务员解释说是洗衣工厂洗的不够认真，建议酒店还是换一家洗衣工厂吧。另外，服务上也有疏漏，因为有蚊子，晚上十二点回来跟前台要蚊香片，不知道是不是太迟了的缘故，前台让去房间等，结果等了一夜也没等来。', '短评打分': 5}
{'短评内容': '酒店真的很方便，房间也很干净，设施还行，不像他们所评价的那么旧，这个价位也差不多啦，比边上的如家好了很多。', '短评打分': 5}
{'短评内容': '对于快捷酒店来说，房间的大小还是让人满意的，而且一进门感觉还是很干净整洁的，只是不知是不是装修太久的原因，墙纸都有些剥落了，有些不舒服。', '短评打分': 5}
{'短评内容': '武林广场中心地段，出行交通不错，值得推荐！', '短评打分': 5}
{'短评内容': '主要是地理位置很好，逛街吃饭很方便，交通也很便利', '短评打分': 5}
{'短评内容': '感觉一般，不过实惠，那么便利的位置这么低的价格还是很划算的', '短评打分': 5}
{'短评内容': '酒店地理位置在市中心，房间太简单，网络速度很慢。晚上总是有人从门缝里塞些色情广告卡片进来，让人觉得很不舒服。', '短评打分': 1}
{'短评内容': '房间看上区还挺清爽的，交通满方便的，马路对面就是机场巴士 。', '短评打分': 3}
{'短评内容': '不错，朋友很满意房间。地段很好。房间也不错。', '短评打分': 5}
{'短评内容': '设施比较旧，莲蓬头乱喷水，房门也不能锁死。只是位置还不错，走出来就是延安路。', '短评打分': 1}
{'短评内容': '房间环境感觉不错', '短评打分': 3}
{'短评内容': '酒店购物方便 环境一般 卫生还可以 服务也还可以 ', '短评打分': 5}
{'短评内容': '经济连锁酒店，干净卫生，挺不错，以后还会来住的', '短评打分': 5}
{'短评内容': '不好，不好，不好，不好，不好，不好，不好，不好，不好，不好，不好，不好，不好，不好，不好。。。。。。', '短评打分': 1}
{'短评内容': '酒店的性价比不错的，客人很满意，以后还会推荐！！！！！！！', '短评打分': 5}
{'短评内容': '坐机场大巴地点很好。房间有网线。房间还可以。', '短评打分': 5}
{'短评内容': '环境、设备设施、服务都大不如从前了。很遗憾!以后不再选择了。', '短评打分': 3}
{'短评内容': '还是不错的。很安静。就是隔音差了点。住在里面外面的服务员说话都能听的到。其他的都非常的满意。保安的素质也很好', '短评打分': 5}
{'短评内容': '环境卫生非常差，房间墙壁发霉，气味难闻，设施陈旧，', '短评打分': 1}
{'短评内容': '离西湖区很近，市中心，设施有点旧。在168这个价位上\n总体一般，可以凑合住。', '短评打分': 3}
{'短评内容': '房间很不错而且就在市中心 武林银泰对面 除了烧水壶、吹风机有点小问题其他都不错 是在小区里的房间比较安静', '短评打分': 5}
{'短评内容': '不错。\n所以说，外出还是找比较大型的连锁酒店，起码不会太差。', '短评打分': 5}
{'短评内容': '，住的经济房虽然房间不大，但挺温馨的', '短评打分': 3}
{'短评内容': '还不错，地理位置好，坐机场大巴很方便，酒店也安静，就是小广告太多了', '短评打分': 5}
{'短评内容': '不错的，环境服务都不错，交通也方便，推荐下', '短评打分': 5}
{'短评内容': '不错不错不错', '短评打分': 3}
{'短评内容': '服務尚可，不過也沒有特別的好。\n房間硬體設備較舊，衛浴乾淨程度普通。\n優點是地點方便，位於杭州下城市中心，吃飯附近也有許多小吃，很方便。', '短评打分': 5}
{'短评内容': '交通很方便 \n就是应该多配一个前台，感觉处理速度虽快，但处理效率不行', '短评打分': 5}
{'短评内容': '位置不错，在杭州商业中心。门缝的小广告太多了，东西都很陈旧，这种设置与这种价格不符。', '短评打分': 5}
{'短评内容': '位置不错，离商业街也很近，步行去西湖景区大概也就20分钟。', '短评打分': 5}
{'短评内容': '酒店为止优越，房间难得闹中取静。只是房间的隔音太差，我住的大床房的席梦思太久了，睡在上面很不舒服，服务员的服务挺好，大堂有个电脑可供宾客查询，挺方便。希望以后更好。', '短评打分': 5}
{'短评内容': '吹风机刚插上电就坏了差点烧起来，酒店在小区里面晚上11点狗还叫个不停，房间墙纸都有点剥落了。在浙江大酒店后面，门口就有车站，坐车还是挺方便的，女性购物还是不错的，旁边就是几个大型的百货', '短评打分': 1}
{'短评内容': '环境还不错，就是门缝的广告太多了，淋浴房有点旧，东西都坏了', '短评打分': 3}
{'短评内容': '帮朋友订的，门店比较里面，在一个小弄堂里', '短评打分': 5}
{'短评内容': '地点不错，就是房间小店,卫生也还可以，就是小卡片多。', '短评打分': 5}
{'短评内容': '住一楼，环境不是很安静，对面住户还带狗入住，卫生情况还可以，就是毛巾破了', '短评打分': 5}
{'短评内容': '这家酒店就在雷迪森后面，价格实惠，大床间比较干净，早餐10元钱也可以接受，步行至西湖景区大概15-20分钟！', '短评打分': 5}
{'短评内容': ',庭好', '短评打分': 3}
{'短评内容': '  房间虽然不大，但是很干净。卫生间蛮大的，服务员很热情，不错，值得推荐。', '短评打分': 3}
{'短评内容': '离银泰和杭州大厦很近，逛街非常方便，后面的小巷子有卖早餐，卫生状况一般，设备旧了点，不过性价比还是很高的', '短评打分': 3}
{'短评内容': '酒店很差， 有点象鸡窝， 一推开门里面一大堆的足沐，按摩之类的卡片在地上！ 另外， 饮用水也不提供! \n\n被子也象没换过，一进门乱七八糟。', '短评打分': 1}
{'短评内容': '处于中心城区，离西湖和机场大巴乘车点都很近，比较方便。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': ' 这边性价比还可以，毕竟清明只要200多，虽然设施不算太新，但也算干净整洁。地理位置不错，交通挺方便，且在居民小区里，比较安静', '短评打分': 3}
{'短评内容': '最大亮点地理位置极佳。', '短评打分': 3}
{'短评内容': '感觉有点旧 被子有点脏', '短评打分': 3}
{'短评内容': '酒店位于市中心，环境比较干净，标准间的床挺大，缺点是附近在装修，有时候会听到装修的噪音。', '短评打分': 5}
{'短评内容': '一般般吧，卫生间设施有点发霉了。。。其他还好吧，就这价格', '短评打分': 5}
{'短评内容': '非常的不推荐，下次绝不再去！！第一，拿到房卡，跑进去一看，还没收拾，乱得很；第二，停电了居然；第三，空调真TM响，让不让人睡觉！！第四，态度冷漠。\n点评你们，不是为了告诉你们什么，改不改关我P事，我是要让大家看到，就这些了。\n客服也别回我这条点评，都是官方语言，没必要！\n', '短评打分': 1}
{'短评内容': '地段很好，出行很方便。就是酒店有點陳舊了。', '短评打分': 5}
{'短评内容': '房间比较舒适，比较宽敞，服务态度也不错。', '短评打分': 5}
{'短评内容': '地段很好很方便 ，设备也还过得去。可以。', '短评打分': 5}
{'短评内容': '不错,比较干净,服务也还可以,价格贵了点,希望价格实惠一点.', '短评打分': 5}
{'短评内容': '位置较好，离开泰、杭百都很近，比较适合爱逛街的女士，就是空调声音比较吵。', '短评打分': 5}
{'短评内容': '房间比较大，网速不错，距离商场大夏很进只有几百米。有杭州大夏，银泰商夏，LV，古奇都在旁边', '短评打分': 5}
{'短评内容': '交通极方便，酒店性价比极佳。下次去杭州还会住这家酒店的。', '短评打分': 5}
{'短评内容': '位置还算可以，房间内居然沐浴露用光也不换上，房间内还有虫子很多（一楼）。前台态度比较差。空调30度还不如20度热，响声很大', '短评打分': 1}
{'短评内容': '位置好。设施陈旧。但尚可以接受。卫生，只能说一般般。', '短评打分': 5}
{'短评内容': '卫生间缝隙都很脏。而且明明定了主楼，入住时却给我们附楼，让老人家爬楼梯真是难过！而且附楼水温超级低。\n后来去前台询问房型问题，才告诉我们入住时候主楼没房间了！这样就让我住附楼？？房价可是不一样的噢！！！！接着才安排我们住回主楼。一点都不诚实！', '短评打分': 1}
{'短评内容': '地理位置相当不错，巷子出门2分钟就可以到乘坐前往萧山机场的大巴。到武林路购物也是那么方便。很适合短途停留杭州的游客。性价比比较高。', '短评打分': 5}
{'短评内容': '交通方便，离市区近，不错。', '短评打分': 3}
{'短评内容': '地理位置很好  购物旅游都很方便  \n在市中心，步行可以去西湖', '短评打分': 5}
{'短评内容': '位置很好，距离西湖，商业街，机场大巴都很近.行李存了3天没有多收费。', '短评打分': 5}
{'短评内容': '在杭州，尤其在市中心，真的不错的，性价比挺高的，就是只有酒店的会员才有早餐觉得不够人性化。', '短评打分': 5}
{'短评内容': '停车方便、交通也方便，离几个购物城都近。哈哈。。但房间一般。实惠。', '短评打分': 5}
{'短评内容': '酒店位置非常好,很实惠。如果床能好些就更好啦!', '短评打分': 3}
{'短评内容': '地点很好，很方便，房间也过得去，早餐10元，能吃得饱。', '短评打分': 5}
{'短评内容': '住的是豪华大床，定了2间，都蛮干净的，性价比比旁边的如家要高，\n1间是02室，1间是05室，05室是整幢楼的最边上的房间，比02室要好，02室走进去洗手间有股臭臭的味道，不知道是马桶的味道，还是前1位客人方便后留下的味道，还有满房间的香烟味（他们入住率蛮高的，我们办的时候正好前个客人退这个房间在），味道散了很久，05室就好很多，一点味道都没有', '短评打分': 5}
{'短评内容': '总体感觉性价比挺高得！纯粹是开房间玩，适合商务人士！', '短评打分': 5}
{'短评内容': '去了一次不会再去第二次的酒店!!!!没有地毯,墙面脱落,没有电梯,空调不制热,晚上洗澡水是冷的,早上洗澡水是滚烫的,而且调不冷!!', '短评打分': 1}
{'短评内容': '绝对不会推荐给别人 酒店环境极差 卫生不好 房间又老 前台服务态度很不好 同等价位别的饭店要好很多 强烈不建议大家入住', '短评打分': 1}
{'短评内容': '就在商场旁边，离西湖边也很近，住的挺好的~~', '短评打分': 5}
{'短评内容': '很好,第二次入住了', '短评打分': 3}
{'短评内容': '蛮好的，交通方便，房内环境比较舒服，服务蛮好的，下次还会去。', '短评打分': 5}
{'短评内容': '房间还蛮干净的 地段也好 不错的选择，逛街 吃饭周边都很方便', '短评打分': 5}
{'短评内容': '＋比预期还是要差些但对的起这个价格，唯一不太好的是进房后有种说不出的味道感觉不是很好', '短评打分': 3}
{'短评内容': '交通便利 环境舒适 服务热情 不错的酒店', '短评打分': 5}
{'短评内容': '入住还算不错', '短评打分': 3}
{'短评内容': '位置还可以，环境与空调有点差。', '短评打分': 3}
{'短评内容': '房间不大，但是环境不错，虽然地点在中心，但挺安静的。', '短评打分': 5}
{'短评内容': '房价还可以...地点好,在市区里逛街与吃饭都很方便.', '短评打分': 5}
{'短评内容': '酒店很破，价格不划算。就是离机场巴士站近一点，其他没有任何可推荐的地方', '短评打分': 1}
{'短评内容': '酒店地理位置真不错 出去旁边就是购物餐饮一体！房间床位很大 唯一就是空调太吵', '短评打分': 5}
{'短评内容': ' 很不错，干净卫生～', '短评打分': 3}
{'短评内容': '房间不大，但是环境不错，虽然地点在中心，但离公路还有一定距离，挺安静的，总体满意', '短评打分': 3}
