{'descr': '还不错。。。。', 'star': 5}
{'descr': '总体环境还可以，但夜间总有客人出入，声响太大，影响睡眠。', 'star': 5}
{'descr': '很喜欢这里，房间干净，环境优雅。。。。。。。', 'star': 5}
{'descr': '地点不错，很安静，房间干净，服务么也还好，对面的树挺好看的。比较喜欢这家店。', 'star': 5}
{'descr': '地理位置不错,比较僻静,到市区也比较方便,价格适中', 'star': 5}
{'descr': '不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '环境优雅，干净卫生，性价比高。', 'star': 3}
{'descr': '坏境不错交通方便，服务员态度也不错，总之满意', 'star': 5}
{'descr': '环境真不错呀 房间朝南的 设施也挺齐全的  ', 'star': 5}
{'descr': '环境很好,设施齐全，所处地段也不错，服务态度也很热情~', 'star': 5}
{'descr': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'star': 5}
{'descr': '环境好', 'star': 3}
{'descr': '位置比较偏，设施还行，服务态度很好。没去吃早餐，不知道情况怎么样！', 'star': 1}
{'descr': '挺不错的 就是窗户的隔音效果一般 如果可以搞个双层的就 更好了', 'star': 5}
{'descr': ' 小巧整洁温馨，但有些房间的电视看不了，应该定期检查的。', 'star': 3}
{'descr': '挺不错的。蛮安静的。就是毛巾略有点旧了，不柔软了', 'star': 5}
{'descr': '住的大床间，很不错，干净整洁，价格也实惠', 'star': 3}
{'descr': '服务态度不错，我住当晚因原房间网络不稳，随即更换房间，赞一个。', 'star': 5}
{'descr': '＋良好', 'star': 3}
{'descr': '元旦前一天，，我推荐给我同学住了，，，他说一切都好，，，就是没有给早餐券，，，', 'star': 5}
{'descr': '很好，很温馨，，，，冬天空天很给力呀。。。', 'star': 5}
{'descr': '真的很不错，想起他网友们提到的一样。只是唯一有一点，服务人员不太愿意让客人使用微波炉，并且微波炉存放在餐厅的厨房内，对于主客和服务人员相对都带来了不便，如果可以在大厅前台的公共位置置放一台微波炉的话就更好了。我们选择入住如家的主客们应该都有一个共同点，就是入住的机率和次数非常频繁，真切的希望如家能给与我们真正像家一样的感觉，我们会常回家看看的，*_*呵呵呵', 'star': 5}
{'descr': '干净舒适，很满意~', 'star': 3}
{'descr': '还可以，就是离太仓市中心稍微远了点。靠近204.住的环境还可以。', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '＋环境不错', 'star': 3}
{'descr': '很好很喜欢，可以常住，就是能送早餐卷就好了', 'star': 5}
{'descr': '还不错  环境各方面都不错  就是有点偏远  不过总体还可以  床很大恨舒服  ', 'star': 5}
{'descr': '很干净，服务态度很好，总体感觉很温馨，下次有机会去太仓还会住如家。', 'star': 5}
{'descr': '硬件设施不错，但服务还需要进一步提高。总体性价比尚可，值得再次入住', 'star': 5}
{'descr': 'good!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '几乎每个礼拜都会去的 满好的 就是我想知道有时候如果要用微波炉的话怎么办呀 谢谢', 'star': 5}
{'descr': '安静安静真安静，可惜现在的桶装水没有了只能自己烧水喝', 'star': 3}
{'descr': '半夜饿啊，就没啥吃的，出租车这个难打\r\n希望早餐隔一个月换个花样，别都半年了还是那个。。。', 'star': 5}
{'descr': '还是离市区有点远，偏了点。不过还算干净，值得推荐！', 'star': 3}
{'descr': '位置一般,周围没什么可逛的,可吃的,这样晚上睡觉比较安静.性价比一般.', 'star': 5}
{'descr': '不错的 就是有时候房间有矿泉水有时候没有 郁闷', 'star': 5}
{'descr': '还是可以的，下次还会来！                  ', 'star': 5}
{'descr': '环境挺温馨，不愧叫如家，的确有家的感觉。。', 'star': 5}
{'descr': '朋友每次去太仓都要求帮忙代订这间，非常的方便。', 'star': 3}
{'descr': '方便，还会再次入住的。如果价格更优惠点会更好', 'star': 3}
{'descr': '朋友反映不错，每次去太仓都会介绍朋友入住.还会再次入住', 'star': 5}
{'descr': '位置不算太中心，不过离中心市场蛮近，吃饭还是不成问题。酒店设施和其它如家区别不大，靠马路，但车流量还不算大。唯独窗帘到处漏光，早上简直不能睡了。', 'star': 5}
{'descr': '房间干净 就是隔音不太好', 'star': 5}
{'descr': '+不错，还会再入住', 'star': 3}
{'descr': '每次同事来都会订这个,还不错,还会再来.', 'star': 5}
{'descr': '主要是地理位置很不好，上网也需要拨号，相当不方便。性价比很一般。', 'star': 1}
{'descr': '房间很干净,就在路边,对面有个很有特色的湘菜馆江南公社,味道还不错,交通便利。值得推荐', 'star': 5}
{'descr': '凑活', 'star': 5}
{'descr': '帮朋友定的，应该还好吧', 'star': 5}
{'descr': '总的来说，还是推荐吧，不过下次不一定会住了。', 'star': 3}
{'descr': '住的商务房。面积不算太局促，房内设施还算全，包括全身镜。前台服务员、清洁阿姨、网管都很客气，服务算不错的。停车也挺方便。但寝具差了点，被子啥的不太舒服，睡得一般。给的一次性牙刷包装里还有根不知是谁的头发，绕在刷毛上，看得很恶心。', 'star': 5}
{'descr': '窗帘拉不拢，一早房间就亮了，睡不好。牙刷包装里还包装进去一根头发在刷头那儿，好恶心。。。\r\n\r\n前台服务很客户，打扫卫生的阿姨也很可爱，软件比硬件好。\r\n\r\n停车还是挺方便的。', 'star': 1}
{'descr': '上海已满, 有车族选择太仓这家店还是相当不错的选择.', 'star': 5}
{'descr': '床很大，舒适性很好，下次还会入住的。', 'star': 5}
{'descr': '早餐品种不够丰富，同样的商务大床房每次房间面积不一样，以前有饮水机纯净水现在也没了。总体说还是不错，就是位置有点偏', 'star': 5}
{'descr': '设施很不错，也很安静。但是好像离市区有一点点远，虽然说只有几百米，但是太仓市区比较小，就显的远了。总体来说性价比很高', 'star': 5}
{'descr': '电视不好', 'star': 5}
{'descr': '  位置还不错，晚上很清静', 'star': 5}
{'descr': '希望一层的饮料能够再凉一点，天热了还是喝点凉的比较舒服', 'star': 3}
{'descr': '世博期间涨价啦', 'star': 3}
{'descr': '最好把二层的餐厅射灯稍微调整一下，每次拿东西时都会碰头', 'star': 5}
{'descr': '五一去太仓游玩，小住两天，很惬意，房间蛮大的，干净整洁，连锁酒店，住着就是舒心。', 'star': 3}
{'descr': '连锁品质，就是好。', 'star': 5}
{'descr': '靠路边有点吵  别的还好', 'star': 3}
{'descr': '服务态度很好  \r\n靠路边有点吵\r\n', 'star': 5}
{'descr': '靠马路有些吵，性价比推荐，我这次共住了5天，还行', 'star': 3}
{'descr': '早餐小米稀饭还行，能吃饱。', 'star': 3}
{'descr': '靠马路有些吵！其他还好。', 'star': 5}
{'descr': '卫生打扫比较符合低碳生活，肥皂几天不换', 'star': 3}
{'descr': '比较安静，就是吃饭不是太方便', 'star': 3}
{'descr': '性价比挺高的酒店，旁边就有一个吃简餐的地方，很方便。但是，由于汽车站已经搬家，这儿离新车站还是比较远的。\r\n', 'star': 5}
{'descr': '位置便宜了点，吃饭周围可选的不多，感觉早晚门口出租车有点少，室外机噪音有点大，个别房间简直就是噪音制造者。。。', 'star': 5}
{'descr': '卫生、服务都还不错', 'star': 3}
{'descr': '虽然离市中心偏了点，但其他都还不错', 'star': 5}
{'descr': '好，非常好', 'star': 3}
{'descr': '还不错的哦!', 'star': 5}
{'descr': '下次我来太仓就认准这一家', 'star': 3}
{'descr': '很舒服的地方', 'star': 5}
{'descr': '还可以，比较不错', 'star': 5}
{'descr': '下次还会来的，位置稍微偏了点，但还是挺方便的', 'star': 5}
{'descr': '价格很公道，也很舒适就是地方有点偏远。', 'star': 3}
{'descr': '很干净，不错', 'star': 5}
{'descr': '除地理位置不是很好外,其它都比较好', 'star': 5}
{'descr': '房间舒服是很舒服  全国连锁的么 就是位置还是比较偏！', 'star': 5}
{'descr': 'good', 'star': 5}
{'descr': '很干净，服务很好，态度很热情，性价比较高', 'star': 3}
{'descr': '一家不错的酒店，性价比很高，服务很不错，很有礼貌', 'star': 5}
{'descr': '我觉得酒店各个方面都不错，就是早餐种类比较单一，餐厅也不大，但是不影响我对酒店的印象，我觉得我挺满意', 'star': 3}
{'descr': '这家酒店的内部环境还是蛮不错的,就是位置太偏了,周边交通不是很方便的.', 'star': 3}
{'descr': '酒店的性价比还是蛮不错的,值得推荐', 'star': 3}
{'descr': '这家酒店就是位置稍微偏了,交通不是很方便,住宿条件还不错,价格方面也还比较合适的,值得推荐.', 'star': 3}
{'descr': '性价比还可以 住宿条件很不错 早餐不是很好 较为单调', 'star': 5}
{'descr': '卫生打扫的很干净,位置也不错,出行都很方便,性价比还是比较高的,但就是客房服务人员态度不太好,还需要改善.', 'star': 3}
{'descr': '干净,舒适,安静位置稍远', 'star': 5}
{'descr': '房间还是挺不错的,酒店的服务也还行,位置还是挺不错的,性价比和很好,总体感觉还是比较不错的酒店.', 'star': 3}
{'descr': '干净 舒适。比较方便。', 'star': 5}
{'descr': '作为连锁酒店，可以了，就是晚上热水出的很慢，要放掉很多冷水才有热水出来，感觉很浪费的，不知道是不是我住的楼层比较高的原因。', 'star': 5}
{'descr': '还不错的酒店，离人民医院非常近', 'star': 3}
{'descr': '不错。就是离市中心有点远了。', 'star': 5}
{'descr': '除了位置有些偏,不在市区,其他方面都不错,毕竟是全国连锁,价格方面也很实惠.', 'star': 3}
{'descr': '价格便宜，干净，方便，非常好', 'star': 5}
{'descr': '我是10月20入住的，21号退房，但在退房是还看到一位房价是120元/间的，我晕。。。。。还以为ELONG是最低价的呢！！', 'star': 5}
{'descr': '出行还是比较方便。环境硬件设施也比较达标，价格合理适中，值得推荐入住的酒店。', 'star': 3}
{'descr': '酒店位置一般，不过喜欢这样布置的酒店。', 'star': 5}
{'descr': '除了房间有点小，其他都不错的。。。。', 'star': 5}
{'descr': '全国连锁的,环境很好,房间里面也很整洁,唯一不足就是蚊子多,虽然也做了灭蚊措施,还是不成,可能是楼道通风不太好', 'star': 3}
{'descr': '如家一贯简约干净的风格，很不错！', 'star': 5}
{'descr': '总体不错', 'star': 5}
{'descr': '酒店的服务卫生方面还是不错的，设施条件也还可以了，周边交通也蛮方便的，整体感觉价格还是比较合适的。', 'star': 5}
{'descr': '酒店整体感觉不错，价格合适，服务和卫生条件也不错，地理位置也方便', 'star': 5}
{'descr': '这家如家就是位置不太好，周边交通不太方便，其它方面还是不错的，价格也挺实惠的，还是值得推荐的。', 'star': 5}
{'descr': '酒店的设施都很新，非常干净，离中心虽不说很近，但步行也可到人民路，相对而言，性价比算很高的', 'star': 5}
{'descr': '酒店挺干净的，价格也不是很高，整体的装修，内部设施都还算可以的，就是交通不太方便。', 'star': 5}
{'descr': '房间隔音效果很差,对面的房间里进进出出的很吵.位置也不是很好,离市中心有点远.', 'star': 1}
{'descr': '服务态度很好，价格也不贵，就是房间里的空调有噪音，希望能维修检查一下', 'star': 5}
