{'短评内容': '不错，就是洗澡水有点小，停车场太小了。。。。。。。', '短评打分': 5}
{'短评内容': '前台接待人员及服务生素质、工作态度都不错，总体感觉良好。就是上网有点问题，电脑染病毒严重，要加强维护。', '短评打分': 5}
{'短评内容': '交通方便，价格适中，硬件有些老旧，服务不错', '短评打分': 5}
{'短评内容': '该酒店太旧不能住价格贵', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '不错，不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '酒店标注的是4星酒店，但是距离4星的距离甚远，无论在硬件还是在软件上都很难达到四星的标准。价格高，性价比差。卫生间设施很老，房间装修很老，需重新装修，地毯看上去很脏，需更新。与四星档次不匹配', '短评打分': 5}
{'短评内容': '作为老兰州，回到老家度假，能够入住西兰，非常开心，价格也超级划算！会向朋友推荐！洗澡水很大很舒服！', '短评打分': 5}
{'短评内容': '酒店设施陈旧，最令人讨厌的是，一进宾馆就是一股火锅味。', '短评打分': 5}
{'短评内容': '甘肃的房太旧，而且服务态度也不是很好，唯一的旋转餐厅不是想象的那样，又旧，餐也不是很好', '短评打分': 5}
{'短评内容': '地方稍微有点偏，其他的还行。酒店作为商务出差来讲还是可以住的。如果提前走，前台可以提前提供早餐带走。', '短评打分': 5}
{'短评内容': '酒店交通方便，房间设施不错，客服服务很好，整体很满意。', '短评打分': 5}
{'短评内容': '  西兰国际大酒店 服务较好，设施太旧，总体上说还是一家性价比较高的酒店。', '短评打分': 5}
{'短评内容': '地段不错，但房间小，设施较差，同四星标准有距离。', '短评打分': 5}
{'短评内容': '该酒店环境不错，交通方便，离火车站、机场大巴都不远，比较方便。酒店服务非常好', '短评打分': 5}
{'短评内容': '设备陈旧，服务与酒店等级不符，应该改进。尤其时房间居然没有卫生纸。早餐质量和品质差。', '短评打分': 1}
{'短评内容': '酒店标注的是4星酒店，但是距离4星的距离甚远，无论在硬件还是在软件上都很难达到四星的标准。 check out的时候请行李员帮助搬运一下行李，还要收费，很令人难以接受。唯一的亮点是酒店自己开的火锅，很正宗，想来是有人承包的。', '短评打分': 5}
{'短评内容': '西兰酒店设施老化，价格高，性价比差。\n卫生间设施很老，房间装修很老，需重新装修，地毯看上去很脏，需更新。与四星档次不匹配。', '短评打分': 1}
{'短评内容': '服务不错，酒店较老旧，早餐尚可。总体还好吧。\r\n服务不错，酒店较老旧，早餐尚可。总体还好吧。\r\n服务不错，酒店较老旧，早餐尚可。总体还好吧。', '短评打分': 5}
{'短评内容': '换成没套房也不值450呀，crt电视只能收一个台，没机顶盒。早餐太差和旋转餐厅不配。幸亏只住一晚，坑爹的四星。', '短评打分': 1}
{'短评内容': '该酒店很干净、舒适、服务好，附近饮食购物也很方便，早餐丰富，但打出租进市中心很不方便，因为出租车分单双号行驶。', '短评打分': 5}
{'短评内容': '酒店比较老旧，服务态度一般', '短评打分': 3}
{'短评内容': '性价比高的酒店，第二次住了，就是服务水平一般，呵呵', '短评打分': 3}
{'短评内容': '在兰州住过几个酒店，西兰算是不错的酒店了，性价比挺高，这是第二次入住，下次还回来。要说意见，就是服务意识还有待提高啊。', '短评打分': 5}
{'短评内容': '谢谢', '短评打分': 3}
{'短评内容': '性价比还不错。。。。。。。。。。...................', '短评打分': 5}
{'短评内容': '住了商务豪华间，床不大，晚上灯光暗。房间电话有问题，只能听到总机或前台服务员电话，他们听不到我的声音，并迅速挂断我的电话。且我在电话本上就是查不到怎么拨打房间与房间的电话。早餐一般', '短评打分': 5}
{'短评内容': '号称四星，但设施太老旧，管理得也不太好，顶楼的餐厅应该算是特色，但配套和服务都没有跟上', '短评打分': 5}
{'短评内容': '很老的四星级酒店，房间设施有些老，交通还算方便', '短评打分': 5}
{'短评内容': '这个价格还是比较经济实惠的，早上到30楼吃饭挺有特色，兰州景色一览无余。\r\n但是设施陈旧，尤其电梯坐的发慌。', '短评打分': 5}
{'短评内容': '酒店设施比较陈旧，硬件差，但较干净，早餐也较丰富。', '短评打分': 5}
{'短评内容': '酒店太陈旧，不过我定的是经济房，性价比还算一般般吧。', '短评打分': 5}
{'短评内容': '谈不上什么大的缺点但总体不舒服，门很难开，多次从22楼下到底楼重新刷门卡，早点还成，但总是可以做得更好些，早餐厅门口的服务员态度最值得表扬', '短评打分': 5}
{'短评内容': '酒店太老，房间设施太旧，服务更不上，餐饮也不行，', '短评打分': 1}
{'短评内容': '酒店地理位置还可以，服务也还可以，就是老了点，早餐一般', '短评打分': 5}
{'短评内容': '性价比比较高，区位也可以，房间有点旧。早餐和四星级的档次差的比较多。', '短评打分': 5}
{'短评内容': '性价比很高，还有早餐！酒店有点旧，但不影响入住。', '短评打分': 5}
{'短评内容': '酒店位置好，性价比高，正规四星级的，就是装修有些旧。总体不错。', '短评打分': 5}
{'短评内容': '这也是四星级饭店啊，那我看如家应该是8星级了。三个字评价：脏、乱、差。预订了两天，住一天后立刻闪人', '短评打分': 1}
{'短评内容': '酒店有点老旧...不过服务比较人性化...周围交通也还好...', '短评打分': 5}
{'短评内容': '宾馆的设施和服务都不错，尤其是有个三十层的旋转餐厅，感觉很好。', '短评打分': 5}
{'短评内容': '还行吧，就是设备太老了。', '短评打分': 3}
{'短评内容': '再次入住的感觉比头一次更好，酒店的员工居然能够认得我们。难得！', '短评打分': 5}
{'短评内容': '酒店设施挺好的', '短评打分': 3}
{'短评内容': '酒店位置好，位于市中心，交通方便，酒店性价比较高，有旋转餐厅，吃饭较方便。但是，酒店设备偏旧。', '短评打分': 5}
{'短评内容': '很干净的一家酒店，性价比很好的， 地理位置也不错. 只是洗澡间的设备有些问题 - 像淋浴头都漏水了', '短评打分': 5}
{'短评内容': '兰州西兰国际酒店硬件太差和四星没办法房间又太小终身只住这一次。', '短评打分': 3}
{'短评内容': '房间环境和卫生很好，但过道灯光不行，去朋友房间靠手机照明了', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '非常老的酒店、設施陳舊、早餐難食\n非常老的酒店、設施陳舊、早餐難食', '短评打分': 1}
{'短评内容': '三星的硬件及软件，早餐非常一般。价格比较昂贵，估计下次不会住这里了。', '短评打分': 1}
{'短评内容': '还不错！虽然陈旧了点！服务态度还可以！~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '这个酒店还不错，下次来兰州还要住，你想住吗', '短评打分': 5}
{'短评内容': '不到四星标准，早餐也很一般，就是楼高点', '短评打分': 3}
{'短评内容': '入', '短评打分': 3}
{'短评内容': '酒店太旧了，早饭粗糙，无法下咽；酒店内充满了火锅味儿，房间设施陈旧，再也不能去了。', '短评打分': 1}
{'短评内容': '性价比很高 虽然位置有点不理想  但是还是推荐', '短评打分': 5}
{'短评内容': '不太考虑价格的可以选择这家哦，位置都不错的，早餐也可以，就是服务态度一般。比较凶哦。', '短评打分': 5}
{'短评内容': '酒店很差，装修很旧，客房屋顶发霉……(此处略去1万字)', '短评打分': 5}
{'短评内容': '地理位置好，坐33路直达火车站，坐56路经过14站直达最繁华的西关十字。早饭也可以。就是小孩子的要交10元钱。', '短评打分': 5}
{'短评内容': '就是有点儿老化，服务还可以，位置说的过去，早餐也可以，算能住吧~', '短评打分': 5}
{'短评内容': '太旧了，节日气氛一点没有，交通方便价格还可以', '短评打分': 5}
{'短评内容': '房间环境一般设施太差', '短评打分': 3}
{'短评内容': '简直对不起四星级酒店名称。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '性价比不错，交通便利，性价比不错，交通便利，性价比不错，交通便利，性价比不错，交通便利', '短评打分': 5}
{'短评内容': '设施陈旧，酒店大概开业得有十年了。不知什么原因，一进大厅包括电梯、走廊都充斥着牛肉面的味道，不愧是兰州啊。早餐一般。', '短评打分': 5}
{'短评内容': '条件环境有点不符合4星，但是服务态度达五星级！', '短评打分': 5}
{'短评内容': '老的四星级酒店，屋里设施太陈旧了 还有一股味道 不过这个价格还是可以接受了', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '还不错的，物有所值，已经住了好几次了。图的是干净舒适。', '短评打分': 5}
{'短评内容': '住了好几次了，每次来兰州都住这家酒店，还是不错的。', '短评打分': 5}
{'短评内容': '位置不错 办事方便 吃饭方便 仅此而已吧                               ', '短评打分': 5}
{'短评内容': '還好', '短评打分': 3}
{'短评内容': '上周五入住的西兰国际大酒店，已经在网上看到了很多差评，但考虑到离亲戚家比较近，于是选择了这家酒店，房间实在很旧，设施也很差，尤其是枕头，居然会起静电，实在对不住4星挂牌。', '短评打分': 1}
{'短评内容': '是准四星。但是设施较差。电视用遥控器打不开。早餐一般。客房较大，但是在冬天，连润肤霜都没有。老板完全可以好好经营一下。同等价位，不如蓝宝石。', '短评打分': 1}
{'短评内容': '房间设施老旧，服务意识差，早餐单调，冷…', '短评打分': 3}
{'短评内容': '老旧的四星级酒店，实质应该三星也到不了，名不副实，应该翻修了。电梯太少。', '短评打分': 1}
{'短评内容': '四星级的酒店，位置很好找，兰州大学附近，价钱很便宜，房间中规中矩，设施有点陈旧，总的来说很值这个价钱了', '短评打分': 5}
{'短评内容': '空调冬天不太热。卫生间洗发液沐浴液是一体的，但住了二次，都很少。无法使用\n', '短评打分': 5}
{'短评内容': '一进去感觉大堂房间的设施都很陈旧根本就没有达到星级标准，前台服务还行反映不是太快，价格还行，', '短评打分': 1}
{'短评内容': '1、房间很整洁，卫生做得不错；\n2、交通便利，在市中心；\n3、周边吃饭的地方比较多，离王府井和华联超市比较近，步行都不远；\n4、需要改进的是卫生间的喷头，用起来不方便。\n其他都还不错！', '短评打分': 5}
{'短评内容': '设施陈旧，服务差！房间面积小！尤其是通风系统基本没作用，空调制热效果很差！', '短评打分': 1}
{'短评内容': '价廉物美。房间有点小、设施有点老，服务还好，早餐也不错', '短评打分': 5}
{'短评内容': '顶楼的旋转餐厅比较有特色且服务较好，酒店位置还行，设施较好的老四星酒店', '短评打分': 5}
{'短评内容': '酒店有点老有点旧，房间有点小有点旧，顶楼的旋转餐厅比较有特色且服务较好，但前台收银服务较差，发票金额开错了，我没有怪她只是让她重开，她反而对我极其不满。', '短评打分': 5}
{'短评内容': '设施太陈旧了，还不如很多快捷酒店。特别是洗手间，不是一般的糟糕。电源插头也设置不合理。', '短评打分': 1}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '酒店位置还行，但是离马路太近，有点吵，酒店浴池连防滑垫都给省了，万一摔倒了酒店是脱不了干系的', '短评打分': 5}
{'短评内容': '比较一般的酒店，比较旧，但是运转还算良好\n床和被子都还可以\n总得来说可以接受', '短评打分': 5}
{'短评内容': '不是很好，陈旧,很介绍的有点出入。。。。。。', '短评打分': 1}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '除了早餐够标准之外  其他全部够不上四星', '短评打分': 5}
{'短评内容': '热情服务。。。。。。。。。。。。。。。\r\n宾至如归。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '交通较便捷，设施较好的老四星酒店，周边餐饮购物都有，值得推荐！', '短评打分': 5}
{'短评内容': '酒店设施较旧，服务也比较差，不过早餐很丰富的，总的来说性价比尚可！', '短评打分': 3}
{'短评内容': '装修时间太长，房间很大，但是时间久了些，人比较少，地方比较好找 \r\n', '短评打分': 1}
{'短评内容': '硬件条件很一般,地点较偏，服务还可以。。。。。', '短评打分': 1}
{'短评内容': '性价比还可以！就是设施比较陈旧，早餐还比较差！', '短评打分': 3}
{'短评内容': '房间性价比还可以，只是刚住进来不知道服务怎么样，希望还不错。', '短评打分': 5}
{'短评内容': '环境不错，价钱也合理！就是房间有一点点小，但是这个价位也值了，睡着舒服就好了', '短评打分': 5}
{'短评内容': '房间干净，服务态度不错。', '短评打分': 5}
{'短评内容': '+好', '短评打分': 5}
{'短评内容': '设施有点旧，标识不明确，位置不错，餐厅没什么吃的', '短评打分': 1}
{'短评内容': '酒店还可以', '短评打分': 5}
{'短评内容': '\n一般住宿条件', '短评打分': 5}
{'短评内容': '说实在的这个酒店不值300多的，以后应该不会入住了。', '短评打分': 1}
{'短评内容': '不能说好到哪去，只能算是物有所值吧。但是作为一家四星级的酒店，服务是在算不上四星级。', '短评打分': 3}
{'短评内容': '也许是上次我住的太好了，这次感觉就差了点。', '短评打分': 5}
{'短评内容': '服务反应时间很长，设施一般，卫生条件不怎么样，性价比不高', '短评打分': 1}
{'短评内容': '太吵了 每次都是觉得太吵了  在兰州能找一家不吵的酒店太困难了', '短评打分': 3}
{'短评内容': '兰州唯一一家有旋转餐厅的酒店，老牌酒店，服务特别好，只是设施有一点旧。另外前服务不是很周到，这是很多老牌酒店的通病。在兰州住这里已经算是很有档次了。', '短评打分': 5}
{'短评内容': '老酒店，管理也不好。客观讲，应当重新装修啦！', '短评打分': 1}
{'短评内容': '+还不错,房间有点小了', '短评打分': 5}
{'短评内容': '设施太旧', '短评打分': 5}
{'短评内容': '设施较为陈旧。\r\n位置尚可,离兰州大学不远。旋转餐厅的早餐还行。', '短评打分': 5}
{'短评内容': '酒店该重新装修了。现在是10年前的水平，邻街那侧还有点吵。', '短评打分': 1}
{'短评内容': '预定了普通标准间，免费升级到了豪华标准间，住的非常好，绝对物超所值。提供的免费早餐品种挺多，很不错。下次到兰州，还住这儿。', '短评打分': 5}
{'短评内容': '价格便宜的四星级，但卫生间旧了，游泳池水也不清。性价比还是不错', '短评打分': 5}
{'短评内容': '服务还可以，就是位置有点偏，设施陈旧，性价比不高', '短评打分': 1}
{'短评内容': '甘肃西兰国际大酒店，可以居住。甘肃西兰国际大酒店，可以居住。', '短评打分': 5}
{'短评内容': '早餐不错,酒店设施一般,但价格比较适中,周围环境还行', '短评打分': 3}
{'短评内容': '四星级宾馆，装修有点旧，但200-300元的价格还是可以接受，交通方便，离火车站和机场大巴都近。', '短评打分': 5}
{'短评内容': '交通便利；距离农贸市场很近。酒店内有免费游泳池和早餐。', '短评打分': 3}
{'短评内容': '各方面都不错，对得起价格，下次会考虑再住的。。。。。。', '短评打分': 5}
{'短评内容': '四星级宾馆，房间宽敞干净，配套设施很好，主要价格便宜，下回还住！', '短评打分': 5}
{'短评内容': '总体来说，这家宾馆还不错，性价比高。住过兰州好几家宾馆，设施陈旧是个通病。', '短评打分': 5}
{'短评内容': '去入住时候，告诉我没有预定记录，不过前台服务还好，说先给我安排住再查是什么原因，这点我还比较满意。', '短评打分': 5}
{'短评内容': '酒店设施很老，屋里灯光很暗，卫生间很脏，门口停车还要收费\r\n\r\n不推荐', '短评打分': 1}
{'短评内容': '也许因为入住的是经济层的原因，这里显得黑暗、陈旧，不会考虑再次入住', '短评打分': 3}
{'短评内容': ':也许因为入住的是经济层的原因,黑暗、陈旧,不会考虑今后再住', '短评打分': 5}
{'短评内容': ' 还行，设施一般', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 5}
{'短评内容': '典雅、实惠。\r\n甘肃西兰国际大酒店（兰州）是您不错的选择！', '短评打分': 3}
{'短评内容': '：典雅.实惠.西兰国际大酒店是您不错的选择！', '短评打分': 5}
{'短评内容': '不错 价位上在优惠点就好了 整体来说还是比较不错的选择', '短评打分': 5}
{'短评内容': '酒店位置不错，服务也挺好，房间装修有点旧，总体来说可以接受', '短评打分': 5}
{'短评内容': '比上次住的感觉好了些,自助餐不错,价格也不贵\r\n', '短评打分': 5}
{'短评内容': '600多元的套间，很失望。设备都是旧的，也没有网上说的50多平方米那么大，还不如一般的锦江之星。可惜宾馆都订满了。', '短评打分': 5}
{'短评内容': '性价比不错的4星,虽然房间老了点,但是设施还是很完善的,不错!!!', '短评打分': 3}
{'短评内容': '前台说给我的房间升级到了最高的28楼，居然和总统套房一个楼层，房间还算宽大舒适，设施完备，可以免费桑拿但是桑拿不地道居然两人的标间还要收取另外一人费用，入住期间没来得及享用游泳池，早餐也还丰盛，不过值得推荐，特价房还是很不错的！', '短评打分': 5}
{'短评内容': '水龙头管坏了,报修后.下午来一师傅讲,因无零件,第二天再修.但是第二天上午还是没有人来.这和兰州十佳酒店称号不符.望改进.', '短评打分': 5}
{'短评内容': '四星级的酒店，虽然东西很陈旧，但是那个门面和房间的陈设还是对得起这个价格的，只是感觉服务质量很差，其他的性价比还挺高。', '短评打分': 5}
{'短评内容': '整体较好，但设施较为陈旧。大堂的四星级氛围不足，摆放的物品较为凌乱，档次不高。总台的服务不够热情周到，餐厅服务较为热情，但早餐的质量不高，达不到四星级酒店早餐的标准要求。', '短评打分': 5}
{'短评内容': '性价比还不错，位置也很好离火车站也很近，服务态度很不错的。就是感觉设施有些陈旧不过还好吧房间也很干净感觉还可以。', '短评打分': 5}
{'短评内容': '正规四星级酒店，性价比高，就是设备稍微陈旧了些。', '短评打分': 5}
{'短评内容': '酒店不错，价格合理，也比较舒适，就是位置稍差点。', '短评打分': 5}
{'短评内容': '太老的酒店了，住着感觉特别不舒服', '短评打分': 5}
{'短评内容': '这家酒店的装修还不错，就是当时门口修路，感觉酒店的周边环境不好，旋转餐厅还可以。', '短评打分': 5}
{'短评内容': '服务不错，就是设备旧了点。', '短评打分': 5}
{'短评内容': '还好！', '短评打分': 5}
{'短评内容': '就我住酒店的价钱来说是很划算了，4星。可是在不懂国内是怎么评星级的，我说是1星吧。服务态度不好，尤其是前台，不知道他们把谁家的千金大小姐拉到那上班去了。里面的东西很旧，不是一般的旧。游泳池小，水不太干净，自助餐不好吃，菜都是凉的。希望他们就保持在这个价钱吧，要不真的没人去住了。', '短评打分': 5}
{'短评内容': '自助餐不错', '短评打分': 5}
{'短评内容': '这个价位已经性价比很高了，房间也很干净，寝具和毛巾没有异味，服务员也热情。总之住的很满意。要说不足，一是隔音，不过大多酒店都有这个问题，再有就是热水不稳定，不过时间很短。总体还是不错。', '短评打分': 5}
{'短评内容': '酒店位置、条件都可以，服务不错，早餐简单了点，水果没有洗干净', '短评打分': 3}
{'短评内容': '总的感觉还不错。则是希望将房间需收费的物品集中在一块，否则客人容易掉进陷阱。', '短评打分': 5}
{'短评内容': '位置不错 就是酒店设施有点旧了 以往我们用公司的名义订酒店 酒店的退房时间是下午两点  这次用亿龙酒店说什么都不能推到2点退房 服务员态度也很不好', '短评打分': 3}
{'短评内容': '酒店太旧了 服务员态度也不好', '短评打分': 5}
{'短评内容': '有些历史了，设施比较陈旧，周围不是很热闹。但酒店服务不错，舒适，尤其是早餐在顶楼餐厅，比较丰盛。', '短评打分': 5}
{'短评内容': '价格还好', '短评打分': 5}
{'短评内容': '酒店位置不错，服务态度挺好', '短评打分': 3}
{'短评内容': '还可以  离兰州大学很近  只是现在兰州到处修路', '短评打分': 5}
{'短评内容': '早餐很丰富，确实不错', '短评打分': 5}
{'短评内容': '设施较陈旧，早餐不算丰富，寝具还行干净舒适，位置很好，总体来讲对得起这价格！', '短评打分': 3}
{'短评内容': '设施较陈旧，早餐不算丰富，寝具还行干净舒适，位置很好，总体来讲对得起这价格！', '短评打分': 5}
{'短评内容': '不错的酒店 就是地理位置有点偏 性价比比较高 而且早餐还不错在楼上的30层的选择餐厅', '短评打分': 5}
{'短评内容': '周围环境在修路，房内设施也就旧3星，比较旧，上网方便，这个价格也就那样。', '短评打分': 5}
{'短评内容': '对了，该宾馆还有个优点，餐费可以挂在房费中。对于那于住宿标准高的同志，是件好事。', '短评打分': 3}
{'短评内容': '宾馆总体感觉还行，但标间房间内的设施偏旧，比如马桶等。早餐也一般，虽然是旋转餐厅，但没见它转过。', '短评打分': 5}
{'短评内容': '设施旧了点', '短评打分': 5}
{'短评内容': '早餐不错，服务还可以就是房间设施有点老。门口在修路，要是双层玻璃就好了。', '短评打分': 5}
{'短评内容': '位置好,硬件还不错,服务也可以.', '短评打分': 5}
{'短评内容': '早餐内容很丰富 其余酒店内的消费也很低廉，到机场大巴处打车也是起步价8元左右 非常合适 居住 太喜欢了', '短评打分': 5}
{'短评内容': '价格很便宜  酒店不错 ', '短评打分': 5}
{'短评内容': '没有停车场，房间小，设施陈旧', '短评打分': 5}
{'短评内容': '酒店不错再次入住了，性价比很高，早餐不错', '短评打分': 3}
{'短评内容': '可以游泳,用餐比较方便.设备应该修一修.可以推荐.', '短评打分': 5}
{'短评内容': '干净、舒适', '短评打分': 3}
{'短评内容': '我到兰州住过的酒店中服务最差的,房间设施陈旧这只是硬件问题,但在办理退房时,前台一个办理退房的女的态度非常差,退房时发现我有一件衣服留在17楼客房,由于我的行李比较多,要求她安排服务员帮我送下来,她叫我自己上去拿,在我再次要求下才很不耐烦的叫了一个礼宾部男生上去取.她拿帐单叫我核对时我发现教育附加费是收2元,提出我的房间只住一个人,按照规定只能收一元,但她以为我不了解固定,说是按照房间收,其他酒店', '短评打分': 5}
{'短评内容': '酒店服务热情，周围餐饮方便，房间干净整洁，相对于价位来说，非常不错了。', '短评打分': 3}
{'短评内容': '酒店周围有很多大大小小的餐馆，吃饭很方便。早餐在30层的旋转餐厅，也很丰盛。相对于这个价位，酒店算是很好了。', '短评打分': 5}
{'短评内容': '多次入住，很好下次还住', '短评打分': 5}
{'短评内容': '多次入住，不错', '短评打分': 3}
{'短评内容': '性价比不错，服务态度很好，早餐也不错，离车站距离适中', '短评打分': 5}
{'短评内容': '该酒店设施较老，其它的还行。', '短评打分': 5}
{'短评内容': '房价适度,周遍大型商店较少,购物不方便。', '短评打分': 5}
{'短评内容': '服务态度不错 酒店环境还行 就是浴室喷头太烂 换了两个房间都是坏的 无语了', '短评打分': 3}
{'短评内容': '设施旧 位置有点远离步行街 换了两次房间 浴室的水龙头都不好用 唯一的就是价格便宜 因为是四星的关系 楼下前台三番两次催钱 说你押金不够了 生怕我们不付钱一样 很不爽 ', '短评打分': 5}
{'短评内容': '房间比较大，还不错。推荐。', '短评打分': 3}
{'短评内容': '性价比高，总体不错。', '短评打分': 3}
{'短评内容': '还不错，但位置偏了一点。', '短评打分': 5}
{'短评内容': '交通便利，酒店游泳池免费使用；但酒店设备陈旧。', '短评打分': 5}
{'短评内容': '总体还说还好，不过做为一家四星级酒店来说，设施有些简单', '短评打分': 5}
{'短评内容': '标榜的四星级酒店，三星级的标准都没有。下次我不会再去这家酒店了，性价比严重不符。设别陈旧不说，服务也挺一般，这样的酒店作为四星级酒店，太有点夸张了。', '短评打分': 3}
{'短评内容': '房间的设施很陈旧，卫生很一般，位置还不错，出行还是很方便的，没体会到什么服务，性价比不好', '短评打分': 3}
{'短评内容': '有免费的游泳池，不错', '短评打分': 5}
{'短评内容': '就是觉得作为一家四星级的酒店来讲,里面的硬件设施太过陈旧了,而且暖气不热,房间比较冷,性价比不好.', '短评打分': 3}
{'短评内容': '酒店不错，早餐外观也挺好，就是早餐制作时没有处理好，炒得菜花里有坏了的，有些早点是前一天剩下的，希望酒店不要这样为节省费用就不考虑客人的身体', '短评打分': 5}
{'短评内容': '设施有些陈旧了,酒店的服务也是比较一般,地理位置有些偏出行还是挺方便的,性价比挺一般的.', '短评打分': 3}
{'短评内容': '我喜欢这家酒店，经济实惠，真的不错', '短评打分': 3}
{'短评内容': '性价比非常高，服务非常好，免费早餐也很丰富，不过唯一让我不爽的是，我在那洗衣服的时候，来了个服务员收衣服，把衣服类型规划了下，当时算的是80多，后来洗完送回来后，是200多，把当时归好的衣服类型全都换了，而且我的签名也是它们后来自己签的。', '短评打分': 5}
{'短评内容': '就是设施太旧了，达不到三星的水平，别说四星了\r\n按四星计其价格真便宜\r\n所以大家能得出结论了吧', '短评打分': 3}
{'短评内容': '装修啊，都是油漆味，别去啦', '短评打分': 1}
{'短评内容': '不错，还可选择，只是硬件条件太差', '短评打分': 5}
