{'短评内容': '酒店设施很齐全，酒店的服务也很好', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '客房电脑网络速度太慢了，与五星酒店不一致。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '帮同事一起订的，酒店不错，在长沙当地属于较贵的酒店了。但没有无线路油器，希望加以改善。', '短评打分': 5}
{'短评内容': '酒店不错，在长沙当地属于较贵的酒店了。但没有无线路油器，希望加以改善。', '短评打分': 5}
{'短评内容': '位置于市中心，非常方便。房间比较大。服务好。早餐非常丰富。', '短评打分': 5}
{'短评内容': '很不错的酒店，出差首选，下次来还住这儿，值得推荐。房间很大，酒店大堂也很气派。', '短评打分': 5}
{'短评内容': ' nice designs, but room is small', '短评打分': 3}
{'短评内容': '合适，不错的酒店，挺安静的，在长沙的闹市区', '短评打分': 5}
{'短评内容': '位置和服务都不错~交通也方便，周围吃饭和娱乐场所都有，对面有家乐福超市~', '短评打分': 5}
{'短评内容': '硬件和软件都和五星级差距甚远，服务意识尤其欠缺。早餐厅十分混乱，服务生效率低且眼中无活。退房费时太长。我们因为赶早班飞机订了路餐，差点没及时拿到，因为酒店各部门衔接太差。而且在酒店进出的人看起来素质不高，给人感觉不好。', '短评打分': 1}
{'短评内容': '比较喜欢大堂的感觉，酒店房间不大，整体还可以，就是打车不是很方便', '短评打分': 5}
{'短评内容': '大堂的感觉有点陈旧，房间很大很舒适。性价比可能不是特别高，但是早餐很丰富。', '短评打分': 5}
{'短评内容': '虽然大堂不是特别气派，但房间很大，内部设施也很好，很适合出差时入住', '短评打分': 3}
{'短评内容': '酒店的门面在装修，但因离活动地点近所以选择。', '短评打分': 5}
{'短评内容': '房间写字抬好用,洗手间干净,但无浴缸,有淋浴.2楼食街还可以.', '短评打分': 5}
{'短评内容': '附近女人多，需要女人的最好住这 。就是房间价格能下来一点就更好。\n', '短评打分': 5}
{'短评内容': '交通方便，卫生好服务好。地理位置不错，离我去的地方很近。', '短评打分': 5}
{'短评内容': '到长沙基本上都住这家酒店的，店内有中西餐供应，晚上餐饮到1点钟，很方便。', '短评打分': 5}
{'短评内容': '常住这家酒店的，店内有中西餐厅，地理位置还不错，方便。', '短评打分': 5}
{'短评内容': '还可', '短评打分': 5}
{'短评内容': '作为五星级，服务生的态度需要改变一些，酒店不够安全，没设刷卡电梯系统，国外友人基本上不考虑入住该酒店，无奈之下会入住。', '短评打分': 5}
{'短评内容': '整体服务不错，因为呆在房间的时间不长，体会不深。\r\n但是房间隔音效果太差，我每次进门，隔壁房间的人都会出来开门一次......', '短评打分': 5}
{'短评内容': '这个酒店貌似五星级的吧，住了三天，一个字，差。房间小，隔音差，房间外每天都有人很大声的吵闹；被子盖了一点也不舒服，很薄的那种；浴室更简陋了，比一百多块的快捷酒店还差 ，两个人住了三天，只提供2套牙具，第二天要的时候，打电话过去，要牙具，要收费，浴室连个浴帽也没有提供，打电话去问，要钱，刮胡刀，也要钱。浴室就提供2套牙具，一个梳子，和那种挂在墙上的力士2合一的洗发沐浴露，还有一瓶洗手液。彻底无语！', '短评打分': 1}
{'短评内容': '+酒店不错', '短评打分': 5}
{'短评内容': '算是很正常的五星酒店吧，没有惊喜，也没有特别的缺点。大堂很大，很气派，走廊也设计不错。只是房间内部就很普通了，没什么特别。还有就是，洗澡的龙头和热水都有点问题，不是很舒服。早餐也规规矩矩，勉强可以找到一些吃的东西。这样的价格，也还算是凑合吧。\r\n退房和前面朋友说的一样，比较慢，程序混乱，态度也不怎么好。', '短评打分': 5}
{'短评内容': '整体感觉良好，但是对于酒店的环境还是稍感有些杂乱，这主要是来自于酒店客人：大声喧哗、在非吸烟区吸烟（比如电梯）、前台插队拥挤等等，不过在本土酒店管理公司管理的其他五星级酒店中，该现象也十分普遍。另外该酒店的电梯分成两个电梯间，在高峰时期，等待去地下车库的电梯耗时很长。房间内的洗浴用品需要收费，但是要说明的是已经提供了的并不收取费用（除开拖鞋）：洗发水和沐浴液是力士瓶装，瓶装洗手液，两套牙刷和一把梳', '短评打分': 5}
{'短评内容': '已入住房.', '短评打分': 5}
{'短评内容': '一次性用品要收费，郁闷。提供单早而不是双早，更郁闷。位置挺好的，服务也还可以。', '短评打分': 5}
{'短评内容': '长沙的酒店都不怎么样,这家还算好的,一进门就是很浓的酒气,估计长沙人没事就好在星级酒店搞几杯,人的素质也不高,凑活住吧.', '短评打分': 3}
{'短评内容': '+酒店不错', '短评打分': 5}
{'短评内容': '地理位置不错，比较新。客户都比较满意，但是价格偏高', '短评打分': 5}
{'短评内容': '美得是附近女人也多，需要女人的最好住这', '短评打分': 3}
{'短评内容': '环境好，位置也好。', '短评打分': 3}
{'短评内容': '这个酒店还是很满意。', '短评打分': 5}
{'短评内容': '酒店不错，我很满意，值得推荐。', '短评打分': 3}
{'短评内容': '喜欢华天酒店，环境和位置都还不错。', '短评打分': 5}
{'短评内容': '房间地毯有点脏 其它还可以', '短评打分': 5}
{'短评内容': '服务人员还不错，打扫卫生挺及时的，态度也蛮热情的。感觉不错', '短评打分': 5}
{'短评内容': '潇湘华天品质一流。\r\n', '短评打分': 5}
{'短评内容': '环境好， 位置好。', '短评打分': 5}
{'短评内容': '服务态度有待提高，卫生有待改善，感觉不像五星级酒店。', '短评打分': 3}
{'短评内容': '服务态度有待改善，Check-in and check-out等了好久，房间的椅子有污迹，感觉称五星有点不符了，交通及饮食均很方便，在酒店里面就有小食街，丰检由你。', '短评打分': 5}
{'短评内容': '还可以，有点贵。', '短评打分': 5}
{'短评内容': '很旧的五星酒店,位置还算好,设备和装修都很陈旧了', '短评打分': 1}
{'短评内容': '我们入住当天这家酒店举行的5星挂牌仪式，入住之前看到了一些评论说是前台服务不好，效率很低，包括客房的毛巾一点点的污垢都要求客人赔付得评论，还真都让我遇到了！！！！办理退房需要半小时~！！ 而且我们一位同事前一天晚上喝酒有点多，不小心吐在了卫生间的大理石地面上，注意阿是大理石，结果酒店说不能清洁，需要重新打磨刨光要200块的打磨费用！！！~我吐的是硫酸阿！大理石还需要打磨，还跟我说是专业人士评估以后', '短评打分': 1}
{'短评内容': '五星级的酒店比不上经济型酒店的服务,前台结帐速度超慢,问路都说不知道.爱理不理的,宾馆的设施还不错,我们订的是高级景观房,卫生间算大的,二楼的美食阁小吃挺多,开台速度很慢,等了10几分钟,那么多服务员不知道都在干吗,如果仅仅想吃美食的,不介意服务态度的,可以到此就餐,方便.', '短评打分': 1}
{'短评内容': '房间性价比没有预想的好，觉得老华天更适合我。', '短评打分': 5}
{'短评内容': '房间内的一瓶水都收费，过分了', '短评打分': 1}
{'短评内容': '酒店大堂很俗气，房间设置还行。餐厅人气不足。', '短评打分': 3}
{'短评内容': '房间不时很宽敞，设施也不时很好。不过比较新，服务业还可以。', '短评打分': 5}
{'短评内容': '总体来说不错，但就是早点不是特别的好，酒店的门童不是很热情，房间不错，一次性用品也没收费，很开心~', '短评打分': 5}
{'短评内容': '早餐相当地好', '短评打分': 5}
{'短评内容': '距离机场30分钟车程，交通还算方便。健身房等设施看起来还是挺陈旧的。房间也不新了，大堂比较土气。总体感觉性价比没有老华天高。', '短评打分': 5}
{'短评内容': ' 装饰现代化，不错！', '短评打分': 5}
{'短评内容': '很不错的一家酒店。。价格也适中', '短评打分': 5}
{'短评内容': '一个性价比非常不错的酒店，下次还会考虑！', '短评打分': 5}
{'短评内容': '交通非常便捷,不是很贵,性价比好,房间很干净,住的是观景房在32楼,有一种心旷神怡的感觉,很喜欢他们的早餐,品种很多,我喜欢的都在里面.', '短评打分': 5}
{'短评内容': '挺不错酒店', '短评打分': 5}
{'短评内容': '位置很好,出行很方便,卫生服务方面也都不错,打扫的很干净,但就是排风扇的声音太大了,不太舒适.', '短评打分': 3}
{'短评内容': '我入住的是行政房，有电脑，整体不错。缺点就是早餐一般般。', '短评打分': 5}
{'短评内容': '很不错的酒店，赞一个，下次还会住这里的。', '短评打分': 5}
{'短评内容': '位置还是不错的,出行很方便,但房间的硬件设施有些陈旧了,而且服务上也不太热情,感觉不是太好.', '短评打分': 3}
{'短评内容': '卫生还可以，很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', '短评打分': 3}
{'短评内容': '绝对可以的一个宾馆，各方面都没什么可以挑剔的，下次去长沙还会入住', '短评打分': 5}
{'短评内容': '位置还是不错的,位于市中心,出行都很方便,服务人员也比较热情,但就是房间的卫生打扫的不太干净.', '短评打分': 3}
{'短评内容': '温馨，很喜欢', '短评打分': 5}
{'短评内容': '前台服务差到极点, 你们客人多, 更应该耐心地为客人服务, 居然房卡用丢的给我, 还没正眼看过; 更气的是居然口气非常不耐烦; 真是间烂酒店, 而且我是住两次了, 要不是名气大, 我真不愿意去!', '短评打分': 1}
{'短评内容': '房间很好，地理位置不错，入住方便实惠。', '短评打分': 3}
{'短评内容': '酒店位置好，房间很好，但是价格一般。', '短评打分': 5}
{'短评内容': '物超所值，豪华舒适，就是酒店里好像有夜总会，让人感觉安全感差一些。', '短评打分': 5}
{'短评内容': '大致环境不错, 但是实在不适合商务旅游, 附近在施工, 楼下服务人员太吵, 大部分入住人员素质也不高, 中国人插队.吵闹.不尊重他人的恶习明显可见, 搞的好象菜市场, 一个管理人员都没有, 徒有虚假的外表罢了!', '短评打分': 1}
{'短评内容': '挺不错了，价格还比较合理，住的很舒适', '短评打分': 3}
{'短评内容': '酒店位置很好，设施和服务也都还不错，但是旅行团较多，大厅总是乱糟糟的。入住很不错，提前根据订单已经制好了房卡，所以速度很快。但是结账就很慢，等了有20分钟。', '短评打分': 5}
{'短评内容': '是长沙的三个华天酒店中最好的一个', '短评打分': 5}
{'短评内容': '各方面都不错，早餐是需要特别推荐的，就是价格高了点', '短评打分': 5}
{'短评内容': '舒适度还可以.周围的环境还是比较好的,卫生和服务也还可以.设施也挺完善的,整体感觉还是比较满意的.', '短评打分': 3}
{'短评内容': '我和女朋友8月8日入住该酒店35楼的高级景观房.价格是580一晚.由于常年出差和经常旅游,国内酒店住的也比较多,知道只要选择所谓五星酒店,大体上总是不会错的.加之本人一向注意宽厚待人,所以一般一定会口下积德,但是这家酒店实在是让人不敢恭维.不是感觉太差,不会到这里来费时评价.只希望能提醒以后的朋友.1\\位置杂乱喧哗,门口高架横挂.宣传上所称位置好,其实不然,酒店在高架桥旁边,进出需要乘车由桥洞下穿', '短评打分': 1}
{'短评内容': '酒店的房间没有窗户的，通风很差的，服务卫生以及设施都很好的，酒店的价格有点高了。还有下调的空间', '短评打分': 5}
{'短评内容': '酒店环境挺好的，而且离家乐福也挺近的，买东西都特别方便，价格也不算太贵，值得推荐', '短评打分': 5}
{'短评内容': '酒店位置，服务都不错，价格也合适', '短评打分': 5}
{'短评内容': '酒店的价格优惠，环境也挺干净的，整体感觉不错', '短评打分': 5}
{'短评内容': '该酒店的地理位置相当好，不过如果入住阁楼的房间，里面吧台和雪柜没有配任何的东西，结算的时候还会问你是否有消费？没有带窗的房间价格288元虽然不贵，但不含早餐，相对其他四星级的这个价位的酒店带早餐，还是觉得不值。', '短评打分': 5}
{'短评内容': '3月27号入住的6楼有窗房间，我总算知道为什么6楼那么便宜，原来是下面地板架空的，人踩上去都咯吱咯吱的响，体重超点的人在房间里走路的话，几乎整个房间都会摇了。空调也是没的，打给总台说是中央空调的，现在的季节都只有送风服务，没有暖气，我晕啊…………结果我多要了两床被子外加一个热水袋，总算晚上才睡着，冻的我简直…………\r\n服务员的态度还是挺好的，其他没什么了\r\n下次千万别住6楼的那些房间了！！！', '短评打分': 1}
{'短评内容': '还不错，价钱想对贵了点', '短评打分': 5}
{'短评内容': '酒店的服务，环境，设施都很不错，整体来说很满意。', '短评打分': 5}
{'短评内容': '房间硬件设施不错,服务很好.二楼的自助餐厅品种丰富,包房就太贵.地理位置尚可.以后到长沙的首选', '短评打分': 3}
{'短评内容': '还不错.住的580的景观房间,但是景观房根本没有什么可以看的景观,依云要25块一瓶,好象有点贵了.浴室的洗澡的水很容易流到卫生间和房间里,一不小心会滑倒.整体还不错..', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '之前只在长沙住过两家酒店，感觉都不好（南方明珠太烂；金源凑合，但居然一包雀巢速溶还要收费，10元，大江南北无数酒店里第一次遇到，再也不想去了！）。看网评，离我办事地点相对方便点儿的也就这家还没人说不好，就来试住了一下。简单总结如下，供其他朋友参考：&lt;br /&gt;\n&lt;br /&gt;\n软硬件和位置方面都很不错，所以我几乎都给了5分。只是，酒店太新了，装修味儿还没处理干净就开业了，我住', '短评打分': 5}
