{'短评内容': '实在一般，也就住一次了。', '短评打分': 2}
{'短评内容': '卫生环境都比较好，方便快捷，如有机会，还会选择此酒店！ \n', '短评打分': 5}
{'短评内容': '比较干净，性价比算可以的了。打车也比较方便。', '短评打分': 5}
{'短评内容': '地理位置不错，酒店设施简单了些，或许这价也就这样吧', '短评打分': 5}
{'短评内容': '住过很多次了，比较卫生，地段谈不上好吧，只是离出差的公司还算近。总体中规中矩的，但是早餐的味道是越来越差了！', '短评打分': 5}
{'短评内容': '在江宁，算可以了~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '不错的酒店，干净的环境，实惠的价格。就是早餐越来越难吃了！！！', '短评打分': 5}
{'短评内容': '很干净，服务态度还不错，如果有机会还作为选择住宿首选', '短评打分': 5}
{'短评内容': '不提供免费剃须刀！但是房间设施还是蛮不错的，商店营业时间较短\n', '短评打分': 5}
{'短评内容': '空调很给力！不像其他宾馆一晚上都不热乎！推荐入住！', '短评打分': 5}
{'短评内容': '据说是准4星，后来看到也是自称是准4星。\n按照部队的概念，4星的军衔应当分为大尉大校和大将，\n不知道南京金威大酒店（94968培训中心）在空军中应当是哪一个级别\n我以为---“盛名之下其实难副！”', '短评打分': 1}
{'短评内容': '房间条件不错,格局及布局都挺合乎我的心意的,主要还是住着舒服,', '短评打分': 5}
{'短评内容': '金威大酒店好像是部队开的,所以在这里不用担心安全问题,比较踏实.住宿条件也还不错.', '短评打分': 5}
{'短评内容': '房间很大,住着舒服,而且服务人员也很热情周到,对我们挺照顾的.', '短评打分': 3}
{'短评内容': '酒店位置不错,处于中心地段,交通便利,周边用餐的地方也很多,挺方便的.', '短评打分': 3}
{'短评内容': '酒店位置还行，房间卫生还可以房间还是蛮大卫生间也很大，价格的话还是有些偏贵但是还能接受。', '短评打分': 5}
{'短评内容': '酒店的环境还可以只是位置离市区稍微远了些，房间也很好设施也很新，价格还行。', '短评打分': 5}
{'短评内容': '酒店是不错，套房性价比高，房间也很舒服，就是门出了点问题，有点小瑕疵，总体还是不错的！', '短评打分': 5}
{'短评内容': '住这么多回了，还是给个好评价！堪比4星级酒店了！推荐……', '短评打分': 5}
{'短评内容': '非常不错，环境很好，服务态度也不错，就是早餐难吃了点，不过也还可以了！', '短评打分': 5}
{'短评内容': '非常不错，环境很好，服务态度也不错，就是早餐难吃了点，不过也还可以了！住了好几次了都！', '短评打分': 5}
{'短评内容': 'ok but too farway downtown,i dislike this hotel', '短评打分': 5}
{'短评内容': '位子比较扁，但是酒店还是不错了的，早餐，客房，价格性价比很不错！等到火车南建好大概出行就比较方便！', '短评打分': 5}
{'短评内容': '第二次入住，感觉还是不错的，套房性价比较高！', '短评打分': 5}
{'短评内容': '酒店很干净，设施条件也很完善，以后还是会继续来此酒店入住。', '短评打分': 3}
{'短评内容': '：环境干净、设施齐全、下次还会来入住。', '短评打分': 5}
{'短评内容': '挺不错的', '短评打分': 5}
{'短评内容': '位 置 嘛 远 了 些/ 其 他 方 面 还 算 不 错', '短评打分': 1}
{'短评内容': '房間大.很乾淨.雖然位置有點偏..但是值得入住', '短评打分': 5}
{'短评内容': '房间很大，很宽敞，住着很舒服，服务员态度也很周到热情，住宿环境不错。', '短评打分': 5}
{'短评内容': '酒店在江宁区的中心地带，出行很方便，而且酒店周边有很多吃饭的地方，挺不错的', '短评打分': 5}
{'短评内容': '酒店位置在江宁区，离市区比较远， 不过我每次去那里出差都会住那里 ，环境挺干净的， 空间很大， 就是房间地板不知道怎么搞， 有点松松的那种，踩在上面软软的，是木地板，比较光滑 ，部队开的酒店，管理比较好， 就是早餐差了点，在那住了一个礼拜， 每天早餐都是同一种花样， 没有新的菜品。希望能改善， 去江宁区的话，值得一住。', '短评打分': 5}
{'短评内容': '环境差些，其他都蛮好的，房间干净，设施完善，服务也蛮热情周到的，性价比较高，下次如果在附近出行，还会入住', '短评打分': 5}
{'短评内容': '不推荐', '短评打分': 1}
{'短评内容': '就是晚上睡觉不知道什么东西老是在响。。。', '短评打分': 5}
