{'descr': '很好', 'star': 5}
{'descr': '酒店设施很好，服务也很好，从大庆另一家锦江之星龙南店搬过来的，感觉就是不一样，另一家的设施和服务实在是太差了。这家很好。', 'star': 5}
{'descr': '酒店设施很好，服务也很好，从大庆另一家锦江之星龙南店搬过来的，感觉就是不一样，另一家的设施和服务实在是太差了。这家很好。', 'star': 5}
{'descr': '房间大，床铺舒适，早餐丰盛，下次还会选择住这家酒店。', 'star': 5}
{'descr': '房间大，床铺舒适，早餐丰盛，下次还会选择住这家酒店。', 'star': 5}
{'descr': '感觉非常好！酒店设施卫生都很好。有机会还会去住。', 'star': 5}
{'descr': '感觉非常好！酒店设施卫生都很好。有机会还会去住。', 'star': 5}
{'descr': '这里的枕头非常舒服，就是周围太偏僻，没有几家饭店。', 'star': 5}
{'descr': '这里的枕头非常舒服，就是周围太偏僻，没有几家饭店。', 'star': 5}
{'descr': '干净舒适，每次到大庆新村这边办事都住这里。', 'star': 5}
{'descr': '干净舒适，每次到大庆新村这边办事都住这里。', 'star': 5}
{'descr': ' 酒店很整洁，服务也彼好。', 'star': 3}
{'descr': ' 酒店很整洁，服务也彼好。', 'star': 3}
{'descr': ' 还不错！', 'star': 3}
{'descr': ' 还不错！', 'star': 3}
{'descr': '挺好的，干净，舒服。饭店也挺便宜，味道不错', 'star': 3}
{'descr': '挺好的，干净，舒服。饭店也挺便宜，味道不错', 'star': 3}
{'descr': '干净 整洁 网速超快 停车位也比较多  我们是自驾游，从高速公路下来很好找，也不用进市中心，唯一的缺点（也不知算不算缺点）就是我们到酒店的时候已经是接近21：00了，餐厅关门了  ：）  下次还会入住的', 'star': 5}
{'descr': '干净 整洁 网速超快 停车位也比较多  我们是自驾游，从高速公路下来很好找，也不用进市中心，唯一的缺点（也不知算不算缺点）就是我们到酒店的时候已经是接近21：00了，餐厅关门了  ：）  下次还会入住的', 'star': 5}
{'descr': ' 房间位置很差 不知道大庆这个店怎么了 住了两次都是很差的房间 唉。。。', 'star': 3}
{'descr': ' 房间位置很差 不知道大庆这个店怎么了 住了两次都是很差的房间 唉。。。', 'star': 3}
{'descr': '挺好的  就是房间位置安排的不怎么样 太靠近楼梯间了,', 'star': 5}
{'descr': '挺好的  就是房间位置安排的不怎么样 太靠近楼梯间了,', 'star': 5}
{'descr': '已经入住，需要续住，不知为什么，因重新下定单，不算续住。', 'star': 5}
{'descr': '已经入住，需要续住，不知为什么，因重新下定单，不算续住。', 'star': 5}
{'descr': '房间卫生干净。服务员很有礼貌，稍差一点的是交通与附件的****相比稍有不便，其它都很好。', 'star': 5}
{'descr': '房间卫生干净。服务员很有礼貌，稍差一点的是交通与附件的****相比稍有不便，其它都很好。', 'star': 5}
{'descr': '条件很好，干净。应该把纸杯换成玻璃的就更好了', 'star': 5}
{'descr': '条件很好，干净。应该把纸杯换成玻璃的就更好了', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '酒店房间大，早餐不错，对面是车站，附近也有超市，值得推荐入住，', 'star': 5}
{'descr': '酒店房间大，早餐不错，对面是车站，附近也有超市，值得推荐入住，', 'star': 5}
{'descr': '很好，位置好，方便，不错，很好，位置好，方便，不错，', 'star': 5}
{'descr': '很好，位置好，方便，不错，很好，位置好，方便，不错，', 'star': 5}
{'descr': '很新很大，应该是锦江里面比较好的一家，餐厅也做得不错。', 'star': 5}
{'descr': '很新很大，应该是锦江里面比较好的一家，餐厅也做得不错。', 'star': 5}
{'descr': '环境好，态度好，卫生干净,卫生间还有吹风机，前台服务也非常不错，床很舒服，很软', 'star': 3}
{'descr': '环境好，态度好，卫生干净,卫生间还有吹风机，前台服务也非常不错，床很舒服，很软', 'star': 3}
{'descr': '服务很好，环境也好，总体都非常好，卫生间还有电吹风，床也软，睡得很舒服', 'star': 5}
{'descr': '商务房很大，宽敞舒适，赞~~\r\n早餐稍显简单，再丰富些就更好了', 'star': 3}
{'descr': '干净整洁，舒适度高。只是牙刷头有点小、毛有点硬。建议增加沐浴液', 'star': 5}
{'descr': '\u3000环境不错，干净，服务也不错。', 'star': 5}
{'descr': '房间很不错。商务房可能是锦江之星全国最大的。', 'star': 5}
{'descr': '   酒店设施及服务很好  位置也很好     下次还会入住的 ', 'star': 3}
{'descr': '房间很好，而且服务也很周到。也很还会经常入住的。谢谢！', 'star': 5}
{'descr': '条件和位置不错，可以再住。', 'star': 5}
{'descr': '房间面积有些小，其他都蛮好的，性价比较高', 'star': 5}
{'descr': '房间整体的舒适度还不错，卫生间和卧室配置也比较达标。', 'star': 5}
{'descr': '这个价钱已经很不错了，只是不幸的碰上热水维修，22点就没热水了！背呀！另外房间的网速跟最老的拔号差不多！', 'star': 3}
{'descr': '位置在开发区那边算是比较偏的，酒店的装潢很不错，标准很高。', 'star': 5}
{'descr': '比较舒适，比较安静，卫生服务都还不错。', 'star': 5}
{'descr': '服务很好，有什么要求酒店员工都尽量帮客人解决。', 'star': 5}
{'descr': '位置还可以，不过离车站有一站地，打车到很方便！早餐15一位，我觉的很丰富，中西餐都有！是合作店，不是自有店！', 'star': 5}
{'descr': '房间很干净，床单被罩这些都比较舒服，淋浴间也很不错，设施齐全达标可以推荐入住。', 'star': 5}
{'descr': '这家店的性价比很好，设施配置都很不错，比一般的连锁型酒店都要强很多，再加上设施也比较新。', 'star': 5}
{'descr': '这间店的设施布局还不错，跟人很舒适温馨的感觉。', 'star': 5}
{'descr': '总体看算是合格达标的，就是位置有些偏。其它还好如果是去经济开发区那边办事是个不错的选择。', 'star': 5}
{'descr': '这家锦江条件还不错，位置稍微有些偏，其它都还好，合格达标的连锁型酒店。', 'star': 5}
{'descr': '新酒店，各方面服务还不错，设施也比较新，就是周边交通稍有一些不太方便.', 'star': 5}
{'descr': '新酒店，各方面服务还不错，设施也比较新，就是周边交通稍有一些不太方便.', 'star': 5}
