{'短评内容': '一般，离机场太远，有点骗人', '短评打分': 3}
{'短评内容': ' 皇廷饭店设施尚可,交通比较便利.曾经辉煌过的痕迹很浓,但由于机场停用,周边环境趋于恶化.近期入住还比较实惠的.', '短评打分': 3}
{'短评内容': '是个富丽堂皇的落魄的酒店，入住环境还不错', '短评打分': 3}
{'短评内容': '条件一般，在装修环境也是一般', '短评打分': 3}
{'短评内容': '破酒店，前台打发票的那个脑子灌水了，态度恶劣。', '短评打分': 1}
{'短评内容': '太差了！马桶冲不下去水，洗澡喷头也是坏的，房间很小，床也很小，房间味道很大，感觉好久没住过人了，还说准四星，太扯淡了！！！', '短评打分': 1}
{'短评内容': '太失望了,条件简陋', '短评打分': 3}
{'短评内容': '这里房间太烂了。', '短评打分': 3}
{'短评内容': '附楼的条件有点差！不过服务倒是挺好的！酒店的外形还是很有感觉的！', '短评打分': 3}
{'短评内容': '酒店服务差，设施差，离机场近，等等 .不推荐入住', '短评打分': 1}
{'短评内容': '这家酒店距离机场很近，很方便，早餐很好吃，下次还来！', '短评打分': 5}
{'短评内容': '酒店位置离机场近，但并不是在机场就可以看到的，我晚上一点到达机场，还是打车去的', '短评打分': 3}
{'短评内容': '唯一的优点就是离机场近，晚上还有人来开房门的，怕怕', '短评打分': 1}
{'短评内容': '离昆明机场很近，机场中转休息或者赶早班飞机的好选择。', '短评打分': 5}
{'短评内容': '到机场走过去还是有一段距离的，而且早上有点黑，住的也是偏楼，一个人有点害怕', '短评打分': 5}
{'短评内容': '应该是上个世纪很好的酒店吧。。一进去就感觉很复古，跑澡盆之类的很是有历史。。。不过设计还是挺人性化的，还可以顺便在院里吃饭或者叫到房间，服务员的态度也都很好，我要赶早上的飞机他们还给叫出租车，第一天感觉有点不适应后来就感觉很好了，水管出来的水都是天然的温泉水，很好~~\n缺点是床有点硬。。。。脊椎脊柱不好的还是不要选啦~', '短评打分': 5}
{'短评内容': '皇廷饭店服务非常不好,态度差,水也不好是黄色的.不会有第二次入住.', '短评打分': 3}
{'短评内容': '酒店离机场还是挺远的，说是能上网，但登入很长时间也上不去，因为第二天一大早要坐飞机所以也没有和他们计较上网的问题。淋浴的水不热，找了服务员，弄了半天还是老样子，所以没有办法洗澡。但很奇怪洗手盆的水是热的。', '短评打分': 1}
{'短评内容': '不错，就在机场附近，到机场办事方便，所以一直选择它。', '短评打分': 5}
{'短评内容': '酒店的水压不稳，水都是黄色的。虽说是温泉水，也不带这样的吧，酒店服务单上写明可以代叫出租车，前台又说不能，浴室的浴盆下水不畅通。下次不会再住。', '短评打分': 1}
{'短评内容': ' 离机场近的招待所', '短评打分': 3}
{'短评内容': '最大的优势是位置离机场近 不好的地方是 太旧了点 进去的路有点窄 ', '短评打分': 5}
{'短评内容': '位置很好 离机场真的很近 价格也很合适 团购很便宜的哦', '短评打分': 5}
{'短评内容': '酒店不错，离机场很近。下次去了还继续住。', '短评打分': 5}
{'短评内容': ' 140性价比还行，也就凑合住吧！', '短评打分': 3}
{'短评内容': '卫生、环境都比较差，离四星标准差的远，还不如一般的快捷酒店', '短评打分': 1}
{'短评内容': '离机场近', '短评打分': 3}
{'短评内容': '房间一般，水质不好，发黄，都没敢洗澡。', '短评打分': 3}
{'短评内容': '酒店看着还可以，就是位置太偏，打不到出租，也没有公交车，出去不方便！', '短评打分': 3}
{'短评内容': '老顾客了 很干净 可以洗澡 可以上网 条件一般 但离机场近 比较满意', '短评打分': 3}
{'短评内容': '酒店实在是很糟糕，位置很偏，设施很旧，屋内很脏，住起来实在糟，不堪回首', '短评打分': 1}
{'短评内容': '环境一般，建筑有点象花园', '短评打分': 3}
{'短评内容': '    140的价位有点简陋，不知道200得会好点不', '短评打分': 3}
{'短评内容': '酒店外观可以，内部滑而不实，太陈旧了', '短评打分': 3}
{'短评内容': '感觉还行，房间不大，就是离机场近。这个价钱就算不错了。', '短评打分': 5}
{'短评内容': '服务不错，离机场很近，方便，设施干净大方。环境也可以。就是少了些优雅氛围， 不过好像这家就不是主打浪漫优雅氛围牌的。 一句话，满意。', '短评打分': 5}
{'短评内容': '第二次住这家酒店，还是很好。满意。服务很舒服，没有过度热情但不是冷漠，在你需要他们的时候他们会出现提供服务和建议。不错。', '短评打分': 5}
{'短评内容': '酒店位置 不错，乘坐飞机方便，交通也方便。', '短评打分': 3}
{'短评内容': '环境很优雅别致。 不愧是春城的皇廷饭店。室内很整洁， 看到大床就像立马入睡呀！干净，清爽，空调很足，热水很热。环境安静，可以享受安静闲逸的个人空间。出门旅游就要这样的酒店才对嘛！价钱小小贵，但是很满意。', '短评打分': 5}
{'短评内容': '酒店位置离机场很近，对于乘坐早班机的十分方便。', '短评打分': 5}
{'短评内容': '住宿条件差，吃的早餐样式太单调，办理住宿手续倒是很快', '短评打分': 3}
{'短评内容': '离机场很近，十分方便。酒店设施也还不错，赶时间的朋友可以住一下', '短评打分': 5}
{'短评内容': '酒店还不错，离机场很近，乘早班机方便，大约15分钟时间可以走路到候机厅', '短评打分': 5}
{'短评内容': '酒店距离机场很近，走路仅15分钟，特别是乘坐早班飞机很方便', '短评打分': 5}
{'短评内容': '酒店距离机场很近，对于乘飞机十分方便，酒店环境一般。', '短评打分': 5}
{'短评内容': '该皇庭酒店的设施及服务非常非常一般，可以说是很不好！刚登记时就看见总台和顾客及导游为洗发水瓶在争吵！', '短评打分': 3}
{'短评内容': '住房小，卫生差，床被有异味，早餐质量差，交通不便。16号晚入住。', '短评打分': 3}
{'短评内容': '感觉一般', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '外面看着像皇宫，里面却像招待所。华而不实！', '短评打分': 1}
{'短评内容': '环境不错，关键是离机场近', '短评打分': 3}
{'短评内容': '环境差，地方太偏僻，感觉很不安全，一晚都没睡着，蚊子又多，卫生也不好，总之肯定不推荐朋友去住，主要是太不安全了1', '短评打分': 1}
{'短评内容': '唯一优点离机场比较近，其他一般。标间230元。性价比不高。早餐8:30去已经都凉了，不像4星，也就2星吧！只适合赶早班飞机的人。', '短评打分': 3}
{'短评内容': '去宾馆的当天已经是晚上9点了，接待的有前台服务员以及大堂副理，由于行李生临时有事，还是大堂副理为我拿的行李。副楼是和饭店分开的，单独的楼层。房间挺小的，可以无线上网，网速不足半兆，客房服务员晚上送两盒牛奶。房间隔音效果很差。因为我是女生，自己拖着行李去机场要将近20分钟。只能说下次我可能会去这家酒店。', '短评打分': 5}
{'短评内容': '有设施有点旧，但是离机场近，对于早上要赶飞机的人来讲，还是可以的', '短评打分': 5}
{'短评内容': '真的太一般了，卫生条件真的非常一般！也真的是凑合住一晚了。', '短评打分': 1}
{'短评内容': '位置略略有些偏但是到机场确实算近，住在副楼除了比较闷热（有有电扇没空调）总体还行，热水可能要七点以后才供应。', '短评打分': 5}
{'短评内容': ' 热水我也没放出来,网也没有,离机场还算近', '短评打分': 3}
{'短评内容': '不是很干净 离市中心很远 附近也没有什么好的餐馆 交通不方便', '短评打分': 1}
{'短评内容': '好评', '短评打分': 3}
{'短评内容': '各方面都还好吧~就是早餐不咋地。。。。。。', '短评打分': 5}
{'短评内容': '离机场近。步行20分钟就可以到，就是有点偏、', '短评打分': 5}
{'短评内容': '没空调，条件差，离机场太近也不好，比较吵', '短评打分': 1}
{'短评内容': '没热水', '短评打分': 3}
{'短评内容': '饭店140房价的房子很坑爹，厕所的水排不出去。。马桶看上去也不干净。。房间很明显是员工宿舍改的，房间小不说，房顶还漏水，柜子里很大的一股味，早饭一般般，不给推荐。。。', '短评打分': 1}
{'短评内容': '饭店环境还可以！', '短评打分': 3}
{'短评内容': '饭店不差，入住放心。', '短评打分': 3}
{'短评内容': '酒店位置不是太理想，房间也很小，价格还那么贵，不好！', '短评打分': 1}
{'短评内容': '环境还不错。挺干净的。就是下飞机后走的还是有些远，不那么好找。', '短评打分': 3}
{'短评内容': '隔音一点都不好.噪音很大.房间有一股怪怪的味道.虽说我住的是普通房间.但是也差的太远了.都不如街边的旅店.实在是不好', '短评打分': 1}
{'短评内容': '感觉不错，感觉不错，感觉不错，感觉不错，感觉不错，感觉不错。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '环境可以，优点是离机场近，对于一大早赶飞机的人很适合', '短评打分': 5}
{'短评内容': '做旅游生意的，谈不上服务！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': ' 不好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': ' 房间设施齐全，虽没有空调。但由于定的是副楼也就无所谓了', '短评打分': 3}
{'短评内容': '性价比很高，服务也好。', '短评打分': 3}
{'短评内容': '住的副楼 感觉一般 环境阴森  卫生不是特别好 距离前台远 但是服务蛮热情的', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '以前我每次都住在王府井附近.這次因為班機時間晚,明天一早又離開昆明,我就不想住離機場太遠,所以這次從藝龍網上訂了皇廷.我住在附樓二樓,房間的窗戶一面是面走道,一面是後面可是兩個都不能打開,因為隱密性和安全的問題.還好房間裡有隻電風扇,否則就會悶得不得了.房間熱水只有從晚上7點到凌晨2點,櫃檯人員也沒有告知.主要是服務人員素質很差,非常沒有禮貌,晚上櫃檯人員叫一個服務人員帶我們去房間並幫忙搬行李,她', '短评打分': 1}
{'短评内容': '还不错，离机场挺近的，各方面还都不错，下次来还可以考虑', '短评打分': 5}
{'短评内容': '房间设施一般，能上网但游戏无法玩，吃饭不允许签单，希望能以人为本改进。', '短评打分': 1}
{'短评内容': '酒店地段不错离机场一公里离火车站三公里高是设施旧了点安全差了点', '短评打分': 5}
{'短评内容': '真是个古老的地方，有回到中世纪，入住鬼屋的感觉!服了，不推荐', '短评打分': 3}
{'短评内容': '住的是网上推荐的特价房！住宿条件非常一般！房间在副楼的2层！应该是车库上的办公室改造的房间！早餐也很差！饭菜就那么一点点！去晚了就没得吃了！要不是为了转机方便绝对不会住这家酒店！！！！', '短评打分': 1}
{'短评内容': '真是个住人的地方，连洗澡的地方都能让一个人独霸，没人能和你争，让你想咋就咋的。', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '离机场挺近的，但是没有接送的车，也没有空调。', '短评打分': 1}
{'短评内容': '距离机场确实是近，步行也就15分钟左右，是换机首选住地。\n\n具体走法如下：出了机场沿春城路左侧往前走，到了第一个路口左拐，这个路口有个民航大酒店，走上一段路会看到一个加油站，继续前进，等跨过一座架在一条水沟上的桥，往左边看，可以看到屋顶上的酒店牌子。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '昆明皇廷饭店就是距离机场近，打车起步价就行，很方便！服务态度还不错，就是设施有点陈旧，卫生条件也不大好。\n', '短评打分': 5}
{'短评内容': '离机场很近,走路几分钟就到了,就是地点太偏比较难找,房间太差太差,象招待所,转机赶时间没办法住住.', '短评打分': 1}
{'短评内容': '这家酒店不好，设施陈旧。卫生条件也不大好。二楼还有安全隐患。', '短评打分': 1}
{'短评内容': '离机场近 第二天早上插座没电了 郁闷', '短评打分': 3}
{'短评内容': '就是距离机场近，别的都一般；服务态度还不错', '短评打分': 5}
{'短评内容': '确实比较差！整体感觉。只是离机场比较近而已。', '短评打分': 1}
{'短评内容': '和机场近，有利于早上赶飞机，但是酒店内部的环境一般。', '短评打分': 5}
{'短评内容': '作为转机休息还是很不错的,价格便宜,条件也还可以,还有免费的早餐,步行十几分钟就能到,打车因为绕桥路反到远一些(12元).不过还是建议打车,因为不大好找.', '短评打分': 5}
{'短评内容': '住的主楼标间，房间比较小，看起来旧一点，不过设施还算齐全。前台服务质量有待提高。', '短评打分': 3}
{'短评内容': '还好吧', '短评打分': 3}
{'短评内容': '酒店蛮好的，酒店蛮好的，酒店蛮好的，酒店蛮好的，', '短评打分': 5}
{'短评内容': ' 门脸四星 其实就是招待所 120元价格 也就这样', '短评打分': 1}
{'短评内容': '1月22日凌晨入住的，前台值班服务员态度极其恶劣，严重影响酒店形象，也严重影响昆明形象，严重影响云南旅游形象。', '短评打分': 1}
{'短评内容': '酒店离机场很近，打算赶早班飞机又不愿意早起的住这合适。房间还算干净。', '短评打分': 5}
{'短评内容': '不能上网！不好打的！服务一般般！环境还行~', '短评打分': 1}
{'短评内容': '设施齐全离机场近', '短评打分': 3}
{'短评内容': '＋条件一般，附楼无安全感！', '短评打分': 3}
{'短评内容': '酒店比较一般，但是价位非常划算，而且离机场不远', '短评打分': 1}
{'短评内容': '酒店距离机场很近是优势,但是早饭实在令人不满意', '短评打分': 3}
{'短评内容': '这家酒店的服务还好，就是离古城有点远（主要是路上黑）晚上从古城回来害怕。房间很好，很大。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '房间有点小，其他的都还可以', '短评打分': 3}
{'短评内容': '标准间比较好，设施很全，小点，内部环境很不错', '短评打分': 5}
{'短评内容': '前台服务不错', '短评打分': 3}
{'短评内容': '可以。', '短评打分': 3}
{'短评内容': '住皇庭饭店，跟一般旅店差不多', '短评打分': 3}
{'短评内容': '挺好的  就是热水不够热 别的都还行  最好的事晚上给牛奶喝', '短评打分': 5}
{'短评内容': '宾馆不好，空调都没有', '短评打分': 3}
{'短评内容': '离机场很近，酒店比较旧。像旅社。就是离机场方便。', '短评打分': 5}
{'短评内容': '离机场很近，比较方便，已经住过几次了。就是热水不好，早餐也不好，但是性价比还可以啦', '短评打分': 5}
{'短评内容': '没有热水，冬天很不方便！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '離機場比較近，價格不高，性價比不錯！值得推薦。', '短评打分': 5}
{'短评内容': '服务还不错，其他的一般！附近还有家酒店不错', '短评打分': 5}
{'短评内容': '服务一般', '短评打分': 3}
{'短评内容': '酒店离机场近，比较方便，但设施较差。', '短评打分': 3}
{'短评内容': '很好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '离机场近,但较偏,房间还行,只是设施一般了.', '短评打分': 5}
{'短评内容': '标客的房间也太小了，要不是想离机场近点真是不值，早餐台那叫一个素净啊……', '短评打分': 3}
{'短评内容': '水温太低,洗澡好冷,服务态度不错', '短评打分': 3}
{'短评内容': '就是离机场最近的酒店，转机住宿方便，其他都比较差。各位网友都有评论，不多写啦，要有宽容之心。', '短评打分': 5}
{'短评内容': '还挺破的，价格真贵啊，但机场附近也没有其他家了。十分简陋。服务也不好', '短评打分': 1}
{'短评内容': '副楼实在不好，既没有值班人员保卫安全，房间又有味道，', '短评打分': 1}
{'短评内容': '酒店外观还可以，但酒店房间霉味很重，不知道是不是雨天的原因。', '短评打分': 1}
{'短评内容': '机场过去5分钟都不用，适合转机时临时住宿，性价比高。', '短评打分': 5}
{'短评内容': '己入住.', '短评打分': 5}
{'短评内容': '酒店外表挺堂皇的！但房间一般，离机场很近，性价比还可以。但热水不热', '短评打分': 5}
{'短评内容': '条件一般，床单是脏的，卫生间也小。', '短评打分': 5}
{'短评内容': '不错！设施相对有点陈旧，房间小，服务还是蛮好的', '短评打分': 3}
{'短评内容': '地方不太好找，离机场很近。服务也一般。不过这样的价格也不错了。', '短评打分': 3}
{'短评内容': '位置很近，适合转机，适合住宿。晚上1点多到了还留房。不错', '短评打分': 5}
{'短评内容': '还不错，离机场很近，特价房不如豪华的好，但里面设施已经很不错，总体来说挺好的，适合我们这种工薪阶层', '短评打分': 5}
{'短评内容': '+水不热，其他很一般', '短评打分': 5}
{'短评内容': '地方不太好找，环境一般吧！这种价位还是可以了！', '短评打分': 5}
{'短评内容': '性价比还可以，离机场确实近，十五分钟走路足够了。', '短评打分': 3}
{'短评内容': '性价比还可以，', '短评打分': 5}
{'短评内容': '这个酒店位置特别差，而且服务也差，设施一般', '短评打分': 1}
{'短评内容': '让人发晕的酒店!\r\n明明写的春城路上,开车走了两个来回都找不到!也没有个明显的标志!实际上躲在小巷子里;\r\n服务极差,网络很慢,叫服务员快2个小时才来,还是我发了脾气!(难得发脾气的！）\r\n早点也几乎没啥东西!\r\n诺大的酒店，没多少人入住，周边环境太差了，门口的臭水沟真恶心，污染滇池它功不可没吧！\r\n以后再也不来这里了!', '短评打分': 1}
{'短评内容': '离机场很近，房间条件一般，晚上打车去最好还是开计价器', '短评打分': 5}
{'短评内容': '皇廷硬件尚可，服务一般。', '短评打分': 5}
{'短评内容': '床很硬，早上可以帮忙叫车还算方便', '短评打分': 1}
{'短评内容': '晚上10点开始订，当晚入住，能订到这样的酒店已经很满足了。位置比较好，附近有小区市场，水果，小吃都很多，很不错。住宿条件也不错，不满意的是热水，去的时候是温水，第二天想洗澡，却发现酒店为了节约用水，只在两个时间段提供热水，实在是郁闷。早餐挺不错的，东西挺多，去晚了还可以找服务员要。我住的副楼比较破，不过价格不算贵，还算是满意。这里主要是接待旅游团的，附近的干花市场可以看看。', '短评打分': 1}
{'短评内容': '服务员服务质量态度需要改进一点', '短评打分': 5}
{'短评内容': '感觉就是一般,不过这个价格差不多了.', '短评打分': 1}
{'短评内容': '性价比不错，挺干净的', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '地理位置优越，服务态度良好。', '短评打分': 5}
{'短评内容': '总体来说都不错的。', '短评打分': 3}
{'短评内容': '饭店位置离机场很近，就是打出租车不太方便，但前台可以代叫出租车。其他都还不错的。', '短评打分': 5}
{'短评内容': '还不错哦', '短评打分': 3}
{'短评内容': ' 不知道它和机场的距离是怎么算出来的，而且相当难打车!~', '短评打分': 1}
{'短评内容': '不理想', '短评打分': 1}
{'短评内容': '这家酒店不是很好，设施太陈旧，按照这个价位，有很多好一些的酒店，也是因为上次想要入住的酒店满房了，才选择这家的，感觉不是很理想，下次会参考其他酒店。', '短评打分': 1}
{'短评内容': '离机场很近，交通很方便', '短评打分': 5}
{'短评内容': '离机场很近，走路大概10分钟就到了，但是位置有点偏，第一次很难找到。\r\n设施还算不错，是四星级的标准。不过前台的服务一般。', '短评打分': 5}
{'短评内容': '不怎么好 因为定的是特价间 是一个小侧楼 像招待所 对设施要求不高的朋友可以尝试', '短评打分': 3}
{'短评内容': '优点:\r\n1.离机场近;2.附近农家菜比较便宜\\新鲜;3.房内设施还可以.\r\n缺点:\r\n1.隔音效果很差;2.门前一条臭水河;3.要想到机场,拖着箱子最好还是打车，但酒店门前是很难打到的;4.早餐很简陋.', '短评打分': 1}
{'短评内容': '太垃圾了！我说实话上当了！真的太差了，是我所住的酒店里最差的一家了！太垃圾了!一点安全性都没有！', '短评打分': 1}
{'短评内容': 'if you want to have a nightmere please stay here. very difficult to call/arrived by taxi. service staffs/maids/front are all actively lazy. breakfast is worst than streetside labor foodstall. it is li', '短评打分': 1}
{'短评内容': '没有性价比', '短评打分': 1}
{'短评内容': '住副楼，和招待所没两样，没安全感，只好将贵重物品寄存，结果没有星级酒店那样的规范服务，下次不会考虑住了。', '短评打分': 1}
{'短评内容': '位置距离机场很近，步行就可以，但好像是在一个比较深的胡同里，晚上一个人走会有些害怕。因为我就在那儿住了几个小时等待转机，深夜去清晨离店，所以没有怎么太深的体会，早餐也没有享用到，不知道如何。但因为离机场近，作为转机等待用应该还不错吧。（另外，说句题外话，昆明机场不是24小时开放的，有点意外。有需要转机的朋友可以提前预定酒店。）', '短评打分': 5}
{'短评内容': '萧条的感觉', '短评打分': 1}
{'短评内容': '竟然是配楼，空调都没有，', '短评打分': 1}
{'短评内容': '就一招待所', '短评打分': 1}
{'短评内容': '虽然距离机场很近，但位置有点偏，出行不是很方便，房间的设施很陈旧，卫生一般，没体会到有什么服务整体感觉这家酒店挺一般的', '短评打分': 3}
{'短评内容': '性价比比较高,价位还是可以,位置比较难找一些,其他都不错,挺好的.', '短评打分': 3}
{'短评内容': '卫生环境差 服务态度一般 交通还算不错就是离飞机场近 设施很不好', '短评打分': 1}
{'短评内容': '房间太小,舒适感不足.', '短评打分': 1}
{'短评内容': '酒店的入住环境不太好，早餐也很差，就是地理位置还不错，交通便利一些', '短评打分': 3}
{'短评内容': '酒店的周边环境非常差，污染很严重的。酒店的服务卫生以及设施都很好的，酒店的位置不错，出行很方便的。', '短评打分': 5}
{'短评内容': '这个饭店是离机场近，但是 路非常难走。 太很深很深的街道里。 很不通车。早上起来坐车去机场都很难的。\r\n1  服务一般。不热情。不主动。\r\n2  我们会员的协议房间竟然是在 一个副楼，就在停车场那个小三层版式楼。这样概括大家就知道：旅馆风格。\r\n3  房间没有空调。洗澡水竟然是自己用电烧的。夏天会热死。还是奉劝大家放弃吧。', '短评打分': 1}
{'短评内容': '酒店比较老旧,一进去感觉很不舒服,不会像新酒店进出就给人一种愉悦的心情,设施老旧,位置一般,各方面都很一般.', '短评打分': 5}
{'短评内容': '酒店总体感觉不错,位置很好,卫生服务也都不错,到这边旅游只住了一晚没有太多感受.', '短评打分': 5}
{'短评内容': '餐饮质量太差，不是一般的差，这样会把酒店的生意做坏了。', '短评打分': 1}
{'短评内容': '酒店太差了，性价比太低，位置也很偏，设施也很旧；', '短评打分': 1}
{'短评内容': '服务挺热情周到的，价格也挺实惠的，靠近机场交通挺方便的。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '在重庆,在这个价位的酒店中还算可以.', '短评打分': 3}
{'短评内容': '距机场近,其他方面一般.', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 1}
