{'短评内容': '物美价廉，环境很好!', '短评打分': 5}
{'短评内容': '该酒店虽不大，但很优静，巷子较深，但地段还是很好，酒店的布置似乎有点泰国的风格，年轻人尤其是背包客似乎入住的较多，属于商务型酒店，房间布置简洁但较干净，特别喜欢淋浴间，水很大很舒服。整体感觉还好，就是服务软件还待提高，尤其是前台、客房服务响应和早餐的服务女生，似乎还缺少点热情、手脚也随意，响应也慢等等，但做煎蛋的男师傅挺忙活的，缺点就是早餐只有二个蔬菜，一大堆的面食和点心。', '短评打分': 5}
{'短评内容': '很幽静而且很喜欢那里的早餐，很古典哟。下次还会入住。', '短评打分': 5}
{'短评内容': '08年住过一次，那时候刚装修，很新，但这次去，觉得装修就有些旧了，房间就显得一般了。环境还不错，挺幽静，早餐一般。', '短评打分': 5}
{'短评内容': '酒店的东南亚风格很喜欢，在学院路上比较安静，自己开车也很方便，酒店环境不错，就是感觉房间对于价格来说差了点，而且早餐只送单早，很尴尬。', '短评打分': 5}
{'短评内容': '房间一般，酒店氛围不错！', '短评打分': 3}
{'短评内容': '服务接待还可以，免费做了客房升级。\n不过，号称的东南亚风情无非是些挂画摆设之类，装修水准也就一般的商务酒店吧。\n干净，安静，也算好了，反正出差么。\n建议入住。\n\n对了，有一定的停车位，算是方便。', '短评打分': 5}
{'短评内容': '酒店停车很方便,东南亚风情的装修,房间也比较干净,但是水管的声音比较响', '短评打分': 5}
{'短评内容': '藏在一个不起眼的小门里，房间还不错，就是浴室的设计有点不爽，浴室门朝床，而浴室灯要从房门边开。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '不错的酒店  东南亚风情 床品特别赞 大又舒服  ', '短评打分': 5}
{'短评内容': ' 精品酒店值得入住', '短评打分': 3}
{'短评内容': '很喜欢 性价比不错 但服务有些没跟上 尤其在早餐餐厅', '短评打分': 5}
{'短评内容': ' 酒店不错 很安静 下次 还会光顾', '短评打分': 3}
{'短评内容': ' 性加比低', '短评打分': 3}
{'短评内容': '有些涉外酒店的感觉 装修风格很清新小资 四季房不错 服务还能再改进', '短评打分': 5}
{'短评内容': '挺好的呵呵，还不错，就是房间空间有点小，其他的都不错', '短评打分': 5}
{'短评内容': '满意，服务比较好，前台有个杭州小姑娘长的不错，一般去杭州基本住那', '短评打分': 5}
{'短评内容': '地理位置好，房间设施还是不错的，也比较适合度假，东南亚风格', '短评打分': 5}
{'短评内容': '环境良好，但房间设施一般。早餐一般，服务较好。', '短评打分': 5}
{'短评内容': '酒店的环境相当清幽，房间也挺大的，卫生什么看起来也很干净', '短评打分': 5}
{'短评内容': '杭州世贸君亭艺联酒店超级满意，房间很舒服，我很喜欢。', '短评打分': 5}
{'短评内容': '杭州世贸君亭艺联酒店房间好，早餐很满意。', '短评打分': 5}
{'短评内容': '离办公的地方很近，只是比较难找，其它都相当不错', '短评打分': 5}
{'短评内容': '安静，清爽，东南亚风格，而且床品设施都不错，值得推荐', '短评打分': 5}
{'短评内容': '很好的床', '短评打分': 3}
{'短评内容': '这个酒店非常安静，就是房间设施差一点。有点经济性酒店的味道', '短评打分': 5}
{'短评内容': '酒店还是不错的，外表不太起眼。床非常大。空间很大。很好', '短评打分': 5}
{'短评内容': '很有感激的一家店，地理位置也不错，不过前台的服务挖...某个女服务员真有扁她的冲动，完全没有服务观点挖..早餐也不是很给力', '短评打分': 5}
{'短评内容': ' 马马虎虎', '短评打分': 3}
{'短评内容': '酒店在黄龙体育馆附近，离西湖打的15元左右。设施不错，装修风格挺漂亮的。酒店服务不错，赞一个。', '短评打分': 5}
{'短评内容': '酒店给人深藏不露的感觉，大堂不大但很精致，车位也充足，客房也比较舒适，值得推荐。', '短评打分': 5}
{'短评内容': '还可以，停车方便，位置比较隐蔽安静。早晨自助餐品种比较丰富。', '短评打分': 5}
{'短评内容': '各方面条件都挺好的，毕竟价位有点高,适合考雅思的同志们来住,超近~~', '短评打分': 3}
{'短评内容': '不错，比较喜欢内饰，而且也还干净，比较满意', '短评打分': 5}
{'短评内容': '酒店很舒服，每次来杭州都住在这儿 此次入住很满意 下次来杭州还会考虑', '短评打分': 5}
{'短评内容': '舒适，床品很好，值得推荐，唯一缺点是出租车很难打', '短评打分': 5}
{'短评内容': '蛮好的', '短评打分': 3}
{'短评内容': '环境很好，下次也会考虑再住这里。', '短评打分': 3}
{'短评内容': '酒店有设计感，但是细节有待加强，行政房的卫生间有点差强人意，没有浴缸，淋浴房的地面衔接处看起来有些粗糙，希望细节可以改善。另外说一句，早餐太差了，吃的很少，而且都是冷的，煮馄饨的服务人员态度也很冷淡', '短评打分': 5}
{'短评内容': '酒店很安静 很雅致 此次入住很满意 下次来杭州还会考虑', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '还不错 环境还是比较幽静 价格也还适中 有点点精致 下次有机会还会入住', '短评打分': 5}
{'短评内容': '还行，房间的设施和服务都比较可以，大床房有点偏小，', '短评打分': 5}
{'短评内容': '环境还不错。也有停车位置，还比较方便，以后还选住那里\n', '短评打分': 5}
{'短评内容': '不錯的酒店  只是不吸煙房間一樣有菸味  沐浴乳沒有添加  用一下就沒了', '短评打分': 5}
{'短评内容': '属于精致酒店，氛围很不错。房间一般。\n没明白那天为什么地毯上铺了那么多白布？下雨的缘故？\n早餐还行，比较满意。\n适合自己花钱旅游的入住', '短评打分': 5}
{'短评内容': '地理位置方便。去客户也很方便。早餐还不错', '短评打分': 5}
{'短评内容': '环境不错.', '短评打分': 3}
{'短评内容': '酒店装修不差，不过隔音实在不理想，老清早就开洗衣机了，还有酒店窗外景色跟图片差很多，不过总体还行，我要求比较高。。', '短评打分': 3}
{'短评内容': '很新的酒店，设施什么的都不错，商务出差到这里住很合适', '短评打分': 5}
{'短评内容': '+房间不错很温馨，就是我定的房间早餐才一分。', '短评打分': 5}
{'短评内容': '感觉挺好的，第二次来住了，虽然是为了雅思,不过这里的确是烤鸭们最理想的住所，希望明天考试有个好运气，来这里攒人品来了~~~', '短评打分': 5}
{'短评内容': '房间不错', '短评打分': 5}
{'短评内容': '+环境性价比高，就是服务人员不太负责，问问题以及叫车服务方面都不太到位~~', '短评打分': 5}
{'短评内容': '＋花园式建筑很写意，服务装修都非常满意，服务态度也十分好，主要是酒店地点交通十分便利', '短评打分': 5}
{'短评内容': '酒店小而精，东南亚风格感觉很温馨，就是早餐比较马虎了点，除了商务外个人认为也适合自己去玩住，性价比比较高的', '短评打分': 3}
{'短评内容': '入住过多次，印象一直不错；也算在市中心，但是闹中取静，装修风格也挺喜欢的，唯一不足时窗外没有风景，视野不是太开阔（当然啦，如果这点也补上了，就不是这个价了）；餐厅环境挺好的，菜的味道也不错，价格公道，服务也挺细致的；本来服务一栏想选“很好”的，但是入住时前台一位男士（貌似是小领导）的态度和言语实在让人很不爽；', '短评打分': 5}
{'短评内容': '到杭州的首选酒店，东南亚风格，酒店性价比很高，房间都是液晶电视机，不过早餐一般，前台服务不错，酒店虽小但是可以感觉到温馨', '短评打分': 3}
{'短评内容': '+大堂有点小，房间布置还可以，酒店有地方可以停车。', '短评打分': 5}
{'短评内容': '竹林深处的一家别致的酒店，在外面看不出有什么特别之处，但内部设施却让人惊叹！高楼耸立的都市里，却有一个僻静之处，是我想要的。', '短评打分': 5}
{'短评内容': '加     满意', '短评打分': 5}
{'短评内容': '4星级来说一般了点，但价格还算便宜～～4星级来说一般了点，但价格还算便宜～～4星级来说一般了点，但价格还算便宜～～4星级来说一般了点，但价格还算便宜～～', '短评打分': 5}
{'短评内容': '环境非常好 只是入口有点不显眼 旁边是同乐坊餐厅 斜对面是丝绸展示购物中心  ', '短评打分': 3}
{'短评内容': '满意！', '短评打分': 5}
{'短评内容': '位置还可以，停车比较方便。以后去杭州还定在那里', '短评打分': 5}
{'短评内容': '还可以的，房间很干净', '短评打分': 3}
{'短评内容': '标准房小了点，其他都挺好的', '短评打分': 5}
{'短评内容': '设施一般，不大值这个价位', '短评打分': 5}
{'短评内容': '    此酒店空调风力太小了.网速也很慢，入住也没有服务员帮忙搬行李.........', '短评打分': 1}
{'短评内容': '闹中取静， 我喜欢', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '门不好找，经常有飞机飞过，卫生还不错。', '短评打分': 1}
{'短评内容': '环境不错，庭院式，但是不太好找。', '短评打分': 1}
{'短评内容': '总的来说比较满意，性价比一般，另外这家店很早就改名了', '短评打分': 5}
{'短评内容': '环境不错，就是位置稍微有点偏。', '短评打分': 5}
{'短评内容': '我出差都住這   不錯的酒店', '短评打分': 5}
{'短评内容': '这次住的是都市房怎么感觉还是标准房好呢', '短评打分': 5}
{'短评内容': '这个价格，这个环境，有点贵了', '短评打分': 3}
{'短评内容': '348,大床没早餐，性价比比刚开张时不可同日而语。安排的一楼很多蚊子，这个酒店要加强管理。一个人出来住住不错，要旅游游西湖的话就一般了。', '短评打分': 5}
{'短评内容': '不怎么样', '短评打分': 1}
{'短评内容': '酒店地段不错，这个价位性价比相当高。酒店有个小院子，很安静。床舒服，早餐也不错，品种丰富', '短评打分': 5}
{'短评内容': '被蚊子咬死，这是对这家店最糟糕的体验。本来店面的设计及环境可以加分。', '短评打分': 1}
{'短评内容': '环境一般了。', '短评打分': 5}
{'短评内容': '这个酒店我一直觉得不错的，但是这次入住被蚊子咬得睡不好！没有开窗，还使用了电蚊香，也不解决问题。\r\n\r\n希望酒店能想点办法！下次入住不要再挨咬！', '短评打分': 5}
{'短评内容': '下次有机会还会住的', '短评打分': 5}
{'短评内容': '地理位置方便，价格合适，不错！', '短评打分': 3}
{'短评内容': '还不错，第二次入住，但是房间没有之前的那个大。', '短评打分': 5}
{'短评内容': '位置虽然不是很显眼，倒也不难找。门口就是自家的餐厅，周边小饭店之类的也多，吃东西不是问题。整体感觉就是很安静，住了两晚，除了前台的服务人员走廊上都没遇到过服务员。喜欢安静的朋友可以一试。房间比较大，对得起价格。不过可能稍微再多1~2件家具，比如落地灯什么的会更好些，当然这无关大雅。总体来说还是满意的，下次还会选择。', '短评打分': 5}
{'短评内容': '前台服务人员很冷淡，对客人不够尊重，一看就是公司管理水平不行，房内卫生间气味难闻，无法去掉，下次不考虑再住了，也请选择这家酒店的人要小心。', '短评打分': 1}
{'短评内容': '酒店设施、服务都不错，价格也合适。', '短评打分': 3}
{'短评内容': '帮别人订的，据说就一般的商务酒店，价钱有点贵（可能杭州酒店的价位普遍都高），服务还可以，就这样', '短评打分': 5}
{'短评内容': '挺好的，不过确实不是很好找。住得挺舒服的。不过就是checkin的时间卡的比较死。', '短评打分': 5}
{'短评内容': '安静，卫生，除了房间后面可见一比较旧的小区外，确实是个入住的好地方，闹中取静。', '短评打分': 5}
{'短评内容': '酒店的门口很小，有点难找，但是晚上比较安静，价格有点偏高。', '短评打分': 3}
{'短评内容': '不错的酒店 只是难找了点。。。\r\n还有前台的服装是否能换种颜色 这种灰暗色的看着有点恐怖 特别是小个子的女收银员 ', '短评打分': 5}
{'短评内容': '性价比较高', '短评打分': 5}
{'短评内容': '总体感觉不错~', '短评打分': 5}
{'短评内容': '帮朋友定的，他说很好，模仿巴厘岛风情。', '短评打分': 5}
{'短评内容': '不错的酒店.', '短评打分': 5}
{'短评内容': '很不错，下次到杭州还去这里。', '短评打分': 5}
{'短评内容': '酒店不错，就是有点难找，路边上的标志太不明显。', '短评打分': 3}
{'短评内容': '酒店位置稍偏僻，但是对于自驾游的朋友还是很不错的，环境很幽静，特别推荐他家的饭店“同乐坊”，味道和环境都超赞的，去晚了都会没位子。', '短评打分': 5}
{'短评内容': '环境很好，价格也不错，服务非常好。就是地点比较偏僻。以后还会来住。', '短评打分': 5}
{'短评内容': '环境很幽静，房间也不错，就是打车不方便', '短评打分': 5}
{'短评内容': '总体而言一般吧，因为地理位置离西湖也有一段距离，而且刚入住的时候，房间的暖气不太好，叫了服务迟迟不到，多次催促后才姗姗而来。好在检修的人态度满好，早餐还不错。所以性价比的话，我觉得总体一般。', '短评打分': 1}
{'短评内容': '值得去尝试的一家酒店！', '短评打分': 3}
{'短评内容': '位置比较多偏，但对于喜欢安静的朋友来说正合适，房间挺舒适的，各方面设施也比较全，唯一不足的是电视信号很不稳定，卫星好像也有坏的．总体来说性价比也算高的，因为一直会去杭州出差的关系，也住过不少酒店，这家也算是感觉最好的了．', '短评打分': 5}
{'短评内容': '比较好的一家酒店,以后还会选择!就是隔音效果不太好!', '短评打分': 3}
{'短评内容': '非常舒适的一家酒店,确实如别人所点评的,性价比非常高,应该是在杭州旅游的极好的一个选择!', '短评打分': 5}
{'短评内容': '房间的面积比较小，但是卫生很好。价格有点偏高，位置离火车站有点远。', '短评打分': 3}
{'短评内容': '该酒店位于杭州的城西，地理位置比较偏，吃饭不方便，酒店的大堂要从一条弄堂进去，不容易找，价格有点偏高。', '短评打分': 1}
{'短评内容': '还不错，就是窗外景色太差了', '短评打分': 5}
{'短评内容': '总体不错，房内各设施布局也都算合理，就是有两个人同时上网不方便，应该加上wifi!', '短评打分': 5}
{'短评内容': '装修好.价格低,很不错', '短评打分': 3}
{'短评内容': '性价比高,装修好,不错', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '比较有特色的酒店，床很舒服，服务不错。', '短评打分': 5}
{'短评内容': '环境不错，只是位置有点靠里，门口标致太小，不好找。总体还是不错的。', '短评打分': 5}
{'短评内容': '酒店的标识不醒目，不是很好找，房间的面积小，卫生和设施还不错，服务也蛮好的，整体感觉这家酒店的性价比还是比较高的', '短评打分': 3}
{'短评内容': '酒店的价格有点高，但是条件还是不错的，环境设施也挺不错的，交通比较方便。', '短评打分': 3}
{'短评内容': '价格高了一些,性价比不是很好,设施一般,卫生还很干净,位置不错交通便利.', '短评打分': 3}
{'短评内容': '位置挺好的，这个是关键，其他的嘛，卫生什么都行，毕竟号称四星标准建造了，但是四星的标准来说，不敢苟同了，应该四星的更好一点，达不到心目中四星的标准', '短评打分': 1}
{'短评内容': '我入住的时间是立冬那天，但是酒店室内还有蚊子，而且订得2间房都有.不过室内环境还行，位置也不错挺方便出行的.其它各方面还行', '短评打分': 3}
{'短评内容': '住很多次了,很滿意的酒店', '短评打分': 5}
{'短评内容': '酒店离马路,有距离,要多走几步,房间还行', '短评打分': 5}
{'短评内容': '除了位置不明显外，其他中和来说，是性价比非常高的酒店,床也非常舒服的', '短评打分': 5}
