{'短评内容': '酒店就在西单商场附近', '短评打分': 5}
{'短评内容': '酒店位置还可，就在西单商场后门。\n建议从长安街方向去酒店，好找些。\n房间很小，而且盥洗台居然是和床在一起的。房间味道也很大、老旧。\n如果不是每天清洗地毯，建议酒店还是直接用瓷砖得了。', '短评打分': 1}
{'短评内容': '酒店地理位置好，交通方便，距民航大巴汽车站、西单商业区非常近。', '短评打分': 5}
{'短评内容': '位置不错，服务很好。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '条件差，就是个招待所，比连锁快捷酒店差远了。', '短评打分': 3}
{'短评内容': '地点很好，交通方便，靠近地铁站。周边购物便利。缺点是没有自己的餐厅。', '短评打分': 5}
{'短评内容': '在西单出差，所以选了这里。主要是方便，房间很旧，设施也一般。还行吧。', '短评打分': 5}
{'短评内容': '服务不错，房子够大，位置很好！', '短评打分': 3}
{'短评内容': '酒店位置相当不错，到地铁站以及西单购物中心都很近，非常方便。但酒店设施太旧了，应该装修一下了。', '短评打分': 5}
{'短评内容': '很好啊！方便出入，购物方便，地铁交通方便，下次还来住。', '短评打分': 5}
{'短评内容': '酒店一般，但在西单繁华地带，能有空房，并且在这个价位也不容易。', '短评打分': 1}
{'短评内容': '房间预订很方便，位置好，价格优。', '短评打分': 3}
{'短评内容': '该饭店交通方便，容易找，内部设施还算过得去，属于闹市区里比较方便的饭店', '短评打分': 5}
{'短评内容': ' 京海饭店离西单购物中心很近,位置不错,房间设施旧了点,\r\n潘志权服务还行。', '短评打分': 3}
{'短评内容': '性价比不错，就是比较吵。房间内部装配有些旧。\n', '短评打分': 1}
{'短评内容': '冬季入住很暖和。接待人员礼貌周到，工作态度较好，拖鞋不是一次性的，不敢穿\n', '短评打分': 5}
{'短评内容': '经常住 很方便的 保安认真负责 客房服务温馨周到 \n', '短评打分': 5}
{'短评内容': '服务员笨死了，就不能多做几天房卡 ，每天都得做卡', '短评打分': 1}
{'短评内容': '房间隔音不好，洗澡水一般。磁卡经常打不开房门。除离西单近以外没其他好处\n', '短评打分': 1}
{'短评内容': '网络时快时慢，没法在线看电影，卡。淋浴忽冷忽热、床小且非常破旧、洗发液和沐浴液是一种。\n\n', '短评打分': 1}
{'短评内容': '所谓的大床太小了，俩人根本睡不下。衣柜的门是坏的', '短评打分': 1}
{'短评内容': '拖鞋不消毒，床垫睡得人腰疼，要前台换，服务员说没床垫了', '短评打分': 1}
{'短评内容': '邻近西单商场、中友百货等购物中心，休闲购物十分便利', '短评打分': 5}
{'短评内容': '地里位置好，但是设施有点老。一楼东侧的火锅店传来的羊膻味让人受不了', '短评打分': 5}
{'短评内容': '这家酒店卫生条件很差，又没有餐厅，还在小胡同里，但要去教育部办事还是方便。', '短评打分': 1}
{'短评内容': '地理位置好，但第一天用过的浴巾，第二天没换就放在架上让人感觉卫生欠缺', '短评打分': 5}
{'短评内容': '地段很好，就在西单商城的后面，购物很方便，房间还算干净，设施有点陈旧，但还是可以接受的，价格低些就更好了，推荐！', '短评打分': 5}
{'短评内容': '房间布局挺好，缺点是窗户外有一个变压器，噪音太大。谢谢', '短评打分': 3}
{'短评内容': '交通比较方便，西单商场后面，吃饭也比较方便，房间内部配置还行，适合商务住宿', '短评打分': 5}
{'短评内容': '交通便利，距西单商业区，民航大巴非常的近，很方便的，但遗憾的没有早餐。', '短评打分': 5}
{'短评内容': '要多差有多差，一进去我都傻了，跟地下室似的，空调是摆设，不能用，墙上空调线那是个大窟窿直通着外面，就跟住在外面一样。厕所跟屋是一起的，下水一直响连半夜都响，床单别说干净了，有头发，还有大窟窿，破的旧的就别提了，本来想主天的，一天我就给退了，简直就是上当受骗啊，房价也不便宜288，要500定金。总结一句话就是星级的价，地下室的水平！', '短评打分': 1}
{'短评内容': '地理位置很好，干净，温馨，在西单附近的良好选择', '短评打分': 5}
{'短评内容': '还好吧 就是地点好 离中友君太大悦城很近 设施真的很简陋 而且冬天很冷 没有空调~', '短评打分': 1}
{'短评内容': '位置很好，就是卫生不怎么干净\n。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设备少，床小且硬，店外还有很多其他店的人员在街上拉客，给人感觉很不舒服!\n抽风机响左一晚，没有一次性拖鞋。', '短评打分': 1}
{'短评内容': '地理位置比较好，购物方便。酒店还算干净。价格是这个区域最便宜的。', '短评打分': 5}
{'短评内容': '房间还好，就是有点小', '短评打分': 3}
{'短评内容': '恩恩 不错不错 中央空调很暖和 价格也很优惠 办事方便 下次还去', '短评打分': 5}
{'短评内容': '环境还好,就是床太小。总体感觉在北京哪个位置还不错。', '短评打分': 5}
{'短评内容': '位置十分方便 出门就是西单，去哪里都很好走 楼下还有小吃店和水果摊 拐个弯就到了西单 小巷子的车比较少 不过建议睡眠浅的朋友挑个不靠近马路的房间比较好 ，前台态度不太好，楼层服务员很好', '短评打分': 5}
{'短评内容': '到附近办事的朋友值得一选，条件还可以，非常不错！ \n', '短评打分': 5}
{'短评内容': '环境噪,服务还好，房间很一般。\n对于经济性也好，位置好 \n', '短评打分': 5}
{'短评内容': '设施和环境都不太好，能住，但并不是很舒服 去天安门走着就到了，还能路过中南海 \n', '短评打分': 5}
{'短评内容': '经常住 很方便的 保安认真负责 客房服务温馨周到', '短评打分': 5}
{'短评内容': '位置很好，酒店还有免费的停车场，特别是门口的服务人员，每次去停车都很热情 \n', '短评打分': 5}
{'短评内容': '空调的暖气足，热得我晚上睡觉都开低风，热水一开就来，不用等，离西单地铁站近，离发车去机场的民航大厦也近，推荐。 \n', '短评打分': 5}
{'短评内容': '冬季入住很暖和。接待人员礼貌周到，工作态度较好，拖鞋不是一次性的，不敢穿', '短评打分': 5}
{'短评内容': '离西单特别近，逛街非常方便，那个地段，这个价位，这个房子很不错了', '短评打分': 5}
{'短评内容': '感觉还不错，空调的暖气足，热得我晚上睡觉都开低风，热水一开就来，不用等，离西单地铁站近，离发车去机场的民航大厦也近，推荐。', '短评打分': 3}
{'短评内容': '吃饭比较方便，设施有点老，打印东西好贵，！', '短评打分': 5}
{'短评内容': '房间有点小，不过有暖气这点还好，挺暖和的，服务还行，离地铁很近。', '短评打分': 3}
{'短评内容': '还不错，挺方便的，离西单近，乘地铁到明镜胡同更好一些，人少', '短评打分': 5}
{'短评内容': '逛西单很方便', '短评打分': 3}
{'短评内容': '离西单特别近，逛街非常方便，那个地段，这个价位，这个房子很不错了。', '短评打分': 5}
{'短评内容': '该酒店清洁、卫生环境好，冬季入住很暖和。接待人员礼貌周到，工作态度较好， 卫生间排气较差些，总体留下的印象还好，特别是去西单商业区太方便了，西单商场东侧的小门直达酒店。', '短评打分': 5}
{'短评内容': '\n宾馆的位置很好。洗手间的门不能锁。', '短评打分': 3}
{'短评内容': '飞机误点，很晚才到达酒店，不认识路，打了很多电话询问，都得到热心解答，虽然酒店环境一般，但是地段很好，周边是很热闹的商业街。如果要找酒店的话，大悦城对面的马路进去，比较容易找。', '短评打分': 5}
{'短评内容': '位置很好，房间紧凑，设施齐全！是短途旅行不错的选择！', '短评打分': 3}
{'短评内容': '性价比不错，就是比较吵。房间内部装配有些旧。', '短评打分': 5}
{'短评内容': '地点方便，近西单地铁。地毯有点老旧，拖鞋不是一次性的，不敢穿。浴室很大。', '短评打分': 5}
{'短评内容': '地理位置好，交通方便，距民航大厦近，乘坐机场大巴方便。', '短评打分': 5}
{'短评内容': '京海饭店位置很好，逛街很方便。服务也不错，最好的还有退房后免费寄存行里。', '短评打分': 5}
{'短评内容': '性价比不错，离中友、大悦城超近', '短评打分': 3}
{'短评内容': '该酒店地理位置优越。交通方便，设施齐全，价格适宣，是出行北京首选酒店。', '短评打分': 3}
{'短评内容': '此酒店服务很好，热情!', '短评打分': 3}
{'短评内容': '房间小，价格低。一分钱一分货啊.不过就住了一晚上啊，主要赶飞机方便', '短评打分': 1}
{'短评内容': '房间窗户不严，比较冷。', '短评打分': 3}
{'短评内容': '环境不错就是隔音效果不好。但地理位置特别好如果为了逛西单住在这里物美价廉！', '短评打分': 3}
{'短评内容': '位置很好，酒店还有免费的停车场，特别是门口的服务人员，每次去停车都很热情', '短评打分': 5}
{'短评内容': '挺好的，          有点小吵。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '我住了,可没反钱21元', '短评打分': 3}
{'短评内容': '挺好的，特别方便', '短评打分': 3}
{'短评内容': '酒店位置很好，价格适中，交通十分便利。距离西单商场和2、4号地铁很近。', '短评打分': 5}
{'短评内容': '干净卫生，设施略久。免费停车，没有早餐。位置优越，可以选择', '短评打分': 3}
{'短评内容': '饭店还是挺简陋的，有点像招待所，不过还干净、舒适。\n原来他们规定12点退房。但是经过交涉，还是同意2点退房也行，还是比较宽容友好的。', '短评打分': 5}
{'短评内容': '宾馆位置很好，离中友百货，西单商场都很近，但是毕竟是2星级，硬件设施不是很好，标间床只有一米宽，房间隔音不好，碰巧隔壁客人酒后喧哗，弄的无法休息，跟前台要求换房间，还好立刻更换了，厕所味道有点大。如果是想转西单，还是很好地点。', '短评打分': 5}
{'短评内容': '挺好，有点小吵。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间小了点、设施差了点也旧了点，不过在北京西单这个价位已经很不错了，最重要是方便。', '短评打分': 5}
{'短评内容': '服务尚可,设备差', '短评打分': 3}
{'短评内容': '酒店位置很好，出行方便。\n酒店内务略差，床品陈旧。', '短评打分': 5}
{'短评内容': '麻雀虽小，五脏俱全！大堂内的保安为客人拉门，但之后就比较懒惰了，特别是我在结账离开时，和女朋友拉着行李箱，手里拿着购物袋，保安就站在前台并没用给我提供任何帮助。小酒店就算了，无所谓了，我也不会投诉的。但既然有这么一个岗位，那我心里就不太舒服了！', '短评打分': 5}
{'短评内容': '经常出差在西单，主要是涂个方便。价格比较合理，就是房间设施比较旧了。', '短评打分': 5}
{'短评内容': '京海很近很方便啊\r\n', '短评打分': 3}
{'短评内容': '市中心 价格合理 房间小了一点 但是还算干净 很划算 不错', '短评打分': 5}
{'短评内容': '地理位置优越，紧挨西单商场，性价比高，房间宽敞明亮，总体不错不错', '短评打分': 5}
{'短评内容': '酒店位置和环境整体不错，价格便宜，当然有点旧。缺点就是有点吵（205房间），象风机声音，如住宿可能要选房间。', '短评打分': 5}
{'短评内容': '地段很好,逛街做地铁都很方便,而且价格业也不贵', '短评打分': 5}
{'短评内容': '还好啦，价位合适，暖气不足，又不让开空调。服务态度不错', '短评打分': 5}
{'短评内容': '酒店还是不错，位置也是相当方便。\n唯一不好的是，好像附近有个工地晚上在施工，那种搅拌机的声音，也不知道是不是，反正不是本房间的换气扇的声音，因为关了卫生间的换气扇还是有声音。', '短评打分': 5}
{'短评内容': '挺干净，不错，位置也不错，挺方便的，呵呵呵呵呵呵呵呵呵呵呵呵呵恶化', '短评打分': 5}
{'短评内容': '门坏了，空调不吹热风，服务一般，', '短评打分': 3}
{'短评内容': '经济型酒店，干净，地理位置好，有些许异味，前台人员无热情', '短评打分': 3}
{'短评内容': '酒店位置很好，就在西单旁边，距地铁站不远，价格比较公道。', '短评打分': 5}
{'短评内容': '位置很好，但是硬件条件太一般，步行距西单商业区、图书城均在十分钟内', '短评打分': 5}
{'短评内容': '设施和环境都不太好，能住，但并不是很舒服 去天安门走着就到了，还能路过中南海 \n\n', '短评打分': 5}
{'短评内容': '西单商场后门，穿过西单商场就是西单北大街，大悦城就在对面，休闲购物很方便', '短评打分': 5}
{'短评内容': '离西单商圈实在太近了，购物超级方便。但是房间很一般，设施比较旧。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '环境噪,服务还好，房间很一般。\n对于经济性也好，位置好', '短评打分': 5}
{'短评内容': '位置不错，房间也还行，双人间床小了点', '短评打分': 3}
{'短评内容': '地理位置不错，但是设施和环境都不太好，能住，但并不是很舒服', '短评打分': 1}
{'短评内容': '看到这家酒店的好评率很高。位置和价格都不错，就订了这个酒店，结果。。。\n我订的是套间！！是套间！！整个普通的大床标间给我。我问楼层服务员为什么，答：这就是套间。，实在忍受不了这种赤裸裸的欺骗行为！房间两个窗户。光线很好。带电脑、但是晚上冻死。不用提什么隔音了。晚上根本睡不着！设施陈旧我已经有心理准备了。不说了。也许是我那个房间是个别现象。', '短评打分': 1}
{'短评内容': '紧靠西单，吃饭方便；去天安门走着就到了，还能路过中南海', '短评打分': 5}
{'短评内容': '设备很旧房间有味道,隔音效果差,房间里的东西一般都要另收费,但交通方便', '短评打分': 3}
{'短评内容': '关键是位置好，出行什么的都很便利！价钱也合适', '短评打分': 5}
{'短评内容': '一、位置好，价格在西单附近无敌，基本能满足需求。\n二、居住环境一般，浴室那个地面粘脚，最关键是看起来好久而且隔音特差。\n三、就住一晚，23时许入住，从23时30分开始，旁边学校的拖拉机以及机器轰鸣声就没停，一直到凌晨3点，根本睡不了觉，结账时和前台说，前台说没听见，感情留的这套间也就十几平米，根本不如华威那70平够用。', '短评打分': 5}
{'短评内容': '位置很好，但是硬件条件太一般，要是选择舒适，就不要住这家了，要是选择地段，这家还可以.', '短评打分': 5}
{'短评内容': '酒店位置好，室内卫生也很不错，下次继续来住。', '短评打分': 5}
{'短评内容': '位置还可以就是空调不给用，问原因没解释，借个指甲刀都不给。', '短评打分': 3}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '位置不错，离西单很近，逛商店很方便。但是里面的配套东西很一般，特别是连洗发水和沐浴露居然是同一种东西，而且很差。洗了头跟没洗差不多。哦，对了，我预订的价格和我入住的时候的价格不符，他们说国庆节涨价。害我每天多了50块钱', '短评打分': 5}
{'短评内容': '地理位置确实优越，步行距西单商业区、图书城均在十分钟内，只是房间较小，墙壁、门薄，感觉很简陋，不过确实比较适合自助家庭游住。门口是太仆寺街，入住车辆可别随意停在路边，我就被贴了一张罚单，酒店门卫没有提示应该是失职。', '短评打分': 5}
{'短评内容': '很好,我儿子很满意，只是8号的要贵些，能优蕙更好', '短评打分': 5}
{'短评内容': '到附近办事的朋友值得一选，条件还可以，非常不错！', '短评打分': 5}
{'短评内容': '性价比不赖，总体干净。房间隔音不好，蚊子多，空调老化，网线老化，建议改进', '短评打分': 5}
{'短评内容': '位置十分方便 出门就是西单，去哪里都很好走  楼下还有小吃店和水果摊 拐个弯就到了西单 小巷子的车比较少 不过建议睡眠浅的朋友挑个不靠近马路的房间比较好 ，前台态度不太好，楼层服务员很好', '短评打分': 5}
{'短评内容': '性价比不错，地理位置很好，就在西单商场后门，穿过西单商场过天桥就是大悦城，苹果专卖，君太百货，很方便', '短评打分': 5}
{'短评内容': '卫生一般，环境一般，', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '地理位置不错，步行去西单只要十来分钟，房间有点小，不过这个价位在北京算是不错的了', '短评打分': 5}
{'短评内容': '交通非常便利，里地铁很近，购物极其方便，在西单购物一条街。', '短评打分': 5}
{'短评内容': '我己入住，条件很好，价格适宜。谢！', '短评打分': 3}
{'短评内容': '地理位置好，但是条件一般，好的地方没有好细节，适合来旅游的人群，图个交通方便~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '＋好', '短评打分': 3}
{'短评内容': '客房还不错不过我定了两天但要一天交一次钱不知道有没有什么道道', '短评打分': 3}
{'短评内容': '环境一般，交通便利，房屋有点潮湿', '短评打分': 3}
{'短评内容': 'haohaoahoahoahaoah    haohaohaohao                                        haoahoahaoahoahaoahaoahaoahaoahaoahaoa', '短评打分': 5}
{'短评内容': '服务很热情，内部应该在前期重新装修不久，卫生与隔音条件好（液晶、独立卫生间，宽带网速还很快）。这次去旅游住的7天，很满意。同时旁边就是西单商场和西单地铁站，要去北京旅游的建议住这里，交通发达，去哪都方便。既可以白天去游胡同，也可以晚上去长安街散步。性价比很高，值得推荐。', '短评打分': 5}
{'短评内容': '今天入住京海，觉得还是不错，四周环境十分适合家庭自己购物、旅行。酒店服务态度不错。对工薪阶层来说，性价比不错，感谢网站！', '短评打分': 3}
{'短评内容': '位置十分方便 出门就是地铁4号线 去哪里都很好走 态度很好 楼下还有小吃店和水果摊 拐个弯就到了西单 小巷子的车比较少 不过建议睡眠浅的朋友挑个不靠近马路的房间比较好 总体很满意', '短评打分': 5}
{'短评内容': '这个地段上价格还行,服务也蛮好。', '短评打分': 3}
{'短评内容': '位置不错离西单商场很近，还不错，价格与实际房间有点偏贵，位置不错离西单商场很近，还不错，价格与实际房间有点偏贵', '短评打分': 5}
{'短评内容': '非常方便，在西单地铁站B出口直走就到', '短评打分': 3}
{'短评内容': '每天要结一次帐，不能用信用卡担保。房门质量差，感觉要坏，隔音很差。没有餐厅，热水忽冷忽热。也不送饮用水', '短评打分': 1}
{'短评内容': '就在西单商场后面，购物方便。服务热情。酒店没有餐厅，但附近很多餐厅，也蛮方便。衣柜门太差劲了，只想掉下来', '短评打分': 5}
{'短评内容': '隔音不好，热水忽冷忽热，电视不清楚，空调还可以，没有一次性拖鞋，毛巾也不给换，就是重新叠了又放在哪里…哎~而且最近还涨价了~就冲着位置好去的~现在这个价格如果再涨就不会再去住了…', '短评打分': 5}
{'短评内容': '干净卫生方便性价比高', '短评打分': 3}
{'短评内容': '酒店房间的环境不是很好，周围噪音很大，房间内的空调也比较旧，夜间会发出呜呜的声声，睡不怎么好；我住的单人间,盥洗台竟然和卧室在一起，而不是在卫生间内，很不习惯，网络时快时慢，没法在线看电影，卡。', '短评打分': 1}
{'短评内容': '地理位置很好找，交通非常便利，服务态度非常好，环境卫生也不错，就是房间有点小，价格也不是很贵，以后我还会去。', '短评打分': 5}
{'短评内容': '还不错，出行吃饭都方便，就是房费每天结算太麻烦了', '短评打分': 5}
{'短评内容': '服务态度太差、电视全是雪花点、淋浴忽冷忽热、床小且非常破旧、洗发液和沐浴液是一种。', '短评打分': 1}
{'短评内容': '环境不错很安静到哪都很方便', '短评打分': 3}
{'短评内容': '物美价廉，值得住，早餐不是太丰富，但还是挺卫生的', '短评打分': 5}
{'短评内容': '酒店位置还是不错的，房间设施不好，噪音大', '短评打分': 1}
{'短评内容': '非常不错，入住多次了，不过最近涨价了- -', '短评打分': 5}
{'短评内容': '设施比较旧，不过位置不错。价格也还不错。', '短评打分': 5}
{'短评内容': '位置不错，环境也不错，条件还要加强，建议重新装修一番！', '短评打分': 5}
{'短评内容': '位置很好，距离地铁、商场、餐厅都很近。服务、卫生都很好。', '短评打分': 5}
{'短评内容': '地理位置超级优越，距离西单地铁站步行只有5分钟，酒店各项设施也不错，下次去北京还会住京海饭店。', '短评打分': 5}
{'短评内容': '房间隔音不好，洗澡水一般。磁卡经常打不开房门。除离西单近以外没其他好处', '短评打分': 1}
{'短评内容': '比以前条件好多了。但房门很单薄。洗澡水怎么都调不到合适温度，不是太热就是凉，估计是凉水水压低得缘故。', '短评打分': 5}
{'短评内容': '我以前都是做京海隔壁的府佑街宾馆，2011年6月7日我就换到京海饭店，我做的是288的套间觉得还是很好的，房间里的设施还可以，在靠西单这边我觉得性价比还是可以的，就是没有像府佑街宾馆那边一样提供免费的早餐，当时我住的是朝南的房间另街有点吵，其他总的来说还是可以的，下次去还住这饭店', '短评打分': 5}
{'短评内容': '工作人员态度好，服务完善，干净卫生、地理位置优，下次还住这里', '短评打分': 5}
{'短评内容': '窗户不太隔音，但是酒店服务不错，比较满意，还会再来。', '短评打分': 3}
{'短评内容': '房间还比较干净,还算价有所值', '短评打分': 3}
{'短评内容': '地势优越 交通很放方便 只是房间通风不太好', '短评打分': 5}
{'短评内容': '价格便宜                               就是房间有点小', '短评打分': 5}
{'短评内容': '地理位置好，价位合理，近商业区。但房间的设备一般。', '短评打分': 5}
{'短评内容': '小了点', '短评打分': 3}
{'短评内容': '离西单商业圈近，去机场和西客站都比较方便', '短评打分': 5}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '酒店位置很好，周围购物，小吃，超级便利。住在五楼，没有传说中的吵闹，很安静。房间把洗面池设在干区，独立出卫生间，很好。屋子的空间一下子显得很大。装修还算不错，这个价位也不高。下次去玩还住这里。', '短评打分': 5}
{'短评内容': '一般吧，感觉不太卫生，早上很早就被服务员吵醒了，但也对得起这个价', '短评打分': 5}
{'短评内容': ' 不错，经济实惠', '短评打分': 3}
{'短评内容': '不错 不错 对这家很满意 房间虽小 却五脏俱全 比较干净、卫生 就在西单商城的后门 购物、娱乐及乘坐地铁出行 很方便   ', '短评打分': 5}
{'短评内容': '只能说地点的确不错，离西单商业区很近，除此之外想不出任何可以对上这个价格的方面~设施和房间都比较老旧，隔音非常不好，晚上各种噪音听得非常清楚~ 电话打不出去 还有骚扰电话 最后直接把电话线给拔了……哎~只能说大家住着图个逛街方便吧……', '短评打分': 5}
{'短评内容': '地点不太好找出租车司机都不认识，房间干净环境不错。', '短评打分': 3}
{'短评内容': '还好，方便，较为安静。离商业区近在咫尺，服务也还好', '短评打分': 5}
{'短评内容': '地理位置好。在西单购物很方便。觉得房费有点贵。', '短评打分': 5}
{'短评内容': '＋性价比低', '短评打分': 3}
{'短评内容': '很好，住得很舒服，购物也很方便。交通很畅通', '短评打分': 5}
{'短评内容': '酒店位置不错，服务也可以，标间就是床有点小。总的来说，在北京这样的价格也可了！', '短评打分': 3}
{'短评内容': '房间还好，服务态度很好，就是隔音很差，外面很吵！不过交通各方面都很方便！', '短评打分': 3}
{'短评内容': '位置好，价格适中', '短评打分': 3}
{'短评内容': '比较舒适,缺点是晚上有点吵', '短评打分': 3}
{'短评内容': '网慢的不行，卫生间小，其它都挺好。位置也挺好。 至少地铁方便，想吃什么基本附近都有。', '短评打分': 5}
{'短评内容': '所处位置很方便购物出行，服务热情，性价比合理，部分房间紧凑了些。', '短评打分': 5}
{'短评内容': '没有床头灯不好。', '短评打分': 3}
{'短评内容': '酒店隔音效果不是很好，其他方面还是很不错的', '短评打分': 5}
{'短评内容': '工作人员服务态度恶劣！！', '短评打分': 3}
{'短评内容': '地理位置极佳，购物出行都很方便，性价比可以', '短评打分': 5}
{'短评内容': '位置没得说，就是房间的床太小了啊，可能商务房会好很多，总之还不错啦', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '离教育部很近，不错,房间整洁，希望以后越来越好', '短评打分': 5}
{'短评内容': '好 好好 好好好  好 好好 好好好  好 好好 好好好', '短评打分': 5}
{'短评内容': '酒店位置好  房间大小适中  价格合理  下次还来', '短评打分': 5}
{'短评内容': '服务态度很好。也很正规。就是没有床前小抬灯。而且隔音不是很好。总之还不错啦！', '短评打分': 3}
{'短评内容': '服务态度很好，环境不错，就是房间小了点。', '短评打分': 3}
{'短评内容': '位置不错', '短评打分': 3}
{'短评内容': '还不错，网速慢了点 呵呵 .房子稍微小了一滴滴', '短评打分': 5}
{'短评内容': '地理位置很好，出行很方便。离繁华地段很近，办事购物都很方便。挺。。。。。。。。。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '去年以来，每次去北京都住这里，感觉很好哈', '短评打分': 5}
{'短评内容': '这个价钱不错，下次有机会还去，希望能给我优惠点。', '短评打分': 5}
{'短评内容': '地点好，出行方便。周边餐饮、购物点集中。客房性价比不错。下次到北京还愿意入住该饭店。', '短评打分': 5}
{'短评内容': '酒店房间不隔音，前台的服务有点差，228的房间的床太小了，打电话问的说是1.5米的，见到的菜1.0米，还是建议住238的，房间还比较干净！', '短评打分': 5}
{'短评内容': '酒店的房卡大多数是将要断开的，但是前台还是会发给你的，如果断开了，就要赔钱，前台服务一般', '短评打分': 5}
{'短评内容': '酒店的房门不隔音，如果能隔音的话这个酒店还是很不错的，早上很吵，没有早餐', '短评打分': 5}
{'短评内容': 'N次入住了，性价比不错，交通便利，购物便捷，以后还是会住的。 \n', '短评打分': 5}
{'短评内容': '房间稍小，服务还可以，位置比较好，总体还行', '短评打分': 5}
{'短评内容': '房间还行！位置不错！在西单商场后面。服务要跟上才行！', '短评打分': 5}
{'短评内容': '地理位置优越，吃住都很方便！套间内设施齐全。', '短评打分': 5}
{'短评内容': ' 房间够宽敞！', '短评打分': 3}
{'短评内容': '离西单地铁站很近，附近还有一些小吃店，唯一不满意的是不能开空调', '短评打分': 5}
{'短评内容': '交通、吃饭、购物很方便，缺点就是房间隔音效果不好', '短评打分': 3}
{'短评内容': '价格合理 位置很好 小吃很多 离西单步行街非常近 很方便', '短评打分': 5}
{'短评内容': '位置很好 离西单步行街很近 附近小吃也很多 酒店还可以 就是比较陈旧了 但相对来说还不错', '短评打分': 5}
{'短评内容': '相对于对于北京市中心的这个位置，该酒店性价比较好；交通便捷，离西单地铁站及机场大巴西单站均步行10分钟即可；酒店卫生也不错，缺点就是房间隔音效果不够理想。', '短评打分': 5}
{'短评内容': 'N次入住了，性价比不错，交通便利，购物便捷，以后还是会住的。', '短评打分': 5}
{'短评内容': '送女朋友出国前住在这里，床稍微小了，空调不能开，不过位置非常好没走多久就到中友了，机场送机服务略贵，能便宜就好了。', '短评打分': 5}
{'短评内容': '交通位置还算方便~就是房间太小了~且不提供一次性洗漱用品~', '短评打分': 5}
