{'短评内容': '酒店很干净，内部设施好。就是出门不怎么方便。周围餐厅少。', '短评打分': 5}
{'短评内容': '离机场比较近，在798艺术圈，早餐比较好，卫生，安全，就是窗户不能打开。', '短评打分': 5}
{'短评内容': '个人认为北京性价比最高的酒店之一，装修温馨，安静。服务热情。', '短评打分': 5}
{'短评内容': '环境真不错，干净舒服又安静', '短评打分': 3}
{'短评内容': '因为要在新国展参加展会，所以订了这家酒店，位置去展会开车很方便，不堵车，酒店的房间也不错，窗外就是公园，而且有时间还可以去旁边的798艺术区转转。', '短评打分': 5}
{'短评内容': '房间很大，很干净。位置离高速近，去机场非常方便。可是周边的配套设施比较少，晚上步行吃饭有点困难。去798，电子城，望京办事的出差者，推荐首选。', '短评打分': 5}
{'短评内容': ' 房间挺不错，靠近798', '短评打分': 3}
{'短评内容': '酒店很好，房间大，值得入住', '短评打分': 3}
{'短评内容': '酒店还不错，干净，空间也够大，设施很全很新。性价比高，离机场也近。', '短评打分': 5}
{'短评内容': '房间不大，卫生条件较好，早餐品种比较全。', '短评打分': 5}
{'短评内容': '因为要在电影博物馆搞活动选择了这家距离最近的酒店，房间有点小，卫生状况很好。早餐品种较多，还不错。', '短评打分': 5}
{'短评内容': '酒店貌似是和韩国合资的，位置很好找，韩国人很多，房间很大，设施也很齐全，只是设施有些旧了。我们住的豪华大床房，电视有点小，早上的时候有很多韩国人，有些吵。周边有公交车站，只是附近只有一两家餐馆，我们住的时候都是去离着最近的望京商业区吃饭，不过也不太远，打车10块钱。', '短评打分': 5}
{'短评内容': '处于老国展和新国展之间，适合商务人士，店内环境干净舒适，', '短评打分': 5}
{'短评内容': ' 隔音很差，硬件不行，卫生一般，酒店服务好', '短评打分': 1}
{'短评内容': '房间很大，很舒服，早餐也很不错，是一家值得去的酒店，价格也便宜，交通方便，很豪华！', '短评打分': 5}
{'短评内容': '位置幽静，紧离机场高速，环境还算不错！', '短评打分': 3}
{'短评内容': '房间大，服务好，楼道隔音太差，停车不方便。', '短评打分': 3}
{'短评内容': '房间设施挺好的。但空调不够暖，电视相比房间有点小了，卫生间很大干净。服务态度也不错。总体满意！', '短评打分': 3}
{'短评内容': '这次入住的感觉不是很好，和之前差很多。入住期间，早餐的时候有团队，服务员人手不够，自助餐台的食物吃光了也未及时补充，餐具、杯子等也不够用，桌子也来不及清台。总之，一个字：乱！！！！！！', '短评打分': 5}
{'短评内容': '位置很偏，吃饭和出行不方便。房间隔音不好，隔壁做点什么你都能听见-_-#.', '短评打分': 1}
{'短评内容': '酒店还不错，设备较完善，床铺也新，价格实惠，就是有点点偏，总的来说不错，', '短评打分': 3}
{'短评内容': '酒店房间很大,服务还可以。价格稍贵一点点。其他还好。', '短评打分': 3}
{'短评内容': '服务不错，装修不错，性价比高，值得推荐！', '短评打分': 5}
{'短评内容': '已经住过很多次了，看重她的安静。但是周边买东西的话不是很方便，还有就是早餐有越来越差的趋势。', '短评打分': 5}
{'短评内容': '不错，工作人员服务很好，卫生条件设施不错！', '短评打分': 5}
{'短评内容': '硬件不行，隔音效果差，早餐也差，很难想象\n\n', '短评打分': 1}
{'短评内容': '酒店的房间和服务让我感到非常满意，房间干净舒适，另外酒店的自助早餐也不错，而酒店离工厂所在的望京新区很近， 不错，就是周边没什么吃饭的地方。另外里机场很近', '短评打分': 5}
{'短评内容': '还不错，酒店服务员很亲和，，，，，，早餐也算丰富', '短评打分': 5}
{'短评内容': '还比较好，就是外出吃饭不怎么方便,但是离机场还是比较近的', '短评打分': 5}
{'短评内容': '很好！环境很安静，能够休息好。酒店的服务也不错。就是早餐菜的品种太少，不过是送的。', '短评打分': 5}
{'短评内容': '服务态度还不错，早餐也比较丰盛，下次要是到北京来还住这个酒店。', '短评打分': 5}
{'短评内容': '特惠房给给位置最远的一个小房子还没窗，里面也太小啦', '短评打分': 1}
{'短评内容': '因为本次去北京的主要目的是798和草厂地，所以住在这里很方便。有一天想去天安门那里的国家博物馆看看，就觉得酒店位置真的太偏了。即使自驾，北京的堵车也实在让人气馁和疲惫。\n房间里的暖气真足！定的是大床房，很舒服。无线上网适合查资料，不适合看视频。早餐实在无足观。\n', '短评打分': 5}
{'短评内容': '订了598元的豪华大床间，没想到办理入住的时候居然没房了，给免费升级了一个套间，二张床，房子是很大很大的，但是冷得不行，估计室内温度不到五度，早上起来拉开窗帘发现居然卧室的窗户竟然微微开着，关不严实，怪不得冻了一晚上。太惨了……。第二天要求换房，服务态度还是很好的，立马给换到另一个套房，还是二张大床，这回冷是不冷了，但房间没一个活窗户，唯一个个窗户是死的，对着大堂。房间大极了，卧室的电视机是坏的，', '短评打分': 1}
{'短评内容': '旁边有个石锅石不错', '短评打分': 3}
{'短评内容': '房间里太热了， 很干，鼻子难受！', '短评打分': 3}
{'短评内容': '本人一向喜欢戴斯酒店的服务，所以这次到北京出差自然也选择入住北京的戴斯酒店。酒店的房间和服务还是让我感到非常满意，房间干净舒适，另外酒店的自助早餐也不错，而酒店位于北京的韩国人聚集区望京新区，所以很多韩国人入住该酒店。唯一美中不足的就是酒店的位置，非常偏僻和不方便，离望京中心区还有很远的距离，出门只能乘坐的士，很多北京的的士司机都不知道这家酒店的地址。另外如果从北京机场打的士到这家酒店，因为路程很', '短评打分': 5}
{'短评内容': 'If they could offer more options for breakfast will be perfect. ', '短评打分': 5}
{'短评内容': 'VERY QUITE, AS GOOD AS BEFORE. \nJUST HOPE THEY COULD OFFER MORE OPTIONS FOR BREAKFAST. ', '短评打分': 5}
{'短评内容': '不错的酒店，北京西北方向首选，798艺术区近在咫尺，去机场也很方便，20分钟就到了', '短评打分': 5}
{'短评内容': '空调调到30度，温度依然不是很暖和，其他都还不错', '短评打分': 5}
{'短评内容': '选择这个酒店主要是为了赶飞机，直接机场高速，十分方便。离798很久，走路一个街口，是个不错的选择。', '短评打分': 5}
{'短评内容': '房间非常大，设施也不错，虽然有些旧不过挺干净。周围环境十分安静，来往机场方便。', '短评打分': 5}
{'短评内容': '美式风格,宽敞干净,就是早餐单调,但还是推荐下。', '短评打分': 3}
{'短评内容': '一般出差会选择戴斯酒店，干净、服务好，值得信赖', '短评打分': 5}
{'短评内容': '酒店设备还ok，但基本就是个冰窖⋯⋯ 这个季节的北京，空调没一点温暖，酒店无解释，各位小心，再小心哦⋯⋯', '短评打分': 1}
{'短评内容': '环境还不错，房间略小，不过在北京算是不错了，离办事的地方很近。', '短评打分': 5}
{'短评内容': '地点很好，离机场很近，去火车站很方便，直接上四环，二环，', '短评打分': 5}
{'短评内容': '位置稍微偏了一点，但是在北京来说性价比比较好，没有任何娱乐设施。', '短评打分': 5}
{'短评内容': '位置不错 距离机场不远 位于望京繁华区\n不过早上出行有点堵\n酒店很新 服务也是不错\n不过枕头很不舒服\n酒店很多韩国住客 \n早餐一般', '短评打分': 5}
{'短评内容': '全新的酒店，房间设施齐全，地理位置去机场比较方便，服务态度很好。', '短评打分': 5}
{'短评内容': '很不错的酒店，就是停车不太方便，不知能否想办法解决一下呀', '短评打分': 5}
{'短评内容': '酒店边上是个大公园，很安静。酒店房间也比较大，但设施稍微旧了一点。', '短评打分': 5}
{'短评内容': '早餐还不错，酒店的房间很好，性价比还行，主要是工作方便', '短评打分': 5}
{'短评内容': '值得推荐，离工作的地方很近，设施很好，服务业不错', '短评打分': 5}
{'短评内容': '酒店位置好偏，早上打车非常困难，灯光很暗，我住了一周 拖鞋就给换过1次 早餐马马虎虎吧~', '短评打分': 1}
{'短评内容': '各方便都不错，值得推荐', '短评打分': 3}
{'短评内容': '很好，出差都住这里', '短评打分': 3}
{'短评内容': '酒店设施及服务很好,下次还继续订！', '短评打分': 3}
{'短评内容': '服务态度非常满意,距机场特近.赶早上飞机的话,这是一家很适合选择的酒店.', '短评打分': 5}
{'短评内容': '酒店服务设施都很好，就是交通不方便', '短评打分': 3}
{'短评内容': '酒店很舒适，设施也很齐全。', '短评打分': 3}
{'短评内容': '酒店设施和服务不错，赞一个，以后会选择！', '短评打分': 3}
{'短评内容': '位置很好,离办事地方很近,房间还可以,对得起这个价格的!', '短评打分': 3}
{'短评内容': '比较安静，房间够大比较舒适，重点要说的是大床还是很好的，入住手续办理很快捷。', '短评打分': 5}
{'短评内容': '由于被升级了感觉很超值！', '短评打分': 3}
{'短评内容': '还不错，房间还算大，尤其是大床够宽敞。周边冷清了点，停车位比较紧张与这么高档次的酒店不相称。总体还说得过去', '短评打分': 5}
{'短评内容': '除了有点远，其他还可以，离798很近，离那家的馆子也不远', '短评打分': 5}
{'短评内容': '酒店位置安静，交通很方便，前台服务很好，我和朋友都满意。', '短评打分': 5}
{'短评内容': '酒店的房间还是不错的，可惜走廊内的空气实在太差，可能没有开排气扇的原故。希望改进。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '很好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '位置有点儿偏僻；但酒店房间宽敞明亮，干净整洁，尤其是卫生间给满分；我航班晚点到店没有标间了，酒店免费升级了一个行政套房；超赞！', '短评打分': 5}
{'短评内容': '酒店卫生状况不错,就是地段有点偏,需要好好找.边上吃饭的地方比较少.就一家红京鱼 \n早餐一般', '短评打分': 5}
{'短评内容': '酒店卫生状况不错,就是地段有点偏,需要好好找.边上吃饭的地方比较少.就一家红京鱼', '短评打分': 5}
{'短评内容': '硬件设施不错，性价比不错的酒店，就是地理位置有点偏。硬件设施不错，性价比不错的酒店，就是地理位置有点偏。硬件设施不错，性价比不错的酒店，就是地理位置有点偏。', '短评打分': 5}
{'短评内容': '这是我住过的酒店中让我最不满意的一家。先说房型，网上预订查看显示床型是180×200，实际入住的床型要比这小。还有就是前台的服务，夜间手不慎被划伤，被单脏了要求更换，前台的服务员说太晚了换不了，我知道其实是这家酒店值夜班的员工睡觉了，前台不想叫客服的起来，员工之间的关系还很融洽，为了能让同事睡个好的工作觉，可以让顾客用一夜的脏被单，最后还要由顾客为此买单，真是经营有方的酒店。结帐时前台的工作人员居', '短评打分': 1}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '北 京银枫戴斯商务酒店还可以的。', '短评打分': 3}
{'短评内容': '已入住，酒店过道味有点大，22点小卖部和一楼餐厅开着但是找不到服务员', '短评打分': 3}
{'短评内容': '干净，早餐不错。好评', '短评打分': 3}
{'短评内容': '酒店环境0k，就是不好打车!', '短评打分': 3}
{'短评内容': '房间环境还可以，准4星标准。酒店地点太偏，你要是想出去逛一下的话得打的，旁边基本就是工业区。早餐可供选择的品种很少，居然没面条。', '短评打分': 5}
{'短评内容': '此酒店的性价比很高，已经让朋友、亲戚入住了很多次了', '短评打分': 5}
{'短评内容': '房间户型比较特别，但是全明，住的还比较舒适，位置离机场近，性价比较高', '短评打分': 5}
{'短评内容': '此酒店环境幽静，隔音效果不错！室内空间的不规则设定感觉不错！！赞！！ ', '短评打分': 5}
{'短评内容': '安静，早餐服务员太少，居然没人收拾桌子。附近不繁华，只有一个吃饭的地方。', '短评打分': 5}
{'短评内容': '环境不错，房内设施也可以，很舒服，遗憾的早餐不好吃呀。。', '短评打分': 5}
{'短评内容': '环境还好，就是早餐差了点，不好吃，种类也少。。。', '短评打分': 5}
{'短评内容': '北京银枫戴斯商务酒店环境，设施，卫生，服务都不错。值得推广。', '短评打分': 5}
{'短评内容': '房间很不错，周围环境也很好，就是隔音稍差。', '短评打分': 5}
{'短评内容': '环境很好，服务态度也很好，交通也是非常方便', '短评打分': 5}
{'短评内容': '经常订的酒店，以前都是好评。这次是临时预订，说普通房398元、高级房498元都满房了，只剩下豪华房618元/晚，没辙就订了。入住一看，就是普通房！\n见利忘义，严重鄙视！', '短评打分': 1}
{'短评内容': '位置不错 如果赶飞机住这儿很不错 早上飞机', '短评打分': 5}
{'短评内容': '酒店位置比较偏僻，不好找，房间还行比较大，也比较卫生。', '短评打分': 5}
{'短评内容': '房间干净整洁，面积较大，地毯松软干净，非常舒适的酒店。就是位置稍微偏了一点儿', '短评打分': 5}
{'短评内容': '在望京比较好的400元以内酒店，靠近望京公园。房间很安静，我比较喜欢！', '短评打分': 5}
{'短评内容': '酒店的环境很安静，去机场也比较方便，比较不错', '短评打分': 5}
{'短评内容': '酒店各方面都还不是蛮不错的，去机场也比较方便。', '短评打分': 5}
{'短评内容': '房间有点小，其他还不错。硬件设施离四星有点距离，但是挺干净的。离798艺术园区很近，走路5分钟就到，虽然周围没有大型超市，但依傍着银枫小区，十分安静。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '这次入住的时候酒店给升级了房间，很大，很舒服，赞一个。', '短评打分': 5}
{'短评内容': '一如既往的支持，很安静的酒店，希望增加些早餐的品种。', '短评打分': 5}
{'短评内容': '已经住了好几次了，酒店很安静，离机场很近，不追求商业中心的话是很不错的选择。', '短评打分': 5}
{'短评内容': '环境很好，服务态度也很好，房间比较干净，会继续入住', '短评打分': 5}
{'短评内容': '房间很大，卫生条件不错，周边还算便利，价格稍微有些贵，不好预订', '短评打分': 5}
{'短评内容': '在酒店附近办事的人住这里最好了，不用住到二三环以内。', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 3}
{'短评内容': '环境很好，卫生情况也很好，打算长期入住，服务态度也好', '短评打分': 5}
{'短评内容': '环境很好，服务态度也很好，很亲切，有家的感觉', '短评打分': 5}
{'短评内容': '感觉环境还是很不错的，所以继续选择入住这里。', '短评打分': 5}
{'短评内容': '环境很不错，自助餐的味道也很好，服务态度也很到位，值得推荐', '短评打分': 5}
{'短评内容': '非常满意，特别是房间内设。\n旅馆内环境气氛也不错。\n房价也比较合理。', '短评打分': 5}
{'短评内容': '离机场较近，交通四通八达，酒店硬件设施不错', '短评打分': 5}
{'短评内容': '环境比较好，服务也是不错的，还会选择入住这家酒店', '短评打分': 5}
{'短评内容': '感觉不错，服务态度也好，自助餐味道也不错', '短评打分': 3}
{'短评内容': '环境不错，卫生条件也不错，所以再住了一天', '短评打分': 5}
{'短评内容': '和以前一样好，早点也不错', '短评打分': 3}
{'短评内容': '感觉很好，环境也不错，值得推荐，服务也很到位', '短评打分': 5}
{'短评内容': '推不推荐嘛，还是要看你本身注重什么条件。最大优势是其房间面积够宽敞，2X于一般经济型酒店（当然价格也是2X啦！）。房间设施和服务水平跟他们三星级的匹配。我觉得睡得不舒服的就是他们的枕头比谁家酒店的都高一寸或半寸的（可怜你的脖子就自带枕头才来这里住），我躺那床垫也被睡得有点塌下去了。前台办理入住/退房手续都比较慢，常常都只有单独一个工作人员在办事（虽然明显有别的同事躲在他/她身后的办公室里面吹泡泡什', '短评打分': 5}
{'短评内容': '不高兴', '短评打分': 3}
{'短评内容': '隔壁的石锅鱼非常不错，就是酒店房间无法开窗，也没空调，又闷又热', '短评打分': 5}
{'短评内容': '下次入住依然会选择戴斯，会向身边人推荐。', '短评打分': 5}
{'短评内容': 'the room is not very clean and the toilet smells bad...', '短评打分': 1}
{'短评内容': '依然选择入住戴斯，希望能给我们这些经常入住的人一些便利条件。', '短评打分': 5}
{'短评内容': '性价比很高，只是地理位置稍微差点，打车不便。早餐一般。', '短评打分': 5}
{'短评内容': '其它都还可以，就是地点离机场不远不近。的哥都避之唯恐不及；可不打的就不太方便了……', '短评打分': 5}
{'短评内容': '一如既往的选择这家酒店，服务不错，干净,下次还会选择的。', '短评打分': 5}
{'短评内容': '.酒店不好价格高，没有好的餐厅，', '短评打分': 3}
{'短评内容': '酒店反环境不错，房间卫生 设备很好，服务也不错的', '短评打分': 5}
{'短评内容': '已经不是第一次入住了，戴斯真的很不错，推荐', '短评打分': 5}
{'短评内容': '酒店位置稍微有点偏，但是离798很近，走过去5分钟就到了。房间也不错。', '短评打分': 5}
{'短评内容': '在望京，离机场打车不远。环境还是依旧，就是早餐稍差。', '短评打分': 5}
{'短评内容': '已经不是第一次来这里住了，服务热情，设备貌似进行了更新，没有吹风机', '短评打分': 5}
{'短评内容': '除了早餐差了点外，其他都很好！', '短评打分': 3}
{'短评内容': '酒店环境总体不错，就是早餐太简单了', '短评打分': 3}
{'短评内容': '酒店环境不错，客房也很舒适，下次如果去附近办事，还是会选这家', '短评打分': 5}
{'短评内容': '早餐稍差点，而且韩国人多，都是组团，早餐有时连盘子也没有，品种也较少，不过房间感觉很好的，干净！', '短评打分': 5}
{'短评内容': '这个酒店的水准真的太差了，晚上按规定时间到了，居然没有给留房间，半夜三更订酒店就是为了有个住处，结果到了还不给留房间。谁不气愤呀！！！再也不想去了！！！', '短评打分': 1}
{'短评内容': '太气愤了，我和同志定了2间房，在规定的时间到了，居然没有房间，把我们撵出去了，而且酒店设施也比较陈旧，再也不想住这个酒店了。气死了！！！！', '短评打分': 1}
{'短评内容': '网上说这家酒店紧邻首都机场，可是我到了首都机场却发现不了这家酒店，因而没有入住。', '短评打分': 1}
{'短评内容': '超大的房间，套间是可以隔成两间的，一间是2米大床，一间是1.5-1.8米大床，有两个电视，超大的沙发，适合家庭旅游居住，住6-8人没问题。只是只有一个卫生间，两份早餐，房间没窗。还有早饭品种不多。', '短评打分': 5}
{'短评内容': '做活动时性价比超值，环境也没我想的那么偏，打车还方便，离798也超近，卫生不错，房间也OK，比香江戴斯好很多！', '短评打分': 5}
{'短评内容': '距离机场较近，但是酒店位置有些偏，幸好打车还比较方便。酒店的房间较大，但是会有一种空旷的感觉。卫生间的设施不是很好！', '短评打分': 5}
{'短评内容': '很舒适,很干净,很好!如果房间的灯再亮一点就更好了!还有衣柜里最好也能安装一个灯,方便我们拿东西!', '短评打分': 5}
{'短评内容': '服务不错，干净整洁，就是下水有点问题，酒店应该及时的检查才行', '短评打分': 5}
{'短评内容': '虽然酒店还可以，但是位置较偏，打车非常难', '短评打分': 1}
{'短评内容': '邮电是房间干净，设施也不错。缺点是前台比较忙乱，可能是因为旅行团的原因。', '短评打分': 5}
{'短评内容': '周边没什么吃饭的地方', '短评打分': 3}
{'短评内容': '还是很不错的一家酒店，离机场比较近\n\n旁边的石锅鱼餐厅倒是十分的棒', '短评打分': 5}
{'短评内容': '酒店很新，非常干净', '短评打分': 3}
{'短评内容': '不是第一次入住了，不错，依然很干净整洁，唯一欠缺的就是房间越来越小了，不过以后还会入住的。', '短评打分': 5}
{'短评内容': '干净舒适，下次来北京还住这', '短评打分': 3}
{'短评内容': '住过几次了，整体感觉还是很干净的，服务态度也不错，性价比不错。\n', '短评打分': 5}
{'短评内容': '整洁干净，服务态度好，性价比不错，下次还会入住。', '短评打分': 5}
{'短评内容': '很好的酒店,干净,价位适中', '短评打分': 3}
{'短评内容': '酒店很新，设施和管理都是标准的戴斯风格，就是地址偏了一点，司机找了老半天。', '短评打分': 5}
{'短评内容': '酒店很干净，如同其他的戴斯一样，上网特快，下次还要来住', '短评打分': 3}
{'短评内容': '总体不错，服务生态度很好', '短评打分': 3}
{'短评内容': '很干净的酒店，每次来了都住这，服务也很不错', '短评打分': 5}
{'短评内容': '酒店很安静。环境也不错，很干净。因为离的近，所以是个不错的酒店选择', '短评打分': 5}
{'短评内容': '不错的酒店，值得推荐，只是配套设施稍显不足。', '短评打分': 5}
{'短评内容': '酒店不错，住过很多次条件很好。', '短评打分': 3}
{'短评内容': '酒店挺干净，房间很大，床很舒服，服务挺好。下次还会再去。', '短评打分': 5}
{'短评内容': '服务一般般         其他都挺好    房间没有以前新     不过挺卫生干净的', '短评打分': 5}
{'短评内容': '酒店房价还是比较大，硬件作为这个价格的标准还是相当不错的，就是路稍微复杂一点，出租司机不好找。', '短评打分': 5}
{'短评内容': '非常不错的酒店，前台的服务也还不错，就是酒店的配套设施稍显不足。', '短评打分': 5}
{'短评内容': '住过几次了，虽然每次标准大床房的格局都不一样，但是整体感觉还是很干净的！', '短评打分': 5}
{'短评内容': '酒店靠近公园，差的方面说是偏僻，好的方面说是安静。枕头偏高，影响睡眠，问了客房回答说就这一种枕头。如果有选择就好了。', '短评打分': 3}
{'短评内容': '还可以。早餐味道一般。房间足够宽敞，也干净。', '短评打分': 1}
{'短评内容': '酒店设备很好，就被国际连锁酒店水平，服务也不错，除装修有点瑕疵外，其它与美国同酒店相同。有机会还会选择此酒店。', '短评打分': 5}
{'短评内容': '出国前等飞机是住的，非常方便在机场高速公路旁边', '短评打分': 5}
{'短评内容': '还不错，韩国和日本的旅行团很多，相当于四星级', '短评打分': 5}
{'短评内容': '酒店硬件不错，服务亦可以，离机场比较近，适合转机时入住', '短评打分': 5}
{'短评内容': '宽敞，安静，舒适。\n宽敞，安静，舒适。\n宽敞，安静，舒适。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '特价大床房没有窗户，不过面积可以，空气不错', '短评打分': 5}
{'短评内容': '离机场较近，房间超大，价格合适，打车让服务员叫就可以，非常方便。', '短评打分': 5}
{'短评内容': '不错的酒店，离机场高速近很方便。去市区也还可以', '短评打分': 5}
{'短评内容': '房间好像好久没人住了进去阴冷的不行，一晚上我也没缓过劲来，都是穿着毛衣毛裤睡的觉，郁闷到极点了，不过去机场挺方便的，服务态度还行吧', '短评打分': 1}
{'短评内容': '戴斯在温德姆的酒店里感觉一般，地方也一般', '短评打分': 1}
{'短评内容': '位置离798 很近，坐车不方便，开车挺好找，不少外国旅行团下榻。房间条件尚可，干净，整洁，临近公路，早上会有点吵，自助早餐一般 。性价比不错', '短评打分': 5}
{'短评内容': '非常不错的一家商务酒店，值得推荐。希望房间的一些设施再完善一点就更好了。', '短评打分': 5}
{'短评内容': ' 性价比很高,不错', '短评打分': 3}
{'短评内容': '酒店还不错，要赶飞机可别住这，不好打车,司机嫌太近', '短评打分': 5}
{'短评内容': '性价比不错的商务酒店，值得推荐，很安静。', '短评打分': 5}
{'短评内容': '房间干净卫生、早餐也不错，离机场也不远，只是打车去机场时由于较近，部分出租车司机不愿意去。', '短评打分': 5}
{'短评内容': '非常值得入住的商务酒店，希望硬件能再完善一些。', '短评打分': 5}
{'短评内容': '不错的一家商务酒店，位置稍偏，没车不太方便，好在应该很好打车。', '短评打分': 5}
{'短评内容': '要赶早航班，又不愿住机场，选了这里，硬件堪比4星，浴室超乎想象的大，虽无窗，空调效果挺好，推荐', '短评打分': 5}
{'短评内容': 'good hotel, very kindness', '短评打分': 5}
{'短评内容': '酒店环境还可以，房间比较干净，价格也合理。', '短评打分': 5}
{'短评内容': '在北京，性价比很不错。房间也很干净。就是比较偏，不过赶飞机很方便', '短评打分': 5}
{'短评内容': '很喜欢银枫的房间，温馨时尚！地点位于798附近，有点脑中取静的感觉！不错，还会继续住！就是早餐略显简单，还应改进！', '短评打分': 5}
{'短评内容': '很不错~~~环境和卫生都很好，就是稍微不太隔音', '短评打分': 5}
{'短评内容': '性价比比较高的酒店，会推荐其它朋友入住，下次还会去', '短评打分': 5}
{'短评内容': '在北京按照这个价格，能够有双早的，也就算还是不错的了', '短评打分': 5}
{'短评内容': '酒店位置好，交通便利，距离京顺路机场高速都很近可以直接去往市区和望京商街，酒店性价比也较高，还会选择这家酒店，可以推荐给朋友。', '短评打分': 3}
{'短评内容': '走廊有点像迷宫，房间还可以，设施有点简单了', '短评打分': 5}
{'短评内容': '总体感觉还行吧，早餐比较一般，实在没什么好吃的。', '短评打分': 5}
{'短评内容': '国庆节日最后两天入住戴维斯，没想到前台小姐热情介绍了会员优惠，在办理会员卡后给我免费升到了高级标间，房间温馨，舒适度很高，我很喜欢，是我在近期住的性价比最高的酒店！还要再来，，，，', '短评打分': 5}
{'短评内容': '离机场很近                                          ', '短评打分': 5}
{'短评内容': '酒店位置很好，去机场和望京商业中心都很方便，酒店的性价比非常高，最近还推出了，特价房赠送早餐，会推荐给朋友，下次还会选择这家酒店。', '短评打分': 3}
{'短评内容': '设施一般，枕头不大舒服，我和朋友都觉得枕头太厚了，枕着不舒服。其他一般性，我觉得性价比一般！', '短评打分': 5}
{'短评内容': '一如既往的支持戴斯商务酒店，性价比优越，最近酒店还推出了特价房含早餐，早餐质量也不错，哈，还会推荐给朋友！\r\n\r\n还是希望酒店前台的服务可以有所提高！', '短评打分': 5}
{'短评内容': '戴斯，一直很喜欢的酒店。值得推荐。就是这家的位置有点偏。', '短评打分': 3}
{'短评内容': '房间在附楼条件很差，为指导不错，门口有地铁', '短评打分': 1}
{'短评内容': '一如既往地支持这家酒店，最近酒店还推出了特价房赠送早餐，超级划算，以后还会选择这家酒店，交通便利，符合四星级标准，赞！\r\n\r\n不足之处，希望酒店的服务水平可以有所提高，尤其是前台的服务员，都很少微笑的:-(', '短评打分': 5}
{'短评内容': '还可以吧，住过很多次了。房间算是蛮大的，也挺干净。', '短评打分': 5}
