{'descr': '还不错吧，吃过几次了还可以&hellip;以后还会来', 'star': 5}
{'descr': '位置还挺方便的，卫生也不错。水在前台发的，就为啥不能直接放房间里呢？', 'star': 5}
{'descr': '酒店干净\u3000舒适\u3000服务也不错', 'star': 3}
{'descr': '酒店干净\u3000舒适\u3000服务也不错', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '还算干净!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '还算干净!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '前台服务太不到位，酒店还不错，位置很方便。', 'star': 3}
{'descr': '前台服务太不到位，酒店还不错，位置很方便。', 'star': 3}
{'descr': '闹中取静，服务较好，打车也满方便,价格也比较合适。', 'star': 5}
{'descr': '闹中取静，服务较好，打车也满方便,价格也比较合适。', 'star': 5}
{'descr': '离火车站不远，周边比较安静，吃饭也方便。', 'star': 5}
{'descr': '离火车站不远，周边比较安静，吃饭也方便。', 'star': 5}
{'descr': '双人房间有点阴冷，夏天住一定凉快！其实都还好！比较干净！茶餐厅刀削面真不错，可以试试！', 'star': 5}
{'descr': '双人房间有点阴冷，夏天住一定凉快！其实都还好！比较干净！茶餐厅刀削面真不错，可以试试！', 'star': 5}
{'descr': '总体来说不错! 只是隔音效果略差~~~~', 'star': 5}
{'descr': '总体来说不错! 只是隔音效果略差~~~~', 'star': 5}
{'descr': '住宿条件尚可，就是地段较偏。周边不是太繁华。没有太出色的地方', 'star': 5}
{'descr': '住宿条件尚可，就是地段较偏。周边不是太繁华。没有太出色的地方', 'star': 5}
{'descr': '酒店不错，比莫泰强多了，很好，性价比高呢！', 'star': 3}
{'descr': '酒店不错，比莫泰强多了，很好，性价比高呢！', 'star': 3}
{'descr': '锦江之星太原市政府店在太原是中心，到火车站、长途汽车站挺方便。价格实惠，房间干净温馨', 'star': 5}
{'descr': '服务不错，环境尚可，位置也还行！餐厅较大，品味好!还有当地特色，可尝试下.', 'star': 5}
{'descr': '总体还可以，就是装修有些陈旧，交通还较方便', 'star': 5}
{'descr': '不用每次住店都评价吧，这我老是，每次都是这么几句话，多没意思！', 'star': 5}
{'descr': '酒店的洗澡水很小。温度还不稳定。不建议入住。以前入住服务态度及设施都很好。现在感觉不如以前了。', 'star': 1}
{'descr': ' 服务不错，设施稍旧', 'star': 3}
{'descr': '总的还干净，但水龙头和洗手盆好像没擦洗过，位置不错，没地方停车，没有免费的地图和旅游资料，这可能和太原当地的旅游局有关吧。', 'star': 5}
{'descr': '安排在靠马路的一边，而且是二楼，很吵，窗户隔音很差，而且没有沐浴露，就是床睡着还可以吧', 'star': 1}
{'descr': '靠北面的楼底层能听到外面汽车噪音，建议住高一点！', 'star': 5}
{'descr': '锦江之星（太原市政府店），干净，早餐还行，交通算方便！', 'star': 5}
{'descr': '这的常客了，房间简洁干净安全，每次来太原基本上都住这。', 'star': 5}
{'descr': '旁边的马路太吵，6点多就开始，有点受不了，其他还可以，比较卫生干净', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '这的常客，值得推荐。', 'star': 3}
{'descr': '这的常客，总体来说还不错，就是临街的客房到了早上会有些吵，不过可以用它当闹钟。', 'star': 5}
{'descr': '整体换算舒服，周围有些小吃店还不错\n整体设施也还可以，就是过去时候电梯正在整修，白天会有点施工', 'star': 5}
{'descr': '每次到太原办事情都是住这里 方便而且实惠 ', 'star': 5}
{'descr': '很晚抵达酒店，但是前台还是很热情的服务，除了洗手池的自来水不是很大这一小缺点以外，其他都是挺好的，上网速度还比较快，设施齐全，很温馨。对于住宿条件不是太苛刻的出差或旅游人事来讲，这家酒店性价比还是瞒高的。', 'star': 5}
{'descr': '交通便捷，服务、卫生都很好，而且环境很安静', 'star': 5}
{'descr': '还好吧，电梯感觉旧了点，门前是单行道，开车不太方便', 'star': 5}
{'descr': '感觉不错，就是卫生间设施旧点', 'star': 3}
{'descr': '不错,环境可以,服务也不错.', 'star': 3}
{'descr': '不错,环境可以,服务也不错.', 'star': 3}
{'descr': '酒店很不错', 'star': 3}
{'descr': '酒店很不错', 'star': 3}
{'descr': ':位置很好,房间也较大,淋浴水很冲而且也很热,但墙壁有点脏,中央空调取暖,有点干燥.', 'star': 3}
{'descr': '很不错的酒店，性价比很高，值得再次来住。', 'star': 5}
{'descr': '很不错的酒店，性价比很高，值得再次来住。', 'star': 5}
{'descr': '不错，环境很好。。也很安静值得推荐。。。', 'star': 5}
{'descr': '饭做得比较好，房间也还可以，但服务员的服务意识太弱。', 'star': 5}
{'descr': '干净舒适，服务比较到位，也比较容易找到，刚入住房间有点冷，中央空调需要取电牌才能用', 'star': 5}
{'descr': '干净舒适，服务比较到位，也比较容易找到，刚入住房间内有点冷，中央空调插入取电牌才能使用', 'star': 5}
{'descr': '环境可以..............................', 'star': 5}
{'descr': '房间小点可以接受，巨冷的天竟然没暖气;', 'star': 3}
{'descr': '房间小点可以接受，巨冷的天竟然没暖气;', 'star': 3}
{'descr': '干净舒适，服务比较到位，也比较容易找到，挺满意', 'star': 5}
{'descr': '还不错的 房价挺大的 楼层高 视野好 就是洗澡水不太热 水压不大', 'star': 5}
{'descr': '还行吧。', 'star': 3}
{'descr': '房间温度很低，冬天最好别去。\n卫生间设备很一般。', 'star': 5}
{'descr': '房间还不错 设施都比较新 隔音效果也不错 不过就是冬天真的会很冷 感觉开了空调也没多大用处', 'star': 5}
{'descr': '房间还不错 设施都比较新 隔音效果也不错 不过就是冬天真的会很冷 感觉开了空调也没多大用处', 'star': 5}
{'descr': '房间很干净通透，门前有4路环线公共汽车可以到达迎泽大道非常方便，前台服务态度也很好，每天每个房间给2瓶矿泉水，自助早餐15元，从早晨6点45分开始到9点结束。提点建议：1、我们住了三天，早餐天天都一样。2、增加旅游服务设施，比如提供旅游宣传单，旅游景区介绍。', 'star': 5}
{'descr': '电梯老旧,房间还是很大的.周边可以吃饭的地方也不少.', 'star': 5}
{'descr': '电梯老旧,房间还是很大的.周边可以吃饭的地方也不少.', 'star': 5}
{'descr': '在太原一般都是住这里，性价比还不错，但是卫生间的设备有点旧，希望改进！', 'star': 5}
{'descr': '在太原一般都是住这里，性价比还不错，但是卫生间的设备有点旧，希望改进！', 'star': 5}
{'descr': '房间不错，就是今天锅炉坏了 没热水~！真要命！', 'star': 5}
{'descr': '环境干净、舒适，服务周到热情。地理位置优越。值得推荐', 'star': 5}
{'descr': '还行不错、在闹市区，房间干净、房价合适，值得一住', 'star': 5}
{'descr': '方便快捷，比较合适！但是这的设施有不足，比如，淋浴出水不好，没有及时检修，……', 'star': 5}
{'descr': '酒店的早餐不错 \n冬天去的 空调的声音有些大\n地点在市中心 位置很不错 只是周边的街道比较破', 'star': 5}
{'descr': '较好', 'star': 3}
{'descr': '房间干净，而且还有无线网络，很适合商务出差。\n就是网络速度略慢，如果不下电影是够用的。', 'star': 5}
{'descr': '中央空调，噪音大，冬天有点冷\n没有浴液不方便，\n隔音不错。', 'star': 5}
{'descr': '服务很好，而且又干净~！地理位置还算方便。', 'star': 5}
{'descr': '干净整洁、很喜欢在这里住宿，唯一不足的是电视机太老太小了。', 'star': 5}
{'descr': '不错！挺干净！就是电梯太吓人了！不知道是不是坏了！', 'star': 5}
{'descr': '位置还算方便，我一直倾向住锦江之星，但是这家同别的锦江比的话，淋浴的喷头太差了，应该定时维修，另外，浴室的镜子应该换成中间防雾的，很多锦江都能做到，冬天洗澡不防雾太不方便了。', 'star': 5}
{'descr': '其实这家店离柳巷那家店很近，慢慢走路也就15分钟的距离。经常住这家店，房间比较安静。楼下茶餐厅环境比柳巷那家好，虽然楼下不太热闹，但是出门走不远就是小吃街。', 'star': 5}
{'descr': '来太原经常住这里，对面就是商场，比较热闹，打车也方便，周围吃饭地方也多。', 'star': 5}
{'descr': '不错，环境很好，而且早餐可以在贵宾厅，服务非常到位。', 'star': 5}
{'descr': '性价比较高，距商业街很近，购物比较方便,交通很便利', 'star': 5}
{'descr': '位置比较好，离商业街很近，居位环境较好,性价比高', 'star': 5}
{'descr': '服务比较好，性价比高,房间很舒适，位置很好', 'star': 5}
{'descr': '价格合理,地点市中心,交通方便.房间设施齐全.办事方便.', 'star': 5}
{'descr': '位置不错，价格合理，距离繁华地段很近，过去很方便。', 'star': 5}
{'descr': '还可以，就是地方有点偏，也没有早餐。不过楼下有免费上网的电脑', 'star': 5}
{'descr': '12点退房，这点不爽。价格跟门市挂牌一个价。当然比那些比门市便宜1块钱要厚道些', 'star': 1}
{'descr': '一直都住这。。宾馆不推荐我用ELONG订，我自己也是锦江的VIP', 'star': 5}
{'descr': '餐厅服务不错，干净整洁，不过有点不好打车', 'star': 3}
{'descr': '总体还不错！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '太原的酒店300元左右的就锦江之星还可以啦。反正我是这的老客户。', 'star': 5}
{'descr': '房间很干净，电梯有点慢，门外街道为单行线，有车的朋友注意', 'star': 5}
{'descr': '电梯坏了 人多的不的了 老头老太吵天亮 需要改变', 'star': 5}
{'descr': '放心酒店 干净 安静 就是停车不便，总体还不错 \n', 'star': 5}
{'descr': '放心酒店 干净 安静 就是停车不便，总体还不错\n\n', 'star': 5}
{'descr': '商务大床房\n优点，位置好，房间大，床舒服\n缺点，地板发霉，热水很小，淋浴很难调', 'star': 5}
{'descr': '就是快捷酒店，比较干净，但是停车有些不方便，总体不错', 'star': 5}
{'descr': '房间隔音不好，晚上能听见隔壁电视声。枕头被子还是蛮舒服的。早餐稍嫌简陋。', 'star': 3}
{'descr': '跟柳巷的那个锦江差不多，唯一不足的就是电梯。旧了，而且老坏，还让我爬八楼。', 'star': 5}
{'descr': ' 放心酒店  干净  安静', 'star': 3}
{'descr': '这家晋江的交通还是比较方便的，别的城市的晋江卫生间的镜子都是中央一块有加热板，即使洗澡也没有雾气，特别喜欢这个设计，但是太原这家没有，希望有可能改进。', 'star': 5}
{'descr': '房间比较大 就是位置不太好找 不在大路边上\n', 'star': 5}
{'descr': '性价比非常高的酒店，房间大，而且很干净。', 'star': 5}
{'descr': '房间很干净，服务态度好，很可惜最近好像接了旅行团，人多很吵，电梯不好用，我着急出门办事，等电梯等了10分钟。希望尽早检查电梯，安全第一啊！', 'star': 5}
{'descr': '房间挺大的 就是位置有些不好找 总体来说还是不错的', 'star': 5}
{'descr': '地理位置还好，就是要住向阳房间，阴面房间冬天比较冷', 'star': 5}
{'descr': '靖江之星很少有不好的，这家肯定也不例外，唯一缺憾的是晚上正好电梯坏了。', 'star': 5}
{'descr': '如锦江的风格一样，  房间很舒适， 干净 服务很好  早餐也不错。 位置也很好  希望保持', 'star': 5}
{'descr': '还不错。只是早饭的质量应该加强。还有就是房间的隔音效果不太好，晚上有些受影响。', 'star': 5}
{'descr': '很满意。谢谢！', 'star': 5}
{'descr': '好。', 'star': 5}
{'descr': '酒店很好，空间很大，位置还可以，网速很快，要是能提供早餐就好了，那怕价格提高点也行啊！', 'star': 5}
{'descr': '位置还成，但到了太原以后觉得可能还是五一广场那家更方便，\n而且因为司机一开始误送我们去了那，一比较就觉得五一广场那家新，漂亮。。。\n这家有点旧的感觉，设施也老了。。。\n无线网倒是不错，方便~~', 'star': 1}
{'descr': '好。', 'star': 5}
{'descr': '酒店较方便，住着舒服,交通也好。就是业务太忙，入住时等待时间较长。', 'star': 5}
{'descr': '很不错的一家店很值得推荐 服务相当到位了', 'star': 5}
{'descr': '酒店服务不错前台还赠送了两瓶饮料干净卫生值得推荐入住', 'star': 5}
{'descr': '位置不错，大床房的空间稍微有点小。附近生活还是比较方便的。', 'star': 5}
{'descr': '这个酒店实在太脏了。。。先觉得配套上有点脏本来就算了，打开被套床单上一个脚印，还有毛。。。服务态度也就一般，要服务员换个床单废话一大堆，什么这个要捡起来，那个要捡起来，哎。。。我不知道是哪个跟哪个服务。', 'star': 1}
{'descr': '这个酒店实在太脏了。。。先觉得配套上有点脏本来就算了，打开被套床单上一个脚印，还有毛。。。服务态度也就一般，要服务员换个床单废话一大堆，什么这个要捡起来，那个要捡起来，哎。。。我不知道是哪个跟哪个服务。', 'star': 3}
{'descr': '这个酒店实在太脏了。。。先觉得配套上有点脏本来就算了，打开被套床单上一个脚印，还有毛。。。服务态度也就一般，要服务员换个床单废话一大堆，什么这个要捡起来，那个要捡起来，哎。。。我不知道是哪个跟哪个服务。', 'star': 3}
{'descr': '服务态度很好，舒适度也不错，还推荐了家很不错的饭店吃饭。呵呵。', 'star': 5}
{'descr': '服务还可以，地段也算方便，还好吧没，就是有点不太好找，开车不太好停车', 'star': 3}
{'descr': '锦江之星一如既往的标准，服务不错。比较放心。', 'star': 3}
{'descr': '离火车站稍远，打车要11块钱。酒店附近便利店，饭店都还算方便。住锦江之星是比较放心的选择，安静，房间设施标准，服务好。\r\n早餐15元一位，品种不算多。', 'star': 5}
{'descr': '地点不错，很安静，离着热闹的商业圈不远，购物很方便。房间很干净，服务很好。', 'star': 5}
{'descr': '总的来说还是不错的，总台服务员很热情，酒店位置离市中心很近，步行15分钟即到。房间内设施齐全，被子很松软，唯一不足的是房间热水小的可怜，只开热水根本没法洗澡。', 'star': 5}
{'descr': '＋寝具好，非常舒服。房内有点潮，和当地其他同等酒店相比，没有价格优势。', 'star': 5}
{'descr': '硬件不错。性价比好。周围餐馆很多，购物也方便。', 'star': 5}
{'descr': '酒店很干净，舒适，地理位置比较合适，离火车站不远不近，方便安全。附近有很多小吃，不错', 'star': 5}
{'descr': '感觉没有青岛的新 干净。。。。服务员态度超级一般 \r\n不过房间还算宽敞~~浴巾不是很干净。。', 'star': 5}
{'descr': '+服务很好，房间也不错', 'star': 5}
{'descr': '这家店交通方便，在市中心，环境不错。', 'star': 5}
{'descr': '+酒店干净 服务不错 快捷', 'star': 5}
{'descr': '很好 挺干净的 但电视有点小 不清楚 电话好像坏的', 'star': 5}
{'descr': '性价比不错', 'star': 5}
{'descr': '酒店地点有点儿偏，价格有点儿贵。性价比一般。', 'star': 3}
{'descr': '锦江之星的酒店相对来说舒适一点。而且位置好。', 'star': 5}
{'descr': '还可以 价格比太原其它店贵', 'star': 3}
{'descr': '房间还是不错的，就是电梯有点慢，早餐品种较少。', 'star': 3}
{'descr': '酒店位置一般 房间还成 推荐入住', 'star': 5}
{'descr': '服务不错，餐厅饭菜口味不错，性价比高，相对来说打车有点困难', 'star': 3}
{'descr': '酒店服务态度很好，在太原的锦江之星我住过三家，服务是里面最好的。价格也比较实惠，餐厅的饭菜也不错．', 'star': 5}
{'descr': '该酒店卫生非常好，服务也很好，房间住着很舒服，吃住很方便，交通方便，价格合理是我最佳选择的酒店。', 'star': 5}
{'descr': '离火车站和汽车站都很远，酒店周围环境很差，路都不平还很脏，房间隔音效果不好，能听到隔壁人说话。最让人不能容忍的是前台的服务差到无可比拟，只有一张臭脸，从来没有笑容，办理业务态度极其不耐烦。早餐种类少，青菜只有一种，第一天还有煎饺南瓜饼之类的，第二天除了炒饭就是炒面，还没有水果。太差了！！！下次就算送80的优惠券我也不去！！', 'star': 1}
{'descr': '陆续几次登陆此店，还是有些感情的呵呵，原因有三：一个闹中取静、一个火车售票点紧贴旁边、一个网速还算够快，但是店里员工对老客人的木然有些不好接受，没有其他城市店伙计灵光，给老客人不用特意招呼，但是一个笑容一个用心细微才是长久待客之道。', 'star': 5}
{'descr': '经常安排客人入住，卫生、服务、位置都还不错啦！', 'star': 5}
{'descr': '房间空间大,晚上也比较安静,比较满意.地处繁华街道.', 'star': 5}
{'descr': '性价比还可以，或许是开业时间久的缘故，感觉不如其它锦江精致，设施一般，交通还可以，周围逛街购物还算方便', 'star': 5}
{'descr': '非常好的酒店，干净卫生，就是没有停车的地方，真难办，旁边有银行有超市，挺方便的', 'star': 5}
{'descr': '酒店较为干净、服务态度好，性价比可以接受，推荐继续入住', 'star': 3}
{'descr': '+还好', 'star': 5}
{'descr': '离太原政府省政府都很近也算是市中心了，服务也不错两个人入住可以提供路由器，这还是比较人性化的。', 'star': 5}
{'descr': '不错 挺好的 推荐大家来住\r\n、不错 挺好的 推荐大家来住', 'star': 5}
{'descr': '很不错啊，交通方便，吃饭购物都很方便，距离很近的地方有小公园。值得推荐。', 'star': 3}
{'descr': '马马虎虎，没啥亮点，如果在此区域办事出差可考虑！', 'star': 5}
{'descr': '几乎每次都住这家，感觉性价比比较高。服务态度很好&#183;！', 'star': 5}
{'descr': '锦江之星在哪里的都是值得推荐的。超赞的！', 'star': 5}
{'descr': '条件尚可。', 'star': 5}
{'descr': '早餐质量有待提高，同时房间卫生的情况比较值得关注！', 'star': 5}
{'descr': '早餐太次，另外，网络不限速赶上没人下载的时候挺好，但是一旦有其他客人下载东西，那你就别想上互联网了，望改善！', 'star': 3}
{'descr': '早餐太次，另外，网络不限速赶上没人下载的时候挺好，但是一旦有其他客人下载东西，那你就别想上互联网了，望改善！', 'star': 5}
{'descr': ' 酒店条件还不错', 'star': 5}
{'descr': '一般一般，十分一般。有餐厅，食物一般，但是很方便', 'star': 3}
{'descr': '一般一般，十分一般。有餐厅，食物一般，但是很方便', 'star': 5}
{'descr': '大厨换了，但早餐质量还太次，望改善早餐。', 'star': 5}
{'descr': '基本情况良好，房间也比较大，但房间有异味、没有停车的地方略感遗憾，不过总体表现还是不错', 'star': 5}
