{'短评内容': '挺好。。。。。。', '短评打分': 5}
{'短评内容': '之前住过了天怡豪生和金源之后，再次选择金源。因为设施新，房间大，性价比高。除了地方有点偏离市中心，没啥毛病了。', '短评打分': 5}
{'短评内容': '房间很大，住起来也舒服，全景玻璃让景色也能变得很好。唯一的缺点就是空调太不给力。总的来说还是很不错，绝对物超所值。', '短评打分': 5}
{'短评内容': '不错的，房间也宽敞，感觉挺舒服的。。。。。。。。。', '短评打分': 5}
{'短评内容': ' 金阳地区最好的五星酒店，服务周全到位', '短评打分': 3}
{'短评内容': '硬件不错，软件要大力改善，服务水平还差一大截。', '短评打分': 5}
{'短评内容': '房间还是很大的  不错 挺阔气 卫生间比较干净 周围没有好吃的地方 不知道什么时候建起来', '短评打分': 5}
{'短评内容': '酒店不错，各地的世纪金源大饭店房间大而且舒适。是性价比好五星酒店。', '短评打分': 5}
{'短评内容': '多次入住金源，感觉很好！', '短评打分': 3}
{'短评内容': '世纪金源的酒店有个特点就是大气，大堂富丽堂皇房间也大气派，有档次。', '短评打分': 5}
{'短评内容': '酒店大气！ \n感觉很舒服，每次来贵阳都住这家酒店。', '短评打分': 5}
{'短评内容': '豪华干净 好大房间 就是远了一点 去机场出租车乱喊价', '短评打分': 5}
{'短评内容': '酒店房间很大，卫生不错，卫生间大而好用。\n好评！', '短评打分': 3}
{'短评内容': '酒店大气，房间够大。', '短评打分': 3}
{'短评内容': ' 订房的人太不诚实了说酒店是市中心为什么那么远', '短评打分': 3}
{'短评内容': '酒店设施比较新  就是位置有点偏  在新区  去机场有点远', '短评打分': 5}
{'短评内容': '很豪华的酒店，体现世纪金源一贯的风格，是目前贵阳最高档的，值得推荐。', '短评打分': 5}
{'短评内容': ' 酒店的硬件设施很好，达到五星级标准。但所在位置离市区太远，打车费用较高，如果自己没有车，会非常不方便。', '短评打分': 1}
{'短评内容': '酒店装修和服务都不错，自助餐也丰盛。但离市中心远。', '短评打分': 3}
{'短评内容': '房间不错，够大，配得上五星，只是早餐不好。', '短评打分': 3}
{'短评内容': '环境很好,前台服务很好但需更加提高。', '短评打分': 3}
{'短评内容': '很好，但前台要加强训练，业务不熟，办理手续耗时太久。', '短评打分': 3}
{'短评内容': '，很好', '短评打分': 3}
{'短评内容': '在那个位置应该来说是算最好的酒店了，其他的就没什么了。', '短评打分': 5}
{'短评内容': '超级超值的酒店。设计很好。卫生间很大，硬件很好。', '短评打分': 3}
{'短评内容': '酒店房间非常大,硬件设施肯定是5星级的标准,自助餐也超丰富.', '短评打分': 5}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '硬件很好，但服务很差。周边基本没有可去的地方和吃饭的地方。', '短评打分': 1}
{'短评内容': '房间很大，床很软很舒服，就是偏了点\n，打车不方便', '短评打分': 5}
{'短评内容': '很不错的一家五星级酒点，性价比非常高！值得推荐！', '短评打分': 5}
{'短评内容': '很不错的一家五星级酒店，性价比很高。', '短评打分': 3}
{'短评内容': '条件是贵阳目前最好的，比贵航喜来登超值。只是金阳新区不开车稍微不便', '短评打分': 5}
{'短评内容': '性价比很高很高，就是附近显得不够档次，因为周边缺少商业气氛，不过酒店真的很不错', '短评打分': 5}
{'短评内容': '服务态度有待提高', '短评打分': 3}
{'短评内容': '酒店不错不亏是五星级硬件设置的很有人性化 早餐最好我们同行、四人都很满意', '短评打分': 5}
{'短评内容': '很好服务周到硬件也好房间设计用具都很人性化早餐比较丰盛美中不足就是标间二人送一份早餐', '短评打分': 5}
{'短评内容': '贵阳世纪金源大饭店设施和服务都很好,价格也还可以！', '短评打分': 5}
{'短评内容': '档次规模完全出乎意料，在贵阳开发区竟然有如此硬件绝不逊于国际一流的豪华酒店。就是软件方面致命缺陷，服务意识实在太差，前台人员不知都在忙碌些什么，就是腾不出时间给客人结账 ', '短评打分': 5}
{'短评内容': '朋友入住，酒店却说没有订单。。。？？？？？？', '短评打分': 5}
{'短评内容': '很好 \n\n\n就是感觉离市里远一点点\n\n\n\n。。。。。', '短评打分': 5}
{'短评内容': '设施和服务都很好,价格也不错。\n房间不够还给升级了，真不错。', '短评打分': 5}
{'短评内容': '＋世纪金源在硬件和管理上和众多的五星级酒店相去甚远，比如说健身房设施，实在是落伍', '短评打分': 3}
{'短评内容': '干净、宽绰，在金阳新区交通枢纽，价位合适。', '短评打分': 5}
{'短评内容': ' 价格较高,酒店档次也高。', '短评打分': 3}
{'短评内容': '酒店服务还不错，设施该有的也都有，我住的是套房，但房间并不觉得很高档', '短评打分': 5}
{'短评内容': '不错........................', '短评打分': 5}
{'短评内容': '最近的价格比一个月前上涨很多，不知何故？', '短评打分': 3}
{'短评内容': '很好很新的酒店，就是离市区太远了，贵阳的的士很糟糕，所以离市区远是个很大的问题。', '短评打分': 5}
{'短评内容': '是金阳新区附近，能够提供性价比最好的西餐厅所在，特别是一楼的自助餐。', '短评打分': 3}
{'短评内容': '软硬件都很好。但是在早上结账的时候，速度比较慢。希望能够改正。', '短评打分': 3}
{'短评内容': '环境很好而且商务服务齐全。此外，服务员服务非常好。推荐！', '短评打分': 5}
{'短评内容': '酒店干净、舒适，很满意。', '短评打分': 5}
{'短评内容': '很好的酒店。前台接待人员的服务台有待改进，需要再培训', '短评打分': 5}
{'短评内容': '性价比很高的酒店。', '短评打分': 5}
{'短评内容': '性价比高，宽敞干净，冲凉房设施好，视野不错，无烟房有异味有待改善', '短评打分': 5}
{'短评内容': '酒店设施一流，但前台人员太少，直接影响酒店形象。建议经常清洗幕墙玻璃，五星级酒店的脸面还是很重要的。晚餐自助餐不错，但搞不懂为什么有那么多人吸烟，没有明确吸烟区吗？总的来说推荐入住！', '短评打分': 5}
{'短评内容': '硬件可以,早餐很一般。', '短评打分': 5}
{'短评内容': '环境还不可以，但是有个建议。我是带老婆和小孩去入住的，你们酒店的早餐，入住只含一份早餐。而且听前台说酒店双床套房只有两间（5楼和19楼，我们住的是19楼），真不知道怎么说，难道酒店带家人去一起入住的很少？？建议酒店在早餐上不要太死板，应该让入住的人都可以吃到早餐。', '短评打分': 5}
{'短评内容': '贵阳当地很好的酒店，位置有点偏。', '短评打分': 5}
{'短评内容': '床睡起来非常的舒服！\r\n', '短评打分': 5}
{'短评内容': '性价比很好的五星酒店', '短评打分': 3}
{'短评内容': '好,爽.', '短评打分': 5}
{'短评内容': '金阳最好的酒店', '短评打分': 5}
{'短评内容': '房间很宽敞，设施也很新，没有什么异味，特别是卫生间靠落地窗的下沉式浴缸让人感觉很舒服。因为只住了一个晚上，所以对服务没有太深的感受，总的来说也还不错。唯一遗憾的是可能位于新开发区，周边配套还不完善，想出去找当地美食不太方便', '短评打分': 5}
{'短评内容': '酒店很新，设施齐全，餐食也很棒。', '短评打分': 5}
{'短评内容': '这是我两个月来住过的性价比最高的酒店，同时也是硬件最好的酒店之一了。\r\n\r\n570元的标准大床间就很好，房间颇大，有个玄关，布置得也不错，挺新的。卫生间也很舒服，有个下沉式的浴缸在落地窗前，感觉不错。唯一的不足是没有衣帽间。\r\n\r\n早餐蛮丰富的，符合五星级酒店的标准。\r\n\r\n不足之处是服务有点生硬，停车在酒店大门口一分钟，问个路，说是要靠边，靠边了以后还说不行，又让我停到停车场。我说就一分钟（实际', '短评打分': 5}
{'短评内容': 'Very Good Hotel, I will leav this hotel again.', '短评打分': 5}
{'短评内容': '房间的通风不好，卫生打扫的倒是蛮干净的，设施方面也比较新比较齐全。服务人员不够专业，位置还不错，出行很便利的，价格方面还可以了，。', '短评打分': 5}
{'短评内容': '新开业的酒店。硬件设施超好，尤其是房间的浴缸设计，非常人性化。自助餐种类丰富。不足之处是服务，到店入住时，在前台占了10分钟，我面前的美女愣是装没看到，只顾做自己的事，后来办理手续，一脸轻蔑，这样的人放在前台，真是丢尽金源的脸面。', '短评打分': 5}
{'短评内容': '这里住的真是 非常的舒服 下次有机会一定再来~', '短评打分': 3}
{'短评内容': '住的很舒服 很满意 设施很高档 以后还会再来 向大家推荐&#183;&#183;&#183;', '短评打分': 5}
{'短评内容': '新开的五星级宾馆，设计新颖，装修豪华，不错。有一点就是觉得床太软。', '短评打分': 5}
{'短评内容': '不建议入住，除非你自己开车或有车接送，否则打车是个很头疼的事情。位置在新区，离城区较远。也许住的人少，空调热风几乎没有，后来到是送来热风机，一晚上吹的声音很影响睡眠。\r\n\r\n酒店的车起步200元，即使你只有几公里。\r\n\r\n硬件条件绝对可以，但是，也许3年后再去住可能可以。\r\n', '短评打分': 1}
{'短评内容': '很好的酒店，性价比很高。 缺点是交通不便，若能机场接客，相信很多人愿意下榻。\r\n\r\n', '短评打分': 3}
{'短评内容': '很好的酒店，性价比很高。 缺点是交通不便，若能机场接客，相信很多人愿意下榻。', '短评打分': 5}
{'短评内容': '至今想起能有机会入住的这家位于贵阳的五星级酒店还是值得回味,不知以后是否还有机会入住.', '短评打分': 3}
{'短评内容': '工作原因，出差选酒店必须是离办事地点最近，这家酒店是当时唯一的符合要求又能订到房间的酒店。如果最低房价还是400余元，本人和同事出差期间可能会全都住这家酒店了。可惜预订时正逢会议，最低房价从400余元涨至520元/天，只好先解决办事需要。房中设施确实与酒店星级名实相符，只是前台女服务员对客人会耍傲慢，本人也算见多识广，除了不屑不愿同她较真儿！酒店早餐超好，但咖啡及差，似应改进。午、晚餐的海鲜自助非', '短评打分': 5}
{'短评内容': '周围太差，离市中心较远', '短评打分': 5}
{'短评内容': '设备不错，性价比很值，只是周围太差，离市中心较远，适宜会议。', '短评打分': 5}
{'短评内容': '此酒店性价比好,值得住,除位置远了点,服务,环境不错', '短评打分': 5}
