{'短评内容': '还可以,性价比可以，离火车站近，到西湖方便。', '短评打分': 5}
{'短评内容': '设施一般', '短评打分': 3}
{'短评内容': '一般   真的一般', '短评打分': 3}
{'短评内容': '电脑真的很古老，被子睡了浑身都会痒    电视和空调的遥控都换了一次   ', '短评打分': 1}
{'短评内容': '入住后自己打扫了房间,服务一般,位置不错,卫生是绝对的不好,', '短评打分': 1}
{'短评内容': '房间小，隔音效果太差。地毯脏，卫生一般。没有挂衣服的地方离河坊街还要步行15分钟左右。', '短评打分': 1}
{'短评内容': '一出电梯门就有些不雅的东西，很反感', '短评打分': 1}
{'短评内容': '服务挺好，价格贵了点，也许是黄金周的缘故', '短评打分': 5}
{'短评内容': '  绝对不会再住这家酒店了,是我住过的最差也是性价比最低的酒店', '短评打分': 1}
{'短评内容': '网速超慢,基本打不开,而且根本没有服务员.性价比并不高.', '短评打分': 1}
{'短评内容': '房间设施有点旧，但是地理位置好，服务员服务态度需要提高。', '短评打分': 5}
{'短评内容': '地理位置不错，基本上没见到服务员，床很脏，床单没有洗干净，浴巾是上一位顾客用过的，摆放很不整齐，床垫不知哪位女侠留下了特有印证，酒店也不处理，整体打扫不彻底，入住时，马桶上还有女侠的长头发，不隔音，没有我在东阳入住80元的宾馆强。', '短评打分': 1}
{'短评内容': '是吴山广场。前面打成了后山广场。另提醒一下借自行车办卡是300元，其中100元是车费200元是信用金。借车在一小时之内不要钱2-3小时是一元钱一小时。3小时以后就是三元一小时了，而且过了三小时一分也算一小时。借车有个小巧门杭州的借车点很多你在一小时之内换辆车就ok就归零。', '短评打分': 3}
{'短评内容': '此酒家位置好，离火车站步行7分钟就能到，但价位高了些，后面是铁路来往的火车声音大有失眠的人是不太合适住的。我要推荐是因为出行方便，离西湖也不远，借辆自行车（要办卡在后山广场能办）15分钟就能到西湖。', '短评打分': 5}
{'短评内容': '位置不错，其它一般般', '短评打分': 3}
{'短评内容': '早、晚有点吵可以当闹钟用', '短评打分': 5}
{'短评内容': '位置不错，性价比还是蛮高的---虽然有些地方不是太完善，比如上网---卫生间---不过总体还可以了----', '短评打分': 5}
{'短评内容': '第一次入住此酒店感觉一进去就不是跟舒服,一个很好的大厅被杂物很乱.前台里面也非常糟糕,进入房间里面一般般,设施很陈旧卫生也不好.唯一好的就是电视可点播(免费的)离火车站近.离西湖打车起步价11元.原本订的是两天可是服务员说只能住一天,第二天没有特价房.不得以才退房.因为房价很便宜位置好才选择此酒店的.后来找了家吴山下面的假日酒店.这酒店需要改进,服务,卫生,设施,都很.建议大家不要选择此酒店!~~', '短评打分': 1}
{'短评内容': '第一次去杭州，找的这里。其实从城站火车站沿江城路笔直走20分钟就到了。公交车也就3、4站的样子。去寄存东西、借吹风机什么的服务员态度都不错。特价房也是标间设施。总体非常值得推荐。', '短评打分': 5}
{'短评内容': '小了，装修太旧了', '短评打分': 3}
{'短评内容': '小了些', '短评打分': 3}
{'短评内容': '还好。就是床两个人睡小了点', '短评打分': 5}
{'短评内容': '整体感觉一般，性价比还行', '短评打分': 5}
{'短评内容': '除了酒店位置还算可以，其他没有什么特别可取之处。', '短评打分': 1}
{'短评内容': '交通位置尚可，房间设施较陈旧。', '短评打分': 3}
{'短评内容': '交通位置尚可，房间设施较陈旧。', '短评打分': 5}
{'短评内容': '住的大床房，感觉不是很好', '短评打分': 3}
{'短评内容': '一般，地里位置还行，价格过的去，不是适合度假类型的，要是酒店再新一点就好了。', '短评打分': 5}
{'短评内容': '地点不错，服务态度也蛮好的，就是设施比较陈旧。如果是特价房来说，还是可以的', '短评打分': 5}
{'短评内容': '设施差了点', '短评打分': 5}
{'短评内容': '酒店位置不错，距火车站步行15分钟即到，周边环境比较安静，酒店设施比较陈旧，服务员态度不太好，看起来比较冷漠，不热情。', '短评打分': 5}
{'短评内容': '设施陈旧，不舒服', '短评打分': 3}
{'短评内容': '设施太陈旧了，跟照片不是一回事，下次是不会再住这里的', '短评打分': 1}
{'短评内容': '大床房在电梯楼梯处，旁边还有清洁人员工作室，所以很吵，而且比较小。建议选择其他房间。', '短评打分': 5}
{'短评内容': '还不错!', '短评打分': 5}
{'短评内容': '从位置上讲，位置不错，附近就是超市，吃饭也方便。去西湖也不远。\r\n可是房子设施太旧，而且有霉味，前台服务器态度一般，晚上饿了要个泡面都不给送。建议住附近的多瑙河假日日酒店，还便宜，还舒服。或者附近的7天或者如家。', '短评打分': 1}
{'短评内容': '卫生比较干净，设施完善，地理位置交通也蛮方便的，服务不好，性价比一般', '短评打分': 3}
{'短评内容': '地段不错，价格适中', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '这家酒店不是很好,房间的卫生和设施都很一般,服务态度也不是太好,位置还是蛮好找的,性价比很一般.', '短评打分': 3}
{'短评内容': '酒店各方面都不错,位置也方便,价格实惠.', '短评打分': 3}
{'短评内容': '酒店各方面都不错,位置也方便,价格实惠.', '短评打分': 3}
{'短评内容': '位置离火车站不远,酒店比较老了,像房间的电视什么的有些旧了,而且我住那天热水还不太热,不能洗澡,其他方面没什么,性价比比较高.', '短评打分': 3}
{'短评内容': '还是挺一般的酒店,房间不是很好隔音效果挺差的,卫生和设施也一般硬件和软件的设施都挺差的,位置还行,性价比是很低的.', '短评打分': 3}
{'短评内容': '那个枕头 实在太差了，那个床你只要一翻身就会哇哇响~~讨厌不会住第二次', '短评打分': 1}
{'短评内容': '距离西湖比较近，出行交通方便，就是酒店正在装修环境不是很好。还是可以推荐入住的酒店。', '短评打分': 3}
{'短评内容': '环境不好，房间空间也小，卫生做的不到位，房间也没有衣架，我去住的时候天气有点热，没有蚊香', '短评打分': 3}
{'短评内容': '酒店服务不好尤其是态度,价格有些高,设施还可以,卫生有些很显眼的地方都有些脏,性价比不好.', '短评打分': 3}
{'短评内容': '酒店的条件很一般，环境也差不多，虽然位置好，但是交通不方便，价格倒是还行，不过杭州酒店哪么多，也不一定会住这。', '短评打分': 3}
{'短评内容': '我觉得环境不太好，性价比不高', '短评打分': 3}
{'短评内容': '刚好边上装修，很吵很吵。装修比较陈旧，不过位置还算出行方便，周边设施交通都比较齐全。不过在前台发现通过网上订的房间的价格比他们前台出的价格都要高点的。', '短评打分': 3}
{'短评内容': '酒店前台的预定本上看到好多已经预定的，我的大床198.00，而他们很多特大的房间才168.00，虽然通过网上预定我们能节省很多麻烦和时间，但是这个价格差的问题还是有待探讨的。', '短评打分': 1}
{'短评内容': '酒店的环境硬件设施都比较达标，卫生服务也很好，价格合理适中，位置也很好出行交通方便，值得推荐入住的酒店。', '短评打分': 3}
{'短评内容': '经济实惠，性价比可以，挺便捷的', '短评打分': 3}
{'短评内容': '在装修很吵', '短评打分': 5}
{'短评内容': '性价比还是比较高的一家酒店，交通方便，酒店服务也很好，可以推荐给朋友们的。', '短评打分': 3}
{'短评内容': '房间很小，设施不怎么样', '短评打分': 1}
{'短评内容': '房间的卫生和设施还不错,很附合这家酒店的价位,经济实惠,是一家性价比比较高的酒店,位置也是不错的出行很方便.', '短评打分': 3}
{'短评内容': '挺一般的酒店,位置有些偏,价格还是比较便宜的,总体感觉还是比较一般.', '短评打分': 3}
{'短评内容': '酒店还不错，在西湖边上，很适合旅游出行，而且酒店的服务环境也不错，挺干净的', '短评打分': 3}
{'短评内容': '酒店的位置挺好的，也比较方便，但是硬件设施比较旧了，看起来很破的感觉，也不是很干净，而且他周围有些其他酒店，价格还比他便宜。', '短评打分': 3}
{'短评内容': '酒店的位置还不错，就是没有停车场，不过酒店的服务环境都是比较不错的', '短评打分': 3}
{'短评内容': '酒店的位置是挺好的，但是条件不好，感觉挺旧的酒店，服务也一般。', '短评打分': 3}
{'短评内容': '这家酒店的设施方面看起来很陈旧了,服务卫生方面还可以了,周边交通也还可以,价格方面还算比较合适的.', '短评打分': 3}
{'短评内容': '酒店的整体还可以，比较普通的酒店', '短评打分': 5}
