{'短评内容': '交通便利环境不错', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '不错，挺方便的', '短评打分': 3}
{'短评内容': '早餐不行。。房间较小，而且烟味较重。。。。。。\n网站预定不能选择无烟房。。', '短评打分': 1}
{'短评内容': '只有两台电梯，且有一天坏了。.。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '不推荐啊不推荐，房间最大的问题是窗帘透光，很早就醒。\n', '短评打分': 1}
{'短评内容': '服务一般', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '不错的', '短评打分': 3}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '缺点：一、前台办事效率较慢，工作交接不力，人性化服务严重欠缺；二、413元的豪华标间内卫生间台面侵蚀严重，看上去十分肮脏；三、酒店正门正在挖坑，半夜还有人放鞭炮；四、次日早航班，向前台申请将早餐换成餐盒，竟遭拒绝，让离店当天自己与餐厅联系，可我是6点的航班，餐厅还没开门呢!真是可笑!五、餐厅实际位于一层大堂，与大堂相通，与前台很近，大门刮进来的风直接吹到餐厅。', '短评打分': 1}
{'短评内容': '缺点：一、前台办事效率较慢，工作交接不力，人性化服务严重欠缺；二、413元的豪华标间内卫生间台面侵蚀严重，看上去十分肮脏；三、酒店正门正在挖坑，半夜还有人放鞭炮；四、次日早航班，向前台申请将早餐换成餐盒，竟遭拒绝，让离店当天自己与餐厅联系，可我是6点的航班，餐厅还没开门呢!真是可笑!\n优点：除了房间灯光比较明亮外一无是处，毫无优点可言，下次绝对不再住啦。', '短评打分': 1}
{'短评内容': '酒店的房间太小了，而且前台服务员的态度也不好。', '短评打分': 1}
{'短评内容': ' 满意', '短评打分': 3}
{'短评内容': '综合设施比较差，服务人员的素质一般。与其准四星得身份不符。', '短评打分': 1}
{'短评内容': '不错，每次到太原都住这家店。建议房间送2瓶免费的矿泉水哦。', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 3}
{'短评内容': '酒店还不错，干净舒适。位置也还可以，就是价格稍贵，还有结账开票的时候不太方便。', '短评打分': 5}
{'短评内容': '感觉服务很一般', '短评打分': 3}
{'短评内容': '地里位置不错，早餐很好，房价偏高，性价比不高。', '短评打分': 3}
{'短评内容': '房间够大，自助早餐很一般，最头疼的就是底层的夜总会了，两点多都会有人大呼小叫的送客人上楼。', '短评打分': 1}
{'短评内容': '房间够大，自助早餐很一般，最头疼的就是底层的夜总会了。', '短评打分': 1}
{'短评内容': '一般，房间有臭味，而且底层的夜总会，总是觉得不安全！！！', '短评打分': 1}
{'短评内容': '推荐', '短评打分': 3}
{'短评内容': '酒店价格太贵。位置还算可以，房间设施简陋。', '短评打分': 1}
{'短评内容': '我第一次住的房间比第二次住的房间大多了，所以才会再一次选择卓凡的，谁知道第二次住的没第一次好！', '短评打分': 1}
{'短评内容': '目前本人住过的最差也是价格最高的一家4星级酒店，我对太原的酒店性价比实在是失望透顶！', '短评打分': 1}
{'短评内容': '房间很大，设施很好。位置也不错。只是二楼设有KTV，来唱歌的客人与住宿的客人走同一电梯，感觉有点乱。', '短评打分': 5}
{'短评内容': '位置还不错，房间也还可以，就是没有矿泉水送！', '短评打分': 5}
{'短评内容': '房间比较小,因为我是凌晨住的,没享受到什么服务.周边设施不好,凌晨找不到买东西的地方', '短评打分': 5}
{'短评内容': '毛巾最好用新的', '短评打分': 5}
{'短评内容': '服务不错！单人房间小一点，不过对我一个人来说无所谓，价格在300左右就更好了', '短评打分': 5}
{'短评内容': '位置好,服务一般,软硬件还需提高,性位低', '短评打分': 5}
{'短评内容': '很好，下次还住。', '短评打分': 5}
{'短评内容': '酒店还不错，我第一次到太原来，比我想象的好很多。', '短评打分': 5}
{'短评内容': '在山西四百多元的价格看，这家酒店的硬件设施属于相当不错的了，很新，且装修非常不错，舒适度高，但酒店的大堂到酒店电梯，要路过洗浴中心的接待台，感觉不是特别舒服。', '短评打分': 5}
{'短评内容': '还不错的酒店 一直都住在这里', '短评打分': 5}
{'短评内容': '每次都住在那，酒店很新，还不错。', '短评打分': 5}
{'短评内容': '性价比一般，太贵了！！！', '短评打分': 1}
{'短评内容': '服务还可以，但是下面有洗浴和歌厅，电梯却只开一部，想回房间都要等电梯往返几次，而且来往人员太杂，晚上有点吵...', '短评打分': 1}
{'短评内容': '住过很多次了，除了价格有点贵，其余都还好，早餐也有改进。', '短评打分': 5}
{'短评内容': '酒店条件不错，设施很新，性价比高。\r\n不足之处：房间里没提供面巾纸；电视频道全是中央、地方台，基本没可看的，不知住在这里的外宾看什么台？电视信号声音比图像慢1秒多（1019房间，估计其它房间也如此），很别扭，是酒店转播的原因？\r\n', '短评打分': 5}
{'短评内容': '位于亲贤街，地理位置很不错，酒店设施很新，服务也不错。', '短评打分': 3}
{'短评内容': '整体不错，就是位置一般\r\n', '短评打分': 5}
{'短评内容': '我入住的时候价位260，酒店环境不错，房屋干净，屋内有纯净水龙头，床也比较舒适', '短评打分': 5}
{'短评内容': '酒店住的很舒适，性价比很值，下次还会去住的', '短评打分': 5}
{'短评内容': '酒店服务态度非常好，房间舒适明亮，地理位置也不错，性价比也不错。', '短评打分': 5}
