{'descr': '位置好找 有地下停车场 早餐也可以', 'star': 1}
{'descr': '房间还可以，前台的服务态度不是很好，都不爱理人。', 'star': 5}
{'descr': '这里更像一个汽车旅馆，叫商务酒店有点糟践商务酒店的称号，房间都有麻将桌但是烟味也很大，开房的时候房门没有钥匙也没有房卡，结账的时候却要跟我们要房卡和钥匙，无语啊。卫生间的窗户很大是铝合金的而且也没有锁，晚上睡觉老婆把椅子堵到卫生间门生怕半夜爬进来人。总之一点安全感都没有。价位和如家差不多但是软件硬件都没法和如家比。', 'star': 1}
{'descr': '这里更像一个汽车旅馆，叫商务酒店有点糟践商务酒店的称号，房间都有麻将桌但是烟味也很大，开房的时候房门没有钥匙也没有房卡，结账的时候却要跟我们要房卡和钥匙，无语啊。卫生间的窗户很大是铝合金的而且也没有锁，晚上睡觉老婆把椅子堵到卫生间门生怕半夜爬进来人。总之一点安全感都没有。价位和如家差不多但是软件硬件都没法和如家比。', 'star': 1}
{'descr': '地点位置不好，相对偏僻点，虽然离火车站还不算太远。灯光最不好，主照明居然没有，只是用两个床头灯，超级无语。电热水炉接触也不好，还有就是厕所居然没纸巾。无语啊。', 'star': 1}
{'descr': '地点位置不好，相对偏僻点，虽然离火车站还不算太远。灯光最不好，主照明居然没有，只是用两个床头灯，超级无语。电热水炉接触也不好，还有就是厕所居然没纸巾。无语啊。', 'star': 1}
{'descr': '感觉房间还好。', 'star': 3}
{'descr': '感觉房间还好。', 'star': 3}
{'descr': '距离火车站较近，不过性价比一般，如果价格再便宜一点的话，可以考虑下次入住', 'star': 5}
{'descr': '距离火车站较近，不过性价比一般，如果价格再便宜一点的话，可以考虑下次入住', 'star': 5}
{'descr': '住房还行，这个价格这个房子还不错的了，有两个问题：1、暖气的确是不太好，有点冷2、网速好慢呀，看个电影都卡的要死', 'star': 5}
{'descr': '住房还行，这个价格这个房子还不错的了，有两个问题：1、暖气的确是不太好，有点冷2、网速好慢呀，看个电影都卡的要死', 'star': 5}
{'descr': '还不错，离车站很近，步行即可，如果能含早餐就好了，服务也不错', 'star': 5}
{'descr': '还不错，离车站很近，步行即可，如果能含早餐就好了，服务也不错', 'star': 5}
{'descr': '房间很好。。。很干净。。。服务很周到。。。', 'star': 5}
{'descr': '酒店是超四星的，            很喜欢！', 'star': 5}
{'descr': '还是一如既往的实惠，热水依旧很热，但是被子盖着冷，空调不好用，望改进', 'star': 5}
{'descr': '还是一如既往的实惠，热水依旧很热，但是被子盖着冷，空调不好用，望改进', 'star': 5}
{'descr': '晚上睡觉很冷啊…………暖气没有，空调不好用………………', 'star': 1}
{'descr': '晚上睡觉很冷啊…………暖气没有，空调不好用………………', 'star': 1}
{'descr': '环境还不错，比较方便。床还可以，挺舒服的地方。服务也可以。', 'star': 5}
{'descr': '环境还不错，比较方便。床还可以，挺舒服的地方。服务也可以。', 'star': 5}
{'descr': '酒店还可以,不过通过网上订一点也不便宜', 'star': 3}
{'descr': '酒店还可以,不过通过网上订一点也不便宜', 'star': 3}
{'descr': '距离火车站较近，设施一般，不过饭菜实惠可口。', 'star': 5}
{'descr': '距离火车站较近，设施一般，不过饭菜实惠可口。', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '房间太小，周边环境很差，购物餐饮都不方便，服务质量有待提高', 'star': 1}
{'descr': '房间太小，周边环境很差，购物餐饮都不方便，服务质量有待提高', 'star': 1}
{'descr': '房间很冷！服务员态度也是一般，不算好！问她们要吹风机，说都借出去了，说了老半天，说第二天早上尽可能给我们一个。这么冷的天，暖气又不足，湿着头发，导致我们第二天出现明显感冒症状！\n', 'star': 1}
{'descr': '房间很冷！服务员态度也是一般，不算好！问她们要吹风机，说都借出去了，说了老半天，说第二天早上尽可能给我们一个。这么冷的天，暖气又不足，湿着头发，导致我们第二天出现明显感冒症状！\n', 'star': 1}
{'descr': '房间很冷！服务员态度也是一般，不算好！问她们要吹风机，说都借出去了，说了老半天，说第二天早上尽可能给我们一个。这么冷的天，暖气又不足，湿着头发，导致我们第二天出现明显感冒症状！', 'star': 1}
{'descr': '房间很冷！服务员态度也是一般，不算好！问她们要吹风机，说都借出去了，说了老半天，说第二天早上尽可能给我们一个。这么冷的天，暖气又不足，湿着头发，导致我们第二天出现明显感冒症状！', 'star': 1}
{'descr': '房间干净   服务不错 价格合理  但是房间的隔音有待改善', 'star': 5}
{'descr': '房间干净   服务不错 价格合理  但是房间的隔音有待改善', 'star': 5}
{'descr': '位置很好，但条件设施一般，空间大，但床上物品简单', 'star': 5}
{'descr': '位置很好，但条件设施一般，空间大，但床上物品简单', 'star': 5}
{'descr': '挨着太原火车站，交通还是比较便利的。环境、卫生还行吧，没有早餐不是很理想。', 'star': 5}
{'descr': '挨着太原火车站，交通还是比较便利的。环境、卫生还行吧，没有早餐不是很理想。', 'star': 5}
{'descr': '已经入住捷程商务酒店', 'star': 3}
{'descr': '已经入住捷程商务酒店', 'star': 3}
{'descr': '离火车站还是稍微远点，不过性价比还是很不错的，床和窗户都很大。', 'star': 5}
{'descr': '离火车站还是稍微远点，不过性价比还是很不错的，床和窗户都很大。', 'star': 5}
{'descr': '特别容易就找到地址，服务蛮好的，有什么需要解决得还是很快的，性价比也挺高的，最喜欢的就是热水，洗得很舒服，唯一不足的是有的房间机顶盒接受不到频道，但是也很快调换了合适的房间，希望在这个上面再完善', 'star': 5}
{'descr': '特别容易就找到地址，服务蛮好的，有什么需要解决得还是很快的，性价比也挺高的，最喜欢的就是热水，洗得很舒服，唯一不足的是有的房间机顶盒接受不到频道，但是也很快调换了合适的房间，希望在这个上面再完善', 'star': 5}
{'descr': '总体感觉还可以，就是服务员打扫房间时候不是很好，还有冬天时候去的时候房间有些冷，不知道是中央空调供暖还是暖气，最好要是能告知就好了，位置比较好，很靠近火车站，步行也就10多分钟！', 'star': 5}
{'descr': '总体感觉还可以，就是服务员打扫房间时候不是很好，还有冬天时候去的时候房间有些冷，不知道是中央空调供暖还是暖气，最好要是能告知就好了，位置比较好，很靠近火车站，步行也就10多分钟！', 'star': 5}
{'descr': '酒店很干净，服务人员态度也不错，感觉住在这里比较轻松，离火车站有1公里左右吧', 'star': 5}
{'descr': '酒店很干净，服务人员态度也不错，感觉住在这里比较轻松，离火车站有1公里左右吧', 'star': 5}
{'descr': '这是太原最便宜的经济酒店了。。。。女的服务态度还行。。。男的就显得不太专业。。。。', 'star': 5}
{'descr': '这是太原最便宜的经济酒店了。。。。女的服务态度还行。。。男的就显得不太专业。。。。', 'star': 5}
{'descr': '酒店地理位置不错，交通便利，酒店工作人员服务态度也很好，早餐也不错！', 'star': 5}
{'descr': '酒店地理位置不错，交通便利，酒店工作人员服务态度也很好，早餐也不错！', 'star': 5}
{'descr': '酒店的位置很好，交通很便利，价格合理，早餐也很不错哦。', 'star': 5}
{'descr': '酒店的位置很好，交通很便利，价格合理，早餐也很不错哦。', 'star': 5}
{'descr': '总体不错，就是没有中餐有点欠缺,交通也方便', 'star': 5}
{'descr': '总体不错，就是没有中餐有点欠缺,交通也方便', 'star': 5}
{'descr': '      挺不错的，服务态度很好。交通也方便。', 'star': 5}
{'descr': '      挺不错的，服务态度很好。交通也方便。', 'star': 5}
{'descr': '不错不错，地理位置超级方便，就是吃饭不方便', 'star': 5}
{'descr': '不错不错，地理位置超级方便，就是吃饭不方便', 'star': 5}
{'descr': '交通便利，购物方便，闹市区小吃很多，银行也很多，而价格很实惠，性价比极高，值得推荐！', 'star': 5}
{'descr': '交通便利，购物方便，闹市区小吃很多，银行也很多，而价格很实惠，性价比极高，值得推荐！', 'star': 5}
{'descr': '距离火车站近，价格便宜，但附近小偷较多，多注意自己财务', 'star': 5}
{'descr': '距离火车站近，价格便宜，但附近小偷较多，多注意自己财务', 'star': 5}
