{'短评内容': '非常好！环境好，服务好，早餐丰盛', '短评打分': 5}
{'短评内容': '干净、便利而且内部设施也不错，以后还会继续光顾的。', '短评打分': 5}
{'短评内容': '酒店的交通地点很便利 内部也很干净  服务态度比较不错', '短评打分': 5}
{'短评内容': '非常满意的酒店，下次一定还去光临。不错，不错', '短评打分': 5}
{'短评内容': '设施维护还好，只是免费瓶装水只限两瓶未免太死板', '短评打分': 5}
{'短评内容': '很方便的位置,且有无烟层,早餐丰富,房间设备也说得过去,不错的选择。', '短评打分': 3}
{'短评内容': '酒店还算可以 位置不错 服务可以 早餐可以 没什么大的问题 总体说的过去 ', '短评打分': 5}
{'短评内容': 'Good location, comfortable room at reasonable rates. Sumptous breakfast.', '短评打分': 5}
{'短评内容': '出火车站就是，交通方便，酒店不错，但是旺季会涨价', '短评打分': 5}
{'短评内容': '这个酒店日本人特别多，服务员也多会日文。值得一提的是每天有几班车可以去机场，时间恰好的话倒是不错的附加服务。', '短评打分': 5}
{'短评内容': '酒店服务，实施都还行，就是出门打车不是很方便，在十字路口，出租车不好进来。总的来说，还行。日本客人多。', '短评打分': 5}
{'短评内容': '经常住，楼比较老，床很舒服，最近好像有装修，有点吵。', '短评打分': 5}
{'短评内容': '酒店不错，不少老外也住这里,在市中心，打车也方便', '短评打分': 5}
{'短评内容': '我是帮朋友定的。据朋友讲，房间设备不错，服务也挺好。只是房费里不含早餐，稍稍贵了点。', '短评打分': 5}
{'短评内容': '这家酒店真的很一般的不能在一般了。一个五星的酒店能一般到这种境界也算让入住者大开眼界！前台没有办理入住手续的工作人员（办理个入住手续等工作人员用时五分钟）。环境也真的很一般。总体两字一般。如果该酒店的负责人能看到留言真的请你好好管理一下吧！我所反映的情况属实我可以提供我的联系方式负责人也可以联系我核实你酒店的情况是不是已经混乱到这种程度。领导醒醒吧，长点心吧！！！我的联系方式：1399841959', '短评打分': 1}
{'短评内容': '酒店设施较旧，大堂较小，在二楼。地点不错，周围环境较乱。', '短评打分': 5}
{'短评内容': '市中心，交通便利，近火车站，旁边有麦当劳和肯德基。不错!有机会再住。', '短评打分': 5}
{'短评内容': '酒店的豪华套间不错，房间大，设施很新。客厅的电视挂在墙上，角度有点高，坐在沙发上看不舒服，要仰着头。二楼的自助晚餐不好吃，品种少，味道不好，虽然价钱不贵。希望能改进。', '短评打分': 5}
{'短评内容': '*离酒店时不主动帮忙拿行李\n*前台服务时基本没有笑容\n*check out时前台不主动提供消费清单\n', '短评打分': 1}
{'短评内容': '好。就是有点吵，也不知道半夜山更谁睡不着觉乱放鞭炮，弄得我一夜未眠/', '短评打分': 5}
{'短评内容': '很好的酒店，设施及早餐不错。值得推荐入住。下次还会住。', '短评打分': 5}
{'短评内容': '非常不错的酒店,网上预定的400元标准间特价房(7楼),如直接在前台开房要700元,房间很大,设施完善,很舒服,下楼就是火车站和虎跃快客站,下次还住这里!', '短评打分': 5}
{'短评内容': '好多日本人入住，大堂客服挺好，就是离开之后，宾馆价格就下调了', '短评打分': 5}
{'短评内容': '日本住客很多，客户（日本人）很满意环境和服务', '短评打分': 5}
{'短评内容': '距离目的地很近，旁边就是火车站，在三楼的日本料理吃饭，不错', '短评打分': 5}
{'短评内容': '酒店位置不错，交通还算方便，离办事地点较近，以后还会入住此酒店！', '短评打分': 5}
{'短评内容': '总的感觉不错!', '短评打分': 3}
{'短评内容': '酒店门口保安服务热情到位，给身在异乡的外宾人士留下很深刻的印象。', '短评打分': 5}
{'短评内容': '很多日本人入住\n这个酒店不错,早餐,房间床都还行,价格比较实惠', '短评打分': 5}
{'短评内容': '在大连市区可算很好的酒店每次来大连都住', '短评打分': 3}
{'短评内容': '地理位置绝佳，出门就是胜利地下，天津街，大商步行街。下次肯定还住。', '短评打分': 5}
{'短评内容': '位置和硬件设施都不错', '短评打分': 3}
{'短评内容': '酒店装饰不错，只是前台对客人身份要求过于苛刻，登记一位客人，早餐每个标准间只发一张早餐券，不方便呵呵', '短评打分': 5}
{'短评内容': '地处大连车站左侧，交通方便，购物方便，非常便利。\n酒店服务态度好，就是价格稍微贵一些，日本客人很多。', '短评打分': 5}
{'短评内容': '服务非常好！就是卫生间太小了，莫非为了住店要先减肥不成？', '短评打分': 5}
{'短评内容': '\n面向日本人的酒店，不错', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '干净，整洁，就是游泳池比想象的小，水也冷。。。。。。。。。', '短评打分': 5}
{'短评内容': '帮日本朋友的家里人定的，据说说不错哦~~嘿嘿，如果自己去的话应该也会选那里哦~', '短评打分': 5}
{'短评内容': '酒店地利位置很方便，就在火车站旁边。但停车比较麻烦要交费50元。房间很干净，床、被子都很舒服。特别是3楼的日本料理不错哦。', '短评打分': 3}
{'短评内容': '基本都是日本人', '短评打分': 3}
{'短评内容': '服务态度很好，订的的是双床房，到达的时候给的是大床房，协调后换了房间；不足之处就是早餐样式少，不好吃。不错，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店卫生很好，设施也不错，就是服务态度还有待提高。', '短评打分': 5}
{'短评内容': '酒店交通便利，服务比较满意。但是洗手间有点儿小，偶尔会有室外噪音，总的来说满意。\n', '短评打分': 5}
{'短评内容': '地理位置不错，出了火车站就能看见，酒店服务也不错，不足是定的无烟房，但进去后烟味很大。', '短评打分': 5}
{'短评内容': '很低调的五星级。外面挺旧。里面还不错。交通很方便。', '短评打分': 3}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '非常满意', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '还不错，交通方便，服务挺好的！\n火车站附近，人流大，但是房间里到挺安静的!', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '基本上硬件施舍很不错。\n\n软件服务 很不错 但是得有个前提，你是日本人。。。\n\n对待中国人的服务态度 与星级不符，也与你付的房费不符。', '短评打分': 5}
{'短评内容': '房间很宽敞，感觉比其它的酒店房间里的灯光亮，有很多灯，可以随意调节，不象有的酒店为了省电，晚上房间很暗。浴室的设备也非常好，怪不得日本的客人那么多，日本人是最挑剔的了。服务人员都能讲一些日语，素质很好。\n总之，以后还会来住。价位比瑞诗低，但是房间比瑞诗强多了。', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 3}
{'短评内容': '交通很方便，服务也很好，房间很舒服，特别是马桶非常高级，哈哈，朋友很喜欢这个酒店。', '短评打分': 5}
{'短评内容': '服务还好，设施也还可以，就是太贵了，没办法，旅游旺季都这样。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店不错，干净卫生，而且房间比较大，最有意思的是马桶很先进，交通也很方便，还是比较值的，出差住这里很合适。', '短评打分': 5}
{'短评内容': '除了地角好，购物方便，其他的都还一般般啦，，，，尤其服务真不怎么样，，像欠他们几百吊钱一样，大堂小的要死，而且就不几个免费座位，到别地方坐一会还要收钱，要消费，你这是大堂，你当是海边啊？可算找个地儿收钱了，我真，，，就这大堂根本算不上四星级的酒店好吧。', '短评打分': 5}
{'短评内容': '酒店价格虽然比较贵，但还是比较值的，交通位置很好，房间也很大，如果是出差的话，住这里还是蛮舒服的。订了几天，刚刚体验，感觉还不错。', '短评打分': 5}
{'短评内容': '非常适合日本人的酒店，早餐特别好，房间也舒适，很满意。\n价格比日航饭店便宜不少，房间比日航饭店稍小，但足够了。', '短评打分': 5}
{'短评内容': '不错很干净', '短评打分': 3}
{'短评内容': '位置很好，就在火车站旁边，出门比较方便。朋友去住的，要住半个月，听说是美国的连锁店，比较正规。凌晨才去的，但还算顺利。', '短评打分': 5}
{'短评内容': '第一次入住感觉还好，但是第2次入住就不愉快，遇到2个服务员态度都不好，提前一个月订的大床都说没有，也不承诺有的话给更黄态度实在不象4星的服务！', '短评打分': 1}
{'短评内容': '我来大连很多次，每次来都会选这个酒店，交通、购物、玩都很方便，房间、床浴室、很大，很舒服=====================', '短评打分': 5}
{'短评内容': '酒店地理位置很好，正好位于市中心的中心，所以停车有些难度。酒店服务还不错，房间设施人性化，早餐也很丰富。下次还会住。', '短评打分': 5}
{'短评内容': '住了很多次，去大连我的首选，挺方便的，在市区...........................................', '短评打分': 5}
{'短评内容': ' 服务一般,硬件很好', '短评打分': 3}
{'短评内容': '环境还不错，价位有点高', '短评打分': 3}
{'短评内容': '第二次入住.比起上次的服务好了很多.特别的是前台的服务相对快速及亲切, 让人耳目一新! 希望继续保持.', '短评打分': 5}
{'短评内容': '订的特价房连住了4天，服务却不特价，床很舒服，交通也方便，下次有机会还会入住', '短评打分': 3}
{'短评内容': '服务一般般，可能北方和南方在服务的标准上有差距。自助午餐68元，基本上没什么吃的。客房整理上，不及格。', '短评打分': 3}
{'短评内容': '房间大小可以，装修可以，服务可以，就是隔音不太好。', '短评打分': 5}
{'短评内容': '酒店感觉很好,地理位置优越,离火车站和客运站很近,出行方便,购物也很方便.', '短评打分': 5}
{'短评内容': '白天门口打车比较混乱，可能是因为邻近火车站的原因，其他都很好！', '短评打分': 5}
{'短评内容': '交通便利！服务也不错，标准房间没有了，前台帮忙升级了房间，住的很舒服！', '短评打分': 5}
{'短评内容': '服务态度很好，酒店的位置也很便利，就是早上去机场的班车少了一点', '短评打分': 5}
{'短评内容': '位置近火車站,房間乾淨衛生,周遭環境生活機能便捷,服務性質高,但是結帳離店時浪費不少時間,下次有機會還是會入住.', '短评打分': 5}
{'短评内容': '交通方便，购物便利，干净，卫生，很好，还会再来', '短评打分': 5}
{'短评内容': '比上海的华美达好太多了。大连的华美达不愧4星。从服务到内饰，处处都透露着一种温馨。', '短评打分': 5}
{'短评内容': '挺好的  很舒服   交通方便 购物美食都方便', '短评打分': 5}
{'短评内容': '爱大连，更爱华美达，很好的酒店。带全家去度假，吃的很好，床很舒服，标间好大呀。  服务满意。', '短评打分': 5}
{'短评内容': '很好的酒店。给我免费升级。前台服务员态度很好。以后去大连就住九州华美达啦。\n', '短评打分': 5}
{'短评内容': '这次的酒店还是很不错的，环境很好，房间大。 不足的是 淋浴喷头有点小坏。总体还是很好的', '短评打分': 5}
{'短评内容': '第一次入住这家酒店，感觉非常好！\n 前台服务员态度很热情。详细告诉我们哪里有好玩的。 真的很感谢！\n还免费升级为标间。 哈哈。。房间真的很大，我们3个大人1个小孩住一间，一点都不觉得空间小。 以后来大连旅游，就选华美达啦。', '短评打分': 5}
{'短评内容': '给别人订的,,,都挺喜欢那里的,,地角好,方便购物,据说早餐也不错.', '短评打分': 1}
{'短评内容': '免费升级为标间，房间和卫生间的空间都很大，设施较好 ', '短评打分': 5}
{'短评内容': '处于闹市，服务态度一般。酒店房间偏小。.........', '短评打分': 1}
{'短评内容': '门口停车位十分紧张，房间设施完善，房量充足', '短评打分': 5}
{'短评内容': '酒店非常不错，我是替公司领导订的，感觉很好，下次还会选择~', '短评打分': 5}
{'短评内容': '服务态度不错，但是服务的管理需要加强。推荐入住', '短评打分': 5}
{'短评内容': '除了门口车位太少以外确实不错！干净，方便，服务热情！', '短评打分': 5}
{'短评内容': '地理位置非常好，服务好，卫生条件不错，以后会坚持住这儿的。', '短评打分': 5}
{'短评内容': '不止一次入住这家酒店~  住的依然是豪华房间，如果房间面积再大一点就更好了~  另外~ 推荐3楼的大江户日本料理~  ', '短评打分': 5}
{'短评内容': '房间虽然不大.但很干净.整洁.位置好.离火车站特近.交通方便. ', '短评打分': 5}
{'短评内容': '酒店里面确实日本人住得很多，服务员也有日本的，很干净，虽然外面很闹，里面确实很安静，而且交通方便，就在虎跃站对过。缺点是周围吵闹，而且收拾房间的服务员服务一般，香皂没给放，浴巾没给换就叠起来放上了，很潮的。我去的时候没有特价房了，给升级到标准间了，不错。', '短评打分': 5}
{'短评内容': '不错的商务酒店，性价比不错，商旅推荐。。。。', '短评打分': 5}
{'短评内容': '很实用的商务酒店。性价比也还好。商旅推荐', '短评打分': 5}
{'短评内容': '酒店设施不错；对服务要求高的国人，请降低心理预期，因为这里优待日本人。', '短评打分': 5}
{'短评内容': '酒店位置不错,价格适中,服务较好,是一家性价比不错的酒店', '短评打分': 5}
{'短评内容': '房间一般    早餐单调    服务一般', '短评打分': 1}
{'短评内容': '性价比不高 早餐单调     极少    房间一般', '短评打分': 1}
{'短评内容': '性价比较高。商务人士推荐入住。就是周围环境有点吵。不过酒店服务还是蛮好。', '短评打分': 5}
{'短评内容': '房间不错！\n位置有点一般，大堂服务很好！\n', '短评打分': 5}
{'短评内容': '非常干净的酒店，自助餐非常的丰盛，价格很公道，早餐时，日本经理非常礼貌', '短评打分': 5}
{'短评内容': '有送机服务，不错。驾驶员开车像开拖拉机一样，左摇右摆，吓坏了二个日本老夫妇。房间内饰不错，但外墙很破旧。', '短评打分': 5}
{'短评内容': '环境设施都不错，而且交通方便，推荐~~~~', '短评打分': 5}
{'短评内容': '出门右转步行2分钟就到了热闹的火车站，楼下还有繁忙的汽车站，但是房间隔音做得不错，很安静，并且收拾的干净整洁，日式管理把北方粗放的服务人员管理得不错，他们仍然不热情，但是该做的事情都能做到。我们住的是2张床的标准间，床还是比较宽的，两个中等身材的大人睡一张床不挤，适合家庭出游大连时住宿。', '短评打分': 5}
{'短评内容': '酒店外观看起来比较旧，但酒店内部还不错，房间比较大，装修还不错。', '短评打分': 5}
{'短评内容': '酒店很好，住的豪华间，房间很大。服务也很好。唯一遗憾的是不含早餐', '短评打分': 5}
{'短评内容': '交通便利，房间干净。', '短评打分': 3}
{'短评内容': '还不错,就是卫生间有点小.其它的还可以..................', '短评打分': 5}
{'短评内容': '非常好的一个酒店。房间也很大。服务态度也很好。交通也和方便。', '短评打分': 5}
{'短评内容': '整体上 性价比较高，是值得住的酒店。入住客人大多是日本人，酒店的高层管理人员也是日籍。', '短评打分': 5}
{'短评内容': '整体上 是值得住的酒店 ，前提是你会日语或者和日本人一起入住。\n\n不然会感觉到差别对待。。。\n', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店位置很好，就在火车站旁边，\n装修的还不错，就是房间不够大，对于这个价位的房间来说稍微小了些\n总体还算可以', '短评打分': 5}
{'短评内容': '性价比比较高，再去出差还会推荐这家给同事。', '短评打分': 5}
{'短评内容': '酒店比较干净卫生，服务不错，但早餐较简单', '短评打分': 5}
{'短评内容': 'it is a nice hotel, near the downtown, very convenient and the price is reasonable.', '短评打分': 5}
{'短评内容': '酒店硬件很不错，稍贵，离火车站、大连商场很近，购物很方便。', '短评打分': 5}
{'短评内容': '给日本客户定的饭店客房。还不错。日本客人习惯住这家饭店。设施不错。但是早餐贵了点，品种也不太多。', '短评打分': 5}
{'短评内容': '房间不错，设施很好，热水又热又快。住的是不临街的房间，也很安静。\n自助午餐68元很不错，晚餐150元，入住是赠送了5折券，所以75元，超值！\n唯一不太好的就是游泳池，很小，水也有点凉，不过很少人来这是为了游泳吧。所以不算缺点吧。服务也很好。', '短评打分': 5}
{'短评内容': '一家老饭店了。日本客户都习惯住在这里。位于市中。一切很方便。', '短评打分': 5}
{'短评内容': '很不错的酒店, 服务比较到位, 价格也能接受. 关键是位置很好.', '短评打分': 5}
{'短评内容': '听朋友介绍的，还不错。价格也很合适，可以接受。', '短评打分': 5}
{'短评内容': '位置很好，住的也很舒适，就是早餐在丰富点就好了', '短评打分': 5}
{'短评内容': '空調聲音很大 服務還不錯 價錢還合理接通也方便', '短评打分': 5}
{'短评内容': '酒店位置方好，出行及就餐方便。下次还会入住。', '短评打分': 5}
{'短评内容': '不错～！！～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '除了停车不方便外，其他的都没的说，就出在商业中心逛街购物非常方便', '短评打分': 5}
{'短评内容': '房间还好，服务热情，地理位置好，但泳池很小', '短评打分': 3}
{'短评内容': '地理位置最便利。\n早餐食品可口干净。\n房间卫生环境好。\n网速快且免费。\n', '短评打分': 5}
{'短评内容': '就是很喜欢，住过很多次了，床和被子都特别舒服的，灯很温馨，网速也可以！', '短评打分': 5}
{'短评内容': '不错,挺干净,下次还住', '短评打分': 3}
{'短评内容': '房间还不错，就是要的大床没有了，我一个人住2个床实在比较崩溃。。。还不事先说，我进房间才知道，这挺不好的！\n其他方面还不错，服务员态度都还行，酒店条件也还可以\n下次去还可以考虑住', '短评打分': 5}
{'短评内容': 'Very good location. Good breakfast spreads. Clean room. My favorite hotel in Dalian.', '短评打分': 5}
{'短评内容': '环境好，                 交通便利，              服务也不错', '短评打分': 5}
{'短评内容': '除了在火车站边上，有点心慌慌，以及早餐太日式了没啥吃的以外，都还不错', '短评打分': 5}
{'短评内容': '环境不错，地角好', '短评打分': 3}
{'短评内容': '客房服务很满意，早餐丰富口味不错。\n购物也很方便。', '短评打分': 5}
{'短评内容': '早餐太贵，不过附近吃饭很方便，其他还凑合', '短评打分': 3}
{'短评内容': '一家很不错的酒店，性价比很高，服务态度热情，周到。', '短评打分': 5}
{'短评内容': '位置在市中心,离火车站和码头很近,离机场也只有30分钟车程,非常方便. 价格含早餐上网,不错.', '短评打分': 5}
{'短评内容': '酒店一般，装修陈旧，餐饮不好，中餐可选种类太少。', '短评打分': 3}
{'短评内容': '总体感觉很好...值得推荐的酒店....', '短评打分': 5}
{'短评内容': '设施很完善，四星标准，服务到位，接待员有礼貌', '短评打分': 5}
{'短评内容': '日本人挺认可这酒店，环境，服务态度都很满意，价钱也不错哦^.^', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '噪音比较大', '短评打分': 3}
{'短评内容': '环境非常干净，离车站商业街又近，非常方便，以后还会选择这家酒店。', '短评打分': 5}
{'短评内容': '九州华美达除了周边火车站环境不佳外，还是不错的。\n优点主要有：地段比较中心，离主要商圈步行可达。服务水平还是相较内资企业为高。另外客房较大。早餐虽然不算太好，但是比香洲花园好。\n缺点：配置、装修等较陈旧，虽然卫生还不错。房间没有冰箱。液晶电视较小。', '短评打分': 5}
{'短评内容': '酒店性价比挺好，地处繁华地段生活比较方便。就是停车场太小。。', '短评打分': 5}
{'短评内容': '干净，有文化底蕴，服务还OK', '短评打分': 3}
{'短评内容': '位置好，交通方便。有免费接送机场服务。房间安静，窗户隔音好。缺点是：设施陈旧，服务一般，早餐太日式，中餐种类少。', '短评打分': 5}
{'短评内容': '酒店客房服务很及时噪音小', '短评打分': 3}
{'短评内容': '床 很大很舒服，   很满y意。', '短评打分': 3}
{'短评内容': '感觉不错', '短评打分': 3}
{'短评内容': '酒店硬件设施尚可,服务一般,周边环境比较脏.出行方便.', '短评打分': 5}
{'短评内容': ' 服务可以，酒店外面太吵闹了。', '短评打分': 3}
{'短评内容': '服务很好,价格公道.是旅游住宿的最佳选择,强烈推荐.', '短评打分': 5}
{'短评内容': '出入方便，就在胜利广场，早餐也不错，酒店自助午餐还不错，日本人很多。\n马桶是加热冲洗式的TOTO很不错。', '短评打分': 5}
{'短评内容': '这个价位，这个地段还是不错的了。前台的工作效率极差。。。', '短评打分': 5}
{'短评内容': '干净，整洁，入住登记快。火车，汽车方便。靠广场隔音不是太好。', '短评打分': 5}
{'短评内容': '九州是一家很有资历的酒店了，设施新装修过很不错！ 干净！ 舒适！ 下次还会继续入住！ 停车场问题应当解决下！', '短评打分': 5}
{'短评内容': '还好，就是价位高，这个季节，旅游淡季一点也不优惠。', '短评打分': 5}
