{'descr': '房间很大，很安静', 'star': 5}
{'descr': '我喜欢这个房间的格局，它有一个房间放了一张大床，一套卫浴，却另有一个靠窗户的阳台小房间，里面放了一张书桌，我正可以上网。它就像是一个朋友的家，墙壁上还有小朋友的涂鸦，算不上特别干净，但是可以啦！室内还放了一盆不小的活的绿叶植物盆栽，这是一般旅馆所没有的。还有服务人员的水平不错。更好的是它就在候机楼不远处，走路几分钟可到。很难得。我下次肯定还要来。', 'star': 5}
{'descr': '我喜欢这个房间的格局，它有一个房间放了一张大床，一套卫浴，却另有一个靠窗户的阳台小房间，里面放了一张书桌，我正可以上网。它就像是一个朋友的家，墙壁上还有小朋友的涂鸦，算不上特别干净，但是可以啦！室内还放了一盆不小的活的绿叶植物盆栽，这是一般旅馆所没有的。还有服务人员的水平不错。更好的是它就在候机楼不远处，走路几分钟可到。很难得。我下次肯定还要来。', 'star': 5}
{'descr': '淋浴水笼头有问题，上面喷头与下面水笼头同时出水不可控，房间通风效果差，毛巾有一条被人翻动过。标间只有一把梳子', 'star': 3}
{'descr': '如果是还有红眼航班，或者早赶飞机，可以选择。在这个地角，房间尚可，但是洗漱用品居然还是四五十元小旅馆的标准。', 'star': 5}
{'descr': '如果是还有红眼航班，或者早赶飞机，可以选择。在这个地角，房间尚可，但是洗漱用品居然还是四五十元小旅馆的标准。', 'star': 5}
{'descr': '房间特别小，价钱特别贵，非常不好，还和订单价不同，要收什么手续费。从来没见过', 'star': 1}
{'descr': '房间特别小，价钱特别贵，非常不好，还和订单价不同，要收什么手续费。从来没见过', 'star': 1}
{'descr': '离机场很近  但是网速很慢   房间很小  电视还不是液晶的\n一楼餐厅说是持房卡可以九折  我点了份套餐  吃完付钱时说套餐不打折 ', 'star': 1}
{'descr': '离机场很近  但是网速很慢   房间很小  电视还不是液晶的\n一楼餐厅说是持房卡可以九折  我点了份套餐  吃完付钱时说套餐不打折 ', 'star': 1}
{'descr': '便宜又好住，蛮不错的', 'star': 3}
{'descr': '房间很小，而且不干净。\n服务也不好。\n\n我入住时要求叫早服务，但没有叫了。\n\n唯一的好处是酒店是距离机场候机楼最近，走路5分钟就到。', 'star': 1}
{'descr': '房间很小，而且不干净。\n服务也不好。\n\n我入住时要求叫早服务，但没有叫了。\n\n唯一的好处是酒店是距离机场候机楼最近，走路5分钟就到。', 'star': 1}
{'descr': '距离机场最近的酒店，适合赶早班飞机，早餐没有吃，不清楚好歹。居住环境还算安静，上网等设施都齐全，但楼层服务不是太到位。', 'star': 5}
{'descr': '距离机场最近的酒店，适合赶早班飞机，早餐没有吃，不清楚好歹。居住环境还算安静，上网等设施都齐全，但楼层服务不是太到位。', 'star': 5}
{'descr': '酒店是距离机场候机楼最近的酒店，非常适合晚班飞机到达或早班飞机出发的旅客。但是房间小，空调制冷效果不是太好，前台收银员少。\n\n--------------------------------------------------------------------------------\n', 'star': 1}
{'descr': '酒店是距离机场候机楼最近的酒店，非常适合晚班飞机到达或早班飞机出发的旅客。但是房间小，空调制冷效果不是太好，前台收银员少。\n\n--------------------------------------------------------------------------------\n', 'star': 1}
{'descr': '第二次入住，还是三人间，没有上次好，窗帘太小，地漏堵塞，建议改进！', 'star': 5}
{'descr': '第二次入住，还是三人间，没有上次好，窗帘太小，地漏堵塞，建议改进！', 'star': 5}
{'descr': '离机场很近，很方便！三人间很实惠，值得推荐！', 'star': 5}
{'descr': '离机场很近，很方便！三人间很实惠，值得推荐！', 'star': 5}
{'descr': '酒店是距离机场候机楼最近的酒店，只有200米，非常适合晚班飞机到达或早班飞机出发的旅客', 'star': 5}
{'descr': '酒店是距离机场候机楼最近的酒店，只有200米，非常适合晚班飞机到达或早班飞机出发的旅客', 'star': 5}
{'descr': '酒店设施一般,但是对于赶早班机的人来说是不错的选择,离候机厅真的是很近.', 'star': 5}
{'descr': '酒店设施一般,但是对于赶早班机的人来说是不错的选择,离候机厅真的是很近.', 'star': 5}
{'descr': '房间干净整洁，离飞机场很近，走过去就行了，真的很方便', 'star': 5}
{'descr': '房间干净整洁，离飞机场很近，走过去就行了，真的很方便', 'star': 5}
{'descr': '酒店感觉蛮好的，地理位置也不错，下次，还次会住这个地方', 'star': 5}
{'descr': '距离机场很近…交通便利…', 'star': 3}
{'descr': '距离机场很近…交通便利…', 'star': 3}
{'descr': '一般般！不要住榻榻米房间！', 'star': 3}
{'descr': '一般般！不要住榻榻米房间！', 'star': 3}
{'descr': '我们已经住进合佳303房。不能刷卡，要现金。没有叫的士业务。', 'star': 3}
{'descr': '我们已经住进合佳303房。不能刷卡，要现金。没有叫的士业务。', 'star': 3}
{'descr': '确实离机场很近，早上坐飞机的很方便！房间还可以吧，挺干净的！以后还会去住的。。。', 'star': 5}
{'descr': '确实离机场很近，早上坐飞机的很方便！房间还可以吧，挺干净的！以后还会去住的。。。', 'star': 5}
{'descr': '只是转机的一个临时停靠站，所以不要要求太多就对了，哈~', 'star': 5}
{'descr': '只是转机的一个临时停靠站，所以不要要求太多就对了，哈~', 'star': 5}
{'descr': '酒店房间太小，与价格不相符合，就是离机场近，别的没什么优点，以后晚到的话坐出租车到离机场稍远的地方有更好的酒店', 'star': 1}
{'descr': '酒店房间太小，与价格不相符合，就是离机场近，别的没什么优点，以后晚到的话坐出租车到离机场稍远的地方有更好的酒店', 'star': 1}
{'descr': '住宿环境不错，离机场很近，比较干净，安静', 'star': 3}
{'descr': '住宿环境不错，离机场很近，比较干净，安静', 'star': 3}
{'descr': '今天我真的气死了，夜里十点多我已睡觉，前台小姐打电话来说我的押金钱不够了要补交。我是于今月30日入住至5月2日的，因为事情还没办好就又延迟到6日，昨天晚上与前台说了我要住到6日的，那前台又让我交了300元的押金，我也不清楚住到6日要交多少押金。那小姐说押金钱只够到晚上12点，一定要让我起床交，我说明天早上我就将钱交上，小姐就什么都不行，而且还有说话也很不客气，我住了这么多酒店是从来也没有碰到这种事', 'star': 1}
{'descr': '今天我真的气死了，夜里十点多我已睡觉，前台小姐打电话来说我的押金钱不够了要补交。我是于今月30日入住至5月2日的，因为事情还没办好就又延迟到6日，昨天晚上与前台说了我要住到6日的，那前台又让我交了300元的押金，我也不清楚住到6日要交多少押金。那小姐说押金钱只够到晚上12点，一定要让我起床交，我说明天早上我就将钱交上，小姐就什么都不行，而且还有说话也很不客气，我住了这么多酒店是从来也没有碰到这种事', 'star': 1}
{'descr': '酒店设施陈旧，灯光昏暗，洗澡出水量很小，卫生纸质量很差，本人不敢用，牙刷及牙膏质量也很差，床上用品是已破了个洞也在用，价格也不便宜，性价比不对称。，电视机是电视的质量有问题还是机子的问题，反正中央一台也看不清楚，哎，我住在快捷酒店也比住在这家店心情舒畅的多。', 'star': 1}
{'descr': '酒店设施陈旧，灯光昏暗，洗澡出水量很小，卫生纸质量很差，本人不敢用，牙刷及牙膏质量也很差，床上用品是已破了个洞也在用，价格也不便宜，性价比不对称。，电视机是电视的质量有问题还是机子的问题，反正中央一台也看不清楚，哎，我住在快捷酒店也比住在这家店心情舒畅的多。', 'star': 1}
{'descr': '地点方便，条件一般，价格一般。如果要在机场附近办事的话会比较方便。', 'star': 5}
{'descr': '地点方便，条件一般，价格一般。如果要在机场附近办事的话会比较方便。', 'star': 5}
{'descr': '非常烂的酒店，服务态度非常差，环境也非常差劲，卫生间无法形容，真是无语啊~  卫生间门都没有，洗澡水热水不稳定，电话前台回复的结果就是你多放水，放到稳定为止。。。  这样的地方价钱不便宜啊~   如果早知道谁会花钱来这种烂地方啊~   选择的请慎重啊~', 'star': 1}
{'descr': '非常烂的酒店，服务态度非常差，环境也非常差劲，卫生间无法形容，真是无语啊~  卫生间门都没有，洗澡水热水不稳定，电话前台回复的结果就是你多放水，放到稳定为止。。。  这样的地方价钱不便宜啊~   如果早知道谁会花钱来这种烂地方啊~   选择的请慎重啊~', 'star': 1}
{'descr': '地點很好，離機場很近\n性價比還算可以，適合趕早班飛機的商旅人士', 'star': 5}
{'descr': '地點很好，離機場很近\n性價比還算可以，適合趕早班飛機的商旅人士', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '房间设施不错。环境也挺好！~~~~~~~~~~', 'star': 5}
{'descr': '还好啊。。离机场很近啊。价格也比较适中。。', 'star': 5}
{'descr': '还好啊。。离机场很近啊。价格也比较适中。。', 'star': 5}
{'descr': '去机场真的很方便，如果是赶早班飞机的人住这里很合适。', 'star': 5}
{'descr': '去机场真的很方便，如果是赶早班飞机的人住这里很合适。', 'star': 5}
{'descr': '房间还行，服务业很好，就是地方不好找，窝到里面去了', 'star': 5}
{'descr': '就是离机场近点，这是优势，别的服务什么的都挺差的，明明有pos机，还不能刷卡', 'star': 1}
{'descr': '就是离机场近点，这是优势，别的服务什么的都挺差的，明明有pos机，还不能刷卡', 'star': 1}
{'descr': '不错的酒店', 'star': 3}
{'descr': '不错的酒店', 'star': 3}
{'descr': '是我住过最差的酒店', 'star': 3}
{'descr': '是我住过最差的酒店', 'star': 3}
{'descr': '陈旧，不好，不会推荐给朋友！！！！！！！！！！！！！', 'star': 1}
{'descr': '酒店陈旧，位置也不方便，感觉不是很好！！！！！！', 'star': 1}
{'descr': '.离机场确实很近', 'star': 3}
{'descr': '.离机场确实很近', 'star': 3}
{'descr': '看到指示牌还要走一截路，在居民区里。价格高了。', 'star': 5}
{'descr': '总体还可以，关键是离机场很近，很方便。不过房间偏小，装修一般', 'star': 5}
{'descr': '总体还可以，关键是离机场很近，很方便。不过房间偏小，装修一般', 'star': 5}
{'descr': '一点钟下的飞机 步行不到十分钟就到了酒店 很近 房间也很大 楼下就是“神州租车”，睡一觉，租辆车就可以开始厦门游了', 'star': 5}
{'descr': '一点钟下的飞机 步行不到十分钟就到了酒店 很近 房间也很大 楼下就是“神州租车”，睡一觉，租辆车就可以开始厦门游了', 'star': 5}
{'descr': '地段不错，靠近电视台，交通方便，价格有点偏贵。', 'star': 5}
{'descr': '除了机场近点，一无是处，勉强2星水准。服务很一般，房间装修的地方也没有封闭', 'star': 1}
{'descr': '除了机场近点，一无是处，勉强2星水准。服务很一般，房间装修的地方也没有封闭', 'star': 1}
{'descr': '房型设计很不错，我住的单人间有带小阳台，书桌很雅致，整体布局有点家的感觉。就是房价有点高，可能靠近机场的原因。', 'star': 5}
{'descr': '房型设计很不错，我住的单人间有带小阳台，书桌很雅致，整体布局有点家的感觉。就是房价有点高，可能靠近机场的原因。', 'star': 5}
{'descr': '酒店的房间布置和前台的服务态度还不错；但有三个问题提一下： \n1，有夜间施工，噪音太大！\n2， 附近吃饭不方便！\n3，服务人员的问题：我的房间电话坏了，让服务台给还，竟然说等明天修，可我说需要立即用，她说没办法，等了一会来了中年那服务员，协商从其他房间给还了一个。', 'star': 5}
{'descr': '感觉还可以吧，热情，干净，环境好，方便。。。。。。。。。。', 'star': 5}
{'descr': '酒店不错', 'star': 5}
{'descr': '酒店不错', 'star': 5}
{'descr': '成功入住，很好', 'star': 5}
{'descr': '成功入住，很好', 'star': 5}
{'descr': '住过的非常简陋的酒店，不过离机场非常的近，所以作为一个过渡才住，好坏也就无所谓了。', 'star': 1}
{'descr': '住过的非常简陋的酒店，不过离机场非常的近，所以作为一个过渡才住，好坏也就无所谓了。', 'star': 1}
{'descr': '如果是晚上到厦门的旅客 预算不高 可以选这家，离机场近，第2天去其他地方的交通也方便。', 'star': 5}
{'descr': '如果是晚上到厦门的旅客 预算不高 可以选这家，离机场近，第2天去其他地方的交通也方便。', 'star': 5}
{'descr': '周围交通不是很   方便，吃 的 也 不 多', 'star': 1}
{'descr': '该酒店设施很一般，卫生间的窗帘已经破损也不予以更换维修，性价比差。\r\n该酒店唯一的优势就是离机场近，如果要赶早飞机的，可以入住。', 'star': 1}
{'descr': '该酒店设施很一般，卫生间的窗帘已经破损也不予以更换维修，性价比差。\r\n该酒店唯一的优势就是离机场近，如果要赶早飞机的，可以入住。', 'star': 1}
{'descr': '榻榻米太小了，被子太脏，除了离机场近没有任何有点，千万别去', 'star': 1}
{'descr': '榻榻米太小了，被子太脏，除了离机场近没有任何有点，千万别去', 'star': 1}
{'descr': '很干净', 'star': 5}
{'descr': '很干净', 'star': 5}
{'descr': '总的来说不错，就是有一个杯子没洗干净，还有到酒店的路有点窄。', 'star': 5}
{'descr': '位置离机场很近，但是酒店设施不好，早餐很差还要15元。', 'star': 5}
{'descr': '位置离机场很近，但是酒店设施不好，早餐很差还要15元。', 'star': 5}
{'descr': '空调声音很大哎\r\n其他的倒还好\r\n就是空调声音太大', 'star': 5}
{'descr': '感觉比较一般，我订的是高级大床房，可是好象是一般大床房，和我另外两个朋友的不一样。', 'star': 1}
{'descr': '非常适合坐飞机的朋友，很方便。去厦门玩坐BRT也很方便。就是附近没发现有好吃的厦门特色小吃。', 'star': 5}
{'descr': '非常适合坐飞机的朋友，很方便。去厦门玩坐BRT也很方便。就是附近没发现有好吃的厦门特色小吃。', 'star': 5}
{'descr': '主要是位置好了，别的真的不怎么样！不过下飞机那么累了，为了早点歇着还能接受了！', 'star': 5}
{'descr': '主要是位置好了，别的真的不怎么样！不过下飞机那么累了，为了早点歇着还能接受了！', 'star': 5}
{'descr': '小房间的格局简单明了，\r\n而且房间内还放置了一些简单的饮料、食品，价格不贵，购买方便，\r\n感觉很好', 'star': 3}
{'descr': '小房间的格局简单明了，\r\n而且房间内还放置了一些简单的饮料、食品，价格不贵，购买方便，\r\n感觉很好', 'star': 3}
{'descr': '酒店位置不错 性价比也还好 商务入住比较合适', 'star': 5}
{'descr': '早餐太单调了，别的还不错', 'star': 5}
{'descr': '早餐太单调了，别的还不错', 'star': 5}
{'descr': '房间空调声音太大', 'star': 1}
{'descr': '我住了两次哦， 2楼标间我很喜欢 不过5楼的单人房 很窄哦  不过位置非常的不错哦  离市区不远  而且里机场非常近 嘿嘿 不错', 'star': 5}
{'descr': '我住了两次哦， 2楼标间我很喜欢 不过5楼的单人房 很窄哦  不过位置非常的不错哦  离市区不远  而且里机场非常近 嘿嘿 不错', 'star': 5}
{'descr': '住房条件一般，最大的优点便是十分的靠近机场，步行5分钟就可以到达候机厅。房间超小，价格还不便宜，卫生间太难用，一点都不像酒店,如果能改善一下房间的卫生条件，感觉会更好些 \r\n', 'star': 1}
{'descr': '住房条件一般，最大的优点便是十分的靠近机场，步行5分钟就可以到达候机厅。房间超小，价格还不便宜，卫生间太难用，一点都不像酒店,如果能改善一下房间的卫生条件，感觉会更好些 \r\n', 'star': 1}
{'descr': '很不错的地方~', 'star': 5}
{'descr': '如果去机场登机住宿非常方便，只有几分钟路程；去风景区就比较远了。总的来说性价比还可以。', 'star': 5}
{'descr': '如果去机场登机住宿非常方便，只有几分钟路程；去风景区就比较远了。总的来说性价比还可以。', 'star': 5}
{'descr': '住房条件一般，最大的优点便是十分的靠近机场，步行5-10分钟就可以到达候机厅。如果能改善一下房间的卫生条件，感觉会更好些', 'star': 5}
{'descr': '住房条件一般，最大的优点便是十分的靠近机场，步行5-10分钟就可以到达候机厅。如果能改善一下房间的卫生条件，感觉会更好些', 'star': 5}
{'descr': '不错的地方 房间也不错的 服务蛮好 设施不错的 值得推荐', 'star': 5}
{'descr': '房间的床铺过于简陋，并且在航空港，飞机起飞降落的声音很吵，影响睡眠，如果不是赶早班飞机的话，不建议入住，性价比也较差。', 'star': 1}
{'descr': '房间的床铺过于简陋，并且在航空港，飞机起飞降落的声音很吵，影响睡眠，如果不是赶早班飞机的话，不建议入住，性价比也较差。', 'star': 1}
{'descr': '各方面服务还算不错.就是房间面积小，显得比较拥挤.其它各方面还不错.', 'star': 5}
{'descr': '酒店的设施方面很简单，服务卫生方面也很一般了，感觉住的不是很舒适。', 'star': 1}
{'descr': '房间超小，价格还不便宜，卫生间太难用，一点都不像酒店，', 'star': 1}
{'descr': '房间超小，价格还不便宜，卫生间太难用，一点都不像酒店，', 'star': 1}
{'descr': '离机场近是唯一推荐理由，装修及家具太陈旧了，且价格不菲！', 'star': 5}
{'descr': '离机场近是唯一推荐理由，装修及家具太陈旧了，且价格不菲！', 'star': 5}
{'descr': '还不错，地理位置很方便，在翔云一路和翔云二路交叉口。由于飞机晚点，没来得及通知酒店，晚上1点15到的酒店，房间还替我保留着，这点不错。', 'star': 3}
{'descr': '还不错，地理位置很方便，在翔云一路和翔云二路交叉口。由于飞机晚点，没来得及通知酒店，晚上1点15到的酒店，房间还替我保留着，这点不错。', 'star': 3}
{'descr': '不错，本来是定的晚上1点到，但由于飞机晚点无法准时到达，没来的及通知，等到了时候还给我保留着房间呢，这点很满意。', 'star': 5}
{'descr': '不错，本来是定的晚上1点到，但由于飞机晚点无法准时到达，没来的及通知，等到了时候还给我保留着房间呢，这点很满意。', 'star': 5}
{'descr': '离厦门机场很近，出行方便，价格不贵，卫生不错，服务也好', 'star': 5}
{'descr': '离厦门机场很近，出行方便，价格不贵，卫生不错，服务也好', 'star': 5}
{'descr': '性价比不是很高，而且隔音也一般，门外的声音都能听见', 'star': 1}
{'descr': '房间小', 'star': 3}
{'descr': '房间小', 'star': 3}
{'descr': '方便', 'star': 5}
{'descr': '方便', 'star': 5}
{'descr': '房间干净，宽敞', 'star': 5}
{'descr': '如果是百元房的话性价比还是可以的', 'star': 5}
{'descr': '我在节前预定的是新春百元房如果是这个价格的话就很超值了。', 'star': 5}
{'descr': '住在里面蛮舒服的，比较安静，就是地方有点不好找，在巷子里面~', 'star': 5}
{'descr': '对于南京来讲，关键价格相当合适，以这个价格来讲，房间已经不错了。', 'star': 5}
{'descr': '酒店不错  值得去住！', 'star': 5}
{'descr': '酒店不错  值得去住！', 'star': 5}
{'descr': '离机场非常近，走路五分钟即到，住的的是榻榻米，挺舒服的，就是房间有点小！', 'star': 5}
{'descr': '离机场非常近，走路五分钟即到，住的的是榻榻米，挺舒服的，就是房间有点小！', 'star': 5}
{'descr': '我觉得酒店环境挺好的，价格也可以接受，就是地理位置有点偏，我下车以后找了好久才找到', 'star': 3}
{'descr': '酒店内没餐厅，吃饭不方便', 'star': 3}
{'descr': '还是挺不错的一家酒店,房间设施和卫生都是挺不错的,服务态度也还行,地理位置也不错,性价比还是挺好的.', 'star': 3}
{'descr': '还是挺不错的一家酒店,房间设施和卫生都是挺不错的,服务态度也还行,地理位置也不错,性价比还是挺好的.', 'star': 3}
{'descr': '该酒店舒适，幽静，工作人员服务服务态度和蔼可亲，有足够的服务意识。', 'star': 5}
{'descr': '该酒店舒适，幽静，工作人员服务服务态度和蔼可亲，有足够的服务意识。', 'star': 5}
{'descr': '服务人员比较少,服务也些跟不上,卫生环境也比较一般,位置还可以,蛮方便的,要是有出行去这个地方的话,还是可以选择的.', 'star': 3}
{'descr': '酒店位置不好周边没有吃饭的地方很偏,而且酒店也不提供早餐,房间很舒适,硬件设施还可以,去机场很方便.', 'star': 3}
{'descr': '酒店位置不好周边没有吃饭的地方很偏,而且酒店也不提供早餐,房间很舒适,硬件设施还可以,去机场很方便.', 'star': 3}
{'descr': '离机场确实很近，赶飞机的话很方便', 'star': 5}
{'descr': '离机场确实很近，赶飞机的话很方便', 'star': 5}
{'descr': '因为赶飞机，所以住这个酒店，总体来说一般', 'star': 1}
{'descr': '因为赶飞机，所以住这个酒店，总体来说一般', 'star': 1}
{'descr': '房间小，性价比不高', 'star': 3}
{'descr': '房间小，性价比不高', 'star': 3}
{'descr': '优点就是方便', 'star': 3}
{'descr': '优点就是方便', 'star': 3}
{'descr': '快捷酒店，也没什么特色，比较的简捷', 'star': 3}
{'descr': '位置较靠里面，停车还算方便！', 'star': 5}
{'descr': '又贵又差', 'star': 1}
{'descr': '又贵又差', 'star': 1}
{'descr': '性价比差，市内电话还要收费，洗浴用品配备较差，也没有电吹风。但周围环境还算安静，如果乘飞机的话住这里挺方便，离机场只有200米，步行3分钟即到。', 'star': 5}
{'descr': '性价比差，市内电话还要收费，洗浴用品配备较差，也没有电吹风。但周围环境还算安静，如果乘飞机的话住这里挺方便，离机场只有200米，步行3分钟即到。', 'star': 5}
{'descr': '我住的房间很小,床也是很小,设施一般,环境不是很好,因为在附近办事只能选这家酒店.', 'star': 3}
{'descr': '我住的房间很小,床也是很小,设施一般,环境不是很好,因为在附近办事只能选这家酒店.', 'star': 3}
{'descr': '店在广电大厦巷子里，比较安静，睡眠比较好，但是是新店，有些味道', 'star': 5}
{'descr': '还行，地方小了点，电视节目不错．主要是离机场近', 'star': 5}
{'descr': '还行，地方小了点，电视节目不错．主要是离机场近', 'star': 5}
{'descr': '好的地方：服务规范、干净\r\n差的地方：内墙有斑驳脱皮、性价比差', 'star': 5}
{'descr': '好的地方：服务规范、干净\r\n差的地方：内墙有斑驳脱皮、性价比差', 'star': 5}
{'descr': '下次千万不能住 这个酒店！简直是一无是处！距离机场拖着行李还是很远的！', 'star': 1}
{'descr': '下次千万不能住 这个酒店！简直是一无是处！距离机场拖着行李还是很远的！', 'star': 1}
{'descr': '房间很小，早餐很差，而且无法在宾馆吃午餐及晚餐。', 'star': 1}
{'descr': '位置很好靠近机场但是酒店本身不太好,里面很多东西都很老旧马桶盖是坏的毛巾也是一看就用了很长时间那种.', 'star': 3}
{'descr': '位置很好靠近机场但是酒店本身不太好,里面很多东西都很老旧马桶盖是坏的毛巾也是一看就用了很长时间那种.', 'star': 3}
{'descr': '酒店还是很不错的,设施比较齐全,卫生很好很整洁干净,舒适度很好,很适合赶飞机选择,性价比比较好.', 'star': 5}
{'descr': '酒店还是很不错的,设施比较齐全,卫生很好很整洁干净,舒适度很好,很适合赶飞机选择,性价比比较好.', 'star': 5}
