{'短评内容': '老酒店，设施比较陈旧。。。', '短评打分': 2}
{'短评内容': '不错，市内干净，地角好，下次还会去的，我每次都去这家酒店，就是这次去的时候留房时间到下午16点，我用了信用担保才住进去', '短评打分': 5}
{'短评内容': '不错就是感觉有点老了，其它还挺好的.........', '短评打分': 5}
{'短评内容': '房间还行，就是窗户密封不太好。地理位置很方便。', '短评打分': 5}
{'短评内容': '虽旧但还便宜，dingdingding，多顶几个多顶几个', '短评打分': 5}
{'短评内容': '十服务可以，', '短评打分': 3}
{'短评内容': '刚到酒店，还没入住便被告知已经没房了，于是把钱退给我们就不管了', '短评打分': 1}
{'短评内容': '装修很旧，卫生还可以，附近酒吧一条街，交通方便。', '短评打分': 5}
{'短评内容': '前台服务男生的态度特别差，下次绝对不住这个宾馆了', '短评打分': 1}
{'短评内容': '定的大床房，床蛮好。我家也是这种防水材料浴室很温暖，不过建议卫生间拼接夹缝里的霉斑用消毒水洗干净更好，没无线上网，有线的1元1分钟，够狠。前台的胖胖的男生该减减肥了，接电话直接很无力的喂了声。是国营单位嘛，早上那个面部没表情的大叔查房也没查就放我跑了，果然够豪爽。总体满好的，这价位太划算了。交通便利。', '短评打分': 5}
{'短评内容': '前台服务非常差，自以为是，给客户非常不好的感觉！', '短评打分': 1}
{'短评内容': '不错不错,我们入住当天可能酒店房间客满,帮我们免费升级到隔壁同系统的上海宾馆,四星级的房间,虽然房间有些老了,但是老牌星级酒店的腔调还在,呵呵,赞', '短评打分': 5}
{'短评内容': '当天入住的时候,可能酒店生意太好,没房间了.酒店方面帮忙免费升级到隔壁同系统的四星级的上海宾馆,谢谢！', '短评打分': 5}
{'短评内容': '是我喜欢的酒店 ，经济实惠，地理位置好， 交通方便， 干净。', '短评打分': 5}
{'短评内容': '酒店最近比较嘈杂，房间旁边竟然是一个月子会所！', '短评打分': 1}
{'短评内容': '主要是服务还可以，虽然房间旧了一点！还会住这个酒店', '短评打分': 5}
{'短评内容': '比较安静，服务也还好，希望下次房卡弄好一点，能开房门。', '短评打分': 5}
{'短评内容': '离华山医院很近，就是卫生间有很高的台阶，腿脚不方便的人就很不方便了。', '短评打分': 5}
{'短评内容': '酒店还算干净，这个价格还算便宜，就是被子有点潮，其它还行。', '短评打分': 5}
{'短评内容': '在市中心，旅游购物都很方便，宾馆闹中取静，还有个大草坪。很不错。', '短评打分': 5}
{'短评内容': '很干净\n也很安静\n有窗户，通风不错，性价比高', '短评打分': 5}
{'短评内容': '很好很满意', '短评打分': 3}
{'短评内容': '第一次网上预订宾馆，不错，看起来挺干净的，就是家具有点旧，不过市中心价格算实惠了', '短评打分': 3}
{'短评内容': '酒店很难找，房间设施非常老了，客房还算大，早饭简单，总体性价比不高，不如加点钱去旁边的贵都了', '短评打分': 1}
{'短评内容': '交通方便，静安寺商圈闹中取静，设施不错。', '短评打分': 3}
{'短评内容': '非常的旧，几十年前的装修和家具，没有空调，非常阴暗和冷，床还不错，但是不会再入住了。', '短评打分': 1}
{'短评内容': '非常的不推荐，没有暖风，没有空调，房间及其阴暗和冷，设施都是几十年前的，非常的旧，很郁闷，不会再入住了。', '短评打分': 1}
{'短评内容': '房间很旧了，不过还算干净，就是晚上噪音比较大', '短评打分': 3}
{'短评内容': '不喜欢，不好，太差拉，不会在去。里面绕来绕去的好麻烦', '短评打分': 1}
{'短评内容': ' 紧邻希尔顿，交通方便，但房间很旧且小，尤其是卫生间很奇怪，下次不会再住了。', '短评打分': 3}
{'短评内容': '交通很方便，到南京路只要几分钟。这个地段价格也还算合理。', '短评打分': 3}
{'短评内容': '酒店的布草比较干净不错', '短评打分': 3}
{'短评内容': '交通便利、饮食方便、环境卫生、价格合理。', '短评打分': 5}
{'短评内容': '挺好的,出差经常住,夜宵有点贵', '短评打分': 3}
{'短评内容': '地理位置还蛮好的，就是离高架近有点小吵。', '短评打分': 5}
{'短评内容': '房间大床7尺，舒服。', '短评打分': 3}
{'短评内容': '性价比不错,位置很好,房间很简单但商务入住可以.', '短评打分': 5}
{'短评内容': '非常方便，这个价格在上海算是性价比很高的，满意', '短评打分': 5}
{'短评内容': '房间家具比较旧，卫生间很日式，窗外噪音偏大，不过服务态度还不错', '短评打分': 1}
{'短评内容': ' 酒店不错这个价格这个位置性价比很高', '短评打分': 3}
{'短评内容': '感觉还不错的酒店,有老上海的感觉,房间比较舒适,就是洗手间没有空调,有点凉,附近交通方便,吃饭的地方也很多', '短评打分': 5}
{'短评内容': '地方到挺不错的，就是房间有点小，特别是卫生间，感觉像碉堡！', '短评打分': 5}
{'短评内容': '设施真的很一般，只是位置还不错。最多相当于3星标准', '短评打分': 1}
{'短评内容': '外观看起来不怎么样，但是房间很干净舒适，也比较宽敞，静安寺这个地段性价比很高！', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '离静安寺真得很近，出行会比较方便，旧楼其实应该很有味道，但是预定的时候说是旧楼，不知道为什么入住时安排了新楼，不过总体不错。', '短评打分': 5}
{'短评内容': '离静安寺真得很近，交通比较方便，旧楼其实应该很有味道，但是预定的时候说是旧楼，不知道为什么入住时安排了新楼，不过总体不错。', '短评打分': 5}
{'短评内容': '离静安寺真得很近，出行会比较方便，旧楼其实应该很有味道，但是预定的时候说是旧楼，不知道为什么入住时安排了新楼，不过总体不错。', '短评打分': 5}
{'短评内容': ' 整体的感觉还行。主要是离公司近。要是价格能包含早餐就更好了。', '短评打分': 3}
{'短评内容': '位置可以，但上网收费不好!', '短评打分': 3}
{'短评内容': '酒店很干净  但很小   经济实惠', '短评打分': 3}
{'短评内容': ' 闹中取静，满意', '短评打分': 3}
{'短评内容': '   静安宾馆位置非常好，离静安寺地铁站步行10分钟就够了，周边常熟路、乌鲁木齐路、华山路吃饭很方便，房间不大但非常安静，没有骚扰，适合家庭游玩和公务住宿。就是静安宾馆新楼比较难找，去新楼不要从静安宾馆大门进，从静安寺地铁站过来下天桥直接从希尔顿酒店楼下停车场穿过去就是，可以近2/3路程。静安宾馆标志很小，走近才能看见。', '短评打分': 5}
{'短评内容': '春节期间去的，住的新楼。感觉不太像四星级的标准，宽带还要收费，和一般的商务酒店比价格高了，服务却不够。', '短评打分': 5}
{'短评内容': '房间太老了。。。卫生间像太空舱。。。。不过床还是蛮舒服的。。。268在上海应该可以住到更舒服的酒店', '短评打分': 5}
{'短评内容': '总的还可以。离华山医院很近。。。。。。。。。', '短评打分': 5}
{'短评内容': '还不错，有机会还会选择，关键是交通便利，办事方便啦', '短评打分': 5}
{'短评内容': '环境不错，设施有点陈旧，总体还比较满意。', '短评打分': 3}
{'短评内容': '位置非常优越，欧式古典的装修与静安宾馆的历史建筑地位完美结合，主楼高级双床房大概有30平方，非常宽敞，下次还会入住。', '短评打分': 5}
{'短评内容': '環境還可以，？是換了大一點的房。价格要398元，不知貴不貴？', '短评打分': 3}
{'短评内容': '交通便利，浴室不大，住习惯就图个方便省事吧！', '短评打分': 5}
{'短评内容': '静安宾馆新楼元旦期间活动价268元/间，很实惠。交通方便，市中心。只是晚上有点吵。', '短评打分': 5}
{'短评内容': '位置好，性价比高', '短评打分': 3}
{'短评内容': '酒店位置比较好，很方便，房间内部也还可以，性价比在上海是比较好的。', '短评打分': 5}
{'短评内容': '清洁干净舒适，虽然价钱有点贵，但物有所值。', '短评打分': 5}
{'短评内容': '非常不错的酒店，第二次入住，卫生很好，房间非常好，地段也很好，出门喝咖啡吃饭泡酒吧都很方便，不错推荐！', '短评打分': 5}
{'短评内容': '环境还不错,安静.关键是设施太旧!\n环境还不错,安静.关键是设施太旧!\n', '短评打分': 1}
{'短评内容': '房间可以,主要是这个地段价格不错,就是没有免费停车.', '短评打分': 3}
{'短评内容': '挺好,老楼风景独佳!一人住一直找不到好地方,以后都去静安!', '短评打分': 3}
{'短评内容': '房间简单但还整洁，不足的就是离高架近，噪音太大。', '短评打分': 3}
{'短评内容': '闹中取静，性价比高。设施，服务非是一般快捷酒店可比的！没选择错，非常满意！', '短评打分': 3}
{'短评内容': '服务好  环境好  又是市中心  还离华山医院近  ', '短评打分': 5}
{'短评内容': '交通便捷，虽然房间小，但一进如宾馆的大门，四周怀旧的气氛浓烈。百乐门舞厅近在咫尺，十里洋场的旧上海几乎重现，老上海人的怀旧情感悠然而发......', '短评打分': 5}
{'短评内容': '设备比较陈旧，房型较小，上网１元每小时，总体来讲，太没性价比', '短评打分': 1}
{'短评内容': '给老总定的房间，价位适中，位置也不错，下次还会考虑', '短评打分': 5}
{'短评内容': '离华山医院很近，但房间太小，设备较老', '短评打分': 3}
{'短评内容': '风格古朴，环境优雅，闹中取静，服务到位。', '短评打分': 5}
{'短评内容': '设施陈旧，但这价格也就这样了，毕竟位置还不错', '短评打分': 1}
{'短评内容': '酒店环境不错，也比较安静。房间内卫生环境也比较好，就是厕所有点太小了', '短评打分': 5}
{'短评内容': '我认为静安宾馆二号楼的介绍方式很好，注明未评级，不和四星的宾馆主楼搞在一起，愿者自来，差一点没关系。', '短评打分': 5}
{'短评内容': '环境很好，闹中取静，周边餐饮，娱乐都有，交通也很方便，下次来上海还住这儿', '短评打分': 5}
{'短评内容': '很干净，值,第二次入住，第一次是出差！这次特别选了这家！', '短评打分': 5}
{'短评内容': '服务还可以，交通还算便利，如果早餐再丰盛一点就会更好了', '短评打分': 5}
{'短评内容': '入住的新楼，房间设施一般，干净。\n位置很好，在延安路与华山路之间，闹中取静的地方，离静安寺不远，喜欢南面安静的几条小街：华山路、常熟路、巨鹿路、新乐路，很多个性小店。华山路、常熟路口居然有处蔡元培故居，值得一去。', '短评打分': 5}
{'短评内容': '安静舒适，环境优雅，下次还会入住，安静舒适，环境优雅，下次还会入住，', '短评打分': 5}
{'短评内容': '副楼很差。不值这个价。住了一天赶紧跑了。', '短评打分': 5}
{'短评内容': '环境很好，很安静，很干净，离久光百货很近', '短评打分': 3}
{'短评内容': '楼下就是新玛特，附近大悦城沃尔玛，很适合逛街，交通方面：地铁中街站出来后就到了，在必胜客后面', '短评打分': 5}
{'短评内容': '还可以，交通比较方便，2号线静安寺站就在附近。就是上网不免费。', '短评打分': 5}
{'短评内容': '安静舒适，感觉不错，如果下次有机会，还是会入住这个酒店。', '短评打分': 5}
{'短评内容': '客房一般', '短评打分': 3}
{'短评内容': '价格与设施基本匹配', '短评打分': 3}
{'短评内容': '新楼老旧，总台服务态度差，从来没有笑脸，希望更换培训有素的人员。总台就是饭店的脸面', '短评打分': 1}
{'短评内容': '希望上网能够免费，否则不打算向朋友介绍。现在免费上网的饭店比比皆是，当然会根据性价比选择', '短评打分': 1}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '虽然新楼未评星，但酒店的设施太过陈旧，前台工作人员的服务质量也不好，性价比不高。', '短评打分': 1}
{'短评内容': '位置非常好 周边吃饭生活很方便，酒店属于老式的上海滩建筑 比较有历史感和文化感 除了大堂比较小和进入大堂没有电梯之外 都还不错', '短评打分': 5}
{'短评内容': '经常入住，反正同事反映一般，还可以得多看看了。一般般的', '短评打分': 5}
{'短评内容': '庭院深处,房子虽然比较旧，但经过重新装修感觉还可以。比较安静，出行方便.', '短评打分': 5}
{'短评内容': '交通方便，离地铁很近，出行比较容易，服务也挺好的，是个老字号酒店了', '短评打分': 5}
{'短评内容': '位置不错。酒店卫生间较小，房间上网要收费，很难理解吧！', '短评打分': 3}
{'短评内容': '交通很方便，宾馆环境不错，服务很好，价格还有一点优费就更好。。。。。。。。', '短评打分': 5}
{'短评内容': 'nice', '短评打分': 3}
{'短评内容': '国庆期间在2号楼住了一晚，房间很整洁，酒店工作人员很热忱，网上订房还提供一车位，很值。', '短评打分': 5}
{'短评内容': '2号楼性价比很高，每次来上海基本都住这里，交通便利。', '短评打分': 5}
{'短评内容': '入住条件还不错,只是走廊霉味重.,房间电源插头不好用,接触不好!', '短评打分': 3}
{'短评内容': '宾馆设施还可以，比较满意,下次还继续到静安宾馆。', '短评打分': 5}
{'短评内容': '地理位置很不错，老宾馆房间装修没更新，通风不好', '短评打分': 1}
{'短评内容': '已入住。', '短评打分': 3}
{'短评内容': '在上海离华山医院这么近，性价比可以了', '短评打分': 3}
{'短评内容': '总体不错。在上海是性价比高的,地理位置好,到华山医院很方便,房间不大,不过还舒服,上网费比较贵,一分钟一块钱,早餐价格也高了点.', '短评打分': 3}
{'短评内容': '在上海算性价比还可以的，地理位置很好，交通很方便。房间不大，配制还可以。上网需要缴费，价格高的离谱，每分钟一元，需要上网的话，慎住！', '短评打分': 5}
{'短评内容': '酒店硬件条件基本达到4星标准，虽然有些老旧，但是地处静安寺，交通方便商业繁华，这个价格的性价比还是非常高的！', '短评打分': 5}
{'短评内容': '位置不错，交通很方便，2号（静安寺）7号（常熟路）地铁线就在附近。住2号楼的话不要从主门走（华山路），从乌鲁木齐路走更近。要到华山医院看病的人住这里非常方便，走5分钟的路就到了。就是上网费贵了些，一分钟一元，包24小时90元。', '短评打分': 1}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '宾馆有个草坪，就是草坪周围停满车，看上去有点乱糟糟的感觉，宾馆内西班牙风格，很有旧上海的味道，主楼高级大床房挺舒服的，性价比合适，早餐一般般，如果决定在酒店用早餐在入住时要说一下，78一人，不然要138，早餐吃的东西不多，有点贵，午餐晚餐主要上海菜，水晶虾仁，咸咸的麻球比较有名，宾馆交通挺方便的，走路10分钟到静安寺，酒店斜对面有costa咖啡，有避风塘，没看是不是24小时营业的，还有酒吧，披萨店', '短评打分': 5}
{'短评内容': '价格合适，房间舒适。', '短评打分': 3}
{'短评内容': '只能住主楼，        配楼不太好。\n最好的是景观房。                 很安静还很舒服。', '短评打分': 5}
{'短评内容': '很好的酒店。   我很喜欢。\n餐食还不错。                门口的小店多买衣服。\n建议来住。', '短评打分': 5}
{'短评内容': '酒店比较安静，性价比不错。酒店就是网络收费，并且太高。\n周边吃饭地方不多，有家台湾面，味道可以，环境干净', '短评打分': 5}
{'短评内容': '住了一晚,总天感觉性价比不高,房间里面的设施都很旧了,是上个世纪六七十年代的家具了,电视机有杂音.洗澡用的水龙头是老式的,调节水温非常麻烦.个人感觉还不如如家,锦江之星之类的酒店,不值得推荐.', '短评打分': 1}
{'短评内容': '环境 卫生都不出 服务态度也好 如果价格在便宜点就更好了 就是房间老点 环境 卫生都不出 服务态度也好 如果价格在便宜点就更好了  房间湿度太大\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '一般般，没评星的楼确没四星的标准，卫生间很小，旁边就是希尔顿，周围有很多工作的小姐。。。。。。现在点评要50字了？写作文啊？', '短评打分': 5}
{'短评内容': '价位实惠，地理位置也比较好，交通方便。可谓价廉物美！', '短评打分': 5}
{'短评内容': '上海最值得去住的酒店之一，风格独特，服务也不错。\n风景好！', '短评打分': 5}
{'短评内容': '酒店的地理位置还不错，因为在市中心。周边也有一些餐厅商店，还不错。', '短评打分': 5}
{'短评内容': '位置在市中心的黄金地段，可以走路到静安寺地铁站，但是上网要另外付费而且还比较贵，一块钱一分钟好像，早餐也要另外付费。 上海就是一个字 -- 贵！', '短评打分': 1}
{'短评内容': '住的B楼不是解放前盖的那个老房子，是新盖的，有上当的感觉，房价本身已经不便宜了，还不含早餐，上网还要另外付费。 可能在上海的黄金地段就是这个价格吧。 ', '短评打分': 1}
{'短评内容': '22222222222222222222222222222222222', '短评打分': 5}
{'短评内容': '用的密码箱真垃圾，输入正确的密码，竟然打不开！', '短评打分': 1}
{'短评内容': '酒店地理位子较好，属于闹中取静的地方。周边购物很方便。服务热情。', '短评打分': 5}
{'短评内容': '很一般。498元一天，房间很小，没有早餐。还不能上网（上网另外加一元一分钟）', '短评打分': 5}
{'短评内容': '帮来公司开会的客户订的，离公司很近。酒店很舒服。客户也很满意。', '短评打分': 5}
{'短评内容': '装修风格很舒服。附近很多酒店，交通方便。', '短评打分': 5}
{'短评内容': '属于老字号的酒店了。地段很方便。价格公道。', '短评打分': 5}
{'短评内容': '住的是老楼，装修风格满意，价格有点贵，最倒霉的是洗澡水温度低，询问前台，让放上十分钟，结果放了五十分钟，还是凉水，下次不会再住了', '短评打分': 1}
{'短评内容': '设备虽然有点陈旧，服务的给方面还是非常好的。陈旧中有历史的沧桑感。', '短评打分': 5}
{'短评内容': '房子较小，但由于地理位置特殊，所以也只有那边是唯一的选择了。', '短评打分': 5}
{'短评内容': 'Frontdesk service attitude is not good. Over price with its quality.', '短评打分': 1}
{'短评内容': '   在周边性价比上不错', '短评打分': 3}
{'短评内容': '上海最有感觉的酒店\n\n非常周到\n\n感觉不错', '短评打分': 5}
{'短评内容': '恐怖的酒店，好陈旧啊，可能适合那些上年纪的、想来上海体验就上海风情的老外', '短评打分': 1}
{'短评内容': '比较方便的位置，价格也可以接受。离静安寺很近，装修比较旧，重新装修一下会更好。', '短评打分': 5}
{'短评内容': '别人推荐的， 应该还好吧， 自己没看到， 所以不能评价太多', '短评打分': 5}
{'短评内容': '很老的酒店，多次入住，安静，离地铁不远。', '短评打分': 5}
{'短评内容': '还不错哦，离静安寺挺近的，购物比较方便，就是房间稍微小了点', '短评打分': 5}
{'短评内容': '价钱过高啊 房间的设备并不是和宾馆名相匹配啊\n比较失望的啊\n后来转住了他们的600的房间才能接受啊\n这600多宁可再去挑其他的了', '短评打分': 1}
{'短评内容': '酒店很安静，卫生环境很好，早餐不错，值得再次入住。', '短评打分': 5}
{'短评内容': '酒店服务质量不错，条件设施比较旧。', '短评打分': 3}
{'短评内容': '住的是新楼，感觉有点压抑，硬件也不太出色，下次住主楼试试看。', '短评打分': 5}
{'短评内容': '价格适中，地处市中心出行比较方便。希望加强员工的培训，让客人有亲切感', '短评打分': 5}
{'短评内容': '交通方便，价格适中，总台的接待人员的态度不够亲切，特别是电话联系时，希望改进', '短评打分': 5}
{'短评内容': '交通方便，但是周围的治安希望加强。有一客户入住后晚上出来溜达，刚出门即被人拉走，中了‘仙人跳’的圈套，骗走几千元', '短评打分': 5}
{'短评内容': '交通方便，但是早餐太简单。希望上网取消收费，这样可推荐给更多的朋友', '短评打分': 5}
{'短评内容': '地理位置不错，出行方便。客户抱怨上网收费太贵，希望能够免费上网', '短评打分': 5}
{'短评内容': '距离上海久光百货蛮近的~~~帮朋友预约的，应该还不错~~', '短评打分': 5}
{'短评内容': '＋建筑风格很好！', '短评打分': 3}
{'短评内容': '位置还可以，但是因为是副楼，厕所像是火车上的一样，怪怪的。床很大，不过因为整体都很旧了，居然那晚连空调都说坏了', '短评打分': 1}
{'短评内容': '酒店位置好，交通方便。附近大商场也多。', '短评打分': 3}
{'短评内容': '5555555555555555555555555555555', '短评打分': 5}
{'短评内容': '一般了,等明天再说', '短评打分': 3}
{'短评内容': '環境不錯,鬧中取靜,價格很實惠. 但上網要收費,這對出差洽公的人來說有點不方便.', '短评打分': 5}
{'短评内容': '房间还可以，非常安静，周边办事很方便，下次还会入住。', '短评打分': 5}
{'短评内容': '性价比还行,就是浴室较简单,网络要付费.', '短评打分': 3}
{'短评内容': '出行非常非常的方便，靠近淮海中路商业街！', '短评打分': 5}
{'短评内容': '酒店群中不起眼的一座，新旧楼分的有点开。位置还不错！不过新楼的卫生间设计实在有点太old.不如时下经济酒店。', '短评打分': 5}
{'短评内容': '这里的硬件虽然一般，但是房子很高，屋里实木的东西很多，让人想起老上海', '短评打分': 3}
{'短评内容': '设施稍旧，打扫彻底，离巨鹿路，长乐路，静安寺很近，出行极其方便！', '短评打分': 3}
{'短评内容': '酒店主楼条件还不错，新楼环境不太好，房间太小，设施也太简单。', '短评打分': 5}
{'短评内容': '位置条件都不错，周边吃饭也方便，除了卫生间有点小。', '短评打分': 5}
{'短评内容': '很好,只是电视太老了.', '短评打分': 3}
{'短评内容': '酒店不错，距离医院比较近！距离市中心也可以！', '短评打分': 5}
{'短评内容': '出行非常方便，舒适度很好！下次还会入住！如果能提供免费上网和免费停车更好！', '短评打分': 5}
{'短评内容': '硬件设施老旧，环境还可以，不会推荐别人住了', '短评打分': 1}
{'短评内容': '酒店住习惯了，无所谓好坏，就那样，不过，价格越来越贵', '短评打分': 3}
{'短评内容': '打的士不太方便，酒店设备老些，不过住着还可以', '短评打分': 1}
{'短评内容': '老旧差是给我最深刻的印象,或许是和价格匹配来的吧!呵呵.尤其服务态度有待改进.\n', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '因为是去求医，附近的星级酒店都是蛮贵的，只有静安的新楼还能接受。里面卫生不错，只是总台的男服务员态度有些问题。希望能改善。', '短评打分': 5}
{'短评内容': '很中心的地段,而且闹中取静,房间比较干净,就是卫生间太小,有点转不过来的感觉,可能是老房子改的,没有太多的空间吧.因为是在这样的地段,338元的价也是要的,', '短评打分': 5}
{'短评内容': ' 总体来说还不错', '短评打分': 3}
{'短评内容': '酒店房间空气不好，卫生间地面抬高使用起来不方便，其它方面还不错。', '短评打分': 3}
{'短评内容': '静安宾馆新楼的房间还是挺大的，但是卫生间是后来加的整体卫生间，空间有点小，尤其卫生间的门太小。设施还好，地毯陈旧。综合地理位置性价比还是很好的。', '短评打分': 5}
{'短评内容': '价格高', '短评打分': 3}
{'短评内容': '谢谢你们不错啊！', '短评打分': 3}
{'短评内容': '交通位置很好,就在希尔顿后面,离地铁"静安寺"步行五分钟,2号7号地铁在"静安寺"交汇，2号线地铁到虹桥机场,不用半小时。到人民广场，两站路。室内设施陈旧,不过床单还算干净,卫生间是一体化的,热水也还不错,这个地头这个价格,基本性价比对等吧,喜欢小资情调的,就不要住这里了,房间实在没情调,只能算实用."静安寺"很漂亮,."静安寺"周边的街道里有很多美食小店.', '短评打分': 5}
{'短评内容': '交通不错，早餐太贵，而且，如果是旅游，有大包小包的话，强烈不建议住，前台在1.5层，需要走15个台阶才能到，没有电梯的', '短评打分': 1}
{'短评内容': '房间比较小，但是蛮干净的，附近酒店价格都是蛮贵的，所以选择这家酒店也是首选。', '短评打分': 5}
{'短评内容': '很方便的位置~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '服务还不错，地理位置好，就是房间有点小，房价有点偏贵 \n', '短评打分': 5}
{'短评内容': '位置相当不错，紧邻静安寺与希尔顿酒店，风格古朴，为上海市文物保护古建筑。房间见仁见智，我不是太喜欢，但我们公司的老外很喜欢。', '短评打分': 5}
{'短评内容': '交通方便，经过一个红灯就可上高架。卫生也可以。不足之处是早餐偏贵，30元一位没几样东西。', '短评打分': 5}
{'短评内容': '希望对老客户升一下级！', '短评打分': 3}
{'短评内容': '地段很好，出行方便。设施一般，早餐一般。', '短评打分': 5}
