{'descr': '卫生情况很差', 'star': 3}
{'descr': '还是不错的一家酒店，就是夏天了，房间里面有蚊子', 'star': 5}
{'descr': '还是不错的一家酒店，就是夏天了，房间里面有蚊子', 'star': 5}
{'descr': '经济实惠,性价比高,卫生一般.', 'star': 3}
{'descr': '经济实惠,性价比高,卫生一般.', 'star': 3}
{'descr': '干净卫生', 'star': 3}
{'descr': '干净卫生', 'star': 3}
{'descr': '环境安静，交通方便', 'star': 3}
{'descr': '环境安静，交通方便', 'star': 3}
{'descr': '味道很大，一晚上头都晕了。', 'star': 3}
{'descr': '味道很大，一晚上头都晕了。', 'star': 3}
{'descr': '房间大体比较干净舒适，闹中取静，也有比较充裕的停车位置。', 'star': 5}
{'descr': '房间大体比较干净舒适，闹中取静，也有比较充裕的停车位置。', 'star': 5}
{'descr': '很满意！1前台态度不错；2这样的价位订到这样的房间简直赚到了，设施一应俱全，甚至还有吹风机；3到各个景点还算方便，公交车都到的了。', 'star': 3}
{'descr': '很满意！1前台态度不错；2这样的价位订到这样的房间简直赚到了，设施一应俱全，甚至还有吹风机；3到各个景点还算方便，公交车都到的了。', 'star': 3}
{'descr': '自驾车的旅客一定要注意了，这家店是没有停车位的，一个也没有！\n楼下门口院子的停车场是建行的，就算有空位，门卫老头肯定不会让你停的，号称是建行的，如果要停必须等建行晚上下班了才可以。\n还有，你不要期望能在弄堂里有位子，那些都是里面小区住户的。\n那么，你只能按照门卫、旅店服务员告诉你的，到马路对面的行政中心停，可是收费的哦，第1小时6元，以后每小时2元。\n', 'star': 1}
{'descr': '自驾车的旅客一定要注意了，这家店是没有停车位的，一个也没有！\n楼下门口院子的停车场是建行的，就算有空位，门卫老头肯定不会让你停的，号称是建行的，如果要停必须等建行晚上下班了才可以。\n还有，你不要期望能在弄堂里有位子，那些都是里面小区住户的。\n那么，你只能按照门卫、旅店服务员告诉你的，到马路对面的行政中心停，可是收费的哦，第1小时6元，以后每小时2元。\n', 'star': 1}
{'descr': '还是很不错的，主要是价格便宜，性价比超高，但希望早餐能丰富些，哪怕价格稍稍高些', 'star': 5}
{'descr': '还是很不错的，主要是价格便宜，性价比超高，但希望早餐能丰富些，哪怕价格稍稍高些', 'star': 5}
{'descr': '挺好的，服务特别人性化。特别表扬下前台的姐姐们，21号本来只加定了半天房来，晚上因为赶不回去，一个漂亮的值班姐姐帮我腾出了一间房。谢谢，入住很愉快，以后会多多光顾的。', 'star': 5}
{'descr': '挺好的，服务特别人性化。特别表扬下前台的姐姐们，21号本来只加定了半天房来，晚上因为赶不回去，一个漂亮的值班姐姐帮我腾出了一间房。谢谢，入住很愉快，以后会多多光顾的。', 'star': 5}
{'descr': '面积小点 环境卫生相对不错 经济快捷酒店中就算它了！', 'star': 5}
{'descr': '面积小点 环境卫生相对不错 经济快捷酒店中就算它了！', 'star': 5}
{'descr': '特价大床房有点小，周五要加价，隔音不太好，不过位置不错，价格合适，比较干净。', 'star': 5}
{'descr': '特价大床房有点小，周五要加价，隔音不太好，不过位置不错，价格合适，比较干净。', 'star': 5}
{'descr': '前台服务不错，因为订的是特价房，所以这里非常拥挤，差不多就一张床的面积了！顶多再加上床脚的面积，这是之前没料到的。', 'star': 5}
{'descr': '前台服务不错，因为订的是特价房，所以这里非常拥挤，差不多就一张床的面积了！顶多再加上床脚的面积，这是之前没料到的。', 'star': 5}
{'descr': '房间太小了。。。。卫生间门都没的开。。。', 'star': 1}
{'descr': '房间太小了。。。。卫生间门都没的开。。。', 'star': 1}
{'descr': '还是很不错的，隔音不是太好，房间小，但是五脏俱全！很喜欢的风格，干净整洁，无异味。推荐！', 'star': 5}
{'descr': '网速慢、房间小了点。环境还不错、很干净。', 'star': 1}
{'descr': '设备显得不是很新，但是总体比较干净，房间还行，还算安静，不过下午外面有人说话声音有些大，考验隔音啊。地段有车的话还是不错的，去寒山寺留园啥的还算近，三公里吧，打车应该也起步费，有免费停车场，下次来还可以考虑，价格也算实惠拉。定的是商务大床房，但是感觉床没有1米8，只有1米5，两个大人带宝宝有点小了。', 'star': 5}
{'descr': '感觉还不错！', 'star': 3}
{'descr': '  环境不错，服务很好，价格公道！', 'star': 3}
{'descr': '房间太小了，服务还可以', 'star': 3}
{'descr': '价廉物美,地段好，交通方便，餐饮就在附件', 'star': 5}
{'descr': '很好的体验，今后还会继续入住，地点也很不错，在市政府旁边', 'star': 5}
{'descr': '特价房超小，对面就是行政服务中心，位置还挺好找。', 'star': 5}
{'descr': '很不错,价格便宜,就是早餐实在是简陋了点,希望能增加品种,哪怕价格高些', 'star': 5}
{'descr': '位置不错，卫生间太小，空调开和没开一样。', 'star': 3}
{'descr': '订的是特价房所以房间特小，人待在里面很压抑。', 'star': 1}
{'descr': '挺不错的 我有去苏州都是住在这家 感觉挺好的 下次应该还会吧 只是能不能在优惠点啊 我是学生 不过总的来说 很好  ', 'star': 5}
{'descr': '蛮好的，住的还是比较舒服的，就是空调的制暖不是太好，有点小冷------', 'star': 5}
{'descr': '不错的就酒店,价格实惠,下次来的话还会入住,早餐希望能有改进', 'star': 5}
{'descr': '很不错的酒店,早餐稍稍差了些,整体还行,下次来的话还会入住的', 'star': 5}
{'descr': '不错.实惠经济.下次还会入住.可以推荐.', 'star': 5}
{'descr': '118元,称旅馆就贴切了，白天停车难，别的与其他快捷店一样', 'star': 5}
{'descr': '感觉比较温馨。卫生间小了点。排风效果不是太好。', 'star': 3}
{'descr': '房间太小了 隔音也不好  洗澡水要放很久才会热', 'star': 1}
{'descr': '卫生间太小，其他都还行。。。。。。。。。。。。。\n\n', 'star': 5}
{'descr': '卫生间太小，其他都还行。。。。。。。。。。。。。\n\n', 'star': 5}
{'descr': '还可以吧，就是没有窗户，交通挺方便的。去市区的公交车很多。', 'star': 5}
{'descr': '还可以吧，就是没有窗户，交通挺方便的。去市区的公交车很多。', 'star': 5}
{'descr': '还可以，停车比较方便，房间还算干净，就是早餐品种较少。', 'star': 3}
{'descr': '还可以，停车比较方便，房间还算干净，就是早餐品种较少。', 'star': 3}
{'descr': '商务房的卫生间小的可怜，门开了都没办法刷牙，还有房间隔音太差，隔壁间下半夜还在high,个人不推荐', 'star': 1}
{'descr': '商务房的卫生间小的可怜，门开了都没办法刷牙，还有房间隔音太差，隔壁间下半夜还在high,个人不推荐', 'star': 1}
{'descr': '第二次入住 挺好的 有停车场很方便 前台办理手续也很快捷', 'star': 5}
{'descr': '第二次入住 挺好的 有停车场很方便 前台办理手续也很快捷', 'star': 5}
{'descr': '环境不错，交通也挺方便的，干净舒适 值得推荐\n', 'star': 5}
{'descr': '环境不错，交通也挺方便的，干净舒适 值得推荐\n', 'star': 5}
{'descr': '很一般，房间比较旧，浴室好小……服务员整理房间的时候把还没吃完的药丢掉了。前台服务员说中介订房的客人只有一张早餐票，所以我们一次都没有吃。', 'star': 5}
{'descr': '很一般，房间比较旧，浴室好小……服务员整理房间的时候把还没吃完的药丢掉了。前台服务员说中介订房的客人只有一张早餐票，所以我们一次都没有吃。', 'star': 5}
{'descr': '连续订了两天 本来是不同的房间 结果酒店帮我换到一起很方便', 'star': 5}
{'descr': '连续订了两天 本来是不同的房间 结果酒店帮我换到一起很方便', 'star': 5}
{'descr': '交通还是比较方便 就是开始位置不怎么好找 在建设银行后面。房间什么的都很舒服，就是3合1的沐浴乳很不舒服，其它没什么缺点吧', 'star': 5}
{'descr': '交通还是比较方便 就是开始位置不怎么好找 在建设银行后面。房间什么的都很舒服，就是3合1的沐浴乳很不舒服，其它没什么缺点吧', 'star': 5}
{'descr': '很好的酒店，干净又卫生，就是离市区还是很远的，但是有从车站的公交车直达的，应该是38路吧，具体忘了。', 'star': 5}
{'descr': '很好的酒店，干净又卫生，就是离市区还是很远的，但是有从车站的公交车直达的，应该是38路吧，具体忘了。', 'star': 5}
{'descr': '酒店交通方便，环境很不错', 'star': 3}
{'descr': '酒店交通方便，环境很不错', 'star': 3}
{'descr': '服务挺好的，只是蚊子较多，都是给我安排在一层，想换也没有 ，价格还行，交通也比较便利', 'star': 5}
{'descr': '服务挺好的，只是蚊子较多，都是给我安排在一层，想换也没有 ，价格还行，交通也比较便利', 'star': 5}
{'descr': '卫生间的设计挺好看的，只是房间里的蚊子比较多，晚上睡觉都给咬的红起来了，服务比较好的', 'star': 5}
{'descr': '卫生间的设计挺好看的，只是房间里的蚊子比较多，晚上睡觉都给咬的红起来了，服务比较好的', 'star': 5}
{'descr': '位置还不错，去哪都比较方便，公交基本都可以直达。 设施什么的 感觉一般。 国庆 期间也就这个 价位了。。。  平时 也不知道是 多少钱。。', 'star': 5}
{'descr': '位置还不错，去哪都比较方便，公交基本都可以直达。 设施什么的 感觉一般。 国庆 期间也就这个 价位了。。。  平时 也不知道是 多少钱。。', 'star': 5}
{'descr': 'bu cuo /////////////////////////', 'star': 5}
{'descr': '很不错！、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': 'bu cuo /////////////////////////', 'star': 5}
{'descr': '很不错！、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '环境还不错', 'star': 3}
{'descr': '环境还不错', 'star': 3}
{'descr': '还不错，就是房间小了点。', 'star': 3}
{'descr': '还不错，就是房间小了点。', 'star': 3}
{'descr': '住宿条件还ok，第二次住了 ', 'star': 3}
{'descr': '住宿条件还ok，第二次住了 ', 'star': 3}
{'descr': '早餐东西很少，服务员态度一般吧，早餐券不问都不会告诉你。。', 'star': 1}
{'descr': '早餐东西很少，服务员态度一般吧，早餐券不问都不会告诉你。。', 'star': 1}
{'descr': '小房间真的蛮小的，只有一个床和一个电视机，不过卫生间挺舒服的，总体来说还不错，价格也不贵，离体育场步行20分钟左右。。。就是比较难找，在一条巷子里，连的士司机都不知道。。。', 'star': 1}
{'descr': '适合去苏州行政中心附近办事的人，然后停车还是比较方便，如果自驾游去苏州倒是不错，边上的小巷也有一些大众餐馆，味道还可以，价格实惠，房间偏小，比较整洁', 'star': 5}
{'descr': '条件可以，服务也不错。就是地点有点不太好找再加上酒店地址描述不清。\n在给客人发通知信时最好注明大一点的酒店可超市建筑物之类的', 'star': 5}
{'descr': '还不错啦~~~~   就是我去的时候旁边住了个傻逼  大半夜敲门  大清早还敲门   隔音不好  听的很清楚   导致没睡好', 'star': 5}
{'descr': '酒店环境一般，空调不太好美的的，吵。早晨不行，不如不吃。', 'star': 1}
{'descr': '条件不太理想，房间太小，烧水热得快都没地方放，衣服也没地方挂，太不方便了。', 'star': 1}
{'descr': '条件不太理想，房间太小，烧水热得快都没地方放，衣服也没地方挂，太不方便了。', 'star': 1}
{'descr': '在我住过的168里面，是最差的。房间没有火柴，打火机还收费；房间不提供矿泉水；只有两包简陋的绿茶；最差劲的就是门缝里扔进来那种疑似黄色行为小卡片，投诉到前台，竟然说派出所抓了又放了，他们没办法！有这样的服务么？难道让那些人影响顾客正常休息？莫非那些人和酒店有什么勾搭？酒店的回复真的让人怀疑！！！\n我一定还会向莫泰总部投诉次事的！\n', 'star': 1}
{'descr': '在我住过的168里面，是最差的。房间没有火柴，打火机还收费；房间不提供矿泉水；只有两包简陋的绿茶；最差劲的就是门缝里扔进来那种疑似黄色行为小卡片，投诉到前台，竟然说派出所抓了又放了，他们没办法！有这样的服务么？难道让那些人影响顾客正常休息？莫非那些人和酒店有什么勾搭？酒店的回复真的让人怀疑！！！\n我一定还会向莫泰总部投诉次事的！\n', 'star': 1}
{'descr': '很干净卫生，也较安静，交通也便利，价格嘛，当然是我们穷人住的地方，富人肯定不会住。', 'star': 5}
{'descr': '挺好的，服务很好，房间也挺干净的，设施简洁大方', 'star': 5}
{'descr': '推荐同事再次入住，说很不错哦！', 'star': 3}
{'descr': '住的是商务大床，简直要疯了，房间小就不说了，还有一股发霉的味道，洗澡发现居然没有沐浴洗发水 问前台，能否换个房间。一开始答应 后来派个工作人员 用一次性纸杯装的。第二天就退房，换别的酒店了。以后坚决不住了！地理位置也不是很理想，不太好找！', 'star': 1}
{'descr': '住的是商务大床，简直要疯了，房间小就不说了，还有一股发霉的味道，洗澡发现居然没有沐浴洗发水 问前台，能否换个房间。一开始答应 后来派个工作人员 用一次性纸杯装的。第二天就退房，换别的酒店了。以后坚决不住了！地理位置也不是很理想，不太好找！', 'star': 1}
{'descr': '干净卫生不吵，很满意！', 'star': 3}
{'descr': '在三香路行政中心对面，环境还可以，比较清静，价格也还不贵，但特价房很小，而且没窗子。', 'star': 5}
{'descr': '就在苏州市行政中心对面，出行打车很方便， 适合办事商住', 'star': 5}
{'descr': '这个酒店还是值得推荐的，在核心区，交通便利。卫生干净！\n\n', 'star': 5}
{'descr': '这个酒店还是值得推荐的，在核心区，交通便利。卫生干净！\n\n', 'star': 5}
{'descr': '房间的床垫太差，而且隔音不好，能听见隔壁房间的声音。', 'star': 1}
{'descr': '很好,环境很好,很干净,就是能不能放一个衣撑挂衣服!', 'star': 5}
{'descr': '很好,环境很好,很干净,就是能不能放一个衣撑挂衣服!', 'star': 5}
{'descr': '优点； 干净，服务到位，距离 虎丘和寒山寺 都挺近的。 缺点，隔音效果有点差，空调遥控器 没电，和沐浴液 没有了 都没有即使发现处理。但总的来世还是挺好的 推荐个', 'star': 5}
{'descr': '地方有点偏。。。。。。。。。。。。。。。。。。。吃饭不方便', 'star': 5}
{'descr': '环境还是很不错的，很干净，也很安静，价位也很适合', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '很不错 一直喜欢莫泰 这次帮朋友顶的 挺不错的', 'star': 5}
{'descr': '一个字：好，加个字：很好。这地方离市政府和行政中心都不远，办事方便，交通便利。推荐自驾。', 'star': 5}
{'descr': '酒店在弄堂内，是住过最安静的一家！唯一的缺点就是房间小了点，连放电脑的地方也没有！', 'star': 5}
{'descr': '非常不错的酒店，很温馨，很有家庭的感觉，性价比比如家高多了， 极力推荐，希望莫泰可以旅途疲惫的您一个温馨的港湾', 'star': 5}
{'descr': '莫泰168（苏州三香路店）,总的来说，还行', 'star': 5}
{'descr': '服务还可以，就是个别房间装修很久，有点难接受', 'star': 1}
{'descr': '装修一般，大床房的墙颜色已经剥落，很郁闷。', 'star': 5}
{'descr': '位置还不错    挺安静的    以后还会入住', 'star': 5}
{'descr': '推荐，就是房间没窗户，不通风，有窗户那个又太小点。性价比还可以', 'star': 5}
{'descr': '还可以吧，性价比比较高，会推荐朋友去住。就是房间小了点。', 'star': 5}
{'descr': '马桶有点堵,地理位置还好~~~~~~~~~~~', 'star': 5}
{'descr': '酒店不错，干净', 'star': 3}
{'descr': '房间是太小了，卫生间也小，还算干净吧，标间两个人的话床的位置太近了，还不如睡大床房', 'star': 5}
{'descr': '188的价格，配那样的设施，真是亏死了，我想以后少住这种酒店了，大厅环境不错，房间吗，硬件也太差了。墙面大片大片脱漆', 'star': 1}
{'descr': '为了给其他用户提供更有价值的意见，请您发表20个字以上的点评', 'star': 5}
{'descr': '房间大小还可以，位置不错，比较安静，性价比比较高', 'star': 5}
{'descr': '交通方便，出门就有公交车，靠近小区，比较安静，', 'star': 5}
{'descr': '位置很不错，酒店设施有点陈旧的感觉，凑合着住一两个晚上是可以的，卫生间有点小了，我住的是大床房，床的空间还不错~', 'star': 5}
{'descr': '还可以，就是房间里面的椅子不舒服，另外卫生间的门有点碍事。', 'star': 5}
{'descr': '内壁墙上全是水渍，都怀疑给我的是不是特价房了，以前这家酒店给我的印象还是蛮好的这次后肯定不会住了。', 'star': 1}
{'descr': '基本满意', 'star': 5}
{'descr': '环境安静 服务员很亲切  但就是吃饭是问题 住过两次了 还可以', 'star': 5}
{'descr': '环境很好，交通很方便。去苏州乐园，石路，观前街，拙政园都很方便~~大厅电脑网速还可以啊，比想象中快~！', 'star': 3}
{'descr': '店里环境很不错，交通也很方便，去苏州乐园有直达车。 大厅电脑网速还可以~', 'star': 5}
{'descr': '1. 酒店位置出行方便.\r\n2. 價格合理.\r\n', 'star': 5}
{'descr': '宽带网速很慢。。。打开网页都挺慢的。。。', 'star': 1}
{'descr': '酒店好停车. 就是安排在了7楼, 是顶楼, 夏天有点热', 'star': 5}
{'descr': '性价比还行吧，以后不会再住没窗的房间了，霉味太重。墙壁的粉都直掉。地方还算好找，停车也算方便。', 'star': 1}
{'descr': '1. 位置尚可.\r\n2. 價格較實惠.\r\n3. 酒店房間入住時煙味極重, 需改善.', 'star': 5}
{'descr': '由于苏州最近下雨，房间内的被子很潮湿，问服务员说被子都是这样的，只好将就了！', 'star': 5}
{'descr': '设施很完备但是窗子很小。屋子不大，大概15平方米，有点小。总体比较舒服的还是。', 'star': 5}
{'descr': '走进一楼的房间一股霉味就冲鼻而来.可能是没窗户的原因吧!六楼的房间又太小,床也小,虽然有扇小窗户!但卫生间都还可以.', 'star': 1}
{'descr': '周围吃饭不怎们方便。服务员让人觉得特亲切，尤其是带着苏州口音的阿姨和电工师傅！', 'star': 5}
{'descr': '感觉挺好的  就是有股厕所的味道', 'star': 5}
{'descr': '不错的酒店~', 'star': 5}
{'descr': '是个不错的旅店', 'star': 5}
{'descr': '因为某些客观原因，很巧合的住进了这家店，总体感觉不错，前台服务员对于客人的疑问很耐心的解答，房间也很整洁，隔音效果也可以。不错！', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '我觉得酒店环境还可以，挺安静的，服务也不错，值得推荐\n', 'star': 3}
{'descr': '酒店的总体条件环境还都是不错的；卫生很好服务也不错  跟同等酒店相比,性价比也比较高；还是值得推荐的一家酒店', 'star': 3}
{'descr': '还不错，感觉住的还比较舒适的，当时住的99元特价格房，很便宜', 'star': 3}
{'descr': '房间很干净，服务很周到，就是地理位置不太方便，性价比很高。', 'star': 5}
{'descr': '酒店比较干净，位置方便，离火车站不远', 'star': 5}
{'descr': '很好，交通方便！也比较整洁！', 'star': 5}
{'descr': '性价比蛮高的，价格实惠，环境也不错，上次我是开车过去的，停车场也蛮大的，我觉得值得推荐', 'star': 3}
{'descr': '地理位置非常好,出行都很方便,但就是房间住着不太舒适感觉有些压抑,卫生间也太小了,稍微胖点的就很不方便了,下次再来我会选择更好的酒店.', 'star': 3}
{'descr': '房间给人的感觉有些压抑，尤其是卫生间，大约是为了节约空间吧，不过，他们家的免费早饭实在是不咋地。两张床位的标间只有一张早餐券，花了十块钱和发现品种和口味实在是不值', 'star': 1}
{'descr': '选了它家一楼没有窗138元的特价房，非常非常失望！！先是门没法锁，然后房间充满了浓重的霉尘味和臭脚丫子味，熏得头晕晕的！洗手间面积高度浓缩，精简。真让人担心稍胖一点的人估计都挤不进去刷牙。衣橱也没有了，只有3个挂钩和3把衣架在墙上。整个就让人感觉是睡在一个棺材里！要不是实在太晚，不愿意再走了，打死我也不住！', 'star': 1}
{'descr': '房间小了点，一个人还行~', 'star': 5}
{'descr': '酒店的环境很不错， 服务态度也挺好的，地理位置不太好，比较难找，其他方面都挺好的', 'star': 3}
{'descr': '138的特价房要么房间很小，要么就没有窗户，没有窗户的房间内异味很重，墙面脱落的也很严重。', 'star': 1}
{'descr': '经济实惠，设施条件也挺舒适的，整体感觉不错', 'star': 5}
{'descr': '整体感觉性价比还是不错的，服务卫生方面还是蛮不错的，设施条件一般了点，周边环境还可以了，交通还是蛮方便的。', 'star': 5}
{'descr': '酒店无论是服务还环境都很不错，里面的硬件配备也比较完善，他的位置也非常不错，很方便，就爱个我觉得也挺合适的。', 'star': 5}
{'descr': '交通还算方便，房间很舒适，，装修很新，而且不靠马路，很安静，非常满意', 'star': 5}
{'descr': '酒店的挺舒适，价格在五一期间还可以，位置非常好，很方便', 'star': 5}
{'descr': '酒店大体上都还可以,就是房间里蚊子实在太多了,很影响休息,价格还是蛮便宜的,位置也还不错,不过要是这一点无法改进的话,还是不建议在家去住的.', 'star': 5}
{'descr': '很不错,物有所值', 'star': 5}
{'descr': '酒店的服务卫生方面还是不错的,周边交通也挺方便的,价格也不贵.', 'star': 5}
{'descr': '当时我是晚上10点多到酒店前台的，可是当时没有空房间。我觉得很不理解，让我等里1个多小时才给我安排好，如果是早上可以理解，晚上出现这种情况真不知道酒店怎么回事，房间的设施还是不错的，价格也不贵', 'star': 5}
{'descr': '酒店位置很好,交通比较方便,房间里面也很整洁,就是隔音效果不好,有些吵.', 'star': 5}
{'descr': '感觉酒店那边环境挺好的,房间也很干净很舒适的,而且交通蛮便利的,价格也不贵', 'star': 5}
{'descr': '将没有窗的房间设置成特价房，房间价位还是偏高，因为没有窗的房间真的很闷，而且除了厕所的换气设备之外，房间里没有另外装换气设备，一开门进去就会很胸闷。\r\n这种根本没有必要开空调的季节，因为房间很闷，还得开着空调，空气很干，人不是很舒服，如果只住一晚还好，多住几天，这样的房间是不行的，所以建议价格还是再优惠一点。', 'star': 5}
{'descr': '酒店房间比较小,其它各个方面还是比较不错的.', 'star': 3}
{'descr': '酒店的硬件设施，服务态度都还不错，而且比较干净，地理位置也比较方便，挺好的。', 'star': 5}
{'descr': '酒店总体来说很满意,住了两次夏天有蚊子,希望酒店能采取措施', 'star': 5}
{'descr': '酒店很安静，环境特别的好，服务也很周到，地理位置也不错，交通很方便', 'star': 5}
{'descr': '酒店很不错，干净整洁，服务也很周到，值得推荐', 'star': 5}
{'descr': '性价比较好', 'star': 5}
