{'descr': '前台服务非常好，赞', 'star': 5}
{'descr': '地方不太好找，不过很安静，床很大，很舒服，服务也很到位，挺不错的，推荐！', 'star': 5}
{'descr': '我住8306特价房，非常遗憾房价没有任何手机信号，打电话需到走廊尽头，问服务员说是这样的。另宽带也很差劲的慢。现在作为一家新开的全国连锁知名商务快捷酒店有这样的事实在太不可思议了。', 'star': 1}
{'descr': '对面是乐天马特  有肯德基 必胜客 附近也有公交站  方便 不错 超值', 'star': 5}
{'descr': '酒店新装修的，设施、卫生环境比较好，对面有个大的韩国乐太超市很不错，购物很方便，但酒店的具体地点不太好找，尤其是开车的注意标识，提前上辅道。', 'star': 5}
{'descr': '酒店各方面都很不错，位置也很好，价格也很适中。', 'star': 5}
{'descr': '位置还可以，酒店还是挺干净的。价格还是有些偏高了，酒店的环境还不错，房间也是挺好的。', 'star': 1}
{'descr': '酒店服务很好', 'star': 5}
{'descr': '位置不是很好找但是酒店的环境还可以，套餐很不错经济实惠，而且休息的时候也很安静，卫生设施也不错，价格也还可以。', 'star': 5}
{'descr': '酒店总得来说还不错，卫生和设施条件非常到位.而且位置也好出行很方便.整体感觉还不错.', 'star': 5}
{'descr': '酒店是新开的,设施很新,早餐种类很好,也很干净,比我在长沙和石家庄住的汉庭早餐要好很多很多,希望这家店以后也能像现在这么好,保持难啊!', 'star': 5}
{'descr': '很舒服，很干净，是个不错的酒店', 'star': 5}
{'descr': '酒店的位置比较偏不太好找.不过硬件和软件条件比较到位.整体来讲还是不错的.', 'star': 5}
{'descr': '干净卫生，舒适。很喜欢。', 'star': 5}
{'descr': '总的来说还不错，值得推荐', 'star': 5}
