{'短评内容': '一切都还可以', '短评打分': 4}
{'短评内容': '该酒店好，价格实惠，干净卫生，紧靠文殊院地铁站，离市中心也不远，下次到成都还会选择该酒店。', '短评打分': 3}
{'短评内容': '交通方便，位置很好。就是给我安排的房间临街，早晨有点吵，下次给我安排相对安静的房间，我还会入住的。', '短评打分': 5}
{'短评内容': '总体还可以。就是后面是个菜市场，凌晨有些吵！再者：前些朋友反映的一些状况还是没有多少改变！1.与办公室过道共有，很有格调！2.', '短评打分': 3}
{'短评内容': '房间里一进去有味道，不知是潮湿味还是卫生间的味道，很难消除。房子有点旧，装修也有点旧了。服务员的态度不太好，给我的卡刷了好几次都刷不上，还锁死了', '短评打分': 1}
{'短评内容': '还行。就是房间稍小,洗手盆都挨着床。优点是安静和交通方便', '短评打分': 5}
{'短评内容': '酒店地理位置不理想，不容易找到。舒适度一般，应该是新装修吧，还有些味', '短评打分': 3}
{'短评内容': '还不错，位置挺好，就是只有一个电梯，上下楼要等很长时间。', '短评打分': 3}
{'短评内容': '酒店还可以和9月2日住的差不多比较干净', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '酒店比较干净，房间面积也不小，整体感觉不错,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,', '短评打分': 5}
{'短评内容': '还行。就是房间稍小,洗手盆都挨着床。优点是安静和交通方便。', '短评打分': 3}
{'短评内容': '交通方便，卫生也可以，就是标间里水池在床旁边这种结构让我很是不解', '短评打分': 5}
{'短评内容': '只是地点不错！只是地点不错！只是地点不错！只是地点不错！', '短评打分': 5}
{'短评内容': '比较好，唯一觉得有些怪的是洗脸盆安置在床旁边，这样洗脸的时候水容易溅至床上。', '短评打分': 5}
{'短评内容': '只是地点不错而已！只是地点不错而已！只是地点不错而已！', '短评打分': 5}
{'短评内容': '酒店位置交通方便，但酒店户外标志不够醒目，服务还行，就是感觉桌子太少（小），放东西的地方不够', '短评打分': 5}
{'短评内容': '地理位置不错，只是地理位置不错！呵呵！只是地理位置不错！', '短评打分': 5}
{'短评内容': '服务不错，附近吃饭，买水果也非常方便，酒店离地铁站比较近，第一次去的朋友找的时候比较麻烦，建议酒店位置标注详细点。', '短评打分': 5}
{'短评内容': '还行，卫生间有点堵，其他的也还中规中矩。被子可以放多一点，开空调会冷', '短评打分': 5}
{'短评内容': '＋找了一大圈才找到，如果以后可以明确地址就好啦，其实就在文殊院B出口走一点点就到了呢。其它都很好哦，推荐入住', '短评打分': 3}
{'短评内容': '地理位置,环境,服务,卫生,早餐及服务都很好!下次仍然入住该店!', '短评打分': 3}
{'短评内容': '还不错，方便快捷，关键是距离地铁站很近，附近文殊院吃饭也很方便。', '短评打分': 5}
{'短评内容': '室内干净，简洁，第一次入住，门卡就能用，一直到我们退房共3天，也没有修理好！服务态度一般！', '短评打分': 1}
{'短评内容': '第一感觉还不错。\n就是隔音太差，无论是门外有人走过还是说话都清清楚楚传进来，还有窗外的空调声，我把窗子全关上了还是不能有所改善。\n而且运气太差，据说是停过电，然后门禁系统全部失效，用房卡开不了门，必须要服务员来帮忙开门。而我住了两天，第三天走都还没有恢复。觉得不可思议。\n酒店附近没什么好吃的东东，要走很远。', '短评打分': 1}
{'短评内容': '不错  不错  很不错  服务员很有礼貌 很热情 还帮我收拾屋子和叠衣服', '短评打分': 5}
{'短评内容': '比想象中好很多，房间够大，灯光稍暗了些   其他都不错', '短评打分': 5}
{'短评内容': '厕所和电视有点旧了，其他的都还好，后面有个市场，买吃的水果什么挺方便', '短评打分': 3}
{'短评内容': '交通十分便利，地铁，公交都很方便。去机场，火车南北站，春熙路，天府广场，市内的景点也都可以公交到达。唯一不方便的是吃饭，周围很少有干净又有档次的饭店。', '短评打分': 5}
{'短评内容': '住了一晚，比较干净，舒适，适合休息，无线网络较慢。', '短评打分': 5}
{'短评内容': '酒店背后有条小街每天晚上凌晨4点到5点很吵。。。。这点很不爽', '短评打分': 1}
{'短评内容': '服务员态度不错，电视可以稍微换好点的吧！', '短评打分': 5}
{'短评内容': '不错,方便', '短评打分': 3}
{'短评内容': '酒店干净，设备新，交通也很方便，是我住过的如家里面比较干净的，推荐！', '短评打分': 5}
{'短评内容': '交通非常方便，门口就是地铁站！！\n缺点是走廊的霉味很重，不过房间就没有。\n另外似乎与旁边的一家旅馆是相通的，不太安全，经常有人插卡片到门缝上。需要加强管理！', '短评打分': 5}
{'短评内容': '酒店干净舒适 入住的房间窗户关不严 早上很早就能听见街上的吵闹声 经常有外面的人来房间塞色情卡片……  酒店应该加强管理啊！', '短评打分': 5}
{'短评内容': '还不错，挺人性化的宾馆,房间干净整洁，有家的感觉。', '短评打分': 5}
{'短评内容': '很不错,，服务员态度挺好，酒店挺干净的，下次还是会考虑选择', '短评打分': 5}
{'短评内容': '位置够好，去文殊院和商业区方便。就快捷酒店而言，早餐不错。房价便宜、房间够大，卫生还不错。就是网络太慢。。。还有色情卡片每天都从门缝里塞进来，意志要坚强哦，呵呵。  ', '短评打分': 5}
{'短评内容': '就快捷酒店而言，早餐不错。房间够大，卫生还不错。就是网络太慢。。。慢的难以形容。还有色情卡片每天都从门缝里塞进来，意志要坚强哦，呵呵。', '短评打分': 5}
{'短评内容': '地段不错，但洗手池不在卫生间内，不适应，卫生间的瓷砖有破损，希望提供洗澡用的拖鞋', '短评打分': 5}
{'短评内容': '床比较舒服，但房间有点小，网速那叫一个慢啊', '短评打分': 5}
{'短评内容': '环境干净卫生，服务人员态度好\n个别水龙头有点坏', '短评打分': 5}
{'短评内容': '总体感觉还行，性价比不错。\n不足之处：\n1. 网速太慢了，我凌晨1点后上网，速度慢的无法打开很多网页\n2. 洗脸池在房间内，感觉不是太方便，幸亏我是一个人住。', '短评打分': 5}
{'短评内容': '这家酒店总体还行，有几点不太好。第一，晚上很玩的时候居然走廊里还有人在大声喧哗吵闹，然而酒店的管理人员没有出面制止这种行为。第二，床垫比较硬，虽然是席梦思，希望软一点舒适些。', '短评打分': 5}
{'短评内容': '卫生还可以，地理位置很好，出门就是地铁。唯一不足的是服务不行，卫生间没纸了，打电话叫了二次，直到退房也没送来。', '短评打分': 3}
{'短评内容': '酒店很舒心，很干净，房间是没的说，推荐！就是大厅的业务水平还有待提高', '短评打分': 5}
{'短评内容': '很好啊。干净卫生。', '短评打分': 3}
{'短评内容': '交通比较方便，就是不太好找，设施还可以，离文殊院很近，第三次入住了！', '短评打分': 5}
{'短评内容': '很不错，房间很大，床也很大，热水挺烫的，总体感觉很不错，关键服务态度很好，赞一个!\n要是网速能快一点就更好了！', '短评打分': 5}
{'短评内容': '每天都有人插色情卡片在门缝里。\n还插一大把、', '短评打分': 1}
{'短评内容': '环境不错，房间很温馨。唯一不足洗澡时没有塑料脱鞋。', '短评打分': 3}
{'短评内容': '干净卫生，服务热情，地点较好，是值得向朋友推荐的店', '短评打分': 5}
{'短评内容': '我觉得不错的  至少我在成都都会去住这个  我挺喜欢那个浴室的设计的 是透明的 比较好玩', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '房间倒还可以，价格嘛还可以，周边倒也方便，但网速实在太慢啦，打开个网站要半天，实在不爽', '短评打分': 1}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '交通方便，各方面都不错，就是浴室是全透明的', '短评打分': 5}
{'短评内容': '该酒店里我要办使得地方很近，很方便，价格也不贵！', '短评打分': 5}
{'短评内容': '一如如家的风格，给旅客温馨舒适的感受。附近有家上海生煎包小吃，相当好吃，可惜就快转让不干了。', '短评打分': 5}
{'短评内容': '靠近地铁站，比较方便，屋里面环境尚可，就是网速慢了些', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '一如既往的好，房间布置温馨，而且干净整洁', '短评打分': 3}
{'短评内容': '整体挺好的。后面是个农贸市场，早晨的时候比较吵。出门30分钟回来居然门卡刷不进门了，去前台一问居然自动结账了。介绍的时候说半透明冲凉房也未看到。', '短评打分': 5}
{'短评内容': ' 交通还较为方便，就在地铁站旁，但非常吵，夜晚睡不好。', '短评打分': 3}
{'短评内容': '如家文殊院店装修风格温馨，有宾至如归的感觉。而且离地铁站出口只有三分钟路程，坐地铁很方便。', '短评打分': 3}
{'短评内容': '就在地铁站旁边,去火车站,天府广场,春熙很方便.房间的颜色很温馨,被子是粉红色的很漂亮,不过厕所地面有点旧了~', '短评打分': 3}
{'短评内容': '非常好就是网络有问题', '短评打分': 3}
{'短评内容': '，房间不错，很清静，舒适，只是电视不是大的或液晶的有点遗憾。', '短评打分': 3}
{'短评内容': '床很大，床单也很细腻，睡的很好。去文殊院玩很方便，有很多成都名吃。推荐入住。', '短评打分': 5}
{'短评内容': '干净，便宜。\n房间比较小。\n地理位置不错，楼下正在修路，略显脏乱。', '短评打分': 5}
{'短评内容': '酒店卫生条件很好，位置还不错，离高速挺进的，去机场方便', '短评打分': 3}
{'短评内容': '这家酒店挺吵的．开窗户的话外面声音很大．', '短评打分': 5}
{'短评内容': '极其吵闹。酒店正对面的大楼在外墙装修，所以订了酒店另外一面的房间，没想到后面是洛阳路，极其吵闹，果然有大货车的声音（下午就有其它房客在反应）。房门隔音性能极差，有个女人的浪笑声不时传来。一个晚上都没睡好。电视机是21寸的，老式的。无线网络速度较慢。被子是红色的，看不出来脏不脏。', '短评打分': 1}
{'短评内容': '地段超棒,出门就是地铁站,去哪儿都特别方便', '短评打分': 5}
{'短评内容': '酒店距文殊院200米，吃小吃、卖点纪念品还是很方便。房间干净整洁，价格在成都如家中也相对校低，值得推荐。', '短评打分': 5}
{'短评内容': '房间可以，就是酒店标志不明显，不好找', '短评打分': 5}
{'短评内容': '总体还可以，交通也算便利，还算是物有所值吧，下次去成都应该还会再选这家', '短评打分': 5}
{'短评内容': '非常好，房间很大，设施不错，就是外面装修有点吵', '短评打分': 3}
{'短评内容': '优点：1、位置好；\r\n      2、干净。\r\n缺点：1、门窗质量差。窗关不紧，噪音大\r\n      2、走廊里细微的说话声、扫地生、走路声听的很清楚。\r\n      3、窗外的汽车鸣笛声很大，窗户隔音差的很。\r\n      4、总体感觉很廉价，像是小旅馆，不值。', '短评打分': 1}
{'短评内容': '交通便利', '短评打分': 5}
{'短评内容': '酒店房间很大，非常不错，就是外面在进行装修', '短评打分': 5}
{'短评内容': '还是不错，就是外面在装修,有点吵，其他还好', '短评打分': 3}
{'短评内容': '地方挺难找的，开车绕了半天，位置还可以，停车方便，性价比不错。', '短评打分': 5}
{'短评内容': '这边的位置真的超好 到文殊坊就不行5  6分钟吧\r\n然后到火车站  天府广场  春熙路 都有直达车的 还都不远\r\n服务也不错', '短评打分': 5}
{'短评内容': '还行吧，就是外面在装修挺闹的，其他没什么', '短评打分': 5}
{'短评内容': '+很安静门口就有超市', '短评打分': 5}
{'短评内容': '入住的时候,刚好在装修,乱糟糟的;而且整个楼似乎并非酒店专用,还有其他的一些小公司在里面办公.\n总的感觉比较差,不会再次入住该酒店.', '短评打分': 1}
{'短评内容': '不错的酒店，房间里的浴室相当有创意，很好玩,但我玩不起；无线网络太差，在房间里接受不到。', '短评打分': 3}
{'短评内容': '满意。', '短评打分': 5}
{'短评内容': '房间里的浴室相当有创意，很好玩。\r\n地段不错，价位适中。\r\n', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '很干净简洁，不过位置有些隐蔽，打的两次出租车司机都不知道。', '短评打分': 5}
{'短评内容': '上面几层在装修，卫生环境较差。房间设施一般。', '短评打分': 1}
{'短评内容': '无线网络太差，在房间里接受不到，出房间才能收到，而且和其他公司共用一楼，流窜人员太多，安全感差。正在装修，比较吵。', '短评打分': 1}
{'短评内容': '开门关门需要用力', '短评打分': 1}
{'短评内容': '酒店不错，下回还会入住。', '短评打分': 5}
{'短评内容': '服务很好..打扫卫生的见了都给问好...就是前台处理入住和结算太慢 上次让我等了很久...', '短评打分': 5}
{'短评内容': '酒店还是好找，就在人民中路三段的南充商业银行后面，其他的都“在酒店基本情况评价”中点评了，主要说下几点不足的地方，1、早点将房间打扫出来，我下午2点到的成都，2点过10分入住的酒店，本想休息一下，结果房间打扫完了，但地板没干，我还在外面等了半个小时才进去；2、住了2天，每天晚上从外面回来都能发现有人从门缝里面塞有“保健按摩服务的小卡片”，影响不好，希望酒店方注意下。\r\n浴室设计很霸道！', '短评打分': 5}
{'短评内容': '招牌不明显，找了好久才找到，离文殊妨比较近。', '短评打分': 5}
{'短评内容': '我本订了1间单人房, 住5晚. check in 时, 前台发错双人房给我. 我也不以为意. 但晚上房务员用她的门匙卡开我的房门, 幸好我有上防盗链及我衣着整齐. 房务员表示前台的住房记录与房务部的记录不一致, 所以来检查房间有没有人入住. 及后我知道前台发错双人房给我, 最吓人的是前台问我是否没有入过单人房. 我心里嘀咕, 难道我手上的门匙卡可开其它的房门?\r\n\r\n第4晚10时许, 接到前台的通', '短评打分': 1}
{'短评内容': '如家快捷酒店（成都文殊坊店）位置不错，性价比高。下次还会住！！', '短评打分': 5}
{'短评内容': '位置交通很方便，吃饭也方便', '短评打分': 5}
{'短评内容': '总体感觉性价比还行，不知道是不是网上定的缘故，被安排在了楼道最边的房间，感觉有点吵，遗憾。浴室的热水来的很慢，等了将近10分钟，影响了沐浴的感受。', '短评打分': 5}
{'短评内容': '位置好 服务好 早餐好', '短评打分': 5}
{'短评内容': '还不错的,推荐', '短评打分': 3}
{'短评内容': '还不错的', '短评打分': 3}
{'短评内容': '全透明的浴室,抛空在房间中央.呵呵,有点被震撼到了', '短评打分': 5}
{'短评内容': '可惜的就是网速太慢了', '短评打分': 5}
{'短评内容': '酒店位置较好，只是周边环境不太好，服务人员素质较差懒洋洋的，其它一如如家风格。性价比较好，离市中心不远！', '短评打分': 5}
{'短评内容': '与办公区混杂，不好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '感觉不错~~~有机会还会去.....', '短评打分': 5}
{'短评内容': '住在九楼都还有霉味！宾馆房间晚上都有人发名片……', '短评打分': 1}
{'短评内容': '位置就在文殊院边上，方面前往参观旅游。', '短评打分': 5}
{'短评内容': '就在文姝院的附近，走路几分钟就到了，出行非常方便。只是酒店的牌子需要再显眼点。房间没有城北客运站的如家大，设施也要旧一点，整体来说还是不错的。', '短评打分': 5}
{'短评内容': '酒店位置一般，性价比较高', '短评打分': 5}
{'短评内容': '就是如家一贯的作风和样子嘛，适合经济型出行', '短评打分': 5}
{'短评内容': '总体感觉不错，就是位置有点偏 不太好找到 房间很宽敞很明亮 感觉隔音不太好 服务还行', '短评打分': 5}
{'短评内容': '未能体现如家的精髓', '短评打分': 1}
{'短评内容': '位置不错，前台小姐的态度也行，有一点不足的是，透明浴室的门离那个盥洗台太近了，不太方便进出，容易碰到，还有就是毛巾好像不太干净，还有点硬，其他尚可。', '短评打分': 5}
{'短评内容': '各方面不错，特别是独立式透明浴室，热水从上均匀冲下，给全身完整的冲洗，不象常见的淋浴头，只能冲洗一面（如身体正面冲，身体背面就冲不到），感觉很好；还有可以寄存行李长达三天，特别方便你到周边景点二日游/三日游。\r\n\r\n价格不算最宜，但性价比很高。\r\n', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店在服务和设施方面可以改进些', '短评打分': 5}
{'短评内容': '床单有些地方没洗干净，退房时多收了电话费，酒店电脑显示我晚上用了电话，但是我晚上确实没有用电话，最后我觉得钱也不多，懒得说，结账走人。', '短评打分': 1}
{'短评内容': '说实话，这是我近两年入住的如家快捷酒店中最差的一个，除了位置不错，其他都不咋样，尤其是客房和办公区混杂一起感觉不舒服，客房的设施也挺陈旧，少了往常住如家酒店时那种让人感到温馨如家的感觉', '短评打分': 1}
{'短评内容': '位置还不错 交通很方便 服务也很好 以后还会入住', '短评打分': 5}
{'短评内容': '硬件设施相当不错的经济型酒店，性价比非常高。', '短评打分': 3}
{'短评内容': '超喜欢浴室~', '短评打分': 5}
{'短评内容': '其他都很好，就是 厕所太臭，估计 是 下水道的味道，希望 改进 ', '短评打分': 5}
{'短评内容': '服务态度还行，环境挺干净的，价格也不贵，这里出行交通也便利', '短评打分': 3}
{'短评内容': '因为门前在修地铁，所以打车很不方便，要走出一段才可以。服务态度很一般。斜对面有家新疆人开的面馆，牛肉面很好吃。', '短评打分': 1}
{'短评内容': '位置很好，周围小吃也很多，值得推荐！', '短评打分': 5}
{'短评内容': '酒店服务可以，性价比高', '短评打分': 3}
{'短评内容': '酒店服务尚可，但早餐品种较少，性价比较高', '短评打分': 5}
{'短评内容': '酒店门口在修路，变成单行线了，交通上要稍微绕点路，不过在路口下车，走个50米，也就到了，我住的是商务单间吧！淋浴房在中间，我觉得设计很有新意，感觉也很不错，房间被子很柔软，很舒服。我下次还会入住。', '短评打分': 5}
{'短评内容': '总的来说还是不错，住了3天，水很热，住酒店最在乎的就是卫生，觉得卫生还不错，就是前台的服务态度不是很好', '短评打分': 5}
{'短评内容': '性价比高，服务和卫生方面都不错，环境一般，还是值得推荐的。', '短评打分': 3}
{'短评内容': '总的来说还是不错的，性价比非常高，值得推荐。好的地方：服务人员比较热情，乐意帮你解决问题，能主动问顾客是否需要发票。卫生还算不错。不足之处：房门隔音不好，在房间里面能清楚听到走廊的说话声。床有点硬硬的。建议，早餐有牛奶有牛奶就好了。', '短评打分': 5}
{'短评内容': '卫生服务方面都非常好,房间很干净,但就是酒店周围在修地铁,有些吵,另外就是地理位置稍微有点偏.', '短评打分': 3}
{'短评内容': '酒店的硬件设施还算可以，就是床不太舒服，不过位置挺不错的，很方便，服务态度也很好，价格也比较便宜。', '短评打分': 3}
{'短评内容': ' 我们入住的那天正好是周日，所以没有发现电梯人多的问题，房间很干净，很喜欢浴室的设计，非常适合情侣和夫妻，入住时前台的服务生态度很好很满意，打车的问题并不只是那里一个地方的问题，整个成都市都不好打车，听说明年十月地铁就修好了，交通问题也就不是问题了，以后去成都还会选择这里的', '短评打分': 5}
{'短评内容': '房间比较大，也很干净。圆形玻璃浴房很别致。周围吃饭地方很少，但离文殊坊就几步之遥。那里的小吃还不错。 因为客房是和很多公司共用一栋楼房，故工作日很嘈杂，来往人员很多。电梯附近的卫生也不好。经常碰到大箱小箱搬货的人。', '短评打分': 3}
{'短评内容': '房间比较大，浴室在中间，圆柱360度玻璃，适合情侣啊。呵呵。位置还可以，去各个景点需要走几分钟坐车。附近吃饭的地方不多，但离文殊院不远。那里的特色街很不错，因为游客不多，反而能静心看看，价格当然也比锦里和宽窄巷子实惠些吧。 有个缺点是和多家公司共用一栋楼，人员来往比较多，也很嘈杂。电梯附近的卫生也不太好。', '短评打分': 5}
{'短评内容': '性价比很高~很喜欢卫生间的分体设计，柱形的淋浴挺别致，只是有可能导致潮湿，应该加强一下抽湿系统~不过前台态度淡淡的，没有笑容就不应该做服务业，汗。。。还有就是电吹风太少，晚了根本要不到，晚上头发湿湿的怎么睡啊，这点很烦！', '短评打分': 5}
{'短评内容': '如家连锁的环境都很不错，房间里也非常的干净，而且这个店的位置交通很方便，就是卫生间稍微小一点，其他都是比较不错的。', '短评打分': 3}
{'短评内容': '我觉得该酒店要是能配上一个带小型矿泉水的饮水机就好了，哪怕是再加上几块钱的房费也值。建议酒店老总适当考虑一下，都已经打了九十分，难道不想要个满分？', '短评打分': 3}
