{'descr': '交通可以，火车站坐1号线就到！', 'star': 5}
{'descr': '还不错咯，性价比较高，预算不多的话这个没的说了！', 'star': 5}
{'descr': '不错 亲切友善', 'star': 3}
{'descr': '服务很好,有活动室可以上网和台球', 'star': 3}
{'descr': '连锁店，有保障，值得信赖！周围有繁华的观音桥步行街，外边有小餐馆什么的，很方便，不偏僻，而且服务生很实在，不会故意让你住贵的，值得入住！', 'star': 5}
{'descr': '总的感觉不错，就是觉得中央空调不给力，无窗房间里面比较闷。另外4F的游乐设施不错，免费电脑刷房卡使用的哦！！！', 'star': 5}
{'descr': '价格上涨了一些，但服务仍然不错。', 'star': 3}
{'descr': '房间有点小，而且近期旁边在修路有点吵，空调制热不怎么好', 'star': 1}
{'descr': '价格还行，房间不配洗漱用品以及拖鞋，需要自备哦。', 'star': 5}
{'descr': '还是可以  服务很好 就是房间的床有点小了', 'star': 5}
{'descr': '自助项目较多，但服务很好！不错的！', 'star': 3}
{'descr': '还好，就是服务意识还不是很强，无窗的房间有点难受，有窗的那个窗户很迷你很可爱，', 'star': 5}
{'descr': '很舒适 很适合情侣，朋友，同学一起居住。。价格实惠，临近步行街，吃饭，购物很方便，地铁三号站也在附近，出行也方便。', 'star': 5}
{'descr': '服务比较好，安全也做得很好，价格也比较便宜！地处观音桥，交通还算不错。', 'star': 5}
{'descr': '房间里面香味太重了，个人不太喜欢，有的人可能会过敏，其他都很好，，很有特色', 'star': 5}
{'descr': '很干净``很舒服``服务也好```............................', 'star': 5}
{'descr': '有点小阿房间', 'star': 3}
{'descr': '房间小，没窗感觉有点闷，床有点小，睡一个人够了', 'star': 5}
{'descr': '房间比较干净，设施也不错，但貌似我的预订价比挂牌价要高呢', 'star': 5}
{'descr': '酒店的设施清新、温馨、还可以上网、打台球、打游戏、提供自助饮水机、自动售货机，不错！  服务也不错。', 'star': 5}
{'descr': ' 位置方便 但洗澡后发现水渗漏到卫生间外了', 'star': 3}
{'descr': ' 干净 环保 我觉得不错', 'star': 3}
{'descr': '就在观音桥边上，挺方便的，酒店整体也还好，下次会再住', 'star': 5}
{'descr': '隔音效果不是太好，早上四五点钟隔壁房间退房时洗澡说话的声音和后来阿姨打扫房间的声音都听得很清楚，挺影响睡眠的。。。别的方面都不错，卫生很好，空调系统热水系统都挺不错的~', 'star': 5}
{'descr': '这次旅程中住过的最舒心的酒店了，位置、房间、服务都很好。房间虽小可能十平米不到，但是五脏俱全，公共设施很贴心。短租房1800-2700/月，在前台看到很多人预定短租房。', 'star': 5}
{'descr': '我觉着这家酒店总体上还是蛮好的。首先，地理位置蛮好的，很好找，从江北机场坐地铁直达观音桥，出站后到建中东路就很容易找得到，旁边有KTV,还有七天连锁酒店，离观音桥步行街很近；其次，这家酒店的服务蛮好的服务员都很客气，下午到那儿的时候电梯坏了，我还住在六楼，爬上爬下的真的是累死了，不过晚上的时候就修好了；第三，四楼有休闲娱乐的场所，晚上不想出门可以在四楼玩玩，只是没有想象的好；第四，我是第二次住在海', 'star': 5}
{'descr': '挺好的一酒店，里面有很多玩的呢，用电脑还可以不用花钱，可以无线上网，打ps3哦', 'star': 5}
{'descr': '酒店干净明亮，空气新鲜，服务人员服务专业，有求必应，结帐迅速快捷。', 'star': 3}
{'descr': '位置很好，离地铁站和商业街非常近；住的特价房，内部设施简单，隔音效果一般，但可以接受；我遇到的最大问题是房间味道很大，应该是装修后的味道，加上是无窗房，刚开始很难接受，敞着门过半小时，再开着空调和换气扇，才好多了。希望其他房间没有这样的问题。', 'star': 5}
{'descr': ' 很好 非常好！ 很好 非常好！ ！很好 非常好！！', 'star': 5}
{'descr': '这家酒店的服务员的服务比较好，就是房间相对较小点，不过性价比还是蛮高的，装修风格也不一样，很喜欢。下次还会入住该店。', 'star': 5}
{'descr': '房间不大，但是整个酒店小巧温馨，有打台球的，网吧，书吧，很适合年轻人', 'star': 5}
{'descr': '踏入酒店就被服务员的热情吸引本次入住感觉很好的，由于本人不喜欢吵闹所以订房时要求住的无窗的房间。特别安静适合睡眠，以前没有住过海友客栈这次入住很多让人惊喜的地方娱乐设施太丰富了，而且这家店离观音桥步行街店商圈非常近步行只要几分钟。强烈推荐。。。。。', 'star': 5}
{'descr': '特价无窗大床房非常闷，闷得睡不着觉，不建议住无窗这种房子，空气也不流通，室内的中央空调调节也没用，还没有走道的空气凉爽。特别郁闷，一个晚上没有睡着。另外，酒店干净度也一般，不是特别让人满意。也就那个价格吧，和7天比还是差老远，可能是价格原因吧。以前也住过深圳的汉庭海友，价格发贵一些，不过卫生，和通风都非常好，就观音桥这家，让人郁闷，睡不着觉。', 'star': 1}
{'descr': '房价较实惠,服务也很好,值得推荐。', 'star': 3}
{'descr': '长住这家酒店，，十分温馨！！前台员工很热情，服务很好，特别喜欢他们的娱乐设施，，每次入住都会找他们的员工一起打桌球。地址位置更好，，，，推荐，，推荐，，推荐', 'star': 5}
{'descr': '地理位置挺好的', 'star': 3}
{'descr': '昨天入住，今天一早赶飞机。酒店装修还是很不错的，适合年轻旅游者和情侣。洗澡水很好，服务态度也不错。有几个建议：1、海友客栈是三天更换一次床上用品，但是有的床单已经脏了，我刚进门就发现房间没有整理过；2、电视机可以安低一点吧，正好看起来不舒服；3、空调不能自己调节，虽然是冬天，重庆还是很暖和的，房间没有窗户透气实在是不好，热的人睡不好。', 'star': 5}
{'descr': '地理位置不错，房间设施稍显简陋，而且房间里没有电话', 'star': 5}
{'descr': '以前出住过汉庭，这是第一次住海友客栈。总体感觉很不错，进大堂时还觉得怎么这么小结果到了4楼才发现有个那么大的娱乐区简直出乎我的意料。值得向各位朋友推荐。。。。', 'star': 5}
{'descr': '房间很干净，除了小一点儿以往，其余都很满意。\n', 'star': 5}
{'descr': '以前住过很多客栈，这一家店很补错！非常喜欢这种形式，住的都是年轻人多，配有娱乐休闲设施，四楼公共区域还能免费上网，房间里全是无线宽带，对于我这个经常出差的人来说，既能休闲，又能娱乐！很喜欢这家酒店！！值得推荐！', 'star': 5}
{'descr': '还不错,没拖鞋.环境可以,电脑可以,网可以,服务员少得可以.', 'star': 5}
{'descr': '总的来说还是可以,就是有些酒店没图片.还有就是店上有时候特别安排网上看不到.', 'star': 5}
{'descr': '地理位置好！吃饭逛街购物都很方便，价格也吸引人。但是洗手间下水道水流的声音有点大，影响睡眠了。。。', 'star': 5}
{'descr': '房间挺好的,就是卫生间没有门,让人觉得尴尬', 'star': 3}
{'descr': '还可以吧 停干净的 就是去的时候自己带好洗涮用具啊', 'star': 5}
{'descr': '感觉太没人情味，冷冰冰的；服务态度虽然无可挑剔，但总觉得是做出来的，不爽', 'star': 1}
{'descr': '房间小 洗漱及拖鞋需自备 屋子内发现了小强！！不过有娱乐休闲室 这点比较好~', 'star': 5}
{'descr': '给人温馨感的一家店，环保，交通方便，网速快，性价比很高，推荐。', 'star': 5}
{'descr': '实在是没话说，百元房，小角落里面，地方很小。。。。', 'star': 5}
{'descr': '空间太小', 'star': 3}
{'descr': '很好，就是空调不好，白天不能调温度，其他方面还可以', 'star': 5}
{'descr': '非常新颖的运营方式，公共娱乐区域是亮点，很适合年轻人，虽然房间比较小 但是精髓，干净，推广一下很有前途的客栈。。。', 'star': 5}
{'descr': '酒店比较新，很干净！', 'star': 3}
{'descr': '不好，房间竟然连电话和热水（喝的）都没有，毛巾，浴巾什么也没有！太差了！对面宾馆88元什么都有，入住这里唯一的原因是这里能刷卡消费。', 'star': 3}
{'descr': '服务有纰漏，房间什么都没有，还很袖珍，就是无线网还可以', 'star': 1}
{'descr': '交通便利，闹中取静，经济实惠，强烈推荐，距离观音桥步行街很近', 'star': 5}
{'descr': 'zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz', 'star': 5}
{'descr': '地理位置不错，价格也合理，卫生条件不错，总的说来比较超值。\n只是我住的那间下水道有问题，排水不畅，不知是不是特价房的原因。', 'star': 5}
{'descr': '很干净，装修简洁时尚，就是床太小了,虽然是大床，但两个人住还是有点挤。结账太快了，不要押金。入住房间时钱就交了。快捷', 'star': 5}
{'descr': '汉庭是东方航空会员的合作伙伴，网上写得很清楚，住汉庭旗下三个品牌酒店都可以累积积分。但汉庭前台服务人员完全没有听说过。我觉得汉庭应该加强管理，如果确实不能积分，请修改网上信息，如果可以积分，那要在培训的时候告诉工作人员处理方式；另外，酒店洗手间晚上冒出不良气味了，飘散在整个房间里。', 'star': 1}
{'descr': '房间干净,价格比较实惠', 'star': 3}
{'descr': '客栈很不错还可免费上网', 'star': 3}
{'descr': '交通便利，如果从机场过来的话，坐大巴很方便。环境很温馨。', 'star': 5}
{'descr': '房间还可以很干净就是要自己买牙膏牙刷总体感觉像大学寝室', 'star': 3}
{'descr': '客栈很干净，交通和购物都很方便。就是服务差些，要双托鞋得要好几遍，最后还是自己去拿的', 'star': 3}
{'descr': '蛮好的,价格便宜,wifi覆盖,还有个娱乐上网的厅', 'star': 5}
{'descr': '很不错，温馨又环保，值得去。但是我住的8429外面窗户关不上，一直很吵；还有第一天晚上睡觉的时候发现床上有个嘿色的小虫子，希望酒店以后改进', 'star': 5}
{'descr': '很不错的旅游住的地方，经济实惠，且娱乐设施不错，下次来重庆还住海友！', 'star': 3}
{'descr': '环境不错，比较值', 'star': 3}
{'descr': '非常温馨的一家客栈，员工都非常的友好，很喜欢这里的感觉，4楼的综合服务区真的很棒，有电影、PS3、台球、网吧等娱乐项目免费提供。店员有空的时候还会陪客人一起玩。非常的温馨，都像家人一样。', 'star': 5}
{'descr': '很温馨', 'star': 3}
{'descr': '超便宜。饭很好吃。推荐 ！', 'star': 3}
{'descr': '在江北天街附近，房间很整洁，但是，找公交车站有些头疼。房间很小，浴室。。很性感，四楼有上网的地方~如若不是网上预订的话，在门市定需要是会员，幸亏啊', 'star': 5}
{'descr': '酒店很不错!', 'star': 3}
{'descr': '159元是什么都齐备的房间。如果想更省钱就住109元的，但洗漱用品要自备，就是在酒店买也不贵，20元内肯定买齐了。', 'star': 5}
{'descr': '酒店的装饰很温馨，很有小家的感觉，特别是墙体的颜色墙上的贴纸，连床铺的颜色也是很温馨的，格局就像小的部落阁样，住起来很舒服，唯一一点就是因为酒店提倡环保，所以所有洗漱的东西都要自己带，这个本来是支持的，但是觉得还是想提一点点建议就是能不能在房间配双拖鞋，通常出去玩都不洗漱那些东西都会带，但是就是拖鞋是不会带的吧，呵呵，酒店配双拖鞋的话方便大家嘛，总得来说感觉是很好的，挺满意的，谢谢。', 'star': 5}
{'descr': '出来不提供洗漱用品外，其他都很超值！！！！店员的态度都非常亲切，屋内的气氛很温馨！很有爱！                           ', 'star': 5}
{'descr': '地点好，性价比极高。就像住7天，但空间比7天大很多，但需要自己买洗漱用具。就是书桌太小了，房间空间却很多。全部无线网络值得一赞。', 'star': 5}
{'descr': '汉庭就是好，就是价格有点贵，不过刚好定上百元房，体验了一把，服务、卫生，很不错\n可是你非要我说够50字，这可如何是好？凑字数凑字数凑字数凑字数凑字数凑字数凑字数凑字数凑字数凑字数凑字数', 'star': 5}
{'descr': '不错，网络是无线的，速度还行，也是新装修，环境不错，性较比高，没有洗漱用品，遗憾呀。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '非常温馨的一家客栈，员工都非常的友好，很喜欢这里的感觉，4楼的综合服务区真的很棒，有电影、PS3、台球、网吧等娱乐项目免费提供。店员有空的时候还会陪客人一起玩。非常的温馨，都像家人一样。建议年轻的朋友们在进店后就加入客栈的QQ群，就不会一个人孤独的在客栈里面呆着了。', 'star': 5}
{'descr': '在修路，实在是太不方便了。花了差不多一个小时才找到。', 'star': 1}
{'descr': '酒店前面在施工，交通很不方便。绕了很久才找到。连当地人都说不好找。', 'star': 1}
{'descr': '好', 'star': 3}
{'descr': '总体感觉还可以,有窗户我比较喜欢,空气清新,缺点是没有衣柜,住时间长的话就麻烦了,还有对面的马路在长时间修地铁,出入很不方便！', 'star': 3}
{'descr': '总的来说还是不错的，服务也可以，我因为东西多，11点就入住了。就是房间小了点，不过快捷酒店好像都是这样的，呵呵！~', 'star': 5}
{'descr': '2F的双床比5F的大床好，最近建议不要住靠外墙马路的房间，太吵。面向东里面的房间会安静许多...建议房间要有无线路由器，那里苹果不能上，只能在1F大堂里用..可怜啊', 'star': 5}
{'descr': '环境好，服务好，地理位置优越，出差首选。', 'star': 5}
{'descr': '2F的双床房不错，比起5F靠近马路的大床好很多...唯一不好的是酒店房间的有线太短，房间没有无线，也不提供无线路由器。只有大堂有无线。带个苹果就不能在房间上网了..杯具啊', 'star': 5}
{'descr': '靠近市中心，和南禅寺，旁边就属家乐福。太湖广场上还有很多溜冰的项目。只可惜最近旁边在修地铁，有点吵～～～～', 'star': 5}
{'descr': '性价比很高，只是附近施工，有点吵', 'star': 3}
{'descr': '环境不错，服务很到位~~就是房间的灯偏暗~~', 'star': 5}
{'descr': '最想不通的是预定的不仅房间位置差，还比店面贵了三十元。', 'star': 3}
{'descr': '很好', 'star': 5}
{'descr': '环境好，服务好。', 'star': 5}
{'descr': '因为旁边修路，感觉有些不是很好，不过对面就有火车票代售点，餐厅等，还是可以了。最不好的是房间环境很差。', 'star': 3}
{'descr': '还不错的酒店，位置好。。。。', 'star': 5}
{'descr': '性价比好。', 'star': 5}
{'descr': '不错啊。支持下', 'star': 5}
{'descr': '酒店基本情况很好', 'star': 5}
{'descr': '希望有冰箱和微波炉 因为 你的名字是汉庭 而不是 莫太', 'star': 5}
{'descr': '靠近太湖广场和家乐福卖场，附近吃的东西蛮多，店员服务很好。另，每晚酒店门口的露天烧烤很好吃！！', 'star': 5}
{'descr': '酒店的大床房全部都是靠马路的，太吵了，不建议入住', 'star': 1}
{'descr': '在太湖市民广场周边是目前最新最好的快捷酒店，除了房稍小，其他都可。小吃大餐周边均有，商场超市也很近，而且想去湖边旅游，出门没多远就是观光线公交车，很是方便', 'star': 3}
{'descr': '外面施工  半夜机器还在工作  其他还算可以  除了比较嘈杂其他还好了！', 'star': 1}
{'descr': '休闲，数连锁，方便，经常住！', 'star': 5}
{'descr': '比较干净 感觉就是小了些 综合来说还是可以的', 'star': 5}
{'descr': '房间不错，大堂可以上网，查邮件方便。', 'star': 5}
{'descr': '每个人都要用平常心评价酒店，五星级有五星级标准，经济型酒店只要连锁，一般都不会很差。。。。。。休闲我喜欢经济型连锁！享受我喜欢专业五星级和国际连锁五星级酒店！', 'star': 5}
{'descr': '条件和位置都比较好，房间也干净，就价格比同类型的稍微高一点，如果低20，30我相信能够更好', 'star': 5}
{'descr': '还可以！', 'star': 5}
{'descr': '地理位置很好，出门吃，游，购物都很方便。只是房间小了一点', 'star': 5}
{'descr': '竟然没有自己的停车场，门口停车需要收费，而且车位少。我停了一夜了，花了20元。\n', 'star': 5}
{'descr': '地理位置很好', 'star': 5}
{'descr': '酒店的设施比较简单一点，不过位置还不错，挺方便的，而且酒店的价格也挺优惠，还是不错的。', 'star': 3}
{'descr': '酒店的房间面积比较小，服务卫生以及设施都很好的，酒店的位置还可以的，出行很方便的，酒店的价格有点高了。', 'star': 3}
{'descr': '酒店的房间面积太小了,卫生和服务还可以的,设施一般化,酒店的价格有点高了', 'star': 5}
{'descr': '\r\n住的特价单人房，房价不错，房间也很好，安静，挨着太湖广场，属于新城区。边上的姆妈烧菜做的不错，汉庭住户可以打88折。缺点就是汉庭的电视台依旧很少。', 'star': 5}
{'descr': '总体说来还是比较方便的，位于南长区，靠近太湖广场！', 'star': 5}
{'descr': '性价比较高', 'star': 5}
{'descr': '整体感觉性价比还是很不错的,值得推荐了', 'star': 5}
{'descr': '房间里的卫生还是不错的,弄的挺干净挺舒适的,设施也比较齐全,价格也蛮合适的.就是窗户小了点,通风不太好', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '房间还可以吧，关键是服务质量超级好，住多了汉庭其他酒店都不习惯了。但是无锡汉庭学前街店就不怎么样了，前台服务不是很热情，都看不见笑容，一脸死像。', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '酒店的整体的环境不错，服务也可以，比较经济实惠', 'star': 5}
{'descr': '干净卫生，价格也比较便宜才100元', 'star': 5}
{'descr': '酒店是新装修的酒店,环境设施都还不错.位置出行很方便,位于繁华的太湖广场旁边.价格也很合适.', 'star': 5}
{'descr': '前台服务员好像警察，对你问来问去的！房间小的可以，睡觉脱下的衣服都不知道放在哪里！下次不想再去那了！！', 'star': 1}
{'descr': '价格非常便宜，当时住的特价房才100元，服务、卫生条件也不错', 'star': 5}
{'descr': '酒店的服务，设施都比较不错，位置相当好，交通旅游很方便。', 'star': 5}
