{'descr': '似乎正在装修，比较乱和脏，环境差了点！', 'star': 3}
{'descr': '环境还不错，地处三峡广场，位置不错！卫生还可以，但特价房相对差一点！', 'star': 5}
{'descr': '宾馆服务还行， 就是地方不好找 转了三圈才找到 希望能树立 指引路牌', 'star': 5}
{'descr': '还可以吧，价格适中，房间也还舒适，虽然早餐有些简单，但还是挺实惠的。', 'star': 5}
{'descr': '酒店总体还可以，位置不错，就是隔音效果太差了。在四周转了转发现好多都是98元的特价房。', 'star': 1}
{'descr': '酒店卫生太差了，床单下面全是一些脏点，卫生间里一股味儿。', 'star': 1}
{'descr': '还可以        就是有些东西不是很好', 'star': 5}
{'descr': '虽然服务态度还行，可是房间不干净，而且装饰和普通旅馆差不多。最要命的是早上要打扫房间不是先打电话进来问一下，是服务员敲门，吓死人', 'star': 1}
{'descr': '房间很旧啊，设备什么的也很旧，不过价格还算便宜啦', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '价格便宜房间还可以。位置比较好。交通便利。', 'star': 5}
{'descr': '再次入住 以就感觉本错', 'star': 3}
{'descr': '本来有98元的，看到窗户开在过道，改了138的，结果也是开在过道，并且是高窗。。。。昨晚停电，没应急预案，有点失望！', 'star': 1}
{'descr': '服务态度一般，房间隔音效果一般，环境挺好的，挺干净', 'star': 3}
{'descr': '一进楼层。就能闻到一股发霉的味道。房间内更是如此。给人一种不干净的感觉', 'star': 1}
{'descr': '价格合理，环境偏旧。', 'star': 3}
{'descr': '还可以吧', 'star': 3}
{'descr': '厕所的马桶很多都是坏的，记得有个房间时堵的，。还有个抽水的压力太小', 'star': 5}
{'descr': '环境还可以，就是早餐提供有点晚', 'star': 3}
{'descr': '房间小了点，还是可以，早饭可以的！如果连续入住的话，要告诉打扫的人员，被单浴巾要换，如果不说的话要她是不给换的', 'star': 5}
{'descr': '硬件设施不怎么样？价格有一点高！没有找到免费的宽带。', 'star': 5}
{'descr': '价格便宜！地理位置优越~~~但是设施有些陈旧', 'star': 5}
{'descr': '酒店不错，在这位置实惠。对要求不是很高的，还是比较划算的。', 'star': 3}
{'descr': '配置太差老 而且价格还不便宜~~~~~~~~~~~~', 'star': 1}
{'descr': '服务态度很好，不过酒店设施有些陈旧', 'star': 3}
{'descr': '很小的酒店，楼下装修吵的要死，不会再住这家了。', 'star': 1}
{'descr': '还好', 'star': 3}
{'descr': '不错，环境便利，设施齐全，酒店人员服务态度好。交通方便，可乘坐观光电梯上下。', 'star': 5}
{'descr': '在商圈内，还可以!', 'star': 3}
{'descr': '面子工程类的酒店。。。。。外面看起来好像不错。。。。。一进门感觉破破烂烂的，和外面那种五六十块的小宾馆差不多，厕所还有臭味，而且厕所门也是破烂的关不上，特价房也不至于这么差吧。。。。。而且大半夜还听到隔壁女的浪叫。。。。。。反正感觉很不舒服', 'star': 1}
{'descr': '已经入住。服务可以。', 'star': 3}
{'descr': '位置不错，床也舒服，就是有的房间结构不是很合理。', 'star': 3}
{'descr': '环境还算可以，服务可以打满分。但是硬件设施不值这个价格。。。', 'star': 1}
{'descr': '屋里有点味，但是性价比可以接受。跟其它全国性的连锁经济型宾馆有点差距。', 'star': 5}
{'descr': '内部环境还可以,就是门口看上去有点心酸,,,', 'star': 3}
{'descr': '不错哦，就是希望下次去能分到有窗户的房间，其他都不错', 'star': 5}
{'descr': '还可以 交通比较方便 服务也还可以不过沙坪坝一店还是更好点 ', 'star': 5}
{'descr': '经济实惠，还是蛮干净的，不过因为时间长了，旧了一点，但是不影响使用！还有特惠房，就是没有窗户的那种，才68一晚！', 'star': 5}
{'descr': '不错还可以    已经是经常住这里了。。。。。。。。。。。。', 'star': 5}
{'descr': '还行吧。比较经济划算。学生们可以来这里，就在三峡广场。公交什么的都方便着呢\n', 'star': 5}
{'descr': '还行吧', 'star': 3}
{'descr': '这家店只能说是位置比较好\n但是房间装修条件不是很好。', 'star': 5}
{'descr': '居住条件还可以 电视不太好 遥控器有问题 不过地理位置好 在沙区方便', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '卫生不错，环境一般，前台的服务态度很好！价格适中，值得去住…', 'star': 3}
{'descr': '隔音效果不好，噪声很大，走廊装修很好，可是房间和酒店外围装修很陈旧。。', 'star': 1}
{'descr': '  位置很不错 可惜房间没的窗户 在那附近还有更划算的房子', 'star': 1}
{'descr': '服务还不错，卫生比较干净，环境也还可以，还是物有所值', 'star': 5}
{'descr': '卫生一般  服务尚可   位置较好         ！', 'star': 5}
{'descr': '酒店位置很好在广场中央，繁华、便利。房间设施很一般，隔声不好。早餐较简单。', 'star': 5}
{'descr': '地段很好，服务也很好，环境一般，毕竟价格在那里摆着呢', 'star': 5}
{'descr': '隔音效果不是很好，但作为广场内的酒店，便宜还是硬道理。', 'star': 5}
{'descr': '正值降温时节，逃离冰冷的科苑酒店，住进这里，有热水、有空调、当时就有`似家心怡‘的感觉。', 'star': 5}
{'descr': '挺温馨的，位置也很不错。在比较繁华的地段，购物乘车都很方便。', 'star': 5}
{'descr': '以这个价格算不错了，交通方便，购物方便。', 'star': 5}
{'descr': '酒店设备一般,服务很好', 'star': 3}
{'descr': '环境一般，说实话，还不如周边其他的商务宾馆，感觉很烂。。', 'star': 1}
{'descr': ' 位置不錯,吃飯購物都方便.櫃台服務員也挺熱誠的.', 'star': 3}
{'descr': ' 位置不錯,房間還行', 'star': 3}
{'descr': '酒店位置虽然不错，但房间很差劲，味道很大，隔音差', 'star': 5}
{'descr': '就是地理位置比较好，就在三峡广场中心。有含早餐的不过在九点半之前，太早了就没去吃，不知道味道如何。\r\n房间隔音比较差，外面旁边太吵', 'star': 5}
{'descr': '+挺好的，蛮舒适', 'star': 5}
{'descr': '整体感觉不错，就是早餐比较一般！但性价比还是不错。', 'star': 5}
{'descr': '态度很好啊~~~', 'star': 3}
{'descr': '性价比高 干净\r\n虽然旧了点', 'star': 5}
{'descr': '原来两家店挨这么近的啊~~~逛街很方便 嘿嘿', 'star': 5}
{'descr': '有早餐，但质量不好。不过在这个价位上，还可以。', 'star': 5}
{'descr': '地点不错，就在商业街，但是一分价钱一分货，设施很一般，走廊上气味很重，晚上还有暧昧名片从门缝塞进来！', 'star': 1}
{'descr': '性价比不错 交通便利', 'star': 1}
{'descr': '酒店除位置外，没有什么可推荐的地方', 'star': 1}
{'descr': '位置不好找，门牌不明显，早餐一般。', 'star': 5}
{'descr': '酒店的环境挺好的，设施条件也还不错，位置比较方便，价格又不贵。', 'star': 3}
{'descr': '将就住啦', 'star': 1}
{'descr': '商务差旅的好选择。', 'star': 5}
{'descr': '酒店卫生状况较差。每晚都有乱发传单的人往门缝塞广告进来。屋里居然还有蟑螂……下次不会再选择这家酒店了', 'star': 1}
{'descr': '热水打开后半天都不热，这一点不是很好，位置还不错，逛街很方便，价格还比较适中', 'star': 3}
{'descr': '酒店的位置特别好，服务也还可以，就是硬件设施不太好，而且房间挺潮的，性价比一般', 'star': 3}
{'descr': '房间小了一些,服务态度还可以,房间的卫生和设施都还是挺不错的,位置不是很好找出行挺方便的,性价比还是挺高的,总体感觉还是比较不错的.', 'star': 3}
{'descr': '房间略显狭小，卫生条件还不错，浴室花洒水力强劲，附送早餐券，性价比还好', 'star': 5}
{'descr': '地理位置、服务、房间设施在这个样的价位上都算不错的', 'star': 5}
{'descr': '新开业的酒店,空间有些小,不如沙坪坝1店', 'star': 1}
{'descr': '床单床上用品不是很舒适，感觉皮肤接触不是很好，感觉很痒。环境硬件设施舒适度也不是很好，价格比较有优势挺优惠的，位置也很方便出行位置也不错，就是床睡起来不舒适。下次应该考虑其他酒店。', 'star': 1}
