{'短评内容': '电梯太费劲', '短评打分': 4}
{'短评内容': '酒店的地理位置靠近国际海水浴场，是夏天入住的好选择。房间内有厨房设施，可以自己做可口的饭菜。酒店的自助餐很好，有很多选择。', '短评打分': 5}
{'短评内容': '还成....................................................................................', '短评打分': 5}
{'短评内容': '装修的不错，环境也可以，缺点就是离海边远了点，但住的挺舒服的', '短评打分': 5}
{'短评内容': '该酒店的确是经济实惠的商务酒店，房间设施及服务都不错，而且午餐及晚餐也有自助式，客人可随自己的喜好口味有不同的选择。 提个建议，淋浴的水流忽强忽弱，有不爽的感觉。', '短评打分': 5}
{'短评内容': '房间还行，卫生间反味不好，周边没有配套购物，离海边还算近吧，在楼上风景还不错。服务挺好的，送的水果天天都一样', '短评打分': 5}
{'短评内容': '地点还行，离海滩不算远，但周围人气不足，没什么商业设施；不是正规的酒店，网站上也没有详细的说明，人员很杂，有点乱，房间设施也好，价格还高，早知道这样还不如加点钱去住喜来登了。', '短评打分': 1}
{'短评内容': '酒店门口乱糟糟，地下车库太脏，周围无大点的饭店', '短评打分': 3}
{'短评内容': '环境不错，距海边不是很近。家庭套还不错，就是有的空调不是很凉。早餐一般，天天一样，自助晚餐还不错68元较值。交通方便，12路经市中心到火车站车很多。有人介绍“北方饺子王”是中国十佳饺子店不错，其实很烂。店小很热拿饺子当幌子让人消费很贵很烂的炒菜，而且饺子也很一般，我们点了他的招牌鲅鱼饺子等了50分钟都没上最后退掉，很是骗人。酒店对面家家悦超市向东100米西部饺子王非常好，物美价廉态度好，强烈推荐！', '短评打分': 5}
{'短评内容': '酒店环境很好，离威海浴场也很进，和朋友住了三天，都非常满意。', '短评打分': 5}
{'短评内容': '房间比较干净,交通还算便利,自助早餐一般,吃了四天基本没换样.', '短评打分': 5}
{'短评内容': '酒店很好，很干净，位置也很好，设施很全面', '短评打分': 5}
{'短评内容': '很好，从我们一到，服务员就抢着帮我们拿行李，去登记。原本定的是豪华海景大床间，可前台见我们是3个人，就帮我们免费升级到了家庭间，多了一张壁床，还宽敞很多。房间有点显旧了，可算干净，窗外风景很美，服务很快一通电话几分钟就到了。', '短评打分': 5}
{'短评内容': '酒店功能很齐全，早餐不错，性价比挺好，有洗浴休闲地方', '短评打分': 5}
{'短评内容': '定的家庭房，2米大床加一个1.2米小床，确实十分适合家庭。房间设施很好，通风和采光不错，物有所值。游泳池一般，但是小孩很喜欢儿童池。', '短评打分': 5}
{'短评内容': '公寓式酒店，家居化的装修，个人不是很喜欢这个风格，房间还是挺大的。卫生间很简陋。', '短评打分': 5}
{'短评内容': '酒店位置还可以,在高新.我住的房间卫生间的下水不好.窗帘遮光不好,太亮!', '短评打分': 5}
{'短评内容': '比较温馨感觉不错', '短评打分': 3}
{'短评内容': '酒店位置很好,离海滩不远不近,非常方便!酒点早餐可以,就是西点少了点.房间可以自助做些简单餐,非常适合家庭旅游度假.海景大床房和山景几乎没区别,就是一个看海,一看不到.提醒网友:酒店自助餐品种口味一般.酒店周围有好多好餐馆(北方饺子王).', '短评打分': 5}
{'短评内容': '今天早上刚退房，就是用的储蓄卡预授权确认，到晚上再去入住，确说是储蓄卡不可以刷预授权，真是自相矛盾，经理还假惺惺说这是为顾客好，给顾客带来不便是酒店最忌讳的。', '短评打分': 1}
{'短评内容': '早餐不错，游泳池也很好，冬天去人比较少，很爽。', '短评打分': 5}
{'短评内容': '有种家的感觉，比较人性化，不过早餐菜品和质量都有待提高', '短评打分': 3}
{'短评内容': '卫生间味道太大.其他方面还可以，价格也略显高了一些', '短评打分': 1}
{'短评内容': '给朋友定的刚进来，从预定到进酒店非常顺利，很满意，豪华海景大床房视野优美且静，房间配套齐全，价格实惠，剩下的再慢慢感受了。。。。以后会常来，包括我的亲友。', '短评打分': 5}
{'短评内容': '除了价格偏高外，其余的均很不错，包括服务、房间、早餐等。如果价格在250元左右就比较合适了', '短评打分': 5}
{'短评内容': '整体环境很好，适合旅游者居住。地理位置一般，价格偏高。', '短评打分': 5}
{'短评内容': '比较干净但服务水平尚需改进', '短评打分': 5}
{'短评内容': '服务尚可，硬件一般。', '短评打分': 5}
{'短评内容': '+很好，很不错。价格高了点。', '短评打分': 5}
{'短评内容': '适合一家三口的酒店。 就是位置有点偏。 离国际海滨浴场较近', '短评打分': 5}
{'短评内容': '上次碰头了，跟前台提让他们加块警示牌，这次还是没有改善。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '＋感觉好极了！还有洗衣机呢', '短评打分': 5}
{'短评内容': '酒店很干净，早餐还可以，出行方便，距海边很近。唯一不好的体验是免费的室内泳馆，必须要戴泳帽才可以游。', '短评打分': 5}
{'短评内容': '对于威海来说，这家酒店的任何方面都无可挑剔，住得很舒服，而且环境也真的很好，离海滨又非常近，本次的形成非常匆忙，但是有机会的话，一定还会住这家宾馆的！', '短评打分': 5}
{'短评内容': '山景特价房的性价比教好，房间干净舒适，就是卫生间较小。酒店离海滨浴场有段距离，但散步过去也很方便。早餐质量还行，自助晚餐不错，还有游泳池，就是人太多。整体服务态度较好，服务水平质量有待提高。', '短评打分': 3}
{'短评内容': '此次入住为山景套房，窗外没有景致，房间还比较干净舒适，卫生间不大，有洗衣机等设备，非常方便。比较适合有孩子的家庭入住。', '短评打分': 5}
{'短评内容': '性价比蛮好的，就是设施粗糙了些，其他都不错。', '短评打分': 5}
{'短评内容': '性价比蛮好的，就是设施粗糙了些，其他都不错。', '短评打分': 5}
{'短评内容': '厕所有味道，其他还可以', '短评打分': 3}
{'短评内容': '下次还会入住，位置稍偏。', '短评打分': 5}
{'短评内容': '不错还会入住\r\n', '短评打分': 5}
{'短评内容': '很干净，有家一般的感觉。以后有机会还会入住。', '短评打分': 5}
{'短评内容': '环境不错,卫生间太小,别的还可以', '短评打分': 5}
{'短评内容': '空调开了一天,都不暖和,卫生间稍微有点脏', '短评打分': 1}
{'短评内容': '设施比较简单很一般,服务态度也一般,性价比也比较适中,开车的话这家酒店的位置也不是太好找,还是比较一般的酒店.', '短评打分': 3}
{'短评内容': '房间很不错。。很有感觉。。小套房做的很别致。。喜欢', '短评打分': 3}
{'短评内容': '不错哈。。。。挺好的。。。。以后还住', '短评打分': 5}
{'短评内容': '1612房间洗手间味道很难闻，总是向上反味道，应该及时修理', '短评打分': 1}
{'短评内容': 'room1107 -drain smells horrible. Asked for repair for two days. nothing get done. Harm to the health. ', '短评打分': 1}
