{'短评内容': '还行，就是设施有点老', '短评打分': 4}
{'短评内容': '酒店服务非常好，前台和服务员都极和气。但硬件设施比较旧了。床非常软，非常舒服。', '短评打分': 3}
{'短评内容': ' 酒店位置有点偏，但干净整洁，服务周到，有免费接机服务，一楼餐厅提供24小时餐饮。', '短评打分': 3}
{'短评内容': '环境很好，只是可惜不能再房间里上网，如果在云南到处都可以入住就更好', '短评打分': 5}
{'短评内容': '酒店的服务还不错，走的时候一件羽绒服忘拿了，给总台打电话，马上就给我快递了，感觉很好，酒店的设施好像陈旧了点，但三餐免费还令人满意', '短评打分': 5}
{'短评内容': '酒店位置有点偏，但离机场、火车站比较近，而且免费接机，送机10元，挺方便的。送两餐自助，饭菜一般。房间设施普通，没暖气有电热毯。', '短评打分': 3}
{'短评内容': '不错，虽然从以前的免费三餐改为了两餐，但还是划算。并且免费接机，司机很礼貌，很友好，酒店员工也友好。我们入住的是标欧间，呵呵````床确实软，但正合我意。房间内设施齐全，很人性化。吹风，空调，饮水机，DVD机，free wifi.值得好评。\neverything is satisfied.Ac,free WiFi,clean room,dryer...\nfree two meals,free pi', '短评打分': 5}
{'短评内容': '这个酒店综合性价比还是不错的，不过打车出去就不怎么好打了。', '短评打分': 5}
{'短评内容': '三餐免费很方便，还有出行可以有车接送也很方便，只是有点难找', '短评打分': 5}
{'短评内容': '诲狮酒店服务好，经济实惠，住店后三餐全免费，而且餐厅24小时开放。很好，值得推广。', '短评打分': 3}
{'短评内容': '优点：\n1、性价比高，室内环境还不错\n2、人性化服务好（接机、用车、三餐免费）\n缺点：1、部分房间无宽带网络；2、离市区远，周边环境不是很好。', '短评打分': 5}
{'短评内容': '优点：三餐免费提供，退房迅速！\n\n缺点：无法上网，房间电器老化，噪音较大！\n\n原来的免费接站和送站已改为免费接，付费送！', '短评打分': 1}
{'短评内容': '酒店总体来说，一般！因离工作地点较近才选择入住。\n\n还好有餐饮、足浴等服务；\n\n房间味道较重，有漏雨现象，所住大床间靠窗处渗水严重，地毯都湿了！希望尽快维修。', '短评打分': 5}
{'短评内容': '海狮与其他酒店比较特别，免费三餐、接站，退房不用查房，节省了不少退房时间，环境总体也算可以，欧式房床太软，设施有点陈旧。', '短评打分': 5}
{'短评内容': '酒店24小时提供免费用餐，还有免费的水果，唯一的缺点就是坐出租车不方便。', '短评打分': 5}
{'短评内容': '昆明海狮酒店性价比高，免费吃三餐，解决吃的问题，来昆明就住这里…', '短评打分': 3}
{'短评内容': '好评', '短评打分': 3}
{'短评内容': '挺好挺好，环境都还不错，自由行的好选择，大家可以考虑考虑来哦', '短评打分': 5}
{'短评内容': '感觉还是很不错的，酒店的司机师傅对人也很和善，告诉我们许多当地好玩的地方！', '短评打分': 3}
{'短评内容': '很值得入住的酒店，如果对入住的酒店位置没有太多的要求，极力推介该酒店，酒店的服务相当的不错！提供的好多的免费项目特别好，房间的设施有些陈旧，但是总体来说很不错，房间每天都会送免费得水果，而且房间的所有饮品都是免费的，在酒店可以免费用三餐，还可以免费接或者送一次，最最好的是酒店退房时间延迟到4pm。这个是从来没有遇见过得，原来最多也就是到2pm，贵酒店真的真的入住。', '短评打分': 5}
{'短评内容': '海狮酒店真的很有特色，性价比高，来昆明就得住这！', '短评打分': 3}
{'短评内容': '就是不太好打车..其它都很好...三餐免费..环境也不错', '短评打分': 5}
{'短评内容': '很不错，位置偏一点，在二环边上，但各项服务确实很好。', '短评打分': 5}
{'短评内容': '不错的，服务态度挺好的，有车接，就是东楼收到网络有点不好。', '短评打分': 5}
{'短评内容': '还不错，就是住了半天收了全天的房费哦！！', '短评打分': 5}
{'短评内容': '170住了一个大套间，不错。但周围环境有待改善。', '短评打分': 5}
{'短评内容': '酒店服务很好  其它配套也很不错  环境还可以  只是酒店相对没有那么新 总得感觉不错 值得推荐', '短评打分': 5}
{'短评内容': '免费餐饮，免费机场接送，免费饮料水果，还是很不错的，就是床有点软，睡着不是很舒服。其他都好。', '短评打分': 5}
{'短评内容': '服务设施齐全，三餐免费，24小时自助，房间东西都免费，很好，很实惠', '短评打分': 5}
{'短评内容': ' 酒店环境不错，服务也很好，就是交通不是最方便，不过酒店还提供免费机场接送，服务真不错。', '短评打分': 3}
{'短评内容': '酒店很人性：\n1、交通上很方便，坐出租车很快就到了。到市中心玩也有公交车。\n2、第一次遇到退房时候不查房的，呵呵，不过后来又遇到一家。\n3、有饮料和水果提供\n4、三餐提供\n总体感觉不错。还要感谢送我们到机场的司机。', '短评打分': 5}
{'短评内容': '三餐免费，每天还可以有上次免费车送。挺不错的。', '短评打分': 5}
{'短评内容': '海狮酒店所提供的六项免费服务相当实惠，尤其是几位司机师傅服务态度很好，非常感谢！', '短评打分': 5}
{'短评内容': '住的迪拜套房，挺大，超大，床也大，很舒服！虽然在市中心，但坐车不怎么方便！不过酒店可以免费接或送一次，房费还包三餐，总的来说性价比额不错。酒店前台的服务态度很好，忘了开发票，打个电话，还给补寄，免费寄挂号的！真不错！下次来昆明一定还选这里。', '短评打分': 5}
{'短评内容': '挺不错的，三餐可以免费，每天还有一次车辆免费送。', '短评打分': 5}
{'短评内容': '好，不错，我推荐。每天还有上趟车免费送，真不错。', '短评打分': 5}
{'短评内容': '，不错，外观不怎么，但进入房间却是不一样的感觉！性价比很告，下次还会入住', '短评打分': 3}
{'短评内容': '很不错，服务好，三餐免费，还有水果盘、饮料，但如果东楼再能够有网络就太好了！', '短评打分': 5}
{'短评内容': '＋酒店是挺偏滴，离火车站很近，住房调到了主楼，比东楼要好些，前台服务很好呦～', '短评打分': 3}
{'短评内容': '细节做的不错，一日三餐免费，房间的一次性牙刷质量也很好。不过韩日标间房子本身比较老了，晚上有火车的声音', '短评打分': 5}
{'短评内容': '还不错，就是稍微偏了点，还有就是住东楼没有网线。', '短评打分': 5}
{'短评内容': '服务不错，就是住在东楼的没 有网络！可惜！', '短评打分': 5}
{'短评内容': '价格便宜，一日免费三餐，免费车接（或者送）都是其它酒店不可比的。', '短评打分': 5}
{'短评内容': '性价比不错，送3餐，水果，和一次用车，其他的就是房间旧了点，宽带不行，打车不方便，附近冷清。合适窝在房间的客人', '短评打分': 5}
{'短评内容': '环境不错，虽然地理位置欠佳，但是24小时自助餐和用车服务还是不错的。', '短评打分': 5}
{'短评内容': '感觉房间不理想，有异味，晚上还有小虫子爬上床上，服务态度还是好的，接送飞机是很准时', '短评打分': 3}
{'短评内容': '没有宽带，无线网高峰慢！', '短评打分': 3}
{'短评内容': '酒店设备比较旧，服务比较好，在昆明转机的话还是比较方便的', '短评打分': 5}
{'短评内容': '不止一次住了，每次都很满意，推荐推荐！！！', '短评打分': 5}
{'短评内容': '各方面都很好，值得大力推荐！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '服务周到，真的很好，自助餐很好，还能免费接送', '短评打分': 5}
{'短评内容': '离机场和火车站都很近，服务非常周到，特别是有免费的一日三餐和丢失物品归还两个项目，下次还来住！', '短评打分': 5}
{'短评内容': '优点：一日三餐免费，能提供一次免费用车服务，16：00退房且免查房，服务还可以。\n缺点：较偏，周边无超市等便利服务，对于免费供应的饭菜，我不要求是山珍海味，但也不能吃了一次就没有食欲了，自点菜又偏贵，非主楼房间较旧、阴暗，湿度大；如果完美舒适是100分，我给海狮酒店打70分。我不推荐入住，性价比不高。', '短评打分': 1}
{'短评内容': '屋内装修不错，就是东楼楼道感觉太陈旧了，没有电梯；屋内有酸奶和果汁提供，早餐还不错；提供有接机，酒店前面是公路周边环境不太好。总体来说很超值 :）', '短评打分': 5}
{'短评内容': '此宾馆比较方便中转的游客，24小时供餐，免费用车一次，有好几项贴心服务都不错，向自己的朋友介绍入住该宾馆，朋友也感觉还不错。就是要注意蚊虫灭杀～', '短评打分': 5}
{'短评内容': '设施陈旧，卫生差，服务欠佳。\n（说说1月13晚入住情况）提前电话预约接机（晚9：50丽江—昆明），由于飞机延误我提前电话告知酒店，并在登机起飞时再次电话与酒店约好接机时间，但到了昆明机场没人接，电话到酒店、酒店叫我打的过去，我告知不懂路并且当晚机场人多（有3、4百人在排队）才过去接我，且司机表现出很不乐意态度。\n住入酒店已12点多，用餐、冲凉后二点过，我住的是迪拜房间，广告上说的屋顶镜子打不开；且', '短评打分': 1}
{'短评内容': '服务态度很好，很贴心~不错的酒店，离机场和火车站都很近', '短评打分': 5}
{'短评内容': '本人所住过的最有特色的酒店，不但三餐全部免费供应，而且还免费接送，损坏物品不用赔偿，每天都有果盘、饮品等免费供应', '短评打分': 5}
{'短评内容': '酒店的主楼装修比较旧，而且房间的烟味很重。酒店附近交通不便，不过酒店有一次免费接机或送机服务。住一晚包三餐，对转机的我个价格算划算。', '短评打分': 5}
{'短评内容': '交通不便，但有车送，酒店设施还好。总体来说，三餐免费不错了。', '短评打分': 5}
{'短评内容': '一如既往的物美价廉，每次到昆明中转都会选择这家酒店，24小时供餐，还免费用车一次，就是车的数量太少，早上和其他客人在时间上有冲突的情况下不得不调整自己的时间。总体还是不错，中转的最佳选择。', '短评打分': 5}
{'短评内容': '位置不太好，房间倒是很大，服务理念也很好包括免费接机，免费3餐和房间饮料2瓶等等。', '短评打分': 5}
{'短评内容': '这家酒店非常超值，服务好，24小时供餐饮，房间比较舒适，有一次免费用车服务，非常喜欢，准备不久去昆明再去预订入住。', '短评打分': 5}
{'短评内容': '服务非常有特色，米线不错。\n设施稍微陈旧了点，如翻新下就好了', '短评打分': 5}
{'短评内容': '挺好的酒店，推荐！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '包吃包住包接，性价比很高。设施等等很一般', '短评打分': 5}
{'短评内容': '很好，米线不错，房间很干净，还有专车！！！！！！！！态度也好', '短评打分': 5}
{'短评内容': '不错的酒店，服务很好,什么时候都有吃的，还有接送服务，谢谢！', '短评打分': 5}
{'短评内容': '酒店服务态度很不错，下次还会入住！', '短评打分': 3}
{'短评内容': '                            很好', '短评打分': 5}
{'短评内容': '                           可以', '短评打分': 5}
{'短评内容': '昆明海狮酒店性价比高，会向朋友推荐这酒店，免费送机场，床也很软。呵呵。 \n', '短评打分': 5}
{'短评内容': '很好,服务热情!', '短评打分': 3}
{'短评内容': '性价比高，会向朋友推荐这酒店，免费车又免费吃，床也很好。呵呵。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '不错的酒店，八项特色服务很好，还有接送机', '短评打分': 5}
{'短评内容': '酒店设施及服务都很好，自助餐品种也很多，能满足大多数人的口味。就是座落地点不太好，紧邻高架桥，环境嘈杂，而且很不好找。', '短评打分': 3}
{'短评内容': '酒店的设施及服务都很好，自助餐品种也很多，能满足大多数人的口味。就是座落地点不太好，紧邻高架桥，环境嘈杂，而且很不好找。', '短评打分': 5}
{'短评内容': '很贴心的酒店，饭菜超好吃，房间也不错，很新颖的酒店，我们会再来的，非常好！！！', '短评打分': 5}
{'短评内容': '很有个性的酒店，什么时候到店都可以用餐，而且是免费的，退房时间可以延迟到下午4点，可以免费使用车一次，太超值了。', '短评打分': 5}
{'短评内容': '性价比超极高。，强力推荐！！！为顾客想得非常周到。', '短评打分': 5}
{'短评内容': '酒店设施陈旧,交通也不方便,打车不容易,但有免费餐,每天接或送一次,还算不错吧.', '短评打分': 3}
{'短评内容': '在网上订的大床房，结果到了给的是双标，写的是2楼以上，结果在一楼。海狮的自助餐还不错，米线很好吃。值得一提的是海狮的床很赞，睡着很舒服。免费一次的用车很好，白族大叔很热情。酒店大堂的蚊子非常的多，多得直往脸上撞，还好房间有电蚊香。我们退房离开酒店是在晚上，门口不好打车，正好一位酒店餐厅的服务员看到我们，告诉我们往前走一个路口就好打车了，令我们非常感激（因为我们要去火车站赶火车）。请代我们感谢这位服', '短评打分': 5}
{'短评内容': '酒店不错,就是交通不太方便.', '短评打分': 5}
{'短评内容': '                                         性价比很高', '短评打分': 5}
{'短评内容': '对于中转昆明是个不错的选择，三人间房间大，舒服，吃饭的基本需求能满足，不用出酒店了，第二天酒店专车准时把我们送到机场，非常满意。', '短评打分': 5}
{'短评内容': '可能经营比较久了，设施有点旧，但是服务很好，尤其是24小时餐厅都供应，让我们这些深夜到的人感觉很好，第二天，也送我们去客运站，谢谢了。', '短评打分': 5}
{'短评内容': '住店管饭，前所未有的待遇，真是应了门口挂着的横幅“您终于找到海狮酒店了，迎接您的将是意外的惊喜”', '短评打分': 5}
{'短评内容': '住的是特价房，楼道很破旧，没有电梯，房间还不错，但是挨着二环，非常吵！', '短评打分': 5}
{'短评内容': '每天包三餐，挺实惠的。就是位置有点偏，周围环境不太好。', '短评打分': 5}
{'短评内容': '房间很大，设备齐全。床很舒服。服务很周到。很满意。', '短评打分': 5}
{'短评内容': '很不错，离机场也非常近的。而且还可以专车接或者送一次呢！', '短评打分': 3}
{'短评内容': '酒店服务非常好，也很干净。下次去时一定要再住', '短评打分': 3}
{'短评内容': '这个酒店的服务真的太好了，太周到了，尤其每天免费三餐，水果和免费用车一次，真的绝对独特，我每天早上都用了车，只要提前一天说就可以了，市区随便跑，特别方便。下次还去', '短评打分': 5}
{'短评内容': '性价比超高，除了位置有点不好之外，其他的没得说，提供三餐还有免费水果和饮料，如果副楼能上网就更好了', '短评打分': 5}
{'短评内容': '海狮性价比超高，一日三餐不错，还有dvd可以看。离机场6公里左右，下次去昆明还会入住！', '短评打分': 5}
{'短评内容': '很特别，还不错的。地点不好找，但包一日三餐，还送饮料和水果。', '短评打分': 5}
{'短评内容': '20元的券无效。但是这家酒店真是的住过性价比最高的。火车晚点，接车的师傅很耐心的等，房内的东西免费，还有3餐免费的自助，味道很好，最喜欢青菜汤。房间硬件很不错，强烈推荐大家来住！', '短评打分': 5}
{'短评内容': '4星级酒店标准配置，却没有空调？\r\n没有空调应该在介绍里明确出来，否则有误导嫌疑！', '短评打分': 1}
{'短评内容': '免费车送,免费三餐,自动麻将机,免费饮料水果,我只能说太爽了', '短评打分': 5}
{'短评内容': '酒店位置不好找，酒店外部环境不好，但酒店管理还是很有特色。', '短评打分': 5}
{'短评内容': '員工們的服務態度非常好，當我們一家四口有疑問時，他們都為我們盡量解答。一大清早我們需要司機載往機場，原想給他一點小費，但他婉謝了。從未想過可提供三餐免費，但這家酒店做到了。', '短评打分': 5}
{'短评内容': '服務意識很差~~前臺公用電腦寫著不可以玩遊戲聊天~我本來想借用查資料~見有人在玩遊戲~於是我跟一個電頭髮，臉上有印的男性服務員諮詢，想要借用電腦，他竟然很不禮貌的說了一句：“等他用完你再用吧。”超差的態度。我以後一定不會再去，並且叫朋友一定不要去這家就點', '短评打分': 1}
{'短评内容': '强列推荐', '短评打分': 5}
{'短评内容': '房间很大，而且是套房，配套设施很齐全，有吹风机，居然还有冰箱，床也很舒适，这个价位来说总体很不错了。', '短评打分': 5}
{'短评内容': '服务热忱，他们有到位的接机送机服务，环境卫生都很不错，就是自助餐的饮食有点偏辣，地点稍微偏了点点', '短评打分': 5}
{'短评内容': '床很软很舒服！卫生间设施相对旧了一点；床上用品干净；房间墙壁看起来有点点旧；房间有免费的饮料，很好；提供的一次性拖鞋有档次；吃的算是中上吧，免费的，要求不能太高了，不管什么时候去，至少都有吃的，这个，很好；有车免费接送一次，不错，如果只有一次接送的话，建议选择送，因为出酒店的大门，不一定能马上坐到出租车；服务员服务很好的，就是少了一点微笑和亲切；性价比算是不错了！', '短评打分': 5}
{'短评内容': '服务特别好，酒店安排接送的飞机，弥补了交通不便的缺陷。餐饮也非常不错。值得推荐的一家很棒的酒店。', '短评打分': 5}
{'短评内容': '一共在海狮酒店住了四个晚上 ，服务很好，没的说，客房打扫的也很干净，\r\n就是订的那间房间有老鼠晚上打架 ，早上6点不到就起了，酒店也帮忙调换房间，但是懒得搬 就让服务员把有洞洞的地方封死了！回来的时候已经弄好，送了水果，酒店的米线味道很好，接送也很及时！下次来还会入住', '短评打分': 5}
{'短评内容': '床太软，有车送机场，好！', '短评打分': 5}
{'短评内容': '用服务弥补了周边环境、打的困难的不足', '短评打分': 5}
{'短评内容': '司机非常好，推荐加分', '短评打分': 5}
{'短评内容': '特有的送（接）机服务和24小时提供餐饮，为临时暂住者且一大早出发的旅客提供了别的酒店没有的服务，也因此弥补了酒店地理位置和周边环境的劣势，因此性价比还不错。', '短评打分': 5}
{'短评内容': '酒店硬件不错，服务也很好.', '短评打分': 3}
{'短评内容': '酒店还可以的，值得推荐！', '短评打分': 3}
{'短评内容': '就是门口打车比较难  不过我过去没有住140的 住的是210的 ', '短评打分': 3}
{'短评内容': '很不错的酒店。', '短评打分': 5}
{'短评内容': '物有所值，就是地段确实差了点。其余的都还可以吧。打车相当不方便 必须往海埂路那边去一点', '短评打分': 5}
{'短评内容': '设施及服务在昆明来说是很好的，随时有食品供应，有接送服务，酒店的价性比很高，下次还住。', '短评打分': 5}
{'短评内容': '不错，已经是第三次入住了', '短评打分': 5}
{'短评内容': '去丽江自驾游，来回路过昆明都住的这家酒店，环境不错，位置有点偏，第一次去打电话问总台问路问了几次才找到。我住的是日韩房，床垫非常大，睡起相当舒服，唯一缺点就是卫生间设备有些陈旧，', '短评打分': 5}
{'短评内容': '床软、退房时间晚、不错的酒店', '短评打分': 5}
{'短评内容': '真的是一家住起来很舒服的酒店。下次还住。', '短评打分': 5}
{'短评内容': '酒店的床很软，我们入住期间酒店正在搞活动，吃饭免费，所以很超值。离机场也比较近，但是酒店的外围环境很糟糕，又脏又乱，希望今后能有所改善，第一印象很重要啊。', '短评打分': 5}
{'短评内容': '各项都还不错，就是有点偏，不好打车。', '短评打分': 5}
{'短评内容': '酒店很一般外面环境很差有个货运站,里面性价比还不错,位置一般出来打车不方便.', '短评打分': 3}
{'短评内容': '第一天从大观楼去海狮，花了11块钱的的士费，不过去了之后还是挺好的，早餐很丰富，尤其那里的米线很不错！值得推荐。\r\n', '短评打分': 5}
{'短评内容': '床很软。很舒服。退房时间晚。不用着急。\r\n交通有些不便。', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面都很不错,住着很舒适,但就是位置稍微有点偏,出去购物什麽的不太方便,但机场很近,而且还有接机服务,很适合转机的朋友.', '短评打分': 3}
{'短评内容': '卫生间卫生做的不好，出门就在环线的立交桥这一块，打车不方便，其它都还好', '短评打分': 3}
{'短评内容': '服务态度还行,房间也就那样跟普通的酒店差不多,但是当时送机服务是免费的后来我还打电话到酒店问酒店也是说免费的可是后来送机之后酒店是说需要交十块钱感觉挺郁闷的,位置还行离机场是挺近的打的也就是15块钱,性价比挺一般.还是很一般的酒店我想下次我是不会选择了.', '短评打分': 3}
{'短评内容': '很遗憾，因为订的是优惠价，接机需自己付费，不能按广告享受免费中晚餐。感觉这优惠价让自己处在一个极不舒服的位置。宁愿酒店不要有这样的优惠价。', '短评打分': 1}
{'短评内容': '酒店的设施用品非常不错，服务态度也很好，价格适中，但是位置有点偏了，交通不方便，所以可能不会考虑了。', '短评打分': 3}
{'短评内容': '我觉得这家酒店性价比很差，环境一般，交通非常不方便，就在高架桥下面，有好多出租车都不去那边，服务也不行，下次不会住了', '短评打分': 3}
{'短评内容': '总体还是不错的，但是交通不好，打车不方便。', '短评打分': 5}
{'短评内容': '如大家评论所言，酒店的优点值得一赞：\r\n1、酒店的服务非常好，包括司机师傅，前台服务员，大堂服务员，能主动帮助客人解决问题，让人感觉很亲切；\r\n2、酒店的床很舒适，很软。夜里我醒来还以为在家里，对于一个睡眠不太好的人来说这是最好的享受；\r\n3、酒店的24小时用餐服务、机场接机服务都值得称赞；\r\n关于不足之处，希望能够提升：\r\n1、酒店设施有些陈旧，卫生间有些异味；\r\n2、交通不太方便，比如去到同在', '短评打分': 5}
{'短评内容': '基本都不错~~~\r\n就是位置有点偏僻，出行不是很方便！', '短评打分': 5}
{'短评内容': '酒店的服务不错，有特色的服务大家说的挺多的，我就不重复了。说一下缺点吧：\r\n我认为相对这个价位，唯一的缺点是交通。虽然二环路通了，酒店就在路边，但是除非自己开车，出行很不方便。在市里打过几次车回酒店，昆明的司机都不太愿意拉，有一次是司机不知道位置，给我放到路边我走回去酒店的。我知道酒店有车可以预订，但是要提前三个小时，对于经常要出行的人不是很方便。当然交通问题包括难打车现在是整个昆明的问题，对于海', '短评打分': 5}
{'短评内容': '整体感觉不错\r\n好的地方有：免费早餐，帮忙叫车，服务很主动，很多细节让我感动。\r\n差的地方有：周围的环境不太好，因不是处于市中心，出行不太方便，周围没有什么可以吃饭的地方。\r\n', '短评打分': 5}
{'短评内容': '不仅床舒服，自助的早饭相当的好吃，我媳妇吃这里的米线都吃上瘾了。而且还是免费的哦！', '短评打分': 5}
{'短评内容': '该店床特别大而且柔软。洗澡热水也很大。重要的是该店拾金不昧，我们东西走的时候忘记拿，该店寻找到后电话通知了我，并保管好，貌似他们在大厅还设有物品认领柜。', '短评打分': 5}
{'短评内容': '酒店的各方面都挺不错的.位置虽然有点偏但是酒店提供了专车.去哪都可以免费使用.这点还是不错的.总估感觉酒店的性价还是可以的', '短评打分': 3}
{'短评内容': '酒店的环境硬件上合适都还不错，位置出行交通也比较方便，价格算是比较合理适中的。就是附近在修路当时的交通有影响。其它都还比较不错。', '短评打分': 3}
{'短评内容': '这家酒店位置有些偏了,而且当时昆明在修路,很不方便,如果路修好了,这家还是值得推荐的,因为里面的环境很好,住着挺舒服的,而且价格合适.', '短评打分': 3}
{'短评内容': '酒店接送服务非常好，就是房间的墙壁和卫生状况要加强就更好了！', '短评打分': 5}
{'短评内容': '很好的酒店，设施和服务都不错，尤其是接送车的师傅态度非常好，床也很舒服，就是房间的墙壁稍微有些污垢。希望加强，下次去昆明肯定还去住！', '短评打分': 3}
{'短评内容': '酒店接送服务非常好，就是房间的墙壁和卫生状况要加强就更好了！', '短评打分': 5}
{'短评内容': '是一家很不错的酒店 价格公道 使用方便 还提供免费自助早餐 住宿条件也很好 不过周围到处在修路 不知道什么时候才能修好 出行不太方便 不过还好酒店能提供专车~', '短评打分': 5}
{'短评内容': '只适合待在酒店睡觉。绝对不能出门。 白天没车出门，回来也很多的士不愿意走。。晚上酒店外一片漆黑，根本别想出去，除非有专车来接。。。。而且，房间不隔音，外面工地，隔壁房间，大家自己想象。。。  但是，值得表扬的只有床，很软，超舒服！！！', '短评打分': 1}
{'短评内容': '房间本身环境挺好的，也比较干净，价格也实惠，最大的问题是太不方便，在那坐车打车都不方便', '短评打分': 3}
{'短评内容': '房型很漂亮,我住的那边没有电梯很不方便,设施不错,附近环境差一些因为正在修路.', '短评打分': 5}
{'短评内容': '性价比很高的酒店，各方面都还是算可以的，设施和服务都值得上房钱', '短评打分': 5}
{'短评内容': '酒店位置有些偏,但酒店本身可以提供到机场或其他地方的有偿班车；费用要比出租车优惠多了；房间的条件环境也很不错的；性价比还是较高的,值得推荐一下；', '短评打分': 5}
{'短评内容': '酒店环境一般，因为在修路，交通也不是很方便，价格还可以，图经济的话可以住这，一般推荐', '短评打分': 5}
{'短评内容': '酒店各方面感觉都还可以,价格与同等条件的酒店相比来说已经很便宜,服务也很周到,而且又在市中心,不过就是当时正赶上周围在修路,出行不是很方便,但是日后可能会好些.', '短评打分': 5}
{'短评内容': '酒店的人员服务比较好,但是当时住的特价房间,里面没有空调,所以舒适度稍微差了点,周围交通也不是很方便,其他方面都还不错,蛮干净的,价格也挺便宜的.', '短评打分': 5}
{'短评内容': '酒店服务态度蛮好的,但是房间里的床垫实在太软了,很不舒适,而且酒店是位于火车站道口,晚上是很吵,门中也正在修路,不通车,不过有接送服务,这点还不错,餐饮服务也蛮人性化的,很多食品都能免费吃房间的饮料也可以随便吃.', '短评打分': 1}
{'短评内容': '除了位置不太好，价格不太方便的，其它方便还是不错的，价格也比较合适的。', '短评打分': 5}
{'短评内容': '酒店的服务都挺好的，我当时住的是四楼外面是工地，窗户没有纱窗，而且窗帘比较后，感觉不是太舒适， 价格还是比较合适的', '短评打分': 5}
{'短评内容': '酒店各方面服务都挺不错的,而且车接车送,挺方便的,就是位置有些偏,价格很便宜.', '短评打分': 5}
{'短评内容': '除了周边交通不太方便，其它方便还是不错的，价格也比较合适的。', '短评打分': 5}
{'短评内容': '酒店周围比较吵,好像有什么娱乐场所,所以晚上根本无法正常休息,其他方面都还是可以的.', '短评打分': 1}
{'短评内容': '好象房间进行更新但卫生间没有更，有些旧，地板容易湿和滑。我们订了两个房间，在布草房的两边，整个晚上都有服务员在拿东西，很大声，整晚都无法入睡。', '短评打分': 5}
{'短评内容': '出行不方便，其他都好', '短评打分': 5}
{'短评内容': '酒店的卫生舒适度都很一般,外部环境很糟糕,位置还可以比较方便,服务还是非常好的,设施也一般.来这边旅游还是可以选择的.', '短评打分': 5}
{'短评内容': '酒店位置很好,离车站和机场都比较近,房间里面也很干净,住着很舒适,价格也合适.', '短评打分': 5}
{'短评内容': '酒店的整体感觉都很好的,酒店的位置不错的,酒店提供包车服务的,服务卫生以及房间的内部设施都可以的,性价比不错的酒店,值得推荐入住的', '短评打分': 5}
{'短评内容': '服务很好，希望硬件可以提升一下，整体性价比很不错。服务员都很不错的说~！', '短评打分': 5}
{'短评内容': '就是交通有点不方便，出来的时候都没有出租车，幸好酒店可以有车，司机很不错。', '短评打分': 5}
{'短评内容': '按价格来说酒店本身还可以，就是周围在修路，挺不方便的', '短评打分': 1}
{'短评内容': '酒店很一般，周边的环境不好，设施也比较差，性价比不高', '短评打分': 1}
{'短评内容': '服务很好，设施也还很好，唯一不好的就是位置很偏，出门吃饭呀、购物都不方便，而且好多出租车都不去', '短评打分': 1}
