{'短评内容': '总体感觉还可以！', '短评打分': 3}
{'短评内容': '酒店不错，性价比很高，交通方便，周围还有一些小的景点，就是这回时间比较紧，没有看来得及看看，下回一定得好好看看~老北京果然很迷人啊~~在特价房住满后还给免费升级了房间，多谢喽~下回有机会还会去住的', '短评打分': 5}
{'短评内容': '特价房还是太潮了！床都快散架了，一头高一头低。\n别的还好。就性价比来说还可以了。\n要是能好好装修一下，可能是不错的地方。\n', '短评打分': 1}
{'短评内容': '一个人住还可以。', '短评打分': 3}
{'短评内容': '交通相当便利，距离地铁5号线张自忠站步行3分钟左右。特价间房间的条件太差：淋浴水温很难控制，洗澡时快烫熟了。地下室很潮湿，电视受潮了要开机半个钟头后才会慢慢恢复，被褥也潮，床板还有点塌了，枕头超低，房间里有股发霉的味道，住在那里的几晚几乎没怎么睡着。', '短评打分': 1}
{'短评内容': '交通还算方便，只是房间有点小，给的衣架少，吃饭还算方便，离簋街也近', '短评打分': 5}
{'短评内容': '这酒店真的蛮老的……虽然能看出来重新装修过，但也肯定是5年前做的了。我住的是一层，一半以上在地下，那屋子里面的霉味真的不小啊 墙皮也掉了 床单是潮的，空调貌似是上世纪九十年代后期的产品了，还没法抽湿，真的挺难受的。 外面的潮气基本上全都进来了 ，睡觉都不太舒服，建议重新改造一下保暖防潮设施吧', '短评打分': 1}
{'短评内容': '订给爸妈的，没说怎么不好。应该还行吧。离地铁站挺近的', '短评打分': 5}
{'短评内容': '房间在地下室有点潮湿,其他还不错。临近地铁站，交通算方便', '短评打分': 5}
{'短评内容': '空调漏水 其他还不错 虽然有些小摩擦 服务态度还算好吧', '短评打分': 5}
{'短评内容': '第一晚空调漏水 第二晚主的特价房半地下室 很不错', '短评打分': 5}
{'短评内容': '房间在地下室有点潮湿,其他还不错。离南锣鼓巷很近。晚上出去玩很方便', '短评打分': 5}
{'短评内容': '我是首次到北京游玩的，网上搜的，距天安门、王府井约四站路，那就是：北京唐府酒店（原北京府学宾馆）经济便捷。', '短评打分': 5}
{'短评内容': '府学宾馆从位置来说，交通方便，靠近什刹海 南锣鼓巷 恭王府等旅游景点，靠近居民区，买东西 吃饭等也很方便。\n从宾馆设施来说，有待提高，相比起其他旅馆，府学宾馆内的房间设施有些老旧，每次在使用的时候总有种很容易就被弄坏的感觉。\n如果相对更注重交通方便，位置好的驴友可以考虑这家旅馆！', '短评打分': 5}
{'短评内容': '酒店离地铁和公交站都很近，交通对独自来北京的游客很方便；酒店环境安静，卫生条件也不错，菜市场、超市，小吃、比较大的馆子都很近。若下次再来北京，还打算预订它，值得推荐。', '短评打分': 5}
{'短评内容': '房间太小了， 床也小得可怜。洗澡间的花洒水不是太热就是冷。', '短评打分': 1}
{'短评内容': '酒店和网上预订看的一样，还不错，客人没有意见。', '短评打分': 5}
{'短评内容': '很好！这次是带老人的孩子去的，不错！环境很好也很方便，正在胡同口，旁边有超市，去别的地方玩，可以走几步去旁边的地铁站，和工交站。吃东东很方便，这里的东东很卫生，很比别处便易。我很开心，也很感谢网站。', '短评打分': 5}
{'短评内容': '酒店的位置对出行很方便。出胡同口就是公交站，离5号线张自忠路地铁站也很近，大概走几分钟就到了。胡同口有家面店，面拉的粗细有点不均，不过汤很好喝，哈哈。。。马路对面有很多小店，吃饭，买东西比较方便。另外地铁口旁边（好像是东南口）有一家护国寺小吃，最后一天在那吃了早餐，很不错。说完周边再说下关键的酒店情况。我订的是标间B，在四楼。也许是每个人的标准不同，说实话比我预期的要好（之前没抱太大期望）。前台和', '短评打分': 5}
{'短评内容': '住的标准间B，房间很小，床也小，可能只有1米宽，住的不是很舒服，对住宿要求比较高的人就不推荐了，唯一的好处就是离公交车站和地铁站非常近，中心区很近，交通很方便。问口超市和小吃店也比较多。', '短评打分': 1}
{'短评内容': '最大优势：交通便利！尤其在这么中心的地带！周边吃饭也没问题。不吵不杂。房间也干净。是出门旅游很好的住处！', '短评打分': 5}
{'短评内容': '特价房是半地下的，事前根本没有说明。我住的屋里空调一个劲响个不停。床单是烂的，被子是脏的。床单不住够7天不给换，最后在我的坚持下第二天换掉了。理地铁站真的很近，南锣鼓巷也不远，步行即可。', '短评打分': 1}
{'短评内容': '地理位置不错，离地铁5号线张自忠路站很近，因为处于军管区，很安全，距离簋街步行10分钟，就是房间偏潮。卫生间反味，不过服务态度不错！', '短评打分': 5}
{'短评内容': '旅游旺季 将就一下吧旅游旺季 将就一下吧旅游旺季 将就一下吧', '短评打分': 1}
{'短评内容': '酒店位置相当好，离张自忠地铁站非常近，门口有很多餐馆......就是洗澡的水比较小，其他的都还满意，性价比很高......', '短评打分': 5}
{'短评内容': '环境很好 离地铁站也很近 周边饮食餐厅也很多 就是隔音效果太差', '短评打分': 5}
{'短评内容': '定的是标准间，到那后竟然没有，给了一个大床房，大床也就比标间的床大一点，房间也很小，直接不推荐。', '短评打分': 1}
{'短评内容': '酒店卫生不好，不打扫房间。在同等价位上，还是如家、汉庭比较实惠。', '短评打分': 1}
{'短评内容': '靠近地铁，出行方便。16平米标间B，有点小。', '短评打分': 5}
{'短评内容': '干净卫生，温馨，一应俱全。我要的是特价B房，是大床房，感觉不错。虽然空间有些小，但是这个价位138已经很不错了。交通便利，吃东西的地方也有。总之值得入住。', '短评打分': 5}
{'短评内容': '整体还算不错，订的是138的特价房，物有所值，这个价位在此处应该不错了，不满意之处就是房间隔音很差，房间有些潮湿，还有就是床不结实，一点动静就会发出很大的声音', '短评打分': 5}
{'短评内容': '地下。潮湿。有些简陋。但周边环境很安静。交通还算便利', '短评打分': 1}
{'短评内容': '酒店很好', '短评打分': 3}
{'短评内容': '服务不错', '短评打分': 3}
{'短评内容': '酒店非常不错，服务，卫生都很到位，地理位置也很方便，离地铁 公交几步之遥。以后还要住的。', '短评打分': 5}
{'短评内容': '我于6月26-29日住入该酒店，到北京旅游，该酒店离天安门、北海公园、恭孙府、王府井大街、天坛都很近，而且做公交车、地铁都很方便。旅游的朋友，建议考虑。', '短评打分': 5}
{'短评内容': '地理位置较好，房间也听干净，就是我住的房间卫生间滴水，很让人头疼', '短评打分': 5}
{'短评内容': '酒店服务很好', '短评打分': 3}
{'短评内容': '环境不怎么样，设施不好，不过也算便宜的啦', '短评打分': 1}
{'短评内容': '挺好的 服务挺好  态度挺好  下次一定会去住的', '短评打分': 5}
{'短评内容': '地方不是很好找。周围吃饭的地方少。不过价格很便宜。', '短评打分': 1}
{'短评内容': '房间干净\u3000前台服务好\u3000还不错\u3000交通便利', '短评打分': 3}
{'短评内容': '····································································································', '短评打分': 5}
{'短评内容': '前台服务人员态度较差，卫生间排水系统不好，洗个澡能变成游泳池，晚上电视没信号', '短评打分': 3}
{'短评内容': '已入住，服务很好，交通方便。', '短评打分': 3}
{'短评内容': '酒店周边环境很好，房间挺干净，设施齐全，不错！', '短评打分': 3}
{'短评内容': '环境可以，地理位置很方便；去北京旅游可以选择。', '短评打分': 5}
{'短评内容': '价格比较实惠，不过特价房内有浓郁动物尸体腐烂的味道，厕所异味也很厉害的。。。', '短评打分': 1}
{'短评内容': '挺好的，交通方便，服务也不错，干净卫生、、、、还来住、、、', '短评打分': 3}
{'短评内容': '位置非常好，对于初次到北京旅游的人来说相当方便，去景区近，离地铁近。就是房间稍小了点。', '短评打分': 5}
{'短评内容': '不错，服务及硬件可以', '短评打分': 3}
{'短评内容': '里面挺干净的，卫生比较好，希望床能软一点', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '该酒店所处的位置不错,出入比较方便,如乘座公交车出门10米左右就有公交车上下站,如需乘座地铁,出酒店后往右走200米或往左走大概700米,就有地铁站.', '短评打分': 5}
{'短评内容': '还比较安静，离地铁2号线张自忠站B出口很近！', '短评打分': 5}
{'短评内容': '＋还好吧', '短评打分': 3}
{'短评内容': '环境不错，房间小可是很干净，洗澡水也很好，不错！', '短评打分': 3}
{'短评内容': '环境还不错，周围比较繁华，离地铁和公交站都很近。不错。但是晚上睡觉走廊很吵，很讨厌！！', '短评打分': 5}
{'短评内容': '交通、就餐方便,服务态度好,比较满意', '短评打分': 3}
{'短评内容': '不错不错，下次去的话一定还会住那，不错不错，下次去的话一定还会住那', '短评打分': 5}
{'短评内容': '唐府酒店比较干净，还是不错的，位置很好找', '短评打分': 5}
{'短评内容': '＋138的就别住了，别的房不知道如何，总之真的一般…', '短评打分': 3}
{'短评内容': ' 地段不错，半地下的，隔音效果超差。', '短评打分': 3}
{'短评内容': '服务态度一般般，条件还过得去吧……', '短评打分': 3}
{'短评内容': '性价比超高的酒店，房间干净，酒店性价比比较高。就是网速慢了点.', '短评打分': 5}
{'短评内容': '环境不错 价钱公道  服务态度好  有家的感觉', '短评打分': 5}
{'短评内容': '环境不好，环境不好，环境不好，环境不好，环境不好，环境不好，环境不好，环境不好，环境不好，', '短评打分': 1}
{'短评内容': '价格实惠，环境还好，走遍小餐馆非常便宜。', '短评打分': 5}
{'短评内容': '屋子里有点旧  有味  床太小   灯太少  厕所味大', '短评打分': 5}
{'短评内容': ' 凑合', '短评打分': 3}
{'短评内容': '价格还算便宜 \n在这种位置\n所以住的条件也不会太好\n但吃饭不方便', '短评打分': 5}
{'短评内容': '交通方便\n酒店介绍说有中餐厅，但实际上酒店里没餐厅\n', '短评打分': 5}
{'短评内容': '我订的是128的  挺好的  这个价格  还能体验胡同文化  交通也挺好的', '短评打分': 5}
{'短评内容': ' Terrible, worst hotel ever, dirty everything, never again', '短评打分': 3}
{'短评内容': '房间整洁 干净  可以上网  网速也很快  府学胡同往里大约30米就到了', '短评打分': 5}
{'短评内容': '服务周到环境干净适宜住宿', '短评打分': 3}
{'短评内容': '挺好的一家酒店。价格合理。位置也不错。微微不足的是床单单薄床垫微微咯…', '短评打分': 3}
{'短评内容': '位置很好~出门就有公交站，向北走不到二百米就有地铁站，很方便，不过最好不要定他们的特价房，都是在地下的，我们去了以后才知道。他们说前台是在二楼，可是一看电梯就知道了。不太诚信~', '短评打分': 5}
{'短评内容': '环境还可以 比较舒适 房间太小。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好，环境不错，交通也很方便，服务员也很热情。', '短评打分': 5}
{'短评内容': '入住之后干觉不错!', '短评打分': 3}
{'短评内容': '服务员态度很好', '短评打分': 3}
{'短评内容': '位置不错，靠近胡同和一些历史建筑，性价比比较高，推荐入住。', '短评打分': 5}
{'短评内容': '还行，挺不错的，性价比比较高，推荐入住。唯一的是地毯有点脏', '短评打分': 3}
{'短评内容': '第一次去北京，感觉酒店交通便利，GPS导航一直到门口没走弯路。离天安门，恭王府，鬼街，酒吧街都很久。服务员服务态度不错，但是酒店设施太差，房间很脏，尤其是卫生间。价格适中。', '短评打分': 1}
{'短评内容': '服务不错，交通方便。', '短评打分': 3}
{'短评内容': '位置不错，交通比较便利。服务态度也很好。就是旁边施工有点吵。', '短评打分': 5}
{'短评内容': '住了五晚只有兩晚有熱水沖涼,旁邊工地施工到天亮極嘈吵.', '短评打分': 1}
{'短评内容': '服务还成，卫生间有点脏，地面不太干净，其他还行吧', '短评打分': 5}
{'短评内容': '普通，因為近日其後面有工程，所以白天很吵', '短评打分': 5}
{'短评内容': '并不是传说中那么不好找嘛，我张自忠路地铁出来问一声就找到了哈！', '短评打分': 3}
{'短评内容': '酒店位置也不像传说中那样的不好找，我地铁坐到张自忠路，只是在路口问了一个人就直接找到了，室内环境一般，也还算过得去，我们不只是要关心质量如何，毕竟我们都是比较低的价格了嘛！', '短评打分': 5}
{'短评内容': '位置好,设施陈旧,房间有霉味,服务有待提高.', '短评打分': 3}
{'短评内容': '回复', '短评打分': 5}
{'短评内容': '位置很好.值.退房之后,手机丢了.马上联系前台,前台说已经收好.两天后去拿,前台很认真,负责.宾馆服务员态度很好,硬件一般.', '短评打分': 1}
{'短评内容': '位置不错。餐厅菜炒得很好。酒店设施陈旧了点。', '短评打分': 5}
{'短评内容': '朋友住后没有不良的意见反映，因为还好。下次去北京还可以再住。', '短评打分': 5}
{'短评内容': '位置不错，设施陈旧， 服务意识差。早餐品种很少。 不能做信用卡的预授权，只能直接刷消费。', '短评打分': 5}
{'短评内容': '在北京长安街附件，这是较为卫生的一家快捷酒店，性价比不错。', '短评打分': 5}
{'短评内容': '总体还是不错的，尤其是餐厅的服务员表现很不错。', '短评打分': 5}
{'短评内容': '酒店还是不错的，虽然不是新酒店，但是位置价位我认为已经相当不错了，离地铁口近，出行很方便，很好找。', '短评打分': 5}
{'短评内容': '+房间不错，经济实惠！不过空调噪音大，适合出外自费人士。', '短评打分': 5}
{'短评内容': ' 服务很好房间很干净', '短评打分': 5}
{'短评内容': '交通比较方便，出门不远就是地铁5号线。酒店设施比较旧，房间内的大灯没找到开关，想烧热水喝，但是热水器的插头死活插不进去。房间价格是入住的主要因素，这个时间在北京找地方住真不容易。另外酒店的早餐有点太简单了。', '短评打分': 5}
{'短评内容': '+总的来说还是不错的，地理位置很好，基本上上哪儿都不费劲儿，卫生也可以，这个价钱很合适，性价比还是OK的！', '短评打分': 5}
{'短评内容': '位置比较好找，周围都是老北京的胡同，感觉还不错。我定的是特价房，原来一层有一半属于地下室。不过阳面采光还可以。门口停车不好停，位置少。而且在胡同里，掉头可能对新手是个考验。告诉大家一个好地方，就是除了胡同往北走100米有一家卤煮火烧，味道很正宗。营业到晚4：30.对北京小吃感兴趣的可以尝尝！', '短评打分': 5}
{'短评内容': '酒店地理位置很好，附近有地铁和多条公交线路；价格也算合理，还有免费早餐；唯一不足是卫生间太小。', '短评打分': 5}
{'短评内容': '总体还可以', '短评打分': 5}
{'短评内容': '主要是位置不错，周边很有生活气息。', '短评打分': 5}
{'短评内容': '虽然经济，还是服务很差，没有明显的指引，不太好找啊', '短评打分': 1}
{'短评内容': '还不错 感觉挺好的 性价比还是比较高的', '短评打分': 5}
{'短评内容': '当时订的是经济间,在地下室,而且没有独立卫生间,事先也不知道,后来要求酒店换个房型,酒店说没房间了.住的很不舒服.', '短评打分': 3}
{'短评内容': '酒店的内部与网上介绍的不太一样.卫生和设施条件还是不错的,位置很好很方便出行.其它各方面还行.', '短评打分': 3}
{'短评内容': '交通非常方便，地铁、公交都很便利，服务还算好吧，防滑垫上面有污渍（看起来像血渍），刚开始还以为是床单上的呢，叫了服务员确认以后要求更换，可是没能成功。隔音效果超级糟糕，如果有睡觉打呼噜的，最好别选择，会影响别的客人。（我住的是大床房，不知道别的房间是不是也是这样）', '短评打分': 5}
{'短评内容': '酒店条件太一般了；房间在半地下；环境很差；住的不是很舒适；而且我住了2天；房间始终都没有给整理过；感觉卫生和服务都不是很到位；性价比太低了', '短评打分': 3}
{'短评内容': '经济间不怎么好,不知道其他房间怎么样.', '短评打分': 5}
{'短评内容': '酒店人员服务非常不规范,当时因为是去高考的,所以为了确保地点离考试地点近不近,所以提前去看了看,当时酒店前台就让先付压金,说了很多不切实际的话,但自己也是为了不耽误考试,就交了,酒店的其他方面也都不怎么理想,反正挺不满意的.', '短评打分': 1}
{'短评内容': '办事人员处事一点不灵活,不会变通,让顾客很难堪!很不正规,是家庭旅馆,男女可同住一室.不满意!', '短评打分': 1}
{'短评内容': '酒店挺好的，房间比较干净，服务也不错，而且位置特别方便，值得推荐', '短评打分': 5}
{'短评内容': '因为我是北京人,所以家里来亲戚都住这.&lt;br /&gt;\n原因离我家比较近,第二就是去景点都非常方便.&lt;br /&gt;\n北海 雍和宫 国子监都在附近．走着就到了．&lt;br /&gt;\n出门就有公交车，而且有直接到天坛和北京南站的公交车．&lt;br /&gt;\n非常方便．&lt;br /&gt;\n住得是标准间Ｂ\u3000除房间稍小点和窗户向北外，其他都不错．&lt;br /&gt;\n住了', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '当天定的北新桥的如家，但是有由于晚上6点前到达不了，和店方沟通无效，结果电话亿龙改订的距离不远的府学宾馆。位置算好找，就在一进胡同口处。运气不错，当时店里没有我要订的房间，经理直接决定开通套间，并按我订的198元价格付款。设备虽然陈旧些，都是宾馆的通病。早上有免费早餐，服务很好。', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;酒店不好找，房间小，宽带慢得很，晚上有骚扰电话，女人接就挂断了&amp;lt;/P&amp;gt;', '短评打分': 3}
