{'descr': '舒服，干净', 'star': 5}
{'descr': '地理位置还好，订得A房，还算大，虽然临街但也还安静。因为正好赶上节假日，所以房价也还算可以了', 'star': 5}
{'descr': '地理位置还好，订得A房，还算大，虽然临街但也还安静。因为正好赶上节假日，所以房价也还算可以了', 'star': 5}
{'descr': '交通蛮方便的   屋子也很干净啦  下回再去', 'star': 5}
{'descr': '交通蛮方便的   屋子也很干净啦  下回再去', 'star': 5}
{'descr': '不错的酒店，公交方便！', 'star': 3}
{'descr': '不错的酒店，公交方便！', 'star': 3}
{'descr': '挺干净的，斜对面的沃尔玛这点很好，周边的餐饮很丰富。离各景点不远，何园11块，瘦西湖8块。我们睡的是一楼，停车的时候会有些影响。店家很客气，旅行箱可寄放。', 'star': 5}
{'descr': '挺干净的，斜对面的沃尔玛这点很好，周边的餐饮很丰富。离各景点不远，何园11块，瘦西湖8块。我们睡的是一楼，停车的时候会有些影响。店家很客气，旅行箱可寄放。', 'star': 5}
{'descr': '离西湖蛮近的，环境还不错，对面就是沃尔玛很方便~~', 'star': 5}
{'descr': '离西湖蛮近的，环境还不错，对面就是沃尔玛很方便~~', 'star': 5}
{'descr': '酒店地理位置不错，但设施和房间里的维护没有做好！', 'star': 1}
{'descr': '酒店地理位置不错，但设施和房间里的维护没有做好！', 'star': 1}
{'descr': '环境不错，离瘦西湖、大明寺很近，交通方便，房间很舒适温馨，住的房间虽然在马路边上，但晚上一点不会觉得吵。比较郁闷的是，来扬州的时候感冒，晚上咳了一夜（谢谢某人一夜未眠对我的照顾），不知道有没有吵醒其他住客。有机会再次到扬州的话，还会入住。推荐。\n', 'star': 5}
{'descr': '环境不错，离瘦西湖、大明寺很近，交通方便，房间很舒适温馨，住的房间虽然在马路边上，但晚上一点不会觉得吵。比较郁闷的是，来扬州的时候感冒，晚上咳了一夜（谢谢某人一夜未眠对我的照顾），不知道有没有吵醒其他住客。有机会再次到扬州的话，还会入住。推荐。\n', 'star': 5}
{'descr': '卫生干净但导航上找不到', 'star': 3}
{'descr': '卫生干净但导航上找不到', 'star': 3}
{'descr': '酒店还好，地理位置也适中，只是价格太高了，和这个城市的消费水平不相符合，所以不推荐。', 'star': 1}
{'descr': '酒店还好，地理位置也适中，只是价格太高了，和这个城市的消费水平不相符合，所以不推荐。', 'star': 1}
{'descr': '出门就是公交车啊，往前面没多远就是一个大型超市，是什么来着我忘记了好像是沃尔玛吧。环境不错还有小院子茶座呢。', 'star': 5}
{'descr': '出门就是公交车啊，往前面没多远就是一个大型超市，是什么来着我忘记了好像是沃尔玛吧。环境不错还有小院子茶座呢。', 'star': 5}
{'descr': '这个酒店还比较实惠，3个人的房间够大，就是停车稍微有点不方便。', 'star': 5}
{'descr': '这个酒店还比较实惠，3个人的房间够大，就是停车稍微有点不方便。', 'star': 5}
{'descr': '除了枕头套有霉斑，厕所门是坏的，其他都还可以。', 'star': 5}
{'descr': '除了枕头套有霉斑，厕所门是坏的，其他都还可以。', 'star': 5}
{'descr': '地理位置不错，房间小但干净，最方便的就是有一个可以停车的院子，外面有沃尔玛，方便。', 'star': 5}
{'descr': '地理位置不错，房间小但干净，最方便的就是有一个可以停车的院子，外面有沃尔玛，方便。', 'star': 5}
{'descr': '整体感觉挺好的，挺满意的，离几个想去的景区都挺近的，打车一般都是起步价，酒店感觉挺安静的， 推荐大家预定\n缺点是酒店的电视只能收到几个频道，很多都不清楚，浴室的推拉门出了点小问题，一到扬州打酒店电话都没打通', 'star': 5}
{'descr': '整体感觉挺好的，挺满意的，离几个想去的景区都挺近的，打车一般都是起步价，酒店感觉挺安静的， 推荐大家预定\n缺点是酒店的电视只能收到几个频道，很多都不清楚，浴室的推拉门出了点小问题，一到扬州打酒店电话都没打通', 'star': 5}
{'descr': '很不错。。位置也好 也很安静 交通也方便', 'star': 5}
{'descr': '很不错。。位置也好 也很安静 交通也方便', 'star': 5}
{'descr': '入住了，条件不错，也算是物有所值。条件不错，服务态度也行，关键是，扬州的风景真的很美，扬州人也给你一种温暖的感觉O(∩_∩)O', 'star': 3}
{'descr': '入住了，条件不错，也算是物有所值。条件不错，服务态度也行，关键是，扬州的风景真的很美，扬州人也给你一种温暖的感觉O(∩_∩)O', 'star': 3}
{'descr': '位置不错，房间宽敞干净，特别是床上用品舒服，缺点是光线太暗，节日涨价太厉害，不值300元。', 'star': 1}
{'descr': '位置不错，房间宽敞干净，特别是床上用品舒服，缺点是光线太暗，节日涨价太厉害，不值300元。', 'star': 1}
{'descr': '很不错的一家店，各种nice，绝对超值！从汽车站(西站)出来，打车11块就到。出去玩的话，不管是去个园还是瘦西湖，走着去就好。强烈推荐...', 'star': 5}
{'descr': '很不错的一家店，各种nice，绝对超值！从汽车站(西站)出来，打车11块就到。出去玩的话，不管是去个园还是瘦西湖，走着去就好。强烈推荐...', 'star': 5}
{'descr': '还好，距离景点很近，不过，有一点不太干净，但大体不错', 'star': 5}
{'descr': '还好，距离景点很近，不过，有一点不太干净，但大体不错', 'star': 5}
{'descr': '很好很干净，房间也蛮大的，看起来很新，很喜欢', 'star': 3}
{'descr': '很好很干净，房间也蛮大的，看起来很新，很喜欢', 'star': 3}
{'descr': '入住壹之家干净安静热水很好满意', 'star': 3}
{'descr': '入住壹之家干净安静热水很好满意', 'star': 3}
{'descr': '房间比较干净/噪音小,迎街有隔音墙,价格便宜,吃不方便', 'star': 5}
{'descr': '房间比较干净/噪音小,迎街有隔音墙,价格便宜,吃不方便', 'star': 5}
{'descr': '房间不大，但是精致，该有的都有，主要是方便，到各旅游景点都很近', 'star': 5}
{'descr': '房间不大，但是精致，该有的都有，主要是方便，到各旅游景点都很近', 'star': 5}
{'descr': '服务不错，地势很好，环境也不错，就是没有无线上网只有有线', 'star': 5}
{'descr': '服务不错，地势很好，环境也不错，就是没有无线上网只有有线', 'star': 5}
{'descr': '环境很好，交通方便，门口就是车站，斜对面有沃尔玛，买吃的用的都方便', 'star': 5}
{'descr': '环境很好，交通方便，门口就是车站，斜对面有沃尔玛，买吃的用的都方便', 'star': 5}
{'descr': '空间比普通的标间稍大，功能也齐全。就是临近大马路，有点吵，虽然隔了个走廊，还是有声音', 'star': 5}
{'descr': '空间比普通的标间稍大，功能也齐全。就是临近大马路，有点吵，虽然隔了个走廊，还是有声音', 'star': 5}
{'descr': '离市区很近，旁边有沃尔玛，比较方便，房间一般般吧～～～～～·', 'star': 5}
{'descr': '离市区很近，旁边有沃尔玛，比较方便，房间一般般吧～～～～～·', 'star': 5}
{'descr': '房间还行，床垫太硬～旁边有沃尔玛，方便，可以买扬州特产', 'star': 5}
{'descr': '房间还行，床垫太硬～旁边有沃尔玛，方便，可以买扬州特产', 'star': 5}
{'descr': '价格适中 环境较好 性价比相对较高 推荐', 'star': 5}
{'descr': '价格适中 环境较好 性价比相对较高 推荐', 'star': 5}
{'descr': '服务很周到,居住环境还从不错。距离瘦西湖很近，去各大景点也很方便，我们都是做20路到达各景点的', 'star': 5}
{'descr': '服务很周到,居住环境还从不错。距离瘦西湖很近，去各大景点也很方便，我们都是做20路到达各景点的', 'star': 5}
{'descr': '房间墙壁有点脏都是脚印，位置很方便，比较安静，就是给我安排的位置有点尴尬，在小院子边上', 'star': 5}
{'descr': '房间墙壁有点脏都是脚印，位置很方便，比较安静，就是给我安排的位置有点尴尬，在小院子边上', 'star': 5}
{'descr': '交通便利，景点旅游很方便，周围有大型超市，酒店还比较干净，就是停车场太小', 'star': 5}
{'descr': '交通便利，景点旅游很方便，周围有大型超市，酒店还比较干净，就是停车场太小', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '酒店环境不错', 'star': 3}
{'descr': '酒店环境不错', 'star': 3}
{'descr': '酒店还好', 'star': 3}
{'descr': '酒店还好', 'star': 3}
{'descr': '服务态度差了一些；位置很好，条件还可以。', 'star': 5}
{'descr': '服务态度差了一些；位置很好，条件还可以。', 'star': 5}
{'descr': '酒店很干净，位置也比较方便，房间设施也不错，这个价格很实惠。', 'star': 3}
{'descr': '酒店很干净，位置也比较方便，房间设施也不错，这个价格很实惠。', 'star': 3}
{'descr': '该酒店地段不错，离瘦西湖和个园都比较近，起步费以内。周边有大型超市及商场，出入比较方便。酒店的服务态度不错，价格实惠。', 'star': 5}
{'descr': '该酒店地段不错，离瘦西湖和个园都比较近，起步费以内。周边有大型超市及商场，出入比较方便。酒店的服务态度不错，价格实惠。', 'star': 5}
{'descr': '环境不错，价格合适，交通也较方便，比较安静，卫生间较大，卫生情况良好......................', 'star': 5}
{'descr': '环境不错，价格合适，交通也较方便，比较安静，卫生间较大，卫生情况良好......................', 'star': 5}
{'descr': '价格适中，环境不错。只是距离火车站远了点', 'star': 5}
{'descr': '价格适中，环境不错。只是距离火车站远了点', 'star': 5}
{'descr': '地理位置比较好，环境也比较好，只是坊间比较小，被子厚了...', 'star': 5}
{'descr': '地理位置比较好，环境也比较好，只是坊间比较小，被子厚了...', 'star': 5}
{'descr': '卫生条件还可以，酒店位置挺好出门就有很多吃的地方，还有大超市。 值得推荐！', 'star': 5}
{'descr': '卫生条件还可以，酒店位置挺好出门就有很多吃的地方，还有大超市。 值得推荐！', 'star': 5}
{'descr': '总体上还好吧！洗澡间我很喜欢，是玻璃拉门式的，不知道是不是因为淡季的原因，第一天晚上睡的我身上全是小疙瘩，痒死了，第二天就让他们换了被子，服务态度还是不错的！', 'star': 1}
{'descr': '总体上还好吧！洗澡间我很喜欢，是玻璃拉门式的，不知道是不是因为淡季的原因，第一天晚上睡的我身上全是小疙瘩，痒死了，第二天就让他们换了被子，服务态度还是不错的！', 'star': 1}
{'descr': '大床房没标准间好', 'star': 3}
{'descr': '大床房没标准间好', 'star': 3}
{'descr': '适合年轻人的地点，挺好玩的，老婆很满意，离东关很近', 'star': 5}
{'descr': '适合年轻人的地点，挺好玩的，老婆很满意，离东关很近', 'star': 5}
{'descr': '总体还好，热水要放一会，没有数字电视。老婆不满意！服务态度很好', 'star': 5}
{'descr': '总体还好，热水要放一会，没有数字电视。老婆不满意！服务态度很好', 'star': 5}
{'descr': '化境还不错 可是明明定的事150 却收我们159', 'star': 1}
{'descr': '化境还不错 可是明明定的事150 却收我们159', 'star': 1}
{'descr': '隔音效果太差,影响睡眠效果.我住的是2楼', 'star': 1}
{'descr': '隔音效果太差,影响睡眠效果.我住的是2楼', 'star': 1}
{'descr': '五一劳动节去扬州旅行时选了这家酒店。酒店地理位置相当不错，门口有公交站台，离火车站和景点都不远。大堂明亮，旁边有边门可直接通往客房，边门旁有露天的休息区域，非常有意思。客房还算宽敞，但我入住的家庭房只有一把椅子，可供放置行李的地方也太不多。另外节日期间房价上涨幅度过高，几乎是原房价的一半。平日的话，对自助旅行的客人而言性价比还是蛮高的。', 'star': 5}
{'descr': '五一劳动节去扬州旅行时选了这家酒店。酒店地理位置相当不错，门口有公交站台，离火车站和景点都不远。大堂明亮，旁边有边门可直接通往客房，边门旁有露天的休息区域，非常有意思。客房还算宽敞，但我入住的家庭房只有一把椅子，可供放置行李的地方也太不多。另外节日期间房价上涨幅度过高，几乎是原房价的一半。平日的话，对自助旅行的客人而言性价比还是蛮高的。', 'star': 5}
{'descr': '酒店环净不错，距离瘦西湖挺进的。', 'star': 3}
{'descr': '酒店环净不错，距离瘦西湖挺进的。', 'star': 3}
{'descr': '位置不是很好找，停车比较方便，价格比较合适。就是当时我住的一楼有点不太满意。', 'star': 1}
{'descr': '位置不是很好找，停车比较方便，价格比较合适。就是当时我住的一楼有点不太满意。', 'star': 1}
{'descr': '性价比高，也干净，下次去扬州还住那里\n真的不错', 'star': 5}
{'descr': '性价比高，也干净，下次去扬州还住那里\n真的不错', 'star': 5}
{'descr': '房间很好，卫生，交通，服务态度，环境，价格各方面都很让人满意啊。仅仅有一点，镜子竟然照着床，这个很需要改善。下次还会入住', 'star': 3}
{'descr': '房间很好，卫生，交通，服务态度，环境，价格各方面都很让人满意啊。仅仅有一点，镜子竟然照着床，这个很需要改善。下次还会入住', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '这家酒店好，强烈推荐。停车场有，还有小院子喝茶的地方，房间不大，但是推荐。。', 'star': 5}
{'descr': '这家酒店好，强烈推荐。停车场有，还有小院子喝茶的地方，房间不大，但是推荐。。', 'star': 5}
{'descr': '比较干净卫生，周边有超市，紧邻瘦西湖公园！坐公交车就两个站！', 'star': 5}
{'descr': '比较干净卫生，周边有超市，紧邻瘦西湖公园！坐公交车就两个站！', 'star': 5}
{'descr': '交通方便，卫生尚可，离景点比较近，价格合理，规模有点小！', 'star': 5}
{'descr': '交通方便，卫生尚可，离景点比较近，价格合理，规模有点小！', 'star': 5}
{'descr': '貌似新装修的，干净整洁，房间比较宽敞，卫浴设备是法恩莎的，也还不错。\n马路对面是新开的沃尔玛超市，也还算方便。\n离瘦西湖景区大概有3公里，与传统的市中心有点距离，需要打的', 'star': 5}
{'descr': '貌似新装修的，干净整洁，房间比较宽敞，卫浴设备是法恩莎的，也还不错。\n马路对面是新开的沃尔玛超市，也还算方便。\n离瘦西湖景区大概有3公里，与传统的市中心有点距离，需要打的', 'star': 5}
{'descr': '环境很好，服务也很好，物超所值', 'star': 3}
{'descr': '环境很好，服务也很好，物超所值', 'star': 3}
{'descr': '一般一般，好像江苏的酒店业不论从质量（从同一连锁品牌的分店互相比较）、还是性价比（同一价位酒店和浙江的比较）而言都不怎么样啊', 'star': 1}
{'descr': '一般一般，好像江苏的酒店业不论从质量（从同一连锁品牌的分店互相比较）、还是性价比（同一价位酒店和浙江的比较）而言都不怎么样啊', 'star': 1}
{'descr': '真的很干净~虽然刚开始订的时候没有评价~但是我愿意做第一个好评的人。卫生真的是很干净很Q的。。我朋友是个处女座的，真的对卫生很挑剔，，她都说真的很好很好…住的很开心。。一开始说是到下午五点确认入住的，后来车子没有赶得上，服务人员就帮忙推到八点了，，，真的很开心。。。下次一定还会来，，，楼下的七里香也很不错哈。。', 'star': 5}
{'descr': '真的很干净~虽然刚开始订的时候没有评价~但是我愿意做第一个好评的人。卫生真的是很干净很Q的。。我朋友是个处女座的，真的对卫生很挑剔，，她都说真的很好很好…住的很开心。。一开始说是到下午五点确认入住的，后来车子没有赶得上，服务人员就帮忙推到八点了，，，真的很开心。。。下次一定还会来，，，楼下的七里香也很不错哈。。', 'star': 5}
