{'短评内容': '非常适合家庭居住', '短评打分': 5}
{'短评内容': '住过几次，三房、四房、五房的都住过，普通的和行政的也住过。一般主卧较好，大床很舒服。行政别墅每个房间都有半露天浴室（这个很赞）。院子里的泳池水很干净。还煮过火锅，餐具280元一套租用，很方便。不是一线海景酒店，离海边隔着一条马路', '短评打分': 5}
{'短评内容': '住过几次，比较适合很多朋友一起去玩。主卧较好，大床很舒服。行政别墅每个房间都有半露天浴室（这个很赞）。院子里的泳池水很干净。还煮过火锅，餐具280元一套租用，很方便。前台态度很不错，中餐厅菜品可以，价格也不贵！要出去吃的话，离百花谷也很近。位置稍微差一点，不是一线海景，到海边要过个马路。', '短评打分': 5}
{'短评内容': '酒店是东南亚风格的，很有特色，我们住的三居别墅，三个房间床都不一样，泳池也挺好，水不深，服务态度很好，就是卫生还有待加强，毕竟是热带地区嘛，我也可以理解。', '短评打分': 5}
{'短评内容': '确实不错，这个时间这个价位确实物超所值。', '短评打分': 3}
{'短评内容': '酒店环境很好，绿树成荫，热带植物众多，各有特色，像个大的植物园，住的别墅客房标间房间较小，只有一张桌子，放不下多少东西，一楼的房间较暗，房间的灯光也不明亮，感觉房间陈旧床也较小，总体感觉拥挤老旧，让人没有心情愉悦的感觉。中餐厅不错，那个加积鸭的瓦罐很大，服务员很热情，菜品味道不错，就是送餐加收30%服务费好像比较贵了，电瓶车接送很及时，只是离沙滩很远，出入不便，毕竟，去三亚就冲着碧海蓝天，退房后去', '短评打分': 1}
{'短评内容': '安静舒适，人少.夏天的三亚.不错.', '短评打分': 3}
{'短评内容': '酒店不错，环境很好，特别是海滩不错。距亚龙湾广场很近。下次还住', '短评打分': 5}
{'短评内容': '环境不错，安静、惬意！喜欢！', '短评打分': 3}
{'短评内容': '地方很好，风景秀丽，酒店丰盛，价格合理，下次还会去住', '短评打分': 5}
{'短评内容': '服务很到位，环境也很好，有机会还会选择的。', '短评打分': 5}
{'短评内容': '环境真的很好，很私密，也很安静，服务也不错，还可以随时在别墅的泳池游泳，真心推荐！', '短评打分': 5}
{'短评内容': '一直向往的酒店，服务好，房间也好，值得推荐', '短评打分': 5}
{'短评内容': '五号四居 旧  出入不方便 洗澡热水不能恒温  洗脸盆一放水 直接往你身上喷 不合理 其他还好', '短评打分': 3}
{'短评内容': '第二次住这里了，这次感觉还是很舒服，只是人比以前多了。', '短评打分': 3}
{'短评内容': '小长假住客很多，开始定的房间没有了，才调的这个………………', '短评打分': 5}
{'短评内容': '度假休闲的好地方，帮朋友定了，非常满意。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '别墅式酒店，环境优美，雅静。\n这样的环境这样的房价，值！', '短评打分': 5}
{'短评内容': '住的普通的一层的房间，前面有个游泳池，觉得没什么意思，房间空间太小了。可能二层的要好很多。', '短评打分': 1}
{'短评内容': '不错的酒店，服务很好，酒店也不错。除了贵点，都很满意。', '短评打分': 5}
{'短评内容': '非常好的酒店，特别适合一家人度假入住。服务好，装修有内涵。唯一不足的是吃的种类太少。', '短评打分': 5}
{'短评内容': '内部环境特别漂亮 服务也不错 但是内部设施一般 床不舒服 期望改进', '短评打分': 5}
{'短评内容': '酒店环境还不错！在亚龙湾来说性价比还是不错的。', '短评打分': 5}
{'短评内容': '房间还可以，私家海滩很安静，缺少儿童娱乐设施，如温水池等', '短评打分': 3}
{'短评内容': '我们住的是别墅大床房，酒店的环境很好，从我们的房间到大堂的一路开满了艳红的紫荆花，非常漂亮，酒店在绿化方面花了大功夫。但是房间让人觉得失望，感觉灯光昏暗，设施陈旧，装修风格也很过时，不过小院子里的露天冲淋还是很有创意的。总之，是五星的环境，三星的房间。服务嘛，总的来说还不错。别墅里的泳池是冷水的，因为是冬天去，基本没法用了。', '短评打分': 5}
{'短评内容': '很好的酒店，很是喜欢，值得大家入住，不会后悔的', '短评打分': 5}
{'短评内容': '很不错的酒店，就在海边不远，全是别墅设计的，每个房间都有独立的卫生间，还有泳池，很是喜欢，以后还会继续入住', '短评打分': 5}
{'短评内容': '我定的是别墅双床客房，房间很小，两张床，电视机还不是液晶的。房间还不如如家汉庭的好，浴室也很普通；亮点是屋外的泳池（四五个套房合用）和后院的露天淋浴（单独），但是天冷没法想用。酒店园林景观还是很漂亮的，服务态度也很好。如果白天在外旅游，不推荐这里，太贵，不实惠，还不如三亚市区的酒店式公寓合算。', '短评打分': 1}
{'短评内容': '酒店不错 环境优美~别墅 比较清静 性价比也高', '短评打分': 5}
{'短评内容': ' 对这酒店是无语评……反正，就要一床被子还要加两百块！想来的人自己考虑！', '短评打分': 3}
{'短评内容': '环境不错，但床垫太差，睡得腰酸背痛，如果能改进的话，推荐入住', '短评打分': 1}
{'短评内容': '酒店环境不错,但是管理有待加强.\n女儿曾在这里住过，感觉很好，极力推荐，所以在这里住了两晚。碰到两件不可思议的事:\n一、我要求酒店提供亚龙湾火车站的列车时刻表时,却被告知没有最新的列车时刻表,当我要求大堂帮我上网查询时,被告知无法上网.我要求查询火车站电话,大堂只帮我查询到电话号码,却根本没想到为我打电话到火车站代为查询列车时刻.后来打了该电话,却根本无法接通,最后只有回到房间自己上网查询.\n二、', '短评打分': 5}
{'短评内容': '应该是女孩子比较喜欢住宿的地方吧景色不错。最大最大最大的缺陷是没有电脑啊。', '短评打分': 5}
{'短评内容': '父母很喜欢，门童很热情，早餐非常不错，泳池旁的榻基本上成了老爸的床，好喜欢的别墅！！', '短评打分': 5}
{'短评内容': '真是亚龙湾性价比最好的酒店。别墅房带游泳池的很不错，随时可以跳进清凉的泳池游泳。几个人结伴出去住在一套别墅里又方便，私密性又好', '短评打分': 5}
{'短评内容': '酒店一般，比较旧，别墅房住着不是很方便。多人出行，如果大家比较熟悉的话，还是套房合适。', '短评打分': 1}
{'短评内容': '尽管私家海滩面积不大，但是不耽误玩，海滩离酒店远点，但是有电瓶车接送也很方便，而且酒店环境别墅式建筑，环境一流，住惯了高楼大厦的酒店，走进别墅庭院别有一番风景，性价比很高，值得体验，下次还回去，提前预定会便宜些', '短评打分': 5}
{'短评内容': '推荐！好的很！服务也好！就是餐厅蛮贵！哈哈哈', '短评打分': 3}
{'短评内容': '很幽静的别墅酒店,适合一群好友或者一大家人一起度假.', '短评打分': 5}
{'短评内容': '环境不错 比较清静 里面的东南亚餐厅相当不错', '短评打分': 3}
{'短评内容': '酒店环境不错，私密性很好，在酒店里感觉不到那么多人，但早餐的人头汹涌着实让人意外，九点多去找不到空位子，连干净碗碟杯子都不够，食物补充的还是慢点，早餐服务实在是有待提高啊。客房稍小一点，室外淋浴的排水不行，淋一会就泡脚了，感觉很不舒服，其他都很满意，总的来说是很不错的酒店。', '短评打分': 5}
{'短评内容': '环境清幽，服务热情。无论行李运送，还是海滩激浪，都有服务生贴心随侯。家里的感觉浓郁。尤其晚上婆娑树影，店内泳池波澜不惊，远处岱山掩映，妙!改进西餐厅环境，增加热带水果的供应（这也可以增加酒店效益！）', '短评打分': 5}
{'短评内容': '亚龙湾五号别墅酒店是一家很有特色的酒店，环境幽雅而幽静，私密性也很好，每栋别墅前都有一个不小的游泳池，水很干净，给人宾至如归的感觉，院子里的环境很好，每栋别墅外面看上去都有各自的特色，是个很吸引人的酒店。沙滩也还可以，虽然不太大，但沙面很宽，总的来说，还是很不错。', '短评打分': 5}
{'短评内容': '很好，服务也好，亚龙湾性价比不错的酒店。很好，服务也好，亚龙湾性价比不错的酒店很好，服务也好，亚龙湾性价比不错的酒店很好，服务也好，亚龙湾性价比不错的酒店', '短评打分': 5}
{'短评内容': '住的是六人别墅，房间一般，装修比较简单，电视机是老式的。有成群结队的蚂蚁陪，只购三星的标准。好处是带私家泳池，小孩比较喜欢。早餐还不错。吃了中餐厅的海南官府菜，在亚龙湾算是不太贵的，味道也不错。', '短评打分': 5}
{'短评内容': '雖然地大，但接送服務快捷，感覺舒適，唯獨我住的別墅客房比較細，戶外浴缸太糟不能用，相信獨立別墅會住得更好。', '短评打分': 3}
{'短评内容': '酒店服务一般 价格还可以 装修普通有点旧，接送的费用太贵。', '短评打分': 1}
{'短评内容': '环境超美，私家泳池很棒，儿子都不愿意去别处了，吃饭我觉得东南亚餐厅的饭菜很好吃，以后还会再来的', '短评打分': 5}
{'短评内容': '入住前一天致电酒店要求接，结果要求当天联系即可，买到火车票后联系酒店，说已经OK，都沟通好了，结果到了三亚后，接的车却跑到了亚龙湾站，站台等了N久，终于来了。入住还算OK，有游泳池，有送早餐卷，离海边还算近。但是住的别墅，每天都有服务人员从这家别墅外面走到那家，每个别墅之间都是用几棵树隔开，很没有安全感。而且每次我们出门都是把门带上的，但是每次回来，门都是开的，虽然每个房间都关上了门，但是还是感觉', '短评打分': 5}
{'短评内容': '环境没的说，私人独立游泳池，非常好。唯一不足的是，前台木有空调，办理入住人一多，都没地乘凉。', '短评打分': 5}
{'短评内容': '住的三居别墅，非常舒服，很安静和安静，适合家庭休闲度假', '短评打分': 5}
{'短评内容': '很安静，酒店内部绿化环境很好，走出5部就是浴池，私密性很好。房间到餐厅等有车接送。整体很好', '短评打分': 5}
{'短评内容': '设施太陈旧，服务也一般，和亚龙湾其他酒店有差距。', '短评打分': 1}
{'短评内容': '酒店的服务还是不错的，房间设计非常好，很舒服。我订的是情侣别墅，客人的要求酒店基本能及时满足，我比较满意。酒店的私密性比较好，离海边比较近，出入都有专车送达。建议酒店的游泳池水能及时更换，最好能提供送机服务。下次来三亚我会再次入住！', '短评打分': 5}
{'短评内容': '富有浓郁巴厘岛风情的别墅型酒店，虽不属于一线海景房，但是私密性很强，提供私人泳池，晚上泡在水中看星星感觉不错。酒店的绿化很好，十分原生态，在房间墙壁上看到了四脚蛇......\n\nBreakfast buffet并不很令人满意，食客取完食物之后服务生没有及时的进行补充，离五星级标准有一定的差距。\n', '短评打分': 5}
{'短评内容': '入住感觉很好！ 心悦 神往 意动。 SUPER！！！ ', '短评打分': 5}
{'短评内容': '不错，小孩子很喜欢。', '短评打分': 3}
{'短评内容': '行政别墅还大了，住个10个人没问题，很适合开PARTY，私家泳池不错，全家度假的好地方。就是设施比较旧了。', '短评打分': 5}
{'短评内容': '酒店环境很好，三居别墅的设施也不错，私家泳池相当棒。下次来三亚一定再次光临。', '短评打分': 3}
{'短评内容': '住了4天的情侣别墅，太棒了，真的太舒服了，唯一的缺点就是房间有点久了，需要重新装潢下了，有一天晚上下大雨，床边地上积了好多水，我老婆晚上上厕所没注意摔了一跤，到今天还有点疼呢，希望酒店重视这个问题', '短评打分': 5}
{'短评内容': '已经多次入住五号别墅了，真的很舒服，这次是6对夫妻，定了2套3居别墅，每个人都很满意，以后去三亚还住五号。另外，还是那个问题，退房速度太慢，我等了20分钟，真的有待改进', '短评打分': 5}
{'短评内容': '住宿有享受渡假的感覺，花這些住宿費用是值得的。服務員都很親切，電瓶車的小弟也很熱情。', '短评打分': 5}
{'短评内容': '第一次入住，感觉泳池很棒，适合家庭出行，服务很到位，官府菜味道很好', '短评打分': 5}
{'短评内容': '酒店服务超级棒。6月23日下午2点到鸟巢接我们到5号别墅，一到大门口的感觉跟别家的别墅群差不多，但是到大厅感觉设计的很优雅，大厅服务员态度热情，因为我们的房间还没有打扫好，服务员送了三张饮料券给我们，让我们去酒吧休息。司机不错，态度很好。因为住的是情侣别墅，私密性相对较好。缺点：晚上青蛙叫声很大（像狗在叫）而且不停的在叫。当然小昆虫，蚊子，还有蚂蚁都挺多的，房间内的设施有些陈旧。酒店离海滩需要穿过', '短评打分': 5}
{'短评内容': '环境很好，很安静，非常适合一家人使用，值得推荐。', '短评打分': 3}
{'短评内容': '订的情侣别墅，房间很宽敞，小院很私密，躺在私家泳池的气垫上看星星真是浪漫到不行！缺点是房间的门不好开关，蚊子太多。。。', '短评打分': 5}
{'短评内容': '在亚龙湾的话，还算是性价比比较高的酒店，定的别墅客房，4个房间共用一个泳池，虽然没怎么游，但感觉很不错！酒店服务也不错，退房后还借用了沙滩巾使用。', '短评打分': 5}
{'短评内容': '适合家庭或人多聚会！房间设施略显旧，其他细节与五星的还有差距。', '短评打分': 5}
{'短评内容': '风景很美，别墅很有特色，离海滩也很近，适合家庭旅游，但是早餐品种很少，不太符合五星的标准，下次全家来的话还会住这里。 ', '短评打分': 5}
{'短评内容': '情侣别墅，性价比感觉很高，比亚龙湾所谓海景房相比，价格差不多，但设施神马的感觉有很大差别。LG想每年都让全家人去一趟。服务员都很热情，特别感谢收拾我们走时候房间的哪位MM哦。', '短评打分': 5}
{'短评内容': '私人泳池很不错，私密性很好，下次去三亚还会考虑入住！', '短评打分': 5}
{'短评内容': '环境很好，住的是情侣别墅，私密性很棒，灰常适合蜜月。自助早餐也很丰富。中餐厅的加积鸭煲超级棒，一定要尝尝，就是太多了，两个人的话，光这一个就足够了。东南亚餐厅的海南鸡饭也是不错的，秘制凉茶我觉得一般。离海滩也不算远，有电瓶车接送也是比较方便的。', '短评打分': 5}
{'短评内容': '环境超好，早餐好吃！', '短评打分': 3}
{'短评内容': '环境超赞，私密性果然很好，服务热情，是整个三亚之旅中服务最好的店。。。不过跟魔都和国外的服务比，还是有待进步啊！！', '短评打分': 5}
{'短评内容': '很好的度假地点，有机会可以去放松放松，适合多个朋友一起去', '短评打分': 5}
{'短评内容': '美丽的三亚，醉人的五号别墅。房间较干净，大堂东南亚风情，入住服务挺好但交通不太便利，餐厅消费高，味道还行！', '短评打分': 3}
{'短评内容': '来到酒店之后 发现比想象中的还要好 环境超级好 一切都很干净 酒店早饭超级丰盛 酒店服务很周到 特别是礼宾部的小林 我们一到酒店就为我们介绍三亚的旅游景点 安排好我们每天出行的车 服务很温馨 住的很开心', '短评打分': 5}
{'短评内容': '几年前住过五号.当时因刚开业,感觉不出与其他附近几个酒店太大差别.这次预定了六晚.刚一入住.它的卫生间着实把我恶心倒了.那臭味,那污渍,那.....,吃晚饭时还觉得这酒店哪哪都脏.第二天凔惶逃往对面的天域.教导清洁工用大涮子,勾兑点漂白液,洗洁液把那些残垢污渍洗刷掉就那么难吗?一个酒店连最基本的干净清洁都做不到,其他神马都是浮云.我以后再也不会光顾这间酒店,也不推荐别人入住.', '短评打分': 1}
{'短评内容': '环境很好 很喜欢 不过房子里有虫子。。。', '短评打分': 5}
{'短评内容': '我们住的是四居别墅A房型，住的太爽了，入住人员都非常满意。酒店服务也不错。', '短评打分': 5}
{'短评内容': '很好。', '短评打分': 3}
{'短评内容': '酒店环境和服务态度都很好,入住很愉快!', '短评打分': 3}
{'短评内容': '该酒店别墅整体设备很好，位置很好，服务态度较满意，美中不足酒店电视非常落后及亚龙湾度假区内食市价格相当高，都是砍游客的感觉！', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '整个酒店的绿化环境很好，大堂照明略暗，接待人员态度冷漠。\n饭菜口味尚可，但餐厅数量太少，泰餐还有时间开放，不方便。到海边要走几分钟。\n别墅内的家具、卫浴、电器等要注意维修，泳池要每天清理，不是电话才来。细节决定一切，床垫非常不舒服！\n提前一周的订单，到了却挑不到相对位置较好的房子，说是客满，但是住了四天发现或是闲置或是中途才安排入住，只能说明两个问题......此处省略五百字。\n总之，还好！朋友聚', '短评打分': 5}
{'短评内容': '酒店早餐很不错，一家旅行还是很不错', '短评打分': 3}
{'短评内容': '环境优美，服务态度好，早餐非常丰富美味，性价比非常高，除了下次还会入住以外还会推荐其他朋友入住！', '短评打分': 5}
{'短评内容': '酒店环境很好，服务也很好，但是房间内部设施一般', '短评打分': 5}
{'短评内容': '感觉很不错，虽然不临海滩，但在住了2550一晚的万豪顶级海景房后，感觉也就那样，也最终觉得，海滩是不是在家门口真的没有什么太大的意义，住的环境好才是度假的核心意义。', '短评打分': 5}
{'短评内容': '在淡季入住还是很不错的选择！真正有宾至如归的气氛！', '短评打分': 5}
{'短评内容': '定了别墅大床房~~在一楼~~很让人崩溃~一整天都没电~也没网络~还没热水~问前台说整个亚龙湾停电~晚上7点来电~等到7点半~还是漆黑一片~对门的天域灯火辉煌~~~海边玩了回来洗澡的热水都没有~说是锅炉在修理~~昏过去~房间里一股骚臭味~整个破旧的呀~就一张椅子~上面一块块污渍不知道是啥玩意~坐都不敢做~~好歹也要1000块一晚~硬件换好一点不行么~~~露天的淋浴满是青苔~苍蝇乱飞~晚上睡觉被蚊子叮', '短评打分': 1}
{'短评内容': '酒店环境很不错，我们入住的是会所三层大床房，没有阳台（二层的有阳台）打开窗户就能看到别墅区的水系和园景，景色非常漂亮，从房间下楼出酒店大门过条小马路就是天域度假酒店，住在五号的客人可以穿过天域的沙滩甬道到海滩，大概两三百米，非常方便，酒店同时提供到沙滩的摆渡车，如果是住在会所的话，完全没有必要乘坐，散步三分钟的路程到海滩，如果住在园区里面的别墅，视距离的远近需要再向前厅预定摆渡车接送即可。五号的私', '短评打分': 5}
{'短评内容': '总体来说不错。。服务也可以，很热情。不象之前看的评论的不太好。。住的是三居墅，宝宝特别喜欢泳池，每天晚上都必须要洗花瓣浴。', '短评打分': 5}
{'短评内容': '很好。。和朋友分别住了情侣墅、三居墅、四居墅。。。交流了一下，不错。。小孩子在自己的泳池里玩得很开心。', '短评打分': 5}
{'短评内容': '位置不错，房间格局很喜欢。不过要是厨房能提供免费餐具就更好了。', '短评打分': 5}
{'短评内容': '从房间看出去景色很美，视野很开阔！早餐也很丰富，还想再次入住！', '短评打分': 5}
{'短评内容': '景色很美，早餐也很丰富，是个不错的选择！还想再次入住！', '短评打分': 5}
{'短评内容': '该酒店除了礼宾部的服务人员和大堂吧的服务人员比较认可外，其余均不够五星级酒店的水平，入住别墅客居，居然是楼下四个客居，根本没有客厅，而且室内阴暗潮湿，我单身一人入住，酒店根本没有考虑到隐私的问题，一晚没睡好，而且为了发挥国际友好，居然我的邻居是俄罗斯人，与酒店宣传的客居根本是两回事，入住办理人员较少，且速度较慢，洗漱用品非一次性，游泳池水没见更换，早餐情况尚可但卫生情况一般，退房速度是我这几天住的', '短评打分': 1}
{'短评内容': '环境幽静，服务周到，设施齐全，就餐方便，是最佳的入住圣地。。。', '短评打分': 5}
{'短评内容': '酒店有点热闹，会所房隔音有点不大好', '短评打分': 3}
{'短评内容': '早餐很丰富', '短评打分': 3}
{'短评内容': '海滩要走一段路，东南亚餐厅的冬阴功还不错~适合一家人出来旅游度假~', '短评打分': 5}
{'短评内容': '房间里的游泳池很赞的~还给了气垫床，躺上面很舒服~就是床有点硬，洗澡水一会冷一会热的', '短评打分': 5}
{'短评内容': '很好的酒店就是服务太慢', '短评打分': 3}
{'短评内容': '酒店硬件非常棒，在三亚应该算的上数一数二的高档酒店，全别墅。', '短评打分': 5}
{'短评内容': '第二次入住了，这次找不到第一次的感觉，房间设施已经旧了，看来是时候更新了。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '还好，酒店的私家海滩要过条马路，电瓶车接送，服务还不错，环境也很美。', '短评打分': 5}
{'短评内容': 'SO NICE ...LIKE IT....\nAGAIN...CHICK IN', '短评打分': 5}
{'短评内容': '服务态度太差，定的情侣别墅，可因为老公感冒生病去输液回到酒店，我向前台索要一床被子，可回答却说没有，需要的话300元床/天，这是住酒店第一次得到这样的回答，真的让我觉得非常没有人情味，很冷酷.......', '短评打分': 1}
{'短评内容': '超乎想象的好 浪漫的二人世界 花瓣大盆浴 私家游泳池和大晒台 让你享受到你不曾享受到的浪漫 PS“五号的早饭超多品种 海南官菜一级棒', '短评打分': 5}
{'短评内容': '酒店品质不错。除了离海域有点远，房间舒适度很棒，早上自助餐品种比较齐，但口味还有待提高，往往是看见食物不少，但不知道吃什么。', '短评打分': 5}
{'短评内容': '五号环境很好，我们住在会馆里，窗外的风景很好，照了很多照片，但是距离海滩还是有段距离，要穿过天域酒店才能到海边（门口有电瓶车送），最后一天门口没有电瓶车，自己走过去的，还被天域酒店的服务人员盘问，可能由于离海边较远，免费的水上游乐项目不如天域酒店好，基本上在五号住，均是需要付费才能享受到服务，早餐自助很不错，亚龙湾周边没有什么好吃的，都是即贵又难吃，所以早上的自助餐多吃点。ps:我第一晚住进去一坐', '短评打分': 5}
{'短评内容': '房间一般', '短评打分': 3}
{'短评内容': '还不知道好坏', '短评打分': 3}
{'短评内容': '五号别墅的情侣别墅设施陈旧，服务很差，由其是前台，一点专业素养没有', '短评打分': 3}
{'短评内容': '蛮好的\n住过2次了\n环境蛮不错的\n值得情侣住', '短评打分': 5}
{'短评内容': '酒店环境相当棒，服务更是一流的，是休闲度假之首选。', '短评打分': 5}
{'短评内容': '很喜欢，适合几个朋友或两个家庭，餐厅味道不错', '短评打分': 5}
{'短评内容': '完美的别墅客房', '短评打分': 3}
{'短评内容': '带着家人来的,不错,性价比高.应该是亚龙湾度假区里最适合家庭旅游的地方,不贵,吃饭的地方也蛮有特色,离海很近,服务周到.环境很古朴,原始,树木茂密.以前住过铂尔曼的情侣别墅,还是有些区别,各有特色.五号偏自然原生态.情侣或者家庭旅游首选.', '短评打分': 5}
{'短评内容': '不错，服务态度，环境都还不错，下次去还住这家酒店\n', '短评打分': 5}
{'短评内容': '酒店非常的漂亮，很适合亲友们一起外出旅游居住。', '短评打分': 5}
{'短评内容': '还不错。就是感觉设施有点老。尤其是热水。需要等待很长的时间。', '短评打分': 5}
{'短评内容': '酒店环境很好,设备挺新,房间宽大,只是前台结帐办理时间太长,需要培训改善', '短评打分': 5}
{'短评内容': '酒店需要改进的地方：\n1、床实在太硬，而且短，我1.70的个子如果把脚伸直了，都会超过整张床，要改进。\n2、酒店房价还是比较贵。', '短评打分': 5}
{'短评内容': '大环境不错，早餐还可以；但是会所的房间比较简单，床垫很硬。在亚龙湾的酒店中，价格不很贵的，硬件可能只能这样了。', '短评打分': 5}
{'短评内容': '真的非常喜欢5号的情侣别墅，安静、私密又浪漫。酒店的服务态度非常好，出门就有电瓶车接送，自驾车泊车也非常方便。很完美的亚龙湾度假别墅，我和我的新婚妻子都喜欢这儿，满意！', '短评打分': 5}
{'短评内容': '总体不错，性价比高。早餐很丰富（还看到姜文一家）。只是会所客房总有一股下水道味，刚入住时看到有的客房大敞着门还纳闷呢，之后想起曾看到有客人对此点评过。这是一家5星级酒店不应有的问题。', '短评打分': 5}
{'短评内容': '酒店环境很好，服务很好，早餐非常丰盛，只是房间内的设备一般。', '短评打分': 3}
{'短评内容': '酒店不错。 下次到三亚度假还住这酒店、、、、', '短评打分': 5}
{'短评内容': '酒店的早餐很不错,住宿环境很好游泳池每天都清理.就是加被子要求300元,感觉太商业', '短评打分': 3}
{'短评内容': '说真的，真的特喜欢这家酒店，谢谢还帮我升组了，服务好，环境优美，花园式停车位，不错', '短评打分': 5}
{'短评内容': '我们住的别墅客房，服务和环境都没有话说，就是房间稍微小了一点。', '短评打分': 5}
{'短评内容': '环境很好，服务很好，去海滩可以乘坐酒店的电瓶车，早餐很满意。\n\n下次订这家酒店。', '短评打分': 5}
{'短评内容': '酒店环境不错。离沙滩稍远，走路5分钟。房间带个泳池不错，不过气温低没有利用，夏天就可以了。\n', '短评打分': 5}
{'短评内容': '三亚亚龙湾五号度假别墅酒店环境很好，服务的态度也很不错，还有免费的啤酒饮料可以喝，中餐厅菜品味道不错', '短评打分': 5}
{'短评内容': '五号不错', '短评打分': 3}
{'短评内容': '五號酒店12/14-12/17 三晚情人別墅  酒店服務好 房間乾淨 泳池乾淨  藍庭軒中餐廳 雖然貴 但是好吃價位可以接受  東南亞餐廳 實在是太難吃了 又貴 應該要快速改進', '短评打分': 5}
{'短评内容': '12月13日入住该酒店的别墅客房，别墅内共有8个标间，拥有独立泳池。当时入住的是一楼（一共就两层），完全是池畔房，打开门就是泳池。卧室部分比较小，值得称赞的是浴室内的露天淋浴，很有情调，在二楼的房间就没有，但有一个可以看到泳池的小阳台。\n酒店内以别墅为主，听说很多名人都在酒店拥有私人别墅，我们入住时隔壁不远一个别墅就在进行私人装修。\n我入住的别墅，楼下全部是玻璃门，也就是说晚上你必须拉上窗帘，不是', '短评打分': 5}
{'短评内容': '酒店不错，环境很好，可熙离海边稍远了点！\n', '短评打分': 5}
{'短评内容': '环境和设施还可以，我下次到三亚还会住这家酒店，也会向朋友推荐这家酒店。', '短评打分': 5}
{'短评内容': '先说说不足吧，我住的是情侣别墅117，蚊虫多，晚上风很大，离马路好像很近，感觉不安全。优点的话，环境很好，很浪漫，微笑式服务让人感觉很温暖，餐厅环境很好', '短评打分': 5}
{'短评内容': '中国有海南，海南有三亚，三亚有五号！酒店优美如画的环境和优质的服务已经深深印人我的脑海，喜欢！！春节我要带着爸妈去,当然首选的，还是五号！五号，继续努力！永远支持你！', '短评打分': 5}
{'短评内容': '环境很漂亮', '短评打分': 3}
{'短评内容': '是帮朋友订的。环境很好的，不错，朋友很喜欢', '短评打分': 5}
{'短评内容': '床硬的和睡地板一样,酒店服务很差.送餐要提前24小时预定,还要外收30%的服务费,速度又慢.', '短评打分': 1}
{'短评内容': '适合纯歇，我们还在花树下发现好多大蜗牛，也不知道能不能吃', '短评打分': 5}
{'短评内容': '服务很专业，价格在当地是一个理智的选择。夜间漫步别有一番眷恋。', '短评打分': 5}
{'短评内容': '住的情侣别墅，环境非常好，空间也很大，很浪漫', '短评打分': 5}
{'短评内容': '酒店非常美，别墅前的游泳池随时泡一下的感觉太棒了！如果来三亚睡觉晒太阳的，强烈推荐这里。', '短评打分': 5}
{'短评内容': '很好，很舒适', '短评打分': 3}
