{'短评内容': '环境挺好的', '短评打分': 5}
{'短评内容': '酒店的环境很好，但是那么高级的酒店房内没有电脑，真的有点美中不足。', '短评打分': 3}
{'短评内容': '隔音全球最差', '短评打分': 3}
{'短评内容': '在南沙来说，这酒店的环境应该是最好的了，面向大海，有很大的花园，只是娱乐设施还是少了点，游泳，桑拿都是免费的。我喜欢！', '短评打分': 5}
{'短评内容': '环境一级棒的酒店，超大私家园林，超级无敌海景，康体休闲设施齐全，非常适合度假。不过蛮纳闷的，这么好的酒店，为何生意挺冷清。', '短评打分': 5}
{'短评内容': '酒店很满意，已经是第三次入住了，以后若有机会还会选择这里的。', '短评打分': 5}
{'短评内容': '房间空气差，气味重，价格贵，服务差，吃东西不方便，', '短评打分': 1}
{'短评内容': '十南沙大酒店在走下坡路，早歺全是实习生、拖鞋也换成四星水平的啦！今后不去啦！', '短评打分': 3}
{'短评内容': '酒店环境很好，安静，适合度假，打算春节时再来次一住。', '短评打分': 5}
{'短评内容': '酒店环境很好，客房够宽敞，装修的很够档次，前台服务人员很热心地为我们筹划餐饮方面的问题。本次是我们第二次入住。', '短评打分': 5}
{'短评内容': '感觉很不错，环境清幽.是一家人度假的首选。', '短评打分': 5}
{'短评内容': '入住的是山景房，房间很大，很舒适，酒店环境很安静很安静，非常适合渡假。下次还会再入住。', '短评打分': 5}
{'短评内容': '天气冷了，去了没什么意思，房间一般，除了有点海景别的真没设么！', '短评打分': 1}
{'短评内容': '大环境幽静，依山傍海，非常适合度假疗养。', '短评打分': 5}
{'短评内容': '豪华海景房180度对着伶仃洋，酒店泳池不错，晚上在花园散步，凉风习习，还有私家临海路，有早茶喝，价格能接受，酒店挺安静的。', '短评打分': 5}
{'短评内容': '住了多次，感觉还是可以的，希望有话实说，不要忽悠客人', '短评打分': 5}
{'短评内容': '建议各位不要订含早的房间，一是早餐价格偏贵，1米2以下小孩都不放过，要收费（凤凰城不收费），性价比低。二是自己选的座位如不合服务员的意；他们会过来说：这个桌子或区域已经预定给团队了。让你做到他们划定的区域，后来发现根本没团队，而是他们不想客人坐的太远，哈哈，无奈。', '短评打分': 5}
{'短评内容': '环境好，酒店硬件和软件不错，游泳池的更衣室好像没有热水淋浴，需要改进', '短评打分': 5}
{'短评内容': '国庆假期来度假的，酒店房间很舒服，风景好空气好人也不多。游泳池不错，打算明天夏天再来住。', '短评打分': 3}
{'短评内容': '环境可以', '短评打分': 3}
{'短评内容': '很好啊，值得推荐!（＾＿＾）☆!', '短评打分': 3}
{'短评内容': '客房设计的不错，但是中餐厅的服务水平真的需要很大的改善，很多服务员都是一问三不知，房间设最低消费2000，但点菜居然菜单的三分之一都是没有的，叫人如何消费呢！', '短评打分': 1}
{'短评内容': '环境很好。', '短评打分': 3}
{'短评内容': '已经是第二次入住了，還是很有度假的感觉，泳池很乾淨游起来很舒服，強力推荐。', '短评打分': 3}
{'短评内容': '房间不错…泳池不错…环境不错…吃的选择不多', '短评打分': 3}
{'短评内容': '入住那天是我的生日，酒店还专门送了蛋糕，很用心', '短评打分': 5}
{'短评内容': '硬件尚可，软件欠佳，服务员不够，叫换一个水壶，打了三次电话，等了半小时。不过，泳池真不错！', '短评打分': 5}
{'短评内容': '花园极大、傍海临山，设施齐全。果然度假好去处。五星级，名不虚传！', '短评打分': 5}
{'短评内容': '不像五星级酒店，房间够大，但床很细，勉强睡一个人！服务生不够热情！', '短评打分': 1}
{'短评内容': '第二次来了，很喜欢这里漂亮的花园泳池，水质非常好。第一次来的时候不能游泳，所以特地在夏天过来了。', '短评打分': 5}
{'短评内容': '环境不错，靠近海边，免费SPA，很适合度假', '短评打分': 5}
{'短评内容': '环境非常好，性价比高，态度非常好。 环境一流，可惜泳池封了一半，而美中不足是恒温池也没开，因为我们入住酒店，是为了放松心情，享受假期，而小朋友在酒店内，希最开心莫过于游泳，而中午又实在太晒了如果室内恒温泳池能开就最好了。另外， \n早上到咖啡厅享用自助早餐，品种太小了，希望改善。 \n    我们一家三口每年夏天都会来一到二次，这里是休闲度假好地方。\n\n', '短评打分': 5}
{'短评内容': '酒店硬件不错，环境很好。设施到位。配套服务再加强会更好。希望酒店对路标加强设置，尤其是从南沙湿地到酒店的路标要加强提示。', '短评打分': 5}
{'短评内容': '非常好，五星级标准，空调很舒服，周边环境很好', '短评打分': 5}
{'短评内容': '洒店硬件设施还可以,房间装修设计很好,但是整间酒店服务跟不上五星及的要求,特别是二楼的KTV服务特差。', '短评打分': 5}
{'短评内容': '很不错的酒店，酒店环境很好，特别是傍晚在酒店花园的海边长廊散步很舒服！', '短评打分': 5}
{'短评内容': '酒店很好，還會再去。', '短评打分': 3}
{'短评内容': '我已入住', '短评打分': 3}
{'短评内容': '周围视野很好，不过由于太近珠江口，房间内比较潮湿，有一股味道。', '短评打分': 5}
{'短评内容': '山景房的房间也不错，卧房和会客区是隔开设计，看电视不影响别人休息。酒店很大环境很好，还可以在室内泳池免费游泳。', '短评打分': 5}
{'短评内容': ' 总体不错，有室内泳池，但是房间里没有挂衣服的', '短评打分': 3}
{'短评内容': '不错，清静，喜欢。以后还会去。。。。。。。', '短评打分': 5}
{'短评内容': '周围环境可以，内在设施只能算是四星级，服务水平一般，附近想吃的地方不多。', '短评打分': 1}
{'短评内容': '房间很大，非常舒服，就是周面没什么配套！', '短评打分': 5}
{'短评内容': '酒店很棒。', '短评打分': 3}
{'短评内容': '这是我在广州看到的最好的酒店，环境太美了', '短评打分': 5}
{'短评内容': '在网上预定了，显示带两份早餐，到酒店告知不含早餐，投诉以后酒店让到前台领取了早餐卷，酒店服务很不专业。希望改进。', '短评打分': 3}
{'短评内容': '预定时显示是含早餐的，到酒店却没有提供早餐，反馈以后酒店给了早餐券，办理入住时就应该给客人的。', '短评打分': 5}
{'短评内容': '房间很好，早餐一般', '短评打分': 5}
{'短评内容': '这次去，觉得食物味道差了一些，不知道是不是因为来了很多毕业生的缘故，厨房也换了批人。', '短评打分': 5}
{'短评内容': '酒店位置非常好，背山面江。有长长的江岸跑步径，很大的泳池和花园。。可惜国庆期间冷没下水，明年夏天还会去。', '短评打分': 5}
{'短评内容': '以前都是先说好的 这次先说不好的吧\r\n首先 地理位置 在南沙客运港的旁边 除了这个到达方式外基本都不算便捷 附近的设施也不算完善 除了客运港 天后宫 和所谓的世贸中心以外 基本啥都没有 其次是服务 电话到客房服务中心要被子等物品 基本都是半小时左右送到 更有开瓶器就没有送到 理由是都借出去了 汗 \r\n好的部分基本上大家都说了\r\n硬件设施非常好 景色也不错 传说中的小饼干味道也不错', '短评打分': 5}
{'短评内容': '我好像点评过了。反正服务真的好，让送个被子很快就送到了（晚上11点多打的电话）。退房后还能拿到赠饮券，在咖啡厅喝完咖啡，留下的包还能通知我回来，完璧归赵。真的值得赞。就是住的房间有点气味，要加强管理。', '短评打分': 3}
{'短评内容': 'very good and excellent clean', '短评打分': 5}
{'短评内容': '地理位置不错，酒店感觉比较新，房间也还不错，如果电视再大点就更好了，非常喜欢游泳池，水质很好！', '短评打分': 5}
{'短评内容': '2010年9月30日晚近9点才到店，一切都好。10月1日过了中午12点还没退房，大堂来电提醒，近12点半才退，并用赠券到咖啡厅享受了一下。离开后到附近转悠，突然接到酒店来电。天啊，我的挂包留在了咖啡厅，从中看到我的明片后电话联系我，谢天谢地。办好确认手续，顺利地拿回。赞！！！！！！\r\n不足就是707房入住时有点味，平时加强通风就好。设施不错！', '短评打分': 5}
{'短评内容': '度假的一个好地方，酒店内环境很舒适，外环境也非常好。  ', '短评打分': 5}
{'短评内容': '服务员很少，check-in的地方在门口看不到，又找不到服务生询问，跑到一楼才知道原来就在二楼，又要重新上去。check-in排队时间还是有点长，可能是实习生在服务的原因。\r\n房间是套房设计，虽是山景房，景观开阔，看到远处的山，不错。\r\n房间没有小饼干，看到之前点评说小饼干不错，有点遗憾。\r\n酒店还有一个大草坪，可以和小朋友踢球，不错', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间足够大，风景也很好，游泳池很棒！唯一不好就是周边没什么吃饭的地方，只能吃酒店的，有点小贵！', '短评打分': 5}
{'短评内容': '我住的是海景房，景色很美，空气也很清新。设备也不错，只是同是霍英东旗下的酒店，服务有很大距离。沙面的白天鹅服务比这里强。总体而言，是不错的', '短评打分': 3}
{'短评内容': '酒店位置很好找，泳池等设施很好，早餐颇丰富，值得推荐。', '短评打分': 5}
{'短评内容': '我入住的是海景房，景色不错，设施也可以，就是服务人员有点冷漠，与同样是霍英东旗下的白天鹅差远了', '短评打分': 5}
{'短评内容': '每次去南沙都住这家,挺好的...........', '短评打分': 5}
{'短评内容': '环境优美、舒适。适合一家大小或情侣度假。还会去的。', '短评打分': 5}
{'短评内容': '很舒服的一间酒店，价格也可以，就是地点偏一点周围没什么地方吃东西，度假不错', '短评打分': 5}
{'短评内容': '一直都挺喜欢的，去过很多次了。。。。。。', '短评打分': 5}
{'短评内容': '前台有位小姐态度不友善，真的称不上是五星级酒店的服务态度。其他我觉得还不错。', '短评打分': 3}
{'短评内容': '总体挺好的，比较喜欢山景房，不过海景也挺漂亮的。', '短评打分': 5}
{'短评内容': '无敌大海景十分正，服务不错，泳池挺漂亮，可惜离其他景点比较远，虽然已经算是最近的一个酒店', '短评打分': 5}
{'短评内容': '环境非常好，房间也很新很漂亮。门锁有时不是很好，用门卡要试好几次才开得了门。附送的小饼干味道非常棒。', '短评打分': 5}
{'短评内容': '不错的休闲度假的地方', '短评打分': 5}
{'短评内容': '原来订了豪华大床房，在check in的时候说房间还没准备好，酒店就帮免费升级至商务大床房，这点挺人性化的', '短评打分': 5}
{'短评内容': '环境很好，服务很细致，但服务还是有待提高，地理位置有点偏，周围设施较少，价格如果再适当下调一点就更好了', '短评打分': 5}
{'短评内容': '位置太偏，酒店硬件非常不错，但服务达不到5星标准！', '短评打分': 1}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '整体不错，环境舒适幽静，价格对比位置来说略高', '短评打分': 5}
{'短评内容': '性价比不错，地段比较的便利的', '短评打分': 3}
{'短评内容': '环境干净很舒适，但周围的配套设施还是不齐全，只有一个酒吧，象购物什么的就不是很便利了', '短评打分': 3}
{'短评内容': '除了房间内的装修略显陈旧外，整体情况还可以。', '短评打分': 5}
{'短评内容': '酒店的整体还可以的，服务卫生以及设施都很好的，酒店的位置不错的，交通不是很方便的，酒店的价格还可以的', '短评打分': 5}
{'短评内容': '我原来住过多这家酒店，环境不错，整体的服务和卫生条件也不错', '短评打分': 5}
{'短评内容': '酒店的环境比较好,房间也比较干净整齐,不过酒店的所在位置比较偏僻,交通不是很好,价格也还是可以接受的', '短评打分': 5}
{'短评内容': '独家好去处，服务有待改善。', '短评打分': 5}
{'短评内容': '整体感觉还算不错。订了豪华大床房，check in的时候没有房间了，酒店就帮免费升级至商务大床房，这个还是做得比较周到的^_^\r\n房间比较宽敞，清洁做得很好，不过，感觉价格偏贵，性价比一般。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;确实是一家很好的酒店，如果不是太远的话，我每次交易会都住那里。第一次去的时候，因为出租司机不知道路，从机场花了很长时间才到，当时很失望，但是到了房间一看，我和客户都很满意。风景如画，房间设施一流，服务也不错，当时由于刚开业有写服务设施还不全，现在应该更好了吧？如果是度假应该是首选。不过商务呢毕竟有点远，从广州市内吃饭回去要一个小时。我们住的时候由于广州市内的出租都', '短评打分': 3}
{'短评内容': '刚刚在交易会期间住过，如果是去看交易会，或者是去深圳、香港、澳门，或者去附近的风景区度假的话，建议一定要住这里，因为周围的风景以及酒店的设施实在太漂亮舒适了。这里简直是个世外桃源。空气太清新了。房间里跟图片上的差不错。卫生间尤其漂亮，液晶电视看起来就是爽，酒店有自己的频道，每天不停放映最新的电影。拉开窗帘就是横亘眼前的虎门大桥。服务也很五星级。5分钟步行就到南沙新建的客运港，到香港、澳门坐船1小时', '短评打分': 5}
{'短评内容': '酒店我没住过，但我在那里生活过一段时间，周围的风景真是美的很。大S和陈晓东拍的《倩女幽魂》就在附近取过景。', '短评打分': 3}
