{'短评内容': '还可以吧，这个价格。', '短评打分': 4}
{'短评内容': '地处佛山中心地段，房间内部也很不错，就是门店前台在二楼，不太好找，一楼是友谊商店', '短评打分': 5}
{'短评内容': '很不错的酒店，比较新，性价比高，以后还是会入住！', '短评打分': 5}
{'短评内容': 'hao!good!好！住的非常舒服！好！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '很不错的地方，相当于迷你版的瑞士恒安，格局很接近，住起来很舒服，性价比很高', '短评打分': 5}
{'短评内容': '每个月出差第一选择的酒店。很喜欢这家酒店，干净卫生。虽然都只是晚上回来睡觉，没多少时间在酒店里，但是对酒店很满意', '短评打分': 5}
{'短评内容': '风景不缙', '短评打分': 3}
{'短评内容': '好！各方面都让人满意！出差佛山首选！郑重推荐！', '短评打分': 5}
{'短评内容': '酒店不错性价比高，值得推荐！！\n下次还住这家新开酒店', '短评打分': 5}
{'短评内容': ' 环境不错，房间有点小！地理位置很好', '短评打分': 3}
{'短评内容': '各方面都非常满意，住的特别好，以后还是住这个酒店', '短评打分': 5}
{'短评内容': '好，好，好，好，好，好，好，好好，好，好，好好，好，好，好', '短评打分': 5}
{'短评内容': '不错，房间很好,价格还好，就是门口外的保安态度差,', '短评打分': 5}
{'短评内容': '非常好的酒店，我的至爱！尤其人员服务水平非常值得一赞！', '短评打分': 5}
{'短评内容': '佛山出差的第一选择，各方面都非常好，现在也升价了，如果保持原来价格水平更好！', '短评打分': 5}
{'短评内容': '酒店大堂，确实需要更改一下，楼上上班的也从那里路过的确不方便，同时，酒店前台需要提高一下', '短评打分': 1}
{'短评内容': '房間佈置溫罄精緻,也十分新淨,略嫌面積有點狹小,走廊設計也頗具五星級酒店的風範,但接待處的位置及設計就頗為敗筆,總體說我仍然推介,相信亦會再光顧。', '短评打分': 5}
{'短评内容': '我一直很中意的酒店，各方面都觉得很不错，尤其爱吃这边的早餐！', '短评打分': 5}
{'短评内容': '交通便利，挺不错的一家酒店。员工服务态度很好，住的很舒服！', '短评打分': 5}
{'短评内容': '每次在佛山出差都是住该酒店，整体环境很好，而且酒店所在大楼开了家友谊商店，凸显身份！', '短评打分': 5}
{'短评内容': '佛山酒店中性价比很高的一家酒店，住得很舒服！', '短评打分': 5}
{'短评内容': '我出差佛山的首选酒店，住了很多次，很舒服！', '短评打分': 5}
{'短评内容': '很不错的酒店，房间设施新，离祖庙近，服务比较好，', '短评打分': 5}
{'短评内容': '从酒店外面可以看到佛山夜景，但是房间内的东西质量确实感觉很一般，毛巾等等质量都很差，跟酒店档次不能匹配，早餐简直就是胡闹，', '短评打分': 1}
{'短评内容': '对于这家酒店的印象，除了地理位置优越以外，真的没什么好的，大堂位置难找，房间很狭小，里面家具很不搭配，好像从地摊上找来的', '短评打分': 1}
{'短评内容': '酒店的洗衣服务需要改进，正常的情况第一天送洗，第二天才能拿到。太慢了', '短评打分': 3}
{'短评内容': '酒店比较整洁，前台不容易找到。房间干净，但是有些下水的气味，可能是雨天吧!', '短评打分': 3}
{'短评内容': '酒店硬件还行，就是当晚住的房间烟味很大，房间小了点。 \n', '短评打分': 5}
{'短评内容': '位置很不错，离汽车站 地铁都很近 房间也挺精致的', '短评打分': 5}
{'短评内容': '房间设计很别致，地理位置及环境很好。楼下是友谊，附近就是车站和百花广场，购物、吃饭都挺方便的，主要是住起来很舒服。感觉有5星标准了！', '短评打分': 5}
{'短评内容': '感觉还不错，设施都较新，早餐还可以，能接受的范围', '短评打分': 5}
{'短评内容': '很不错\n交通方便 环境不错 酒店很新 早餐马马虎虎\n性价比还行 在佛山\n\n\n', '短评打分': 5}
{'短评内容': '看前台就那样了，房间意外的还可以，值这个价', '短评打分': 5}
{'短评内容': '酒店很新，房间不错，大小和设施都很好，就是大堂在楼上而且很小。如果不介意大堂的话，是很好的选择。性价比高', '短评打分': 5}
{'短评内容': '每次來佛山都會住這裡 蠻好的 很新 早餐很豐富', '短评打分': 5}
{'短评内容': '性价比不是很高。不过也很难找到更cheap的酒店了。。总体还好吧。。有budget就不用住这里', '短评打分': 1}
{'短评内容': '酒店硬件还可以，房间有点小，大床也有点不够长。', '短评打分': 3}
{'短评内容': '这个酒店不错', '短评打分': 3}
{'短评内容': '最近在装修，从地下停车场提着很重的行李箱到二楼的大堂（电梯不开）。房间也不大。', '短评打分': 1}
{'短评内容': '因为酒店外围正在装修，比较杂乱，其他都还不错，可以接受，以后还会入住。', '短评打分': 5}
{'短评内容': '市中心地段, 地鐵站旁邊, 高層景觀好, 合理價錢, 值得推介面.', '短评打分': 5}
{'短评内容': '已经入住过几次了，还不错，性价比还比较高。', '短评打分': 5}
{'短评内容': '这个酒店的性价比太好了，入住佛山酒店的第一选择！', '短评打分': 5}
{'短评内容': '佛山出差入住的第一选择，非常好!各方面都很满意！', '短评打分': 5}
{'短评内容': '还好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '房間乾淨舒適,設備新穎好用,但早餐品質不好,晚點去時都沒有再補充', '短评打分': 5}
{'短评内容': 'very good！i will stay this hotel next time！happy here！', '短评打分': 5}
{'短评内容': '新酒店，交通方便，房间干净，早餐也不错，性价比感觉超高', '短评打分': 3}
{'短评内容': '我的最好选择，去了佛山禅城就一定住该酒店，觉得所有都好！住的舒服，办事方便！附近还有商业街逛，舒服！', '短评打分': 5}
{'短评内容': '性价比高的一家欧式装修风格酒店，住的舒服，吃的舒服！隆重推荐！交通方便，近地铁，公交、打的都容易！逛街也方便，离祖庙近！', '短评打分': 5}
{'短评内容': '还可以，但就是早餐的款式比较少，来来去去都是那几样；房间订餐服务，按话机上面的按键是没人接听的，只能通过前台转接', '短评打分': 5}
{'短评内容': '环境挺不错的，房间布置很有气氛，服务态度较好。。。。。。。而且酒店内的设施较为齐全。会想朋友推荐的！！！', '短评打分': 5}
{'短评内容': '非常好！早餐挺丰富，好吃！闹中带静，周边就祖庙，很好！', '短评打分': 5}
{'短评内容': '性价比非常高，交通便利，住的很舒服！非常值得入住！', '短评打分': 5}
{'短评内容': '不错。。。。干净。。。就是早餐选择太少 。。下次还会再来', '短评打分': 5}
{'短评内容': '房间还可以；早餐的品种太少了，来来去去就那几种；办理入住或退房的速度都不错；就是第一天入住的时候，由于房门口的房号没在地面上显示，而且整层都找不到服务员。这个需要改一下。', '短评打分': 5}
{'短评内容': '前台服务员素质太一般了，称不上4星的标准，房间虽然还不错，但是配套太差！', '短评打分': 1}
{'短评内容': '每次來佛山都住這間 蠻好的 早餐變好了 退房很慢 ', '短评打分': 5}
{'短评内容': '不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '新酒店，房间面积较大，就在市中心，出去购物方便。', '短评打分': 5}
{'短评内容': '我在佛山出差的必然选择，各方面都非常值得入住！', '短评打分': 5}
{'短评内容': '非常喜欢该酒店，每次在佛山出差就是该酒店，很舒服！', '短评打分': 5}
{'短评内容': '隆重推荐，位置好，近祖庙，交通方便，性价比高', '短评打分': 5}
{'短评内容': '地理位置好，早餐丰富，整体住的非常舒服！', '短评打分': 5}
{'短评内容': '住过很多次了，就是觉得非常舒服，酒店现在也有全天的餐厅了，但这里提个建议：餐厅服务人员的素质有待提高！', '短评打分': 5}
{'短评内容': '佷干净，房间硬件不错，电视节目再多点就好了。早餐可以。', '短评打分': 5}
{'短评内容': '每次來佛山都會住這家 乾淨舒服 只是早餐有代加強 交通方便 就在百花廣場旁', '短评打分': 5}
{'短评内容': '酒店配套设施很差，不及4星的标准，前台接待英文水平很差，服务一般，除了房间还是挺新的，其他各方面不值这个价。', '短评打分': 1}
{'短评内容': '早餐大改良，感觉不错。洗手间清洁需要加强，地面有尿迹及尿臭味。', '短评打分': 5}
{'短评内容': '酒店挺漂亮的，喜欢！早餐更丰富就更好了！', '短评打分': 5}
{'短评内容': '31楼的早餐更差了！具体：\n1、服务素质低劣，竟有每个客人只能喝三杯，第四杯要收费的说法，实在匪夷所思！\n2、食物品种少而不精，咖啡很好，但不够热。', '短评打分': 5}
{'短评内容': '酒店硬件设施非常好！值得推荐！是我去非常喜欢的酒店。', '短评打分': 5}
{'短评内容': '很不错的酒店，建议房间增加一个体重秤和三个裤夹。', '短评打分': 5}
{'短评内容': '入住两次了，感觉很好的酒店，建议酒店房间增加一台体重秤和咖啡就更好了！', '短评打分': 5}
{'短评内容': '＋房间布置的风格是我大爱！喜欢', '短评打分': 3}
{'短评内容': '很不错的酒店！', '短评打分': 3}
{'短评内容': '很不错了酒店，方便，干净，性价比高，先住了两天，又住了三天，下次来还住在这里。。。', '短评打分': 5}
{'短评内容': '新酒店，还不是四星吧，交通方便，还不错，再住3天。', '短评打分': 5}
{'短评内容': '本酒店不错，干净，安静，时尚，性价比高，可是美中不足的是，我的房间空调噪音很大，下次还住。', '短评打分': 5}
{'短评内容': '萊佛山出差都住這家 蠻不錯\n只是這次退房的時間太久了 花了30分鐘', '短评打分': 5}
{'短评内容': '总的来说,性价比还可以.但还有改进的地方. \n\n硬件方面:\n窗帘盖不住整个窗户,而且两面都有镜子,一大清早即使完全拉上窗帘,阳光都会由两面镜子边透进来,根本不能安睡.\n电视虽然是32吋LCD,但最重要是可以看什麼频道;身在广东居然没有珠江体育频道及香港翡翠台,但郤有两个泰语台,十分奇怪.\n\n软件方面: \n整个房子只有4分1卷厕纸,房内没有其他面纸,紧急需要时难道用毛巾?\n前台接待员笑容需要加强,但', '短评打分': 5}
{'短评内容': '不错，下次还会来', '短评打分': 3}
{'短评内容': '位置十分便利，周边都是不错的酒店。目前他们自己的餐厅还在装修，外送来的早餐貌似不佳，所以没在那就餐。', '短评打分': 5}
{'短评内容': '我一直非常隆重推荐的性价比很高的一家酒店，住的非常舒服！', '短评打分': 5}
{'短评内容': '酒店蠻新的 交通方便 (就在百花廣場旁)', '短评打分': 5}
{'短评内容': '酒店还不错, 比较新, 但是, 现在的交通实在是不好, 上下班高峰期间, 根本就没有办法打车', '短评打分': 5}
{'短评内容': '这家酒店交通方便, 環境舒適.\n酒店位於商業大樓內, 所以開始時會比較難找!', '短评打分': 5}
{'短评内容': '定的是怡景商务房，房间很大，床更是超级大，估计都不止2米宽，浴缸也很大很舒服。值得推荐。唯一可惜的是，酒店自身的配套设施较少。', '短评打分': 5}
{'短评内容': '房间很好，早餐很差。', '短评打分': 3}
{'短评内容': '一直都支持该酒店，欧式风格，房间布局很好，有家的感觉，性价比高，值得推荐。', '短评打分': 5}
{'短评内容': '酒店在佛山酒店聚集中心,离祖庙地铁站步行大约5分钟路程.酒店洗手间装修特别,卫浴在不同区域.层高不高,早餐简单到不如快捷类酒店.', '短评打分': 5}
{'短评内容': '酒店较新，地段好去哪都方便，就是搞卫生的不细心，床头柜的抽屉里竟然有一堆空药瓶', '短评打分': 3}
{'短评内容': '环境好,酒店很舒适.', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '酒店注重细节，很干净舒适，性价比高，推荐。', '短评打分': 3}
{'短评内容': '酒店非常好，房间很大，装修风格简约大方，室内用品如浴巾等质量也好。距离佛山汽车站打车10元钱以内，祖庙和广佛线车站步行即到，非常方便。早饭虽简单，感觉还好。只是饭厅太小，酒店人员讲正在装修，以后会改进，可以理解。唯一不满意的是房间服务员的清洁整理，用品的添加，应该按照酒店规定去做。在这里诚意向大家推荐，只要不涨价，以后还会去住的。', '短评打分': 5}
{'短评内容': '服务态度奇差无比，自以为生意不错，服务态度不敢恭维。建议大家不想受气的话就不要住这家酒店.', '短评打分': 1}
{'短评内容': '一直认为平谦是性价比超高的一家酒店，装修风格舒适，服务业很好，绝对值得一住！', '短评打分': 5}
{'短评内容': '非常值得推荐的一家性价比很高的酒店，装修新，服务好！', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店不错，位置也很好！下次到佛山还会住这里。', '短评打分': 5}
{'短评内容': '迷你型四星酒店，交通还方便，价钱有点小贵了', '短评打分': 5}
{'短评内容': '挺干净的`设施也都挺好``床很舒服呵``比我家那边的4星的床还舒服```服务也挺不错的``总体都挺满意``就是所有房型都没电脑```这次自己没带电脑`挺不方便的``', '短评打分': 5}
{'短评内容': '住了一个星期 酒店看上去是个办公楼 但是进房间后很不错的 落地窗 对着就是市中心的百花广场 而且边上就是祖庙车站 强烈推荐！！', '短评打分': 5}
{'短评内容': '地理位置很好，酒店虽然门脸难找，不过里面设施还是很新，很不错的选择', '短评打分': 5}
{'短评内容': '昨天没有预订住到该酒店，很遗憾，去了附近另一家酒店，同样的价格，但比平谦差远了。', '短评打分': 5}
{'短评内容': '在佛山出差住了一个星期，房间很不错的，就是酒店外观看上去不是很显眼，不过拉开落地窗的窗帘就能看见闹市区不错，下次来佛山还会住这里。', '短评打分': 5}
{'短评内容': '房间精致,早餐也不错,忘了拿包服务员及时帮我保存起来,很好', '短评打分': 5}
{'短评内容': '房间比较精致，但比较小，楼层很高，进出酒店的时间比较长，周边吃饭好像不是很方便。', '短评打分': 5}
{'短评内容': '位置便利，去佛山其他乡镇都挺方便，服务很好，设施一流！', '短评打分': 5}
{'短评内容': '好！好！好！好！好！性价比超高！感觉非常舒服！', '短评打分': 5}
{'短评内容': '酒店非常不错，但是就是比较新装修的味道比较浓', '短评打分': 5}
{'短评内容': '酒店房间的确很精致啊,当然价钱能再优惠点就更好啦', '短评打分': 5}
{'短评内容': '酒店位置很好交通方便。房间很清洁卫生。為一缺点早餐很間单。', '短评打分': 5}
{'短评内容': '很不错的酒店，地段应该算比较热闹的，离祖庙很近，附近还有宝芝林。。。设备设施都很新，房间也蛮大的，房间布置有点欧式的感觉，走进来就觉得很舒服。住了30楼的房间，晚上透过大大的落地窗看出去就是车水马龙的街景，视野不错~不过目前餐厅只提供早餐，中午和晚上就没东西吃了。出差自住都很适合。', '短评打分': 5}
{'短评内容': '酒店很干净，欧式风格；位置很好，附近全是酒店，临近祖庙汽车站、地铁站；价格适中，适合商务出差；不足的地方是早餐品种很少，餐厅由房间改造而成，地方狭窄', '短评打分': 5}
{'短评内容': '大堂环境差了些，房间的舒适度也很一般.位置还好挺方便出行的.其它各方面还算不错.', '短评打分': 5}
{'短评内容': '酒店装修不错，感觉舒适，私密性也很好。就是前台的工作效率还有待提高。', '短评打分': 5}
{'短评内容': '已入住平谦精品酒店', '短评打分': 3}
{'短评内容': '太偏僻了！那天晚上整栋楼就一个值班的服务员。晚上到的酒店，没有吃的，没有喝的。也无处可买吃喝。\n早点餐厅非常难找，几乎是九转十八弯才找到餐厅。早餐除了鸡蛋，几乎没啥可吃的。\n这个酒店非常不值。', '短评打分': 1}
{'短评内容': '这是第二次入住这酒店了。很不错的，性价比挺高的，地点也很好。就是早餐的品种尚待改善。', '短评打分': 5}
{'短评内容': '酒店设施卫生都不错，酒店是在商业区里面晚上休息有些吵，价格也不算太贵。态度还行。', '短评打分': 5}
{'短评内容': '新开业的酒店，房间装修的还可以，比较上档次，服务很到位，房间也很干净，价格能接受', '短评打分': 5}
{'短评内容': '酒店不错，设施很新，不太好找，早餐有点简单~~~', '短评打分': 5}
{'短评内容': '酒店条件不错，就是停车不是很方便，室内服务很好，而且服务人员态度也很热情.', '短评打分': 5}
{'短评内容': '之前已经住过，也评论过，所以这次过来就肯定住平谦了，位置好，交通方便；性价比高，住得舒服。', '短评打分': 5}
{'短评内容': '酒店位置还行挺方便，房间还是挺满意里面环境挺好的，价格还是能接受的。', '短评打分': 5}
{'短评内容': '房間設計新式,整潔舒適,枕頭軟硬適中,前枱服務員有禮貌,房租價錢合理,位置方便,值得推薦.', '短评打分': 5}
{'短评内容': '该酒店位于佛山市区祖庙附近，位置非常优越，交通方便，公交、地铁、打的都很便利；酒店装修很有特色，环境很好，住得舒服；酒店只有早餐，环境有点小，而且没有订餐，这方面不大方便；酒店服务态度不错，个人感觉挺好。总之，该酒店性价比较高，值得一住。谢谢！', '短评打分': 5}
{'短评内容': '新开的酒店，非常新， 但是服务需要跟进！', '短评打分': 5}
{'短评内容': '房间不错，布置的很温馨，厕所和淋浴间是分开的。那里停车也方便，在市中心，旁边步行5分钟就可以到百花购物广场。唯一缺陷，为什么我定了一个大床房，而且入住也是2个人，只给我一张早餐券。。。害我3天都没尝试那里的早饭。', '短评打分': 5}
{'短评内容': '入住这家酒店有点令我惊喜，因为这是家新开的酒店，没有什么住户评论。但是当我踏入这家酒店，前台和客房的服务都出奇的好，酒店位置也是位于佛山蝉城区中心，离百花广场走路5分钟都不到，离祖庙走路10分钟都不到。门口公交，长途车站和出租车都很容易叫到。房间设施也很好很新，房门口房号牌很新意地用投影射在门口地毯上，抽水马桶和淋浴洗手盆都是独立分开设计的，而且都是科勒。如果说要挑刺的话，唯一不足的是我入住的25', '短评打分': 5}
{'短评内容': '这新开的酒店总体不错。性价比挺好，地点也很好，在瑞士酒店对面，可以住在这里而到瑞士酒店使用其他设施。值得推荐。', '短评打分': 3}
{'短评内容': '新酒店，非常不错，唯一不足是早餐比较简单', '短评打分': 5}
{'短评内容': '房间的设计和设施都很贴心很温馨，比佛山宾馆还要好，而价钱是佛宾的一半！\r\n热水壶是青花陶瓷的，不是不锈钢或塑料的，很有佛山特色的喔。', '短评打分': 5}
{'短评内容': '+酒店还不错', '短评打分': 5}
