{'短评内容': '服务好，房间舒适满意', '短评打分': 5}
{'短评内容': '交通非常方便，离地铁口很近。购物餐饮也很好。挺惬意的。房间很大，舒服。室内卫生要是再好一点就完美了', '短评打分': 5}
{'短评内容': '酒店很安静', '短评打分': 3}
{'短评内容': '如果你有行李，需要出门打的话。千万不能住这个酒店。门外没有出租车为你停车。酒店也不管，只是告诉门外的几个站在路边的执勤的人帮着拦车。可惜的是，4，5 辆出租车司机看看我们，转头就溜了。\n\n我们只好推着行李走路到地铁站。如果是赶飞机话。飞机早就开了。真是无法理解。下次回国看来只能住在机场附近了。回国来回跑十几年，这是第一次碰到。竟然是在首都北京西单闹市区。', '短评打分': 1}
{'短评内容': '酒店感觉还不错，可以做饭，房间挺大，是不错的选择。', '短评打分': 3}
{'短评内容': '很不错，去北京以后就住这个了，套房环境没的说~~~', '短评打分': 5}
{'短评内容': '酒店很干净也很安静，环境舒适、交通方便，非常好，商业中心', '短评打分': 5}
{'短评内容': '房间超大，标准间很舒服，就是大床间没有电视，早餐太简单。', '短评打分': 5}
{'短评内容': '地理位置很好！前台服务有待提高，设施还不错！床特别软很舒服！', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 3}
{'短评内容': '住宿环境比较好，交通有点不方便，就是价格稍微有点高', '短评打分': 5}
{'短评内容': '地理位置超级好。可以做饭，但是床比较小，也比较安静，晚上我竟然做恶梦了，下次不大敢住了。', '短评打分': 5}
{'短评内容': '房间很大，设施陈旧。最不能容忍的是，酒店的卫生状况实在令人堪忧。不推荐。', '短评打分': 1}
{'短评内容': '房间很干净，很舒适，在商业中心区居住很安静，环境很好，下次还住。', '短评打分': 5}
{'短评内容': '地点很棒哦，在西单，交通很方便。服务也很好，每天清扫房间很干净。住在11层，在阳台看9层的空中花园心情很好哦。设施很全，值得一住哦。', '短评打分': 5}
{'短评内容': '位置很好，价格有点儿高，帮朋友订的，马马虎虎...', '短评打分': 5}
{'短评内容': '确实不错', '短评打分': 3}
{'短评内容': '除了地上有点脏，优点很多。位置好，停车方便，地方大，有厨房，就是拖鞋临走才找到……应该放在醒目的位置。服务员少，早上9点就开始装修，这个有点影响睡眠。', '短评打分': 5}
{'短评内容': '其他没什么，就是最近涨价的厉害。\n\n而且商务和普通，好像就一个楼层的区别吧', '短评打分': 5}
{'短评内容': '商务套间很棒，性价比高。', '短评打分': 3}
{'短评内容': '位置很棒，卫生条件很差，床单上有头发，厨房橱柜里竟然有蟑螂。。', '短评打分': 1}
{'短评内容': '除了地点比较太乱了房间内部挺好的，服务一般。', '短评打分': 5}
{'短评内容': '之前住过，这里很舒适，下楼就可以逛街，然后也不吵，靠地铁也近', '短评打分': 5}
{'短评内容': '我自己觉得很好,离很多大广场比较近! 如果有时间来北京,我一点再来这里住,但是我觉得这里比较贵啊!', '短评打分': 1}
{'短评内容': '酒店的地理位置很好，出行很方便。酒店内环境也比较不错。值得推荐入住！', '短评打分': 5}
{'短评内容': '地理位置优越，下楼即是西单商业街；客房面积大，很舒适。值得推荐。', '短评打分': 5}
{'短评内容': '    地理位置很好，酒店房间也很大，公寓式的，蛮舒服的，就是卫生间感觉设施什么的比较旧。', '短评打分': 5}
{'短评内容': '空调声音有些大  ', '短评打分': 3}
{'短评内容': '地理位置非常好，闹中取静，客厅很方便、很实用，已经第二次入住了，很喜欢', '短评打分': 5}
{'短评内容': '非常好的酒店，很方便，下楼就是西单，基本每次都住这里', '短评打分': 5}
{'短评内容': '位置设施好', '短评打分': 3}
{'短评内容': '各方面都很好的酒店，但是此次的龙翠升级，做的有点虚伪。这房间和以前五百八的主的没区别。居然有游泳池，我住了这么多次，才在意', '短评打分': 5}
{'短评内容': '前台服务还是一如既往的差\n交通便利，地理位置比较好。总得来说性价还是蛮高', '短评打分': 5}
{'短评内容': '，己入住华威商务酒店1021房2天。房间空间很大，设施比较齐全，就是没有实用的洗衣机，有点失望，但酒店在繁华的西单，出门方便，', '短评打分': 3}
{'短评内容': '1、酒店卫生条件一般，房间标注60-75平米，但实际主要是酒店式公寓的构造，厨房和小的客厅面积占据了大部分房间面积，卧室小，空调差，卫生间条件一般，卫浴产品不好。\n2、非四星标准：人员服务不到位，交接班制度混乱，没有根据客户的特殊情况做好流程上的内部衔接，而把责任推给客户没有尽到告知义务。\n3、地理位置：那是极端的好，西单的各大商场可以1分钟到达，地铁线尽在咫尺。', '短评打分': 1}
{'短评内容': '我是2月11号入住化威商务酒店的，订的是商务套间，感觉空间比较大，干净卫生，总体感觉比较舒服，就是退房结账的速度有点慢', '短评打分': 3}
{'短评内容': '住若干次了，就是图个方便，这次忘给我水果了。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间既干净面积又大，就在西单商场旁边，购物方便，挺好的。', '短评打分': 5}
{'短评内容': '交通便利。下次还会入住。\n购物方便。\n就是不好打的。', '短评打分': 5}
{'短评内容': '房间大 ，比较安静。挺好的。\n交通也方便，就是价格比较高', '短评打分': 5}
{'短评内容': '地理位置非常方便。但如果追求舒适度的话，这个价格实在不划算了。', '短评打分': 5}
{'短评内容': '很好很方便，服务很好，忘了退订的还会打电话通知，我很喜欢', '短评打分': 5}
{'短评内容': '非常好的酒店，位置好，房间大，而且很干净，以后去北京，这是第一选择。', '短评打分': 5}
{'短评内容': '确实不错，在繁华中有如此安静的栖息场所实在是难能可贵。下次还来住。', '短评打分': 5}
{'短评内容': '本次下榻该酒店，退房时有一个小物件忘在房间，过2天发现，打电话到前台寻找，居然找到，服务非常好！还会再来的。', '短评打分': 5}
{'短评内容': '华威真是个好酒店.第一,位置好,从北京站,西站,南站来都可以乘地铁,很方便;第二,购物方便,紧邻西单商场;第三,很安静;第四,房间很大,很干净.性价比很高,下次来还会住.', '短评打分': 5}
{'短评内容': '多次入住这家酒店，闹中取静，干净安静，出行方便，非常适合居住。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '多次入住这家酒店，闹中取静，干净安静，出行方便，非常适合居住。', '短评打分': 5}
{'短评内容': '地点好。便与购物。房间大。服务好。推荐。前台服务员由于生意太好，无暇顾及其他客人。有待改进。', '短评打分': 5}
{'短评内容': '酒店地处西单商场旁，交通便利，房间为新装修，本人住的是商务大床房，房间很大，也很舒适，值得推荐', '短评打分': 5}
{'短评内容': '住好多次了,各方面都很不错,很方便................', '短评打分': 5}
{'短评内容': '地点是很好，房间也够大，有客厅和房间，是分开的。但是设施老化了，厨房的设施和冰箱都很老款，空调声音很大，网速比较慢', '短评打分': 1}
{'短评内容': '房间大，价格低，，性价比高，适合家庭旅行居住。', '短评打分': 3}
{'短评内容': '房间非常不错，有个小客厅有个小厨房很有家的感觉，各方面都不错，值得推荐，唯一不足的是有点小贵。。再优惠一点就好了。。。', '短评打分': 5}
{'短评内容': '房间面积大，购物方便，地位位置好，但房间卫生非常不好，住一两天可以。', '短评打分': 1}
{'短评内容': '非常好的酒店，处在西单这个闹市区，房间内一点嘈杂的声音都听不到。而且屋内还带有个小厨房，非常方便。每层楼进门带有密码锁很不错。以后会继续入住。', '短评打分': 5}
{'短评内容': '位于西单商业区中心，交通购物餐饮很方便，房间也很安静。', '短评打分': 5}
{'短评内容': '比想象中号，闹中取静，房间虽然小，但格局还算新颖合理。就是前台服务人员态度很冷淡，说话也不热情。', '短评打分': 5}
{'短评内容': '这个酒店挺方便，就是最近涨价了', '短评打分': 3}
{'短评内容': '\u3000定房后又打电话到酒店要无烟房并咨询付款问题，预定部一直很耐心解决问题:-)', '短评打分': 3}
{'短评内容': '房间大,旧了点', '短评打分': 3}
{'短评内容': 'VIP房配套设施有待提高，919房浴缸塞子有问题没能得到解决。', '短评打分': 5}
{'短评内容': '去北京的定点饭店，除了打车少有不便之外，其他都非常的棒。', '短评打分': 5}
{'短评内容': '地处闹区，酒店却十分安静。 硬件设施优良', '短评打分': 5}
{'短评内容': '在相对的地段,性价比还是高的,就是在有些时段打车比较难', '短评打分': 5}
{'短评内容': '什么都不错，唯一就是打车有点不方便。我不止一次入住了', '短评打分': 5}
{'短评内容': '已经住过好多次了，以后还会住，去西单很方便。', '短评打分': 5}
{'短评内容': '地理位置好，出行方便。\n但房间设施老化，服务一般', '短评打分': 1}
{'短评内容': '位置便利，公交地铁均较近。\n酒店管理严格，上楼后还有密码门。\n套间不错，只是卧室没有电视。\n酒店餐厅不设晚餐，缺陷。好在附近餐厅很多。', '短评打分': 5}
{'短评内容': '，酒店未按预订房型提供房间、不收支票、不能刷卡，只收现金，而且不按订房金额收费。房价四千多点，要交七千预付。太差了。', '短评打分': 3}
{'短评内容': '离西单地铁H东北出口和B出口都很近，一出地铁口就能看到顶楼高高的招牌，在西单商场旁边，附近吃的也很多，公交也很便捷，房间挺大的，设施一应俱全，热水随时都有，晚上泡澡消除了一天的疲劳，还可以自己做食物，下次来北京旅游还准备住华威酒店。', '短评打分': 5}
{'短评内容': '酒店不错，住的是商务套间，很干净，最主要是地段好，交通非常方便，下次去北京我想还会选这家的。', '短评打分': 3}
{'短评内容': '优点：酒店位置较好，离大悦城、西单地铁站B出口一步之遥，交通购物十分方便；酒店客房楼层较高，闹中取静；房间面积较大，均属套房类型，热水充裕，价格公道\n缺点：酒店灰尘较大，空调声音较大', '短评打分': 5}
{'短评内容': '交通很方便，周围也很繁华！', '短评打分': 3}
{'短评内容': '真的很不错的真的很不错的真的很不错的真的很不错的', '短评打分': 5}
{'短评内容': '位置不错，挺干净舒适的，带着孩子住真不错，空间大，购物出行都很方便，就是588和458的价格房间好像差不多，不过下次来还会住这的', '短评打分': 3}
{'短评内容': '酒店不错，服务可以。', '短评打分': 3}
{'短评内容': '非常超值的酒店。房间很大，设施齐全，还有洗衣机；在西单购物中心的9——11楼，交通、购物、旅游都非常方便。特别适宜家庭或商务住宿。', '短评打分': 5}
{'短评内容': '非常方便·， 只是打车不太方便， 但是门童很好。 房间很大·， 地板很脏， 毛巾呈上用品干净，， 电视很旧。 ', '短评打分': 5}
{'短评内容': '位置不错 周围有吃的有逛街的 房间挺大的 干净 就是浴室没那么新', '短评打分': 5}
{'短评内容': '酒店很好，还有音响，里面的CD 还蛮好听的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间很大，一室一厅，适合一家出行或多位朋友聚会。楼道很宽，但是房间有点装修的味道，靠里面的房间能闻到楼下麻辣香锅的味道。9楼有餐厅，但是没有晚餐。但是就在大悦城的对面，旁边有金库KTV，逛街特别方便。', '短评打分': 5}
{'短评内容': '酒店房间干净、舒适，带一点复古的装修让人看着舒服，服务人员态度不错。地理位置很好，吃饭、购物很方便！如果下次去一定会考虑还住这家！', '短评打分': 5}
{'短评内容': '地点很好。位于北京最中心的位置，吃喝玩乐都很方便，就是停车比较纠结。呵呵。酒店房间也很有特点。还有就是安全，完全没问题。踏实。还会再去。', '短评打分': 5}
{'短评内容': '华威商务酒店的服务很好。房间设计的也很好。', '短评打分': 3}
{'短评内容': '很便利的交通，宽敞的客房，但客房内的设备稍为旧了一点，灯光要能光亮些会更好，总体的感觉还是满意的。\n可改善的是，网络如果能用无线网络WIFI会更好，因为现在大家都用ipad ,iphone啊！', '短评打分': 5}
{'短评内容': '酒店环境不错。但房间无线上网折腾好久。', '短评打分': 3}
{'短评内容': '很好，面积大，还带厨房间，适合家庭入住，地理位置也非常好，逛街方便，设施也不错，挺舒服。下次还来。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店条件不错，低点位置好，服务周到，正好下雨，借酒店一把伞，忘在朋友家了，退房时，没有扣款，我们取行李时，归还了酒店。', '短评打分': 5}
{'短评内容': '华威不错', '短评打分': 3}
{'短评内容': '这是我第一次网上购物得到老公好评了，呵呵。位置好得没话说，二台到天安门，四站到北京南站，周边无数商场百货店，对面居然有小商品市场，呵呵。房间大的没话说，我还看到有人自己做饭，冰箱，微波炉，电磁炉之类很全', '短评打分': 5}
{'短评内容': '朋友住得，回来说还是不错的，价位嘛还是可以接受滴', '短评打分': 5}
{'短评内容': '虽然酒店的设施比较陈旧,但各种房型还是较全的,服务也很周到,但还需要提高,因我订房时间比较早,结果服务员没有找到我的资料.可还是很快就安排好了房间.离3号航站楼也只有不到10分钟的路程,很方便.如果有机会还是会入住的.', '短评打分': 5}
{'短评内容': '来北京一直住这，位置很好，逛街很方便，房间也很大，在西单附近的话价格也可以', '短评打分': 5}
{'短评内容': '套房式的房间很不错，价位在西单这地儿算好的了，对面就是大悦城，离地铁站也很近，出行很方便，房间设施稍微旧一点，不过干净是很干净，没问题。', '短评打分': 5}
{'短评内容': '干净、安静的环境，地理位置不错，服务态度不错。很温馨，还住。', '短评打分': 5}
{'短评内容': '很大，70多平米，有房有厅，适合带孩子出行的朋友，设施很全。\n位置很好，在西单商业区，很好找，交通极其方便，且闹中取静，晚上睡觉不受到任何干扰，没有小广告哦。\n唯一不足家具什么的有点旧了，但都比较干净，总的性价比来说是很不错的。推荐。', '短评打分': 5}
{'短评内容': '大堂很小，不过房间挺大。服务态度一般，但是地理位置很好，就是打车不太方便，北京很多出租车司机拒载，缺德！！如果带着孩子，推荐住在这里。我带着三个孩子，住得很舒服，房间面积很大，孩子们很喜欢。下楼就是闹市区，买东西很方便。总体来说，很值得推荐，性价比不错！', '短评打分': 5}
{'短评内容': '闹中取静，安全舒适。犹如回家温馨之感受。购物、饮食非常方便。每次上北京出差，我均首选“华威”！我是“华威”的老顾客了。', '短评打分': 5}
{'短评内容': '挺好的，很热闹的地段。很方便\n\n酒店各方面都很干净。而且空间很大', '短评打分': 5}
{'短评内容': '在北京属于地理位置好的酒店,很方便,性价比不错', '短评打分': 5}
{'短评内容': '地理位置非常优越，适合购物和游览，去机场和火车站的交通很方便。', '短评打分': 5}
{'短评内容': '已经多次入住了，非常好，和在自己家的感觉一样。', '短评打分': 5}
{'短评内容': ' 和往常一样好，健身房希望可以免费开放。', '短评打分': 3}
{'短评内容': '地理位置很好，购物十分方便.房间干净，服务不错，房间较大，设施比较完备，缺点是浴室花洒水量少。强烈推荐。', '短评打分': 5}
{'短评内容': '酒店服务很好，里外套间，生活很方便。关键是在繁华商业区，出行购物，就餐超级便利。闹中取静，好评！', '短评打分': 5}
{'短评内容': '  地理位置很繁华，房间也很宽敞，卫生条件也很好。建议多提供些晚上订餐服务。', '短评打分': 5}
{'短评内容': '很适合商务人士入住，酒店位于闹市，出行方便', '短评打分': 5}
{'短评内容': '房间挺好的，地理很方便，就在大悦城对面的巷子里面。', '短评打分': 5}
{'短评内容': '我是第一次入住该店，感觉不错，性价比高。', '短评打分': 3}
{'短评内容': '一直住这，感觉不错，房间比较大，以这么方便的地理位置看价格也不算高，房间内的基础设施就是电视旧了点', '短评打分': 5}
{'短评内容': '感觉是西单地区性价比最好的酒店式公寓.房间宽敞,舒适.很不错.', '短评打分': 5}
{'短评内容': '前台应该表扬下，朋友把房卡带走，居然没扣钱~~~', '短评打分': 5}
{'短评内容': '建议抓紧重新装修，已经相当陈旧啦~不过好在服务尚可~', '短评打分': 5}
{'短评内容': '交通方便，开车不便。服务尚可，就是要被糖水还要收5元，另外加收15%服务费~~~~', '短评打分': 5}
{'短评内容': '位置好，逛街很方便，室内环境也不错，干净卫生', '短评打分': 5}
{'短评内容': '室内环境不错，干净整洁，住的是一室一厅的套间，价格也可以接受', '短评打分': 5}
{'短评内容': '商务酒店，宽敞舒适。位于西大购物中心区，面对大悦城。', '短评打分': 5}
{'短评内容': '环境很好，购物方便。', '短评打分': 3}
{'短评内容': '房间大有气派适合商务旅行，很值得推荐，周围适合购物', '短评打分': 5}
{'短评内容': '再次帮朋友订的，价格比上次高了些，不过朋友还是比较喜欢，就是打车不方便', '短评打分': 5}
{'短评内容': '价格是特惠价格是不错的，但房间设施一般，早餐太简单了。丰富一点会更好。希望下次订有此优惠。', '短评打分': 5}
{'短评内容': '服务还不错，硬件离4星比较远，应该在3星得水平哦。周边购物餐饮都方便', '短评打分': 5}
{'短评内容': '方便，冷气足，第一次不是太好找，主要是入口不显眼。设施有点旧，不过还算环保啊~总体还不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '对华威商务酒店各个环节都很满意,唯一就是第一次到店里比较不方便寻找.', '短评打分': 5}
{'短评内容': '酒店设施很贴心，位置极佳，出行非常方便，酒店人员服务态度也很好。喜欢这家公寓式酒店，下次出差还会选择住这里。', '短评打分': 5}
{'短评内容': '房间都是套间，在西单这个地方，性价比很高，值得推荐', '短评打分': 5}
{'短评内容': '酒店地点非常好，服务也可以，购物非常方便楼下就是商店。唯一希望改进就是尽量分开吸烟和不吸烟区。虽然我订的是非吸烟区，但仍然闻到较浓的烟味。以后还会再订。', '短评打分': 5}
{'短评内容': '环境不错，房间很大，地段很方便，公共交通系统很便利，就是出租车少', '短评打分': 5}
{'短评内容': '今天去了大悦城酒店公寓，跟这里比了一下，华威确实有点旧了，但是还是蛮干净的，而且胜在房间是套件，价格也便宜了很多，还是很值得推荐滴', '短评打分': 5}
{'短评内容': '今天换了个标间双床房，感觉更好了点，房间大了好多。房间很安静，而且下楼购物逛街吃饭都很方便，值得推荐', '短评打分': 5}
{'短评内容': '很不错的一家酒店，在西单这个位置性价比算很好了，套间很舒适，但是大床房是一米五的有点不爽', '短评打分': 5}
{'短评内容': '购物吃饭交通便利，虽处闹市区但房间超级安静，美中不足是房间装修和设施过于阵旧~', '短评打分': 3}
{'短评内容': '安静、居住环境好,但设施落后。', '短评打分': 3}
{'短评内容': '除了停车不方便外，建议将空中花园设成开放式的咖啡厅。', '短评打分': 5}
{'短评内容': '地理位置很好，不管是饮食或者SHOPPING，都很方便，酒店环境也不错，住得很开心~', '短评打分': 5}
{'短评内容': ' 极好的位置 不错的早餐 一般的服务', '短评打分': 3}
{'短评内容': '酒店挺高档，朋友住的感觉挺好，希望广大朋友都来支持，呵呵', '短评打分': 5}
{'短评内容': '已入住，比较好。', '短评打分': 3}
{'短评内容': '住过几次了，各方面觉得都不错，以后还会住。', '短评打分': 5}
{'短评内容': '酒店处于北京繁华地段，非常方便，房间很好，挺安静的。', '短评打分': 5}
{'短评内容': '酒店房间宽敞舒适，居家感觉好，很不错。大家可以感受感受。', '短评打分': 5}
{'短评内容': '酒店超级棒，位置很好，房间象居家一样，下次再来。', '短评打分': 5}
{'短评内容': '北京繁华地段，经济实惠，很好，会向朋友推荐。', '短评打分': 5}
{'短评内容': '没想到这酒店还挺经济实惠的，出行方便，下次还来。', '短评打分': 5}
{'短评内容': '酒店位置很好，吃饭出行十分的方便，下次还来。', '短评打分': 5}
{'短评内容': '帮客户订的，客户评价满意。交通也比较方便！', '短评打分': 5}
{'短评内容': '酒店装修很好，就像家那样。位置很好，就在大悦城对面，而且也不吵。', '短评打分': 5}
{'短评内容': '推开房门的瞬间有被震撼到 很大的套房 冰箱 微波炉等各种设施很齐全 房间很大 很喜欢', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '真的很不错，闹中取静，在9楼楼顶上居然有个空中花园，早上起来散散步，很舒服啊~~', '短评打分': 5}
{'短评内容': '房间不错，挺干净的，位置好，没有噪音', '短评打分': 3}
{'短评内容': '不错，酒店内房间较大，布置一般，满足我个人的需求。\n酒店周围交通、购物非常方便。', '短评打分': 5}
{'短评内容': '酒店感觉还不错，虽在闹市却也安静，比想想中的要好', '短评打分': 5}
{'短评内容': '酒店所处位置诱人，交通便捷，房间安静，宜居。', '短评打分': 5}
{'短评内容': '干净卫生舒适', '短评打分': 3}
{'短评内容': '不错啊，向大家推荐，距离很近很方便啊！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '环,境好', '短评打分': 3}
{'短评内容': '总体不错，就是淋浴头不太舒服！', '短评打分': 3}
{'短评内容': '＋大厅比较小，前台不会笑让人不舒服…入住的商务套房不错！地处闹市，方便！', '短评打分': 3}
{'短评内容': ',已入住,很满意,谢谢!', '短评打分': 3}
{'短评内容': '房间挺干净，床也还行，总体性价比还算可以吧。', '短评打分': 3}
{'短评内容': '酒店在北京物有所值，房型大', '短评打分': 3}
{'短评内容': '位于西单最繁华地段，楼下就是很多百货商场，上楼后却十分安静。是个闹中取静的好地方。', '短评打分': 5}
{'短评内容': '酒店不错，大堂改造了，形象好多了。性价比高，还会来住。', '短评打分': 5}
{'短评内容': '卫生间的地面可能是留有一些水泥印感觉不干净，地板有不少地方鼓起来了，一开窗户就可以闻到下面有火锅店，大床是两张单人床拼在一些的，睡觉时感觉是架空了一样。', '短评打分': 1}
{'短评内容': '出门方便，设施旧了点。地库可以优惠停车,但如果提前离店车费不退。', '短评打分': 5}
{'短评内容': '酒店就在西单，购物非常方便。房间很大，是套间。服务还不错。总体上对得起它的价格。', '短评打分': 5}
{'短评内容': '第二次住了，觉得还可以吧，位置好，去西单购物方便。', '短评打分': 5}
{'短评内容': '酒店设施陈旧，服务态度不好，电源插座是欧式的，不方便，要一个插线版3个小时都送不到，我只住了一晚就退房了', '短评打分': 3}
{'短评内容': '房间很大，就在西单边上，下楼就可以去逛街', '短评打分': 5}
{'短评内容': '位置非常好，房间也很大，性价比不错，就是好像没有餐厅吧', '短评打分': 5}
{'短评内容': '房间很大呵呵，就是设施陈旧，地段不错还可以吧', '短评打分': 5}
{'短评内容': '酒店大堂在装修，进出不方便，但房间内设施尚可。酒店周边环境不错，旁边是西单购物中心，比较方便。', '短评打分': 5}
{'短评内容': '酒店交通方便，房间干净整洁，还是套间，方便会客。', '短评打分': 5}
{'短评内容': '酒店很好，房间很大，很干净，还是套间呢。实在不错。周边很热闹，交通方便。', '短评打分': 5}
{'短评内容': '地理位置好，服务好，性价比好，还会入住，安静', '短评打分': 5}
{'短评内容': '总体感觉很不错，房间确实很大。浴缸也不错，水很舒服。。。。\n住的时候感觉如果小两口一起住的话 应该挺开心的。\n室内装潢稍显陈旧，不过不影响舒适。\n唯一美中不足的是服务稍差。。爱理不理的。。。', '短评打分': 5}
{'短评内容': '很好的酒店，方便实惠。交通很方便，周围都是商家，逛逛也不错哦。', '短评打分': 5}
{'短评内容': '很好啦，值得住宿。楼下的和合谷也很好，吃饭经济实惠。', '短评打分': 5}
{'短评内容': '很好。位置布局俱佳', '短评打分': 3}
{'短评内容': '空调不足,冬天很冷.其他方面不错,性价比很高,值得入住.', '短评打分': 5}
{'短评内容': '位置好，附近美女如雲，喜歡看美女的朋友可以來！', '短评打分': 5}
{'短评内容': '酒店不错，房间干净，公寓式，价格很好。可能是在装修吧，价格比较合适。', '短评打分': 5}
{'短评内容': '舒服呀！真的是很好啊！马上又会去住！每次都住那里啊！！！！！！', '短评打分': 5}
{'短评内容': '酒店一切都好，就是冬季房间太冷了，我入住后整天开空调，房间温度也就16-18度，非常低，冬季入住不舒适，这次是我第二次住该酒店，同时订了2间房，1123和1124，但两个房间号连着，距离却非常远，前台考虑不周，1123房间温度还可以，1124非常冷', '短评打分': 5}
{'短评内容': '好几次点评了，真的是很舒服啊，住得舒服，交通方便！！！', '短评打分': 5}
{'短评内容': '性价比很高的酒店 这回是第二次入住，周围交通购物相当方便 酒店卫生还可以房间还算大。', '短评打分': 5}
{'短评内容': '诚信满意。', '短评打分': 3}
{'短评内容': '很好的酒店，设施齐备，比较安静，交通方便，性价比好', '短评打分': 5}
{'短评内容': '规格很不错，也很安静，388带客厅厨房卫生间，就是比较旧的。交通很方便对面就是大悦城。', '短评打分': 5}
{'短评内容': '环境很好，很舒适！', '短评打分': 3}
{'短评内容': '位置比较好，出行，购物比较方便。环境还可以，服务态度也较好。', '短评打分': 5}
{'短评内容': '房间倒是挺大啊  不错啊  位置也很不错啊', '短评打分': 5}
