{'descr': '太差了！', 'star': 3}
{'descr': '房间太小，但是交通方便，清洁卫生，但是噪声蛮大，不过这个价位在这个位置，算是合适的了.', 'star': 1}
{'descr': '  价格还行,就是房间比较小!一个人住还是够的!', 'star': 3}
{'descr': '  价格还行,就是房间比较小!一个人住还是够的!', 'star': 3}
{'descr': '单人房一个人住还行，两个人太累了。价格实惠，好歹也在市中心。有充裕的热水资源。宽带网速不怎么好。', 'star': 3}
{'descr': '单人房一个人住还行，两个人太累了。价格实惠，好歹也在市中心。有充裕的热水资源。宽带网速不怎么好。', 'star': 3}
{'descr': '房间太小，距离崇文门很近，交通便捷。适合不太讲究，过1,2夜没问题。', 'star': 5}
{'descr': '房间太小，距离崇文门很近，交通便捷。适合不太讲究，过1,2夜没问题。', 'star': 5}
{'descr': '环境舒适', 'star': 3}
{'descr': '环境舒适', 'star': 3}
{'descr': '价格可以，服务态度好，房间挺大，只是不明白抵用消费券没有用。', 'star': 5}
{'descr': '麻雀随小五脏俱全，迷你间什么都有，24小时热水，地段也不错……卫生条件一般……', 'star': 3}
{'descr': '麻雀随小五脏俱全，迷你间什么都有，24小时热水，地段也不错……卫生条件一般……', 'star': 3}
{'descr': '门头太小的，不好找，但还算干净！这个价格在北京还是很便宜的。', 'star': 5}
{'descr': '门头太小的，不好找，但还算干净！这个价格在北京还是很便宜的。', 'star': 5}
{'descr': '舒适。快捷。', 'star': 3}
{'descr': '舒适。快捷。', 'star': 3}
{'descr': '方便，快捷！', 'star': 3}
{'descr': '方便，快捷！', 'star': 3}
{'descr': '房间有点小，但是离地铁近', 'star': 3}
{'descr': '房间有点小，但是离地铁近', 'star': 3}
{'descr': '每次来北京都住这里，便宜，地点好，卫生干净，样样具备。', 'star': 5}
{'descr': '每次来北京都住这里，便宜，地点好，卫生干净，样样具备。', 'star': 5}
{'descr': '还可以，离天安门近', 'star': 3}
{'descr': '还可以，离天安门近', 'star': 3}
{'descr': '卫生条件一般般，地上墙边会有小蚂蚁什么的；洗澡时候的水会流到外面，那个台儿不起什么作用；最重要的是，竟然没有吹风机……哭死了……总体来说对得起这个价钱，凑合一两晚还是可以的~', 'star': 5}
{'descr': '卫生条件一般般，地上墙边会有小蚂蚁什么的；洗澡时候的水会流到外面，那个台儿不起什么作用；最重要的是，竟然没有吹风机……哭死了……总体来说对得起这个价钱，凑合一两晚还是可以的~', 'star': 5}
{'descr': '房间小了点  服务还不错  有空调热水 洗澡方便 ', 'star': 5}
{'descr': '房间小了点  服务还不错  有空调热水 洗澡方便 ', 'star': 5}
{'descr': '嗯，还是比较满意的，他家三楼四楼都很好，二楼因为说是刚从别家转过来，我这次住的那间就没穿衣镜，比之前的两间感觉更狭窄一些，超~迷你的，呵呵', 'star': 5}
{'descr': '嗯，还是比较满意的，他家三楼四楼都很好，二楼因为说是刚从别家转过来，我这次住的那间就没穿衣镜，比之前的两间感觉更狭窄一些，超~迷你的，呵呵', 'star': 5}
{'descr': '干净，麻雀虽小五脏俱全啊~很满意。我住的是最小的单间，除了没有窗户，其他完全没有意见。', 'star': 5}
{'descr': '干净，麻雀虽小五脏俱全啊~很满意。我住的是最小的单间，除了没有窗户，其他完全没有意见。', 'star': 5}
{'descr': '抱歉评价晚了..三月中旬初到大同就下榻在紫玉宾馆，价位和条件都比较适合背包族的朋友，再就是前台的王小姐热情周到，对此服务我很满意。', 'star': 5}
{'descr': '比较优惠， 交通非常方便。 网速太慢，太慢， 基本不能用。 基本住一下， 问题不大', 'star': 5}
{'descr': '比较优惠， 交通非常方便。 网速太慢，太慢， 基本不能用。 基本住一下， 问题不大', 'star': 5}
{'descr': '还不错，每次来北京都住这里。', 'star': 3}
{'descr': '还不错，每次来北京都住这里。', 'star': 3}
{'descr': '和家人去同仁医院看病猪的这家酒店，在网上看了说是不错价格还是可以接受的配套设施比较齐全，有独立卫生间横沟洗澡，我定的是138元的大床房B，总体还是不错的很干净服务态度也不错，周围超市吃饭很方便的，楼下就有订火车票的，对房间面积不要求的可以推荐', 'star': 5}
{'descr': '和家人去同仁医院看病猪的这家酒店，在网上看了说是不错价格还是可以接受的配套设施比较齐全，有独立卫生间横沟洗澡，我定的是138元的大床房B，总体还是不错的很干净服务态度也不错，周围超市吃饭很方便的，楼下就有订火车票的，对房间面积不要求的可以推荐', 'star': 5}
{'descr': '很差，被子很脏睡了一晚上感觉身上好痒，卫生间好多蟑螂，设备陈旧', 'star': 1}
{'descr': '酒店位置非常好，逛街方便，吃饭方便，不错!', 'star': 3}
{'descr': '酒店位置非常好，逛街方便，吃饭方便，不错!', 'star': 3}
{'descr': '服务还可以，但宽带网速太慢，不能使用信用卡落后了，交通方便，购物也方便。', 'star': 5}
{'descr': '服务还可以，但宽带网速太慢，不能使用信用卡落后了，交通方便，购物也方便。', 'star': 5}
{'descr': '房间很小,网络速度也不给力.住普间还没地方洗澡.不好', 'star': 1}
{'descr': ' 酒店还不错', 'star': 3}
{'descr': ' 酒店还不错', 'star': 3}
{'descr': '环境还行，就是158的也没有窗户，电视机好像有些问题，不能看，也没找他们', 'star': 5}
{'descr': '环境还行，就是158的也没有窗户，电视机好像有些问题，不能看，也没找他们', 'star': 5}
{'descr': '给父母订的房间，感觉硬件条件一般，比较态度不错，交通比较方便，还算可以吧，对得起这个价格.', 'star': 1}
{'descr': '酒店很好，就是桌子好小，电视台很少…', 'star': 3}
{'descr': '酒店很好，就是桌子好小，电视台很少…', 'star': 3}
{'descr': ' 很干净，房间也不是很迷你，就是电视台比较少， 整体来说不错！', 'star': 3}
{'descr': ' 很干净，房间也不是很迷你，就是电视台比较少， 整体来说不错！', 'star': 3}
{'descr': '很便宜，对得起这个价格。位置也不错。去火车站很方便。', 'star': 5}
{'descr': '交通方便   大床房 房间有点小 但是两个人将就一晚还是可以的', 'star': 5}
{'descr': '交通方便   大床房 房间有点小 但是两个人将就一晚还是可以的', 'star': 5}
{'descr': '＋还可以吧！', 'star': 3}
{'descr': ' 有些闷,没有手机信号,其它的都还不错,适合短住.', 'star': 3}
{'descr': ' 有些闷,没有手机信号,其它的都还不错,适合短住.', 'star': 3}
{'descr': '干净卫生，交通便利，旁边有家大卖场，购物方便，服务员态度很好，很细心周到。前台态度也很好。物有所值…', 'star': 3}
{'descr': '房间干净卫生，但装修陈旧，没有公共淋雨，交通便利，繁华', 'star': 5}
{'descr': '预定的时候明明是有网线的，结果到了酒店内竟然告知网线是坏的，价格是比较便宜，但是硬件设施也够简陋', 'star': 1}
{'descr': '卫生很差，服务不好', 'star': 3}
{'descr': '普间在大同市中心来讲性价比挺高的，就是有得房间网线不好用，电源插口少，插线板不够用。', 'star': 5}
{'descr': '很不错，每次来大同都住这家！', 'star': 3}
{'descr': '刚刚入住.和网上网友们评论的一样.小的可怜.挺干净的,感觉有点热,服务态度确实有点不热情,住一晚看看再说', 'star': 3}
{'descr': '刚刚入住.和网上网友们评论的一样.小的可怜.挺干净的,感觉有点热,服务态度确实有点不热情,住一晚看看再说', 'star': 3}
{'descr': '酒店还不错，我每次出差都住这里。', 'star': 3}
{'descr': '酒店还不错，我每次出差都住这里。', 'star': 3}
{'descr': '太小了', 'star': 3}
{'descr': '太小了', 'star': 3}
{'descr': '怎么说呢，在北京崇文门附近100的价格想找个舒适的酒店似乎不太容易，这个酒店价格可以，但确实不是那么舒服。房间很小，虽然有独立卫生间，但是设施真是相对简陋啊，我住的房间水池还坏了勉强用的，洗澡热水的水压根本就不行 。房间除了床基本就没什么地方了，我放了个拉杆箱，空间就更小了。我住的房间还好有窗户，注意是朝走廊的窗户，不是朝外面的，最气人的是房间有空调，服务员说要使用需要再加10块钱！他家居然还是什', 'star': 1}
{'descr': '怎么说呢，在北京崇文门附近100的价格想找个舒适的酒店似乎不太容易，这个酒店价格可以，但确实不是那么舒服。房间很小，虽然有独立卫生间，但是设施真是相对简陋啊，我住的房间水池还坏了勉强用的，洗澡热水的水压根本就不行 。房间除了床基本就没什么地方了，我放了个拉杆箱，空间就更小了。我住的房间还好有窗户，注意是朝走廊的窗户，不是朝外面的，最气人的是房间有空调，服务员说要使用需要再加10块钱！他家居然还是什', 'star': 1}
{'descr': '还不错啦 团购很划算 房间很干净 如果有朋友去同仁医院看病的话 住在这里是不错的选择', 'star': 5}
{'descr': '还不错啦 团购很划算 房间很干净 如果有朋友去同仁医院看病的话 住在这里是不错的选择', 'star': 5}
{'descr': '的确迷你，但这价格不能要求什么。还好，关键离火车站进，休息一晚坐车方便。', 'star': 5}
{'descr': '的确迷你，但这价格不能要求什么。还好，关键离火车站进，休息一晚坐车方便。', 'star': 5}
{'descr': '除了便宜，没有优点。暖气热得要命，空调还要单独加钱。为了省钱，没办法才回来。', 'star': 5}
{'descr': '除了便宜，没有优点。暖气热得要命，空调还要单独加钱。为了省钱，没办法才回来。', 'star': 5}
{'descr': '房间可用面积太小，一张床几乎紧邻卫生间，活动空间小，如果有电脑的话基本没地方隔。这也许就是价格较便宜的原因吧。。', 'star': 3}
{'descr': '房间可用面积太小，一张床几乎紧邻卫生间，活动空间小，如果有电脑的话基本没地方隔。这也许就是价格较便宜的原因吧。。', 'star': 3}
{'descr': '地理位置好，交通方便，就是房间小，确实迷你，不过一个人住足够了。', 'star': 5}
{'descr': '地理位置好，交通方便，就是房间小，确实迷你，不过一个人住足够了。', 'star': 5}
{'descr': '确实是很迷你。。面积很迷你，桌子椅子，电视都很小。。。不过价格低，还有独立卫生间，可以洗澡。很实惠', 'star': 5}
{'descr': '确实是很迷你。。面积很迷你，桌子椅子，电视都很小。。。不过价格低，还有独立卫生间，可以洗澡。很实惠', 'star': 5}
{'descr': '房间小但是电视暖气淋浴更衣镜都很全，自带电脑可以上网，99元的价格真的很便宜，房间手机信号几乎没有，房间是刷卡式，总的来说还可以', 'star': 3}
{'descr': '房间小但是电视暖气淋浴更衣镜都很全，自带电脑可以上网，99元的价格真的很便宜，房间手机信号几乎没有，房间是刷卡式，总的来说还可以', 'star': 3}
{'descr': '酒店位置很好，在市中心，距离华严寺、九龙壁等景点很近，向东走就是大同最繁华的大西街，但问题是现在大同正在大搞建设中，大西街已经拆得破破烂烂，新建的仿古建筑又都没开张，不适宜去旅游。\n我们住的普通间是公用卫生间的，房间倒是不错，有点儿老国营旅馆的感觉，有免费wifi，但服务员听不明白什么是wifi，要问她上网密码才行。标准间据说是配备电脑的。公用卫生间不能洗澡，但是洗手池那里有热水，房间里给个盆，怎', 'star': 5}
{'descr': '房间还行，就是设施有点陈旧了', 'star': 3}
{'descr': '酒店位置很方便，离地铁也近，新世界也近，就是小点，不过短期出差，购物，游玩，对住宿要求不高，完全可以选择。', 'star': 5}
{'descr': '酒店位置很方便，离地铁也近，新世界也近，就是小点，不过短期出差，购物，游玩，对住宿要求不高，完全可以选择。', 'star': 5}
{'descr': '还好   第二次住了   但是这次房间小点   服务很不错   热水也好好   关键是交通很方便   下次还会选择', 'star': 5}
{'descr': '还好   第二次住了   但是这次房间小点   服务很不错   热水也好好   关键是交通很方便   下次还会选择', 'star': 5}
{'descr': '住的单间 算对的起价格吧 比较简单 单间没有卫生间 没有热水 水得去开水房打 ', 'star': 5}
{'descr': '挺小的  不过胜在距离闹市区较近  总体说可以吧', 'star': 5}
{'descr': '挺小的  不过胜在距离闹市区较近  总体说可以吧', 'star': 5}
{'descr': '在那样的地理位置，价格还是可以的。就是房间有点小，房间收拾的挺干净。\n要注意的就是，走廊的灯太亮了，晚上休息不好。建议，晚上12点后可以关掉几个或者换些暗些的灯泡。', 'star': 5}
{'descr': '在那样的地理位置，价格还是可以的。就是房间有点小，房间收拾的挺干净。\n要注意的就是，走廊的灯太亮了，晚上休息不好。建议，晚上12点后可以关掉几个或者换些暗些的灯泡。', 'star': 5}
{'descr': '不错，迷你酒店，物美价廉，内部环境整洁，99元的单人床房间除了无窗外没什么缺点（虽然隔音不是太好，但我的要求不高），麻雀虽小，无脏俱全了，卫生间，热水，淋浴，空调，暖气，上网都具备，非常适合节俭时尚的年轻人住，值得推荐！', 'star': 5}
{'descr': '不错，迷你酒店，物美价廉，内部环境整洁，99元的单人床房间除了无窗外没什么缺点（虽然隔音不是太好，但我的要求不高），麻雀虽小，无脏俱全了，卫生间，热水，淋浴，空调，暖气，上网都具备，非常适合节俭时尚的年轻人住，值得推荐！', 'star': 5}
{'descr': '还不错 好啊  来大同就到这里来啊 交通好  服务好', 'star': 5}
{'descr': '还不错 好啊  来大同就到这里来啊 交通好  服务好', 'star': 5}
{'descr': '一般般吧，设施旧了，卫生差点，其他还好，希望能够改善一些了，', 'star': 5}
{'descr': '一般般吧，设施旧了，卫生差点，其他还好，希望能够改善一些了，', 'star': 5}
{'descr': '便宜，位置不错，崇文门地铁站出来走个几分钟就到了。楼下饭馆、工商银行都挺方便。', 'star': 5}
{'descr': '便宜，位置不错，崇文门地铁站出来走个几分钟就到了。楼下饭馆、工商银行都挺方便。', 'star': 5}
{'descr': '宾馆位置还不错，老板也很热情，只是装修差了点。', 'star': 5}
{'descr': '宾馆位置还不错，老板也很热情，只是装修差了点。', 'star': 5}
{'descr': '挺暖和的，交通真是方便，房间确实迷你的很，但在这种地段也值了', 'star': 5}
{'descr': '挺暖和的，交通真是方便，房间确实迷你的很，但在这种地段也值了', 'star': 5}
{'descr': '不错、不错、很不错！', 'star': 3}
{'descr': '不错、不错、很不错！', 'star': 3}
{'descr': '还行吧  最近在装修   楼道里有装修材料的味道  房间太小 很闷 凑合吧', 'star': 1}
{'descr': '还行吧  最近在装修   楼道里有装修材料的味道  房间太小 很闷 凑合吧', 'star': 1}
{'descr': '非常不错，居家旅行首选！很适合大众消费！！', 'star': 5}
{'descr': '非常不错，居家旅行首选！很适合大众消费！！', 'star': 5}
{'descr': '房间有电脑。但是我去得时候，发现枕头上有很多头发茬子，没办法只好找服务员换掉，随后翻开被子，发现被单也有灰尘似的东西。就是去住宿的，但是这样真的没法住。跟其他快捷酒店比差远了', 'star': 1}
{'descr': '房间有电脑。但是我去得时候，发现枕头上有很多头发茬子，没办法只好找服务员换掉，随后翻开被子，发现被单也有灰尘似的东西。就是去住宿的，但是这样真的没法住。跟其他快捷酒店比差远了', 'star': 1}
{'descr': '还不错吧，可以。早晨停电，中午就有了，订房间很及时，推荐', 'star': 5}
{'descr': '还不错吧，可以。早晨停电，中午就有了，订房间很及时，推荐', 'star': 5}
{'descr': '很不错，服务很好', 'star': 3}
{'descr': '很不错，服务很好', 'star': 3}
{'descr': '安静，卫生服务周到，交通便利，出了门不远就是公交车站，挨着华林新天地，万达影城，购物看电影都很方便。', 'star': 5}
{'descr': '安静，卫生服务周到，交通便利，出了门不远就是公交车站，挨着华林新天地，万达影城，购物看电影都很方便。', 'star': 5}
{'descr': '这里挺好的！卫生不错，很安静', 'star': 3}
{'descr': '这里挺好的！卫生不错，很安静', 'star': 3}
{'descr': '小酒店很迷你，哈哈，也很暖和，还算不错，就是隔音差点', 'star': 5}
{'descr': '小酒店很迷你，哈哈，也很暖和，还算不错，就是隔音差点', 'star': 5}
{'descr': '环境不错，很方便！地理位置相当的好啊啊啊啊', 'star': 5}
{'descr': '环境不错，很方便！地理位置相当的好啊啊啊啊', 'star': 5}
{'descr': '不差钱就算了，要是想住的便宜的，还行吧！不是特别的吵，地理位置不错，普通间的厕所不怎么样！', 'star': 5}
{'descr': '不差钱就算了，要是想住的便宜的，还行吧！不是特别的吵，地理位置不错，普通间的厕所不怎么样！', 'star': 5}
{'descr': '不错，很不错的一个宾馆', 'star': 3}
{'descr': '不错，很不错的一个宾馆', 'star': 3}
{'descr': '周围吃饭购物方便，地铁口也近。住的小间，卫生和服务还行。', 'star': 3}
{'descr': '周围吃饭购物方便，地铁口也近。住的小间，卫生和服务还行。', 'star': 3}
{'descr': '太小了住过最小的酒店，楼层服务员太差了，不会再住这个酒店了。。。。。。', 'star': 1}
{'descr': '太小了住过最小的酒店，楼层服务员太差了，不会再住这个酒店了。。。。。。', 'star': 1}
{'descr': '还算蛮不错的啦，离北京著名的景点都很近。态度也还蛮不错的。', 'star': 5}
{'descr': '还算蛮不错的啦，离北京著名的景点都很近。态度也还蛮不错的。', 'star': 5}
{'descr': '便宜，离市中心近，交通方便，但是酒店环境很差，很小，建议住单间，100元以下是可以接受的，200元左右就建议住三环外了。', 'star': 1}
{'descr': '便宜，离市中心近，交通方便，但是酒店环境很差，很小，建议住单间，100元以下是可以接受的，200元左右就建议住三环外了。', 'star': 1}
{'descr': '出差的人住还行，卫生一般，就是房间小了点', 'star': 5}
{'descr': '出差的人住还行，卫生一般，就是房间小了点', 'star': 5}
{'descr': '房间很差，没窗户透气不好手机没信号，房间格局不合理，卫生间太小异味大！马桶没有马桶圈，床单上有可疑的黑色印记！服务态度也很差！', 'star': 3}
{'descr': '房间很差，没窗户透气不好手机没信号，房间格局不合理，卫生间太小异味大！马桶没有马桶圈，床单上有可疑的黑色印记！服务态度也很差！', 'star': 3}
{'descr': '不错，还可以，只是房间太小了，房门比较旧。', 'star': 5}
{'descr': '不错，还可以，只是房间太小了，房门比较旧。', 'star': 5}
{'descr': '差，服务态度很差。内部装修很差。还很大的霉味', 'star': 1}
{'descr': '差，服务态度很差。内部装修很差。还很大的霉味', 'star': 1}
{'descr': '预订时知道房间小，但完全没想到小到如此地步，在床与墙之间快速转身都困难...', 'star': 1}
{'descr': '预订时知道房间小，但完全没想到小到如此地步，在床与墙之间快速转身都困难...', 'star': 1}
{'descr': '非常超值，离地铁近！有独立卫生间还！很划算', 'star': 3}
{'descr': '非常超值，离地铁近！有独立卫生间还！很划算', 'star': 3}
{'descr': '酒店非常干净，老板也很讲信用，我预定到晚12点留房，到那后真的给留房了。挺好。', 'star': 5}
{'descr': '酒店非常干净，老板也很讲信用，我预定到晚12点留房，到那后真的给留房了。挺好。', 'star': 5}
{'descr': '房子太旧了，隔音又差，设施也旧.不太建议你们入住', 'star': 1}
{'descr': '房子太旧了，隔音又差，设施也旧.不太建议你们入住', 'star': 1}
{'descr': '说实话，在崇文门这个地方除了迷你找不到这么便宜还带独立卫生间的酒店了。虽然说房间确实不怎么样，但对比周围的繁华和交通其实真的就还好了。经济条件好当然可以住如家之类的，但如果想省钱也没什么好嫌弃人家脏啊或者隔音不好什么的。', 'star': 5}
{'descr': '说实话，在崇文门这个地方除了迷你找不到这么便宜还带独立卫生间的酒店了。虽然说房间确实不怎么样，但对比周围的繁华和交通其实真的就还好了。经济条件好当然可以住如家之类的，但如果想省钱也没什么好嫌弃人家脏啊或者隔音不好什么的。', 'star': 5}
{'descr': '这个酒店还行，', 'star': 3}
{'descr': '这个酒店还行，', 'star': 3}
{'descr': '太小，有味，隔壁声音听得到，设备破旧，反正不舒服', 'star': 1}
{'descr': '太小，有味，隔壁声音听得到，设备破旧，反正不舒服', 'star': 1}
{'descr': '房间很干净,虽然没有我定的普间,但是给换成标间,老板态度不错', 'star': 3}
{'descr': '房间很干净,虽然没有我定的普间,但是给换成标间,老板态度不错', 'star': 3}
{'descr': '服务还可以 真的是很迷你 水壶不干净 厕所马桶是坏的 有味 房间比较潮', 'star': 5}
{'descr': '服务还可以 真的是很迷你 水壶不干净 厕所马桶是坏的 有味 房间比较潮', 'star': 5}
{'descr': '不错！还能上网！地点也很好！十分方便！只是隔音不好！屋内设施很简单！', 'star': 5}
{'descr': '不错！还能上网！地点也很好！十分方便！只是隔音不好！屋内设施很简单！', 'star': 5}
{'descr': '除了地理位置特好之外，其他一般，房子特别的小，好窄好窄的···', 'star': 1}
{'descr': '除了地理位置特好之外，其他一般，房子特别的小，好窄好窄的···', 'star': 1}
{'descr': '我订的是特价单人间，真是够迷你的，卫生间又脏又小，转身都很困难，墙角还掉灰，电视也不清楚，连个窗户都没有，还好只睡一晚上，闷都闷死了。但优点是交通极其方便，周围都是大商场，挺好找的。', 'star': 1}
{'descr': '我订的是特价单人间，真是够迷你的，卫生间又脏又小，转身都很困难，墙角还掉灰，电视也不清楚，连个窗户都没有，还好只睡一晚上，闷都闷死了。但优点是交通极其方便，周围都是大商场，挺好找的。', 'star': 1}
{'descr': '地段不错', 'star': 3}
{'descr': '地段不错', 'star': 3}
{'descr': '设施虽有些陈旧，但一应俱全。关键是它的地理位置非常好，感觉是大同是的闹市区，买东西，吃东西都很方便。尽管如此，休息的地方却很安静。大堂接待人员笑起来很亲切，让旅途中的人心情很好。宾馆内有旅行社入住，方便联系，不怕上当。自己去玩也很方便，周边车辆很多。原以为离火车站很远，但实际上我们是走过去的，不算很远。总的来说是满意的。', 'star': 5}
{'descr': '设施虽有些陈旧，但一应俱全。关键是它的地理位置非常好，感觉是大同是的闹市区，买东西，吃东西都很方便。尽管如此，休息的地方却很安静。大堂接待人员笑起来很亲切，让旅途中的人心情很好。宾馆内有旅行社入住，方便联系，不怕上当。自己去玩也很方便，周边车辆很多。原以为离火车站很远，但实际上我们是走过去的，不算很远。总的来说是满意的。', 'star': 5}
{'descr': '才入住就发现一只小强', 'star': 3}
{'descr': '才入住就发现一只小强', 'star': 3}
{'descr': '感觉不错！', 'star': 3}
{'descr': '感觉不错！', 'star': 3}
{'descr': '这个酒店的服务员不够热情，酒店的设施很差劲，有异味。', 'star': 1}
{'descr': '这个酒店的服务员不够热情，酒店的设施很差劲，有异味。', 'star': 1}
{'descr': '房间超级闷，下水沟味道实在太大了，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '房间超级闷，下水沟味道实在太大了，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '地理位子好 房间环境不太好 赶时间住一个晚上也就这样啦', 'star': 5}
{'descr': '地理位子好 房间环境不太好 赶时间住一个晚上也就这样啦', 'star': 5}
{'descr': '地段坡佳，服务态度很好，美中不足的是90元普间没有独卫', 'star': 3}
{'descr': '地段坡佳，服务态度很好，美中不足的是90元普间没有独卫', 'star': 3}
{'descr': '    房间虽小，五脏俱全，喜欢廉价的朋友可以考虑入住，环境还可以，交通方便，离地铁近，下次资金不足的情况下会首选，祝生意兴隆！', 'star': 5}
{'descr': '    房间虽小，五脏俱全，喜欢廉价的朋友可以考虑入住，环境还可以，交通方便，离地铁近，下次资金不足的情况下会首选，祝生意兴隆！', 'star': 5}
{'descr': '感觉还不错，服务态度好，就是墙纸有些脱落！别的都还好！', 'star': 3}
{'descr': '脏了点，很小，很方便，很旧，很不隔音，要是图舒服建议不住，要是图便宜，就晚上可以洗个澡睡个觉的话，可以住', 'star': 3}
{'descr': '脏了点，很小，很方便，很旧，很不隔音，要是图舒服建议不住，要是图便宜，就晚上可以洗个澡睡个觉的话，可以住', 'star': 3}
{'descr': '经济实惠，地理位置好。适合咱老百姓在外过渡的好地方。对于不足来说就是墙纸有些脱落影响美观，设施比较旧点，但对比好处来说都不值得一提了。', 'star': 5}
{'descr': '：九十元房无厕所洗澡间。而且没有窗。其他都挺好。', 'star': 3}
{'descr': '位置好，虽然房间很小，但是东西都齐全，该有的都有~安全也不错，入住包括访客必须有身份证~唯一问题是马桶每次冲水会漏的满卫生间水，还有冲凉的喷头掉了', 'star': 5}
{'descr': '位置好，虽然房间很小，但是东西都齐全，该有的都有~安全也不错，入住包括访客必须有身份证~唯一问题是马桶每次冲水会漏的满卫生间水，还有冲凉的喷头掉了', 'star': 5}
{'descr': '现在是晚上十一点多 被这屋里气味薰的几乎要窒息了 真想马上逃离这个鬼地方 一进来发现马桶是坏的 隔音很差 真希望明天快点到来', 'star': 3}
{'descr': '现在是晚上十一点多 被这屋里气味薰的几乎要窒息了 真想马上逃离这个鬼地方 一进来发现马桶是坏的 隔音很差 真希望明天快点到来', 'star': 3}
{'descr': '＋能接受，不过下次想换一家', 'star': 3}
{'descr': '＋能接受，不过下次想换一家', 'star': 3}
{'descr': '有点小，但适合两人住，环境还行，卫生较差，特别是卫生间，房间总体可以，希望下次住的时候可以帮忙选好点的！', 'star': 5}
{'descr': '有点小，但适合两人住，环境还行，卫生较差，特别是卫生间，房间总体可以，希望下次住的时候可以帮忙选好点的！', 'star': 5}
{'descr': '条件挺好的，在市中心，也挺方便的', 'star': 3}
{'descr': '差评，房间内到处都是蟑螂，简直忍无可忍，晚上10点钟就退房了。再也不会预定迷你酒店了。', 'star': 3}
{'descr': '差评，房间内到处都是蟑螂，简直忍无可忍，晚上10点钟就退房了。再也不会预定迷你酒店了。', 'star': 3}
{'descr': '太小了，房间也不太干净，卫生间两个人站不下，唯一好的就是离地铁站很近。。。', 'star': 1}
{'descr': '太小了，房间也不太干净，卫生间两个人站不下，唯一好的就是离地铁站很近。。。', 'star': 1}
{'descr': '不错，干净卫生，服务态度好', 'star': 3}
{'descr': '地理位置方便，洗澡水不错的！适合背包族，米不太多的，每晚和小强作斗争，需要足够的勇气。', 'star': 5}
{'descr': '地理位置方便，洗澡水不错的！适合背包族，米不太多的，每晚和小强作斗争，需要足够的勇气。', 'star': 5}
{'descr': '交通到时很方便，离办事的地方有些远，基础设施太差。', 'star': 1}
{'descr': '房间太小       有点潮         比较旧', 'star': 1}
{'descr': '房间太小       有点潮         比较旧', 'star': 1}
{'descr': '再也不要来这个\n垃圾一样\n什么东西啊 服务差得可以', 'star': 1}
{'descr': '再也不要来这个\n垃圾一样\n什么东西啊 服务差得可以', 'star': 1}
{'descr': '只能用一个垃圾来形容 大家再也不要去那住了 服务态度那叫一个差 又脏又小\n什么也不说了 不要去就对了', 'star': 1}
