{'descr': '早餐还行的', 'star': 4}
{'descr': '房间不是很大，住的是豪华大床，没感觉出豪华来\n洗澡的浴液没有，房间不是很暖和\n正好赶上装修，根本没法休息', 'star': 1}
{'descr': '房间小，设施落后', 'star': 3}
{'descr': '房间小，设施落后', 'star': 3}
{'descr': '无窗房卫生间洗脸面盆下水管漏水房间角落墙壁有污点房间屋顶有脱落。', 'star': 3}
{'descr': '无窗房卫生间洗脸面盆下水管漏水房间角落墙壁有污点房间屋顶有脱落。', 'star': 3}
{'descr': '住过好几次了，感觉很满意，性价比，卫生和服务都很不错，以后还会来！', 'star': 5}
{'descr': '住过好几次了，感觉很满意，性价比，卫生和服务都很不错，以后还会来！', 'star': 5}
{'descr': '烂得很，不打算再住。卫生一般，喷头很不好，水小。最讨厌的是必须12点退房。明明房卡上写的是14点。。。', 'star': 1}
{'descr': '烂得很，不打算再住。卫生一般，喷头很不好，水小。最讨厌的是必须12点退房。明明房卡上写的是14点。。。', 'star': 1}
{'descr': '隔音效果差。房间气味不好，晚上睡觉还有蚊子；害我一晚上没有睡觉。郁闷。', 'star': 1}
{'descr': '隔音效果差。房间气味不好，晚上睡觉还有蚊子；害我一晚上没有睡觉。郁闷。', 'star': 1}
{'descr': '考试的地方就在附近,所以订了这个地方.总体来说,还好.100多块的价格是值了', 'star': 3}
{'descr': '考试的地方就在附近,所以订了这个地方.总体来说,还好.100多块的价格是值了', 'star': 3}
{'descr': '旁边一直施工，吵的睡不着，还没有电梯。所谓的豪华大床也就是铺了个大床垫，还不怎么舒服，没觉得哪儿豪华了……不好不推荐', 'star': 1}
{'descr': '旁边一直施工，吵的睡不着，还没有电梯。所谓的豪华大床也就是铺了个大床垫，还不怎么舒服，没觉得哪儿豪华了……不好不推荐', 'star': 1}
{'descr': '酒店服务不错，位置不错，有公交车到东直门，卫生还可以，房间小了点，比较适合经常出差的工薪阶层。', 'star': 5}
{'descr': '酒店服务不错，位置不错，有公交车到东直门，卫生还可以，房间小了点，比较适合经常出差的工薪阶层。', 'star': 5}
{'descr': '地理位置还好，大床房无窗，空气不流通，气味不佳~', 'star': 3}
{'descr': '地理位置还好，大床房无窗，空气不流通，气味不佳~', 'star': 3}
{'descr': '+因大雨不能入住,抱歉。', 'star': 5}
{'descr': '+因大雨不能入住,抱歉。', 'star': 5}
{'descr': '无窗大床房空气不流通,环境一般.', 'star': 5}
{'descr': '无窗大床房空气不流通,环境一般.', 'star': 5}
{'descr': '奔着格林豪泰的牌子定的这个酒店，但是与以往住的格林豪泰差的太远，充其量是个小旅馆，有损格林豪泰的声誉！', 'star': 1}
{'descr': '奔着格林豪泰的牌子定的这个酒店，但是与以往住的格林豪泰差的太远，充其量是个小旅馆，有损格林豪泰的声誉！', 'star': 1}
{'descr': '具体位置在蒋宅口，地铁还有1站地！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！111', 'star': 5}
{'descr': '具体位置在蒋宅口，地铁还有1站地！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！111', 'star': 5}
{'descr': '不推荐，装修太差，环境也不好，卫生也不好，我一点到，下午4点都没拿到房', 'star': 1}
{'descr': '不推荐，装修太差，环境也不好，卫生也不好，我一点到，下午4点都没拿到房', 'star': 1}
{'descr': '位置好，离地铁不远，去哪都方便，周围环境较好，生活上也方便，性价比高。', 'star': 5}
{'descr': '位置好，离地铁不远，去哪都方便，周围环境较好，生活上也方便，性价比高。', 'star': 5}
{'descr': ' 不错!就是稍微有点旧!', 'star': 5}
{'descr': ' 不错!就是稍微有点旧!', 'star': 5}
{'descr': '不是正宗的格林豪泰。', 'star': 3}
{'descr': '不是正宗的格林豪泰。', 'star': 3}
{'descr': '性价比很好的酒店。最令人满意的是交通非常非常便利。以后会推荐给去北京的朋友', 'star': 5}
{'descr': '性价比很好的酒店。最令人满意的是交通非常非常便利。以后会推荐给去北京的朋友', 'star': 5}
{'descr': '太小了，杂音很大，隔音不好。', 'star': 3}
{'descr': '太小了，杂音很大，隔音不好。', 'star': 3}
{'descr': '乱脏差', 'star': 1}
{'descr': '乱脏差', 'star': 1}
{'descr': '位置比较好，服务也可以', 'star': 3}
{'descr': '位置比较好，服务也可以', 'star': 3}
{'descr': '位置可以 还算是方便 ', 'star': 5}
{'descr': '位置可以 还算是方便 ', 'star': 5}
{'descr': '房间应该装纱窗，现在开窗有蚊子。', 'star': 5}
{'descr': '房间应该装纱窗，现在开窗有蚊子。', 'star': 5}
{'descr': '服务很周到，环境也很好，性价比很高，下次还会住这里！', 'star': 5}
{'descr': '服务很周到，环境也很好，性价比很高，下次还会住这里！', 'star': 5}
{'descr': '价钱还可以,整体也还不错,最大的不足就是地点不大好找', 'star': 5}
{'descr': '价钱还可以,整体也还不错,最大的不足就是地点不大好找', 'star': 5}
{'descr': '房間比較舒服，交通方便', 'star': 5}
{'descr': '房間比較舒服，交通方便', 'star': 5}
{'descr': '一股怪味', 'star': 1}
{'descr': '一股怪味', 'star': 1}
{'descr': '房间面积太小 ，设施超简单，床太低，没有窗户 ，空气不好。', 'star': 1}
{'descr': '房间面积太小 ，设施超简单，床太低，没有窗户 ，空气不好。', 'star': 1}
{'descr': '不好说，比较普通', 'star': 1}
{'descr': '不好说，比较普通', 'star': 1}
{'descr': '加盟的，凑合吧', 'star': 5}
{'descr': '加盟的，凑合吧', 'star': 5}
{'descr': '总体来说还过得去，但是房间比想象中的小，热水不充足带来不便，隔音不是很好……但这次入住确实帮我不少忙，还是蛮感谢的~', 'star': 1}
{'descr': '总体来说还过得去，但是房间比想象中的小，热水不充足带来不便，隔音不是很好……但这次入住确实帮我不少忙，还是蛮感谢的~', 'star': 1}
{'descr': '特别不好 有蟑螂', 'star': 3}
{'descr': '特别不好 有蟑螂', 'star': 3}
{'descr': '卫生较差，蚊子很多，连蚊香和杀虫剂都没有，空调较旧，空气不清新~', 'star': 1}
{'descr': '卫生较差，蚊子很多，连蚊香和杀虫剂都没有，空调较旧，空气不清新~', 'star': 1}
{'descr': '设施太旧，感觉都是老古董了，桌子还有裂纹', 'star': 1}
{'descr': '设施太旧，感觉都是老古董了，桌子还有裂纹', 'star': 1}
{'descr': '离地铁三站路，比较方便，但是，check in不能用护照，幸好我带了一代身份证（因为二代在家），不然没法住了；前台直接跟我说让我去找别家，也没说其他任何的替代措施，态度十分不好，不过，后来有所改善；另外，没有电梯，如果行李很重，搬上三楼很累；房间的设施比较陈旧，卫生间很脏，隔音也不好，每天早上都被吵醒。', 'star': 1}
{'descr': '离地铁三站路，比较方便，但是，check in不能用护照，幸好我带了一代身份证（因为二代在家），不然没法住了；前台直接跟我说让我去找别家，也没说其他任何的替代措施，态度十分不好，不过，后来有所改善；另外，没有电梯，如果行李很重，搬上三楼很累；房间的设施比较陈旧，卫生间很脏，隔音也不好，每天早上都被吵醒。', 'star': 1}
{'descr': '地段还可以，房间服务卫生也不错，就是不是二十四小时热水，有点麻烦……', 'star': 3}
{'descr': '地段还可以，房间服务卫生也不错，就是不是二十四小时热水，有点麻烦……', 'star': 3}
{'descr': '真是不会在住了 门缝特大 一点儿也不温馨 还有蟑螂爬进来 东西陈旧 马桶有污渍。噪音大楼道。入住信息也弄错了~', 'star': 1}
{'descr': '真是不会在住了 门缝特大 一点儿也不温馨 还有蟑螂爬进来 东西陈旧 马桶有污渍。噪音大楼道。入住信息也弄错了~', 'star': 1}
{'descr': '除了位置比较好以外，其他的没有值得推荐的地方。', 'star': 1}
{'descr': '除了位置比较好以外，其他的没有值得推荐的地方。', 'star': 1}
{'descr': '地理位置还可以，离安贞华联不是很远，牌子也很醒目，就是设施不是很好，挺一般的，服务还可以。', 'star': 5}
{'descr': '地理位置还可以，离安贞华联不是很远，牌子也很醒目，就是设施不是很好，挺一般的，服务还可以。', 'star': 3}
{'descr': '地理位置还可以，离安贞华联不是很远，牌子也很醒目，就是设施不是很好，挺一般的，服务还可以。', 'star': 5}
{'descr': '地理位置还可以，离安贞华联不是很远，牌子也很醒目，就是设施不是很好，挺一般的，服务还可以。', 'star': 3}
{'descr': '住的豪华大床房，床很大，比较干净，就是空调制冷效果不是很好，好像是遥控器坏了！酒店位置不错，距离地铁站不远，门口可以直接乘119路到终点站地安门站下，旁边就是地铁很方便！！', 'star': 5}
{'descr': '住的豪华大床房，床很大，比较干净，就是空调制冷效果不是很好，好像是遥控器坏了！酒店位置不错，距离地铁站不远，门口可以直接乘119路到终点站地安门站下，旁边就是地铁很方便！！', 'star': 5}
{'descr': '太差了，还豪华房间比一般酒店的普通房间还糟糕！', 'star': 1}
{'descr': '太差了，还豪华房间比一般酒店的普通房间还糟糕！', 'star': 1}
{'descr': '方便 快捷，经常住卫生很好', 'star': 5}
{'descr': '方便 快捷，经常住卫生很好', 'star': 5}
{'descr': '床很有特色。', 'star': 5}
{'descr': '床很有特色。', 'star': 5}
{'descr': '这个真的不怎么样.\r\n太旧了这个地方...我是打死不会去了.', 'star': 1}
{'descr': '这个真的不怎么样.\r\n太旧了这个地方...我是打死不会去了.', 'star': 1}
{'descr': '住的豪华标房，房间很大，性价比很高。', 'star': 3}
{'descr': '住的豪华标房，房间很大，性价比很高。', 'star': 3}
{'descr': '特价大床房，就是没有窗户的。整体还是比较干净，服务员每天打扫也很勤快。就是床单什么的好像都不换的。。', 'star': 3}
{'descr': '特价大床房，就是没有窗户的。整体还是比较干净，服务员每天打扫也很勤快。就是床单什么的好像都不换的。。', 'star': 3}
{'descr': '本来定了三天的 住了一天就逃了 不是我们挑剔 地段还好 是加盟酒店 房间比较老旧了 可是有两点实在让人接受不了 我们办理入住的时候就有一对情侣找服务台 说给他们的房间已经有人入住了 等到我们住进去 又碰到有人拿卡开我们的房间 太混乱了吧 让客人很没有安全感 另一条就是 房间里给的免费纯净水 竟然是开过的 实在不想再次入住', 'star': 1}
{'descr': '本来定了三天的 住了一天就逃了 不是我们挑剔 地段还好 是加盟酒店 房间比较老旧了 可是有两点实在让人接受不了 我们办理入住的时候就有一对情侣找服务台 说给他们的房间已经有人入住了 等到我们住进去 又碰到有人拿卡开我们的房间 太混乱了吧 让客人很没有安全感 另一条就是 房间里给的免费纯净水 竟然是开过的 实在不想再次入住', 'star': 1}
{'descr': '位置很好', 'star': 5}
{'descr': '位置很好', 'star': 5}
{'descr': '豪华房设施比普通的强，但是宾馆里客人很吵吵嚷嚷的很乱。', 'star': 5}
{'descr': '豪华房设施比普通的强，但是宾馆里客人很吵吵嚷嚷的很乱。', 'star': 5}
{'descr': '向上海要了电话，竟然给错了，又要了一次给对了，却不知道怎么去那家店。服务员貌似表达都很差，脑袋一根筋，没辙到家了。早上结帐买单，服务员还真不会笑！除了人的原因我觉得还可以吧！', 'star': 5}
{'descr': '向上海要了电话，竟然给错了，又要了一次给对了，却不知道怎么去那家店。服务员貌似表达都很差，脑袋一根筋，没辙到家了。早上结帐买单，服务员还真不会笑！除了人的原因我觉得还可以吧！', 'star': 5}
{'descr': '位置不错，周围吃的挺多，就是房间有点小，不过还是能凑合，下次有机会还会再来！！', 'star': 3}
{'descr': '位置不错，周围吃的挺多，就是房间有点小，不过还是能凑合，下次有机会还会再来！！', 'star': 3}
{'descr': '兼职太差了，就像是旅馆！以后绝不会在去了！！', 'star': 1}
{'descr': '兼职太差了，就像是旅馆！以后绝不会在去了！！', 'star': 1}
{'descr': '酒店位置较好,卫生 设置较差...', 'star': 1}
{'descr': '酒店位置较好,卫生 设置较差...', 'star': 1}
{'descr': '位置不错，周围吃的也很多，性价比好！！以后还会常来！！', 'star': 5}
{'descr': '位置不错，周围吃的也很多，性价比好！！以后还会常来！！', 'star': 5}
{'descr': '地方有点小……不过，服务啥的还行吧~~', 'star': 5}
{'descr': '地方有点小……不过，服务啥的还行吧~~', 'star': 5}
{'descr': '不想谈论太多，硬件设施太差了！而且卫生看起来也很差。', 'star': 1}
{'descr': '不想谈论太多，硬件设施太差了！而且卫生看起来也很差。', 'star': 1}
{'descr': '给人感觉很一般，', 'star': 5}
{'descr': '给人感觉很一般，', 'star': 5}
{'descr': '位置不错，环境还行。', 'star': 5}
{'descr': '位置不错，环境还行。', 'star': 5}
{'descr': '这次住的房间有窗户，感觉比较舒服些', 'star': 5}
{'descr': '这次住的房间有窗户，感觉比较舒服些', 'star': 5}
{'descr': '就是便宜\r\n隔音差，房间感觉闷', 'star': 1}
{'descr': '就是便宜\r\n隔音差，房间感觉闷', 'star': 1}
{'descr': '还行,位置不错,就是隔音差点', 'star': 5}
{'descr': '还行,位置不错,就是隔音差点', 'star': 5}
{'descr': '房间小', 'star': 3}
{'descr': '房间小', 'star': 3}
{'descr': '和真正的格林豪泰标准相差很大，是一家加盟店（也就是挂格林豪泰的牌子），达不到格林豪泰的标准，开始分给我的是一间脏房间，没人收拾就分给我了。从这点可以看出酒店的管理有相当大的问题，反正是除了地理位置优越、价格稍低一些外，其他都是差！！！！！！如果不为了省几十块，强烈建议别去！', 'star': 1}
{'descr': '和真正的格林豪泰标准相差很大，是一家加盟店（也就是挂格林豪泰的牌子），达不到格林豪泰的标准，开始分给我的是一间脏房间，没人收拾就分给我了。从这点可以看出酒店的管理有相当大的问题，反正是除了地理位置优越、价格稍低一些外，其他都是差！！！！！！如果不为了省几十块，强烈建议别去！', 'star': 1}
{'descr': '还不错啦，不过态度有待提高。', 'star': 5}
{'descr': '还不错啦，不过态度有待提高。', 'star': 5}
{'descr': '地理位置相当优越，交通便利，价格便宜。距离地坛、雍和宫、南锣鼓巷等著名景点很近。', 'star': 5}
{'descr': '地理位置相当优越，交通便利，价格便宜。距离地坛、雍和宫、南锣鼓巷等著名景点很近。', 'star': 5}
{'descr': '价格便宜，但设施一般，隔音太差', 'star': 1}
{'descr': '价格便宜，但设施一般，隔音太差', 'star': 1}
{'descr': '位置还可以，不过门卡修了很久，让人觉得很麻烦', 'star': 3}
{'descr': '位置还可以，不过门卡修了很久，让人觉得很麻烦', 'star': 3}
