{'descr': '无窗', 'star': 2}
{'descr': '交通很方便，离地铁很近，但是大床房房间很小，没有早餐，最重要的是不能刷信用卡，很郁闷                                   ', 'star': 5}
{'descr': '房间出乎意料的小，性价比是还可以了。双人床房的床也是很小的，一米宽，多也多不了多少。交通还行，离2号线很近，过了立交就是了。', 'star': 5}
{'descr': '房间出乎意料的小，性价比是还可以了。双人床房的床也是很小的，一米宽，多也多不了多少。交通还行，离2号线很近，过了立交就是了。', 'star': 5}
{'descr': '价钱合理，位置也还行，去上海地铁2号线步行距离大概要6-7分钟。', 'star': 5}
{'descr': '价钱合理，位置也还行，去上海地铁2号线步行距离大概要6-7分钟。', 'star': 5}
{'descr': '房间设施不错...离地铁站也不远...只是有些地方感觉不够干净', 'star': 5}
{'descr': '房间设施不错...离地铁站也不远...只是有些地方感觉不够干净', 'star': 5}
{'descr': '还不错，离地铁口很近，公交也方便，就是网速很慢，对得起这个价位了', 'star': 5}
{'descr': '还不错，离地铁口很近，公交也方便，就是网速很慢，对得起这个价位了', 'star': 5}
{'descr': '酒店位置很难找，服务员态度很差，设施很陈旧。', 'star': 1}
{'descr': '酒店位置很难找，服务员态度很差，设施很陈旧。', 'star': 1}
{'descr': '很不错的一家店，算是对得起房价的店。起初还以为没有窗户呢，结果有窗户，房间也不算少，总之挺满意。', 'star': 3}
{'descr': '很不错的一家店，算是对得起房价的店。起初还以为没有窗户呢，结果有窗户，房间也不算少，总之挺满意。', 'star': 3}
{'descr': '房间好小，离市区好远，服务态度也有点不好', 'star': 1}
{'descr': '房间好小，离市区好远，服务态度也有点不好', 'star': 1}
{'descr': '一般', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '这家条件太差了.性价比差.\n而且门口也太吵了.睡不着.', 'star': 1}
{'descr': '这家条件太差了.性价比差.\n而且门口也太吵了.睡不着.', 'star': 1}
{'descr': '设施还算过的去\n只是细节上稍改变下会更好一点\n服务员的服务态度不好\n', 'star': 5}
{'descr': '设施还算过的去\n只是细节上稍改变下会更好一点\n服务员的服务态度不好\n', 'star': 5}
{'descr': '太便宜了，离地铁站也不远，第一次订，一切顺利', 'star': 5}
{'descr': '太便宜了，离地铁站也不远，第一次订，一切顺利', 'star': 5}
{'descr': '还不错，干净卫生，就是房间有点小，不过这个价位还行', 'star': 3}
{'descr': '还不错，干净卫生，就是房间有点小，不过这个价位还行', 'star': 3}
{'descr': '还好,这个价格在这个地段算性价比比较好点的了', 'star': 5}
{'descr': '还好,这个价格在这个地段算性价比比较好点的了', 'star': 5}
{'descr': '还好', 'star': 3}
{'descr': '还好', 'star': 3}
{'descr': '还好…', 'star': 3}
{'descr': '还好…', 'star': 3}
{'descr': '离地铁2号线很近，我们是要去浦东机场，所以交通还算比较方便,', 'star': 5}
{'descr': '离地铁2号线很近，我们是要去浦东机场，所以交通还算比较方便,', 'star': 5}
{'descr': '房间设施在这个价位的等级还算不错了', 'star': 3}
{'descr': '房间设施在这个价位的等级还算不错了', 'star': 3}
{'descr': '挺干净，除了房间小，其他都可以', 'star': 3}
{'descr': '挺干净，除了房间小，其他都可以', 'star': 3}
{'descr': '地理位置不错，交通可以，价格合适。卫生也还不错', 'star': 5}
{'descr': '地理位置不错，交通可以，价格合适。卫生也还不错', 'star': 5}
{'descr': '地点太偏，在一个小区的门口，周围没什么设施。走到地铁口要10分钟', 'star': 1}
{'descr': '地点太偏，在一个小区的门口，周围没什么设施。走到地铁口要10分钟', 'star': 1}
{'descr': '挺一般吧，没什么特殊的印象！可以住住吧！距离地铁比较近而已', 'star': 5}
{'descr': '挺一般吧，没什么特殊的印象！可以住住吧！距离地铁比较近而已', 'star': 5}
{'descr': '不错挺干净.就是有点吵.', 'star': 3}
{'descr': '不错挺干净.就是有点吵.', 'star': 3}
{'descr': '房子价格挺合适的，就是面积有点小，挺干净的，大床房还不错', 'star': 5}
{'descr': '房子价格挺合适的，就是面积有点小，挺干净的，大床房还不错', 'star': 5}
{'descr': '还行，就是房间小了点，离地铁很近，离虹桥机场也近', 'star': 5}
{'descr': '还行，就是房间小了点，离地铁很近，离虹桥机场也近', 'star': 5}
{'descr': '位置较好，就在地铁2号线北新泾附近，从2号出口出地铁，过立交桥左拐150米左右就到了！\n到虹桥机场，虹桥火车站，浦东机场都较方便！\n房间不大但还算干净整洁。\n缺点是结账不能刷卡！', 'star': 5}
{'descr': '位置较好，就在地铁2号线北新泾附近，从2号出口出地铁，过立交桥左拐150米左右就到了！\n到虹桥机场，虹桥火车站，浦东机场都较方便！\n房间不大但还算干净整洁。\n缺点是结账不能刷卡！', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '离地铁站很近，房间比较小也算对得起这个价钱了，不给存包挺烦人的', 'star': 5}
{'descr': '地理位置不错，入住时提醒客户由于自来水公司抢修要晚8点停水，到了后惊喜发现没有停，人品问题很重要啊', 'star': 5}
{'descr': '  已经入住，满意', 'star': 3}
{'descr': '房间小，但是住着挺舒服~ 热水果然很好~！', 'star': 5}
{'descr': '去的比较晚但总的感觉不错的，服务也周到的，卫生环境都还可以的', 'star': 5}
{'descr': '条件还算不错，位置好出行方便，室内的配置一般，不过住着还算舒适就好.', 'star': 5}
{'descr': '不错，热水一开开就有，各方面都挺不错，唯一的就是我们住的那间房容易断电，而且空调总是自动停。夜里很冷。', 'star': 3}
{'descr': '房间比较小，上网速度太慢了，其他一切都还可以，位置方便，离机场和火车站近，离地铁站5分钟路程！', 'star': 5}
{'descr': '卫生间很干净，性价比很高，而且靠近地铁车站和公交站，出行很方便，以后还会选择住这儿。', 'star': 5}
{'descr': '酒店位置不错，附近有地铁可以直达虹桥机场。', 'star': 5}
{'descr': '卫生还可以，就是房间小了点', 'star': 3}
{'descr': '地理位置不错就是房间小些，房间也就一般，价格的话还行但是折扣也不是太多，反正是很一般的酒店。 ', 'star': 1}
{'descr': '哎，第一次住不错，第二次住的四楼窗沿下面一大滩的霉斑看的恶心死，还有公安查房居然连续2次，一次还拿着身份证跑楼下，请问酒店是这么配合的？无语！！希望下次改善，我会推荐朋友关键也在于一个 酒店位置不错价格也适中，非常希望酒店能吧哪些霉斑什么的清楚干净 很恶心的。', 'star': 5}
{'descr': '总体来说不错！！尤其热水来的很快,而且价格也实惠', 'star': 5}
{'descr': '1. 跟我说pos机坏了，不能刷卡。\n2. 房间很小，但还凑合， 与如家比差很多\n3. 服务员态度就那样，反正就是住一夜，也不想多说什么了~  ', 'star': 1}
{'descr': '刚住进去，感觉宾馆还可以，挺干净的。步行去地铁2号线七、八分钟，打算去虹桥机场或者虹桥火车站的朋友可以选择这里。', 'star': 5}
{'descr': '隔音效果不好，酒店旁边就是高架.晚上休息时会有点吵，不过距离地铁口比较近出行方便.室内硬件设施还不错.', 'star': 3}
{'descr': '总体来说还不错，但是性价比不高，房间很小，离最近地铁走路要10分钟', 'star': 5}
{'descr': '床单好脏,还有毛巾也有小破洞.服务员态度也不好 ', 'star': 3}
{'descr': '位置还算不错，步行去地铁2号线七、八分钟，打算去虹桥机场或者虹桥火车站的朋友可以选择这里，卫生还可以，就是房间小了点', 'star': 5}
{'descr': '位置还算不错，步行去地铁2号线七、八分钟，打算去虹桥机场或者虹桥火车站的朋友可以选择这里，卫生还可以，就是房间小了点', 'star': 5}
