{'短评内容': '挺不错 吃饭方便', '短评打分': 5}
{'短评内容': '酒店服务很不错，房间很大，很干净，房间设置很温馨', '短评打分': 5}
{'短评内容': ' 还不错，但隔音效果不太好。', '短评打分': 3}
{'短评内容': '服务态度很好，房间也很干净…', '短评打分': 3}
{'短评内容': '很好的，就是桌子小了点，放个笔记本就没地方了', '短评打分': 5}
{'短评内容': '服务很好,住了好几次了,各方面条件都还可以.', '短评打分': 5}
{'短评内容': '经常去，又大又便宜，很不错滴 交通稍微麻烦点。    ', '短评打分': 5}
{'短评内容': '比较干净 房间比较大 平时价格过高 双休日到挺便宜 离轨道交通路还是稍微远点\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '服务很好 ！房间面积很大，比较干净，经济型。', '短评打分': 5}
{'短评内容': '比较干净 房间比较大 平时价格过高 双休日到挺便宜 离轨道交通路还是稍微远点', '短评打分': 5}
{'短评内容': '价格偏高，有些破旧。不过，也还可以了。没有窗户的房间比较多。', '短评打分': 5}
{'短评内容': '服务小姐的态度还是很好的,唯一的是房间实在是太小了,..不过这样的话也蛮温馨的,住了两天感觉各方面都还不错,唯一几个缺点是:第一,插座不仅太少,也太远,只有电视机和厕所那里才有,很不方便.第二,它的窗户是对着走廊的更本没撒用,透不了气,第三就是电视机的台太少,而且还是厚的电视,给住客在房间的活动就非常局限性了.....总的来说,你要是来随便住在的还是蛮实惠的 ^_^', '短评打分': 5}
{'短评内容': '非常好，物美价廉。向大家推荐哦，相信你们会有一个愉快的夜晚', '短评打分': 5}
{'短评内容': '空调不给力啊，晚上冻得我瑟瑟发抖啊，不要去啊', '短评打分': 1}
{'短评内容': '房子很大，挺干净的！靠马路边的房间有点小吵，周边吃饭的地方挺多。另外从火车站到酒店有公交，回火车站得坐地铁！', '短评打分': 5}
{'短评内容': '屋子很大，设施不错，地毯有点脏，光线有点湖南，服务也不错。', '短评打分': 3}
{'短评内容': '酒店环境还可以，地毯有点旧，靠窗的房间有点吵……总体还是OK的啦', '短评打分': 5}
{'短评内容': '挺好的,经济实惠,房间舒服,服务也不错,就是位置有点偏.', '短评打分': 5}
{'短评内容': '服务态度超级好，就是卫生间有点陈旧，显得不是很干净~', '短评打分': 5}
{'短评内容': '相对OK,离红房子近.市中心.打D到浦东也就是10多分钟. ', '短评打分': 5}
{'短评内容': '不错，离红房子很近。。。。价格很便宜，工作人员服务也很好，坐电梯需要房卡刷过才可以，这样对安全起到很好的保护', '短评打分': 5}
{'短评内容': '原来拐个弯就到红房子啊！（故名红房子店）', '短评打分': 3}
{'短评内容': '住在很多次，还是比较满意的，就是有几个房间的地毯用的年数久了，看上去比较脏', '短评打分': 5}
{'短评内容': '在上海这个价位的酒店还算可以，跟杨浦区的红房子医院离的很近，很多去那看病的大都住在这个酒店，希望可以加大对房间的卫生消毒。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '在上海这个价位的酒店还算可以，跟杨浦区的红房子医院离的很近，很多去那看病的大都住在这个酒店，希望可以加大对房间的卫生消毒。', '短评打分': 5}
{'短评内容': '第三次入住了,退房后我有一个小行李想寄存几个小时,酒店人员都不能提供方便,太让人失望了。', '短评打分': 3}
{'短评内容': '    预订的特价房128，房间里有臭脚Y的味道，隔音不好，一个晚上都很吵，凌晨的时候才算安静一点，基本没睡着过，其它到还可以，比较经济！', '短评打分': 5}
{'短评内容': '离地铁站太远,离市区也不算近,设备比较旧,电视什么的屏显太差', '短评打分': 1}
{'短评内容': '这次住的太寒心了！墙漆大面积脱落，卫生间连镜子都没有，无语！', '短评打分': 3}
{'短评内容': '一般般，凑合', '短评打分': 3}
{'短评内容': '隔壁的豆浆店的豆浆不错的，呵呵！对环境没啥大要求的可以入住！', '短评打分': 5}
{'短评内容': '是我之前入住过的酒店中最好的一家，无伦是酒店本身的硬件，还是服务、设施等软件，都给我留下的很好的印象。', '短评打分': 5}
{'短评内容': '不错的,距医院好近,走路两分钟就到了.到南京路也不是很远,坐车挺方便的,还会再住的..', '短评打分': 5}
{'短评内容': '房间有很大的味道，忍了。。。。\n其他的都还好  最好一点就是交通便利\n  \n敢不敢把味道去了？？？？', '短评打分': 5}
{'短评内容': '离红房子很近，就诊很方便，酒店设施一般，就就值这个价格了', '短评打分': 5}
{'短评内容': '离红房子医院很近，非常方便。酒店内部设施一般，也就值这个价格', '短评打分': 5}
{'短评内容': '位置还行，房间很大，性价比很高，有免费停车，周边吃的东西也满多的', '短评打分': 5}
{'短评内容': '离红房子医院近，外地去就诊的朋友可以选择入住', '短评打分': 5}
{'短评内容': '酒店不错，比较干净', '短评打分': 3}
{'短评内容': '总体说还可以,距红房子医院挺近.交通出算方便.就是服务人员太少了,不够方便.', '短评打分': 5}
{'短评内容': '很不错,价格适中,周围很多吃的,交通也很方便.', '短评打分': 5}
{'短评内容': '服务还行，房间有点小！', '短评打分': 3}
{'短评内容': '服务态度还好，房间里一进门就有一股臭味，交通有点不方便。', '短评打分': 5}
{'短评内容': '这个嘛，用来熟悉杨浦区的话就是个不错的选择，按照大众点评网的介绍去找寻美食，很是不错。美食性价比超高当属楼下老盛兴，还有隔壁早点包子店，是在上海市区吃不上这滋味的~~正题：待续', '短评打分': 5}
{'短评内容': '感觉128的房间性价比很高 可能本来是职工休息室', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '房间里味道挺大…也就值这个价吧…好在有预订…不然要贵很多…', '短评打分': 3}
{'短评内容': '酒店很干净，环境也不错', '短评打分': 3}
{'短评内容': '1.地理位置：离我要去的红房子医院超近，非常方便，要去这个地方的朋友推荐这个住处；不过离地铁口有点远，要坐公交，如果是游玩，可能不是特别方便，不过楼下大堂里他们很细心地标了去各个地方的公交线路，没细看，应该还详细的；\n2.吃：吃的也很方便，楼下一排好几家吃的，早餐店也有，对面又有水果；去买水果的朋友注意，我去买葡萄，店家标起来4.8一斤，结果称起来算5.8一斤，我问她，她说这个不一样的，明明看起来', '短评打分': 5}
{'短评内容': '环境一般.房间基本可以说,干净,没有异味.虽然装修旧了一些. 一些必要的东西都有,热水也很足.在上海这个价格还想要怎样呢?所以,性价比还是可以的.赞一下的是前台的姑娘,很热情主动地帮我指路,还主动建议不同的方案,自己没有把握的还主动问同事然后告诉我,非常贴心,让我感觉非常好.事实证明,她的建议方案很好.顺便向她道谢!', '短评打分': 5}
{'短评内容': '老固客了，话不多说，推荐一个，作为一个快捷型酒店，各方面没得挑剔了', '短评打分': 5}
{'短评内容': '价格便宜，很干净，也蛮安静的。这段时间一直来上海，已经固定这家酒店了。\n服务态度也很好，昨天晚上十点才到，本来只保留到六点的房间，提前电话联系，经协商给保留到十点。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '整体感觉还不错，距离外滩打车要24元左右，还算方便', '短评打分': 5}
{'短评内容': '服务一般，开房间退房间需要很久，排队一排人。不太行。', '短评打分': 1}
{'短评内容': '由于在附近没有看到什么地铁经过，所以打电话问了前台，前台非常热情的告诉我具体哪条线路做到哪里，然后怎么转车。当我问打的大概多少钱时，尽然告诉了我具体的价格范围，还告诉我要从哪里走是最近的，真的是非常热情的前台。当办理CHECK IN的时候，由于酒店的大床房没有空的，于是便免费升级了三人间，空间也确实蛮大的。进了房间发现有线电视坏了，便打总台来派人修理，没想到技术人员很快来了，前台也打来电话问师傅有', '短评打分': 5}
{'短评内容': '这个酒店不错,性价比高,环境不错,卫生也好', '短评打分': 5}
{'短评内容': '价格实惠 比较干净!唯一是交通不是很方便', '短评打分': 5}
{'短评内容': '房间有点小。但是很别致。\n价格很便宜。相对于上海这座城市而言', '短评打分': 5}
{'短评内容': '因为在红房子看病，还是非常方便。不过由于经济原因，订了特价房，没有窗户，感觉空气不好。其他还是很好的。', '短评打分': 5}
{'短评内容': '很糟糕，速8还是和其他快捷酒店有差距！房间的窗子是内窗，这一点之前没有很好说明，再者大床房的床却和标间的一样，而且面积还比标间小，但他们的价格是一样的。', '短评打分': 1}
{'短评内容': '还行吧，这个价位订到这个酒店，不过酒店隔音效果好像不太好，隔壁房间的声响听的清清楚楚，希望改进\n\n', '短评打分': 5}
{'短评内容': '卫生条件差，打扫不及时；硬件设备很多应该重新更换；服务有待提高。', '短评打分': 1}
{'短评内容': '环境和交通都很方便，周围的软件设施也很不错，就是房间的隔音有点问题，总之性价比很高。', '短评打分': 5}
{'短评内容': '价格便宜，相对于这样价钱的房间对应的服务和质量也很好', '短评打分': 5}
{'短评内容': '环境还算可以，就是服务员态度不是太热情，', '短评打分': 5}
{'短评内容': '卫生方面还可以！就是马桶安装位置不合理！不方便！', '短评打分': 5}
{'短评内容': '前台服务态度不错，酒店比较经济，性价比还可以，周遭环境一般，相关的配套服务一般\n以后有机会一定会去住', '短评打分': 5}
{'短评内容': '周围有很多小吃店，房间也不错，交通也很便利。有机会还是会入住的。', '短评打分': 5}
{'短评内容': '酒店比较经济，性价比还可以，周遭环境一般，相关的配套服务一般', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '离要去的地方很近，订的是特价房，住了好几天很划算', '短评打分': 5}
{'短评内容': '离朋友要去的医院很近，环境也还可以，毕竟价格很实惠', '短评打分': 5}
{'短评内容': '酒店很安静，也非常干净，正好遇到特惠房，值得推荐', '短评打分': 5}
{'短评内容': '还不错，价格很实惠，离朋友要住的医院也很近', '短评打分': 5}
{'短评内容': '房間很大，設施一般，前台服務還好，有停車場，沒餐廷，但周邊很多，便利店。離市中心少遠但可以接受。物超所值!', '短评打分': 3}
{'短评内容': '除了交通不是很方便以外，其他都还不错。前台服务态度有待改进', '短评打分': 5}
{'短评内容': '价格很划算，蛮卫生，算安静。就是交通不太方便', '短评打分': 5}
{'短评内容': '接着续住', '短评打分': 3}
{'短评内容': '特价的时候定的房间。两晚花了一晚的钱。非常划算。', '短评打分': 5}
{'短评内容': '＋将就着住喽', '短评打分': 3}
{'短评内容': '＋这张订单是续住的。对我来说地理位置很理想。', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '房间不喜欢，要求换房，很及时的帮我更换。环境还行吧。', '短评打分': 5}
{'短评内容': '周边挺热闹，可以推荐', '短评打分': 3}
{'短评内容': '不错可以了，价格不贵，而且附近小吃店很多', '短评打分': 5}
{'短评内容': '速8酒店（上海红房子店）原东外滩店环境一般', '短评打分': 1}
{'短评内容': '房间挺大的，设施挺好。总的来说物有所值！', '短评打分': 3}
{'短评内容': '床小了点 房间很大 总体给人感觉还不错 地理位置也不错', '短评打分': 5}
{'短评内容': '酒店非常好，就是有点小，无窗～', '短评打分': 3}
{'短评内容': '交通便利 价格很实惠 房间设施一般 房间挺大,床挺宽,装修较老,总体不错,下次还会入住.性价比比较高', '短评打分': 5}
{'短评内容': '酒店很实惠，周边很热闹，交通也方便~~~~~~~~~~。', '短评打分': 5}
{'短评内容': '房间挺大,床挺宽,可以上网,装修较老,总体不错,下次还会入住.', '短评打分': 3}
{'短评内容': '好，周围很吃饭方便，服务很好，下次还会再去\n', '短评打分': 5}
{'短评内容': '房子性价比很高，周围吃饭的地方蛮多的，交通也还方便', '短评打分': 3}
{'短评内容': '很不错，价格实惠，各方面都挺不错的！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境不错，房间也比较多，公交站台咫尺之遥，很干净，得到我和朋友的一致好评', '短评打分': 5}
{'短评内容': '物美价廉，相当不错，设施很好，要是再有个吹风机就更完美啦', '短评打分': 5}
{'短评内容': '原本以为98元的房间肯定不怎么样，没想到还不错，设施一应俱全，服务态度也还行，就是入住的房间没有宽带，这是一大遗憾，望改进！', '短评打分': 5}
{'短评内容': '该酒店还不错，态度还好，总体感觉不错', '短评打分': 3}
{'短评内容': '整体来说还不错~不过就是离地铁站太远了点……', '短评打分': 5}
{'短评内容': '酒店很好很干净，洗澡水很热，住的舒服。', '短评打分': 3}
{'短评内容': '房间很大，性价比也不错，就是位置偏了一点', '短评打分': 5}
{'短评内容': '  价格优惠，住宿也很满心意，狠好', '短评打分': 3}
{'短评内容': '还不错，物美价廉，离会议地点很近', '短评打分': 3}
{'短评内容': '便宜的房间就是噪声太大，而且空气不好.\n希望酒店对此进行改善', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '这个酒店在杨浦大桥宁国路附近,肯定是地方偏远才做这个低价!最近的地铁杨树浦站,离它还有四站路程!说白也只能是这个价!这是我住过最差的速8', '短评打分': 1}
{'短评内容': '房间有点小…大床也没有想象的大…唉，价钱在上海还算便宜吧。', '短评打分': 3}
{'短评内容': '酒店价格便宜，环境不错，下次有机会还会住', '短评打分': 3}
{'短评内容': '房间干净，周边吃的也蛮多的\n总的来说挺满意的', '短评打分': 5}
{'短评内容': '酒店不错，环境挺好，不吵闹，唯一缺点是距离地铁比较远…', '短评打分': 3}
{'短评内容': '挺安静的，周边交通方便，吃饭也很方便，房租在同地段也不贵，不错', '短评打分': 5}
{'短评内容': '帮我同学定的，同学说 硬件条件还行 就是有油漆味 不知道是不是因为装修的关系 才搞特价呵呵', '短评打分': 5}
{'短评内容': '环境还不错，本来定的时候上网是免费的，但是去的时候要另加30块，不过去旅馆不是去上网的。预订的是商务大床，结果没有了，就给我们一件两张大床的房间。在经济型酒店算不错了，而且很安静，隔音也不错', '短评打分': 5}
{'短评内容': '酒店服务不错，本订的是特价房，后因无房，前台小姐还帮我升级到有窗的房间，价钱还是特价。特别感谢！！值得推荐啊~~~~~~', '短评打分': 5}
{'短评内容': '价格便宜，才98元。大床房间显得很空旷，房间内没什么家俬。不过就是休息落脚，也就没什么太大问题了。热水很足，就是淋浴房小了点。地段还可以，餐饮很方便。', '短评打分': 5}
{'短评内容': '交通很方便，公交直达（需倒2次），离外滩近。住宿条件好，在居民区对面，环境安静。价格合理，性价比的确很高。有个小吃街平行于眉州路，吃早餐很爽。。', '短评打分': 5}
{'短评内容': '很好，没有大床换了家庭房，很好。只是交通不是很方便', '短评打分': 5}
{'短评内容': '环境很好，房间没有异味，服务也挺好的，总体来说不错，就是洗澡的地方有一点小。', '短评打分': 5}
{'短评内容': '这个房间是帮朋友订的，感觉有点门脸小，不太显眼，但是旅行时比较经济实惠，尤其是自助游，也很方便的。', '短评打分': 5}
{'短评内容': '地理位置不错，交通方便，速8品牌一直印象很好', '短评打分': 5}
{'短评内容': '房间很不错', '短评打分': 3}
{'短评内容': '位置交通方便，买东西也很方便。服务周到，房间设施有点陈旧。性价比比较高', '短评打分': 5}
{'短评内容': '挺好的，性价比不错，大床间很舒适。周边交通和购物都比较方便。就是装修稍微旧了点。', '短评打分': 5}
{'短评内容': '很好，工作人员很麻利', '短评打分': 3}
{'短评内容': '总的看来贵酒店该是不错的，设施齐全，服务周到，只是空调不太好使，如果空调好使一点就更好了！', '短评打分': 5}
{'短评内容': '结婚时帮亲戚朋友订房的，房间离家近，很干净，附近吃饭的地方也很多，以后还会来光顾。', '短评打分': 5}
{'短评内容': '住宿条件一般，服务员态度生硬，没有晾衣服的地方，电视看不清，不如某些连锁酒店，离红房子医院近。', '短评打分': 1}
{'短评内容': '房间干净舒适 ，我住了3天，服务态度也好', '短评打分': 5}
{'短评内容': '太糟糕了，就好比很普通的旅社，房间狭小，设施破旧，卫生间拥挤。房间通风太差，必须开空调，而且空调的声音开起来像拖拉机。不会再次光顾', '短评打分': 1}
{'短评内容': '位置还可以，但是房间太小，太吵，下次去应该不会再选择了。', '短评打分': 1}
{'短评内容': '酒店位置不错，比较好找。就是房间里的电源开关少了一点。。。', '短评打分': 5}
{'短评内容': '离我住的医院比较近 交通很方便 房间比较干净', '短评打分': 5}
{'短评内容': '房间温馨，床大小合适，两个人就稍微小点，但也可以啦!干净整洁！', '短评打分': 5}
{'短评内容': '房间很舒服,价格合理!', '短评打分': 3}
{'短评内容': '房间很小，说是大床房，其实根本就是个单人房，只是交通非常方便', '短评打分': 5}
{'短评内容': '离家较近，给朋友订的，朋友说比想象中的要好，不错。', '短评打分': 5}
{'短评内容': '环境不错，朋友已经住过很多次了，非常满意', '短评打分': 5}
{'短评内容': '不错，交通也方便，价格合理，可谓是物美价廉', '短评打分': 5}
{'短评内容': '性价比不错。可惜我住的房间有点烟味，梳子里还有一根头发。', '短评打分': 5}
{'短评内容': '房间太小，但实惠。水壶总是坏掉，然后烧出的水有一股味道，可能是水壶塑料发出来的。\n\n房间里面也有气味。', '短评打分': 5}
{'短评内容': '位置较偏，设备简单，不像上海大城市的宾馆。', '短评打分': 1}
{'短评内容': '啊哦', '短评打分': 5}
{'短评内容': '卫生干净', '短评打分': 5}
{'短评内容': '世博期间入住的,价位便宜,非市中心的连锁酒店,地理位置一般般.', '短评打分': 1}
{'短评内容': '己住条件还可以', '短评打分': 5}
{'短评内容': '这个价位太算合适~不过条件太差了~地理位置又偏僻。蒙外地人呢', '短评打分': 1}
{'短评内容': '总体还行 地理位置可以 交通比较方便 去世博靠4号线远了点', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '感觉还可以，已经是第二次入住了，总之对得起价格', '短评打分': 5}
{'短评内容': '房间一般，上网网速太慢根本网页都打不开郁闷世博会期间房价又高郁闷', '短评打分': 3}
{'短评内容': '酒店很干净，装修的很舒服，有家的感觉，性价比蛮高的。', '短评打分': 5}
{'短评内容': '服务还行,房间太小', '短评打分': 5}
{'短评内容': '一般吧，位置还可以，酒店设施很一般，价格适中。', '短评打分': 5}
{'短评内容': '还算不错，但是晚上的时候，交通不是很方便、、、、、', '短评打分': 3}
{'短评内容': '离地铁站远了点，出行不太方便。大堂太简陋了。', '短评打分': 1}
{'短评内容': '性价比不错，地方是旧了点。世博会期间这个价格算可以了。', '短评打分': 5}
