{'短评内容': '不错。', '短评打分': 5}
{'短评内容': '只能说这酒店的服务是XX，硬件平庸。网上订了房也确认了，去酒店说没有订房记录。来来回回打了差不多半个小时电话确认。结账的时候说我在晚上12点消费绿茶，那个时间我都不在房间，又查了半天说我是中午消费的，XX，老子晚上10点多才入住！\n\n--------------------------------------------------------------------------------\n', '短评打分': 1}
{'短评内容': '酒店的地理位置还不错，交通尚算方便，离机场大巴的上下车点也就500米。但缺点就是：酒店大堂在商场的八楼，电梯要转来转去；房间的浴室里没有放洗发水、沐浴露的架子，这个是最不人性化的地方；房间内的保险箱一用就坏，把东西锁住过几个小时就打不开了，形同虚设。', '短评打分': 5}
{'短评内容': '房间不错，完全对得起这个价格。不含早餐，呵呵。', '短评打分': 5}
{'短评内容': '首先，前台服务水平不是一般的差！乱哄哄的，服务员态度冷淡，尤其是收银员，竟然不顾前台一大堆等待的顾客，嘻嘻哈哈，和其他服务员说笑话！？令人诧异！这样没经过礼仪培训的就上岗了？？？和四五百的酒店价格不在同一档次上啊！其次，房间电话没声音，想要吹风筒无法打电话！更令人气愤的是楼下停车困难，找不到停车位，酒店没有保安来指挥。但是早上出去时，竟然还要收费10元！住宿还要收停车费？第一次碰到,无语.....', '短评打分': 1}
{'短评内容': 'will never come back. the room smells. the whole building is messy.', '短评打分': 1}
{'短评内容': '交通很方便，机场大巴终点到，房间马马虎虎，对得起这个价位了', '短评打分': 3}
{'短评内容': '环境不错.下次还来', '短评打分': 3}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '十', '短评打分': 3}
{'短评内容': '万国酒店极力推荐、房间干净交通方便性价比高下回还会住。', '短评打分': 3}
{'短评内容': '酒店什么都很方便，也很干净，房间非常大，能看见八楼的观景台，非常漂亮。', '短评打分': 5}
{'短评内容': '为了给其他用户提供更有价值的意见，请您发表20个字以上的点评很不错的，服务很好', '短评打分': 5}
{'短评内容': '交通方便,入住环境好.附近有购物地方.非常方便.', '短评打分': 5}
{'短评内容': '还有这次去正好台风天，电梯在乘坐过程中两次突然复位，还好是缓慢除到L层，要不就太危险了', '短评打分': 5}
{'短评内容': '房间很大，吃的也不少，这几次去都是住那里', '短评打分': 5}
{'短评内容': '接待大厅不在一楼，楼下有点乱，标准的经济型商务酒店，尚可。', '短评打分': 5}
{'短评内容': '交通地点方便,购物方便,离机场巴士很近,服务态度也很好.', '短评打分': 5}
{'短评内容': '性价比很高.附近有购物地方,环境也还算好.', '短评打分': 5}
{'短评内容': '这个酒店环境还好,服务态度好,交通很方便', '短评打分': 5}
{'短评内容': '这个酒店交通很方便,离机场大巴比较近,而且购物非常方便,环境也不错.服务态度好,性价比较很高.', '短评打分': 5}
{'短评内容': '酒店比之前的评价好了很多，就是网速稍慢，而且不知为什么一大早会断网，总的来说还是很不错的，房间也挺大的', '短评打分': 5}
{'短评内容': '房间不错 饮食购物娱乐都很便利', '短评打分': 3}
{'短评内容': '还可以，就是价格有点贵', '短评打分': 3}
{'短评内容': '酒店不错，环境也很好，就是房间内的设施简单了一些', '短评打分': 5}
{'短评内容': '价格公道，交通方便，很实惠，性价比很高的。很适合旅游居住，房间干净整洁。', '短评打分': 5}
{'短评内容': '环境各方面都不错的，值得推荐，地理位置也不错', '短评打分': 5}
{'短评内容': '还可以啦，挺不错的，下次要去住蜜月房，交能方便，市中心。从机场大巴下车没多远就可以到酒店了。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '还可以啦，挺不错的，下次要去住蜜月房，交能方便，市中心。从机场大巴下车没多远就可以到酒店了。', '短评打分': 5}
{'短评内容': '在很繁华的地段，逛街酒吧各种玩都可以，就是停车问题比较麻烦，虽然停车位很多，但是泊车小弟总是一副很无视你的样子，有待改善。其他都挺好，还有酒店前台不知道为啥总是欠她钱的样子，呵呵。', '短评打分': 5}
{'短评内容': '赞！风景好，地点好，房间好！这个价格住，绝对是高性价比的！', '短评打分': 5}
{'短评内容': '酒店设施不错，干净舒适，比较有感觉，近电影院和商业街，吃饭购物方便\n\n', '短评打分': 5}
{'短评内容': '环境不错，设施还算新，这个价位性价比高............................\n', '短评打分': 5}
{'短评内容': '酒店不错，出哪儿都方便，一个大缺点就是退房等待时间太长了，要是赶时间，最好比自己计算好的时间提早半个小时下来退房。', '短评打分': 5}
{'短评内容': '酒店还行', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '卫生性价比都还可以，只是房间的没有收费的食品等东西不太方便。酒店位置不错，大厅第一次去可能难找，在8楼。', '短评打分': 5}
{'短评内容': '没有上次来的时候环境好了，地面和墙面有污渍，淋浴间排水不畅，洗澡时脚都是泡在水里的，其他都还好，前台服务不错', '短评打分': 5}
{'短评内容': '不错哦，起初找不到酒店大堂，原来在七楼，非常漂亮的露台，房间很大，设备很新，所以此行还订它。', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '大床睡得很舒服 厕所很宽敞 非常豪华 非常好！', '短评打分': 5}
{'短评内容': '每次都住这里， 房间有新有大，很干净很时尚。 下面就是商场， 饭店。 出入非常方便， 打车容易。 ', '短评打分': 5}
{'短评内容': '还不错\u3000环境可以', '短评打分': 3}
{'短评内容': '慢!等结帐等了一个小时.其他还好.交通算方便.环境一般.设备一般.', '短评打分': 1}
{'短评内容': '在市区交通很方便。酒店配套很齐全。性价比很高。', '短评打分': 5}
{'短评内容': '还行啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊111啊啊啊啊啊1啊啊', '短评打分': 5}
{'短评内容': '酒店装修不错，干净舒适，比较有感觉，近电影院和商业街，吃饭购物方便', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': '挺好的。', '短评打分': 3}
{'短评内容': '酒店周边交通餐饮方便，整体条件不错，且都是高楼房，下次去再住住。标5星酒店，我觉得顶多4星标准', '短评打分': 5}
{'短评内容': '环境不错，交通也方便。', '短评打分': 3}
{'短评内容': '该酒店地处于闹市区，好处是酒店建在8楼，环境相当优美，而且旁边有一个情调酒吧，一个音乐吧，还有万达影院都在，楼下更是丰富多彩的夜生活选择，是一个蛮不错的选择！！！', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '位置非常好 底下就是商场 房间也很舒服比较大 唯一不好的就是洗澡的水一下热一下冷 几天没得好好洗澡 而且前台服务比较差 很冷漠和被动', '短评打分': 5}
{'短评内容': '枕头不好！太高了！洗澡水一会儿热一会儿凉。其他的都非常好！', '短评打分': 3}
{'短评内容': '位置还不错，从机场坐大巴到明珠广场下车后很容易就找到了。\n\n具体房间情况不太清楚，因为是帮朋友订的他没有反馈这个内容。\n\n不过酒店房间没有保险柜，这一点让客人非常不满意，本来订了两晚的结果只住了一晚就离开了。。。有点遗憾！', '短评打分': 5}
{'短评内容': '周边交通方便，房间设施也不错，最喜欢床了。唯一遗憾的就是不含早，综合不错，就是价格偏贵些', '短评打分': 5}
{'短评内容': '环境不错，配套也挺全的`````价格实在。', '短评打分': 5}
{'短评内容': '服务，卫生，态度，都很好！', '短评打分': 3}
{'短评内容': '已经是第二次入住了，两次住的都是高级大床房。\n酒店的地理位置很好，吃饭，看电影都很方便，房间宽敞，干净，有沙发，写字桌，小吧台，看夜景很浪漫，性价比很高。就我看来，甚至超过海口喜来登。下次还会再来。\n推荐ing~', '短评打分': 5}
{'短评内容': '房间宽敞明亮，性价比很高，只不过前台的专业素养有待提高。', '短评打分': 5}
{'短评内容': '酒店比较干净，整洁，环境比较好，服务态度再好一点就好了，还是推荐给大家吧', '短评打分': 5}
{'短评内容': '还不错，蛮好的', '短评打分': 3}
{'短评内容': '酒店比较新，位置方便，设备也挺好，就是没有早餐', '短评打分': 3}
{'短评内容': '位于海口市中心大同路，离海秀东路和旧城区较近，购物逛街非常方便。酒店装修设施较新，客房大，比较舒适。但客房内的毛巾比较旧，需要改进一下。总的来说值得推荐。', '短评打分': 5}
{'短评内容': '卫生状况不好，晚上2点钟，廊道上还有人大声说话，酒店管理明显不到位', '短评打分': 1}
{'短评内容': '高楼层不错，安静。', '短评打分': 3}
{'短评内容': '地理位置很方便，总体还好不过下水道有点堵，网速太慢', '短评打分': 3}
{'短评内容': '要住高楼层. 干净,价格便宜. 在市中心,方便. ', '短评打分': 5}
{'短评内容': '附件设施不错·······················', '短评打分': 5}
{'短评内容': '可以接受，还是不错的，大家去住一下吧，挺干净', '短评打分': 5}
{'短评内容': '8楼平台风景不错；酒店位置可以，旁边吃饭和交通都方便。就是卫生间设施不好，下水堵。。。从三亚回来就换了家酒店住', '短评打分': 5}
{'短评内容': '住了几次，一次比一次不满意，前台服务让人很不爽，房间的舒适度也一次比一次不满意，送的东西少这个少那个，拖鞋还不能穿，巨臭！', '短评打分': 5}
{'短评内容': '订的是间麻将房，呵呵，对于一家人外出度假，这个房间还是蛮实用的~~', '短评打分': 5}
{'短评内容': '住了十天，早餐不行，其他设施、服务方面还行~', '短评打分': 5}
{'短评内容': '不能算很好，但性价比还行，关键交通便利~', '短评打分': 5}
{'短评内容': '我们分二批入住，酒店职工但对第一批入住者申称没有订房，给予高价，第二批达到后显示预订单后，才承认预订。号称五星级酒店，职员素质差。', '短评打分': 1}
{'短评内容': '虽然酒店号称准五星，外围看上去还不错，但住宿条件卫生一般，我们入住的房间卫生间台面上全是水，下水道也堵塞，但作为自由行住宿还是很值得推荐。在市中心，出行方便。', '短评打分': 5}
{'短评内容': '酒店卫生，设施也可以', '短评打分': 3}
{'短评内容': '这个酒店地段是在闹市当中，但是相比起来，华侨酒店的位置比它好，而且来海口不住海边是种浪费。首先这个酒店的电梯设置真的可以把人绕晕，每个出来的门口都不一样，这个也可以不评论。服务却是糟糕得可以。首先这是我第一次住没人接前台电话的酒店，房间里提供的五个电话轮番打半个小时终于是收银台接了电话。反映网线接上没反应要求工程人员过来看看，结果反映了三次，等了一晚都没来。房间设计不合理，厕所在沐浴间里，厕纸在外', '短评打分': 1}
{'短评内容': '交通方便，环境不错，；不足的是，我住的房间，被有味，拖鞋也有味', '短评打分': 5}
{'短评内容': '环境不错，下次还来', '短评打分': 3}
{'短评内容': '非常不错的酒店，在海口的中心区，各方面都比较不错，强力推荐', '短评打分': 5}
{'短评内容': '酒店还不错，周围的配套设施也很好，非常适合来海南旅游的人住～～～', '短评打分': 5}
{'短评内容': '非常满意，房间相当大，卫生条件很好，并且配套设施到位，价格公道', '短评打分': 5}
{'短评内容': '酒店还可以吧，谢谢。', '短评打分': 3}
{'短评内容': '位置不错，设施也可以，卫生一般，角落里居然还有垃圾没清理。前台工作效率低，办理入住退房都很慢。二百多的价格，总的来说还可以了。', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '酒店房间可以，比较划算！', '短评打分': 3}
{'短评内容': '酒店可以，朋友住的是1208的房间，', '短评打分': 3}
{'短评内容': '非常非常的开心 五星的酒店 超五星的房间 爽', '短评打分': 3}
{'短评内容': '感觉服务不是很贴心,水时热时冷,不过房间倒是挺大.', '短评打分': 1}
{'短评内容': '酒店位置很好,环境也不错.', '短评打分': 3}
{'短评内容': '这个酒店一般，地理位置很不错，服务人员态度不好。', '短评打分': 1}
{'短评内容': '万国大都会位置非常好，房间卫生较差，前台服务人员的素质太差，效率太低。', '短评打分': 1}
{'短评内容': '该酒店不错', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间很大，性价比不错。', '短评打分': 3}
{'短评内容': '酒店内的房间很大很宽敞，但是进出酒店不是很方便', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '入住的是三人房,总体感觉不错,山寨版的万豪,哈哈!主要是房间很安静噢.', '短评打分': 3}
{'短评内容': '酒店地理位置在市中心,楼下就是购物广场.虽然外部环境比较嘈杂，但酒店内部还不错。装修比较新，性价比挺高。只是我们住的有一个房间没有桌子，不是很方便。好像是1802那间。', '短评打分': 5}
{'短评内容': '酒店很好,我们很喜欢', '短评打分': 3}
{'短评内容': '服务太一般，结账居然花了40分钟，差点误机。', '短评打分': 1}
{'短评内容': '从三亚回来，第二次入住，感觉还是方便，服务态度好。', '短评打分': 3}
{'短评内容': '酒店的地理位置很不错，装潢也很高雅漂亮， 唯一不足的是，酒店提供的拖鞋味道很臭，浴室不通水，水都漏到厕所那边了，厕所和浴室的水温调节也乱七八糟的，要热水，出来的是冷水，要冷水出来的是热水。。。让人蛮纳闷的。', '短评打分': 5}
{'短评内容': '酒店房间很干净床很舒服 但是房间空调不开 会很冷 而且洗手间内竟然没有厕纸 电梯很乱 早上跟晚上乘坐的电梯不在一起 找起来很麻烦', '短评打分': 3}
{'短评内容': '房间的配置不标准，晚上稍微晚点热水就不热了，早上太吵了，不能下午2点退房，结帐超级慢！', '短评打分': 1}
{'短评内容': '还不错啦~~还不错啦~~还不错啦~~还不错啦~~', '短评打分': 5}
{'短评内容': '酒店不错，在市中心，交通方便，设施齐全，服务快捷，态度好。', '短评打分': 3}
{'短评内容': '该酒店唯一的就是在影院楼上，定位五星级，其硬件设施和软件设施充其量挂三星就不错了。早餐选择性少且难吃。总之性价比很低。', '短评打分': 1}
{'短评内容': '市中心，房间很好，周边吃饭逛街很方便！ 超值了', '短评打分': 5}
{'短评内容': '第三次入住,前两次都是贪图方便,价钱也适当,前台尽管服务很懒散,总觉得和自己没关系.\n这次入住,凌晨一点半,前台居然还打电话搔扰,半夜被吵醒,说找不到我的押金单,要我下去核对.我告诉他们刷了信用卡预授权,还硬要我告知信用卡号,不依不饶,不然就不给你睡,好像宾客都是欠他们的一样,没见过这样恶劣的服务.那电话是在电视台旁边,他们搞清楚了,那我半夜被吵醒冻着,下半夜就再也睡不着了.更可恶的,说了他们几句', '短评打分': 1}
{'短评内容': '第二次入住,酒店就只是地理位置好,前台服务很差.一大堆人效率低得出奇,态度也是漫不经心.爱理不理', '短评打分': 1}
{'短评内容': '每次到海口都选择入住这家酒店，处于市中心，交通方便，逛街购物更方便。酒店装修很漂亮，房间也很舒服。强烈推荐！', '短评打分': 5}
{'短评内容': '每次到海口都选择住万国，一直都住高级大床房，房间空间挺宽畅，房间装修挺新，最重要的床很舒服，这也是我选择万国最主要的原因；同时，酒店位于市中心，周边吃喝玩乐都很方便！交通也很方便，但高峰期时附近交通会比较堵，如果要前往机场，尽量提前些。200多的价位挺合理，比起所谓的四星酒店，强多了！！！大家不要太看重所谓按四星标准建设的酒店，很多都不如经济连锁酒店。在海口住多家酒店之后，觉得200以下住如家、锦', '短评打分': 5}
{'短评内容': '不错啊~~不错啊~~不错啊~~不错啊~~不错啊~不错啊~~~', '短评打分': 5}
{'短评内容': '不错的酒店，交通便利，逛街方便，但是这几天天气冷，不能提供加被服务，空调噪音大，其他还可以吧~', '短评打分': 5}
{'短评内容': '稍微晚点热水就不热了，很不爽！\n\n结账的时候超级的慢，流程有问题！！！', '短评打分': 5}
{'短评内容': '酒店位置可以，但服务和酒店大堂感觉和挂的星不匹配', '短评打分': 5}
{'短评内容': '确实很方便，空中花园，电影院，购物，餐饮一条龙到位！', '短评打分': 5}
{'短评内容': '高性价比, 位置很好,服务也不错，\u3000但房间有点小，电梯只有２架，上下有点慢．', '短评打分': 5}
{'短评内容': '酒店不错，房间面积设施也不错，就是要转电梯有点不便，楼下就是商场，设施配套齐全', '短评打分': 5}
{'短评内容': ' 房间挺好，装修不错，价格还可以接受！', '短评打分': 3}
{'短评内容': ' 停车很麻烦，饭店提供的拖鞋有臭味，房间隔音差，卫生中等', '短评打分': 3}
{'短评内容': '一开始并不期待，没想到入住后发现还挺不错的。地理位置不错，机场巴士直达，万国本身楼下就是一栋大商场，8楼以上是酒店，所以前台大厅也在8楼，我们订的是一个 豪华大床房吧在12楼，进房后发现所有的设施也都挺不错的，还有一把电子秤，我每天都上次称好几次，哈哈。到海口旅游或者是出差，万国大都会是很值得大家入住的，呵呵。', '短评打分': 5}
{'短评内容': '前台接电话速度慢', '短评打分': 3}
{'短评内容': ' 卫生不是很理想', '短评打分': 3}
{'短评内容': '替朋友定的，反馈不错，下次自己到海口也去考虑去住。', '短评打分': 5}
{'短评内容': '第二次住这个酒店，还是感觉不错 方便关键是！', '短评打分': 5}
{'短评内容': '感觉不错，性价比还是很好的。尤其是八楼的空中花园，如果是白天就更漂亮。楼下有吃饭的地方和看电影的地方，很好。', '短评打分': 5}
{'短评内容': '再次入住自然心情很爽，如果价格再能低点就会更爽。', '短评打分': 3}
{'短评内容': '位置很好，吃喝住行都很方便，露天的空中平台很棒，上面还有咖啡厅酒吧，离万达影院很近，这个我喜欢！\n\n不足的话，晚上有点吵，可能是哪里正在维修，还有结账的时候效率不大高。', '短评打分': 5}
{'短评内容': '非常棒，就是厕所地漏有点堵，其他可以堪称海口第一', '短评打分': 5}
{'短评内容': '挺新的酒店，希望可以尽快配套其他设施。尽量满足客人的不同需要', '短评打分': 5}
{'短评内容': '如家价格，星级待遇，值，繁华地段，就是没有江苏卫视，看不了非诚勿扰', '短评打分': 5}
{'短评内容': '第二次入住,高级大床房没有书桌.办公很不方便.', '短评打分': 5}
{'短评内容': '环境非常好！喜欢！', '短评打分': 3}
{'短评内容': '酒店房间挺大，挺新，但餐饮设施不够，酒店流水单有时无法及时提供', '短评打分': 5}
{'短评内容': '条件和设施均不错，只是大堂在八楼，交通方便，可以继续入住。', '短评打分': 5}
{'短评内容': '酒店处于市中心,对面不远就是坐机场大巴.位置不错.这次订的是高级标间,房间面积适中,算比较新,住起来比较舒服.\n不过酒店服务细节偏冷淡,入住时说了住两天每天增加一张早餐券,但居然只给了第一天的,第二天晚上又要跑去补买.\n房间小酒吧在电脑桌旁边角落,拿杯子或者煮水需要弄开櫈子,很不方便;煮水器的线勉强才够得着插座,还需要客人蹲下去插线;\n退房时,发票帐单等,是零零碎碎地给过来,问了有没有信封帮装起来', '短评打分': 5}
{'短评内容': '第二次入住该酒店了，可惜这次发现前台服务非常不好。酒店一般都是将位置不好的房间优先分配，这个可以理解。但是当客人提出高一点楼层的要求的时候，酒店应该满足顾客的要求，而不是狡辩，还要让我再等待40分钟，住什么房间无所谓，关键是态度不能不诚恳，很失望。', '短评打分': 1}
{'短评内容': '娱乐设施齐全，出行方便。房间设施一般，还算干净。', '短评打分': 5}
{'短评内容': '酒店在市中心，新成立的一个mall，购物休闲都很方便。而且房间设施非常好，性价比高', '短评打分': 5}
{'短评内容': '酒店位子一般，大堂在8楼，到房间还要换电梯，但房间在此价格超值，以后去还选那儿。', '短评打分': 5}
{'短评内容': '洗澡水不热，跟前台交涉也没解决，楼道里整天的饭味', '短评打分': 1}
{'短评内容': '环境很好，但是服务态度不是很好，如，我想节省时间，在房间通知前天退房，但是前台要求我要将房卡交到前台才可以，我感觉这样很不方便', '短评打分': 1}
{'短评内容': '酒店硬件设施非常好，而且在市中心，楼下还是一个购物广场，生活非常方便。酒店的价格也非常公道', '短评打分': 5}
{'短评内容': '非常满意非常满意非常满意非常满意非常满意非常满意', '短评打分': 5}
{'短评内容': '酒店的位置挺好找，房间的设施卫生也可以，价格倒是挺合适，服务还行。', '短评打分': 5}
{'短评内容': '5星级酒店这样的价格，性价比非常高。酒店房间非常干净，房间较大，配套有书桌和休闲沙发。非常值得入住。', '短评打分': 5}
{'短评内容': '还可以！就是以后每人每天的基金（人民币6.00元）要跟网上客户说清楚！', '短评打分': 5}
{'短评内容': '酒店没饭店的，吃饭到外面去。挂房帐不行！第一次在8楼看见酒店大厅！', '短评打分': 5}
{'短评内容': '位置比较好在商业区里面,出行挺方便的,不过大堂在8层.从大堂到一楼电梯不是很方便.不过综合来讲还可以.', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '位置不错挺方便出行的,硬件和软件服务也比较到位,整体水平还行.', '短评打分': 5}
{'短评内容': '酒店的价格相对较低，服务做的还可以，性价比较高', '短评打分': 5}
{'短评内容': '性价比还是挺好酒店也不是很贵，卫生设施都还行，服务态度都挺好的，位置也是很好找的。确实还是很不错的。', '短评打分': 5}
{'短评内容': '卫生间是玻璃的，设计比较现代化，整体的建筑风格看着比较舒服', '短评打分': 5}
{'短评内容': '性价比蛮好的酒店，房间很干净，设施完善，服务员态度也很热情周到，下次如果来海口还会选择这家酒店。', '短评打分': 5}
{'短评内容': '酒店还是挺不错的，位置也很好找，房间也还不错挺干净挺舒适的，服务也还行，性价比还是挺高的。挺不错的一家酒店。', '短评打分': 5}
